,Concept_ID,ar,ku
799,eins::NUM,واحد,yek
800,zwei::NUM,اثنين,didu
801,drei::NUM,ثلاثة,sisê
802,vier::NUM,أربعة,çar
803,fünf::NUM,خمسة,penç
804,sechs::NUM,ستة,şeş
805,sieben::NUM,سبعة,heft
806,acht::NUM,ثمانية,heşt
807,neun::NUM,تسعة,neh
808,zehn::NUM,عشرة,deh
809,elf::NUM,أحد عشر,yazdeh
810,zwölf::NUM,اثنا عشر,diwazdeh
811,zwanzig::NUM,عشرون,bîst
812,dreißig::NUM,ثلاثون,sih
813,vierzig::NUM,أربعون,çil
814,fünfzig::NUM,خمسون,pençi
815,sechzig::NUM,ستون,şêst
816,siebzig::NUM,سبعون,heftê
817,achtzig::NUM,ثمانون,heştê
818,neunzig::NUM,تسعون,nod
819,hundert::NUM,مئة,sêd
820,tausend::NUM,ألف,hezar
821,und::CNJ,و,û
822,oder::CNJ,أو,an
823,oder::CNJ,أو,yan
824,stehen::V,وقف,sekinîn
825,sitzen::V,جلس,rûniştin
826,liegen::V,رقد,paldan
827,hängen::V,تعلق,darve kirin
828,werden::V,صار,bûn
829,werden::V,أصبح,bûn
830,passieren::V,حدث,hatin holê
831,passieren::V,حدث,hatin serê kesî
832,beginnen::V,ابتدأ,li dest pêkirin
833,enden::V,انتهى,xalas bû
834,wechseln::V,تغير,guherandin
835,wechseln::V,تغير,dêgiş kirin
836,aufgehen[Sonne]::V,شرق,hilatin
837,untergehen[Sonne]::V,غرب,çun ava
838,scheinen[Sonne]::V,أضاء,şewk de
839,donnern::V,رعد,gire-gir
840,wehen::V,هب,ba le de
841,strömen::V,جرى,xwe girtin
842,fließen::V,سال,herikîn
843,sich drehen::V,دار,xwe zivirandin
844,schwanken::V,ترنح,hejandin
845,schwingen::V,ترجح,libakirin
846,fallen::V,سقط,ketin
847,brennen::V,احترق,şewitîn
848,rauchen::V,دخن,kişandin
849,regnen::V,أمطر,bahran tê
850,gefrieren::V,تجمد,qefilandin
851,tauen::V,ذاب,helandin
852,schmelzen::V,ذاب,helandin
853,trocknen::V,نشف,zuwabûn
854,sieden::V,غلى,kelîn
855,faulen::V,فسد,xerabûn
856,verfaulen::V,تعفن,xerabûn
857,reißen::V,انقطع,jêkirin
858,versinken::V,غرق,xerq bûn
859,vergehen::V,مضى,derbas bûn
860,erscheinen::V,لاح,peyda bûn
861,erscheinen::V,ظهر,peyda bûn
862,verschwinden::V,غاب,wendabûn
863,sinken::V,هبط,noq bûn
864,abnehmen::V,نقص,kêm bûn
865,zunehmen::V,ازداد,qelew bûn
866,steigen::V,صعد,hildan
867,steigen::V,ارتفع,hildan
868,wachsen::V,نما,mezin bûn
869,wachsen::V,نبت,mezin bûn
870,glänzen::V,لمع,biriqîn
871,funkeln::V,تلألأ,çikisîn
872,lärmen::V,ضج,guşîn
873,lärmen::V,صخب,guşîn
874,läuten::V,قرع,lê de
875,klingeln::V,دق,sîl dan
876,klingeln::V,دق,ringerin
877,klirren::V,قعقع,zingzing hat
878,brausen::V,عج,guşîn
879,rauschen::V,حف,guşîn
880,klingen::V,رن,deng pe ketin
881,bellen::V,نبح,kewtîn
882,heulen::V,عوى,ûrîn
883,blasen::V,نفخ,puf kirin
884,pfeifen::V,صفر,fîkandin
885,schreien::V,صرخ,qîrîn
886,stöhnen::V,أن,nalîn
887,zittern::V,ارتعش,hejîn
888,leben::V,عاش,jihîn
889,geboren werden::V,ولد,hatin dinyê
890,geboren werden::V,ولد,bûn
891,atmen::V,تنفس,hilmijîn
892,trinken::V,شرب,vexwarin
893,essen::V,أكل,xwarin
894,schlucken::V,جرع,daqulbandin
895,müde werden::V,تعب,betilîln
896,müde werden::V,تعب,qerimîn
897,einschlafen::V,نام,razan
898,schlafen::V,نام,razan
899,schlafen::V,نام,razandin
900,aufwachen::V,استيقظ,şiyarbûn
901,aufstehen::V,قام,rabûn
902,sich erholen::V,استجم,baş bûn
903,krank werden::V,مرض,nexweş kêt
904,krank sein::V,مرض,nexweş bû
905,schmerzen::V,آلم,êşandin
906,husten::V,كح,kuxin
907,husten::V,سعل,kuxin
908,genesen::V,نقه,baş bûn
909,sterben::V,مات,mirin
910,umkommen::V,هلك,mirin
911,sich bewegen::V,تحرك,leqîn
912,sich rühren::V,تحرك,leqîn
913,sich erheben::V,قام,rabûn
914,sich setzen::V,جلس,runiştin
915,hinfallen::V,وقع,kêtin
916,laufen::V,مشى,meşîn
917,schreiten::V,خطا,meşkirin
918,spazierengehen::V,تنزه,gerandin
919,eilen::V,عجل,lezandin
920,sich beeilen::V,استعجل,zûkirin
921,sausen::V,أسرع,fîzîn
922,rennen::V,عدا,baz dan
923,rennen::V,ركض,baz dan
924,springen::V,قفز,hilpekîn
925,klettern::V,تسلق,hilperikîn
926,schaukeln::V,تأرجح,lorandin
927,kriechen::V,دب,xuşandin
928,kriechen::V,زحف,xuşandin
929,schwimmen::V,سبح,avjenîn
930,tauchen::V,غطس,qutxuyardin
931,tauchen::V,غطس,noqîn
932,rudern::V,جذف,qaîq ajotin
933,fahren::V,ركب,ajotin
934,fahren::V,سافر,ajotin
935,fliegen::V,طار,firîn
936,gehen::V,سار,çûn
937,gehen::V,ذهب,çûn
938,weggehen::V,ذهب,çûn
939,weggehen::V,انصرف,çûn
940,abfahren::V,رحل,çûyin
941,anhalten::V,توقف,rawestîn
942,hineingehen::V,دخل,ketin hundir
943,eintreten::V,دخل,têketin
944,kommen::V,أتى,hatin
945,kommen::V,جاء,hatin
946,ankommen::V,وصل,gihan
947,ankommen::V,وصل,gihîştin
948,zurückkommen::V,عاد,vegerandin
949,zurückkommen::V,رجع,vegerandin
950,bleiben::V,مكث,sekinîn
951,warten::V,انتظر,payîn
952,erwarten::V,ترقب,payîn
953,erwarten::V,انتظر,payîn
954,suchen::V,بحث,lêgerîn
955,finden::V,وجد,peyda kirin
956,versuchen::V,حاول,çeribandin
957,vorbereiten::V,أعد,amade kirin
958,vorbereiten::V,حضر,amade kirin
959,lieben::V,أحب,hez kirin
960,mögen::V,أحب,dil kirin
961,lachen::V,ضحك,kenîn
962,rühren::V,أثر,hêjan
963,weinen::V,بكى,girîn
964,schimpfen::V,سب,pevçûn
965,schimpfen::V,شتم,pevçûn
966,sich ärgern::V,زعل,enirîn
967,sich fürchten::V,هاب,tirsîn
968,fürchten::V,خاف,tirsin
969,fürchten::V,خشي,tirsin
970,fliehen::V,هرب,bazdan
971,flüchten::V,فر,revîn
972,sehen::V,رأى,dîtin
973,anschauen::V,نظر,sêr kirin
974,ansehen::V,نظر,hesibandin
975,hören::V,سمع,guhdar jirin
976,zuhören::V,أصغى,guhdarî kirin
977,probieren::V,ذاق,tehm kirin
978,riechen::V,شم,bihn kirin
979,riechen::V,استنشق,bihn kirin
980,fühlen::V,شعر,hîs kirin
981,scheinen::V,ظهر,xoyer kir
982,zu sehen sein::V,ظهر,diyar bûn
983,vernehmen::V,سمع,bihîstin
984,frieren::V,بردان,qerişîn
985,tun::V,فعل,kirin
986,können::V,قدر,karin
987,können::V,استطاع,karin
988,wollen::V,شاء,xwestîn
989,wollen::V,أراد,xwestîn
990,anfangen::V,بدأ,dest pêkirin
991,beenden::V,أنهى,xelas kirin
992,aufhören::V,توقف,xelas kirin
993,aufhören::V,انقطع,xelas kirin
994,gelingen::V,نجح,çe bûn
995,geraten::V,طلع,qewîmîn
996,öffnen::V,فتح,vekirin
997,schließen::V,أغلق,girtin
998,stellen::V,وضع,danîn
999,stellen::V,أقام,danîn
1000,setzen::V,أجلس,rûniştin
1001,legen::V,وضع,danîn
1002,legen::V,وضع,razandin
1003,berühren::V,مس,lêketin
1004,berühren::V,لمس,lêketin
1005,verbinden::V,ربط,anîn pê
1006,verbinden::V,وصل,anîn pê
1007,bedecken::V,غطى,sergirtin
1008,aufhängen::V,علق,aliqandin
1009,anzünden::V,أوقد,pêxistin
1010,aufheben::V,لقط,hildan
1011,zurücklassen::V,ترك,hiştin
1012,zurücklassen::V,ترك,vehiştin
1013,verlieren::V,فقد,wendakirin
1014,fallen lassen::V,أسقط,xistin bixe
1015,fallen lassen::V,أسقط,xistin
1016,machen::V,فعل,kirin
1017,machen::V,فعل,çêkirin
1018,herstellen::V,صنع,çê kirin
1019,herstellen::V,صنع,peyda kirin
1020,herstellen::V,أنتج,çê kirin
1021,herstellen::V,أنتج,peyda kirin
1022,bauen::V,بنى,lêkirin
1023,bauen::V,شيد,lêkirin
1024,reparieren::V,صلح,veherînerîn
1025,verbessern::V,صحح,sererastkirin
1026,ändern::V,غير,degiş kirin
1027,graben::V,حفر,kolandin
1028,beugen::V,ثنى,tewîn
1029,beugen::V,ثنى,xwar kirin
1030,beugen::V,أحنى,tewîn
1031,beugen::V,أحنى,xwar kirin
1032,biegen::V,لوى,tewandin
1033,biegen::V,لوى,xwarkirin
1034,drehen::V,أدار,fitilandin
1035,drehen::V,دور,fitilandin
1036,wenden::V,قلب,zivîrin
1037,umdrehen::V,قلب,vegerandin
1038,heben::V,رفع,hildan
1039,hochheben::V,رفع,hildan
1040,ergreifen::V,مسك,dest avêtin
1041,halten::V,مسك,hîştin
1042,halten::V,مسك,sekinîn
1043,drücken::V,ضغط,pêl kirin
1044,schieben::V,حرك,damdan
1045,kratzen::V,خدش,xurandin
1046,lecken::V,لعق,alastin
1047,beißen::V,عض,gez kirin
1048,abreißen::V,قلع,hilşandin
1049,abschneiden::V,قطع,jêkirin
1050,binden::V,ربط,girêdan
1051,stecken::V,دس,têxistin
1052,brechen::V,كسر,şikandin
1053,klopfen::V,طرق,kutandin
1054,hauen::V,ضرب,li dan
1055,kleben::V,ألصق,zeliqîn
1056,kleben::V,ألصق,şirêz kirin
1057,reiben::V,حك,firikandin
1058,streichen::V,نشر,bax dan
1059,schleifen::V,سن,çarkirin
1060,schneiden::V,قطع,jêkirin
1061,rütteln::V,رج,hejandin
1062,schütteln::V,هز,daweşîn
1063,schwenken::V,لوح,têwdan
1064,schütten::V,صب,rijandin
1065,füllen::V,ملأ,dagirtin
1066,einwickeln::V,لف,pêçandin
1067,tragen::V,حمل,kişandin
1068,tragen::V,حمل,rajtin
1069,schleppen::V,سحب,kişandin
1070,ziehen::V,سحب,kişandin
1071,aufbewahren::V,حفظ,hilandin
1072,werfen::V,رمى,avêtin
1073,werfen::V,ألقى,avêtin
1074,fangen::V,التقط,sem kirin
1075,fangen::V,التقط,girtin
1076,packen::V,مسك,pê girtin
1077,verstecken::V,خبأ,hîlanin
1078,teilen::V,قسم,parvekirin
1079,schicken::V,بعث,şandin
1080,schicken::V,أرسل,şandin
1081,bringen::V,جلب,anîn
1082,bringen::V,جلب,birin
1083,hinzufügen::V,أضاف,dan ser
1084,hinzufügen::V,أضاف,li tiştekî zêde kirin
1085,bekommen::V,حصل,standin
1086,erhalten::V,استلم,standin
1087,nehmen::V,أخذ,girtin
1088,wählen::V,اختار,ray dan
1089,auswählen::V,انتقى,bijartin
1090,bewahren::V,حافظ,rê li ber girtin
1091,bewahren::V,حافظ,lê xwedî derketin
1092,behindern::V,عاق,bara wi
1093,verderben::V,أفسد,heram bûn
1094,beschädigen::V,أضر,xerab kirin
1095,zerbrechen::V,كسر,şikênandin
1096,zerbrechen::V,كسر,perçe kirin
1097,zerreißen::V,مزق,qelişandin
1098,zerstören::V,دمر,hilşandin
1099,verbrennen::V,حرق,şewitandin
1100,geben::V,أعطى,dan
1101,geben::V,أعطى,dayin
1102,reichen::V,ناول,besbûn
1103,reichen::V,ناول,têrkirin
1104,schenken::V,وهب,diyarî kirin
1105,versprechen::V,وعد,soz dan
1106,wünschen::V,تمنى,dil kirin
1107,loben::V,مدح,pesinandin
1108,küssen::V,قبل,maçkirin
1109,wiegen::V,هدهد,lorandin
1110,wiegen::V,هدهد,wezinandin
1111,zudecken::V,غطى,nixumandin
1112,wecken::V,أيقظ,bixwe hesandin
1113,zeigen::V,أرى,şanîdan
1114,führen::V,دل,raber kirin
1115,lehren::V,علم,hîn kirin
1116,unterrichten::V,علم,ders dan
1117,aufziehen::V,ربى,mesinkirin
1118,leiten::V,دل,rêberî kirin
1119,leiten::V,أدار,rêberî kirin
1120,antreiben::V,حث,bezandin
1121,lassen::V,حدا,berdan
1122,lassen::V,حدا,hiştin
1123,einladen::V,دعا,dawet kirin
1124,vereinigen::V,وحد,bi yek kirin
1125,besuchen::V,زار,mêvan bûn
1126,treffen::V,قابل,rast hatin
1127,sich versammeln::V,اجتمع,li hev çivîn
1128,spielen::V,لعب,listin
1129,singen::V,غنى,stran
1130,tanzen::V,رقص,reqisîn
1131,sich trennen::V,افترق,hew berdan
1132,verlassen::V,ترك,tanê hişt
1133,verlassen::V,ترك,bêkes
1134,retten::V,نجى,rihakirin
1135,retten::V,أنقذ,rihakirin
1136,bewachen::V,حرس,raçavkirin
1137,schützen::V,حمى,hemet kirin
1138,verteidigen::V,دافع,paraztin
1139,sich schlagen::V,تضارب,li hev bezîn
1140,schießen::V,أطلق,agir kirin
1141,siegen::V,انتصر,biser ketin
1142,ärgern::V,أزعل,xeyirandin
1143,schlagen::V,ضرب,lêdan
1144,schlagen::V,ضرب,lêxistin
1145,treten::V,رفس,têlekirin
1146,stechen::V,شك,têrekirin
1147,stoßen::V,دفع,lêketin
1148,stehlen::V,سرق,dizîn
1149,stehlen::V,سرق,dizî birin
1150,stören::V,ضايق,aciz kirin
1151,belästigen::V,أزعج,li tela yeki ketin
1152,verbergen::V,كتم,veşartin
1153,verbergen::V,كتم,kemîndanîn
1154,täuschen::V,خدع,xapandin
1155,täuschen::V,خدع,lê zexeli kirin
1156,betrügen::V,غش,xapandin
1157,töten::V,قتل,kûştin
1158,wohnen::V,سكن,rûniştin
1159,arbeiten::V,عمل,kar kirin
1160,arbeiten::V,عمل,şêxulin
1161,arbeiten::V,اشتغل,kar kirin
1162,arbeiten::V,اشتغل,şêxulin
1163,sammeln::V,جمع,komkirin
1164,pflücken::V,جنى,çinîn
1165,pflücken::V,قطف,çinîn
1166,jagen::V,صاد,nêçîr kirin
1167,fischen::V,اصطاد,masî girtin
1168,fassen::V,قبض,pê girtin
1169,fassen::V,قبض,sêm kirin
1170,hüten::V,رعى,hei jê man
1171,treiben::V,ساق,bêherandin
1172,anbinden::V,ربط,tewilandin
1173,füttern::V,علف,xwarine dan lê
1174,melken::V,حلب,dotin
1175,hacken::V,فرم,kolandin
1176,gießen::V,سقى,av dan
1177,reifen::V,نضج,kemilîn
1178,zubereiten::V,حضر,çe kirin
1179,kochen::V,طبخ,xwarin çe kirin
1180,kochen::V,طبخ,kelandin
1181,backen::V,خبز,pijandin
1182,braten::V,قلى,qelandin
1183,braten::V,قلى,sor kirin
1184,braten::V,حمر,qelandin
1185,braten::V,حمر,sor kirin
1186,umrühren::V,قلب,têvdan
1187,stricken::V,حاك,hûnan
1188,nähen::V,خاط,kêl kirin
1189,färben::V,صبغ,boyax kirin
1190,färben::V,لون,boyax kirin
1191,reinigen::V,نظف,paqijkirin
1192,waschen::V,غسل,şuştin
1193,abwischen::V,مسح,pakîj kirin
1194,spülen::V,شطف,şuştin
1195,fegen::V,كنس,maliştin
1196,kehren::V,كنس,maliştin
1197,baden::V,استحم,serîşûştin
1198,sich waschen::V,اغتسل,serîşûştin
1199,ausziehen::V,خلع,jê kirin
1200,anziehen::V,لبس,pê kirin
1201,sich anziehen::V,اكتسى,xwe kirin
1202,kämmen::V,مشط,şeh kirin
1203,schmücken::V,زين,xemilandin
1204,sagen::V,قال,gotin
1205,sagen::V,قال,peyivîn
1206,sprechen::V,تكلم,peyivîn
1207,reden::V,تكلم,axaftin
1208,sich unterhalten::V,تحادث,hev biştaxilin
1209,fragen::V,سأل,pirsîn
1210,fragen::V,سأل,pirs kirin
1211,bitten::V,رجا,tika kirin
1212,erzählen::V,حكي,behs kirin
1213,mitteilen::V,بلغ,vegotin
1214,nennen::V,سمى,bi nav kirin
1215,rufen::V,نادى,bakirin
1216,prahlen::V,فشر,pesnê xwe dan
1217,prahlen::V,تفاخر,pesnê xwe dan
1218,übersetzen::V,ترجم,qulibandin
1219,übersetzen::V,ترجم,derbas kirin
1220,denken::V,فكر,fikirîn
1221,glauben::V,اعتقد,bawer bûn
1222,bemerken::V,لاحظ,bala xwe dan
1223,bemerken::V,لاحظ,çac lê ketin
1224,erkennen::V,عرف,pêhesîn
1225,begreifen::V,فهم,fêmkirin
1226,begreifen::V,أدرك,fêmkirin
1227,verstehen::V,فهم,fêmkirin
1228,lernen::V,درس,halmandin
1229,lernen::V,درس,fêrbun
1230,wissen::V,علم,zanîn
1231,sich erinnern an::V,تذكر,bir bûn
1232,vergessen::V,نسي,ji bir kirin
1233,messen::V,قاس,pê kanîn
1234,zählen::V,عد,hejmardin
1235,zählen::V,أحصى,hejmardin
1236,rechnen::V,حسب,hesibandin
1237,lesen::V,قرأ,xwendin
1238,malen::V,صور,rengandin
1239,malen::V,صور,boyax kirin
1240,zeichnen::V,رسم,işaret kirin
1241,schreiben::V,كتب,nivîsandin
1242,besitzen::V,حاز,hebûn
1243,besitzen::V,ملك,hebûn
1244,kaufen::V,اشترى,kirîn
1245,verkaufen::V,باع,firotin
1246,bezahlen::V,دفع,pere dan
1247,zahlen::V,سدد,pere dan
1248,zahlen::V,سدد,dayin
1249,beherrschen::V,حكم,zebt kirin
1250,beherrschen::V,حكم,hukim kirin
1251,ertragen::V,أطاق,bihêzkirin
1252,ertragen::V,تحمل,bihêzkirin
