,Concept_ID,pt,ba
200,Fliege::N,mosca,себен
201,Schmetterling::N,borboleta,күбәләк
202,Beere::N,bago,еләк
203,Apfel::N,maçã,алма
204,Pilz::N,fungo,бәшмәк
205,Pilz::N,cogumelo,бәшмәк
206,Zwiebel::N,cebola,һуган
207,Saat::N,sementeira,орлоҡ
208,Korn::N,grão,иген
209,Heu::N,feno,бесән
210,Schale::N,casca,ҡабыҡ
211,Grube::N,cova,соҡор
212,Grube::N,fossa,соҡор
213,Falle::N,armadilha,тоҙак
214,Falle::N,armadilha,ҡапҡан
215,Schlinge::N,laço,тоҙак
216,Spur::N,pista,әҫер
217,Spur::N,vestígio,әҫер
218,Asche::N,cinza,көл
219,Dreck::N,sujidade,батҡаҡ
220,Eisen::N,ferro,тимер
221,Gold::N,ouro,алтын
222,Silber::N,prata,көмөш
223,Kohle::N,carvão,күмер
224,Glas::N,vidro,быяла
225,Lehm::N,barro,балсыҡ
226,Lehm::N,argila,балсыҡ
227,Sand::N,areia,ҡом
228,Mensch::N,homem,кеше
229,Mensch::N,pessoa,кеше
230,Mann::N,homem,ир
231,Frau::N,mulher,ҡатын
232,Kind::N,filho,бала
233,Kind::N,criança,бала
234,Junge::N,rapaz,малай
235,Junge::N,menino,малай
236,Mädchen::N,menina,ҡыҙ
237,Mädchen::N,menina,ҡыҙыҡай
238,Mädchen::N,rapariga,ҡыҙ
239,Mädchen::N,rapariga,ҡыҙыҡай
240,Familie::N,família,ғаилә
241,Großvater::N,avô,олатай
242,Großmutter::N,avó,әбәй
243,Eltern::N,pais,ата-әсә
244,Vater::N,pai,атай
245,Mutter::N,mãe,әсә
246,Sohn::N,filho,ул
247,Tochter::N,filha,ҡыҙ
248,Bruder::N,irmão,агай
249,Schwester::N,irmã,алай
250,Schwester::N,irmã,һеңле
251,Onkel::N,tio,ағай
252,Tante::N,tia,апай
253,Ehemann::N,esposo,ир
254,Ehefrau::N,esposa,ҡатын
255,Freude::N,prazer,шатлыҡ
256,Freude::N,prazer,ҡыуаныс
257,Freude::N,alegria,шатлыҡ
258,Freude::N,alegria,ҡыуаныс
259,Gelächter::N,risada,көлөү
260,Gelächter::N,gargalhada,көлөү
261,Glück::N,felicidade,бәхет
262,Kummer::N,aflição,ҡайғы
263,Kummer::N,desgosto,ҡайғы
264,Wunsch::N,desejo,теләк
265,Lust::N,vontade,әүәҫлек
266,Geist::N,mente,аң
267,Geist::N,mente,рух
268,Geist::N,espírito,аң
269,Geist::N,espírito,рух
270,Gedanke::N,ideia,уй
271,Gedanke::N,ideia,фекер
272,Gedanke::N,pensamento,уй
273,Gedanke::N,pensamento,фекер
274,Gedächtnis::N,memória,хәтер
275,Verstand::N,razão,аҡыл
276,Verstand::N,inteligência,аҡыл
277,Sinn::N,sentido,мәғәня
278,Sinn::N,significado,мәғәня
279,Grund::N,causa,сәбәп
280,Grund::N,motivo,сәбәп
281,Wahrheit::N,verdade,дөрөҫлөк
282,Gespräch::N,conversa,әңгәмә
283,Gespräch::N,conversação,әңгәмә
284,Märchen::N,conto,әкиәт
285,Erzählung::N,conto,хикәйә
286,Erzählung::N,narrativa,хикәйә
287,Nachricht::N,mensagem,хәбәр
288,Neuigkeit::N,notícia,яңылыҡ
289,Neuigkeit::N,novidade,яңылыҡ
290,Name::N,nome,исем
291,Rätsel::N,adivinha,йомаҡ
292,Rede::N,oração,телмәр
293,Rede::N,discurso,телмәр
294,Sprache::N,língua,тел
295,Sprache::N,língua,телмәр
296,Stimme::N,voz,тауыш
297,Wort::N,palavra,һүҙ
298,Zeichen::N,marca,билдә
299,Ruf::N,grito,саҡырыу
300,Ruf::N,chamada,саҡырыу
301,Lärm::N,ruído,шаулау
302,Lärm::N,barulho,шаулау
303,Laut::N,som,тауыш
304,Ton::N,tom,яңғырау
305,Lied::N,canção,йыр
306,Ruhe::N,calma,ял
307,Ruhe::N,calma,тыныслыҡ
308,Ruhe::N,silêncio,ял
309,Ruhe::N,silêncio,тыныслыҡ
310,Leute::N,gente,кешеләр
311,Leute::N,pessoas,кешеләр
312,Volk::N,povo,халҡ
313,Volk::N,nação,халҡ
314,Arbeit::N,trabalho,эш
315,Gast::N,hóspede,ҡунаҡ
316,Gast::N,convidado,ҡунаҡ
317,Geschenk::N,prenda,бүләк
318,Geschenk::N,presente,бүләк
319,Spiel::N,jogo,уйын
320,Gesellschaft::N,companhia,йәмғиәт
321,Hilfe::N,ajuda,ярҙам
322,Hilfe::N,socorro,ярҙам
323,Freund::N,amigo,дуҫ
324,Kamerad::N,camarada,иптәш
325,Angelegenheit::N,assunto,әш
326,Anzahl::N,número,һан
327,Anzahl::N,quantidade,һан
328,Art::N,tipo,төр
329,Art::N,espécie,төр
330,Stück::N,pedaço,киҫәк
331,Teil::N,peça,өлөш
332,Teil::N,parte,өлөш
333,Hälfte::N,metade,ярты
334,Kreis::N,círculo,түңәрәк
335,Kreuz::N,cruz,тәре
336,Linie::N,linha,һыҙыҡ
337,Strich::N,traço,һыҙат
338,Abstand::N,distância,ара
339,Entfernung::N,distância,алыҫлыҡ
340,Gegend::N,área,урын
341,Gegend::N,região,урын
342,Platz::N,lugar,арауыҡ
343,Ort::N,sítio,ерҙәр
344,Ort::N,sítio,урындар
345,Ort::N,sítio,эш урыны
346,Seite::N,lado,яҡ
347,Mitte::N,meio,урталыҡ
348,Gegenstand::N,objecto,нәмә
349,Sache::N,coisa,нәмә
350,Sache::N,coisa,әйбер
351,Rand::N,bordo,сит
352,Rand::N,margem,сит
353,Kante::N,borda,ҡабырға
354,Kante::N,borda,ян
355,Kante::N,aresta,ҡабырға
356,Kante::N,aresta,ян
357,Ecke::N,esquina,мөйөш
358,Spitze::N,ponta,ос
359,Ende::N,cabo,аҙаҡ
360,Ende::N,extremo,аҙаҡ
361,Loch::N,furo,тишек
362,Loch::N,buraco,тишек
363,Winkel::N,canto,мөйөш
364,Winkel::N,ângulo,мөйөш
365,Muster::N,padrão,биҙәк
366,Muster::N,desenho,биҙәк
367,Größe::N,tamanho,ҙурлыҡ
368,Länge::N,comprimento,оҙонлоҡ
369,Höhe::N,altura,бейеклек
370,Höhe::N,altitude,бейеклек
371,Gewicht::N,peso,үлсәү
372,Menge::N,quantidade,һан
373,Haufen::N,pilha,өйөм
374,Reihe::N,fila,рәт
375,Boot::N,barco,кәмә
376,Ruder::N,remo,ишкәк
377,Schlitten::N,trenó,сана
378,Ski::N,esqui,саңгы
379,Lagerfeuer::N,fogueira,костер
380,Last::N,carga,ауырлыҡ
381,Gang::N,curso,барыу
382,Gang::N,caminhada,барыу
383,Schritt::N,passo,аҙым
384,Norden::N,norte,төньяҡ
385,Süden::N,sul,көньяҡ
386,Westen::N,oeste,көнбайыш
387,Westen::N,ocidente,көнбайыш
388,Osten::N,este,көнсығыш
389,Osten::N,leste,көнсығыш
390,Osten::N,oriente,көнсығыш
391,Holz::N,madeira,үағас
392,Brett::N,tábua,таҡта
393,Brett::N,prancha,таҡта
394,Platte::N,laje,плита
395,Platte::N,chapa,плита
396,Stütze::N,apoio,терәк
397,Stütze::N,suporte,терәк
398,Stange::N,vara,кәртә
399,Stange::N,barra,кәртә
400,Stock::N,pau,таяҡ
401,Stock::N,bengala,таяҡ
402,Stab::N,bastão,ҡолға
403,Rohr::N,cano,торба
404,Haus::N,casa,өй
405,Haus::N,casa,йорт
406,Heim::N,lar,өй
407,Heim::N,casa,өй
408,Ofen::N,estufa,мейес
409,Ofen::N,aquecedor,мейес
410,Fußboden::N,piso,енес
411,Tisch::N,mesa,өҫтәл
412,Stuhl::N,cadeira,ултырғыс
413,Wiege::N,berço,бишек
414,Bett::N,cama,карауат
415,Regal::N,estante,кәштә
416,Regal::N,prateleira,кәштә
417,Kiste::N,caixa,йәшинк
418,Fenster::N,janela,тәҙрә
419,Tür::N,porta,ишек
420,Tor::N,portão,ҡапҡа
421,Zaun::N,cerca,ҡойма
422,Zaun::N,vedação,ҡойма
423,Dach::N,telhado,түбә
424,Dach::N,telhado,ҡыйыҡ
425,Leiter::N,escada,баҫҡыс
426,Leiter::N,escada móvel,баҫҡыс
427,Besen::N,vassoura,һепертке
428,Spaten::N,pá,көрәк
429,Schaufel::N,pá,көрәк
430,Gabel::N,garfo,сәнске
431,Löffel::N,colher,ҡалаҡ
432,Messer::N,faca,бысаҡ
433,Nagel::N,cravo,сөй
434,Netz::N,rede,ау
435,Haken::N,gancho,ыргаҡ
436,Griff::N,asa,тотҡа
437,Griff::N,cabo,тотҡа
438,Schloss::N,fechadura,йоҙаҡ
439,Bild::N,imagem,картина
440,Figur::N,figura,һын
441,Puppe::N,boneca,ҡурсаҡ
442,Beutel::N,saco,тоҡ
443,Beutel::N,bolsa,тоҡ
444,Bündel::N,fardo,төргәк
445,Tasche::N,saco,сумка
446,Tasche::N,bolso,сумка
447,Eimer::N,balde,биҙрә
448,Deckel::N,tampa,ҡапҡас
449,Geschirr::N,louça,һауыт-һаба
450,Sack::N,saca,тоҡ
451,Tasse::N,chávena,сынаяҡ
452,Topf::N,tacho,кәстрүл
453,Topf::N,panela,кәстрүл
454,Kessel::N,caldeira,ҡаҙан
455,Essen::N,refeição,ашау
456,Nahrung::N,comida,аҙыҡ
457,Nahrung::N,alimento,аҙыҡ
458,Speise::N,prato,аш
459,Fleisch::N,carne,ит
460,Getreide::N,cereais,иген
461,Getreide::N,cereais,ашлыҡ
462,Brei::N,puré,бутҡа
463,Brot::N,pão,икмәк
464,Scheibe::N,fatia,телем
465,Fett::N,banha,май
466,Fett::N,gordura,май
467,Butter::N,manteiga,май
468,Öl::N,azeite,май буяуы
469,Salz::N,sal,тоҙ
470,Suppe::N,sopa,һурпа
471,Suppe::N,caldo,һурпа
472,Honig::N,mel,бал
473,Milch::N,leite,һөт
474,Tee::N,chá,сәй
475,Leder::N,couro,күн
476,Wolle::N,lã,йөн
477,Stoff::N,pano,туҡыма
478,Stoff::N,tecido,туҡыма
479,Nadel::N,agulha,энә
480,Faden::N,fio,еп
481,Knopf::N,botão,төймә
482,Knoten::N,nó,төйөн
483,Farbe::N,corante,буяу
484,Kleidung::N,roupa,кейем
485,Kleidung::N,vestuário,кейем
486,Hemd::N,camisa,күлдәк
487,Kragen::N,gola,яға
488,Ärmel::N,manga,ең
489,Hose::N,calça,салбар
490,Gürtel::N,cinto,ҡайыш
491,Mütze::N,boné,бүрк
492,Mütze::N,barrete,бүрк
493,Schuh::N,sapato,туфли
494,Stiefel::N,bota,итек
495,Ring::N,anel,йөҙөк
496,Ring::N,anel,балдаҡ
497,Band::N,fita,таҫма
498,Band::N,faixa,таҫма
499,Kamm::N,pente,тараҡ
500,Spiegel::N,espelho,көзгө
501,Riemen::N,correia,ҡайыш
502,Schnur::N,corda,бау
503,Schnur::N,cordel,бау
504,Leine::N,trela,бау
505,Decke::N,cobertor,одеяд
506,Kissen::N,almofada,мендәр
507,Tuch::N,pano,яулыҡ
508,Handtuch::N,toalha,таҫтамал
509,Kraft::N,força,көс
510,Stärke::N,força,көс
511,Gesundheit::N,saúde,һаулыҡ
512,Krankheit::N,doença,сир
513,Krankheit::N,doença,ауырыу
514,Krankheit::N,enfermidade,сир
515,Krankheit::N,enfermidade,ауырыу
516,Schmerz::N,dor,һыҙлау
517,Schmerz::N,dor,әрнеү
518,Wunde::N,chaga,йәрәхәт
519,Wunde::N,ferida,йәрәхәт
520,Fieber::N,febre,тапма
521,Fieber::N,febre,биҙгәк
522,Arznei::N,remédio,дарыу
523,Brücke::N,ponte,күпер
524,Brunnen::N,poço,ҡоҙоҡ
525,Weide::N,pastagem,көтөүлек
526,Pfad::N,senda,һуҡмаҡ
527,Pfad::N,trilho,һуҡмаҡ
528,Weg::N,caminho,юл
529,Straße::N,via,урам
530,Straße::N,estrada,урам
531,Dorf::N,aldeia,ауыл
532,Stadt::N,cidade,ҡала
533,Brief::N,carta,хат
534,Buch::N,livro,китап
535,Buch::N,livro,кенәгә
536,Buchstabe::N,letra,хәреф
537,Zeitung::N,jornal,гәзит
538,Leben::N,vida,йәшәү
539,Tod::N,morte,үлем
540,Grab::N,túmulo,ҡәбер
541,Grab::N,sepultura,ҡәбер
542,Kirche::N,igreja,сиркәү
543,Sünde::N,pecado,гөнаһ
544,Gott::N,deus,алла
545,Gott::N,deus,хоҙай
546,Arbeiter::N,operário,эшсе
547,Arbeiter::N,trabalhador,эшсе
548,Chef::N,chefe,башлыҡ
549,Chef::N,patrão,башлыҡ
550,Meister::N,mestre,оҫта
551,Arzt::N,médico,врач
552,Lehrer::N,professor,уҡытыусы
553,Geld::N,dinheiro,аҡса
554,Geschäft::N,negócio,эш
555,Laden::N,loja,магазин
556,Preis::N,preço,хаҡ
557,Ware::N,mercadoria,тауар
558,Nutzen::N,proveito,файҙа
559,Reichtum::N,riqueza,байлыҡ
560,Welt::N,mundo,донъя
561,Land::N,país,ил
562,Staat::N,Estado,дәүләт
563,König::N,rei,король
564,Macht::N,poder,власть
565,Macht::N,potência,власть
566,Grenze::N,fronteira,сик
567,Krieg::N,guerra,һуғыш
568,Feind::N,inimigo,йылан
569,Gewalt::N,violência,көслөк
570,Kampf::N,luta,көрәш
571,Kampf::N,combate,көрәш
572,Bogen[Waffe]::N,arco,йәйә
573,Pfeil::N,seta,уҡ
574,Pfeil::N,flecha,уҡ
575,Gewehr::N,espingarda,мылтыҡ
576,Fehler::N,erro,хата
577,Fehler::N,falha,хата
578,Lüge::N,mentira,ялған
579,Schaden::N,dano,зыян
580,Schaden::N,dano,зарар
581,Schaden::N,estrago,зыян
582,Schaden::N,estrago,зарар
583,Unglück::N,desgraça,ҡаза
584,Schuld::N,culpa,ғәйеп
585,Alter::N,idade,йәш
586,Schluss::N,fim,һуң
587,Schluss::N,fim,аҙаҡ
588,Zeit::N,tempo,мәл
589,Zeit::N,tempo,заман
590,Tag::N,dia,көн
591,Morgen::N,manhã,иртә
592,Morgen::N,manhã,иртәнсәк
593,Mittag::N,meio-dia,төш
594,Abend::N,noite,кис
595,Abend::N,tardinha,кис
596,Nacht::N,noite,төн
597,Woche::N,semana,аҙна
598,Monat::N,mês,ай
599,Jahr::N,ano,йыл
600,Frühling::N,primavera,яҙ
601,Sommer::N,verão,йәй
602,Herbst::N,outono,көз
603,Winter::N,inverno,ҡыш
604,Januar::N,Janeiro,ғинуар
605,Februar::N,Fevereiro,февраль
606,März::N,Março,март
607,April::N,Abril,апрель
608,Mai::N,Maio,май
609,Juni::N,Junho,июнь
610,Juli::N,Julho,июль
611,August::N,Agosto,август
612,September::N,Setembro,сентябрь
613,Oktober::N,Outubro,октябрь
614,November::N,Novembro,ноябрь
615,Dezember::N,Dezembro,декабрь
616,Montag::N,segunda-feira,дүшәмбе
617,Dienstag::N,terça-feira,шишәмбе
618,Mittwoch::N,quarta-feira,шаршамбы
619,Donnerstag::N,quinta-feira,кесаҙна
620,Freitag::N,sexta-feira,йома
621,Samstag::N,sábado,шәмбе
622,Sonntag::N,domingo,йәкшәмбе
623,groß::A,grande,ҙур
624,klein::A,pequeno,бәләкәс
625,lang::A,comprido,оҙон
626,kurz::A,curto,ҡыҫҡа
627,breit::A,largo,киң
628,schmal::A,estreito,тар
629,dicht::A,denso,йыш
630,dicht::A,denso,ҡуйы
631,dick[Gegenstand]::A,grosso,ҡалын
632,dünn::A,delgado,йоҡа
633,dünn::A,delgado,нәҙек
634,fein::A,fino,нескә
635,fein::A,subtil,нескә
636,fest::A,firme,ныҡ
637,fest::A,sólido,ныҡ
638,flach::A,plano,яҫы
639,flach::A,plano,ялпаҡ
640,glatt::A,liso,шыма
641,hart::A,duro,ҡаты
642,weich::A,mole,йомшаҡ
643,rund::A,redondo,түңәрәк
644,spitz::A,agudo,осло түбәле
645,scharf::A,afiado,үткер
646,stumpf::A,rombo,утмәҫ
647,schwer::A,pesado,ауыр
648,schön::A,belo,матур
649,schön::A,bonito,матур
650,heiß::A,quente,эҫе
651,warm::A,quente,йылы
652,kalt::A,frio,һыуыҡ
653,kühl::A,fresco,һалҡынса
654,frisch::A,fresco,һалҡынса
655,feucht::A,húmido,еүеш
656,feucht::A,húmido,дымлы
657,nass::A,molhado,еүеш
658,trocken::A,seco,кипкән
659,voll::A,cheio,тулы
660,leer::A,vazio,буш
661,offen::A,aberto,асыҡ
662,geschlossen::A,fechado,ябыҡ
663,sauber::A,limpo,таҙа
664,schmutzig::A,sujo,бысраҡ
665,roh::A,cru,сей
666,reif::A,maduro,өлгөрғән
667,lecker::A,delicioso,тәмле
668,süß::A,doce,тямле
669,süß::A,doce,тәм-том
670,bitter::A,amargo,әсе
671,sauer::A,azedo,әсе
672,hell::A,claro,яҡты
673,dunkel::A,escuro,ҡараңғы
674,dunkel::A,sombrio,ҡараңғы
675,schwarz::A,preto,ҡара
676,weiß::A,branco,аҡ
677,rot::A,vermelho,матур
678,rot::A,vermelho,һылыу
679,rot::A,vermelho,сибәр
680,gelb::A,amarelo,һары
681,blau::A,azul,күк
682,grün::A,verde,йәшел
683,grau::A,cinzento,буҙ
684,bunt::A,colorido,сыбар
685,bunt::A,colorido,ала-ҡола
686,billig::A,barato,арзан
687,teuer::A,caro,ҡыйбатлы
688,wertvoll::A,valioso,ҡиммәтле
689,wertvoll::A,precioso,ҡиммәтле
690,blind::A,cego,һуҡыр
691,taub::A,surdo,һаңғырау
692,kräftig::A,forte,көслө
693,kräftig::A,forte,ҡеүәтле
694,kräftig::A,poderoso,көслө
695,kräftig::A,poderoso,ҡеүәтле
696,stark::A,forte,көслө
697,stark::A,forte,ҡеүәтле
698,stark::A,robusto,көслө
699,stark::A,robusto,ҡеүәтле
700,schwach::A,débil,көсһөҙ
701,fett::A,gordo,һимеҙ
702,schlank::A,esbelto,зифа
703,hübsch::A,giro,матур
704,hübsch::A,bonito,матур
705,böse::A,mau,асыулы
706,dumm::A,parvo,иҫәр
707,dumm::A,estúpido,иҫәр
708,faul::A,preguiçoso,иренсәк
709,fleißig::A,aplicado,тырыш
710,fleißig::A,diligente,тырыш
711,geizig::A,avarento,һаран
712,klug::A,prudente,аҡыллы
713,klug::A,inteligente,аҡыллы
714,geschickt::A,hábil,оҫта
715,lieb::A,caro,яғымлы
716,lieb::A,querido,яғымлы
717,lustig::A,alegre,күңелле
718,sanft::A,suave,йыуаш
719,sanft::A,brando,йыуаш
720,hungrig::A,faminto,ас
721,krank::A,doente,сирле
722,krank::A,doente,ауырыу
723,krank::A,enfermo,сирле
724,krank::A,enfermo,ауырыу
725,nackt::A,nu,яланғас
726,nackt::A,despido,яланғас
727,traurig::A,triste,яманһыу
728,lebendig::A,vivo,тере
729,lebendig::A,vivo,йәнле
730,gut::A,bom,яҡшы
731,schlecht::A,mau,хөрт
732,schlecht::A,mau,алама
733,schlecht::A,ruim,хөрт
734,schlecht::A,ruim,алама
735,richtig::A,justo,дөрөҫ
736,richtig::A,correcto,дөрөҫ
737,schlimm::A,mau,хөрт
738,schlimm::A,mau,алама
739,schlimm::A,grave,хөрт
740,schlimm::A,grave,алама
741,wahr::A,verdadeiro,дөрөҫ
742,alt::A,velho,иҫке
743,alt::A,velho,боронғо
744,alt::A,antigo,иҫке
745,alt::A,antigo,боронғо
746,neu::A,novo,яңы
747,ehemalig::A,antigo,элекке
748,alt[Lebewesen]::A,velho,ҡарт
749,jung::A,jovem,йәш
750,arm::A,pobre,фәҡир
751,reich::A,rico,бай
752,bekannt::A,conhecido,таныш
753,berühmt::A,famoso,атаҡлы
754,berühmt::A,famoso,данлыҡлы
755,berühmt::A,célebre,атаҡлы
756,berühmt::A,célebre,данлыҡлы
757,fremd::A,alheio,ят
758,fremd::A,alheio,сит
759,fremd::A,estranho,ят
760,fremd::A,estranho,сит
761,verschieden::A,diverso,төрлө
762,verschieden::A,diferente,төрлө
763,nah::A,próximo,яҡын
764,fern::A,remoto,алыҫ
765,fern::A,remoto,йыраҡ
766,fern::A,distante,алыҫ
767,fern::A,distante,йыраҡ
768,linker::A,esquerdo,һул
769,rechter::A,direito,уң
770,anderer::A,outro,бутән
771,erster::A,primeiro,тәүге
772,zweiter::A,segundo,икенсе
773,dritter::A,terceiro,өсөнсө
774,letzter::A,final,һуңғы
775,letzter::A,último,һуңғы
776,allein::ADV,só,бер үҙе
777,allein::ADV,só,яңғыҙ
778,auf einmal::ADV,de vez,бер юлы
779,zusammen::ADV,juntos,бергә
780,lange::ADV,muito tempo,оҙаҡ
781,plötzlich::ADV,de repente,ҡапыл
782,sofort::ADV,imediatamente,шунда уҡ
783,später::ADV,mais tarde,һуңыраҡ
