,Concept_ID,ml,hr
91,Wolke::N,മേഘം,oblak
92,Regen::N,മഴ,kiša
93,Schnee::N,മഞ്ഞ്,snijeg
94,Eis::N,ഐസ്,led
95,Frost::N,മൂടൽമഞ്ഞ്,mraz
96,Kälte::N,തണുപ്പ്,studen
97,Kälte::N,തണുപ്പ്,hladnoća
98,Hitze::N,ചൂട്,vrućina
99,Raureif::N,കോടമഞ്ഞ്,inje
100,Regenbogen::N,മഴവില്ല്,duga
101,Donner::N,ഇടി,grom
102,Donner::N,ഇടി,grmljavina
103,Strömung::N,പ്രവാഹം,struja
104,Strömung::N,പ്രവാഹം,strujanje
105,Tropfen::N,തുള്ളി,kap
106,Tropfen::N,തുള്ളി,kaplja
107,Schaum::N,നുര,pjena
108,Schmutz::N,അഴുക്ക്,nečistoća
109,Schmutz::N,അഴുക്ക്,prljavština
110,See::N,തടാകം,jezero
111,Sumpf::N,ചതുപ്പുനിലം,bara
112,Moor::N,പാഴ്നിലം,močvara
113,Wiese::N,പുൽത്തകിടി,livada
114,Wald::N,വനം,šuma
115,Wald::N,കാട്,šuma
116,Hügel::N,കുന്ന്,brijeg
117,Hügel::N,കുന്ന്,brežuljak
118,Anhöhe::N,ഉയർന്ന ഭൂമി,uzvišica
119,Berg::N,പർവ്വതം,brdo
120,Gipfel::N,ഉച്ചകോടി,vrh
121,Höhle::N,ഗുഹ,pećina
122,Höhle::N,ഗുഹ,spilja
123,Abhang::N,ചരിവ്,obronak
124,Abhang::N,ചരിവ്,nizbrdica
125,Quelle::N,ഉറവിടം,izvor
126,Quelle::N,ഉറവിടം,vrelo
127,Bach::N,അരുവി,potok
128,Fluss::N,നദി,rijeka
129,Ufer::N,തീരം,obala
130,Küste::N,കടൽത്തീരം,obala
131,Küste::N,കടൽത്തീരം,morska obala
132,Festland::N,കര,kopno
133,Meer::N,കടൽ,more
134,Bucht::N,ഉൾക്കടല്,zaliv
135,Insel::N,ദ്വീപ്,ada
136,Insel::N,ദ്വീപ്,otok
137,Blume::N,പൂവ്,cvijet
138,Gras::N,പുല്ല്,trava
139,Wurzel::N,വേര്,korijen
140,Baum::N,മരം,drvo
141,Baum::N,മരം,stablo
142,Stamm::N,തായ്ത്തടി,deblo
143,Stamm::N,തായ്ത്തടി,stablo
144,Rinde::N,പട്ട,kora
145,Ast::N,ശാഖ,grana
146,Zweig::N,ശാഖ,grana
147,Blatt::N,ഇല,list
148,Birke::N,പൂവരശ്,breza
149,Kiefer[Baum]::N,പൈൻമരം,bor
150,Weide[Baum]::N,വില്ലോ,iva
151,Weide[Baum]::N,വില്ലോ,vŕba
152,Tanne::N,ദേവദാരു,jela
153,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,rog
154,Feder::N,തൂവൽ,pero
155,Fell::N,മൃദുരോമം,koža
156,Flügel::N,ചിറക്,krilo
157,Klaue::N,നഖം,papak
158,Kralle::N,നഖം,pandža
159,Schwanz::N,വാൽ,rep
160,Ei::N,മുട്ട,jaje
161,Nest::N,കൂട്,gnijezdo
162,Bau::N,മാളം,jazbina
163,Tier::N,മൃഗം,životinja
164,Herde::N,കൂട്ടം,krdo
165,Herde::N,കൂട്ടം,stado
166,Kuh::N,പശു,krava
167,Bulle::N,കാള,bik
168,Pferd::N,കുതിര,konj
169,Schaf::N,ആട്,ovca
170,Schwein::N,പന്നി,svinja
171,Hund::N,നായ്,pas
172,Hund::N,നായ്,pseto
173,Katze::N,പൂച്ച,mačka
174,Bär::N,കരടി,medvjed
175,Eichhörnchen::N,അണ്ണാൻ,vjeverica
176,Elch::N,കടമാന്,los
177,Fuchs::N,കുറുക്കൻ,lisica
178,Hase::N,മുയൽ,zec
179,Maus::N,ചുണ്ടലി,miš
180,Wolf::N,ചെന്നായ,vuk
181,Wolf::N,ചെന്നായ,kurjak
182,Vogel::N,പക്ഷി,ptica
183,Schwarm::N,കൂട്ടം,roj
184,Schwarm::N,കൂട്ടം,jato
185,Huhn::N,കോഴി,kokoš
186,Hahn::N,പൂവൻകോഴി,kokot
187,Hahn::N,പൂവൻകോഴി,pijevac
188,Gans::N,അരയന്നം,guska
189,Adler::N,കഴുകൻ,orao
190,Ente::N,താറാവ്,patka
191,Eule::N,മൂങ്ങ,sova
192,Kranich::N,കൊക്ക്,ždral
193,Krähe::N,കാക്ക,vrana
194,Kuckuck::N,കുയിൽ,kukavica
195,Schwan::N,അരയന്നം,labud
196,Fisch::N,മത്സ്യം,riba
197,Barsch::N,ഒരിനം മത്സ്യം,grgeč
198,Hecht::N,ഒരു മത്സ്യം,štuka
199,Schlange[Tier]::N,പാമ്പ്,guja
200,Schlange[Tier]::N,പാമ്പ്,zmija
201,Wurm::N,വിര,crv
202,Spinne::N,ചിലന്തി,pauk
203,Ameise::N,ഉറുമ്പ്,mrav
204,Laus::N,പേന്,uš
205,Mücke::N,മശകം,komarac
206,Fliege::N,ഈച്ച,muha
207,Schmetterling::N,ചിത്രശലഭം,leptir
208,Beere::N,ബെറി,boba
209,Beere::N,ബെറി,bobica
210,Apfel::N,ആപ്പിൾ,jabuka
211,Pilz::N,കൂൺ,pečurka
212,Zwiebel::N,സവാള,luk
213,Zwiebel::N,സവാള,kapula
214,Saat::N,വിത്ത്,sjemenje
215,Korn::N,ധാന്യം,zrno
216,Heu::N,വയ്ക്കോൽ,sijeno
217,Schale::N,തൊലി,kora
218,Schale::N,തൊലി,ljuska
219,Grube::N,കുഴി,jama
220,Falle::N,കെണി,zamka
221,Falle::N,കെണി,klopka
222,Schlinge::N,കുടുക്ക്,uzao
223,Schlinge::N,കുടുക്ക്,petlja
224,Spur::N,ചുവട്,trag
225,Spur::N,ചുവട്,slijed
226,Asche::N,ചാരം,pepeo
227,Dreck::N,അഴുക്ക്,blato
228,Eisen::N,ഇരുമ്പ്,željezo
229,Gold::N,സ്വർണ്ണം,zlato
230,Silber::N,വെള്ളി,srebro
231,Kohle::N,കൽക്കരി,ugalj
232,Kohle::N,കൽക്കരി,ugljen
233,Glas::N,ഗ്ലാസ്,staklo
234,Lehm::N,കളിമണ്ണ്,glina
235,Lehm::N,കളിമണ്ണ്,ilovača
236,Sand::N,മണൽ,pijesak
237,Mensch::N,മനുഷ്യർ,čovjek
238,Mann::N,പുരുഷൻ,muškarac
239,Frau::N,സ്ത്രീ,žena
240,Kind::N,കുഞ്ഞ്,čedo
241,Kind::N,കുഞ്ഞ്,dijete
242,Junge::N,ആൺകുട്ടി,momče
243,Junge::N,ആൺകുട്ടി,dječak
244,Mädchen::N,പെൺകുട്ടി,djevojka
245,Mädchen::N,പെൺകുട്ടി,djevojčica
246,Familie::N,കുടുംബം,obitelj
247,Familie::N,കുടുംബം,porodica
248,Großvater::N,അപ്പൂപ്പൻ,djed
249,Großmutter::N,അമ്മുമ്മ,baka
250,Eltern::N,മാതാപിതാക്കള്,roditelji
251,Vater::N,അച്ഛൻ,otac
252,Mutter::N,അമ്മ,majka
253,Sohn::N,മകൻ,sin
254,Tochter::N,മകൾ,kći
255,Tochter::N,മകൾ,kćerka
256,Bruder::N,ചേട്ടൻ,brat
257,Bruder::N,അനിയൻ,brat
258,Schwester::N,ചേച്ചി,sestra
259,Schwester::N,അനിയത്തി,sestra
260,Onkel::N,അമ്മാവൻ,čika
261,Onkel::N,അമ്മാവൻ,ujak
262,Tante::N,മാമി,ujna
263,Tante::N,മാമി,tetka
264,Ehemann::N,ഭർത്താവ്,muž
265,Ehemann::N,ഭർത്താവ്,suprug
266,Ehefrau::N,ഭാര്യ,žena
267,Ehefrau::N,ഭാര്യ,supruga
268,Freude::N,ആഹ്ലാദം,radost
269,Gelächter::N,ചിരിയുടെ ശബ്ദം,grohot
270,Glück::N,സന്തോഷം,sreća
271,Glück::N,സന്തുഷ്ടി,sreća
272,Kummer::N,ശോകം,jad
273,Kummer::N,ശോകം,briga
274,Wunsch::N,ആഗ്രഹം,želja
275,Lust::N,ആഗ്രഹം,volja
276,Geist::N,ചുറുചുറുക്ക്,duh
277,Gedanke::N,ചിന്ത,misao
278,Gedächtnis::N,ഓർമ്മശക്തി,pamćenje
279,Verstand::N,മനസ്സ്,um
280,Verstand::N,മനസ്സ്,razum
281,Sinn::N,അർത്ഥം,smisao
282,Sinn::N,അർത്ഥം,značenje
283,Grund::N,കാരണം,razlog
284,Wahrheit::N,സത്യം,istina
285,Gespräch::N,സല്ലാപം,razgovor
286,Märchen::N,യക്ഷിക്കഥ,bajka
287,Erzählung::N,കഥ,priča
288,Erzählung::N,കഥ,pripovijest
289,Nachricht::N,സന്ദേശം,vijest
290,Neuigkeit::N,വാർത്ത,novost
291,Name::N,പേര്,ime
292,Rätsel::N,പ്രഹേളിക,zagonetka
293,Rede::N,സംസാരം,govor
294,Rede::N,സംസാരം,besjeda
295,Sprache::N,ഭാഷ,jezik
296,Stimme::N,സ്വരം,glas
297,Wort::N,വാക്ക്,riječ
298,Zeichen::N,സംജ്ഞ,znak
299,Ruf::N,വിളി,povik
300,Ruf::N,വിളി,poklik
301,Lärm::N,ആരവം,buka
302,Lärm::N,ആരവം,galama
303,Laut::N,ശബ്ദം,zvuk
304,Ton::N,സ്വരഭേദം,ton
305,Lied::N,പാട്ട്,pjesma
306,Ruhe::N,നിശ്ചലത,tišina
307,Ruhe::N,നിശ്ചലത,počinak
308,Leute::N,ജനങ്ങൾ,ljudi
309,Volk::N,രാഷ്ടം,puk
310,Volk::N,രാഷ്ടം,narod
311,Arbeit::N,ജോലി,rad
312,Arbeit::N,ജോലി,posao
313,Gast::N,അതിലി,gost
314,Geschenk::N,സമ്മാനം,dar
315,Geschenk::N,സമ്മാനം,poklon
316,Spiel::N,കളി,igra
317,Gesellschaft::N,കൂട്ടായ്മ,društvo
318,Gesellschaft::N,കൂട്ടായ്മ,kompanija
319,Hilfe::N,സഹായം,pomoć
320,Freund::N,സുഹൃത്ത്,prijatelj
321,Kamerad::N,കൂട്ടാളി,drug
322,Kamerad::N,കൂട്ടാളി,drugar
323,Angelegenheit::N,കാര്യം,posao
324,Anzahl::N,എണ്ണം,broj
325,Anzahl::N,എണ്ണം,brojnost
326,Art::N,തരം,vid
327,Art::N,തരം,vrst
328,Stück::N,കഷണം,komad
329,Teil::N,ഭാഗം,dio
330,Hälfte::N,പകുതി,polovina
331,Kreis::N,വൃത്തം,krug
332,Kreuz::N,കുരിശടയാളം,križ
333,Linie::N,വര,crta
334,Linie::N,രേഖ,crta
335,Strich::N,പക്ഷാഘാതം,crta
336,Abstand::N,വിടവ്,razmak
337,Abstand::N,വിടവ്,odstojanje
338,Entfernung::N,അകലം,udaljenost
339,Gegend::N,പ്രദേശം,kraj
340,Gegend::N,പ്രദേശം,predeo
341,Platz::N,ഇടം,mjesto
342,Ort::N,സ്ഥലം,mjesto
343,Seite::N,വശം,bok
344,Seite::N,വശം,strana
345,Mitte::N,മധ്യസ്ഥാനം,sredina
346,Gegenstand::N,സാധനം,predmet
347,Sache::N,വസ്തു,posao
348,Rand::N,തൊങ്ങൽ,rub
349,Rand::N,തൊങ്ങൽ,kraj
350,Kante::N,അറ്റം,brid
351,Kante::N,അറ്റം,ivica
352,Ecke::N,മൂല,ugao
353,Spitze::N,അഗ്രം,vrh
354,Spitze::N,അഗ്രം,šiljak
355,Ende::N,അവസാനം,konac
356,Loch::N,ദ്വാരം,rupa
357,Winkel::N,കോൺ,kut
358,Winkel::N,കോൺ,ugao
359,Muster::N,ക്രമം,uzor
360,Größe::N,വലുപ്പം,veličina
361,Länge::N,നീളം,duljina
362,Höhe::N,ഉയരം,visina
363,Gewicht::N,കട്ടി,težina
364,Menge::N,അളവ്,mnoštvo
365,Menge::N,അളവ്,količina
366,Haufen::N,കൂമ്പാരം,hrpa
367,Haufen::N,കൂമ്പാരം,gomila
368,Reihe::N,വരി,red
369,Boot::N,ബോട്ട്,čun
370,Boot::N,ബോട്ട്,čamac
371,Ruder::N,പങ്കായം,veslo
372,Schlitten::N,ഉരുളില്ലാവണ്ടി,saone
373,Ski::N,ഹിമപാദുകം,ski
374,Ski::N,ഹിമപാദുകം,smučka
375,Lagerfeuer::N,തീ,logorska vatra
376,Last::N,ഭാരം,tovar
377,Gang::N,നടത്തം,hod
378,Schritt::N,ചുവട്,korak
379,Norden::N,വടക്ക്,sjever
380,Süden::N,തെക്ക്,jug
381,Westen::N,പടിഞ്ഞാറ്,zapad
382,Osten::N,കിഴക്ക്,istok
383,Holz::N,തടി,drvo
384,Brett::N,ബോർഡ്,daska
385,Platte::N,തകിട്,ploča
386,Stütze::N,താങ്ങ്,potpora
387,Stange::N,കമ്പ്,motka
388,Stock::N,വടി,štap
389,Stock::N,വടി,palica
390,Stab::N,കുറുവടി,štap
391,Stab::N,കുറുവടി,šipka
392,Rohr::N,കുഴൽ,cijev
393,Haus::N,വീട്,kuća
394,Heim::N,വീട്,dom
395,Ofen::N,സ്റ്റൌ,peć
396,Fußboden::N,തറ,pod
397,Tisch::N,മേശ,stol
398,Tisch::N,മേശ,trpeza
399,Stuhl::N,കസേര,stolac
400,Stuhl::N,കസേര,stolica
401,Wiege::N,തൊട്ടിൽ,kolijevka
402,Bett::N,കിടക്ക,krevet
403,Bett::N,കിടക്ക,postelja
404,Regal::N,ഷെൽഫ്,polica
405,Kiste::N,പെട്ടി,sanduk
406,Fenster::N,ജനൽ,prozor
407,Tür::N,വാതിൽ,vrata
408,Tor::N,കവാടം,vrata
409,Tor::N,കവാടം,kapija
410,Zaun::N,വേലി,plot
411,Zaun::N,വേലി,ograda
412,Dach::N,മേൽക്കുര,krov
413,Leiter::N,ഏണി,ljestve
414,Leiter::N,ഏണി,ljestvice
415,Besen::N,ചൂല്,metla
416,Spaten::N,തൂമ്പ,ašov
417,Schaufel::N,തൂമ്പ,lopata
418,Gabel::N,മുൾക്കത്തി,viljuška
419,Löffel::N,സ്പൂൺ,žlica
420,Messer::N,കത്തി,nož
421,Nagel::N,ആണി,čavao
422,Netz::N,വല,mreža
423,Haken::N,കൊളുത്ത്,kuka
424,Griff::N,കൈപ്പിടി,držak
425,Griff::N,കൈപ്പിടി,ručica
426,Schloss::N,പൂട്ട്,brava
427,Bild::N,ചിത്രം,slika
428,Figur::N,കണക്ക്,figura
429,Puppe::N,പാവ,lutka
430,Beutel::N,ബാഗ്,kesa
431,Bündel::N,കെട്ട്,snop
432,Bündel::N,കെട്ട്,svežanj
433,Tasche::N,ബാഗ്,torba
434,Tasche::N,ബാഗ്,taška
435,Eimer::N,ബക്കറ്റ്,kabao
436,Deckel::N,ഉറ,poklopac
437,Geschirr::N,പിഞ്ഞാണം,suđe
438,Geschirr::N,പിഞ്ഞാണം,posuđe
439,Sack::N,ചാക്ക്,džak
440,Sack::N,ചാക്ക്,vreća
441,Tasse::N,കപ്പ്,šalica
442,Topf::N,പാത്രം,lonac
443,Kessel::N,കെറ്റ്ല്,kazan
444,Essen::N,ആഹാരസമയം,obrok
445,Nahrung::N,ഭക്ഷണം,hrana
446,Speise::N,ഡിഷ്,jelo
447,Fleisch::N,മാംസം,meso
448,Getreide::N,ചോളം,žito
449,Getreide::N,ചോളം,žitarice
450,Brei::N,കഞ്ഞി,kaša
451,Brot::N,റോട്ടി,kruh
452,Scheibe::N,തുണ്ട്,kriška
453,Fett::N,കൊഴുപ്പ്,mast
454,Fett::N,കൊഴുപ്പ്,salo
455,Butter::N,വെണ്ണ,buter
456,Butter::N,വെണ്ണ,maslac
457,Öl::N,എണ്ണ,ulje
458,Salz::N,ഉപ്പ്,sol
459,Suppe::N,സൂപ്പ്,supa
460,Honig::N,തേൻ,med
461,Milch::N,പാൽ,mlijeko
462,Tee::N,ചായ,čaj
463,Leder::N,തുകൽ,koža
464,Wolle::N,കമ്പിളി,vuna
465,Stoff::N,തുണി,štof
466,Stoff::N,തുണി,tkanina
467,Nadel::N,സൂചി,igla
468,Faden::N,നൂല്,nit
469,Faden::N,നൂല്,konac
470,Knopf::N,ബട്ടൺ,dugme
471,Knoten::N,കുരുക്ക്,čvor
472,Knoten::N,കുരുക്ക്,uzao
473,Farbe::N,പെയിൻറ്,farba
474,Kleidung::N,വസ്ത്രങ്ങൾ,odjeća
475,Hemd::N,ഷർട്ട്,košulja
476,Kragen::N,കുപ്പായക്കഴുത്ത്,ovratnik
477,Ärmel::N,കുപ്പായക്കൈ,rukav
478,Hose::N,ട്രൌസർ,hlače
479,Gürtel::N,ബെൽറ്റ്,pas
480,Gürtel::N,ബെൽറ്റ്,pojas
481,Mütze::N,തൊപ്പി,kapa
482,Schuh::N,ഷൂ,cipela
483,Stiefel::N,ബൂട്ട്,čizma
484,Ring::N,മോതിരം,prsten
485,Band::N,റിബൺ,vrpca
486,Kamm::N,ചീപ്പ്,češalj
487,Spiegel::N,കണ്ണാടി,zrcalo
488,Spiegel::N,കണ്ണാടി,ogledalo
489,Riemen::N,സ്ട്രാപ്പ്,kaiš
490,Riemen::N,സ്ട്രാപ്പ്,remen
491,Schnur::N,ചരട്,vrpca
492,Leine::N,കെട്ടാനുള്ള തോൽവാർ,uzica
493,Decke::N,പുതപ്പ്,ćebe
494,Decke::N,പുതപ്പ്,pokrivač
495,Kissen::N,തലയിണ,jastuk
496,Tuch::N,സ്കാർഫ്,rubac
497,Tuch::N,സ്കാർഫ്,marama
498,Handtuch::N,തോർത്ത്,ručnik
499,Kraft::N,ശക്തി,snaga
500,Stärke::N,ശക്തി,jakost
501,Gesundheit::N,ആരോഗ്യം,zdravlje
502,Krankheit::N,അസുഖം,bolest
503,Schmerz::N,വേദന,bol
504,Wunde::N,മുറിവ്,rana
505,Fieber::N,പനി,groznica
506,Arznei::N,മരുന്ന്,lijek
507,Brücke::N,പാലം,most
508,Brücke::N,പാലം,ćuprija
509,Brunnen::N,കിണർ,bunar
510,Brunnen::N,കിണർ,zdenac
511,Weide::N,മേച്ചൽ,paša
512,Weide::N,മേച്ചൽ,pašnjak
513,Pfad::N,വഴി,staza
514,Weg::N,വഴി,put
515,Straße::N,റോഡ്,drum
516,Straße::N,റോഡ്,cesta
517,Dorf::N,ഗ്രാമം,selo
518,Stadt::N,നഗരം,grad
519,Stadt::N,നഗരം,varoš
520,Brief::N,കത്ത്,list
521,Brief::N,കത്ത്,pismo
522,Buch::N,പുസ്തകം,knjiga
523,Buchstabe::N,അക്ഷരം,slovo
524,Zeitung::N,വർത്തമാനപത്രം,novine
525,Leben::N,ജീവൻ,život
526,Tod::N,മരണം,smrt
527,Grab::N,ശവക്കുഴി,raka
528,Kirche::N,പള്ളി,crkva
529,Sünde::N,പാപം,grijeh
530,Gott::N,ദൈവം,bog
531,Arbeiter::N,ജോലിക്കാരൻ,radnik
532,Chef::N,മേധാവി,šef
533,Meister::N,യജമാനൻ,majstor
534,Arzt::N,ഡോക്ടർ,liječnik
535,Lehrer::N,അധ്യാപകൻ,učitelj
536,Geld::N,പണം,novac
537,Geschäft::N,ബിസിനസ്,posao
538,Geschäft::N,ബിസിനസ്,trgovina
539,Laden::N,കട,dućan
540,Preis::N,വില,cijena
541,Ware::N,ചരക്ക്,roba
542,Nutzen::N,ലാഭം,korist
543,Reichtum::N,ധനം,bogatstvo
544,Welt::N,ലോകം,svijet
545,Land::N,രാജ്യം,zemlja
546,Staat::N,രാജ്യം,država
547,König::N,രാജാവ്,kralj
548,Macht::N,അധികാരം,moć
549,Macht::N,അധികാരം,vlast
550,Grenze::N,അതിർത്തി,granica
551,Krieg::N,യുദ്ധം,rat
552,Feind::N,ശത്രു,neprijatelj
553,Gewalt::N,അക്രമം,sila
554,Gewalt::N,അക്രമം,nasilje
555,Kampf::N,പോരാട്ടം,boj
556,Kampf::N,പോരാട്ടം,borba
557,Bogen[Waffe]::N,വില്ല്,luk
558,Pfeil::N,അമ്പ്,strijela
559,Gewehr::N,തോക്ക്,puška
560,Fehler::N,പിശക്,pogreška
561,Fehler::N,പിശക്,griješka
562,Lüge::N,കള്ളം,laž
563,Schaden::N,കേടുപാട്,šteta
564,Unglück::N,ദൌർഭാഗ്യം,nesreća
565,Schuld::N,തെറ്റ്,krivnja
566,Alter::N,വയസ്സ്,dob
567,Schluss::N,നിഗമനം,kraj
568,Schluss::N,നിഗമനം,konac
569,Zeit::N,സമയം,doba
570,Zeit::N,സമയം,vrijeme
571,Tag::N,ദിവസം,dan
572,Morgen::N,പ്രഭാതം,jutro
573,Mittag::N,ഉച്ച,podne
574,Abend::N,സായാഹ്നം,veče
575,Abend::N,സായാഹ്നം,večer
576,Nacht::N,രാത്രി,noć
577,Woche::N,ആഴ്ച,sedmica
578,Monat::N,മാസം,mjesec
579,Jahr::N,വർഷം,godina
580,Frühling::N,വസന്തം,proljeće
581,Sommer::N,വേനൽ,ljeto
582,Herbst::N,ശരത്കാലം,jesen
583,Winter::N,ശൈത്യം,zima
584,Januar::N,ജനുവരി,januar
585,Januar::N,ജനുവരി,siječanj
586,Februar::N,ഫെബ്രുവരി,veljača
587,Februar::N,ഫെബ്രുവരി,februar
588,März::N,മാർച്ച്,mart
589,März::N,മാർച്ച്,ožujak
590,April::N,ഏപ്രിൾ മാസം,april
591,April::N,ഏപ്രിൾ മാസം,travanj
592,Mai::N,മെയ് മാസം,maj
593,Mai::N,മെയ് മാസം,svibanj
594,Juni::N,ജൂൺ,juni
595,Juni::N,ജൂൺ,lipanj
596,Juli::N,ജൂലൈ,juli
597,Juli::N,ജൂലൈ,srpanj
598,August::N,ആഗസ്റ്റ്,august
599,August::N,ആഗസ്റ്റ്,kolovoz
600,September::N,സെപ്തംബർ,rujan
601,September::N,സെപ്തംബർ,septembar
602,Oktober::N,ഒക്ടോബർ,oktobar
603,Oktober::N,ഒക്ടോബർ,listopad
604,November::N,നവംബർ,studeni
605,November::N,നവംബർ,novembar
606,Dezember::N,ഡിസംബർ,prosinac
607,Montag::N,തിങ്കളാഴ്ച,ponedjeljak
608,Montag::N,തിങ്കളാഴ്ച,ponedjeljnik
609,Dienstag::N,ചൊവ്വ,utorak
610,Dienstag::N,ചൊവ്വ,utornik
611,Mittwoch::N,ബുധനാഴ്ച,srijeda
612,Donnerstag::N,വ്യാഴാഴ്ച,četvrtak
613,Freitag::N,വെള്ളിയാഴ്ച,petak
614,Samstag::N,ശനിയാഴ്ച,subota
615,Sonntag::N,ഞായറാഴ്ച,nedjelja
616,groß::A,വലിയ,velik
617,klein::A,ചെറിയ,mali
618,klein::A,ചെറിയ,malen
619,lang::A,നീണ്ട,dug
620,lang::A,നീണ്ട,dugačak
621,kurz::A,ഹ്രസ്വമായ,kratak
622,breit::A,വിശാലമായ,širok
623,schmal::A,ഇടുങ്ങിയ,uski
624,schmal::A,ഇടുങ്ങിയ,uzak
625,dicht::A,നിബിഡമായ,gust
626,dick[Gegenstand]::A,തടിച്ച,debeo
627,dünn::A,മെലിഞ്ഞ,tanak
628,fein::A,നേർത്ത,fin
629,fein::A,നേർത്ത,tanak
630,fest::A,ഉറപ്പുള്ള,čvrst
631,flach::A,പരന്ന,ravan
632,flach::A,പരന്ന,plosnat
633,glatt::A,മിനുസമുള്ള,gladak
634,hart::A,കട്ടിയുള്ള,tvrd
635,weich::A,മൃദുവായ,mek
636,weich::A,മൃദുവായ,mekan
637,rund::A,വട്ടത്തിലുള്ള,okrugao
638,spitz::A,മുനയുള്ള,oštar
639,spitz::A,മുനയുള്ള,šiljast
640,scharf::A,മൂർച്ചയുള്ള,oštar
641,scharf::A,മൂർച്ചയുള്ള,bridak
642,stumpf::A,തുറന്നടിക്കുന്ന,tup
643,schwer::A,ഭാരമുള്ള,težak
644,schön::A,മനോഹരമായ,krasan
645,heiß::A,ചൂടുള്ള,vruć
646,warm::A,ചൂടുള്ള,topao
647,kalt::A,തണുത്ത,hladan
648,kühl::A,തണുപ്പുള്ള,hladan
649,frisch::A,ശുദ്ധമായ,svjež
650,feucht::A,ഈറനുള്ള,vlažan
651,nass::A,നനഞ്ഞ,mokar
652,trocken::A,വരണ്ട,suh
653,voll::A,നിറയെ,pun
654,leer::A,ഒഴിഞ്ഞ,prazan
655,offen::A,തുറന്ന,otvoren
656,geschlossen::A,അടച്ച,zatvoren
