,Concept_ID,ba,bn
676,von hier::ADV,ошонан,ত্রই স্তান হইতে
677,dort::ADV,шунда,ওখানে
678,dort::ADV,тегендә,ওখানে
679,dorthin::ADV,шунда,ওখানে
680,dorthin::ADV,тегеләй,ওখানে
681,geradeaus::ADV,тура,অগ্রগামী
682,vorwärts::ADV,алға,সন্মুখিকে
683,rückwärts::ADV,кирегә,খিরিয়া
684,zurück::ADV,кирегә,পিঠ
685,unten::ADV,түбәндә,নীচে
686,hinab::ADV,түбәнгә,নিম্নগামী
687,oben::ADV,юғарыла,উপরে
688,hinauf::ADV,юғарыға,উচ্চতর অংশে
689,überall::ADV,бөтә урында,সর্বত্র
690,nicht::ADV,тугел,না
691,ein wenig::ADV,аҙ,অল্প
692,kaum::ADV,көскә,কষ্টসহকাবে
693,kaum::ADV,саҡ-саҡ,কষ্টসহকাবে
694,sehr::ADV,ифат,খুব
695,so::ADV,шулай,তত
696,noch::ADV,йәнә,এখন পর্যস্ত
697,nur::ADV,бары,শুধু
698,schon::ADV,инде,ইতঃপুর্বে
699,wieder::ADV,тағы,আবার
700,vergebens::ADV,бушҡа,বিফলে
701,vor::PRP,алдында,সম্মুখে
702,hinter::PRP,артында,পশ্চাতে
703,unter::PRP,аҫтында,নীচে
704,durch::PRP,үтә,দ্বারা
705,neben::PRP,эргәһендә,কাছে
706,zwischen::PRP,араһында,মধ্যে
707,wegen::PRP,өсөн,জন্য
708,wegen::PRP,сәбәпле,জন্য
709,dies::PRN,был,এটা
710,dies::PRN,ошо,এটা
711,das::PRN,ул,ওটা
712,alles::PRN,бөтә,সব
713,ich::PRN,мин,আমি
714,du::PRN,һин,তুমি
715,er::PRN,ул,উনি
716,wir::PRN,беҙ,আমরা
717,ihr::PRN,һеҙ,তোমরা
718,sie::PRN,улар,তারা
719,was::FPRN,ә,কি
720,was::FPRN,ни,কি
721,was::FPRN,нәмә,কি
722,wer::FPRN,ҡем,কে
723,wo::FADV,ҡайҙа,কোথায়
724,wohin::FADV,ҡайҙа,কোথায়
725,wie::FADV,инидәй,কেমন
726,warum::FADV,ин өсөн,কেন
727,wieviel::FNUM,күпме,কত
728,eins::NUM,бер,অক
729,zwei::NUM,ике,দুই
730,zwei::NUM,икәү,দুই
731,drei::NUM,өс,তিন
732,vier::NUM,дүрт,চার
733,fünf::NUM,биш,পাঁচ
734,sechs::NUM,алты,ছয়
735,sieben::NUM,ете,সাত
736,acht::NUM,һигеҙ,আট
737,neun::NUM,туғыҙ,নয়
738,zehn::NUM,ун,দশ
739,elf::NUM,ун бер,এগারো
740,zwölf::NUM,ун ике,দ্বাদশ
741,zwanzig::NUM,егерме,বিশ
742,dreißig::NUM,утыҙ,ত্রিশ
743,vierzig::NUM,ҡырҡ,চল্লিশ
744,fünfzig::NUM,илле,পঞ্চাশ
745,sechzig::NUM,алтмыш,ষাট
746,siebzig::NUM,етмеш,সত্তর
747,achtzig::NUM,һикһән,আশি
748,neunzig::NUM,туҡһан,নব্বুই
749,hundert::NUM,йөҙ,শত
750,tausend::NUM,мең,হাজার
751,und::CNJ,да,আর
752,und::CNJ,да,এবং
753,oder::CNJ,йәки,বা
754,stehen::V,тороу,দাঁড়ানো
755,sitzen::V,ултырыу,বসা
756,liegen::V,ятыу,শোয়া
757,hängen::V,аҫылынып тороу,ঝোলা
758,werden::V,булыу,হইয়া উঠা
759,passieren::V,булыу,ঘটা
760,beginnen::V,башлау,আরম্ভ হওয়া
761,enden::V,бөтөү,শেষ হওয়া
762,enden::V,тамамланыү,শেষ হওয়া
763,wechseln::V,үҙгәреү,রূপাস্তর করা
764,aufgehen[Sonne]::V,ҡалҡыу,উদিত হওয়া
765,untergehen[Sonne]::V,байыу,অস্ত যাওয়া
766,scheinen[Sonne]::V,яҡтыртып тороу,আলো দেওয়া
767,donnern::V,күкрәү,বজ্রধ্বনি করা
768,wehen::V,иҫеү,প্রবাহিত হওয়া
769,strömen::V,ташыу,প্রবাহিত হওয়া
770,fließen::V,ағыу,ছুটা
771,sich drehen::V,әйләнеү,পাক খাওয়া
772,schwanken::V,тирбәлеү,দোলা
773,schwingen::V,бәүетеү,দোলা
774,fallen::V,йығылыу,পড়া
775,brennen::V,яныу,সেঁকা
776,rauchen::V,төтәү,ধোঁয়া ছড়ান
777,regnen::V,ямғыр яуа,বর্ষণ_করা
778,gefrieren::V,туңыү,হিমায়িত হওয়া
779,tauen::V,иреү,গলা
780,schmelzen::V,иреү,গলা
781,trocknen::V,кибеү,শুষ্ক করা
782,sieden::V,ҡайнау,ফোঁড়া
783,faulen::V,сереу,ক্ষয় হওয়া
784,verfaulen::V,сереу,ক্ষয় হওয়া 
785,reißen::V,өҙөү,ছিঁড়া
786,reißen::V,йыртылыу,ছিঁড়া
787,versinken::V,батыу,ডুবা
788,vergehen::V,үтеү,যাওয়া
789,erscheinen::V,килеп сығыу,আসা
790,verschwinden::V,юғалыу,অদৃশ্য হওয়া
791,sinken::V,түбәнәйеү,হ্রাস হওয়া
792,abnehmen::V,кәметеү,হ্রাস হওয়া
793,zunehmen::V,артыу,বৃদ্ধি পাওয়া
794,steigen::V,күтәрелеү,ওঠা
795,wachsen::V,үҫеү,বড় হওয়া
796,glänzen::V,ялтырау,জ্বলা
797,funkeln::V,баҙлау,জ্বল্জ্বল করা
798,lärmen::V,шаулау,
799,läuten::V,ҡағыу,রুসুঝুসু করা
800,klingeln::V,ҡағыу,বাজা
801,klingeln::V,шылтыратыу,বাজা
802,klirren::V,шылтыратыу,টুংটাং-শব্দ করা
803,brausen::V,ҡотороноу,গর্জন করা
804,rauschen::V,шыптырлау,মর্মরধ্বনি করা
805,klingen::V,яңғырау,শব্দ করা
806,bellen::V,өрөү,ঘেউ ঘেউ করা
807,heulen::V,олоу,গর্জন করা
808,blasen::V,өрөү,ফুঁ দেওয়া
809,pfeifen::V,һызғырып ебәреү,শিস্ দেওয়া
810,schreien::V,ҡысҡырыу,চিৎকার করা
811,stöhnen::V,уңғырашыу,গোঁ-গো করা
812,zittern::V,ҡалтырау,কাঁপা
813,leben::V,йәшәү,বাঁচা
814,geboren werden::V,тыуыу,জন্মানো
815,atmen::V,тын алыү,শ্বাস ফেলা
816,trinken::V,эсеү,পান করা
817,essen::V,ашау,ভক্ষণ করা
818,schlucken::V,йотоу,গেলা
819,müde werden::V,арыу,পরিশ্রান্ত হওয়া
820,einschlafen::V,йоҡлап китеү,নিদ্রামগ্ন হওয়া
821,schlafen::V,йоҡлау,নিদ্রা যাওয়া
822,aufwachen::V,уяныу,জাগা
823,aufstehen::V,тороу,জাগা
824,sich erholen::V,ял итеү,আরাম করা
825,krank werden::V,сирләү,অসুস্থ হত্তয়া
826,krank sein::V,сирләү,রূগ্ণ হত্তয়া
827,schmerzen::V,ауыртыу,কন্কন করা
828,husten::V,йүтәлләү,কাশা
829,genesen::V,һауығыу,আরোগ্য হওয়া
830,sterben::V,үлеү,মারা যাওয়া
831,umkommen::V,һәләк булыу,মারা যাওয়া
832,sich bewegen::V,хәрәкәт итеү,চলা
833,sich rühren::V,ҡуҙғалыу,নড়া
834,sich erheben::V,тороу,উদিত হওয়া
835,sich setzen::V,ултырыу,বসা
836,hinfallen::V,ҡолау,পড়া
837,laufen::V,йөрөү,হাঁটা
838,schreiten::V,атлау,হাঁটা
839,spazierengehen::V,ял итеп йороү,পায়চারি করা
840,eilen::V,ашығыу,ত্বরাম্বিত করা
841,eilen::V,ҡабаланыу,ত্বরাম্বিত করা
842,sich beeilen::V,ашығыу,ত্বরাম্বিত করা
843,sich beeilen::V,ҡабаланыу,ত্বরাম্বিত করা
844,sausen::V,елеү,ধেয়ে যাওয়া
845,rennen::V,йүгеп йөрөү,চলা
846,springen::V,һикереү,লাফানো
847,klettern::V,үрмәләү,আরোহণ করা
848,klettern::V,үрмәләп менеү,আরোহণ করা
849,schaukeln::V,сайҡалыу,দোলা
850,kriechen::V,шыуышыу,হামাগুড়ি দেওয়া
851,schwimmen::V,йоҙөү,সাঁতার কাটা
852,tauchen::V,сумыу,ডোবা
853,rudern::V,ишеү,দাঁড় টানা
854,fahren::V,йөрөү,চালান
855,fliegen::V,осоу,ওড়া
856,gehen::V,барыу,যাওয়া
857,weggehen::V,китеү,প্রস্থান করা
858,abfahren::V,сығыу,প্রস্থান করা
859,anhalten::V,тукталыу,থামা
860,hineingehen::V,инеү,ঢোকা
861,eintreten::V,инеү,ঢোকা
862,kommen::V,килеү,আসা
863,ankommen::V,килеү,আসা
864,zurückkommen::V,ҡайтыу,ফিরা
865,bleiben::V,ҡалыу,থাকা
866,warten::V,көтөп тороу,অপেক্ষা করা
867,erwarten::V,көтөү,অপেক্ষা করা
868,suchen::V,эҙләү,খোঁজ করা
869,finden::V,табыу,পাওয়া
870,versuchen::V,тырышып ҡарау,পরখ করা
871,vorbereiten::V,әҙерләү,প্রস্তুত করা
872,lieben::V,яратыу,ভালবাসা
873,mögen::V,һөйөү,পছন্দ করা
874,mögen::V,яратыу,পছন্দ করা
875,lachen::V,көлөү,হাসা
876,rühren::V,ҡағылыу,হৃদয়ম্পর্শ করা
877,weinen::V,илау,কাঁদা
878,schimpfen::V,һүгенеү,নালিশ করা
879,schimpfen::V,тиргәнеү,নালিশ করা
880,schimpfen::V,һуҡраныу,নালিশ করা
881,sich ärgern::V,асыуланыу,রাগ হত্তয়া
882,sich fürchten::V,ҡурҡыу,ভয় করা
883,fürchten::V,ҡурҡыу,ডরা
884,fliehen::V,ҡасыу,পালানো
885,flüchten::V,ҡасыу,পালানো
886,sehen::V,күреү,দেখা
887,anschauen::V,ҡарау,দেখা
888,ansehen::V,ҡарау,দেখা
889,ansehen::V,тикшереү,দেখা
890,hören::V,ишетеү,শোনা
891,zuhören::V,тыңлау,শোনা
892,probieren::V,татыу,পরখ করা
893,riechen::V,еҫкәү,শুঁকা
894,fühlen::V,тойоу,অনুভব করা
895,scheinen::V,кеүек күренеү,মনে হত্তয়া
896,scheinen::V,тойолоу,মনে হত্তয়া
897,zu sehen sein::V,күренеү,দেখা দেত্তয়া
898,vernehmen::V,ишетеү,শোনা
899,frieren::V,туңыү,শীত লাগা
900,tun::V,яһау,করা
901,tun::V,әшләү,করা
902,können::V,алыу,পারা
903,können::V,мөмкин булыу,পারা
904,wollen::V,теләү,ইচ্ছা করা
905,anfangen::V,башлау,আরম্ভ করা
906,beenden::V,бөтөрөү,শেষ করা
907,beenden::V,тамамлау,শেষ করা
908,aufhören::V,туктау,থামা
909,gelingen::V,уңышлы булыу,সিদ্ধিলাভ করা
910,geraten::V,булып сығыу,পরিণত হত্তয়া
911,öffnen::V,асыу,খোলা
912,schließen::V,йомоу,বন্ধ করা
913,stellen::V,ҡуйыу,স্থাপন করা
914,setzen::V,урынлаштырыу,স্থাপন করা
915,legen::V,һалыу,স্থাপন করা
916,berühren::V,тейеү,স্পর্শ করা
917,berühren::V,ҡағылыу,স্পর্শ করা
918,verbinden::V,ҡушыу,সংযুক্ত করা
919,verbinden::V,бәйләү,সংযুক্ত করা
920,bedecken::V,ҡаплау,ঢাকা
921,aufhängen::V,элеү,ঝুলানো
922,anzünden::V,тоҡандырыу,জ্বালান
923,aufheben::V,мендереү,কুড়াইয়া তোলা
924,zurücklassen::V,ҡалдырыу,পরিত্যাগ করা
925,verlieren::V,юғалтыу,হারান
926,fallen lassen::V,төшөрөп ебәреү,ফেলা
927,machen::V,яһау,গঠন করা
928,machen::V,эшләү,গঠন করা
929,herstellen::V,эшләп сығарыу,সৃষ্টি করা
930,bauen::V,төҙөү,নির্মাণ করা
931,reparieren::V,төҙәтеү,মেরামত করা
932,verbessern::V,яҡшыртыу,উন্নতিলাভ করা
933,ändern::V,үҙгәртеү,পরিবর্তিত করা
934,graben::V,ҡаҙыу,খনন করা
935,beugen::V,бөгөү,নোয়া
936,biegen::V,бөгөү,নোয়া
937,drehen::V,өйрөлтөү,ঘোরান
938,drehen::V,әйләндереү,ঘোরান
939,wenden::V,әйләндереү,উলটাইয়া দেত্তয়া
940,umdrehen::V,түңкәреү,উলটানো
941,heben::V,күтәреү,উত্তোলন করা
942,heben::V,мендереү,উত্তোলন করা
943,hochheben::V,күтәреү,উঁচু করা
944,ergreifen::V,тотоп алыу,দখল করা
945,halten::V,тотоу,ধরা
946,drücken::V,ҡыҫыу,টেপা
947,schieben::V,этеү,ঠেলা
948,schieben::V,төртөү,ঠেলা
949,kratzen::V,ҡырыу,চাঁচা
950,lecken::V,ялау,চাটা
951,beißen::V,тешләү,দংশন করা
952,abreißen::V,өҙөү,বিচ্ছিন্ন করা
953,abschneiden::V,ҡырҡыу,বিচ্ছিন্ন করা
954,binden::V,бәйләү,বন্ধন করা
955,stecken::V,ҡаҙау,বিদ্ধ করা
956,brechen::V,боҙоу,ভাঙা
957,klopfen::V,шаҡылдау,আঘাত করা
958,hauen::V,туҡмау,আঘাত করা
959,kleben::V,йәбештереү,সাঁটা
960,reiben::V,ыуыу,ঘষা
961,reiben::V,ышҡыу,ঘষা
962,streichen::V,яғыу,ছড়াইয়া
963,schleifen::V,үткерләү,ধার দেওয়া
964,schneiden::V,ҡырҡыу,কাটা
965,rütteln::V,һелкетеү,নাড়ান
966,schütteln::V,һелкетеү,নড়া
967,schwenken::V,болғау,দোলা
968,schütten::V,ҡойоу,বর্ষণ করা
969,füllen::V,тултырыу,পরিপূর্ণ করা
970,einwickeln::V,төрөү,মুড়া
971,tragen::V,алып барыу,বহন করা
972,schleppen::V,һөйрәү,টানা
973,ziehen::V,тартыу,টানা
974,aufbewahren::V,һаҡлау,রাখা
975,werfen::V,ырғытыу,ছুড়া
976,fangen::V,тотоу,লোফা
977,packen::V,етеү,ধরা
978,packen::V,тотоп алыу,ধরা
979,verstecken::V,йәшереү,গোপন করা
980,teilen::V,бүлеү,বিভক্ত করা
981,schicken::V,ебәреү,প্রেরণ করা
982,bringen::V,килтереү,আনা
983,hinzufügen::V,өтәү,একত্র করা
984,bekommen::V,алыу,পাওয়া
985,erhalten::V,алыу,পাওয়া
986,nehmen::V,алыу,নেওয়া
987,wählen::V,һайлаү,বাছা
988,auswählen::V,һайлап алыу,বাছা
989,bewahren::V,һаҡлау,বাঁচাইয়া রাখা
990,behindern::V,тотҡарлыҡ яһау,বাধা দেওয়া
991,verderben::V,боҙоу,নষ্ট করা
992,beschädigen::V,боҙоу,ক্ষতি করা
993,zerbrechen::V,ҡыйратыу,ভাঙ্গিয়া যাওয়া
994,zerreißen::V,йыртыу,ছিঁড়া
995,zerstören::V,емереү,বিনাশ করা
996,verbrennen::V,үртәү,দহন করা
997,geben::V,биреү,দেওয়া
998,reichen::V,биреү,দেওয়া
999,schenken::V,бүләк итеү,উপহার দেত্তয়া
1000,versprechen::V,вәғәҙә биреү,প্রতিশ্রুতি দেওয়া
1001,wünschen::V,теләу,আকাঙ্ক্ষা করা
1002,loben::V,маҡтау,প্রশংসা করা
1003,küssen::V,үбеү,চুম্বন করা
1004,wiegen::V,бәүетеү,দুলানো
1005,wiegen::V,тирбәтеү,দুলানো
1006,zudecken::V,ҡаплау,ঢাকা
1007,wecken::V,уятыу,জাগানো
1008,zeigen::V,күрһәтеү,দেখানো
1009,führen::V,етәкләү,পথ দেখানো
1010,lehren::V,уҡытыу,শেখানো
1011,lehren::V,өйрәтеү,শেখানো
1012,unterrichten::V,уҡытыу,শিক্ষা দেওয়া
1013,aufziehen::V,тәрбиәле,পালন করা
1014,leiten::V,етәкләү,পরিচালনা করা
1015,leiten::V,етәкселек итеү,পরিচালনা করা
1016,antreiben::V,ашыҡтырыу,চালনা করা
1017,lassen::V,мәжбүр итеү,অনুমতি দেওয়া
1018,einladen::V,саҡырыу,নিমন্ত্রণ করা
1019,vereinigen::V,берләштереү,এক করা
1020,besuchen::V,килеп сығыу,দেখিতে যাওয়া
1021,treffen::V,тойоү,সন্মুখীন হওয়া
1022,treffen::V,осратыу,সন্মুখীন হওয়া
1023,treffen::V,ҡаршылау,সন্মুখীন হওয়া
1024,sich versammeln::V,йыйылыу,জড়ো হওয়া
1025,spielen::V,тартыу,খেলা
1026,singen::V,йырлау,গাওয়া
1027,tanzen::V,бейеү,নাচা
1028,sich trennen::V,айырылышыу,পৃথক করা
1029,verlassen::V,ташлау,পরিত্যাগ করা
1030,verlassen::V,ташлап китеү,পরিত্যাগ করা
1031,retten::V,ҡотҡарыу,উদ্ধার করা
1032,bewachen::V,һаҡлау,পাহারা দেওয়া
1033,schützen::V,һаҡлау,রক্ষা করা
1034,verteidigen::V,яҡлау,রক্ষা করা
1035,sich schlagen::V,һуғышыу,লড়াই করা
1036,schießen::V,атыу,তীরবেগে ছোটা
1037,siegen::V,еңеү,জেতা
1038,ärgern::V,асыуландырыу,বিরক্ত করা
1039,schlagen::V,бәреү,আঘাত করা
1040,schlagen::V,туҡмау,আঘাত করা
1041,treten::V,тибеү,লাথি মারা
1042,treten::V,типкеләү,লাথি মারা
1043,stechen::V,сәнсеү,দংশন করা
1044,stoßen::V,этеү,ঠেলা
1045,stoßen::V,төртөү,ঠেলা
1046,stehlen::V,урлау,অপহরণ করা
1047,stören::V,ҡамасаулау,ঘাঁটান
1048,belästigen::V,бимазалау,বিরক্ত করা
1049,belästigen::V,ҡамасаулау,বিরক্ত করা
1050,verbergen::V,йәшереү,গোপন করা
1051,täuschen::V,ултыртыу,প্রবঞ্চনা করা
1052,betrügen::V,алдау,প্রতারণা করা
1053,töten::V,үлтереү,হত্যা করা
1054,wohnen::V,йәшәү,বাস করা
1055,arbeiten::V,эшләү,কাজ করা
1056,sammeln::V,йыйыу,সংগ্রহ করা
1057,pflücken::V,өҙөү,চয়ন করা
1058,jagen::V,аулау,শিকার করা
1059,fischen::V,аулау,মাছ ধরা
1060,fassen::V,тотоу,ধরা
1061,hüten::V,көтөү,যুথভুক্ত করা
1062,treiben::V,ҡыуыу,চালনা করা
1063,anbinden::V,бәйләү,বন্ধন করা
1064,füttern::V,ашатыу,ভোজন করানো
1065,melken::V,һауыү,দুগ্ধ দোহন করা
1066,hacken::V,турау,কাটা
1067,hacken::V,тапау,কাটা
1068,gießen::V,ҡойоу,বর্ষণ করা
1069,reifen::V,өлғөрөү,পাকা
1070,zubereiten::V,бешереү,রন্ধন করা
1071,kochen::V,бешереү,রন্ধন করা
1072,backen::V,бешереү,সেকা
1073,braten::V,ҡурыу,ভাজা
1074,umrühren::V,ҡатнаштырыу,নড়ানো
1075,stricken::V,бәйләү,বোনা
1076,nähen::V,тегеү,সেলাই করা
1077,färben::V,буяу,রঞ্জিত করা
1078,reinigen::V,таҙартыу,পরিষ্কার করা
1079,waschen::V,йыуыу,পরিষ্কার করা
1080,abwischen::V,һөртөү,মুছা
1081,spülen::V,сайҡау,পরিষ্কার করা
1082,fegen::V,һепереү,ঝাঁট দেওয়া
1083,kehren::V,һепереү,ঝাঁট দেওয়া
1084,baden::V,һыу инеү,অবগাহন করা
1085,sich waschen::V,йыуыныу,ধোয়া
1086,ausziehen::V,сисеү,খুলা
1087,anziehen::V,кейеү,গায়ে দেত্তয়া
1088,sich anziehen::V,кейенеү,পোশাক পরা
1089,kämmen::V,тарау,আঁচড়ানো
1090,schmücken::V,биҙәү,সাজান করা
1091,sagen::V,әйтеү,উচ্চারণ করা
1092,sprechen::V,әйтеү,বলা
1093,sprechen::V,һөйләшеү,বলা
1094,reden::V,һөйләшеү,আলাপ করা
1095,sich unterhalten::V,әңгәмәләшеү,আড্ডা দেওয়া
1096,fragen::V,һорау,জিজ্ঞাসা করা
1097,bitten::V,үтенеү,প্রার্থনা করা
1098,erzählen::V,һөйләү,বর্ণনা করা
1099,mitteilen::V,әйтеү,বলা
1100,nennen::V,атау,নাম দেওয়া
1101,nennen::V,исемләү,নাম দেওয়া
1102,rufen::V,саҡырыу,আমন্ত্রণ করা
1103,prahlen::V,маҡтаныу,বড়াই করা
1104,prahlen::V,шапырыныу,বড়াই করা
1105,übersetzen::V,тәржемә итеү,ভাষাস্তরিত করা
1106,denken::V,уйлау,ভাবা
1107,glauben::V,ышаныу,বিশ্বাস করা
1108,bemerken::V,күреү,লক্ষ্য করা
1109,erkennen::V,таныу,চিনিতে পারা
1110,begreifen::V,аңлау,উপলব্ধি করা
1111,verstehen::V,аңлау,উপলব্ধি করা
1112,lernen::V,өйрәнеү,শেখা
1113,wissen::V,белеү,জানা
1114,sich erinnern an::V,хәтергә алыу,মনে করা
1115,vergessen::V,онотоу,বিস্মৃত হওয়া
1116,messen::V,үлсәү,মাপা
1117,zählen::V,һанау,গণনা করা
1118,rechnen::V,һанау,হিসাব করা
1119,lesen::V,уҡыу,পাঠ করা
1120,malen::V,һүрәт яһау,আঁকা
1121,malen::V,рәсем төшөрөү,আঁকা
1122,zeichnen::V,һүрәт яһау,ছকা
1123,zeichnen::V,рәсем төшөрөү,ছকা
1124,schreiben::V,яҙыу,লেখা
1125,besitzen::V,биләү,অধিকার করা
1126,kaufen::V,һатып алыу,ক্রয় করা
1127,verkaufen::V,һатыу,বেচা
1128,bezahlen::V,түләү,প্রদান করা
1129,zahlen::V,түләү,প্রদান করা
1130,beherrschen::V,биләү,শাসন করা
1131,ertragen::V,түҙеү,বহন করা
