,Concept_ID,be,sv
843,tauen::V,раставаць,töa
844,schmelzen::V,плавіцца,smälta
845,trocknen::V,сохнуць,torka
846,sieden::V,кіпець,koka
847,sieden::V,кіпець,sjuda
848,faulen::V,гнісці,ruttna
849,verfaulen::V,згнісці,ruttna
850,reißen::V,ірвацца,brista
851,versinken::V,тануць,sjunka
852,vergehen::V,праходзіць,förgå
853,erscheinen::V,зʼявіцца,synas
854,erscheinen::V,зʼявіцца,visa sig
855,verschwinden::V,знікнуць,försvinna
856,sinken::V,спадаць,sjunka
857,abnehmen::V,паменшыцца,avta
858,abnehmen::V,паменшыцца,minskas
859,zunehmen::V,павялічвацца,tilltaga
860,steigen::V,паднімацца,stiga
861,wachsen::V,расці,växa
862,glänzen::V,блішчаць,glimma
863,funkeln::V,бліскаць,tindra
864,funkeln::V,бліскаць,gnistra
865,lärmen::V,шумець,bråka
866,lärmen::V,шумець,väsnas
867,läuten::V,званіць,ringa
868,klingeln::V,званіць,ringa
869,klirren::V,бразгаць,klirra
870,brausen::V,бушаваць,brusa
871,rauschen::V,шастаць,susa
872,klingen::V,гучаць,låta
873,klingen::V,гучаць,klinga
874,bellen::V,брахаць,skälla
875,heulen::V,выць,yla
876,heulen::V,выць,tjuta
877,blasen::V,дзьмухнуць,blåsa
878,pfeifen::V,свістаць,vissla
879,schreien::V,крычаць,skrika
880,stöhnen::V,стагнаць,stöna
881,zittern::V,дрыжаць,darra
882,zittern::V,дрыжаць,skälva
883,leben::V,жыць,leva
884,geboren werden::V,нарадзіцца,födas
885,atmen::V,дыхаць,andas
886,trinken::V,піць,dricka
887,essen::V,есці,äta
888,schlucken::V,глытаць,svälja
889,müde werden::V,стаміцца,tröttna
890,einschlafen::V,заснуць,somna
891,schlafen::V,спаць,sova
892,aufwachen::V,рассыпацца,vakna
893,aufstehen::V,устаць,stiga upp
894,sich erholen::V,адпачываць,repa sig
895,sich erholen::V,адпачываць,hämta sig
896,krank werden::V,захварэць,insjukna
897,krank sein::V,хварэць,vara sjuk
898,schmerzen::V,балець,smärta
899,schmerzen::V,балець,göra ont
900,husten::V,кашляць,hosta
901,genesen::V,паправіцца,tillfriskna
902,genesen::V,паздаравець,tillfriskna
903,sterben::V,памерці,dö
904,umkommen::V,загінуць,omkomma
905,sich bewegen::V,рухацца,röra sig
906,sich rühren::V,варушыцца,röra på sig
907,sich erheben::V,устаць,resa sig
908,sich setzen::V,сесці,sätta sig
909,hinfallen::V,упасці,falla omkull
910,laufen::V,хадзіць,löpa
911,schreiten::V,шагаць,skrida
912,schreiten::V,крочыць,skrida
913,spazierengehen::V,гуляць,promenera
914,eilen::V,спяшацца,ila
915,sich beeilen::V,спяшацца,skynda sig
916,sausen::V,імчацца,susa
917,rennen::V,бегаць,löpa
918,rennen::V,бегаць,springa
919,springen::V,скакаць,hoppa
920,klettern::V,лазіць,klättra
921,schaukeln::V,гайдацца,gunga
922,kriechen::V,поўзаць,kräla
923,schwimmen::V,плаваць,simma
924,tauchen::V,ныраць,dyka
925,rudern::V,веславаць,ro
926,fahren::V,ехаць,köra
927,fliegen::V,лятаць,flyga
928,gehen::V,ісці,gå
929,weggehen::V,пайсці,gå bort
930,abfahren::V,адʼяжджаць,resa
931,abfahren::V,адʼяжджаць,avresa
932,anhalten::V,спыніцца,stanna
933,anhalten::V,затрымацца,stanna
934,hineingehen::V,уваходзіць,gå in
935,eintreten::V,увайсці,träda in
936,kommen::V,прыйсці,komma
937,ankommen::V,прыбыць,ankomma
938,zurückkommen::V,вярнуцца,återkomma
939,bleiben::V,застацца,bli
940,bleiben::V,застацца,förbli
941,warten::V,чакаць,vänta
942,erwarten::V,чакаць,vänta
943,suchen::V,шукаць,leta
944,finden::V,знайсці,finna
945,versuchen::V,прабаваць,försöka
946,vorbereiten::V,падрыхтаваць,förbereda
947,lieben::V,кахаць,älska
948,mögen::V,любіць,tycka om
949,lachen::V,смяяцца,skratta
950,rühren::V,расчуліць,röra
951,weinen::V,плакаць,gråta
952,schimpfen::V,лаяцца,skälla
953,sich ärgern::V,сердаваць,förargas
954,sich fürchten::V,баяцца,vara rädd
955,fürchten::V,баяцца,frukta
956,fliehen::V,уцякаць,fly
957,fliehen::V,уцякаць,rymma
958,flüchten::V,уцячы,fly
959,sehen::V,бачыць,se
960,anschauen::V,паглядзець,se på
961,anschauen::V,паглядзець,betrakta
962,ansehen::V,глядзець,åse
963,hören::V,чуць,höra
964,zuhören::V,слухаць,höra på
965,zuhören::V,слухаць,lyssna till
966,probieren::V,каштаваць,smaka
967,probieren::V,каштаваць,smaka på
968,riechen::V,нюхаць,lukta
969,fühlen::V,адчуваць,känna
970,scheinen::V,здавацца,verka
971,scheinen::V,здавацца,tyckas
972,zu sehen sein::V,віднецца,synas
973,zu sehen sein::V,віднецца,kunna ses
974,vernehmen::V,пачуць,få veta
975,vernehmen::V,пачуць,förnimma
976,frieren::V,мёрзнуць,frysa
977,tun::V,рабіць,göra
978,können::V,умець,kunna
979,wollen::V,хацець,vilja
980,anfangen::V,пачаць,börja
981,beenden::V,закончыць,avsluta
982,aufhören::V,перастаць,sluta
983,aufhören::V,перастаць,upphöra
984,gelingen::V,удацца,lyckas
985,geraten::V,аказацца,bli
986,öffnen::V,адчыніць,öppna
987,schließen::V,зачыніць,låsa
988,schließen::V,зачыніць,stänga
989,stellen::V,паставіць,ställa
990,setzen::V,пасадзіць,sätta
991,legen::V,класці,lägga
992,berühren::V,чапаць,beröra
993,verbinden::V,звязаць,förbinda
994,bedecken::V,накрыць,täcka
995,bedecken::V,накрыць,betäcka
996,aufhängen::V,павесіць,hänga
997,aufhängen::V,павесіць,hänga upp
998,anzünden::V,запаліць,tända
999,anzünden::V,запаліць,antända
1000,anzünden::V,запаліць,tända på
1001,aufheben::V,падняць,lyfta
1002,zurücklassen::V,пакінуць,lämna
1003,zurücklassen::V,пакінуць,efterlämna
1004,verlieren::V,згубіць,mista
1005,verlieren::V,згубіць,förlora
1006,fallen lassen::V,упусціць,tappa
1007,fallen lassen::V,упусціць,släppa
1008,machen::V,зрабіць,göra
1009,herstellen::V,вырабіць,tillverka
1010,herstellen::V,вырабіць,framställa
1011,bauen::V,будаваць,bygga
1012,reparieren::V,правіць,reparera
1013,verbessern::V,палепшыць,rätta
1014,verbessern::V,палепшыць,förbättra
1015,ändern::V,змяніць,ändra
1016,ändern::V,змяніць,förändra
1017,graben::V,капаць,gräva
1018,beugen::V,сагнуць,böja
1019,biegen::V,пагнуць,böja
1020,biegen::V,пагнуць,kröka
1021,drehen::V,вярцець,vrida
1022,wenden::V,павярнуць,vända
1023,umdrehen::V,перавярнуць,vrida om
1024,heben::V,падымаць,häva
1025,hochheben::V,падняць,lyfta
1026,ergreifen::V,схапіць,gripa
1027,ergreifen::V,схваціць,gripa
1028,halten::V,трымаць,hålla
1029,drücken::V,націскаць,trycka
1030,schieben::V,пхаць,skjuta
1031,schieben::V,штурхаць,skjuta
1032,kratzen::V,скрэбці,riva
1033,kratzen::V,скрэбці,skrapa
1034,lecken::V,лізаць,slicka
1035,beißen::V,кусаць,bita
1036,abreißen::V,адарваць,slita_av
1037,abreißen::V,адарваць,riva_av
1038,abschneiden::V,адрэзаць,skära av
1039,binden::V,вязаць,binda
1040,stecken::V,уваткнуць,sticka
1041,brechen::V,зламаць,bryta
1042,brechen::V,зламаць,brista
1043,klopfen::V,стукаць,banka
1044,klopfen::V,стукаць,klappa
1045,hauen::V,біць,hugga
1046,kleben::V,клеіць,klistra
1047,reiben::V,церці,gnida
1048,streichen::V,намазаць,smörja
1049,schleifen::V,тачыць,slipa
1050,schneiden::V,рэзаць,skära
1051,schneiden::V,рэзаць,klippa
1052,rütteln::V,хістаць,skaka
1053,schütteln::V,трэсці,rista
1054,schwenken::V,махаць,svänga
1055,schütten::V,наліць,hälla
1056,füllen::V,напоўніць,fylla
1057,einwickeln::V,загарнуць,slå in
1058,einwickeln::V,загарнуць,veckla in
1059,tragen::V,несці,bära
1060,schleppen::V,цягнуць,släpa
1061,ziehen::V,цягнуць,dra
1062,aufbewahren::V,захоўваць,förvara
1063,aufbewahren::V,захоўваць,ta vara på
1064,werfen::V,кідаць,kasta
1065,fangen::V,лавіць,fånga
1066,packen::V,схапіць,gripa
1067,packen::V,схапіць,gripa tag
1068,packen::V,схваціць,gripa
1069,packen::V,схваціць,gripa tag
1070,verstecken::V,схаваць,gömma
1071,teilen::V,раздзяліць,dela
1072,schicken::V,пасылаць,skicka
1073,bringen::V,прынесці,bringa
1074,hinzufügen::V,дабавіць,tillägga
1075,bekommen::V,дастаць,få
1076,bekommen::V,дастаць,erhålla
1077,erhalten::V,атрымаць,få
1078,erhalten::V,атрымаць,erhålla
1079,nehmen::V,ўзяць,ta
1080,nehmen::V,ўзяць,taga
1081,wählen::V,выбраць,välja
1082,auswählen::V,адабраць,utvälja
1083,bewahren::V,захаваць,bevara
1084,behindern::V,перашкаджаць,hindra
1085,behindern::V,перашкаджаць,förhindra
1086,verderben::V,сапсаваць,förstöra
1087,beschädigen::V,пашкодзіць,skada
1088,zerbrechen::V,разбіць,bryta isär
1089,zerbrechen::V,разбіць,bryta sönder
1090,zerreißen::V,разадраць,riva sönder
1091,zerreißen::V,разадраць,slita sönder
1092,zerstören::V,разбурыць,förstöra
1093,verbrennen::V,спаліць,bränna
1094,verbrennen::V,спаліць,bränna upp
1095,geben::V,даць,ge
1096,reichen::V,перадаць,räcka
1097,schenken::V,дарыць,skänka
1098,versprechen::V,абяцаць,lova
1099,wünschen::V,жадаць,önska
1100,loben::V,хваліць,lova
1101,loben::V,хваліць,beröma
1102,küssen::V,цалаваць,pussa
1103,wiegen::V,гушкаць,vagga
1104,wiegen::V,калыхаць,vagga
1105,zudecken::V,накрыць,täcka
1106,wecken::V,пабудзіць,väcka
1107,zeigen::V,паказаць,visa
1108,führen::V,весці,föra
1109,lehren::V,вучыць,lära
1110,unterrichten::V,выкладаць,undervisa
1111,aufziehen::V,выхаваць,uppfostra
1112,leiten::V,кіраваць,leda
1113,antreiben::V,падганяць,driva på
1114,lassen::V,прымусіць,få att
1115,einladen::V,запрасіць,bjuda
1116,einladen::V,запрасіць,inbjuda
1117,vereinigen::V,абʼяднаць,förena
1118,besuchen::V,наведаць,besöka
1119,treffen::V,сустрэць,möta
1120,treffen::V,сустрэць,träffa
1121,sich versammeln::V,сабрацца,församla sig
1122,spielen::V,гуляць,leka
1123,spielen::V,гуляць,spela
1124,singen::V,пець,sjunga
1125,singen::V,спяваць,sjunga
1126,tanzen::V,танцаваць,dansa
1127,sich trennen::V,расстацца,skiljas
1128,verlassen::V,пакінуць,lämna
1129,verlassen::V,пакінуць,överge
1130,retten::V,выратаваць,rädda
1131,bewachen::V,ахоўваць,bevaka
1132,schützen::V,уберагаць,skydda
1133,schützen::V,уберагаць,beskydda
1134,verteidigen::V,абараніць,försvara
1135,sich schlagen::V,біцца,slåss
1136,sich schlagen::V,драцца,slåss
1137,schießen::V,страляць,skjuta
1138,siegen::V,перамагчы,segra
1139,ärgern::V,злаваць,förarga
1140,schlagen::V,ударыць,slå
1141,treten::V,штурхаць,sparka
1142,stechen::V,укалоць,sticka
1143,stoßen::V,папхнуць,stöta
1144,stehlen::V,украсці,stjäla
1145,stören::V,перашкодзіць,störa
1146,belästigen::V,дакучаць,genera
1147,belästigen::V,дакучаць,besvära
1148,verbergen::V,скрыць,dölja
1149,verbergen::V,схаваць,dölja
1150,täuschen::V,падмануць,vilseleda
1151,betrügen::V,змахляваць,bedra
1152,töten::V,забіць,döda
1153,wohnen::V,жыць,bo
1154,arbeiten::V,працаваць,arbeta
1155,sammeln::V,сабраць,samla
1156,pflücken::V,зрываць,plocka
1157,jagen::V,паляваць,jaga
1158,fischen::V,рыбачыць,fiska
1159,fassen::V,злавіць,fånga
1160,hüten::V,пасвіць,vakta
1161,treiben::V,гнаць,driva
1162,anbinden::V,прывязаць,binda fast
1163,füttern::V,карміць,fodra
1164,melken::V,даіць,mjölka
1165,hacken::V,сячы,hacka
1166,gießen::V,паліць,hälla
1167,gießen::V,паліць,vattna
1168,reifen::V,паспець,mogna
1169,zubereiten::V,зварыць,tillaga
1170,zubereiten::V,зварыць,tillreda
1171,zubereiten::V,згатаваць,tillaga
1172,zubereiten::V,згатаваць,tillreda
1173,kochen::V,варыць,koka
1174,backen::V,пячы,baka
1175,braten::V,смажыць,steka
1176,umrühren::V,перамяшаць,röra om
1177,stricken::V,вязаць,sticka
1178,nähen::V,шыць,sy
1179,färben::V,пафарбаваць,färga
1180,reinigen::V,ачысціць,rensa
1181,reinigen::V,ачысціць,rengöra
1182,waschen::V,мыць,tvätta
1183,abwischen::V,выцерці,torka av
1184,spülen::V,паласкаць,spola
1185,spülen::V,паласкаць,skölja
1186,fegen::V,падмятаць,feja
1187,kehren::V,месці,sopa
1188,baden::V,купацца,bada
1189,sich waschen::V,мыцца,tvätta sig
1190,ausziehen::V,зняць,ta av
1191,anziehen::V,надзець,ta på
1192,sich anziehen::V,адзецца,klä på sig
1193,kämmen::V,прычасаць,kamma
1194,schmücken::V,аздобіць,pynta
1195,schmücken::V,аздобіць,smycka
1196,sagen::V,сказаць,säga
1197,sprechen::V,гаварыць,tala
1198,reden::V,размаўляць,tala
1199,reden::V,размаўляць,prata
1200,sich unterhalten::V,гутарыць,prata
1201,fragen::V,спытаць,fråga
1202,fragen::V,спытаць,spörja
1203,bitten::V,прасіць,be
1204,erzählen::V,расказаць,berätta
1205,mitteilen::V,паведаміць,meddela
1206,nennen::V,назваць,kalla
1207,rufen::V,зваць,ropa
1208,prahlen::V,хваліцца,pråla
1209,prahlen::V,хваліцца,skryta
1210,übersetzen::V,перакласці,tolka
1211,übersetzen::V,перакласці,översätta
1212,denken::V,думаць,tänka
1213,glauben::V,верыць,tro
1214,bemerken::V,заўважыць,uppmärksamma
1215,bemerken::V,заўважыць,lägga märke till
1216,erkennen::V,пазнаць,känna igen
1217,begreifen::V,спасцігнуць,begripa
1218,verstehen::V,пачуць,förstå
1219,lernen::V,вучыцца,lära sig
1220,wissen::V,знаць,veta
1221,sich erinnern an::V,памятаць,minnas
1222,sich erinnern an::V,памятаць,komma ihåg
1223,vergessen::V,забыць,glömma
1224,messen::V,мераць,mäta
1225,zählen::V,лічыць,räkna
1226,rechnen::V,лічыць,räkna
1227,lesen::V,чытаць,läsa
1228,malen::V,маляваць,måla
1229,zeichnen::V,рысаваць,teckna
1230,schreiben::V,пісаць,skriva
1231,besitzen::V,мець,äga
1232,besitzen::V,мець,besitta
1233,kaufen::V,купіць,köpa
1234,verkaufen::V,прадаць,sälja
1235,bezahlen::V,заплаціць,betala
1236,zahlen::V,плаціць,betala
1237,beherrschen::V,уладаць,behärska
1238,beherrschen::V,валодаць,behärska
1239,ertragen::V,выцерпець,tåla
1240,ertragen::V,выцерпець,uthärda
