,Concept_ID,sq,en
302,Freund::N,mik,friend
303,Kamerad::N,shok,companion
304,Angelegenheit::N,punë,matter
305,Anzahl::N,sasi,count
306,Art::N,lloj,sort
307,Stück::N,copë,piece
308,Teil::N,pjesë,part
309,Hälfte::N,gjysmë,half
310,Kreis::N,qark,circle
311,Kreis::N,rreth,circle
312,Kreuz::N,kryq,cross
313,Linie::N,vijë,line
314,Strich::N,vizë,stroke
315,Abstand::N,distancë,gap
316,Entfernung::N,largim,distance
317,Gegend::N,vise,area
318,Gegend::N,krahinë,area
319,Platz::N,shesh,space
320,Ort::N,vend,place
321,Seite::N,anë,side
322,Mitte::N,mes,middle
323,Gegenstand::N,send,item
324,Sache::N,gjë,thing
325,Sache::N,send,thing
326,Rand::N,qoshe,fringe
327,Kante::N,teh,edge
328,Ecke::N,qoshe,corner
329,Spitze::N,majë,tip
330,Ende::N,skaj,end
331,Ende::N,bisht,end
332,Loch::N,vrimë,hole
333,Winkel::N,kënd,angle
334,Muster::N,mostër,pattern
335,Größe::N,madhësi,size
336,Länge::N,gjatësi,length
337,Höhe::N,lartësi,height
338,Gewicht::N,peshë,weight
339,Menge::N,sasi,amount
340,Haufen::N,grumbull,heap
341,Reihe::N,radhë,row
342,Reihe::N,rresht,row
343,Boot::N,barkë,boat
344,Boot::N,lundër,boat
345,Ruder::N,rrem,oar
346,Schlitten::N,sajë,sleigh
347,Ski::N,ski,ski
348,Lagerfeuer::N,flakadan,campfire
349,Lagerfeuer::N,zjarr i madh,campfire
350,Last::N,barrë,load
351,Gang::N,ecje,walk
352,Schritt::N,hap,step
353,Norden::N,veri,north
354,Süden::N,jug,south
355,Westen::N,perëndim,west
356,Osten::N,lindje,east
357,Holz::N,dru,wood
358,Brett::N,dërrasë,board
359,Platte::N,pllakë,slab
360,Stütze::N,shtyllë,bracket
361,Stütze::N,mbështetesë,bracket
362,Stange::N,shufër,pole
363,Stock::N,dajak,stick
364,Stab::N,shkop,staff
365,Rohr::N,tub,pipe
366,Haus::N,shtëpi,house
367,Heim::N,konak,home
368,Heim::N,shtëpi,home
369,Ofen::N,sobë,stove
370,Ofen::N,stufë,stove
371,Fußboden::N,dysheme,floor
372,Tisch::N,tryezë,table
373,Stuhl::N,karrige,chair
374,Wiege::N,djep,cradle
375,Bett::N,shtrat,bed
376,Regal::N,raft,shelf
377,Kiste::N,kuti,box
378,Fenster::N,dritare,window
379,Tür::N,derë,door
380,Tor::N,portë,gate
381,Zaun::N,gardh,fence
382,Dach::N,çati,roof
383,Leiter::N,shkallë,ladder
384,Besen::N,fshesë,broom
385,Spaten::N,lopatë,spade
386,Schaufel::N,qyrek,shovel
387,Gabel::N,pirun,fork
388,Löffel::N,lugë,spoon
389,Messer::N,thikë,knife
390,Nagel::N,gozhdë,nail
391,Netz::N,rrjetë,net
392,Haken::N,grep,hook
393,Haken::N,grremç,hook
394,Griff::N,dorak,handle
395,Griff::N,dorezë,handle
396,Schloss::N,bravë,lock
397,Bild::N,tablo,picture
398,Bild::N,pikturë,picture
399,Figur::N,figurë,figure
400,Puppe::N,kukull,doll
401,Beutel::N,qese,pouch
402,Beutel::N,trastë,pouch
403,Bündel::N,deng,bundle
404,Tasche::N,çantë,bag
405,Eimer::N,kovë,bucket
406,Deckel::N,kapak,cover
407,Deckel::N,mbulesë,cover
408,Geschirr::N,enë,dishes
409,Sack::N,thes,sack
410,Sack::N,torbë,sack
411,Tasse::N,filxhan,cup
412,Topf::N,kusi,pot
413,Topf::N,tenxhere,pot
414,Kessel::N,kazan,kettle
415,Essen::N,ngrënie,meal
416,Nahrung::N,ushqim,food
417,Speise::N,gatesë,dish
418,Fleisch::N,mish,meat
419,Getreide::N,drithë,corn
420,Brei::N,qull,mush
421,Brot::N,bukë,bread
422,Scheibe::N,fetë,slice
423,Fett::N,lyrë,fat
424,Fett::N,yndyrë,fat
425,Butter::N,gjalpë,butter
426,Öl::N,vaj,oil
427,Salz::N,kripë,salt
428,Suppe::N,supë,soup
429,Suppe::N,çorbë,soup
430,Honig::N,mjaltë,honey
431,Milch::N,qumësht,milk
432,Tee::N,çaj,tea
433,Leder::N,lëkurë,leather
434,Wolle::N,lesh,wool
435,Stoff::N,pëlhurë,cloth
436,Nadel::N,gjilpërë,needle
437,Faden::N,pe,thread
438,Faden::N,fije,thread
439,Knopf::N,kopsë,button
440,Knoten::N,komb,knot
441,Farbe::N,bojë,paint
442,Kleidung::N,veshje,clothes
443,Hemd::N,këmishë,shirt
444,Kragen::N,jakë,collar
445,Ärmel::N,mëngë,sleeve
446,Hose::N,brekë,trousers
447,Gürtel::N,rrip,belt
448,Mütze::N,kësulë,cap
449,Schuh::N,këpucë,shoe
450,Stiefel::N,çizme,boot
451,Ring::N,unazë,ring
452,Band::N,shirit,ribbon
453,Kamm::N,krehër,comb
454,Spiegel::N,pasqyrë,mirror
455,Riemen::N,rrip,strap
456,Schnur::N,litar,string
457,Schnur::N,cikomë,string
458,Leine::N,rrip,leash
459,Decke::N,batanije,blanket
460,Kissen::N,jastëk,pillow
461,Tuch::N,shami,scarf
462,Handtuch::N,peshqir,towel
463,Kraft::N,forcë,force
464,Stärke::N,koll,strength
465,Gesundheit::N,shëndet,health
466,Krankheit::N,sëmundje,illness
467,Schmerz::N,dhimbje,pain
468,Wunde::N,plagë,wound
469,Fieber::N,ethe,fever
470,Arznei::N,ilaç,medicine
471,Brücke::N,urë,bridge
472,Brunnen::N,pus,well
473,Weide::N,kullotë,pasture
474,Pfad::N,ravë,path
475,Pfad::N,shteg,path
476,Weg::N,udhë,way
477,Weg::N,shteg,way
478,Straße::N,rrugë,road
479,Dorf::N,fshat,village
480,Dorf::N,katund,village
481,Stadt::N,qytet,town
482,Brief::N,letër,letter
483,Buch::N,libër,book
484,Buchstabe::N,shkronjë,character
485,Zeitung::N,gazetë,newspaper
486,Leben::N,jetë,life
487,Tod::N,mortje,death
488,Grab::N,varr,grave
489,Kirche::N,kishë,church
490,Sünde::N,mëkat,sin
491,Sünde::N,gjynah,sin
492,Gott::N,hy,god
493,Gott::N,zot,god
494,Arbeiter::N,punëtor,worker
495,Chef::N,shef,boss
496,Chef::N,drejtues,boss
497,Meister::N,mjeshtër,master
498,Arzt::N,mjek,doctor
499,Arzt::N,doktor,doctor
500,Lehrer::N,mësues,teacher
501,Lehrer::N,arsimtar,teacher
502,Geld::N,para,money
503,Geld::N,holla,money
504,Geschäft::N,ujdi,business
505,Geschäft::N,biznes,business
506,Laden::N,dyqan,shop
507,Preis::N,çmim,price
508,Ware::N,mall,ware
509,Nutzen::N,dobi,profit
510,Nutzen::N,leverdi,profit
511,Reichtum::N,kamje,wealth
512,Reichtum::N,pasuri,wealth
513,Welt::N,botë,world
514,Land::N,vend,country
515,Staat::N,shtet,state
516,König::N,mbret,king
517,Macht::N,fuqi,power
518,Macht::N,pushtet,power
519,Grenze::N,kufi,border
520,Krieg::N,luftë,war
521,Feind::N,armik,enemy
522,Gewalt::N,dhunë,violence
523,Kampf::N,luftim,fight
524,Bogen[Waffe]::N,hark,bow
525,Pfeil::N,shigjetë,arrow
526,Gewehr::N,pushkë,gun
527,Fehler::N,gafë,mistake
528,Fehler::N,gabim,mistake
529,Lüge::N,gënjeshtër,lie
530,Schaden::N,dëm,damage
531,Schaden::N,zarar,damage
532,Unglück::N,fatkeqësi,misfortune
533,Schuld::N,faj,fault
534,Alter::N,moshë,age
535,Schluss::N,fund,conclusion
536,Zeit::N,kohë,time
537,Tag::N,ditë,day
538,Morgen::N,mëngjes,morning
539,Mittag::N,mesditë,noon
540,Abend::N,mbrëmje,evening
541,Nacht::N,natë,night
542,Woche::N,javë,week
543,Monat::N,muaj,month
544,Jahr::N,vit,year
545,Frühling::N,pranverë,spring
546,Sommer::N,verë,summer
547,Herbst::N,vjeshtë,autumn
548,Winter::N,dimër,winter
549,Januar::N,janar,January
550,Februar::N,shkurt,February
551,März::N,mars,March
552,April::N,prill,April
553,Mai::N,maj,May
554,Juni::N,qershor,June
555,Juli::N,korrik,July
556,August::N,gusht,August
557,September::N,shtator,September
558,Oktober::N,tetor,October
559,November::N,nëntor,November
560,Dezember::N,dhjetor,December
561,Montag::N,hënë,Monday
562,Dienstag::N,martë,Tuesday
563,Mittwoch::N,mërkurë,Wednesday
564,Donnerstag::N,enjte,Thursday
565,Freitag::N,premte,Friday
566,Samstag::N,shtunë,Saturday
567,Sonntag::N,diel,Sunday
568,groß::A,madh,big
569,klein::A,vogël,little
570,lang::A,gjatë,long
571,kurz::A,shkurtër,short
572,breit::A,gjerë,wide
573,schmal::A,ngushtë,narrow
574,dicht::A,dendur,dense
575,dick[Gegenstand]::A,trashë,thick
576,dünn::A,hollë,thin
577,fein::A,imët,delicate
578,fest::A,fortë,firm
579,flach::A,sheshtë,flat
580,glatt::A,rrafshët,smooth
581,hart::A,fortë,hard
582,weich::A,butë,soft
583,rund::A,rrumbullakët,round
584,spitz::A,majëmprehtë,pointed
585,scharf::A,mprehtë,sharp
586,stumpf::A,topitur,blunt
587,schwer::A,rëndë,heavy
588,schön::A,bukur,beautiful
589,heiß::A,nxehtë,hot
590,warm::A,ngrohtë,warm
591,kalt::A,ftohtë,cold
592,kühl::A,freskët,cool
593,frisch::A,pastër,fresh
594,feucht::A,lagësht,damp
595,nass::A,lagur,wet
596,trocken::A,thatë,dry
597,voll::A,plotë,full
598,leer::A,bosh,empty
599,leer::A,zbrazët,empty
600,offen::A,hapur,open
601,geschlossen::A,mbyllur,closed
602,sauber::A,dëlirë,clean
603,schmutzig::A,ndyrë,dirty
604,roh::A,gjallë,raw
605,reif::A,arrirë,ripe
606,lecker::A,shijshëm,delicious
607,süß::A,ëmbël,sweet
608,bitter::A,hidhur,bitter
609,sauer::A,thartë,sour
610,hell::A,me dritë,bright
611,dunkel::A,errët,dark
612,schwarz::A,i zi,black
613,weiß::A,bardhë,white
614,rot::A,kuq,red
615,gelb::A,verdhë,yellow
616,blau::A,blu,blue
617,blau::A,kaltër,blue
618,grün::A,blertë,green
619,grün::A,gjelbër,green
620,grau::A,hirtë,grey
621,grau::A,bojë hiri,grey
622,bunt::A,shumëngjyrëshëm,colourful
623,bunt::A,shumëngjyrëshëm,colorful
624,billig::A,lirë,cheap
625,teuer::A,shtrenjtë,dear
626,wertvoll::A,çmuar,precious
627,wertvoll::A,vlershëm,precious
628,blind::A,qorr,blind
629,blind::A,verbër,blind
630,taub::A,shurdhër,deaf
631,kräftig::A,fuqishëm,powerful
632,stark::A,fortë,strong
633,schwach::A,dobët,weak
634,fett::A,dhjamur,fat
635,schlank::A,hollë,slim
636,hübsch::A,bukur,pretty
637,hübsch::A,hijshëm,pretty
638,böse::A,keq,evil
639,dumm::A,teveqel,stupid
640,faul::A,dembel,lazy
641,fleißig::A,zellshëm,diligent
642,geizig::A,kurnac,stingy
643,geizig::A,dorështrënguar,stingy
644,klug::A,mençur,clever
645,geschickt::A,aftë,skilful
646,geschickt::A,aftë,skillful
647,lieb::A,dashur,dear
648,lustig::A,gëzuar,merry
649,sanft::A,butë,gentle
650,hungrig::A,uritur,hungry
651,krank::A,sëmurë,sick
652,nackt::A,lakuriq,naked
653,nackt::A,zhveshur,naked
654,traurig::A,trishtuar,sad
655,lebendig::A,gjallë,living
656,gut::A,mirë,good
657,schlecht::A,keq,bad
658,richtig::A,drejtë,correct
659,schlimm::A,keq,nasty
660,wahr::A,vërtetë,true
661,alt::A,vjetër,old
662,neu::A,i ri,new
663,ehemalig::A,dikurshëm,former
664,alt[Lebewesen]::A,plak,aged
665,jung::A,i ri,young
666,arm::A,varfër,poor
667,arm::A,vobektë,poor
668,reich::A,pasur,rich
669,bekannt::A,njohur,familiar
670,berühmt::A,famshëm,famous
671,fremd::A,huaj,foreign
672,verschieden::A,ndryshëm,different
673,nah::A,afërt,near
674,fern::A,largët,far
675,linker::A,majtë,left
676,rechter::A,djathtë,right
677,anderer::A,tjetër,other
678,erster::A,parë,first
679,zweiter::A,dytë,second
680,dritter::A,i tretë,third
681,letzter::A,fundit,last
682,allein::ADV,vetëm,alone
683,auf einmal::ADV,njëkohësisht,at once
684,zusammen::ADV,bashkë,together
685,zusammen::ADV,së bashku,together
686,lange::ADV,për një kohë të gjatë,long
687,plötzlich::ADV,befas,suddenly
688,sofort::ADV,menjëherë,instantly
689,sofort::ADV,aty për aty,instantly
690,später::ADV,më vonë,later
691,jetzt::ADV,tash,now
692,heute::ADV,sot,today
693,morgen::ADV,nesër,tomorrow
694,bald::ADV,shpejt,soon
695,bald::ADV,së shpejti,soon
696,dann::ADV,pastaj,then
697,gestern::ADV,dje,yesterday
698,einst::ADV,dikur,once
699,damals::ADV,atëherë,at that time
700,danach::ADV,mandej,afterwards
701,vorher::ADV,më parë,before
702,zuerst::ADV,së pari,at first
703,einmal::ADV,njëherë,once
704,manchmal::ADV,nganjëherë,sometimes
705,oft::ADV,shpesh,often
706,immer::ADV,përherë,always
707,immer::ADV,gjithnjë,always
708,niemals::ADV,kurrë,never
709,niemals::ADV,asnjëherë,never
710,hier::ADV,këtu,here
711,hierhin::ADV,knej,hither
712,hierhin::ADV,knej,to here
713,hierhin::ADV,knej,here
714,von hier::ADV,që këtej,hence
715,von hier::ADV,prej këtej,hence
716,dort::ADV,aty,there
717,dort::ADV,atje,there
718,dorthin::ADV,anej,thither
719,dorthin::ADV,anej,there
720,dorthin::ADV,anej,to there
721,geradeaus::ADV,drejt,ahead
722,vorwärts::ADV,mbroth,forward
723,vorwärts::ADV,përpara,forward
724,rückwärts::ADV,mbrapsht,backward
725,zurück::ADV,prapa,back
726,zurück::ADV,mbrapsht,back
727,unten::ADV,poshtë,below
728,hinab::ADV,përposh,down
729,oben::ADV,lart,above
730,oben::ADV,sipër,above
731,hinauf::ADV,lart,up
732,hinauf::ADV,përpjetë,up
733,überall::ADV,kudo,everywhere
734,nicht::ADV,s',not
735,nicht::ADV,nuk,not
736,ein wenig::ADV,një tis,a little
737,kaum::ADV,mezi,hardly
738,sehr::ADV,fort,very
739,sehr::ADV,shumë,very
740,so::ADV,ashtu,so
741,so::ADV,kështu,so
742,noch::ADV,ende,still
743,noch::ADV,akoma,still
744,nur::ADV,vetëm,only
745,schon::ADV,tashmë,already
746,wieder::ADV,përsëri,again
747,vergebens::ADV,kot,in vain
748,vor::PRP,para,in front of
749,hinter::PRP,prapa,behind
750,hinter::PRP,mbrapa,behind
751,unter::PRP,nën,under
752,durch::PRP,nëpër,through
753,neben::PRP,pranë,next to
754,neben::PRP,përbri,next to
755,zwischen::PRP,midis,between
756,zwischen::PRP,ndërmjet,between
757,wegen::PRP,për,because of
758,dies::PRN,ky,this
759,das::PRN,ky,that
760,alles::PRN,gjithçka,everything
761,ich::PRN,unë,I
762,du::PRN,ti,you
763,du::PRN,ti,thou
764,er::PRN,ai,he
765,wir::PRN,ne,we
766,ihr::PRN,ju,you
767,sie::PRN,ata,they
768,was::FPRN,ç',what
769,was::FPRN,çfarë,what
770,wer::FPRN,kush,who
771,wo::FADV,ku,where
772,wohin::FADV,për ku,where ... to
773,wohin::FADV,për ku,where to
774,wohin::FADV,për ku,where
775,wie::FADV,si,how
776,warum::FADV,pse,why
777,warum::FADV,përse,why
778,wieviel::FNUM,sa,how much
779,eins::NUM,një,one
780,zwei::NUM,dy,two
781,drei::NUM,tre,three
782,vier::NUM,katër,four
783,fünf::NUM,pesë,five
784,sechs::NUM,gjashtë,six
785,sieben::NUM,shtatë,seven
786,acht::NUM,tetë,eight
787,neun::NUM,nëntë,nine
788,zehn::NUM,dhjetë,ten
789,elf::NUM,njëmbëdhjetë,eleven
790,zwölf::NUM,dymbëdhjetë,twelve
791,zwanzig::NUM,njëzet,twenty
792,dreißig::NUM,tridhjetë,thirty
793,vierzig::NUM,dyzet,forty
794,fünfzig::NUM,pesëdhjetë,fifty
795,sechzig::NUM,gjashtëdhjetë,sixty
796,siebzig::NUM,shtatëdhjetë,seventy
797,achtzig::NUM,tetëdhjetë,eighty
798,neunzig::NUM,nëntëdhjetë,ninety
799,hundert::NUM,qind,a hundred
800,tausend::NUM,mijë,a thousand
801,und::CNJ,e,and
802,und::CNJ,dhe,and
803,oder::CNJ,a,or
804,oder::CNJ,apo,or
805,stehen::V,rri,stand
806,sitzen::V,rri,sit
807,liegen::V,rri shtrirë,lie
808,hängen::V,varem,hang
809,werden::V,bëhem,become
810,passieren::V,ndodh,happen
811,beginnen::V,filloj,begin
812,enden::V,përfundoj,end
813,wechseln::V,ndërroj,change
814,aufgehen[Sonne]::V,hapem,rise
815,untergehen[Sonne]::V,hyj,set
816,untergehen[Sonne]::V,perëndoj,set
817,scheinen[Sonne]::V,ndriçoj,shine
818,donnern::V,gjëmoj,thunder
819,donnern::V,bubulloj,thunder
820,wehen::V,fryj,blow
821,strömen::V,derdh,stream
822,fließen::V,rrjedh,flow
823,sich drehen::V,rrotullohem,revolve
824,schwanken::V,dyzoj,sway
825,schwingen::V,dridhem,swing
826,fallen::V,bie,fall
827,brennen::V,digjem,burn
828,rauchen::V,nxjerr tym,smoke
829,regnen::V,bie shi,rain
830,gefrieren::V,ngrij,freeze
831,tauen::V,shkrij,thaw
832,schmelzen::V,shkrij,melt
833,trocknen::V,thaj,dry
834,sieden::V,ziej,boil
835,faulen::V,kalbem,rot
836,faulen::V,prishem,rot
837,verfaulen::V,kalbem,decay
838,reißen::V,grisem,snap
839,reißen::V,shqyhem,snap
840,versinken::V,humboj,sink
841,vergehen::V,kaloj,pass
842,erscheinen::V,dukem,appear
843,verschwinden::V,zhdukem,disappear
844,sinken::V,ulem,drop
845,abnehmen::V,pakësohem,decrease
846,abnehmen::V,zvogëlohem,decrease
847,zunehmen::V,shtohem,increase
848,steigen::V,rritem,rise
849,wachsen::V,rritem,grow
850,glänzen::V,vezulloj,shine
851,funkeln::V,xixoj,sparkle
852,funkeln::V,xixëlloj,sparkle
853,lärmen::V,oshtij,be noisy
854,lärmen::V,zhurmoj,be noisy
