,Concept_ID,ba,ml
605,krank::A,сирле,അസുഖമുള്ള
606,krank::A,ауырыу,അസുഖമുള്ള
607,nackt::A,яланғас,നഡമായ
608,traurig::A,яманһыу,വിഷമമുള്ള
609,lebendig::A,тере,ഉപജീവനം
610,lebendig::A,йәнле,ഉപജീവനം
611,gut::A,яҡшы,നല്ല
612,schlecht::A,хөрт,മോശമായ
613,schlecht::A,алама,മോശമായ
614,richtig::A,дөрөҫ,ശരിയായ
615,schlimm::A,хөрт,വൃത്തികെട്ട
616,schlimm::A,алама,വൃത്തികെട്ട
617,wahr::A,дөрөҫ,ശരിയായ
618,alt::A,иҫке,പഴയ
619,alt::A,боронғо,പഴയ
620,neu::A,яңы,പുതിയ
621,ehemalig::A,элекке,മുൻ
622,alt[Lebewesen]::A,ҡарт,വയസ്സുള്ള
623,jung::A,йәш,കൌമാരമായ
624,arm::A,фәҡир,പാവപ്പെട്ട
625,reich::A,бай,സമ്പന്നമായ
626,bekannt::A,таныш,പരിചിതമായ
627,berühmt::A,атаҡлы,പ്രശസ്തനായ
628,berühmt::A,данлыҡлы,പ്രശസ്തനായ
629,fremd::A,ят,വൈദേശികമായ
630,fremd::A,сит,വൈദേശികമായ
631,verschieden::A,төрлө,വ്യത്യസ്തമായ
632,nah::A,яҡын,അരികത്തുള്ള
633,fern::A,алыҫ,അകലെയുള്ള
634,fern::A,йыраҡ,അകലെയുള്ള
635,linker::A,һул,അവശേഷിച്ച
636,rechter::A,уң,വലത്തേ
637,anderer::A,бутән,മറ്റുള്ള
638,erster::A,тәүге,ആദ്യത്തെ
639,zweiter::A,икенсе,രണ്ടാം
640,dritter::A,өсөнсө,മൂന്നാമത്
641,letzter::A,һуңғы,അവസാനത്തെ
642,allein::ADV,бер үҙе,തനിച്ചുള്ള
643,allein::ADV,яңғыҙ,തനിച്ചുള്ള
644,auf einmal::ADV,бер юлы,ഉടന്
645,zusammen::ADV,бергә,ഒരുമിച്ച
646,lange::ADV,оҙаҡ,നീണ്ട_കാലത്തേയ്ക്ക്
647,plötzlich::ADV,ҡапыл,പെട്ടെന്ന്
648,sofort::ADV,шунда уҡ,തത്ക്ഷണം
649,später::ADV,һуңыраҡ,പിന്നീട്
650,jetzt::ADV,хәҙер,ഇപ്പോൾ
651,heute::ADV,бөгөн,ഇന്ന്
652,morgen::ADV,иртәгә,നാളെ
653,bald::ADV,тиҙҙән,ഉടനെ
654,dann::ADV,һуңынан,അപ്പോൾ
655,gestern::ADV,кисә,ഇന്നലെ
656,einst::ADV,ҡасандыр,പണ്ടൊരിക്കല്
657,einst::ADV,бер баҡыт,പണ്ടൊരിക്കല്
658,damals::ADV,ул саҡта,അപ്പോൾ
659,danach::ADV,һуңынан,പിന്നീട്
660,vorher::ADV,элек,മുൻപ്
661,zuerst::ADV,башта,ആദ്യം
662,einmal::ADV,бер,ഒരിക്കൽ
663,manchmal::ADV,ҡайһы берҙә,ചിലപ്പോൾ
664,oft::ADV,йыш,പലപ്പോഴും
665,immer::ADV,һәр ҡасан,എപ്പോഴും
666,niemals::ADV,бер ҡасан да,ഒരിക്കലും
667,niemals::ADV,бер ваҡытта ла,ഒരിക്കലും
668,hier::ADV,бында,ഇവിടെ
669,hierhin::ADV,бында,ഇവിടേക്ക്
670,von hier::ADV,бынан,ഇവിടെനിന്ന്
671,von hier::ADV,ошонан,ഇവിടെനിന്ന്
672,dort::ADV,шунда,അവിടെ
673,dort::ADV,тегендә,അവിടെ
674,dorthin::ADV,шунда,അവിടേക്ക്
675,dorthin::ADV,тегеләй,അവിടേക്ക്
676,geradeaus::ADV,тура,മുമ്പിൽ
677,geradeaus::ADV,тура,മുമന്നോട്ട്
678,vorwärts::ADV,алға,മുന്നോട്ട്
679,rückwärts::ADV,кирегә,തലതിരിച്ച്
680,zurück::ADV,кирегә,പുറകിലേക്ക്
681,unten::ADV,түбәндә,താഴെ
682,hinab::ADV,түбәнгә,താഴേക്ക്
683,oben::ADV,юғарыла,മുകളിൽ
684,hinauf::ADV,юғарыға,മുകളിൽ
685,überall::ADV,бөтә урында,എല്ലായിടത്തും
686,nicht::ADV,тугел,ഇല്ല
687,ein wenig::ADV,аҙ,കുറച്ച്
688,kaum::ADV,көскә,കഷ്ടിച്ച്
689,kaum::ADV,саҡ-саҡ,കഷ്ടിച്ച്
690,sehr::ADV,ифат,വളരെ
691,so::ADV,шулай,അങ്ങനെ
692,noch::ADV,йәнә,ഇപ്പോഴും
693,nur::ADV,бары,മാത്രം
694,schon::ADV,инде,നേരത്തേ തന്നെ
695,wieder::ADV,тағы,വീണ്ടും
696,vergebens::ADV,бушҡа,വിഫല
697,vor::PRP,алдында,മുമ്പിൽ
698,hinter::PRP,артында,പുറകിൽ
699,unter::PRP,аҫтында,കീഴിൽ
700,durch::PRP,үтә,ഉള്ളിലൂടെ
701,neben::PRP,эргәһендә,അടുത്ത്
702,zwischen::PRP,араһында,ഇടയ്ക്ക്
703,wegen::PRP,өсөн,നിമിത്തം
704,wegen::PRP,сәбәпле,നിമിത്തം
705,dies::PRN,был,ഇത്
706,dies::PRN,ошо,ഇത്
707,das::PRN,ул,അത്
708,alles::PRN,бөтә,എല്ലാം
709,ich::PRN,мин,ഞാൻ
710,du::PRN,һин,നിങ്ങൾ
711,er::PRN,ул,അദ്ദേഹം
712,er::PRN,ул,അയാൾ
713,er::PRN,ул,അവൻ
714,er::PRN,ул,അവർ
715,er::PRN,ул,അവൾ
716,wir::PRN,беҙ,നമ്മൾ
717,ihr::PRN,һеҙ,നിങ്ങൾ
718,sie::PRN,улар,അവർ
719,was::FPRN,ә,എന്ത്
720,was::FPRN,ни,എന്ത്
721,was::FPRN,нәмә,എന്ത്
722,wer::FPRN,ҡем,ആര്
723,wo::FADV,ҡайҙа,എവിടെ
724,wohin::FADV,ҡайҙа,എവിടേക്ക്
725,wie::FADV,инидәй,എങ്ങനെ
726,warum::FADV,ин өсөн,എന്തുകൊണ്ട്
727,wieviel::FNUM,күпме,എത്ര
728,eins::NUM,бер,ഒന്ന്
729,zwei::NUM,ике,രണ്ട്
730,zwei::NUM,икәү,രണ്ട്
731,drei::NUM,өс,മൂന്ന്
732,vier::NUM,дүрт,നാല്
733,fünf::NUM,биш,അഞ്ച്
734,sechs::NUM,алты,ആറ്
735,sieben::NUM,ете,ഏഴ്
736,acht::NUM,һигеҙ,എട്ട്
737,neun::NUM,туғыҙ,ഒമ്പത്
738,zehn::NUM,ун,പത്ത്
739,elf::NUM,ун бер,പതിനൊന്ന്
740,zwölf::NUM,ун ике,പന്ത്രണ്ട്
741,zwanzig::NUM,егерме,ഇരുപത്
742,dreißig::NUM,утыҙ,മുപ്പത്
743,vierzig::NUM,ҡырҡ,നാൽപ്പത്
744,fünfzig::NUM,илле,അൻപത്
745,sechzig::NUM,алтмыш,അറുപത്
746,siebzig::NUM,етмеш,എഴുപത്
747,achtzig::NUM,һикһән,എൺപത്
748,neunzig::NUM,туҡһан,തൊണ്ണൂറ്
749,hundert::NUM,йөҙ,നൂറ്
750,tausend::NUM,мең,ആയിരം
751,und::CNJ,да,ഉം
752,oder::CNJ,йәки,അഥവാ
753,stehen::V,тороу,നിൽക്കുക
754,sitzen::V,ултырыу,ഇരിക്കുക
755,liegen::V,ятыу,കിടക്കുക
756,hängen::V,аҫылынып тороу,തൂങ്ങുക
757,werden::V,булыу,ആയിത്തീരുക
758,passieren::V,булыу,സംഭവിക്കുക
759,beginnen::V,башлау,ആരംഭിക്കുക
760,enden::V,бөтөү,അവസാനിപ്പിക്കുക
761,enden::V,тамамланыү,അവസാനിപ്പിക്കുക
762,wechseln::V,үҙгәреү,മാറ്റുക
763,aufgehen[Sonne]::V,ҡалҡыу,ഉയരുക
764,untergehen[Sonne]::V,байыу,അടുക്കി_വയ്ക്കുക
765,scheinen[Sonne]::V,яҡтыртып тороу,പ്രകാശിക്കുക
766,donnern::V,күкрәү,ഇടിവെട്ടുക
767,wehen::V,иҫеү,വീശുക
768,strömen::V,ташыу,ഒഴുകുക
769,fließen::V,ағыу,ഒഴുകുക
770,sich drehen::V,әйләнеү,ചുറ്റുക
771,sich drehen::V,әйләнеү,കറക്കുക
772,schwanken::V,тирбәлеү,ഇരുവശത്തേയ്ക്കും_ആടുക
773,schwingen::V,бәүетеү,ആടുക
774,fallen::V,йығылыу,വീഴുക
775,brennen::V,яныу,കത്തുക
776,rauchen::V,төтәү,പുകയുക
777,regnen::V,ямғыр яуа,മഴ_പെയ്യുക
778,gefrieren::V,туңыү,തണത്ത്_മരവിക്കുക
779,tauen::V,иреү,അലിയുക
780,schmelzen::V,иреү,ഉരുകുക
781,trocknen::V,кибеү,വരളുക
782,sieden::V,ҡайнау,തിളപ്പിക്കുക
783,faulen::V,сереу,ചീയുക
784,verfaulen::V,сереу,അഴുകുക
785,reißen::V,өҙөү,ശബ്ദത്തോടെ_മുറിയുക
786,reißen::V,йыртылыу,ശബ്ദത്തോടെ_മുറിയുക
787,versinken::V,батыу,മുക്കുക
788,vergehen::V,үтеү,കടന്നുപോകുക
789,erscheinen::V,килеп сығыу,പ്രത്യക്ഷപ്പെടുക
790,verschwinden::V,юғалыу,അദൃശ്യമാകുക
791,sinken::V,түбәнәйеү,താഴുക
792,abnehmen::V,кәметеү,കുറിയുക
793,zunehmen::V,артыу,വർദ്ധിക്കുക
794,steigen::V,күтәрелеү,ഉയരുക
795,wachsen::V,үҫеү,വളരുക
796,glänzen::V,ялтырау,മിന്നുക
797,funkeln::V,баҙлау,തിളങ്ങുക
798,lärmen::V,шаулау,ശബ്ദമുണ്ടാക്കുക
799,läuten::V,ҡағыу,മണിമുഴങ്ങുക
800,klingeln::V,ҡағыу,ചിലമ്പുക
801,klingeln::V,шылтыратыу,ചിലമ്പുക
802,klirren::V,шылтыратыу,കിലുക്കുക
803,brausen::V,ҡотороноу,മുഴങ്ങുക
804,rauschen::V,шыптырлау,അനങ്ങുക
805,klingen::V,яңғырау,മുഴക്കുക
806,bellen::V,өрөү,കുരയ്ക്കുക
807,heulen::V,олоу,ഓരിയിടുക
808,blasen::V,өрөү,ഊതുക
809,pfeifen::V,һызғырып ебәреү,വിസിലടിക്കുക
810,schreien::V,ҡысҡырыу,ആക്രോശിക്കുക
811,stöhnen::V,уңғырашыу,അരക്കം
812,stöhnen::V,уңғырашыу,ആർത്തനാദം
813,zittern::V,ҡалтырау,വിറയ്ക്കുക
814,leben::V,йәшәү,താമസിക്കുക
815,geboren werden::V,тыуыу,ജനിക്കുക
816,atmen::V,тын алыү,ശ്വസിക്കുക
817,trinken::V,эсеү,കുടിക്കുക
818,essen::V,ашау,കഴിക്കുക
819,schlucken::V,йотоу,വിഴുങ്ങുക
820,müde werden::V,арыу,ക്ഷീണിക്കുക
821,einschlafen::V,йоҡлап китеү,നിദ്രിക്കുക
822,schlafen::V,йоҡлау,ഉറങ്ങുക
823,aufwachen::V,уяныу,ഉണരുക
824,aufstehen::V,тороу,എഴുന്നേൽക്കുക
825,sich erholen::V,ял итеү,വിശ്രമിക്കുക
826,krank werden::V,сирләү,ദീനംപിടിക്കുക
827,krank sein::V,сирләү,രോഗികളാകുക
828,schmerzen::V,ауыртыу,വേദനിക്കുക
829,husten::V,йүтәлләү,ചുമയ്ക്കുക
830,genesen::V,һауығыу,സുഖപ്പെടുക
831,sterben::V,үлеү,മരിക്കുക
832,umkommen::V,һәләк булыу,മരിക്കുക
833,sich bewegen::V,хәрәкәт итеү,സ്ഥലം_മാറുക
834,sich rühren::V,ҡуҙғалыу,ചലിക്കുക
835,sich erheben::V,тороу,നിൽക്കുക
836,sich setzen::V,ултырыу,ഇരിക്കുക
837,hinfallen::V,ҡолау,വീഴുക
838,laufen::V,йөрөү,നടക്കുക
839,schreiten::V,атлау,നടക്കുക
840,spazierengehen::V,ял итеп йороү,ഉലാത്തുക
841,eilen::V,ашығыу,പാഞ്ഞെത്തുക
842,eilen::V,ҡабаланыу,പാഞ്ഞെത്തുക
843,sich beeilen::V,ашығыу,തിരിക്കുകൂട്ടുക
844,sich beeilen::V,ашығыу,തിടുക്കം_കാട്ടുക
845,sich beeilen::V,ҡабаланыу,തിരിക്കുകൂട്ടുക
846,sich beeilen::V,ҡабаланыу,തിടുക്കം_കാട്ടുക
847,sausen::V,елеү,കുതിക്കുക
848,rennen::V,йүгеп йөрөү,ഓടുക
849,springen::V,һикереү,ചാടുക
850,klettern::V,үрмәләү,കയറുക
851,klettern::V,үрмәләп менеү,കയറുക
852,schaukeln::V,сайҡалыу,ഇളകുക
853,kriechen::V,шыуышыу,പതുങ്ങികയറുക
854,schwimmen::V,йоҙөү,നീന്തുക
855,tauchen::V,сумыу,വെള്ളത്തിലേക്ക് ചാടുക
856,rudern::V,ишеү,തുഴയുക
857,fahren::V,йөрөү,വാഹനം ഓടിക്കുക
858,fliegen::V,осоу,പറക്കുക
859,gehen::V,барыу,പോകുക
860,weggehen::V,китеү,വിടുക
861,abfahren::V,сығыу,പുറപ്പെടുക
862,anhalten::V,тукталыу,നിർത്തുക
863,hineingehen::V,инеү,പ്രവേശിക്കുക
864,eintreten::V,инеү,പ്രവേശിക്കുക
865,kommen::V,килеү,വരുക
866,ankommen::V,килеү,എത്തിച്ചേരുക
867,zurückkommen::V,ҡайтыу,തിരിച്ചു വരുക
868,bleiben::V,ҡалыу,തുടരുക
869,warten::V,көтөп тороу,കാത്തിരിക്കുക
870,erwarten::V,көтөү,പ്രതീക്ഷിക്കുക
871,suchen::V,эҙләү,തിരയുക
872,finden::V,табыу,കണ്ടെത്തുക
873,versuchen::V,тырышып ҡарау,ശ്രമിക്കുക
874,vorbereiten::V,әҙерләү,തയ്യാറെടുക്കുക
875,lieben::V,яратыу,സ്നേഹിക്കുക
876,mögen::V,һөйөү,ഇഷ്ടപ്പെടുക
877,mögen::V,яратыу,ഇഷ്ടപ്പെടുക
878,lachen::V,көлөү,ചിരിക്കുക
879,rühren::V,ҡағылыу,ഹൃദയം സ്പർശിക്കുക
880,weinen::V,илау,തേങ്ങുക
881,schimpfen::V,һүгенеү,പിറുപിറുക്കുക
882,schimpfen::V,тиргәнеү,പിറുപിറുക്കുക
883,schimpfen::V,һуҡраныу,പിറുപിറുക്കുക
884,sich ärgern::V,асыуланыу,കോപിക്കുക
885,sich fürchten::V,ҡурҡыу,പേടിക്കുക
886,fürchten::V,ҡурҡыу,പേടിക്കുക
887,fliehen::V,ҡасыу,രക്ഷപ്പെടുക
888,flüchten::V,ҡасыу,രക്ഷപ്പെടുക
889,sehen::V,күреү,കാണുക
890,anschauen::V,ҡарау,നോക്കുക
891,ansehen::V,ҡарау,നോക്കുക
892,ansehen::V,тикшереү,നോക്കുക
893,hören::V,ишетеү,കേൾക്കുക
894,zuhören::V,тыңлау,ശ്രദ്ധിക്കുക
895,probieren::V,татыу,രുചിയുള്ളതായി_തോന്നുക
896,riechen::V,еҫкәү,മണത്തു_നോക്കുക
897,fühlen::V,тойоу,സ്പർശിച്ചറിയുക
898,scheinen::V,кеүек күренеү,കാണപ്പെടുക
899,scheinen::V,тойолоу,കാണപ്പെടുക
900,zu sehen sein::V,күренеү,വെളിച്ചപ്പെടുക
901,vernehmen::V,ишетеү,കേൾക്കുക
902,frieren::V,туңыү,വിറയ്ക്കുക
903,tun::V,яһау,ചെയ്യുക
904,tun::V,әшләү,ചെയ്യുക
905,können::V,алыу,കഴിയുക
906,können::V,мөмкин булыу,കഴിയുക
907,wollen::V,теләү,വേണുക
908,anfangen::V,башлау,തുടങ്ങുക
909,beenden::V,бөтөрөү,പൂർത്തിയാക്കുക
910,beenden::V,тамамлау,പൂർത്തിയാക്കുക
911,aufhören::V,туктау,നിർത്തുക
912,gelingen::V,уңышлы булыу,വിജയിക്കുക
913,geraten::V,булып сығыу,പരിണമിക്കുക
914,öffnen::V,асыу,തുറക്കുക
915,schließen::V,йомоу,അടയ്ക്കുക
916,stellen::V,ҡуйыу,വയ്ക്കുക
917,setzen::V,урынлаштырыу,വയ്ക്കുക
918,legen::V,һалыу,ഇടുക
919,berühren::V,тейеү,തൊടുക
920,berühren::V,ҡағылыу,തൊടുക
921,verbinden::V,ҡушыу,ഘടിപ്പിക്കുക
922,verbinden::V,бәйләү,ഘടിപ്പിക്കുക
923,bedecken::V,ҡаплау,മുടുക
924,aufhängen::V,элеү,കെട്ടിതൂക്കുക
925,anzünden::V,тоҡандырыу,കത്തിക്കുക
926,aufheben::V,мендереү,പെറുക്കിയെടുക്കുക
927,zurücklassen::V,ҡалдырыу,വച്ചുപോരുക
928,verlieren::V,юғалтыу,നഷ്ടപ്പെടുക
929,fallen lassen::V,төшөрөп ебәреү,വീഴ്ത്തുക
930,machen::V,яһау,ഉണ്ടാക്കുക
931,machen::V,эшләү,ഉണ്ടാക്കുക
932,herstellen::V,эшләп сығарыу,ഉൽപാദിപ്പിക്കുക
933,bauen::V,төҙөү,നിർമ്മിക്കുക
934,reparieren::V,төҙәтеү,നന്നാക്കുക
935,verbessern::V,яҡшыртыу,മെച്ചപ്പെടുക
936,ändern::V,үҙгәртеү,മാറ്റംവരുത്തുക
937,graben::V,ҡаҙыу,കുഴിക്കുക
938,beugen::V,бөгөү,വണങ്ങുക
939,biegen::V,бөгөү,കുനിയുക
940,drehen::V,өйрөлтөү,തിരിക്കുക
941,drehen::V,әйләндереү,തിരിക്കുക
942,wenden::V,әйләндереү,തിരിയുക
943,umdrehen::V,түңкәреү,തിരിയുക
944,heben::V,күтәреү,ഉയർത്തുക
945,heben::V,мендереү,ഉയർത്തുക
946,hochheben::V,күтәреү,ഉയർത്തുക
947,ergreifen::V,тотоп алыу,ബലമായി_പിടിക്കുക
948,halten::V,тотоу,പിടിക്കുക
949,drücken::V,ҡыҫыу,അമർത്തുക
950,schieben::V,этеү,തള്ളുക
951,schieben::V,төртөү,തള്ളുക
952,kratzen::V,ҡырыу,ചുരണ്ടുക
953,lecken::V,ялау,നക്കുക
954,beißen::V,тешләү,കടിക്കുക
955,abreißen::V,өҙөү,കീറിക്കളയുക
956,abschneiden::V,ҡырҡыу,മുറിച്ചുമാറ്റുക
957,binden::V,бәйләү,കെട്ടുക
958,stecken::V,ҡаҙау,തുളയ്ക്കുക
959,brechen::V,боҙоу,ഉടയുക
960,klopfen::V,шаҡылдау,തട്ടുക
961,hauen::V,туҡмау,അടിക്കുക
962,kleben::V,йәбештереү,ഒട്ടിക്കുക
963,reiben::V,ыуыу,തിരുമ്മിത്തുടയ്ക്കുക
964,reiben::V,ышҡыу,തിരുമ്മിത്തുടയ്ക്കുക
965,streichen::V,яғыу,പടർത്തുക
966,schleifen::V,үткерләү,പൊടിക്കുക
967,schneiden::V,ҡырҡыу,മുറിക്കുക
968,rütteln::V,һелкетеү,മുട്ടുക
969,schütteln::V,һелкетеү,കുലുക്കുക
970,schwenken::V,болғау,ആടുക
971,schütten::V,ҡойоу,ഒഴിക്കുക
972,füllen::V,тултырыу,നിറയ്ക്കുക
973,einwickeln::V,төрөү,പൊതിയുക
974,tragen::V,алып барыу,വഹിക്കുക
975,schleppen::V,һөйрәү,വലിച്ചിഴയ്ക്കുക
976,ziehen::V,тартыу,വലിക്കുക
977,aufbewahren::V,һаҡлау,വയ്ക്കുക
978,werfen::V,ырғытыу,എറിയുക
979,fangen::V,тотоу,പിടിക്കുക
980,packen::V,етеү,തട്ടിപ്പറിക്കുക
981,packen::V,тотоп алыу,തട്ടിപ്പറിക്കുക
982,verstecken::V,йәшереү,മറയ്ക്കുക
983,teilen::V,бүлеү,വിഭജിക്കുക
984,schicken::V,ебәреү,അയയ്ക്കുക
985,bringen::V,килтереү,കൊണ്ടുവരുക
986,hinzufügen::V,өтәү,കൂട്ടുക
987,bekommen::V,алыу,കിട്ടുക
988,erhalten::V,алыу,സ്വീകരിക്കുക
989,nehmen::V,алыу,എടുക്കുക
990,wählen::V,һайлаү,തിരഞ്ഞെടുക്കുക
991,auswählen::V,һайлап алыу,തിരഞ്ഞെടുക്കുക
992,bewahren::V,һаҡлау,പുലർത്തുക
993,behindern::V,тотҡарлыҡ яһау,തടയിടുക
994,verderben::V,боҙоу,നശിപ്പിക്കുക
995,beschädigen::V,боҙоу,ക്ഷതമേൽപ്പിക്കുക
996,zerbrechen::V,ҡыйратыу,ഉടയുക
997,zerreißen::V,йыртыу,കീറുക
998,zerstören::V,емереү,നശിപ്പിക്കുക
999,verbrennen::V,үртәү,കത്തിനശിക്കുക
1000,verbrennen::V,үртәү,കത്തിച്ചുകളയുക
1001,geben::V,биреү,കൊടുക്കുക
1002,geben::V,биреү,തരുക
1003,reichen::V,биреү,കൈമാറുക
1004,schenken::V,бүләк итеү,സമ്മാനം കൊടുക്കുക
1005,versprechen::V,вәғәҙә биреү,വാഗ്ദാനം_നൽകുക
1006,wünschen::V,теләу,ആഗ്രഹിക്കുക
1007,loben::V,маҡтау,പുകഴ്ത്തുക
1008,küssen::V,үбеү,ഉമ്മവയ്ക്കുക
1009,wiegen::V,бәүетеү,ഇളകുക
1010,wiegen::V,тирбәтеү,ഇളകുക
1011,zudecken::V,ҡаплау,മുടുക
1012,wecken::V,уятыу,ഉണർത്തുക
1013,zeigen::V,күрһәтеү,കാണിക്കുക
1014,führen::V,етәкләү,നടത്തുക
1015,lehren::V,уҡытыу,പഠിപ്പിക്കുക
1016,lehren::V,өйрәтеү,പഠിപ്പിക്കുക
1017,unterrichten::V,уҡытыу,പരിശീലിപ്പിക്കുക
1018,aufziehen::V,тәрбиәле,വളർത്തിക്കൊണ്ടുവരുക
1019,leiten::V,етәкләү,നയിക്കുക
1020,leiten::V,етәкселек итеү,നയിക്കുക
1021,antreiben::V,ашыҡтырыу,പ്രേരിപ്പിക്കുക
1022,lassen::V,мәжбүр итеү,അനുവദിക്കുക
1023,einladen::V,саҡырыу,ക്ഷണിക്കുക
1024,vereinigen::V,берләштереү,കൂടിച്ചേരുക
1025,besuchen::V,килеп сығыу,സന്ദർശിക്കുക
1026,treffen::V,тойоү,തമ്മിൽ കാണുക
1027,treffen::V,осратыу,തമ്മിൽ കാണുക
1028,treffen::V,ҡаршылау,തമ്മിൽ കാണുക
1029,sich versammeln::V,йыйылыу,സംയോജിപ്പിക്കുക
1030,spielen::V,тартыу,കളിക്കുക
1031,singen::V,йырлау,പാടുക
1032,tanzen::V,бейеү,നൃത്തം ചെയ്യുക
1033,sich trennen::V,айырылышыу,നേർപെടുത്തുക
1034,verlassen::V,ташлау,പിൻവാങ്ങുക
1035,verlassen::V,ташлап китеү,പിൻവാങ്ങുക
1036,retten::V,ҡотҡарыу,രക്ഷിക്കുക
1037,bewachen::V,һаҡлау,കാവൽനിൽക്കുക
1038,schützen::V,һаҡлау,പരിരക്ഷിക്കുക
1039,verteidigen::V,яҡлау,പ്രതിരോധിക്കുക
1040,sich schlagen::V,һуғышыу,കലഹിക്കുക
1041,schießen::V,атыу,വെടിവെക്കുക
1042,siegen::V,еңеү,വിജയിക്കുക
1043,ärgern::V,асыуландырыу,വിഷമിപ്പിക്കുക
1044,schlagen::V,бәреү,അടിക്കുക
1045,schlagen::V,туҡмау,അടിക്കുക
1046,treten::V,тибеү,തൊഴിക്കുക
1047,treten::V,типкеләү,തൊഴിക്കുക
1048,stechen::V,сәнсеү,കുത്തുക
1049,stoßen::V,этеү,തള്ളുക
1050,stoßen::V,төртөү,തള്ളുക
1051,stehlen::V,урлау,മോഷ്ടിക്കുക
1052,stören::V,ҡамасаулау,ശല്യപ്പെടുത്തുക
1053,belästigen::V,бимазалау,മെനക്കെടുക
1054,belästigen::V,ҡамасаулау,മെനക്കെടുക
1055,verbergen::V,йәшереү,മറയ്ക്കുക
1056,verbergen::V,йәшереү,ഒളിക്കുക
1057,täuschen::V,ултыртыу,കബളിപ്പിക്കുക
1058,betrügen::V,алдау,ചതിക്കുക
1059,töten::V,үлтереү,കൊല്ലുക
1060,wohnen::V,йәшәү,താമസിക്കുക
1061,arbeiten::V,эшләү,ജോലിചെയ്യുക
1062,sammeln::V,йыйыу,സഞ്ചയിക്കുക
1063,pflücken::V,өҙөү,പറിച്ചെടുക്കുക
1064,jagen::V,аулау,വേട്ടയാടുക
1065,fischen::V,аулау,മീൻ പിടിക്കുക
1066,fassen::V,тотоу,പിടിക്കുക
1067,hüten::V,көтөү,ചേർക്കുക
1068,treiben::V,ҡыуыу,വാഹനം_ഓടിക്കുക
1069,anbinden::V,бәйләү,കെട്ടിയിടുക
1070,füttern::V,ашатыу,തീറ്റുക
1071,melken::V,һауыү,പാലുകറക്കുക
1072,hacken::V,турау,വെട്ടിമുറിക്കുക
1073,hacken::V,тапау,വെട്ടിമുറിക്കുക
1074,gießen::V,ҡойоу,നനയ്ക്കുക
1075,reifen::V,өлғөрөү,പാകമാകുക
1076,zubereiten::V,бешереү,പാചകം_ചെയ്യുക
1077,kochen::V,бешереү,വേവിക്കുക
1078,backen::V,бешереү,ബേക്ക് ചെയ്യുക
1079,braten::V,ҡурыу,പോരിക്കുക
1080,umrühren::V,ҡатнаштырыу,ഇളക്കുക
1081,stricken::V,бәйләү,മെടയുക
1082,nähen::V,тегеү,തുന്നുക
1083,färben::V,буяу,ചായം പൂശുക
1084,reinigen::V,таҙартыу,വൃത്തിയാക്കുക
1085,waschen::V,йыуыу,കഴുകുക
1086,abwischen::V,һөртөү,തുടയ്ക്കുക
1087,spülen::V,сайҡау,കഴുകുക
1088,fegen::V,һепереү,അടിച്ചുവാരുക
1089,kehren::V,һепереү,അടിച്ചുവാരുക
1090,baden::V,һыу инеү,നീന്തിത്തുടിക്കുക
1091,sich waschen::V,йыуыныу,കഴുകുക
1092,ausziehen::V,сисеү,ഇഴുക്കുക
1093,anziehen::V,кейеү,ഉടുക്കുക
1094,sich anziehen::V,кейенеү,ധരിച്ച നേടുകയുക
1095,kämmen::V,тарау,മുടിചീകുക
1096,schmücken::V,биҙәү,അലങ്കരിക്കുക
1097,sagen::V,әйтеү,പറയുക
1098,sprechen::V,әйтеү,സംസാരിക്കുക
1099,sprechen::V,һөйләшеү,സംസാരിക്കുക
1100,reden::V,һөйләшеү,സംസാരിക്കുക
1101,sich unterhalten::V,әңгәмәләшеү,നർമ്മസല്ലാപം നടത്തുക
1102,fragen::V,һорау,ചോദിക്കുക
1103,bitten::V,үтенеү,അപേക്ഷിക്കുക
1104,erzählen::V,һөйләү,പറയുക
1105,mitteilen::V,әйтеү,അറിയിക്കുക
1106,nennen::V,атау,പേരിടുക
1107,nennen::V,исемләү,പേരിടുക
1108,rufen::V,саҡырыу,വിളിക്കുക
1109,prahlen::V,маҡтаныу,പൊങ്ങച്ചം പറയുക
1110,prahlen::V,шапырыныу,പൊങ്ങച്ചം പറയുക
1111,übersetzen::V,тәржемә итеү,പരിഭാഷപ്പെടുത്തുക
1112,denken::V,уйлау,ചിന്തിക്കുക
1113,glauben::V,ышаныу,വിശ്വസിക്കുക
1114,bemerken::V,күреү,ശ്രദ്ധിക്കുക
1115,erkennen::V,таныу,തിരിചറിയുക
1116,begreifen::V,аңлау,കൈപ്പിടിയിലാക്കുക
1117,verstehen::V,аңлау,മനസ്സിലാക്കുക
1118,lernen::V,өйрәнеү,പഠിക്കുക
1119,wissen::V,белеү,അറിയുക
1120,sich erinnern an::V,хәтергә алыу,ഓർമിക്കുക
1121,vergessen::V,онотоу,മറക്കുക
1122,messen::V,үлсәү,അളക്കുക
1123,zählen::V,һанау,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1124,rechnen::V,һанау,ഗണിക്കുക
1125,lesen::V,уҡыу,വായിക്കുക
1126,malen::V,һүрәт яһау,ചിത്രം വരയ്ക്കുക
1127,malen::V,рәсем төшөрөү,ചിത്രം വരയ്ക്കുക
1128,zeichnen::V,һүрәт яһау,വരയ്ക്കുക
1129,zeichnen::V,рәсем төшөрөү,വരയ്ക്കുക
