,Concept_ID,tt,sv
840,oder::CNJ,яисә,eller
841,stehen::V,тору,stå
842,sitzen::V,утыру,sitta
843,liegen::V,яту,ligga
844,hängen::V,эленү,hänga
845,werden::V,булу,bli
846,passieren::V,булу,ske
847,passieren::V,булу,hända
848,beginnen::V,башлану,börja
849,enden::V,бетү,ända
850,wechseln::V,үзгәртү,växla
851,aufgehen[Sonne]::V,чыгу,gå upp
852,untergehen[Sonne]::V,бату,gå ned
853,scheinen[Sonne]::V,яктырту,skina
854,donnern::V,күкрәү,dundra
855,wehen::V,исү,blåsa
856,strömen::V,агу,forsa
857,strömen::V,агу,strömma
858,fließen::V,агу,flyta
859,sich drehen::V,бөтерелү,snurra
860,schwanken::V,икеләнү,vackla
861,schwingen::V,тирбәлү,svinga
862,fallen::V,егылу,falla
863,brennen::V,яну,brinna
864,rauchen::V,төтәү,ryka
865,rauchen::V,төтенләү,ryka
866,regnen::V,яву,regna
867,gefrieren::V,кату,frysa
868,tauen::V,эрү,töa
869,tauen::V,эретү,töa
870,schmelzen::V,эрү,smälta
871,schmelzen::V,эретү,smälta
872,trocknen::V,кибү,torka
873,sieden::V,ургылу,koka
874,sieden::V,ургылу,sjuda
875,faulen::V,черү,ruttna
876,verfaulen::V,черү,ruttna
877,reißen::V,өзелү,brista
878,versinken::V,бату,sjunka
879,vergehen::V,авышу,förgå
880,erscheinen::V,пәйда булу,synas
881,erscheinen::V,пәйда булу,visa sig
882,verschwinden::V,югалу,försvinna
883,verschwinden::V,юк булу,försvinna
884,sinken::V,кимү,sjunka
885,sinken::V,кайту,sjunka
886,abnehmen::V,азаю,avta
887,abnehmen::V,азаю,minskas
888,zunehmen::V,арту,tilltaga
889,zunehmen::V,күбәю,tilltaga
890,zunehmen::V,ишәю,tilltaga
891,steigen::V,үсү,stiga
892,wachsen::V,үсү,växa
893,glänzen::V,ялкылдау,glimma
894,funkeln::V,ялтырау,tindra
895,funkeln::V,ялтырау,gnistra
896,lärmen::V,шаулау,bråka
897,lärmen::V,шаулау,väsnas
898,läuten::V,шалтырату,ringa
899,klingeln::V,шалтырату,ringa
900,klirren::V,чылтырау,klirra
901,brausen::V,давыллау,brusa
902,brausen::V,дулау,brusa
903,rauschen::V,кыштырдау,susa
904,klingen::V,ишетелү,låta
905,klingen::V,ишетелү,klinga
906,bellen::V,өрү,skälla
907,heulen::V,улау,yla
908,heulen::V,улау,tjuta
909,blasen::V,өрү,blåsa
910,pfeifen::V,сызгырту,vissla
911,schreien::V,кычкыру,skrika
912,stöhnen::V,ыңгырашу,stöna
913,zittern::V,калтырау,darra
914,zittern::V,калтырау,skälva
915,zittern::V,калтырану,darra
916,zittern::V,калтырану,skälva
917,leben::V,яшәү,leva
918,leben::V,гомер итү,leva
919,geboren werden::V,туу,födas
920,atmen::V,сулау,andas
921,trinken::V,эчү,dricka
922,essen::V,ашау,äta
923,schlucken::V,йоту,svälja
924,müde werden::V,ялыгу,tröttna
925,müde werden::V,йөгенү,tröttna
926,einschlafen::V,йокыга китү,somna
927,schlafen::V,йоклау,sova
928,aufwachen::V,уяну,vakna
929,aufstehen::V,тору,stiga upp
930,sich erholen::V,ял алу,repa sig
931,sich erholen::V,ял алу,hämta sig
932,sich erholen::V,истирахәт итү,repa sig
933,sich erholen::V,истирахәт итү,hämta sig
934,krank werden::V,чирләү,insjukna
935,krank sein::V,чирләү,vara sjuk
936,schmerzen::V,авырту,smärta
937,schmerzen::V,авырту,göra ont
938,husten::V,ютәлләү,hosta
939,genesen::V,савыгу,tillfriskna
940,genesen::V,сәламәтләнү,tillfriskna
941,sterben::V,үлү,dö
942,sterben::V,дөнья кую,dö
943,sterben::V,вафат булу,dö
944,umkommen::V,үлү,omkomma
945,sich bewegen::V,йөрү,röra sig
946,sich rühren::V,кыймылдау,röra på sig
947,sich erheben::V,басу,resa sig
948,sich setzen::V,утыру,sätta sig
949,hinfallen::V,егылу,falla omkull
950,laufen::V,җәяүләү,löpa
951,schreiten::V,атлау,skrida
952,spazierengehen::V,йөрү,promenera
953,spazierengehen::V,йөргенү,promenera
954,eilen::V,ашыгу,ila
955,sich beeilen::V,ашыгу,skynda sig
956,sich beeilen::V,кызулау,skynda sig
957,sausen::V,җилдерү,susa
958,rennen::V,йөгерү,löpa
959,rennen::V,йөгерү,springa
960,springen::V,сикерү,hoppa
961,klettern::V,үрмәләү,klättra
962,schaukeln::V,атыну,gunga
963,kriechen::V,шуышу,kräla
964,kriechen::V,үрмәләү,kräla
965,schwimmen::V,йөзү,simma
966,tauchen::V,чуму,dyka
967,rudern::V,ишү,ro
968,fahren::V,бару,köra
969,fliegen::V,очу,flyga
970,gehen::V,йөрү,gå
971,weggehen::V,китү,gå bort
972,abfahren::V,кузгалу,resa
973,abfahren::V,кузгалу,avresa
974,anhalten::V,тукталу,stanna
975,hineingehen::V,инү,gå in
976,eintreten::V,инү,träda in
977,kommen::V,килү,komma
978,ankommen::V,бару,ankomma
979,zurückkommen::V,кире кайту,återkomma
980,bleiben::V,калу,bli
981,bleiben::V,калу,förbli
982,warten::V,көтү,vänta
983,erwarten::V,көтү,vänta
984,suchen::V,эзләү,leta
985,finden::V,табу,finna
986,versuchen::V,маташу,försöka
987,vorbereiten::V,хәзерләү,förbereda
988,lieben::V,сөю,älska
989,lieben::V,ярату,älska
990,mögen::V,өнәү,tycka om
991,lachen::V,көлү,skratta
992,rühren::V,дулкынландыру,röra
993,weinen::V,елау,gråta
994,schimpfen::V,сүгү,skälla
995,schimpfen::V,сүгенү,skälla
996,sich ärgern::V,ачулану,förargas
997,sich fürchten::V,курку,vara rädd
998,fürchten::V,калтырау,frukta
999,fürchten::V,калтырану,frukta
1000,fliehen::V,арка бирү,fly
1001,fliehen::V,арка бирү,rymma
1002,flüchten::V,качу,fly
1003,sehen::V,күрү,se
1004,anschauen::V,карау,se på
1005,anschauen::V,карау,betrakta
1006,ansehen::V,карау,åse
1007,ansehen::V,күзәтү,åse
1008,hören::V,ишетү,höra
1009,zuhören::V,тыңлау,höra på
1010,zuhören::V,тыңлау,lyssna till
1011,probieren::V,тату,smaka
1012,probieren::V,тату,smaka på
1013,riechen::V,иснәү,lukta
1014,fühlen::V,тою,känna
1015,fühlen::V,сизү,känna
1016,scheinen::V,күренү,verka
1017,scheinen::V,күренү,tyckas
1018,zu sehen sein::V,күренү,synas
1019,zu sehen sein::V,күренү,kunna ses
1020,vernehmen::V,ишетү,få veta
1021,vernehmen::V,ишетү,förnimma
1022,frieren::V,өшү,frysa
1023,frieren::V,күшегү,frysa
1024,tun::V,итү,göra
1025,können::V,алу,kunna
1026,wollen::V,теләү,vilja
1027,anfangen::V,керешү,börja
1028,beenden::V,бетерү,avsluta
1029,beenden::V,тәмамлау,avsluta
1030,aufhören::V,бетү,sluta
1031,aufhören::V,бетү,upphöra
1032,gelingen::V,уңу,lyckas
1033,geraten::V,сабышу,bli
1034,öffnen::V,ачу,öppna
1035,schließen::V,ябу,låsa
1036,schließen::V,ябу,stänga
1037,stellen::V,кую,ställa
1038,setzen::V,утырту,sätta
1039,legen::V,яткыру,lägga
1040,berühren::V,тию,beröra
1041,verbinden::V,ялгау,förbinda
1042,bedecken::V,өрту,täcka
1043,bedecken::V,өрту,betäcka
1044,bedecken::V,каплау,täcka
1045,bedecken::V,каплау,betäcka
1046,bedecken::V,томалау,täcka
1047,bedecken::V,томалау,betäcka
1048,aufhängen::V,асу,hänga
1049,aufhängen::V,асу,hänga upp
1050,anzünden::V,кабызу,tända
1051,anzünden::V,кабызу,antända
1052,anzünden::V,кабызу,tända på
1053,aufheben::V,күтәрү,lyfta
1054,zurücklassen::V,калдыру,lämna
1055,zurücklassen::V,калдыру,efterlämna
1056,verlieren::V,югалту,mista
1057,verlieren::V,югалту,förlora
1058,fallen lassen::V,төшерү,tappa
1059,fallen lassen::V,төшерү,släppa
1060,machen::V,ясау,göra
1061,machen::V,эшләү,göra
1062,herstellen::V,ясау,tillverka
1063,herstellen::V,ясау,framställa
1064,bauen::V,кору,bygga
1065,reparieren::V,төзәтү,reparera
1066,verbessern::V,яхшырту,rätta
1067,verbessern::V,яхшырту,förbättra
1068,ändern::V,үзгәртү,ändra
1069,ändern::V,үзгәртү,förändra
1070,graben::V,казу,gräva
1071,beugen::V,ию,böja
1072,biegen::V,бөгү,böja
1073,biegen::V,бөгү,kröka
1074,drehen::V,бору,vrida
1075,drehen::V,бөтерү,vrida
1076,wenden::V,бору,vända
1077,umdrehen::V,түнтәрү,vrida om
1078,heben::V,күтәрү,häva
1079,hochheben::V,күтәрү,lyfta
1080,ergreifen::V,эләктерү,gripa
1081,halten::V,тоту,hålla
1082,drücken::V,кысу,trycka
1083,schieben::V,кузгату,skjuta
1084,kratzen::V,тырнау,riva
1085,kratzen::V,тырнау,skrapa
1086,lecken::V,ялау,slicka
1087,beißen::V,тешләү,bita
1088,abreißen::V,өзү,slita_av
1089,abreißen::V,өзү,riva_av
1090,abschneiden::V,кыю,skära av
1091,abschneiden::V,кисү,skära av
1092,binden::V,бәйләү,binda
1093,stecken::V,төртү,sticka
1094,stecken::V,тыгу,sticka
1095,brechen::V,сындыру,bryta
1096,brechen::V,сындыру,brista
1097,klopfen::V,шаку,banka
1098,klopfen::V,шаку,klappa
1099,klopfen::V,шакылдау,banka
1100,klopfen::V,шакылдау,klappa
1101,hauen::V,кыйнау,hugga
1102,kleben::V,ябыштыру,klistra
1103,reiben::V,ышку,gnida
1104,streichen::V,ягу,smörja
1105,schleifen::V,кайрау,slipa
1106,schneiden::V,кисү,skära
1107,schneiden::V,кисү,klippa
1108,rütteln::V,селкетү,skaka
1109,schütteln::V,селкетү,rista
1110,schwenken::V,болгау,svänga
1111,schütten::V,кою,hälla
1112,füllen::V,тутыру,fylla
1113,einwickeln::V,төрү,slå in
1114,einwickeln::V,төрү,veckla in
1115,tragen::V,ташу,bära
1116,schleppen::V,сөйрәү,släpa
1117,schleppen::V,өстерәү,släpa
1118,ziehen::V,тарту,dra
1119,aufbewahren::V,саклау,förvara
1120,aufbewahren::V,саклау,ta vara på
1121,werfen::V,ыргыту,kasta
1122,fangen::V,тоту,fånga
1123,packen::V,эләктерү,gripa
1124,packen::V,эләктерү,gripa tag
1125,verstecken::V,яшерү,gömma
1126,teilen::V,бүлү,dela
1127,schicken::V,җибәрү,skicka
1128,bringen::V,китерү,bringa
1129,hinzufügen::V,өстәү,tillägga
1130,bekommen::V,алу,få
1131,bekommen::V,алу,erhålla
1132,erhalten::V,алу,få
1133,erhalten::V,алу,erhålla
1134,nehmen::V,алу,ta
1135,nehmen::V,алу,taga
1136,wählen::V,сайлау,välja
1137,auswählen::V,сайлау,utvälja
1138,bewahren::V,саклау,bevara
1139,behindern::V,комачаулау,hindra
1140,behindern::V,комачаулау,förhindra
1141,verderben::V,бозу,förstöra
1142,beschädigen::V,бозу,skada
1143,zerbrechen::V,вату,bryta isär
1144,zerbrechen::V,вату,bryta sönder
1145,zerreißen::V,өзү,riva sönder
1146,zerreißen::V,өзү,slita sönder
1147,zerreißen::V,ерту,riva sönder
1148,zerreißen::V,ерту,slita sönder
1149,zerstören::V,җимерү,förstöra
1150,verbrennen::V,яндыру,bränna
1151,verbrennen::V,яндыру,bränna upp
1152,verbrennen::V,көйдерү,bränna
1153,verbrennen::V,көйдерү,bränna upp
1154,geben::V,бирү,ge
1155,reichen::V,тапшыру,räcka
1156,schenken::V,бүләкләү,skänka
1157,versprechen::V,вәгъдә бирү,lova
1158,wünschen::V,котлау,önska
1159,loben::V,мактау,lova
1160,loben::V,мактау,beröma
1161,küssen::V,үбү,pussa
1162,wiegen::V,тирбәтү,vagga
1163,zudecken::V,ябу,täcka
1164,zudecken::V,бөркәү,täcka
1165,wecken::V,уяту,väcka
1166,zeigen::V,күрсәтү,visa
1167,führen::V,йөртү,föra
1168,lehren::V,өйрәтү,lära
1169,unterrichten::V,укыту,undervisa
1170,aufziehen::V,асрау,uppfostra
1171,leiten::V,җитәкләү,leda
1172,antreiben::V,куалау,driva på
1173,antreiben::V,әйдәләү,driva på
1174,antreiben::V,ашыктыру,driva på
1175,lassen::V,мәҗбүр итү,få att
1176,einladen::V,чакыру,bjuda
1177,einladen::V,чакыру,inbjuda
1178,vereinigen::V,берләштерү,förena
1179,besuchen::V,керешү,besöka
1180,treffen::V,очрату,möta
1181,treffen::V,очрату,träffa
1182,sich versammeln::V,җыелышу,församla sig
1183,spielen::V,уйнау,leka
1184,spielen::V,уйнау,spela
1185,singen::V,җырлау,sjunga
1186,tanzen::V,бию,dansa
1187,sich trennen::V,аерылу,skiljas
1188,sich trennen::V,ташлашу,skiljas
1189,verlassen::V,ташлау,lämna
1190,verlassen::V,ташлау,överge
1191,verlassen::V,калдыру,lämna
1192,verlassen::V,калдыру,överge
1193,retten::V,коткару,rädda
1194,bewachen::V,каравыллау,bevaka
1195,schützen::V,ышыклау,skydda
1196,schützen::V,ышыклау,beskydda
1197,verteidigen::V,яклау,försvara
1198,verteidigen::V,саклау,försvara
1199,sich schlagen::V,сугышу,slåss
1200,schießen::V,ату,skjuta
1201,siegen::V,җиңү,segra
1202,ärgern::V,ачуландыру,förarga
1203,schlagen::V,ору,slå
1204,schlagen::V,бәрү,slå
1205,schlagen::V,тукмау,slå
1206,treten::V,тибү,sparka
1207,stechen::V,кадау,sticka
1208,stoßen::V,этү,stöta
1209,stehlen::V,урлау,stjäla
1210,stören::V,комачаулау,störa
1211,belästigen::V,борчу,genera
1212,belästigen::V,борчу,besvära
1213,belästigen::V,билмазалау,genera
1214,belästigen::V,билмазалау,besvära
1215,verbergen::V,яшерү,dölja
1216,täuschen::V,алдату,vilseleda
1217,betrügen::V,хәрәмләшү,bedra
1218,töten::V,үтерү,döda
1219,wohnen::V,яшәү,bo
1220,arbeiten::V,эшләү,arbeta
1221,sammeln::V,туплау,samla
1222,pflücken::V,өзү,plocka
1223,jagen::V,аулау,jaga
1224,fischen::V,балык тоту,fiska
1225,fassen::V,тоту,fånga
1226,hüten::V,көтү,vakta
1227,treiben::V,куалау,driva
1228,anbinden::V,бәйләү,binda fast
1229,füttern::V,туйдыру,fodra
1230,melken::V,саву,mjölka
1231,hacken::V,чабу,hacka
1232,gießen::V,сугару,hälla
1233,gießen::V,сугару,vattna
1234,reifen::V,җитешү,mogna
1235,zubereiten::V,пешеренү,tillaga
1236,zubereiten::V,пешеренү,tillreda
1237,kochen::V,пешерү,koka
1238,kochen::V,кайнату,koka
1239,backen::V,пешерү,baka
1240,braten::V,куыру,steka
1241,braten::V,кыздыру,steka
1242,umrühren::V,бутау,röra om
1243,umrühren::V,болгату,röra om
1244,stricken::V,бәйләү,sticka
1245,nähen::V,тегү,sy
1246,färben::V,ману,färga
1247,reinigen::V,чистарту,rensa
1248,reinigen::V,чистарту,rengöra
1249,waschen::V,юу,tvätta
1250,abwischen::V,сөртү,torka av
1251,spülen::V,чайкау,spola
1252,spülen::V,чайкау,skölja
1253,fegen::V,себерү,feja
1254,kehren::V,себерү,sopa
1255,baden::V,коену,bada
1256,sich waschen::V,юыну,tvätta sig
1257,ausziehen::V,чишенү,ta av
1258,anziehen::V,кию,ta på
1259,sich anziehen::V,киенү,klä på sig
1260,kämmen::V,тарау,kamma
1261,schmücken::V,бизәү,pynta
1262,schmücken::V,бизәү,smycka
1263,schmücken::V,бизәкләү,pynta
1264,schmücken::V,бизәкләү,smycka
1265,sagen::V,дию,säga
1266,sagen::V,әйтү,säga
1267,sprechen::V,сөйләү,tala
1268,sprechen::V,сөйләшү,tala
1269,reden::V,сөйләү,tala
1270,reden::V,сөйләү,prata
1271,sich unterhalten::V,сөйләшү,prata
1272,fragen::V,сорау,fråga
1273,fragen::V,сорау,spörja
1274,fragen::V,сорашу,fråga
1275,fragen::V,сорашу,spörja
1276,bitten::V,үтенү,be
1277,erzählen::V,сөйләү,berätta
1278,mitteilen::V,белдерү,meddela
1279,nennen::V,дию,kalla
1280,rufen::V,дәшү,ropa
1281,prahlen::V,мактану,pråla
1282,prahlen::V,мактану,skryta
1283,prahlen::V,шапырыну,pråla
1284,prahlen::V,шапырыну,skryta
1285,übersetzen::V,күчерү,tolka
1286,übersetzen::V,күчерү,översätta
1287,denken::V,уйлау,tänka
1288,glauben::V,инану,tro
1289,bemerken::V,искәрү,uppmärksamma
1290,bemerken::V,искәрү,lägga märke till
1291,erkennen::V,тану,känna igen
1292,begreifen::V,аңлау,begripa
1293,begreifen::V,төшенү,begripa
1294,verstehen::V,аңлау,förstå
1295,verstehen::V,төшенү,förstå
1296,lernen::V,уку,lära sig
1297,lernen::V,өйрәнү,lära sig
1298,wissen::V,белү,veta
1299,sich erinnern an::V,хәтерләү,minnas
1300,sich erinnern an::V,хәтерләү,komma ihåg
1301,vergessen::V,оныту,glömma
1302,messen::V,үлчәү,mäta
1303,zählen::V,санау,räkna
1304,rechnen::V,исәпләү,räkna
1305,lesen::V,уку,läsa
1306,malen::V,рәсем ясау,måla
1307,malen::V,сурәт ясау,måla
1308,malen::V,сурәтләү,måla
1309,zeichnen::V,язу-сызу,teckna
1310,zeichnen::V,сурәт ясау,teckna
1311,schreiben::V,язу,skriva
1312,besitzen::V,биләү,äga
1313,besitzen::V,биләү,besitta
1314,kaufen::V,алу,köpa
1315,verkaufen::V,сату,sälja
1316,bezahlen::V,түләү,betala
1317,zahlen::V,түләү,betala
1318,beherrschen::V,ия булу,behärska
1319,ertragen::V,чыдау,tåla
1320,ertragen::V,чыдау,uthärda
