,Concept_ID,la,pl
202,Pilz::N,fungus,grzyb
203,Zwiebel::N,cepa,cebula
204,Saat::N,seges,siew
205,Korn::N,granum,ziarno
206,Heu::N,faenum,siano
207,Schale::N,putamen,łupina
208,Grube::N,fovea,dół
209,Grube::N,fovea,jama
210,Falle::N,pedica,pułapka
211,Schlinge::N,laqueus,sidła
212,Spur::N,vestigium,ślad
213,Asche::N,cinis,popiół
214,Dreck::N,lutum,brud
215,Eisen::N,ferrum,żelazo
216,Gold::N,aurum,złoto
217,Silber::N,argentum,srebro
218,Kohle::N,carbo,węgiel
219,Glas::N,vitrum,szkło
220,Lehm::N,lutum,glina
221,Sand::N,arena,piasek
222,Mensch::N,homo,człowiek
223,Mann::N,vir,mężczyzna
224,Frau::N,mulier,kobieta
225,Kind::N,puer,dziecko
226,Kind::N,infans,dziecko
227,Junge::N,puer,chłopak
228,Junge::N,puer,chłopiec
229,Mädchen::N,puella,dziewczynka
230,Familie::N,familia,rodzina
231,Großvater::N,avus,dziadek
232,Großmutter::N,avia,babka
233,Eltern::N,parentes,rodzice
234,Vater::N,pater,ojciec
235,Mutter::N,mater,matka
236,Sohn::N,filius,syn
237,Tochter::N,filia,córka
238,Bruder::N,frater,brat
239,Schwester::N,soror,siostra
240,Onkel::N,patruus,wuj
241,Onkel::N,patruus,stryj
242,Onkel::N,avunculus,wuj
243,Onkel::N,avunculus,stryj
244,Tante::N,amita,ciotka
245,Ehemann::N,maritus,mąż
246,Ehefrau::N,uxor,żona
247,Freude::N,gaudium,radość
248,Freude::N,laetitia,radość
249,Gelächter::N,risus,śmiech
250,Glück::N,felicitas,szczęście
251,Kummer::N,aegritudo,zmartwienie
252,Wunsch::N,voluntas,życzenie
253,Wunsch::N,desiderium,życzenie
254,Lust::N,libido,chęć
255,Lust::N,libido,ochota
256,Lust::N,voluptas,chęć
257,Lust::N,voluptas,ochota
258,Geist::N,mens,duch
259,Geist::N,animus,duch
260,Gedanke::N,sententia,myśl
261,Gedächtnis::N,memoria,pamięć
262,Verstand::N,ratio,rozum
263,Verstand::N,ingenium,rozum
264,Sinn::N,sensus,zmysł
265,Grund::N,causa,powód
266,Wahrheit::N,veritas,prawda
267,Gespräch::N,sermo,rozmowa
268,Märchen::N,fabula,bajka
269,Erzählung::N,fabula,opowiadanie
270,Erzählung::N,narratio,opowiadanie
271,Nachricht::N,nuntius,wiadomość
272,Neuigkeit::N,novitas,nowina
273,Name::N,nomen,imię
274,Rätsel::N,aenigma,zagadka
275,Rede::N,oratio,mowa
276,Sprache::N,lingua,język
277,Stimme::N,vox,głos
278,Wort::N,verbum,słowo
279,Wort::N,vocabulum,słowo
280,Zeichen::N,signum,znak
281,Ruf::N,clamor,wołanie
282,Lärm::N,strepitus,hałas
283,Lärm::N,strepitus,zgiełk
284,Laut::N,sonus,dźwięk
285,Ton::N,sonus,ton
286,Ton::N,sonus,dźwięk
287,Lied::N,carmen,pieśń
288,Lied::N,carmen,piosenka
289,Ruhe::N,quies,spokój
290,Leute::N,homines,ludzie
291,Volk::N,populus,naród
292,Arbeit::N,labor,praca
293,Arbeit::N,labor,robota
294,Gast::N,hospes,gość
295,Gast::N,conviva,gość
296,Geschenk::N,munus,prezent
297,Geschenk::N,munus,podarunek
298,Spiel::N,ludus,gra
299,Spiel::N,ludus,zabawa
300,Gesellschaft::N,societas,towarzystwo
301,Hilfe::N,auxilium,pomoc
302,Hilfe::N,subsidium,pomoc
303,Freund::N,amicus,przyjaciel
304,Kamerad::N,socius,kolega
305,Angelegenheit::N,res,sprawa
306,Anzahl::N,numerus,ilość
307,Art::N,genus,rodzaj
308,Stück::N,frustum,kawałek
309,Stück::N,fragmentum,kawałek
310,Teil::N,pars,część
311,Hälfte::N,dimidium,połowa
312,Kreis::N,orbis,krąg
313,Kreis::N,circus,krąg
314,Kreuz::N,crux,krzyż
315,Linie::N,linea,linia
316,Strich::N,lineamentum,kreska
317,Abstand::N,intervallum,odstęp
318,Entfernung::N,spatium,odległość
319,Gegend::N,loca,okolica
320,Gegend::N,regio,okolica
321,Platz::N,locus,miejsce
322,Ort::N,locus,miejsce
323,Seite::N,latus,bok
324,Seite::N,latus,strona
325,Mitte::N,medium,środek
326,Gegenstand::N,res,przedmiot
327,Sache::N,res,rzecz
328,Rand::N,margo,skraj
329,Rand::N,margo,krawędź
330,Kante::N,angulus,kant
331,Kante::N,angulus,krawędź
332,Ecke::N,angulus,róg
333,Spitze::N,cacumen,ostrze
334,Ende::N,caput,koniec
335,Loch::N,foramen,dziura
336,Winkel::N,angulus,kąt
337,Winkel::N,angulus,kącik
338,Muster::N,exemplum,wzór
339,Größe::N,magnitudo,rozmiar
340,Größe::N,magnitudo,wielkość
341,Länge::N,longitudo,długość
342,Höhe::N,altitudo,wysokość
343,Gewicht::N,pondus,ciężar
344,Menge::N,copia,ilość
345,Haufen::N,acervus,kupa
346,Reihe::N,ordo,rząd
347,Reihe::N,ordo,szereg
348,Boot::N,navicula,łódź
349,Boot::N,navicula,łódka
350,Ruder::N,remus,wiosło
351,Schlitten::N,sclodia,sanki
352,Ski::N,narta,narta
353,Lagerfeuer::N,ignis,ognisko
354,Last::N,onus,ciężar
355,Last::N,onus,brzemię
356,Gang::N,cursus,chód
357,Schritt::N,gradus,krok
358,Norden::N,septentriones,północ
359,Süden::N,meridies,południe
360,Westen::N,occidens,zachód
361,Osten::N,oriens,wschód
362,Holz::N,lignum,drzewo
363,Brett::N,tabula,deska
364,Platte::N,lamina,płyta
365,Stütze::N,adminiculum,podpora
366,Stange::N,pertica,drąg
367,Stange::N,pertica,żerdź
368,Stock::N,baculum,kij
369,Stock::N,baculum,laska
370,Stab::N,scipio,pręt
371,Rohr::N,tubus,rura
372,Haus::N,aedes,dom
373,Heim::N,domicilium,dom
374,Ofen::N,fornax,piec
375,Fußboden::N,solum,podłoga
376,Tisch::N,mensa,stół
377,Stuhl::N,sella,krzesło
378,Wiege::N,cunae,kołyska
379,Bett::N,lectus,łóżko
380,Bett::N,lectus,pościel
381,Regal::N,foruli,regał
382,Kiste::N,cista,skrzynia
383,Fenster::N,fenestra,okno
384,Tür::N,ianua,drzwi
385,Tor::N,porta,brama
386,Zaun::N,saepes,płot
387,Zaun::N,saepes,parkan
388,Dach::N,tectum,dach
389,Leiter::N,scalae,drabina
390,Besen::N,scopae,miotła
391,Spaten::N,pala,rydel
392,Schaufel::N,pala,łopata
393,Gabel::N,fuscinula,widelec
394,Löffel::N,coclear,łyżka
395,Messer::N,culter,nóż
396,Nagel::N,clavus,gwóźdź
397,Netz::N,rete,sieć
398,Haken::N,hamus,hak
399,Griff::N,manubrium,chwyt
400,Schloss::N,claustra,zamek
401,Bild::N,tabula,obraz
402,Bild::N,pictura,obraz
403,Figur::N,statunculum,figura
404,Puppe::N,pupa,lalka
405,Beutel::N,sacculus,torba
406,Bündel::N,fascis,wiązka
407,Tasche::N,sacculus,torba
408,Eimer::N,situla,kubeł
409,Eimer::N,situla,wiadro
410,Deckel::N,operculum,przykrywka
411,Geschirr::N,vasa,statki
412,Geschirr::N,vasa,naczynia
413,Sack::N,saccus,worek
414,Tasse::N,pocillum,filiżanka
415,Topf::N,olla,garnek
416,Kessel::N,aenum,kocioł
417,Essen::N,cena,jedzenie
418,Nahrung::N,cibus,pokarm
419,Nahrung::N,cibus,pożywienie
420,Nahrung::N,alimenta,pokarm
421,Nahrung::N,alimenta,pożywienie
422,Speise::N,cibus,potrawa
423,Speise::N,cibus,jedzenie
424,Fleisch::N,caro,mięso
425,Getreide::N,frumentum,zboże
426,Brei::N,puls,kasza
427,Brot::N,panis,chleb
428,Scheibe::N,frustum,kromka
429,Fett::N,pingue,tłuszcz
430,Butter::N,butȳrum,masło
431,Öl::N,oleum,olej
432,Salz::N,sal,sól
433,Suppe::N,ius,zupa
434,Honig::N,mel,miód
435,Milch::N,lac,mleko
436,Tee::N,thea,herbata
437,Leder::N,corium,skóra
438,Wolle::N,lana,wełna
439,Stoff::N,textum,tkanina
440,Stoff::N,textum,materiał
441,Nadel::N,acus,igła
442,Faden::N,filum,nić
443,Faden::N,filum,nitka
444,Knopf::N,bulla,guzik
445,Knoten::N,nodus,węzeł
446,Farbe::N,pigmentum,farba
447,Kleidung::N,vestimenta,odzież
448,Hemd::N,tunica,koszula
449,Kragen::N,collare,kołnierz
450,Ärmel::N,manica,rękaw
451,Hose::N,bracae,spodnie
452,Gürtel::N,cingulum,pasek
453,Mütze::N,pilleus,czapka
454,Schuh::N,calceus,but
455,Schuh::N,calceus,bucik
456,Stiefel::N,pero,but
457,Stiefel::N,pero,kozak
458,Stiefel::N,caliga,but
459,Stiefel::N,caliga,kozak
460,Ring::N,anulus,pierścień
461,Band::N,redimiculum,wstęga
462,Kamm::N,pecten,grzebień
463,Spiegel::N,speculum,lustro
464,Riemen::N,lorum,rzemień
465,Schnur::N,linum,sznur
466,Leine::N,retinaculum,smycz
467,Decke::N,lodix,kołdra
468,Kissen::N,pulvinus,poduszka
469,Tuch::N,velum,chustka
470,Handtuch::N,mantele,ręcznik
471,Kraft::N,vis,moc
472,Kraft::N,vis,siła
473,Stärke::N,robur,moc
474,Stärke::N,robur,siła
475,Gesundheit::N,valetudo,zdrowie
476,Krankheit::N,morbus,choroba
477,Schmerz::N,dolor,ból
478,Wunde::N,vulnus,rana
479,Fieber::N,febris,gorączka
480,Arznei::N,remedium,lekarstwo
481,Brücke::N,pons,most
482,Brunnen::N,puteus,studnia
483,Weide::N,pascua,pastwisko
484,Pfad::N,semita,ścieżka
485,Weg::N,iter,droga
486,Straße::N,via,ulica
487,Dorf::N,vicus,wieś
488,Stadt::N,urbs,miasto
489,Stadt::N,oppidum,miasto
490,Brief::N,epistula,list
491,Buch::N,liber,książka
492,Buchstabe::N,littera,litera
493,Zeitung::N,diurnum,gazeta
494,Zeitung::N,diurnum,dziennik
495,Leben::N,vita,życie
496,Tod::N,mors,śmierć
497,Grab::N,sepulcrum,grób
498,Kirche::N,ecclesia,kościół
499,Sünde::N,peccatum,grzech
500,Gott::N,deus,bóg
501,Arbeiter::N,operarius,robotnik
502,Chef::N,praefectus,szef
503,Meister::N,magister,mistrz
504,Meister::N,magister,majster
505,Arzt::N,medicus,lekarz
506,Lehrer::N,magister,nauczyciel
507,Geld::N,aes,pieniądze
508,Geld::N,pecunia,pieniądze
509,Geschäft::N,negotium,sprawa
510,Geschäft::N,negotium,interes
511,Laden::N,taberna,sklep
512,Preis::N,pretium,cena
513,Ware::N,merx,towar
514,Nutzen::N,utilitas,pożytek
515,Reichtum::N,opes,bogactwo
516,Reichtum::N,divitiae,bogactwo
517,Welt::N,mundus,świat
518,Land::N,terra,kraj
519,Staat::N,res publica,państwo
520,König::N,rex,król
521,Macht::N,potestas,władza
522,Grenze::N,limes,granica
523,Krieg::N,bellum,wojna
524,Feind::N,inimicus,wróg
525,Gewalt::N,vis,władza
526,Kampf::N,pugna,bój
527,Kampf::N,pugna,walka
528,Bogen[Waffe]::N,arcus,łuk
529,Pfeil::N,sagitta,strzała
530,Gewehr::N,sclopetum,karabin
531,Fehler::N,error,błąd
532,Lüge::N,mendacium,kłamstwo
533,Schaden::N,damnum,szkoda
534,Schaden::N,detrimentum,szkoda
535,Unglück::N,miseria,nieszczęście
536,Unglück::N,calamitas,nieszczęście
537,Schuld::N,culpa,wina
538,Alter::N,aetas,wiek
539,Schluss::N,finis,koniec
540,Schluss::N,finis,zakończenie
541,Zeit::N,tempus,czas
542,Tag::N,dies,dzień
543,Morgen::N,mane,ranek
544,Morgen::N,mane,poranek
545,Mittag::N,meridies,południe
546,Abend::N,vesper,wieczór
547,Nacht::N,nox,noc
548,Woche::N,septimana,tydzień
549,Monat::N,mensis,miesiąc
550,Jahr::N,annus,rok
551,Frühling::N,ver,wiosna
552,Sommer::N,aestas,lato
553,Herbst::N,autumnus,jesień
554,Winter::N,hiems,zima
555,Januar::N,Ianuarius,styczeń
556,Februar::N,Februarius,luty
557,März::N,Martius,marzec
558,April::N,Aprilis,kwiecień
559,Mai::N,Maius,maj
560,Juni::N,Iunius,czerwiec
561,Juli::N,Iulius,lipiec
562,August::N,Augustus,sierpień
563,September::N,September,wrzesień
564,Oktober::N,Octobris,październik
565,November::N,Novembris,listopad
566,Dezember::N,December,grudzień
567,Montag::N,dies lunae,poniedziałek
568,Dienstag::N,dies Martis ,wtorek
569,Mittwoch::N,dies Mercurii,środa
570,Donnerstag::N,dies Iovis,czwartek
571,Freitag::N,dies Veneris,piątek
572,Samstag::N,dies Saturni,sobota
573,Sonntag::N,dominicus,niedziela
574,Sonntag::N,dies solis,niedziela
575,groß::A,magnus,duży
576,groß::A,magnus,wielki
577,klein::A,parvus,mały
578,lang::A,longus,długi
579,kurz::A,brevis,krótki
580,breit::A,latus,szeroki
581,schmal::A,angustus,wąski
582,dicht::A,densus,gęsty
583,dick[Gegenstand]::A,crassus,gruby
584,dünn::A,tenuis,cienki
585,fein::A,subtilis,drobny
586,fest::A,solidus,mocny
587,fest::A,solidus,twardy
588,fest::A,stabilis,mocny
589,fest::A,stabilis,twardy
590,flach::A,planus,płaski
591,glatt::A,levis,gładki
592,hart::A,durus,twardy
593,weich::A,mollis,miękki
594,rund::A,rotundus,okrągły
595,spitz::A,acutus,spiczasty
596,scharf::A,acer,ostry
597,stumpf::A,hebes,tępy
598,schwer::A,gravis,ciężki
599,schön::A,pulcher,ładny
600,schön::A,pulcher,piękny
601,schön::A,formosus,ładny
602,schön::A,formosus,piękny
603,heiß::A,fervidus,gorący
604,warm::A,calidus,ciepły
605,kalt::A,frigidus,zimny
606,kühl::A,frigidus,chłodny
607,frisch::A,recens,świeży
608,feucht::A,umidus,wilgotny
609,nass::A,madidus,mokry
610,trocken::A,aridus,suchy
611,voll::A,plenus,pełny
612,leer::A,vacuus,pusty
613,leer::A,vacuus,próżny
614,offen::A,apertus,otwarty
615,geschlossen::A,clausus,zamknięty
616,sauber::A,lautus,czysty
617,schmutzig::A,sordidus,brudny
618,roh::A,crudus,surowy
619,reif::A,maturus,dojrzały
620,lecker::A,delicatus,smaczny
621,süß::A,dulcis,słodki
622,bitter::A,amarus,gorzki
623,bitter::A,acerbus,gorzki
624,sauer::A,acidus,kwaśny
625,hell::A,clarus,jasny
626,dunkel::A,obscurus,ciemny
627,schwarz::A,niger,czarny
628,weiß::A,albus,biały
629,rot::A,ruber,czerwony
630,gelb::A,flavus,żółty
631,blau::A,caeruleus,błękitny
632,blau::A,caeruleus,niebieski
633,grün::A,viridis,zielony
634,grau::A,canus,szary
635,bunt::A,varius,barwny
636,billig::A,vilis,tani
637,teuer::A,carus,drogi
638,wertvoll::A,pretiosus,cenny
639,blind::A,caecus,ślepy
640,taub::A,surdus,głuchy
641,kräftig::A,robustus,mocny
642,stark::A,firmus,silny
643,stark::A,validus,silny
644,schwach::A,debilis,słaby
645,schwach::A,infirmus,słaby
646,fett::A,crassus,tłusty
647,schlank::A,procerus,smukły
648,hübsch::A,pulcher,ładny
649,böse::A,improbus,zły
650,dumm::A,stultus,głupi
651,dumm::A,stupidus,głupi
652,faul::A,piger,leniwy
653,fleißig::A,sedulus,pilny
654,geizig::A,avarus,skąpy
655,klug::A,prudens,mądry
656,geschickt::A,sollers,zręczny
657,lieb::A,carus,miły
658,lustig::A,iocosus,wesoły
659,sanft::A,clemens,łagodny
660,hungrig::A,impastus,głodny
661,krank::A,aeger,chory
662,nackt::A,nudus,nagi
663,traurig::A,maestus,smutny
664,lebendig::A,vivus,żywy
665,gut::A,bonus,dobry
666,schlecht::A,malus,zły
667,richtig::A,rectus,słuszny
668,richtig::A,rectus,właściwy
669,schlimm::A,malus,zły
670,wahr::A,verus,prawdziwy
671,alt::A,antiquus,stary
672,neu::A,novus,nowy
673,ehemalig::A,pristinus,były
674,alt[Lebewesen]::A,vetus,stary
675,jung::A,iuvenis,młody
676,arm::A,pauper,ubogi
677,arm::A,pauper,biedny
678,reich::A,dives,bogaty
679,bekannt::A,notus,znany
680,berühmt::A,celeber,słynny
681,berühmt::A,illustris,słynny
682,fremd::A,peregrinus,obcy
683,fremd::A,peregrinus,cudzy
684,verschieden::A,varius,różny
685,nah::A,propinquus,bliski
686,fern::A,longinquus,daleki
687,linker::A,sinister,lewy
688,rechter::A,dexter,prawy
689,anderer::A,alius,inny
690,erster::A,primus,pierwszy
691,zweiter::A,secundus,drugi
692,dritter::A,tertius,trzeci
693,letzter::A,ultimus,ostatni
694,allein::ADV,solum,sam
695,auf einmal::ADV,simul,naraz
696,zusammen::ADV,una,razem
697,lange::ADV,diu,długo
698,plötzlich::ADV,subito,nagle
699,plötzlich::ADV,repente,nagle
700,sofort::ADV,statim,natychmiast
701,später::ADV,postea,później
702,jetzt::ADV,nunc,teraz
703,jetzt::ADV,nunc,obecnie
704,heute::ADV,hodie,dziś
705,heute::ADV,hodie,dzisiaj
706,morgen::ADV,cras,jutro
707,bald::ADV,mox,wkrótce
708,dann::ADV,deinde,potem
709,gestern::ADV,heri,wczoraj
710,einst::ADV,olim,kiedyś
711,einst::ADV,olim,niegdyś
712,damals::ADV,tum,wtedy
713,damals::ADV,tum,wówczas
714,danach::ADV,postea,następnie
715,vorher::ADV,antea,przedtem
716,zuerst::ADV,primo,naprzód
717,zuerst::ADV,primo,najpierw
718,einmal::ADV,semel,raz
719,manchmal::ADV,interdum,czasem
720,oft::ADV,saepe,często
721,immer::ADV,semper,zawsze
722,niemals::ADV,numquam,nigdy
723,hier::ADV,hic,tu
724,hier::ADV,hic,tutaj
725,hierhin::ADV,huc,tu
726,von hier::ADV,hinc,stąd
727,dort::ADV,ibi,tam
728,dorthin::ADV,eo,tam
729,geradeaus::ADV,recte,prosto
730,vorwärts::ADV,porro,naprzód
731,rückwärts::ADV,retro,wstecz
732,zurück::ADV,retro,z powrotem
733,unten::ADV,infra,u dołu
734,unten::ADV,infra,na dole
735,hinab::ADV,pessum,na_dół
736,hinab::ADV,pessum,w_dół
737,oben::ADV,supra,w górze
738,oben::ADV,supra,na górze
739,hinauf::ADV,sursum,w górę
740,hinauf::ADV,sursum,na górę
741,überall::ADV,ubique,wszędzie
742,nicht::ADV,non,nie
743,ein wenig::ADV,paulum,trochę
744,kaum::ADV,vix,ledwie
745,kaum::ADV,vix,prawie nie
746,kaum::ADV,aegre,ledwie
747,kaum::ADV,aegre,prawie nie
748,sehr::ADV,valde,bardzo
749,sehr::ADV,magnopere,bardzo
750,so::ADV,ita,tak
751,noch::ADV,etiam,jeszcze
752,nur::ADV,solum,tylko
753,nur::ADV,tantum,tylko
754,schon::ADV,iam,już
755,wieder::ADV,rursus,znów
756,wieder::ADV,rursus,znowu
757,vergebens::ADV,frustra,na próżno
758,vor::PRP,ante,przed
759,hinter::PRP,post,za
760,unter::PRP,sub,pod
761,durch::PRP,per,przez
762,neben::PRP,iuxta,obok
763,zwischen::PRP,inter,między
764,wegen::PRP,propter,z powodu
765,dies::PRN,hoc,to
766,das::PRN,id,to
767,alles::PRN,omnia,wszystko
768,ich::PRN,ego,ja
769,du::PRN,tu,ty
770,er::PRN,is,on
771,er::PRN,ille,on
772,wir::PRN,nos,my
773,ihr::PRN,vos,wy
774,sie::PRN,ii,oni
775,sie::PRN,illi,oni
776,was::FPRN,quid,co
777,wer::FPRN,quis,kto
778,wo::FADV,ubi,gdzie
779,wohin::FADV,quo,dokąd
780,wie::FADV,quomodo,jak
781,warum::FADV,cur,dlaczego
782,wieviel::FNUM,quantum,ile
783,eins::NUM,unus,jeden
784,zwei::NUM,duo,dwa
785,drei::NUM,tres,trzy
786,vier::NUM,quattuor,cztery
787,fünf::NUM,quinque,pięć
788,sechs::NUM,sex,sześć
789,sieben::NUM,septem,siedem
790,acht::NUM,octo,osiem
791,neun::NUM,novem,dziewięć
792,zehn::NUM,decem,dziesięć
793,elf::NUM,undecim,jedenaście
794,zwölf::NUM,duodecim,dwanaście
795,zwanzig::NUM,viginti,dwadzieścia
796,dreißig::NUM,triginta,trzydzieści
797,vierzig::NUM,quadraginta,czterdzieści
798,fünfzig::NUM,quinquaginta,pięćdziesiąt
799,sechzig::NUM,sexaginta,sześćdziesiąt
800,siebzig::NUM,septuaginta,siedemdziesiąt
801,achtzig::NUM,octoginta,osiemdziesiąt
802,neunzig::NUM,nonaginta,dziewięćdziesiąt
803,hundert::NUM,centum,sto
804,tausend::NUM,mille,tysiąc
805,und::CNJ,et,i
806,und::CNJ,-que,i
807,oder::CNJ,vel,lub
808,oder::CNJ,vel,albo
809,stehen::V,stare,stać
810,sitzen::V,sedere,siedzieć
811,liegen::V,iacere,leżeć
812,hängen::V,pendere,wisieć
813,werden::V,fieri,zostać
814,werden::V,fieri,stać się
815,passieren::V,accidere,dziać się
816,passieren::V,accidere,zdarzyć się
817,beginnen::V,incipere,zacząć się
818,enden::V,finem habere,kończyć się
819,wechseln::V,mutari,zmienić się
820,aufgehen[Sonne]::V,oriri,wzejść
821,untergehen[Sonne]::V,occidere,zajść
822,scheinen[Sonne]::V,lucere,świecić
823,donnern::V,tonare,grzmieć
