,Concept_ID,es,te
359,Stuhl::N,silla,కుర్చీ
360,Wiege::N,cuna,ఉయ్యాల
361,Bett::N,cama,పడక
362,Bett::N,cama,మంచం
363,Regal::N,estantería,అటక
364,Kiste::N,caja,వెట్టె
365,Fenster::N,ventana,కిటికి
366,Tür::N,puerta,ద్వారము
367,Tor::N,puerta,ద్వారము
368,Zaun::N,valla,కంచె
369,Zaun::N,cercado,కంచె
370,Dach::N,techo,ఇంటివైకప్పు
371,Dach::N,tejado,ఇంటివైకప్పు
372,Leiter::N,escalera,నిచ్చెన
373,Besen::N,escoba,చీపురుకట్ట
374,Spaten::N,pala,పాఱ
375,Schaufel::N,pala,పాఱ
376,Schaufel::N,paleta,పాఱ
377,Gabel::N,tenedor,ముండ్లగరిటె
378,Löffel::N,cuchara,గరిటె
379,Messer::N,cuchillo,కత్తి
380,Nagel::N,clavo,మేకు
381,Netz::N,red,వల
382,Haken::N,gancho,కొక్కెము
383,Haken::N,corchete,కొక్కెము
384,Griff::N,asa,పిడి
385,Griff::N,mango,పిడి
386,Schloss::N,cerradura,తాళము
387,Bild::N,imagen,చిత్రము
388,Figur::N,figura,రూపము
389,Puppe::N,muñeca,బొమ్మ
390,Beutel::N,bolsa,సంచి
391,Bündel::N,haz,మూట
392,Tasche::N,bolso,సంచి
393,Eimer::N,cubo,చేద
394,Deckel::N,tapa,మూత
395,Deckel::N,tapadera,మూత
396,Geschirr::N,vajilla,వంటకాలు
397,Sack::N,saco,గోనెసంచి
398,Tasse::N,taza,గిన్నె
399,Topf::N,olla,కుండ
400,Topf::N,marmita,కుండ
401,Kessel::N,caldera,నీరుకాచుపాత్ర
402,Essen::N,comida,ఆహారము
403,Nahrung::N,alimento,ఆహారము
404,Speise::N,plato,ఆహారము
405,Fleisch::N,carne,మాంసము
406,Getreide::N,cereales,ధాన్యము
407,Brei::N,puré,గుజ్జు
408,Brei::N,papilla,గుజ్జు
409,Brot::N,pan,రొట్టె
410,Scheibe::N,lonja,బద్ద
411,Scheibe::N,rebanada,బద్ద
412,Fett::N,grasa,క్రొవ్వు
413,Butter::N,mantequilla,వెన్న
414,Öl::N,aceite,నూనె
415,Salz::N,sal,ఉప్పు
416,Suppe::N,sopa,చారు
417,Honig::N,miel,తెనె
418,Milch::N,leche,పాలు
419,Tee::N,té,తేనీరు
420,Leder::N,cuero,బాగుచేసివతోలు
421,Wolle::N,lana,ఉన్ని
422,Stoff::N,tela,బట్ట
423,Stoff::N,tejido,బట్ట
424,Nadel::N,aguja,సూది
425,Faden::N,hilo,దారము
426,Knopf::N,botón,బొత్తాము
427,Knoten::N,nudo,ముడి
428,Farbe::N,pintura,రంగు
429,Kleidung::N,ropa,బట్టలు
430,Kleidung::N,vestidos,బట్టలు
431,Hemd::N,camisa,చొక్కాయ
432,Kragen::N,cuello,మాల
433,Ärmel::N,manga,చొక్కాయచెయ్యి
434,Hose::N,pantalón,ఇజారు
435,Gürtel::N,cinturón,పటకా
436,Mütze::N,gorro,టోపి
437,Schuh::N,zapato,పాదరక్ష
438,Stiefel::N,bota,బూటు
439,Ring::N,anillo,ఉంగరము
440,Band::N,cinta,నాడా
441,Kamm::N,peine,దువ్వెన
442,Spiegel::N,espejo,అద్దము
443,Riemen::N,correa,వాడా
444,Schnur::N,cuerda,దారము
445,Leine::N,correa,వారు
446,Decke::N,manta,కంబళి
447,Kissen::N,almohada,తలగడ
448,Tuch::N,pañuelo,బట్ట
449,Handtuch::N,toalla,తువాలు
450,Kraft::N,fuerza,బలము
451,Stärke::N,fuerza,శక్తి
452,Gesundheit::N,salud,ఆరోగ్యము
453,Krankheit::N,enfermedad,రోగము
454,Schmerz::N,dolor,నొప్పి
455,Wunde::N,llaga,గాయము
456,Wunde::N,herida,గాయము
457,Fieber::N,fiebre,జ్వరము
458,Arznei::N,medicina,మందు
459,Arznei::N,medicamento,మందు
460,Brücke::N,puente,వంతెన
461,Brunnen::N,pozo,బావి
462,Brunnen::N,pozo,కూపము
463,Brunnen::N,pozo,నుయ్యి
464,Weide::N,pasto,పచ్చికబయలు
465,Pfad::N,sendero,కాలిత్రోవ
466,Weg::N,camino,మార్గము
467,Straße::N,vía,బాట
468,Straße::N,carretera,బాట
469,Dorf::N,aldea,గ్రామము
470,Dorf::N,pueblo,గ్రామము
471,Stadt::N,ciudad,పట్టణము
472,Brief::N,carta,జాబు
473,Buch::N,libro,పుస్తకము
474,Buchstabe::N,letra,అక్షరము
475,Buchstabe::N,carácter,అక్షరము
476,Zeitung::N,diario,వార్తాపత్రిక
477,Zeitung::N,periódico,వార్తాపత్రిక
478,Leben::N,vida,ప్రాణము
479,Tod::N,muerte,మరణము
480,Grab::N,tumba,సమాధి
481,Grab::N,sepulcro,సమాధి
482,Kirche::N,iglesia,క్రెస్తవులగుడి
483,Sünde::N,pecado,పాపము
484,Gott::N,dios,దేవుడు
485,Arbeiter::N,obrero,పనిపాటుచేశేవాడు
486,Arbeiter::N,trabajador,పనిపాటుచేశేవాడు
487,Chef::N,jefe,యజమానుడు
488,Meister::N,maestro,కళాకారుడు
489,Arzt::N,médico,వైద్యుడు
490,Lehrer::N,profesor,ఉపాధ్యాయుడు
491,Geld::N,dinero,ద్రవ్యము
492,Geschäft::N,negocio,వ్యాపారము
493,Laden::N,tienda,అంగడి
494,Preis::N,precio,వెల
495,Ware::N,mercancía,సరకులు
496,Nutzen::N,provecho,ప్రయోజనము
497,Reichtum::N,riqueza,ధనము
498,Welt::N,mundo,ప్రపంచము
499,Land::N,país,దేశము
500,Staat::N,Estado,రాజ్యము
501,König::N,rey,రాజు
502,Macht::N,poder,అధికారము
503,Macht::N,potencia,అధికారము
504,Grenze::N,frontera,సరిహద్దు
505,Krieg::N,guerra,యుద్ధము
506,Feind::N,enemigo,శత్రువు
507,Gewalt::N,violencia,దౌర్జన్యము
508,Kampf::N,lucha,పోట్లాట
509,Kampf::N,combate,పోట్లాట
510,Bogen[Waffe]::N,arco,విల్లు
511,Pfeil::N,flecha,బాణము
512,Gewehr::N,fusil,తుపాకి
513,Gewehr::N,escopeta,తుపాకి
514,Fehler::N,error,తప్ప
515,Lüge::N,mentira,అసత్యము
516,Schaden::N,daño,నష్టము
517,Unglück::N,desgracia,దురదృష్టము
518,Schuld::N,culpa,తప్పు
519,Alter::N,edad,వయస్సు
520,Schluss::N,fin,ముగింపు
521,Schluss::N,final,ముగింపు
522,Zeit::N,tiempo,కాలము
523,Tag::N,día,దినము
524,Morgen::N,mañana,ఉదయము
525,Mittag::N,mediodía,మధ్యాహ్నము
526,Abend::N,noche,సాయంకాలము
527,Nacht::N,noche,రత్రి
528,Woche::N,semana,వారము
529,Monat::N,mes,నెల
530,Jahr::N,año,సంవత్సరము
531,Frühling::N,primavera,వసంతకాలము
532,Sommer::N,verano,వేసవికాము
533,Herbst::N,otoño,ఆకురాలుకాలము
534,Winter::N,invierno,శీతకాలము
535,Januar::N,enero,జనవరి
536,Februar::N,febrero,ఫిబ్రవరి
537,März::N,marzo,మార్చి
538,April::N,abril,ఏప్రిలు
539,Mai::N,mayo,మే
540,Juni::N,junio,జూన్
541,Juli::N,julio,జూలై
542,August::N,agosto,ఆగస్టు
543,September::N,septiembre,సెప్ఠెంబరు
544,Oktober::N,octubre,అక్టోబరు
545,November::N,noviembre,నవంబరు
546,Dezember::N,diciembre,డిసెంబర్
547,Montag::N,lunes,సోమవారము
548,Dienstag::N,martes,మంగళవారము
549,Mittwoch::N,miércoles,బుధవారము
550,Donnerstag::N,jueves,గురువారము
551,Freitag::N,viernes,శుక్రవారము
552,Samstag::N,sábado,శనివారము
553,Sonntag::N,domingo,ఆదివారము
554,groß::A,grande,గొప్పైన
555,klein::A,pequeño,చిన్న
556,lang::A,largo,పొడుగాటి
557,kurz::A,corto,పొట్టి
558,breit::A,ancho,వెడల్పైన
559,schmal::A,estrecho,ఇఱుకైన
560,dicht::A,denso,దట్టమైన
561,dick[Gegenstand]::A,grueso,దట్టమైన
562,dünn::A,fino,పలుచని
563,dünn::A,delgado,పలుచని
564,fein::A,fino,నాజాకైన
565,fein::A,delicado,నాజాకైన
566,fest::A,firme,దృడమైవ
567,fest::A,sólido,దృడమైవ
568,flach::A,plano,చదువైన
569,glatt::A,liso,నున్నని
570,hart::A,duro,కఠినమైన
571,weich::A,muelle,మృదువైన
572,rund::A,redondo,గుండ్రని
573,spitz::A,agudo,మొనగల
574,spitz::A,apuntado,మొనగల
575,scharf::A,agudo,పదనైన
576,scharf::A,afilado,పదనైన
577,stumpf::A,sin filo,వాడిలేని
578,schwer::A,pesado,బరువ్తెన
579,schön::A,bello,సుందరమైన
580,schön::A,hermoso,సుందరమైన
581,heiß::A,caluroso,వేడియైన
582,warm::A,cálido,వెచ్చని
583,warm::A,caliente,వెచ్చని
584,kalt::A,frío,చల్లని
585,kühl::A,fresco,చల్లని
586,frisch::A,fresco,తాజాయైన
587,feucht::A,húmedo,చెమ్మగానున్న
588,nass::A,mojado,తడిగామన్న
589,trocken::A,seco,ఎండిన
590,voll::A,lleno,నిండు
591,leer::A,vacío,శూన్యమైన
592,offen::A,abierto,తెఱచియున్న
593,geschlossen::A,cerrado,మూసిన
594,sauber::A,limpio,పరిశుద్ధమైన
595,schmutzig::A,sucio,ముఱికియైన
596,roh::A,crudo,పచ్చి
597,reif::A,maduro,పండివ
598,lecker::A,rico,రుచి గల
599,lecker::A,sabroso,రుచి గల
600,süß::A,dulce,తియ్యని
601,bitter::A,amargo,చేదైన
602,sauer::A,agrio,పుల్లని
603,hell::A,claro,కాంతిగల
604,dunkel::A,oscuro,చీకటియైన
605,schwarz::A,negro,నల్లని
606,weiß::A,blanco,తెలుపు
607,rot::A,rojo,ఎఱ్ఱని
608,gelb::A,amarillo,పసుపు పచ్చ
609,blau::A,azul,నీలవర్ణము
610,grün::A,verde,ఆకుపచ్చని
611,grau::A,gris,నెరిసిన
612,bunt::A,multicolor,రంగేలీ
613,billig::A,barato,చౌకయైన
614,teuer::A,caro,వెలపొడుగైన
615,wertvoll::A,valioso,విలుప్తెన
616,wertvoll::A,precioso,విలుప్తెన
617,blind::A,ciego,గ్రుడ్డి
618,taub::A,sordo,చెవిటి
619,kräftig::A,fuerte,శక్తి గల
620,stark::A,fuerte,బలమైన
621,stark::A,vigoroso,బలమైన
622,schwach::A,débil,బలహీనమైన
623,fett::A,obeso,క్రొవ్విన
624,schlank::A,esbelto,సన్నని
625,hübsch::A,mono,సాగప్తెన
626,hübsch::A,guapo,సాగప్తెన
627,böse::A,malo,చెడ్డ
628,dumm::A,tonto,తెలివిలేని
629,dumm::A,estúpido,తెలివిలేని
630,faul::A,vago,సోమరియైన
631,faul::A,perezoso,సోమరియైన
632,fleißig::A,aplicado,శ్రద్దగల
633,fleißig::A,diligente,శ్రద్దగల
634,geizig::A,avaro,పిసినారియైన
635,klug::A,sensato,తెలివిగల
636,klug::A,inteligente,తెలివిగల
637,geschickt::A,hábil,నిపుణతగల
638,lieb::A,querido,ప్రియమైన
639,lustig::A,alegre,ఉల్లాసము గల
640,sanft::A,suave,సాధువైన
641,hungrig::A,hambriento,ఆకలిగొనిన
642,krank::A,enfermo,వ్యాధిగల
643,nackt::A,desnudo,దిగంబరమైన
644,traurig::A,triste,విచారముగల
645,lebendig::A,vivo,ప్రాణముతో నున్న
646,lebendig::A,viviente,ప్రాణముతో నున్న
647,gut::A,bueno,మంచి
648,schlecht::A,malo,చెడ్డ
649,richtig::A,justo,సరియైన
650,richtig::A,correcto,సరియైన
651,schlimm::A,malo,అసహ్యమైన
652,schlimm::A,grave,అసహ్యమైన
653,wahr::A,verídico,నిజమైన
654,wahr::A,verdadero,నిజమైన
655,alt::A,viejo,ముసలి
656,neu::A,nuevo,క్రొత్త
657,ehemalig::A,antiguo,పూర్వపు
658,alt[Lebewesen]::A,viejo,ముసలి
659,jung::A,joven,పసి
660,arm::A,pobre,బీద
661,reich::A,rico,ధనవంతుడైన
662,bekannt::A,conocido,తెలిసిన
663,berühmt::A,famoso,ప్రపిద్దికెక్కివ
664,berühmt::A,célebre,ప్రపిద్దికెక్కివ
665,fremd::A,extraño,అన్యమైన
666,verschieden::A,diverso,భేదమైన
667,verschieden::A,distinto,భేదమైన
668,verschieden::A,diferente,భేదమైన
669,nah::A,cercano,దగ్గఱనున్న
670,fern::A,lejano,దూరమందున్న
671,linker::A,izquierdo,ఎడమప్రక్కగ
672,rechter::A,derecho,కుడి
673,anderer::A,otro,వేఱ్తెన
674,erster::A,primero,మొదటి
675,zweiter::A,segundo,రెండన
676,dritter::A,tercero,మూడో
677,letzter::A,último,కడపటి
678,allein::ADV,a solo,ఒంటిగా
679,auf einmal::ADV,de una vez,హరాత్తుగ
680,zusammen::ADV,juntos,కలిసి
681,lange::ADV,mucho tiempo,బహుకాలము
682,plötzlich::ADV,de repente,హరాత్తుగ
683,sofort::ADV,en seguida,తక్షణము
684,später::ADV,más tarde,ఇటీవలి
685,jetzt::ADV,ahora,ఇప్పుడు
686,heute::ADV,hoy,నేడు
687,morgen::ADV,mañana,ఱేపు
688,bald::ADV,pronto,శీఘ్రముగ
689,bald::ADV,en breve,శీఘ్రముగ
690,dann::ADV,luego,అప్పుడు
691,dann::ADV,entonces,అప్పుడు
692,gestern::ADV,ayer,నిన్నటి దినము
693,einst::ADV,antaño,పూర్వమొకప్పుడు
694,damals::ADV,entonces,అప్పుడు
695,danach::ADV,después,అప్పుడు
696,vorher::ADV,antes,ఎదుట
697,zuerst::ADV,primero,మొదటిలో
698,einmal::ADV,una vez,ఒకసారి
699,manchmal::ADV,a veces,అప్పటప్పటికి
700,oft::ADV,a menudo,తఱచుగా
701,oft::ADV,con frecuencia,తఱచుగా
702,immer::ADV,siempre,ఎల్లప్పుడు
703,niemals::ADV,jamás,ఎప్పుడునులేదు
