,Concept_ID,xal,hy
253,Lust::N,җилвтлһн,իղձ
254,Geist::N,зөрг,ոգի
255,Gedanke::N,ухан,միտք
256,Gedächtnis::N,чееҗин тодлвр,հիշողություն
257,Verstand::N,ухан,խելք
258,Sinn::N,учр-утх,իմաստ
259,Grund::N,учр,պատճառ
260,Grund::N,шалтан,պատճառ
261,Wahrheit::N,үнн,ճշմարտություն
262,Gespräch::N,күүндвүр,զրույց
263,Märchen::N,тууль,պայիկի պատմություն
264,Erzählung::N,келвр,պատմվածք
265,Erzählung::N,келвр,պատմություն
266,Nachricht::N,медүллһн,հաղորդագրություն
267,Neuigkeit::N,зәңг,լուր
268,Neuigkeit::N,зәңг,նորություն
269,Name::N,нерн,անուն
270,Rätsel::N,тәәлвртә тууль,բարդ խնդիր
271,Rede::N,келлһн,ճառ
272,Rede::N,келлһн,ելույթ
273,Sprache::N,келн,լեզու
274,Stimme::N,дун,ձայն
275,Wort::N,үг,բառ
276,Zeichen::N,темдг,նշան
277,Ruf::N,дуудлһн,կոչ
278,Ruf::N,дуудлһн,կանչ
279,Lärm::N,шууган,աղմուկ
280,Laut::N,ә,հնչյուն
281,Laut::N,ә,ձայն
282,Ton::N,дун,տոն
283,Lied::N,дун,երգ
284,Ruhe::N,амулң,անդորրություն
285,Leute::N,әмтн,մարդիկ
286,Volk::N,улс,ազգ
287,Arbeit::N,көдлмш,գործ
288,Arbeit::N,көдлмш,աշխատանք
289,Gast::N,гиич,հյուր
290,Geschenk::N,белг,նվեր
291,Spiel::N,наадн,խաղ
292,Gesellschaft::N,олн,ընկերություն
293,Hilfe::N,нөкд,օգնությթուն
294,Freund::N,иньг,ընկեր
295,Freund::N,иньг,բարեկամ
296,Kamerad::N,үр,ուղեկից
297,Angelegenheit::N,керг,բան
298,Angelegenheit::N,керг,գործ
299,Anzahl::N,то,քանակ
300,Anzahl::N,то,գումար
301,Art::N,зүүл,տեսակ
302,Stück::N,хусг,կտոր
303,Teil::N,хүв,մաս
304,Hälfte::N,өрәл,կես
305,Kreis::N,төгрг,շիջանակ
306,Kreuz::N,кирс,խաչ
307,Linie::N,зурасн,գիծ
308,Strich::N,татасн,գիծ
309,Abstand::N,зә,անջրպետ
310,Entfernung::N,һазр,հեռավորություն
311,Gegend::N,һазр,շրջան
312,Platz::N,зә,տարածություն
313,Ort::N,бәәрн,տեղ
314,Ort::N,бәәрн,վայր
315,Seite::N,тал,կողմ
316,Seite::N,хаҗу,կողմ
317,Seite::N,хәврһ,կողմ
318,Mitte::N,дунд,մեջտեղ
319,Gegenstand::N,юмн,առարկա
320,Sache::N,юмн,բան
321,Rand::N,зах,վերջք
322,Kante::N,ирмәг,եզր
323,Ecke::N,өнцг,անկյուն
324,Spitze::N,үзүр,ծայր
325,Ende::N,үзүр,ծայր
326,Loch::N,хаһрха,անցք
327,Winkel::N,булң,անկյուն
328,Muster::N,намч,օրինակ
329,Größe::N,кемҗән,մեծություն
330,Länge::N,ут,երկարություն
331,Höhe::N,өндр,բարձրություն
332,Gewicht::N,күнд,կշիռ
333,Gewicht::N,чиңнүр,կշիռ
334,Menge::N,ик,քանակ
335,Haufen::N,ова,դեզ
336,Haufen::N,ова,կույտ
337,Reihe::N,зерг,շարք
338,Reihe::N,зерг,կարգ
339,Reihe::N,зерглән,շարք
340,Reihe::N,зерглән,կարգ
341,Boot::N,оңһц,նավակ
342,Ruder::N,хәәв,թի
343,Ruder::N,хәәв,թիակ
344,Schlitten::N,цан,բալխիր
345,Ski::N,лыҗ,դահուկ
346,Lagerfeuer::N,костёр,բացօդեայ կրակ
347,Last::N,күнд,բեռ
348,Gang::N,йовлһн,զբոսանք
349,Schritt::N,ишкм,քայլ
350,Norden::N,ар үзг,հյուսիս
351,Süden::N,өмн,հարավ
352,Süden::N,өмн үзг,հարավ
353,Westen::N,барун,արեւմուտք
354,Westen::N,барун үзг,արեւմուտք
355,Osten::N,зүн,արեւելք
356,Osten::N,зүн үзг,արեւելք
357,Holz::N,модн,փայտ
358,Brett::N,харһа,տախտակ
359,Platte::N,хавтха чолун,թիթեղ
360,Stütze::N,тулг,նեցուկ
361,Stange::N,уньн,ձող
362,Stock::N,модн,փայտ
363,Stab::N,шуург,ցուպ
364,Stab::N,шуург,գավազան
365,Rohr::N,турва,խողովակ
366,Haus::N,гер,տուն
367,Heim::N,гер-бул,տուն
368,Ofen::N,беш,վառարան
369,Fußboden::N,девскр,հատակ
370,Tisch::N,ширә,սեղան
371,Stuhl::N,стул,աթոռ
372,Wiege::N,өлгә,օրորոց
373,Wiege::N,дүүҗң,օրորոց
374,Bett::N,орн,անկողին
375,Bett::N,орндг,անկողին
376,Regal::N,таг,դարակ
377,Regal::N,тәвц,դարակ
378,Kiste::N,яршг,տուփ
379,Fenster::N,терз,պատուհան
380,Tür::N,үүдн,դուռ
381,Tor::N,үүдн,դարպաս
382,Tor::N,өргн үүдн,դարպաս
383,Tor::N,хашан үүдн,դարպաս
384,Zaun::N,хаша,ցանկապատ
385,Dach::N,деевр,տանիք
386,Dach::N,деевр,կտուր
387,Leiter::N,шат,սանդուղք
388,Leiter::N,давшур,սանդուղք
389,Besen::N,сәвүр,ավել
390,Spaten::N,күрз,բահ
391,Schaufel::N,совг,թի
392,Gabel::N,серә,պատառաքաղ
393,Löffel::N,ухр,գդալ
394,Messer::N,утх,դանակ
395,Nagel::N,хадасн,մեխ
396,Netz::N,гөлм,ցանց
397,Haken::N,дегә,կարթ
398,Griff::N,иш,կոթ
399,Griff::N,иш,բռնակ
400,Griff::N,бәрүл,կոթ
401,Griff::N,бәрүл,բռնակ
402,Schloss::N,оньс,կողպեք
403,Bild::N,зург,նկար
404,Bild::N,зург,պատկեր
405,Figur::N,фигур,քանդակ
406,Figur::N,фигур,պատկեր
407,Puppe::N,наадһа,տիկնիկ
408,Beutel::N,мишг,տոպրակ
409,Bündel::N,багла,կապոց
410,Bündel::N,боодһа,կապոց
411,Tasche::N,сумк,պայուսակ
412,Eimer::N,суулһ,դույլ
413,Deckel::N,бүркәсн,կափարիչ
414,Geschirr::N,сав,ամանեղեն
415,Geschirr::N,сав-сарх,ամանեղեն
416,Sack::N,мишг,պարկ
417,Sack::N,мишг,տոպրակ
418,Tasse::N,ааһ,թաս
419,Tasse::N,ааһ,գավաթ
420,Topf::N,кастрюль,անոթ
421,Kessel::N,хәәсн,կաթսա
422,Essen::N,зоогллһн,կերակուր
423,Nahrung::N,теҗәл,ուտելիք
424,Speise::N,хот,խորտիկ
425,Speise::N,хот,կերակուր
426,Fleisch::N,махн,միս
427,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,հացահատիկ
428,Brei::N,хаш,լանդակ
429,Brot::N,өдмг,հաց
430,Scheibe::N,зүсм,կտոր
431,Scheibe::N,зүсм,պատառ
432,Fett::N,өөкн,ճարպ
433,Butter::N,тосн,կարագ
434,Öl::N,тосн,ձեթ
435,Salz::N,давсн,աղ
436,Suppe::N,шөлн,սուպ
437,Suppe::N,шөлн,ապուր
438,Honig::N,бал,մեղր
439,Milch::N,үсн,կաթ
440,Tee::N,цә,թեյ
441,Leder::N,арсн,կաշի
442,Wolle::N,утцн,բուրդ
443,Wolle::N,эд,բուրդ
444,Stoff::N,эд,գործվածք
445,Nadel::N,зүн,ասեղ
446,Faden::N,утцн,թել
447,Knopf::N,товч,կոճակ
448,Knoten::N,зәңгдә,հանգույց
449,Farbe::N,будг,ներկ
450,Kleidung::N,хувцн,հագուստ
451,Kleidung::N,хувц-хунр,հագուստ
452,Hemd::N,киилг,վերնաշապիկ
453,Kragen::N,зах,օձիք
454,Ärmel::N,ханцн,թեւք
455,Hose::N,шалвур,շալվար
456,Gürtel::N,бүс,գոտի
457,Mütze::N,махла,կեպի
458,Schuh::N,башмгуд,կոշիկ
459,Stiefel::N,һосн,երկարաճիթ կոշիկ
460,Ring::N,билцг,զնգալ
461,Band::N,лент,ժապավեն
462,Kamm::N,сам,սանր
463,Spiegel::N,толь,հայելի
464,Riemen::N,бүс,փոկ
465,Schnur::N,деесн,լար
466,Leine::N,бурнтг,փոկ
467,Leine::N,нохан көтлвр,փոկ
468,Decke::N,көнҗл,վերմակ
469,Kissen::N,дер,բարձ
470,Tuch::N,альчур,թաշկինակ
471,Handtuch::N,полотенц,սրբիչ
472,Handtuch::N,һар-нүүрин альчур,սրբիչ
473,Kraft::N,күчн,ուժ
474,Stärke::N,чидл,պնդություն
475,Stärke::N,чидл,ամրություն
476,Gesundheit::N,эрүл-менд,առողջություն
477,Krankheit::N,өвчн,ախտ
478,Krankheit::N,өвчн,հիվանդություն
479,Schmerz::N,өвдлһн,ցավ
480,Schmerz::N,өвдлһн,տանջանք
481,Wunde::N,шав,վերք
482,Fieber::N,безг,տենդ
483,Arznei::N,эм,դեղ
484,Brücke::N,тагт,կամուրջ
485,Brunnen::N,худг,հոր
486,Brunnen::N,худг,ջրհոր
487,Weide::N,малын идг,արոտավայր
488,Pfad::N,цувг,արահետ
489,Weg::N,хаалһ,ուղի
490,Straße::N,зам,ճանապարհ
491,Dorf::N,хотн,գյուղ
492,Stadt::N,балһсн,քաղաք
493,Brief::N,бичг,նամակ
494,Buch::N,дегтр,գիրք
495,Buchstabe::N,үзг,տառ
496,Buchstabe::N,үзг,գիր
497,Zeitung::N,газет,լրագիր
498,Leben::N,җирһл,կյանք
499,Tod::N,үкл,մահ
500,Tod::N,өңгрлһн,մահ
501,Grab::N,оршалһна нүкн,գերեզման
502,Kirche::N,чонҗ,եկեղեցի
503,Sünde::N,нүл,մեղք
504,Sünde::N,килнц,մեղք
505,Gott::N,бурхн,աստված
506,Arbeiter::N,көдлмшч,բանվոր
507,Arbeiter::N,көдлмшч,աշխատող
508,Chef::N,толһач,տեր
509,Meister::N,урн,վարպետ
510,Arzt::N,эмч,բժիշկ
511,Lehrer::N,багш,ուսուցիչ
512,Geld::N,мөңгн,փող
513,Geschäft::N,көдлмш,գործ
514,Geschäft::N,көдлмш,աշխատանք
515,Laden::N,лавк,կրպակ
516,Laden::N,лавк,խանութ
517,Preis::N,үн,գին
518,Ware::N,эд-тавр,ապրանք
519,Nutzen::N,олз,օգուտ
520,Reichtum::N,зөөр,հարստություն
521,Welt::N,орчлң,աշխարհ
522,Welt::N,делкә,աշխարհ
523,Land::N,орн-нутг,երկիր
524,Staat::N,государств,պետություն
525,König::N,хан,արքա
526,König::N,хан,թագավոր
527,Macht::N,йосн,իշխանություն
528,Grenze::N,меҗә,սահման
529,Krieg::N,дән,պատերազմ
530,Feind::N,дәәсн,թշնամի
531,Gewalt::N,күч һарһлһн,բռնություն
532,Gewalt::N,күч һарһлһн,սաստկություն
533,Kampf::N,ноолдан,մարտ
534,Kampf::N,бәрлдлһн,մարտ
535,Bogen[Waffe]::N,саадг,աղեղ
536,Pfeil::N,сумн,նետ
537,Gewehr::N,бу,հրացան
538,Fehler::N,алдг,սխալ
539,Lüge::N,худл,սուտ
540,Schaden::N,хорлт,վնաս
541,Unglück::N,гүрм,դժբախտություն
542,Schuld::N,гем,պակասություն
543,Schuld::N,буру,պակասություն
544,Alter::N,насн,հասակ
545,Schluss::N,чилгч,վերջ
546,Schluss::N,чилгч,վախճան
547,Zeit::N,цаг,ժամանակ
548,Tag::N,өдр,օր
549,Morgen::N,өрүн,առավոտ
550,Mittag::N,үд,կեսօր
551,Abend::N,асхн,երեկո
552,Nacht::N,сө,գիշեր
553,Woche::N,долан хонг,շաբաթ
554,Monat::N,сар,ամիս
555,Jahr::N,җил,տարի
556,Frühling::N,хавр,գարուն
557,Sommer::N,зун,ամառ
558,Herbst::N,намр,աշուն
559,Winter::N,үвл,ձմեռ
560,Januar::N,январь,հունվար
561,Februar::N,февраль,փետրվար
562,März::N,март,մարտ
563,März::N,моһа сар,մարտ
564,April::N,апрель,ապրիլ
565,Mai::N,май,մայիս
566,Juni::N,июнь,հունիս
567,Juni::N,мөчн сар,հունիս
568,Juli::N,июль,հուլիս
569,August::N,август,օգոստոս
570,September::N,һаха сар,սեպտեմբեր
571,Oktober::N,октябрь,հոկտեմբեր
572,November::N,ноябрь,նոյեմբեր
573,November::N,үкр сар,նոյեմբեր
574,Dezember::N,бар сар,դեկտեմբեր
575,Montag::N,понедельник,երկուշաբթի
576,Dienstag::N,вторник,երեքշաբթի
577,Mittwoch::N,среда,չորեքշաբթի
578,Mittwoch::N,үлмҗ өдр,չորեքշաբթի
579,Donnerstag::N,четверг,հինգշաբթի
580,Donnerstag::N,пүрвә өдр,հինգշաբթի
581,Freitag::N,пятниц,ուրբաթ
582,Samstag::N,суббот,շաբաթ
583,Sonntag::N,нарн өдр,կիրակի
584,Sonntag::N,воскресень,կիրակի
585,groß::A,ик,մեծ
586,groß::A,ик,խոշոր
587,klein::A,бичкн,պստիկ
588,klein::A,бичкн,փոքրիկ
589,lang::A,ут,երկար
590,kurz::A,оһтр,կարճ
591,breit::A,өргн,լայն
592,schmal::A,уутьхн,նեղ
593,dicht::A,нигт,խիտ
594,dick[Gegenstand]::A,зузан,հաստ
595,dünn::A,нимгн,բարակ
596,fein::A,нәрхн,նուրբ
597,fest::A,бат,ամուր
598,fest::A,бат,պինդ
599,flach::A,хавтха,տափակ
600,glatt::A,тегш,հարթ
601,glatt::A,тиньгр,հարթ
602,hart::A,хату,կարծր
603,weich::A,җөөлн,մեղմ
604,weich::A,җөөлн,փափուկ
605,weich::A,җөөлкн,մեղմ
606,weich::A,җөөлкн,փափուկ
607,rund::A,төгрг,կլոր
608,spitz::A,шовһр,սրածայր
609,scharf::A,хурц,սուր
610,stumpf::A,мука,գուլ
611,schwer::A,күнд,ծանր
612,schön::A,сәәхн,սիրուն
613,schön::A,сәәхн,գեղեցիկ
614,heiß::A,халун,թեժ
615,warm::A,дулан,տաք
616,warm::A,дулан,ջերմ
617,kalt::A,киитн,ցուրտ
618,kühl::A,серүн,զով
619,frisch::A,серүн,թարմ
620,feucht::A,чиигтә,ղոնավ
621,nass::A,чиигтә,թաց
622,trocken::A,хагсу,ցամաք
623,voll::A,дүүрң,լի
624,voll::A,дүүрң,լիքը
625,leer::A,сул,դատարկ
626,leer::A,хоосн,դատարկ
627,offen::A,секәтә,բաց
628,geschlossen::A,хаалһата,գոց
629,sauber::A,цевр,մաքուր
630,schmutzig::A,киртә,կեղտոտ
631,roh::A,түүкә,հում
632,reif::A,болсн,հասած
633,reif::A,болсн,հասուն
634,lecker::A,әмтәхн,համեղ
635,süß::A,әмтәхн,անուշ
636,bitter::A,һашун,կծու
637,bitter::A,һашута,կծու
638,sauer::A,ишклң,թթու
639,sauer::A,ишклң,թթված
640,hell::A,герлтә,պայծառ
641,hell::A,герлтә,խելամիտ
642,dunkel::A,харңһу,մութ
643,schwarz::A,хар,սեւ
644,weiß::A,цаһан,սպիտակ
645,rot::A,улан,կարմիր
646,gelb::A,шар,դեղին
647,blau::A,көк,կապույտ
648,grün::A,көк,կանաչ
649,grau::A,бор,գորշ
650,bunt::A,алг,գոյնզգոյն
651,bunt::A,эрәтә,գոյնզգոյն
652,billig::A,кимд,էժան
653,teuer::A,үнтә,թանկ
654,wertvoll::A,үнтә,թանկարժեք
655,wertvoll::A,эрднь,թանկարժեք
656,blind::A,сохр,կույր
657,taub::A,дүлә,խուլ
658,kräftig::A,күчтә,հզոր
659,stark::A,чаңһ,ուժեղ
660,schwach::A,күчн тату,տկար
661,schwach::A,күчн тату,թույլ
662,fett::A,тарһн,գեր
663,schlank::A,эццн,նիհար
664,hübsch::A,көркхн,գրավիչ
665,hübsch::A,көркхн,սիրունիկ
666,böse::A,уурта,չար
667,dumm::A,тенг,հիմար
668,faul::A,залху,ծույլ
669,fleißig::A,кинән,ջանասեր
670,fleißig::A,кинән,փութաջան
671,fleißig::A,кинмһә,ջանասեր
672,fleißig::A,кинмһә,փութաջան
673,geizig::A,ховдг,ագահ
674,geizig::A,ховдг,կծծի
675,klug::A,ухата,խելոք
676,klug::A,ухата,ընդունակ
677,geschickt::A,чадмг,ճարտար
678,lieb::A,эңкр,սիրելի
679,lustig::A,сергмҗтә,զվարթ
680,lustig::A,җирһлтә,զվարթ
681,sanft::A,номһн,հեզ
682,hungrig::A,өлн,քաղցած
683,hungrig::A,харһнсн,քաղցած
684,krank::A,өвчтә,հիվանդ
685,krank::A,шалтгта,հիվանդ
686,nackt::A,нүцкн,մերկ
687,traurig::A,һундлта,տխուր
688,lebendig::A,әмд,կենդանի
689,gut::A,сән,լավ
690,schlecht::A,му,վատ
691,richtig::A,зөвтә,ձիշտ
692,schlimm::A,җигшүртә,լղրճուկ
693,wahr::A,үнн,ճիշտ
694,wahr::A,үнн,իրական
695,wahr::A,мөн,ճիշտ
696,wahr::A,мөн,իրական
697,alt::A,хуучн,հին
698,neu::A,шин,նոր
699,ehemalig::A,хуучн,նախկին
700,alt[Lebewesen]::A,көгшн,ծեր
701,alt[Lebewesen]::A,көгшн,պառավ
702,jung::A,баһ,մատաղ
703,arm::A,угатя,աղքատ
704,reich::A,байн,հարուստ
705,bekannt::A,таньл,ծանոթ
706,bekannt::A,таньдг,ծանոթ
707,berühmt::A,туурсн,հայտնի
708,berühmt::A,туурсн,հռչակավոր
709,fremd::A,күүнә,օտար
710,verschieden::A,әдл биш,տարբեր
711,verschieden::A,йилһәтә,տարբեր
712,nah::A,өөрхн,մոտ
713,nah::A,өөрхн,մերձ
714,fern::A,хол,հեռավոր
715,linker::A,зүн,ձախ
716,rechter::A,барун,աջ
717,anderer::A,талдан,այլ
718,anderer::A,талдан,ուրիշ
719,erster::A,негдгч,առաջին
720,zweiter::A,хойрдгч,երկրորդ
721,dritter::A,һурвдгч,երրորդ
722,letzter::A,отхн,վերջին
723,allein::ADV,һанцарн,միայնակ
724,auf einmal::ADV,нег дәкҗ,միասնաբար
725,zusammen::ADV,хамдан,միասին
726,zusammen::ADV,хамдан,իրար հետ
727,lange::ADV,удан,երկար ժամանակ
728,plötzlich::ADV,генткн,հանկարծ
729,sofort::ADV,дарунь,իսկույն
730,später::ADV,сүүлд,ավելի ուշ
731,später::ADV,сүүлд,հետո
732,jetzt::ADV,ода,այժմ
733,heute::ADV,эндр,այսօր
734,morgen::ADV,маңһдур,վաղը
