,Concept_ID,fi,myv
147,Stamm::N,runko,рунго
148,Rinde::N,kuori,суд
149,Rinde::N,kuori,керь
150,Rinde::N,parkki,суд
151,Rinde::N,parkki,керь
152,Ast::N,oksa,морго
153,Zweig::N,haara,тарад
154,Blatt::N,lehti,лопа
155,Birke::N,koivu,килей
156,Kiefer[Baum]::N,mänty,пиче
157,Kiefer[Baum]::N,petäjä,пиче
158,Weide[Baum]::N,paju,каль
159,Tanne::N,kuusi,куз
160,Horn::N,sarvi,сюро
161,Feder::N,sulka,толга
162,Feder::N,höyhen,толга
163,Fell::N,talja,пона
164,Flügel::N,siipi,сёлмо
165,Klaue::N,kynsi,кенже
166,Kralle::N,kynsi,кенже
167,Schwanz::N,häntä,пуло
168,Schwanz::N,pyrstö,пуло
169,Ei::N,muna,ал
170,Nest::N,pesä,пизэ
171,Bau::N,pesä,варя
172,Bau::N,pesä,пизе
173,Tier::N,eläin,ракша
174,Herde::N,lauma,стада
175,Kuh::N,lehmä,скал
176,Bulle::N,sonni,бука
177,Pferd::N,hevonen,лишме
178,Schaf::N,lammas,реве
179,Schwein::N,sika,туво
180,Hund::N,koira,пине
181,Hund::N,koira,киска
182,Katze::N,kissa,псака
183,Bär::N,karhu,овто
184,Eichhörnchen::N,orava,ур
185,Elch::N,hirvi,сярдо
186,Fuchs::N,kettu,ривезь
187,Hase::N,jänis,нумоло
188,Maus::N,hiiri,чеерь
189,Wolf::N,susi,верьгиз
190,Vogel::N,lintu,нармунь
191,Schwarm::N,parvi,полк
192,Schwarm::N,parvi,стада
193,Huhn::N,kana,сараз
194,Hahn::N,kukko,атякш
195,Gans::N,hanhi,гала
196,Gans::N,hanhi,мацей
197,Adler::N,kotka,куцькан
198,Adler::N,kotka,тумоатякш
199,Ente::N,ankka,яксярго
200,Eule::N,pöllö,корж
201,Kranich::N,kurki,карго
202,Krähe::N,varis,варака
203,Kuckuck::N,käki,куко
204,Schwan::N,joutsen,локсей
205,Fisch::N,kala,кал
206,Barsch::N,ahven,окунь
207,Hecht::N,hauki,щука
208,Schlange[Tier]::N,käärme,гуй
209,Wurm::N,mato,сукс
210,Spinne::N,hämähäkki,шанжав
211,Ameise::N,muurahainen,коткудав
212,Laus::N,täi,сий
213,Mücke::N,sääski,сеське
214,Mücke::N,hyttynen,сеське
215,Fliege::N,kärpänen,карво
216,Schmetterling::N,perhonen,нимиляв
217,Beere::N,marja,умарь
218,Apfel::N,omena,умарь
219,Pilz::N,sieni,панго
220,Zwiebel::N,sipuli,чурька
221,Saat::N,siemenet,видьметь
222,Korn::N,jyvä,сюро
223,Korn::N,vilja,сюро
224,Heu::N,heinä,тикше
225,Schale::N,kuori,кедь
226,Schale::N,kuori,ваткавкс
227,Grube::N,kuoppa,латко
228,Falle::N,loukku,тувор
229,Falle::N,loukku,кундамка
230,Schlinge::N,ansa,килькш
231,Spur::N,jälki,челькс
232,Spur::N,jälki,пильгеки
233,Asche::N,tuhka,кулов
234,Dreck::N,lika,рудаз
235,Eisen::N,rauta,кшни
236,Gold::N,kulta,сырне
237,Silber::N,hopea,сия
238,Kohle::N,hiili,сэдь
239,Kohle::N,hiili,уголия
240,Glas::N,lasi,сулика
241,Lehm::N,savi,сёвонь
242,Sand::N,hiekka,човар
243,Mensch::N,ihminen,ломань
244,Mann::N,mies,аля
245,Mann::N,mies,цёраломань
246,Frau::N,nainen,ава
247,Kind::N,lapsi,эйкакш
248,Junge::N,poika,цёрыне
249,Mädchen::N,tyttö,тейтерне
250,Familie::N,perhe,семия
251,Großvater::N,isoisä,покштя
252,Großmutter::N,isoäiti,баба
253,Eltern::N,vanhemmat,тетят-ават
254,Vater::N,isä,тетя
255,Mutter::N,äiti,ава
256,Sohn::N,poika,цёра
257,Tochter::N,tytär,тейтерь
258,Bruder::N,veli,леля
259,Bruder::N,veli,ялакс
260,Schwester::N,sisko,сазор
261,Onkel::N,eno,леля
262,Onkel::N,setä,леля
263,Tante::N,täti,патя
264,Ehemann::N,mies,мирде
265,Ehemann::N,aviomies,мирде
266,Ehefrau::N,vaimo,ни
267,Ehefrau::N,aviovaimo,ни
268,Freude::N,ilo,кеняркс
269,Freude::N,riemu,кеняркс
270,Gelächter::N,nauru,ракамо
271,Gelächter::N,nauru,пейдема
272,Glück::N,onni,уцяска
273,Kummer::N,suru,рискс
274,Kummer::N,suru,мелявкс
275,Kummer::N,murhe,рискс
276,Kummer::N,murhe,мелявкс
277,Wunsch::N,toive,мель
278,Wunsch::N,toive,бажамо
279,Wunsch::N,toivomus,мель
280,Wunsch::N,toivomus,бажамо
281,Lust::N,himo,бажамо
282,Geist::N,henki,ойме
283,Gedanke::N,aate,мель
284,Gedanke::N,ajatus,мель
285,Gedächtnis::N,muisti,мель
286,Verstand::N,äly,прев
287,Verstand::N,järki,прев
288,Verstand::N,ymmärrys,прев
289,Sinn::N,merkitys,толк
290,Sinn::N,merkitys,смысла
291,Grund::N,syy,тувтал
292,Grund::N,peruste,тувтал
293,Wahrheit::N,tosi,видечи
294,Wahrheit::N,totuus,видечи
295,Gespräch::N,puhelu,кортнема
296,Gespräch::N,keskustelu,кортнема
297,Märchen::N,satu,ёвкс
298,Erzählung::N,tarina,ёвтнема
299,Erzählung::N,kertomus,ёвтнема
300,Nachricht::N,tieto,куля
301,Nachricht::N,ilmoitus,куля
302,Neuigkeit::N,uutinen,куля
303,Name::N,nimi,лем
304,Rätsel::N,arvoitus,содамоёвкс
305,Rede::N,puhe,кортамо
306,Sprache::N,kieli,кель
307,Stimme::N,ääni,ваигель
308,Wort::N,sana,вал
309,Zeichen::N,merkki,теште
310,Ruf::N,kutsu,тердема
311,Lärm::N,melu,шалнома
312,Lärm::N,hälinä,шалнома
313,Laut::N,ääni,вайгель
314,Ton::N,sävel,гайнема
315,Lied::N,laulu,моро
316,Ruhe::N,lepo,оймамо
317,Ruhe::N,rauha,оймамо
318,Leute::N,väki,ломанть
319,Leute::N,ihmiset,ломанть
320,Volk::N,kansa,народ
321,Arbeit::N,työ,тев
322,Gast::N,vieras,инже
323,Geschenk::N,lahja,казне
324,Spiel::N,peli,налксема
325,Spiel::N,leikki,налксема
326,Gesellschaft::N,seura,община
327,Hilfe::N,apu,лездамо
328,Freund::N,ystävä,оя
329,Freund::N,ystävä,ялга
330,Kamerad::N,toveri,оя
331,Kamerad::N,toveri,ялга
332,Angelegenheit::N,asia,тев
333,Anzahl::N,lukumäärä,ламоксчи
334,Art::N,laji,вид
335,Stück::N,pala,пакш
336,Stück::N,pala,пелькс
337,Stück::N,kappale,пакш
338,Stück::N,kappale,пелькс
339,Teil::N,osa,часть
340,Teil::N,osa,пелькс
341,Hälfte::N,puoli,пель
342,Hälfte::N,puoli,пелькс
343,Kreis::N,ympyrä,кирькс
344,Kreuz::N,risti,крёст
345,Linie::N,viiva,кикс
346,Strich::N,piirto,межа
347,Abstand::N,väli,ютко
348,Abstand::N,väljyys,ютко
349,Entfernung::N,etäisyys,ютко
350,Gegend::N,seutu,тарка
351,Gegend::N,seutu,пертьпелькс
352,Platz::N,tila,васолкс
353,Ort::N,kohta,тарка
354,Ort::N,paikka,тарка
355,Seite::N,sivu,ён
356,Seite::N,sivu,чире
357,Seite::N,kylki,ён
358,Seite::N,kylki,чире
359,Mitte::N,keskus,куншка
360,Mitte::N,puoliväli,куншка
361,Gegenstand::N,kalu,предмет
362,Gegenstand::N,esine,предмет
363,Sache::N,asia,тев
364,Sache::N,asia,веща
365,Rand::N,ääri,пе
366,Rand::N,ääri,чире
367,Rand::N,syrjä,пе
368,Rand::N,syrjä,чире
369,Kante::N,särmä,ирдез
370,Ecke::N,nurkka,ужо
371,Spitze::N,terä,пряне
372,Spitze::N,terä,пе
373,Spitze::N,kärki,пряне
374,Spitze::N,kärki,пе
375,Ende::N,pää,пе
376,Ende::N,perä,пе
377,Loch::N,kolo,варя
378,Loch::N,reikä,варя
379,Winkel::N,kulma,ужо
380,Muster::N,kuvio,сёрма
381,Größe::N,koko,сэрь
382,Größe::N,koko,покшолма
383,Größe::N,suuruus,сэрь
384,Größe::N,suuruus,покшолма
385,Länge::N,pituus,кувалмо
386,Höhe::N,korkeus,сэрь
387,Höhe::N,korkeus,пандо
388,Gewicht::N,paino,сталмо
389,Menge::N,määrä,лововкс
390,Haufen::N,kasa,мар
391,Haufen::N,kasa,валявкс
392,Reihe::N,rivi,ряд
393,Boot::N,vene,венч
394,Ruder::N,airo,милё
395,Schlitten::N,reki,нурдт
396,Schlitten::N,kelkka,нурдт
397,Ski::N,suksi,сокс
398,Lagerfeuer::N,nuotio,толбандя
399,Last::N,kuorma,сталмо
400,Last::N,kuorma,кандома
401,Gang::N,kulku,молема
402,Gang::N,kulku,якамо
403,Gang::N,käynti,молема
404,Gang::N,käynti,якамо
405,Schritt::N,askel,эскелькс
406,Norden::N,pohjoinen,якшамо ёнкс
407,Süden::N,etelä,лембе ёнкс
408,Westen::N,länsi,чивалгома
409,Osten::N,itä,чилисема
410,Holz::N,puu,чувто
411,Brett::N,lauta,лаз
412,Platte::N,levy,плита
413,Stütze::N,noja,неже
414,Stange::N,tanko,олга
415,Stock::N,keppi,мандо
416,Stab::N,sauva,олога
417,Stab::N,seiväs,олога
418,Rohr::N,putki,турба
419,Haus::N,talo,кудо
420,Heim::N,koti,кудо
421,Ofen::N,uuni,каштомо
422,Fußboden::N,lattia,киякс
423,Tisch::N,pöytä,столь
424,Stuhl::N,tuoli,стул
425,Wiege::N,kehto,лавсь
426,Wiege::N,kehto,нурямот
427,Bett::N,sänky,ацамо
428,Regal::N,hylly,лався
429,Regal::N,hylly,лавсяланго
430,Kiste::N,arkku,горобия
431,Kiste::N,arkku,сундук
432,Kiste::N,kirstu,горобия
433,Kiste::N,kirstu,сундук
434,Kiste::N,laatikko,горобия
435,Kiste::N,laatikko,сундук
436,Fenster::N,ikkuna,вальма
437,Tür::N,ovi,кенкш
438,Tor::N,portti,ортат
439,Zaun::N,aita,пирявт
440,Zaun::N,aita,пирвякс
441,Dach::N,katto,кудопря
442,Leiter::N,tikkaat,кузтема
443,Leiter::N,tikapuut,кузтема
444,Besen::N,luuta,тенсть
445,Spaten::N,lapio,койме
446,Schaufel::N,lapio,кече
447,Schaufel::N,lapio,келей койме
448,Gabel::N,haarukka,сянгине
449,Löffel::N,lusikka,пенч
450,Messer::N,veitsi,пеель
451,Nagel::N,naula,эске
452,Netz::N,verkko,алтыма
453,Haken::N,haka,кечказ
454,Haken::N,koukku,кечказ
455,Griff::N,ripa,кедне
456,Griff::N,kahva,кедне
457,Schloss::N,lukko,замок
458,Schloss::N,lukko,панжома
459,Bild::N,kuva,картина
460,Figur::N,kuvio,рунго
461,Puppe::N,nukke,няка
462,Beutel::N,pussi,кескав
463,Bündel::N,nippu,керькс
464,Bündel::N,kimppu,керькс
465,Tasche::N,laukku,юдма
466,Eimer::N,sanko,ведра
467,Eimer::N,ämpäri,ведра
468,Deckel::N,kansi,велькс
469,Geschirr::N,astia,кедьге
470,Sack::N,säkki,кескав
471,Tasse::N,kuppi,чакш
472,Topf::N,pata,кастрюля
473,Kessel::N,kattila,котёл
474,Essen::N,syönti,ярсамо
475,Nahrung::N,ruoka,ярсамопель
476,Nahrung::N,ravinto,ярсамопель
477,Speise::N,ruoka,ярсамопель
478,Fleisch::N,liha,сывель
479,Getreide::N,vilja,сюро
480,Brei::N,puuro,каша
481,Brot::N,leipä,кши
482,Scheibe::N,viipale,кочом
483,Scheibe::N,viipale,сускомо
484,Fett::N,rasva,куя
485,Butter::N,voi,ой
486,Öl::N,öljy,ой
487,Salz::N,suola,сал
488,Suppe::N,keitto,ям
489,Honig::N,hunaja,медь
490,Milch::N,maito,ловсо
491,Tee::N,tee,чай
492,Leder::N,nahka,киське
493,Wolle::N,villa,пона
494,Stoff::N,kangas,коцт
495,Nadel::N,neula,салмукс
496,Faden::N,lanka,суре
497,Knopf::N,nappi,пов
498,Knoten::N,solmu,сюлмо
499,Farbe::N,maali,артомапель
500,Kleidung::N,vaatteet,оршамот
501,Hemd::N,paita,панар
502,Kragen::N,kaulus,сиве
503,Ärmel::N,hiha,ожа
504,Hose::N,housut,понкст
505,Gürtel::N,vyö,каркс
506,Mütze::N,lakki,чапка
507,Schuh::N,kenkä,туфля
508,Stiefel::N,saapas,кем
509,Ring::N,sormus,суркс
510,Band::N,nauha,лента
511,Kamm::N,kampa,сурсеме
512,Spiegel::N,peili,чавачамо
513,Riemen::N,hihna,кшнань каркс
514,Schnur::N,naru,пикс
515,Schnur::N,nuora,пикс
516,Leine::N,talutushihna,ведьме
517,Decke::N,peite,вельтямо
518,Kissen::N,tyyny,тодов
519,Kissen::N,pielus,тодов
520,Tuch::N,huivi,паця
521,Handtuch::N,pyyheliina,нардамо
522,Kraft::N,väki,вий
523,Kraft::N,voima,вий
524,Stärke::N,vahvuus,виевчи
525,Gesundheit::N,terveys,шумбрачи
526,Krankheit::N,tauti,орма
527,Krankheit::N,tauti,сэредема
528,Krankheit::N,sairaus,орма
529,Krankheit::N,sairaus,сэредема
530,Schmerz::N,kipu,сэредькс
531,Schmerz::N,särky,сэредькс
532,Wunde::N,haava,керявкс
533,Fieber::N,kuume,маштыкс
534,Arznei::N,lääke,ормаменькс
535,Brücke::N,silta,сэдь
536,Brücke::N,silta,мадамо
537,Brunnen::N,kaivo,лисьма
538,Weide::N,laidun,ракшань ванома тарка
539,Pfad::N,polku,ян
540,Weg::N,tie,ки
541,Straße::N,katu,ки
542,Dorf::N,kylä,веле
543,Stadt::N,kaupunki,ош
544,Brief::N,kirje,сёрма
545,Buch::N,kirja,книга
546,Buchstabe::N,kirjain,буква
547,Zeitung::N,lehti,газета
548,Zeitung::N,sanomalehti,газета
549,Leben::N,elo,эрямо
550,Leben::N,elämä,эрямо
551,Tod::N,kuolema,кулома
552,Grab::N,hauta,калмо
553,Kirche::N,kirkko,церькова
554,Sünde::N,synti,чумочи
555,Gott::N,jumala,паз
556,Arbeiter::N,työläinen,робочей
557,Chef::N,päällikkö,прявт
558,Meister::N,mestari,кол тевень тенця
559,Arzt::N,lääkäri,врач
560,Lehrer::N,opettaja,учитель
561,Lehrer::N,opettaja,тонавтыця
562,Geld::N,raha,ярмак
563,Geschäft::N,liike,ладязь тев
564,Laden::N,puoti,лавка
565,Laden::N,kauppa,лавка
566,Preis::N,hinta,питне
567,Ware::N,tavara,миевкс
568,Ware::N,tavara,рамавкс
569,Nutzen::N,hyöty,паро
570,Nutzen::N,hyöty,лезэ
571,Reichtum::N,rikkaus,сюпавчи
572,Welt::N,maailma,мир
573,Welt::N,maailma,мастор ланго
574,Land::N,maa,мастор
575,Staat::N,valtio,государства
576,König::N,kuningas,король
577,Macht::N,mahti,азорксчи
578,Grenze::N,raja,буен тешкс
579,Krieg::N,sota,война
580,Feind::N,vihollinen,душман
581,Gewalt::N,väkivalta,нарьгамо
582,Kampf::N,taistelu,тюрема
583,Bogen[Waffe]::N,jousi,нал
584,Pfeil::N,nuoli,нал
585,Gewehr::N,kivääri,ружия
586,Gewehr::N,kivääri,винтовка
587,Fehler::N,vika,ильведькс
588,Fehler::N,vika,ильведевкс
589,Fehler::N,virhe,ильведькс
590,Fehler::N,virhe,ильведевкс
591,Lüge::N,valhe,манчема
592,Lüge::N,valhe,кенгелема
593,Schaden::N,vaurio,зыян
594,Schaden::N,vahinko,зыян
595,Unglück::N,vahinko,зыян
596,Unglück::N,onnettomuus,зыян
597,Schuld::N,syy,чумочи
598,Alter::N,ikä,шка
599,Schluss::N,loppu,пе
600,Zeit::N,aika,шка
601,Zeit::N,aika,пинге
602,Tag::N,päivä,чи
603,Morgen::N,aamu,валске
604,Morgen::N,huomen,валске
605,Mittag::N,keskipäivä,чикуншка
606,Abend::N,ilta,чокшнэ
607,Nacht::N,yö,ве
608,Woche::N,viikko,недля
609,Monat::N,kuukausi,ков
610,Jahr::N,vuosi,ие
611,Frühling::N,kevät,тундо
612,Sommer::N,kesä,кизэ
613,Herbst::N,syksy,сёксь
614,Winter::N,talvi,теле
615,Januar::N,tammikuu,якшамков
616,Februar::N,helmikuu,февраль
617,März::N,maaliskuu,март
618,April::N,huhtikuu,апрель
619,Mai::N,toukokuu,май
620,Juni::N,kesäkuu,июнь
621,Juli::N,heinäkuu,июль
622,August::N,elokuu,август
623,September::N,syyskuu,сентября
624,Oktober::N,lokakuu,октября
625,November::N,marraskuu,ноября
626,Dezember::N,joulukuu,декабря
627,Montag::N,maanantai,пондельник
628,Dienstag::N,tiistai,овторник
629,Mittwoch::N,keskiviikko,серёда
630,Donnerstag::N,torstai,цетьверьг
631,Freitag::N,perjantai,пеця
632,Samstag::N,lauantai,субута
633,Samstag::N,lauantai,шлямочи
634,Sonntag::N,sunnuntai,недлячи
635,groß::A,iso,ине
636,groß::A,iso,покш
637,groß::A,suuri,ине
638,groß::A,suuri,покш
639,klein::A,pieni,вишка
640,lang::A,pitkä,кувака
641,kurz::A,lyhyt,нурькине
642,breit::A,leveä,келей
643,schmal::A,kapea,теине
644,dicht::A,taaja,тусто
645,dick[Gegenstand]::A,paksu,эчке
646,dünn::A,ohut,човине
647,fein::A,hieno,човине
648,fest::A,luja,кеме
649,flach::A,litteä,лапужа
650,flach::A,tasainen,лапужа
651,glatt::A,sileä,валаня
652,glatt::A,siloinen,валаня
653,hart::A,kova,калгодо
654,weich::A,pehmeä,чевте
655,rund::A,pyöreä,кеверь
656,spitz::A,terävä,пшти
657,scharf::A,terävä,пшти
658,stumpf::A,tylsä,ношка
659,schwer::A,raskas,стака
660,schwer::A,painava,стака
661,schön::A,kaunis,мазый
662,heiß::A,kuuma,пси
663,warm::A,lämmin,лембе
664,kalt::A,kylmä,якшамо
665,kalt::A,viluinen,якшамо
666,kühl::A,viileä,экше
667,frisch::A,tuore,свежа
668,feucht::A,kostea,летьке
669,nass::A,märkä,начко
670,trocken::A,kuiva,коське
671,voll::A,täysi,пешксе
672,leer::A,tyhjä,чаво
673,offen::A,avonainen,панжадо
674,offen::A,avonainen,виде
675,geschlossen::A,suljettu,пекстазь
676,geschlossen::A,suljettu,сёлгозь
677,sauber::A,puhdas,ванькс
678,schmutzig::A,likainen,ливезев
679,roh::A,raaka,верек
680,reif::A,kypsä,кенерезь
681,lecker::A,herkullinen,тантей
682,süß::A,makea,ламбамо
683,bitter::A,karvas,сэпей
684,bitter::A,kitkerä,сэпей
685,sauer::A,hapan,чапамо
686,hell::A,kirkas,валдо
687,hell::A,valoisa,валдо
688,dunkel::A,pimeä,чопода
689,schwarz::A,musta,раужо
690,weiß::A,valkea,ашо
691,rot::A,punainen,якстере
692,gelb::A,keltainen,ожо
693,blau::A,sininen,сэнь
694,grün::A,vihreä,пиже
695,grau::A,harmaa,шержев
696,bunt::A,kirjava,сёрмав
697,billig::A,halpa,аволь питней
698,billig::A,huokea,аволь питней
699,teuer::A,kallis,питней
700,wertvoll::A,arvokas,питней
701,blind::A,sokea,сокор
702,taub::A,kuuro,амариця
703,kräftig::A,väkevä,пек виев
704,kräftig::A,voimakas,пек виев
705,stark::A,vahva,виев
706,schwach::A,heikko,лавшо
707,fett::A,lihava,куя
708,schlank::A,hoikka,виде ронга
709,schlank::A,solakka,виде ронга
710,hübsch::A,soma,мазый
711,hübsch::A,sievä,мазый
712,böse::A,paha,кежей
713,böse::A,häijy,кежей
714,dumm::A,tyhmä,чавола
715,dumm::A,tyhmä,превтеме
716,dumm::A,typerä,чавола
717,dumm::A,typerä,превтеме
718,faul::A,laiska,нузякс
719,fleißig::A,ahkera,мелень путыця
720,geizig::A,saita,скупой
721,klug::A,älykäs,превей
722,geschickt::A,taitava,маштозь теезь
723,lieb::A,rakas,вадря
724,lustig::A,hauska,весёла
725,lustig::A,iloinen,весёла
726,sanft::A,lauha,сэтьме
727,sanft::A,lempeä,сэтьме
728,hungrig::A,nälkäinen,вачо
729,krank::A,sairas,сэредиця
730,nackt::A,alaston,штапо
731,traurig::A,surullinen,нусманя
732,traurig::A,murheellinen,нусманя
733,lebendig::A,elävä,эриця
734,gut::A,hyvä,паро
735,schlecht::A,paha,берянь
736,schlecht::A,huono,берянь
737,richtig::A,oikea,виде
738,schlimm::A,paha,берянь
739,wahr::A,tosi,алкуксонь
740,alt::A,vanha,ташто
741,neu::A,uusi,од
742,ehemalig::A,entinen,икелень
743,ehemalig::A,muinainen,икелень
744,alt[Lebewesen]::A,vanha,сыре
745,jung::A,nuori,од
746,arm::A,köyhä,кажов
747,reich::A,rikas,сюпав
748,bekannt::A,tuttu,содавикс
749,bekannt::A,tunnettu,содавикс
750,berühmt::A,kuuluisa,содавикс
751,fremd::A,vieras,лия
752,fremd::A,vieras,асодавикс
753,verschieden::A,eri,эрьва
754,verschieden::A,erilainen,эрьва
755,nah::A,läheinen,а васолонь
756,fern::A,etäinen,умонь
757,fern::A,etäinen,кезэрень
758,linker::A,vasen,керш
759,rechter::A,oikea,вить
760,anderer::A,muu,лия
761,anderer::A,toinen,лия
762,erster::A,ensimmäinen,васень
763,erster::A,ensimmäinen,васенце
764,zweiter::A,toinen,омбоце
765,dritter::A,kolmas,колмоце
766,letzter::A,viimeinen,меельце
767,allein::ADV,yksin,башка
768,allein::ADV,yksin,ськамонзо
769,auf einmal::ADV,yhdellä kertaa,вейсэ
770,zusammen::ADV,yhdessä,вейс
771,zusammen::ADV,yhdessä,вейсэ
772,lange::ADV,kauan,кувать
773,lange::ADV,pitkään,кувать
774,plötzlich::ADV,äkkiä,апак учо
775,sofort::ADV,heti,курок
776,sofort::ADV,heti,нейке
777,später::ADV,myöhemmin,мейле
778,jetzt::ADV,nyt,ней
779,heute::ADV,tänään,течи
780,morgen::ADV,huomenna,ванды
781,bald::ADV,pian,курок
782,dann::ADV,sitten,мейле
783,dann::ADV,sitten,седе мейле
784,gestern::ADV,eilen,исяк
785,einst::ADV,aikanaan,весть
786,einst::ADV,aikanaan,зярдо-бути
787,damals::ADV,silloin,сестэ
788,damals::ADV,siihen aikaan,сестэ
789,danach::ADV,sen jälkeen,мейле
790,danach::ADV,sen jälkeen,седе мейле
791,vorher::ADV,ennen,васняяк
792,zuerst::ADV,ensin,васня
793,zuerst::ADV,ensiksi,васня
794,einmal::ADV,kerran,весть
795,manchmal::ADV,joskus,лиясто
796,oft::ADV,usein,сеетьстэ
797,immer::ADV,aina,свал
798,niemals::ADV,ei koskaan,а зярдояк
799,hier::ADV,tässä,тесэ
800,hier::ADV,täällä,тесэ
801,hierhin::ADV,tähän,тей
802,von hier::ADV,tästä,тестэ
803,von hier::ADV,täältä,тестэ
804,dort::ADV,siinä,тосо
805,dort::ADV,siellä,тосо
806,dorthin::ADV,sinne,тов
807,dorthin::ADV,tuonne,тов
808,geradeaus::ADV,suoraan,витьстэ
