,Concept_ID,ml,he
631,dann::ADV,അപ്പോൾ,אחר-כך
632,gestern::ADV,ഇന്നലെ,אתמול
633,einst::ADV,പണ്ടൊരിക്കല്,לפנים
634,damals::ADV,അപ്പോൾ,אז
635,danach::ADV,പിന്നീട്,אחר-כך
636,vorher::ADV,മുൻപ്,לפני זה
637,zuerst::ADV,ആദ്യം,קדם
638,einmal::ADV,ഒരിക്കൽ,פעם
639,manchmal::ADV,ചിലപ്പോൾ,לפעמים
640,oft::ADV,പലപ്പോഴും,לעתים קרובות
641,immer::ADV,എപ്പോഴും,תמיד
642,niemals::ADV,ഒരിക്കലും,אף פעם
643,hier::ADV,ഇവിടെ,כאן
644,hierhin::ADV,ഇവിടേക്ക്,פה
645,von hier::ADV,ഇവിടെനിന്ന്,מפה
646,dort::ADV,അവിടെ,שם
647,dorthin::ADV,അവിടേക്ക്,שם
648,geradeaus::ADV,മുമ്പിൽ,ישר
649,geradeaus::ADV,മുമന്നോട്ട്,ישר
650,vorwärts::ADV,മുന്നോട്ട്,קדימה
651,rückwärts::ADV,തലതിരിച്ച്,לאחור
652,zurück::ADV,പുറകിലേക്ക്,בחזרה
653,zurück::ADV,പുറകിലേക്ക്,אחורנית
654,unten::ADV,താഴെ,למטה
655,hinab::ADV,താഴേക്ക്,למטה
656,oben::ADV,മുകളിൽ,מעל
657,oben::ADV,മുകളിൽ,למעלה
658,hinauf::ADV,മുകളിൽ,למעלה
659,überall::ADV,എല്ലായിടത്തും,בכל מקום
660,nicht::ADV,ഇല്ല,לא
661,ein wenig::ADV,കുറച്ച്,קצת
662,kaum::ADV,കഷ്ടിച്ച്,בקשי
663,sehr::ADV,വളരെ,מאוד
664,so::ADV,അങ്ങനെ,כך
665,so::ADV,അങ്ങനെ,ככה
666,noch::ADV,ഇപ്പോഴും,עוד
667,noch::ADV,ഇപ്പോഴും,עדין
668,nur::ADV,മാത്രം,רק
669,schon::ADV,നേരത്തേ തന്നെ,כבר
670,wieder::ADV,വീണ്ടും,שוב
671,vergebens::ADV,വിഫല,לריק
672,vergebens::ADV,വിഫല,לשוא
673,vor::PRP,മുമ്പിൽ,מול
674,hinter::PRP,പുറകിൽ,מאחורי
675,unter::PRP,കീഴിൽ,מתחת
676,durch::PRP,ഉള്ളിലൂടെ,דרך
677,neben::PRP,അടുത്ത്,ליד
678,neben::PRP,അടുത്ത്,על-יד
679,zwischen::PRP,ഇടയ്ക്ക്,בין
680,wegen::PRP,നിമിത്തം,בשל
681,wegen::PRP,നിമിത്തം,בגלל
682,dies::PRN,ഇത്,זה
683,das::PRN,അത്,זה
684,alles::PRN,എല്ലാം,הכל
685,ich::PRN,ഞാൻ,אני
686,du::PRN,നിങ്ങൾ,את
687,du::PRN,നിങ്ങൾ,אתה
688,er::PRN,അദ്ദേഹം,הוא
689,er::PRN,അയാൾ,הוא
690,er::PRN,അവൻ,הוא
691,er::PRN,അവർ,הוא
692,er::PRN,അവൾ,הוא
693,wir::PRN,നമ്മൾ,אנחנו
694,ihr::PRN,നിങ്ങൾ,לה
695,sie::PRN,അവർ,הם
696,was::FPRN,എന്ത്,מה
697,wer::FPRN,ആര്,מי
698,wo::FADV,എവിടെ,איפה
699,wohin::FADV,എവിടേക്ക്,לאן
700,wie::FADV,എങ്ങനെ,איך
701,warum::FADV,എന്തുകൊണ്ട്,למה
702,wieviel::FNUM,എത്ര,כמה
703,eins::NUM,ഒന്ന്,אחד
704,zwei::NUM,രണ്ട്,שתים
705,drei::NUM,മൂന്ന്,שלושה
706,vier::NUM,നാല്,ארבעה
707,fünf::NUM,അഞ്ച്,חמשה
708,sechs::NUM,ആറ്,ששה
709,sieben::NUM,ഏഴ്,שבעה
710,acht::NUM,എട്ട്,שמונה
711,neun::NUM,ഒമ്പത്,תשעה
712,zehn::NUM,പത്ത്,עשרה
713,elf::NUM,പതിനൊന്ന്,אחת עשרה
714,zwölf::NUM,പന്ത്രണ്ട്,שתים עשרה
715,zwanzig::NUM,ഇരുപത്,עשרים
716,dreißig::NUM,മുപ്പത്,שלושים
717,vierzig::NUM,നാൽപ്പത്,ארבעים
718,fünfzig::NUM,അൻപത്,חמשים
719,sechzig::NUM,അറുപത്,ששים
720,siebzig::NUM,എഴുപത്,שבעים
721,achtzig::NUM,എൺപത്,שמונים
722,neunzig::NUM,തൊണ്ണൂറ്,תשעים
723,hundert::NUM,നൂറ്,מאה
724,tausend::NUM,ആയിരം,אלף
725,und::CNJ,ഉം,ו
726,oder::CNJ,അഥവാ,או
727,stehen::V,നിൽക്കുക,עמד
728,sitzen::V,ഇരിക്കുക,ישב
729,liegen::V,കിടക്കുക,שכב
730,hängen::V,തൂങ്ങുക,היה תלוי
731,werden::V,ആയിത്തീരുക,הפך ל
732,passieren::V,സംഭവിക്കുക,קרה
733,beginnen::V,ആരംഭിക്കുക,התחיל
734,enden::V,അവസാനിപ്പിക്കുക,הסתים
735,wechseln::V,മാറ്റുക,השתנה
736,aufgehen[Sonne]::V,ഉയരുക,זרח
737,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,שקע
738,scheinen[Sonne]::V,പ്രകാശിക്കുക,בהק
739,donnern::V,ഇടിവെട്ടുക,רעם
740,wehen::V,വീശുക,נשב
741,strömen::V,ഒഴുകുക,זרם
742,fließen::V,ഒഴുകുക,זרם
743,sich drehen::V,ചുറ്റുക,הסתובב
744,sich drehen::V,കറക്കുക,הסתובב
745,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,התנודד
746,schwingen::V,ആടുക,התנענע
747,fallen::V,വീഴുക,נפל
748,brennen::V,കത്തുക,בער
749,rauchen::V,പുകയുക,עשן
750,regnen::V,മഴ_പെയ്യുക,ירד גשם
751,gefrieren::V,തണത്ത്_മരവിക്കുക,קפא
752,tauen::V,അലിയുക,נמס
753,schmelzen::V,ഉരുകുക,התיך
754,trocknen::V,വരളുക,התיבש
755,sieden::V,തിളപ്പിക്കുക,רתח
756,faulen::V,ചീയുക,רקב
757,verfaulen::V,അഴുകുക,רקב
758,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,נקרע
759,versinken::V,മുക്കുക,טבע
760,vergehen::V,കടന്നുപോകുക,עבר
761,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,נגלה
762,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,הופיע
763,verschwinden::V,അദൃശ്യമാകുക,נעלם
764,sinken::V,താഴുക,ירד
765,abnehmen::V,കുറിയുക,הפחית
766,zunehmen::V,വർദ്ധിക്കുക,רבה
767,steigen::V,ഉയരുക,עלה
768,wachsen::V,വളരുക,גדל
769,glänzen::V,മിന്നുക,נצץ
770,glänzen::V,മിന്നുക,בהק
771,funkeln::V,തിളങ്ങുക,נצנץ
772,lärmen::V,ശബ്ദമുണ്ടാക്കുക,רעש
773,läuten::V,മണിമുഴങ്ങുക,צלצל
774,klingeln::V,ചിലമ്പുക,צלצל
775,klirren::V,കിലുക്കുക,קרקש
776,brausen::V,മുഴങ്ങുക,געש
777,rauschen::V,അനങ്ങുക,רשרש
778,klingen::V,മുഴക്കുക,נשמע
779,bellen::V,കുരയ്ക്കുക,נבח
780,heulen::V,ഓരിയിടുക,ילל
781,blasen::V,ഊതുക,נשף
782,pfeifen::V,വിസിലടിക്കുക,שרק
783,schreien::V,ആക്രോശിക്കുക,צעק
784,stöhnen::V,അരക്കം,נאנק
785,stöhnen::V,ആർത്തനാദം,נאנק
786,zittern::V,വിറയ്ക്കുക,רעד
787,leben::V,താമസിക്കുക,חי
788,geboren werden::V,ജനിക്കുക,נולד
789,atmen::V,ശ്വസിക്കുക,נשם
790,trinken::V,കുടിക്കുക,שתה
791,essen::V,കഴിക്കുക,אכל
792,schlucken::V,വിഴുങ്ങുക,בלע
793,müde werden::V,ക്ഷീണിക്കുക,התעיף
794,einschlafen::V,നിദ്രിക്കുക,נרדם
795,schlafen::V,ഉറങ്ങുക,ישן
796,aufwachen::V,ഉണരുക,התעורר
797,aufstehen::V,എഴുന്നേൽക്കുക,קם
798,sich erholen::V,വിശ്രമിക്കുക,נפש
799,krank werden::V,ദീനംപിടിക്കുക,חלה
800,krank sein::V,രോഗികളാകുക,היה חולה
801,schmerzen::V,വേദനിക്കുക,כאב
802,husten::V,ചുമയ്ക്കുക,השתעל
803,genesen::V,സുഖപ്പെടുക,הבריא
804,sterben::V,മരിക്കുക,מת
805,umkommen::V,മരിക്കുക,נספה
806,sich bewegen::V,സ്ഥലം_മാറുക,נע
807,sich rühren::V,ചലിക്കുക,זז
808,sich erheben::V,നിൽക്കുക,קם
809,sich setzen::V,ഇരിക്കുക,התישב
810,hinfallen::V,വീഴുക,נפל
811,laufen::V,നടക്കുക,הלך ברגל
812,schreiten::V,നടക്കുക,פסע
813,spazierengehen::V,ഉലാത്തുക,טיל
814,eilen::V,പാഞ്ഞെത്തുക,אץ
815,eilen::V,പാഞ്ഞെത്തുക,מהר
816,sich beeilen::V,തിരിക്കുകൂട്ടുക,מהר
817,sich beeilen::V,തിടുക്കം_കാട്ടുക,מהר
818,sausen::V,കുതിക്കുക,אץ
819,rennen::V,ഓടുക,רץ
820,springen::V,ചാടുക,קפץ
821,klettern::V,കയറുക,טפס
822,schaukeln::V,ഇളകുക,התנדנד
823,kriechen::V,പതുങ്ങികയറുക,זחל
824,schwimmen::V,നീന്തുക,שחה
825,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,צלל
826,rudern::V,തുഴയുക,חתר
827,fahren::V,വാഹനം ഓടിക്കുക,נסע
828,fliegen::V,പറക്കുക,עף
829,gehen::V,പോകുക,הלך
830,weggehen::V,വിടുക,עזב
831,abfahren::V,പുറപ്പെടുക,יצא
832,anhalten::V,നിർത്തുക,עצר
833,hineingehen::V,പ്രവേശിക്കുക,נכנס
834,eintreten::V,പ്രവേശിക്കുക,נכנס
835,kommen::V,വരുക,בא
836,ankommen::V,എത്തിച്ചേരുക,הגיע
837,zurückkommen::V,തിരിച്ചു വരുക,שב
838,zurückkommen::V,തിരിച്ചു വരുക,חזר
839,bleiben::V,തുടരുക,נשאר
840,warten::V,കാത്തിരിക്കുക,חכה
841,warten::V,കാത്തിരിക്കുക,המתין
842,erwarten::V,പ്രതീക്ഷിക്കുക,צפה
843,suchen::V,തിരയുക,חפש
844,finden::V,കണ്ടെത്തുക,מצא
845,versuchen::V,ശ്രമിക്കുക,נסה
846,vorbereiten::V,തയ്യാറെടുക്കുക,הכין
847,lieben::V,സ്നേഹിക്കുക,אהב
848,mögen::V,ഇഷ്ടപ്പെടുക,אהב
849,lachen::V,ചിരിക്കുക,צחק
850,rühren::V,ഹൃദയം സ്പർശിക്കുക,נגע ללב
851,weinen::V,തേങ്ങുക,בכה
852,schimpfen::V,പിറുപിറുക്കുക,גער
853,sich ärgern::V,കോപിക്കുക,זעם
854,sich ärgern::V,കോപിക്കുക,כעס
855,sich fürchten::V,പേടിക്കുക,פחד
856,sich fürchten::V,പേടിക്കുക,חשש
857,fürchten::V,പേടിക്കുക,פחד מ
858,fürchten::V,പേടിക്കുക,חשש מ
859,fliehen::V,രക്ഷപ്പെടുക,ברח
860,flüchten::V,രക്ഷപ്പെടുക,נמלט
861,sehen::V,കാണുക,ראה
862,anschauen::V,നോക്കുക,הביט
863,ansehen::V,നോക്കുക,התבונן
864,hören::V,കേൾക്കുക,שמע
865,zuhören::V,ശ്രദ്ധിക്കുക,הקשיב
866,probieren::V,രുചിയുള്ളതായി_തോന്നുക,נסה
867,riechen::V,മണത്തു_നോക്കുക,הריח
868,fühlen::V,സ്പർശിച്ചറിയുക,חש
869,scheinen::V,കാണപ്പെടുക,נדמה
870,zu sehen sein::V,വെളിച്ചപ്പെടുക,נראה
871,vernehmen::V,കേൾക്കുക,נודע ל
872,frieren::V,വിറയ്ക്കുക,קר ל
873,tun::V,ചെയ്യുക,פעל
874,können::V,കഴിയുക,יכל
875,wollen::V,വേണുക,רצה
876,anfangen::V,തുടങ്ങുക,התחיל
877,beenden::V,പൂർത്തിയാക്കുക,גמר
878,aufhören::V,നിർത്തുക,סים
879,gelingen::V,വിജയിക്കുക,הצליח
880,geraten::V,പരിണമിക്കുക,עלה
881,öffnen::V,തുറക്കുക,פתח
882,schließen::V,അടയ്ക്കുക,סגר
883,stellen::V,വയ്ക്കുക,העמיד
884,setzen::V,വയ്ക്കുക,הושיב
885,legen::V,ഇടുക,שם
886,berühren::V,തൊടുക,נגע
887,verbinden::V,ഘടിപ്പിക്കുക,קשר
888,bedecken::V,മുടുക,כסה
889,aufhängen::V,കെട്ടിതൂക്കുക,תלה
890,anzünden::V,കത്തിക്കുക,הצית
891,aufheben::V,പെറുക്കിയെടുക്കുക,אסף
892,zurücklassen::V,വച്ചുപോരുക,השאיר
893,verlieren::V,നഷ്ടപ്പെടുക,אבד
894,fallen lassen::V,വീഴ്ത്തുക,שמט
895,fallen lassen::V,വീഴ്ത്തുക,הפיל
896,machen::V,ഉണ്ടാക്കുക,עשה
897,herstellen::V,ഉൽപാദിപ്പിക്കുക,יצר
898,bauen::V,നിർമ്മിക്കുക,בנה
899,reparieren::V,നന്നാക്കുക,תקן
900,verbessern::V,മെച്ചപ്പെടുക,שפר
901,ändern::V,മാറ്റംവരുത്തുക,שנה
902,graben::V,കുഴിക്കുക,חפר
903,beugen::V,വണങ്ങുക,כפף
904,biegen::V,കുനിയുക,כופף
905,drehen::V,തിരിക്കുക,סובב
906,wenden::V,തിരിയുക,הפך
907,umdrehen::V,തിരിയുക,סובב
908,heben::V,ഉയർത്തുക,הרים
909,hochheben::V,ഉയർത്തുക,הרים
910,ergreifen::V,ബലമായി_പിടിക്കുക,אחז
911,halten::V,പിടിക്കുക,החזיק
912,drücken::V,അമർത്തുക,לחץ
913,schieben::V,തള്ളുക,הזיז
914,kratzen::V,ചുരണ്ടുക,שרט
915,kratzen::V,ചുരണ്ടുക,שפשף
916,lecken::V,നക്കുക,לקק
917,beißen::V,കടിക്കുക,נשך
918,abreißen::V,കീറിക്കളയുക,קרע
919,abschneiden::V,മുറിച്ചുമാറ്റുക,חתך
920,binden::V,കെട്ടുക,קשר
921,stecken::V,തുളയ്ക്കുക,תקע
922,brechen::V,ഉടയുക,שבר
923,klopfen::V,തട്ടുക,נקש
924,hauen::V,അടിക്കുക,הכה
925,kleben::V,ഒട്ടിക്കുക,הדביק
926,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,שפשף
927,streichen::V,പടർത്തുക,מרח
928,schleifen::V,പൊടിക്കുക,השחיז
929,schneiden::V,മുറിക്കുക,גזר
930,rütteln::V,മുട്ടുക,נענע
931,schütteln::V,കുലുക്കുക,נער
932,schwenken::V,ആടുക,נופף
933,schwenken::V,ആടുക,טלטל
934,schütten::V,ഒഴിക്കുക,שפך
935,füllen::V,നിറയ്ക്കുക,מלא
936,einwickeln::V,പൊതിയുക,עטף
937,tragen::V,വഹിക്കുക,נשא
938,schleppen::V,വലിച്ചിഴയ്ക്കുക,סחב
939,ziehen::V,വലിക്കുക,משך
940,aufbewahren::V,വയ്ക്കുക,שמר
941,werfen::V,എറിയുക,זרק
942,fangen::V,പിടിക്കുക,תפס
943,packen::V,തട്ടിപ്പറിക്കുക,אחז
944,verstecken::V,മറയ്ക്കുക,החביא
945,teilen::V,വിഭജിക്കുക,חלק
946,schicken::V,അയയ്ക്കുക,שלח
947,bringen::V,കൊണ്ടുവരുക,הביא
948,hinzufügen::V,കൂട്ടുക,הוסיף
949,bekommen::V,കിട്ടുക,תפס
950,erhalten::V,സ്വീകരിക്കുക,קבל
951,nehmen::V,എടുക്കുക,אחז
952,wählen::V,തിരഞ്ഞെടുക്കുക,בחר
953,auswählen::V,തിരഞ്ഞെടുക്കുക,בחר ב
954,bewahren::V,പുലർത്തുക,קים
955,behindern::V,തടയിടുക,מנע
956,verderben::V,നശിപ്പിക്കുക,מנע
957,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,הזיק
958,zerbrechen::V,ഉടയുക,נשבר
959,zerreißen::V,കീറുക,קרע
960,zerstören::V,നശിപ്പിക്കുക,הרס
961,zerstören::V,നശിപ്പിക്കുക,השמיד
962,verbrennen::V,കത്തിനശിക്കുക,שרף
963,verbrennen::V,കത്തിച്ചുകളയുക,שרף
964,geben::V,കൊടുക്കുക,נתן
965,geben::V,തരുക,נתן
966,reichen::V,കൈമാറുക,העביר
967,schenken::V,സമ്മാനം കൊടുക്കുക,נתן במתנה
968,versprechen::V,വാഗ്ദാനം_നൽകുക,הבטיח
969,wünschen::V,ആഗ്രഹിക്കുക,אחל
970,loben::V,പുകഴ്ത്തുക,שבח
971,küssen::V,ഉമ്മവയ്ക്കുക,נשק
972,wiegen::V,ഇളകുക,נדנד
973,zudecken::V,മുടുക,כסה
974,wecken::V,ഉണർത്തുക,עורר
975,zeigen::V,കാണിക്കുക,הראה
976,führen::V,നടത്തുക,הביא
977,führen::V,നടത്തുക,הוביל
978,lehren::V,പഠിപ്പിക്കുക,למד
979,unterrichten::V,പരിശീലിപ്പിക്കുക,למד
980,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,רומם
981,leiten::V,നയിക്കുക,נהל
982,antreiben::V,പ്രേരിപ്പിക്കുക,המרץ
983,lassen::V,അനുവദിക്കുക,נתן
984,einladen::V,ക്ഷണിക്കുക,הזמין
985,vereinigen::V,കൂടിച്ചേരുക,אחד
986,vereinigen::V,കൂടിച്ചേരുക,לכד
987,besuchen::V,സന്ദർശിക്കുക,בקר
988,treffen::V,തമ്മിൽ കാണുക,פגש
989,sich versammeln::V,സംയോജിപ്പിക്കുക,התאסף
990,spielen::V,കളിക്കുക,שחק
991,singen::V,പാടുക,שר
992,tanzen::V,നൃത്തം ചെയ്യുക,רקד
993,sich trennen::V,നേർപെടുത്തുക,נפרד
994,verlassen::V,പിൻവാങ്ങുക,עזב
995,retten::V,രക്ഷിക്കുക,הציל
996,bewachen::V,കാവൽനിൽക്കുക,שמר
997,schützen::V,പരിരക്ഷിക്കുക,אבטח
998,verteidigen::V,പ്രതിരോധിക്കുക,הגן
999,sich schlagen::V,കലഹിക്കുക,התכתש
1000,schießen::V,വെടിവെക്കുക,ירה
1001,siegen::V,വിജയിക്കുക,גבר
1002,siegen::V,വിജയിക്കുക,נצח
1003,ärgern::V,വിഷമിപ്പിക്കുക,עצבן
1004,schlagen::V,അടിക്കുക,הכה
1005,schlagen::V,അടിക്കുക,הלקה
1006,treten::V,തൊഴിക്കുക,בעט
1007,stechen::V,കുത്തുക,דקר
1008,stoßen::V,തള്ളുക,דחק
1009,stehlen::V,മോഷ്ടിക്കുക,גנב
1010,stören::V,ശല്യപ്പെടുത്തുക,קטע
1011,stören::V,ശല്യപ്പെടുത്തുക,הפריע
1012,belästigen::V,മെനക്കെടുക,הציק
1013,belästigen::V,മെനക്കെടുക,הטריד
1014,verbergen::V,മറയ്ക്കുക,הצניע
1015,verbergen::V,ഒളിക്കുക,הצניע
1016,täuschen::V,കബളിപ്പിക്കുക,שגע
1017,betrügen::V,ചതിക്കുക,הונה
1018,töten::V,കൊല്ലുക,הרג
1019,wohnen::V,താമസിക്കുക,גר
1020,arbeiten::V,ജോലിചെയ്യുക,עבד
1021,sammeln::V,സഞ്ചയിക്കുക,אסף
1022,pflücken::V,പറിച്ചെടുക്കുക,קטף
1023,jagen::V,വേട്ടയാടുക,צד
1024,fischen::V,മീൻ പിടിക്കുക,דג
1025,fassen::V,പിടിക്കുക,תפס
1026,hüten::V,ചേർക്കുക,רעה
1027,treiben::V,വാഹനം_ഓടിക്കുക,הוציא
1028,anbinden::V,കെട്ടിയിടുക,קשר
1029,füttern::V,തീറ്റുക,הלעיט
1030,melken::V,പാലുകറക്കുക,חלב
1031,hacken::V,വെട്ടിമുറിക്കുക,קצץ
1032,gießen::V,നനയ്ക്കുക,השקה
1033,reifen::V,പാകമാകുക,בשל
1034,zubereiten::V,പാചകം_ചെയ്യുക,הכין
1035,kochen::V,വേവിക്കുക,בשל
1036,backen::V,ബേക്ക് ചെയ്യുക,אפה
1037,braten::V,പോരിക്കുക,צלה
1038,braten::V,പോരിക്കുക,טגן
1039,umrühren::V,ഇളക്കുക,ערבב
1040,stricken::V,മെടയുക,סרג
1041,nähen::V,തുന്നുക,תפר
1042,färben::V,ചായം പൂശുക,צבע
1043,reinigen::V,വൃത്തിയാക്കുക,נקה
1044,waschen::V,കഴുകുക,רחץ
1045,waschen::V,കഴുകുക,כבס
1046,abwischen::V,തുടയ്ക്കുക,נגב
1047,spülen::V,കഴുകുക,שטף
1048,fegen::V,അടിച്ചുവാരുക,טאטא
1049,kehren::V,അടിച്ചുവാരുക,טאטא
1050,baden::V,നീന്തിത്തുടിക്കുക,טבל
1051,baden::V,നീന്തിത്തുടിക്കുക,שחה
1052,sich waschen::V,കഴുകുക,התרחץ
1053,ausziehen::V,ഇഴുക്കുക,הוריד
1054,anziehen::V,ഉടുക്കുക,לבש
1055,sich anziehen::V,ധരിച്ച നേടുകയുക,התלבש
1056,kämmen::V,മുടിചീകുക,סרק
1057,schmücken::V,അലങ്കരിക്കുക,קשט
1058,sagen::V,പറയുക,אמר
1059,sprechen::V,സംസാരിക്കുക,דבר
1060,reden::V,സംസാരിക്കുക,דבר
1061,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,שוחח
1062,fragen::V,ചോദിക്കുക,שאל
1063,bitten::V,അപേക്ഷിക്കുക,בקש
1064,erzählen::V,പറയുക,ספר
1065,mitteilen::V,അറിയിക്കുക,מסר
1066,mitteilen::V,അറിയിക്കുക,הודיע
1067,nennen::V,പേരിടുക,קרא בשם
1068,rufen::V,വിളിക്കുക,גיס
1069,rufen::V,വിളിക്കുക,הזמין לבוא
1070,prahlen::V,പൊങ്ങച്ചം പറയുക,התרברב
1071,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,תרגם
1072,denken::V,ചിന്തിക്കുക,חשב
1073,glauben::V,വിശ്വസിക്കുക,האמין
1074,bemerken::V,ശ്രദ്ധിക്കുക,הבחין
1075,erkennen::V,തിരിചറിയുക,זהה
1076,begreifen::V,കൈപ്പിടിയിലാക്കുക,קלט
1077,begreifen::V,കൈപ്പിടിയിലാക്കുക,הבין
1078,verstehen::V,മനസ്സിലാക്കുക,הבין
1079,lernen::V,പഠിക്കുക,למד
1080,wissen::V,അറിയുക,ידע
1081,sich erinnern an::V,ഓർമിക്കുക,זכר
1082,vergessen::V,മറക്കുക,שכח
1083,messen::V,അളക്കുക,מדד
1084,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,ספר
1085,rechnen::V,ഗണിക്കുക,חשב
1086,lesen::V,വായിക്കുക,קרא
1087,malen::V,ചിത്രം വരയ്ക്കുക,ציר
1088,zeichnen::V,വരയ്ക്കുക,שרטט
1089,schreiben::V,എഴുതുക,כתב
1090,besitzen::V,സ്വന്തമാക്കുക,היה בעל של
1091,kaufen::V,വാങ്ങുക,קנה
1092,kaufen::V,വാങ്ങുക,רכש
1093,verkaufen::V,വിൽക്കുക,מכר
1094,bezahlen::V,പരിഹാരം ചെയ്യുക,שלם
1095,zahlen::V,പണം അടയ്ക്കുക,שלם
1096,beherrschen::V,ഭരിക്കുക,שלט
1097,ertragen::V,താങ്ങുക,סבל
