,Concept_ID,hu,it
105,Hitze::N,hőség,caldo
106,Hitze::N,hőség,calura
107,Raureif::N,zúzmara,brina
108,Regenbogen::N,szivárvány,arcobaleno
109,Donner::N,dörgés,tuono
110,Donner::N,mennydörgés,tuono
111,Strömung::N,áramlat,corrente
112,Tropfen::N,csepp,goccia
113,Schaum::N,hab,spuma
114,Schaum::N,hab,schiuma
115,Schaum::N,tajték,spuma
116,Schaum::N,tajték,schiuma
117,Schmutz::N,piszok,sudiciume
118,See::N,tó,lago
119,Sumpf::N,mocsár,palude
120,Moor::N,láp,torbiera
121,Wiese::N,rét,prato
122,Wiese::N,mező,prato
123,Wald::N,erdő,bosco
124,Wald::N,erdő,foresta
125,Hügel::N,domb,colle
126,Hügel::N,domb,collina
127,Anhöhe::N,magaslat,altura
128,Berg::N,hegy,monte
129,Berg::N,hegy,montagna
130,Gipfel::N,csúcs,cima
131,Höhle::N,barlang,grotta
132,Höhle::N,barlang,caverna
133,Abhang::N,lejtő,pendìo
134,Quelle::N,forrás,sorgente
135,Bach::N,patak,ruscello
136,Fluss::N,folyó,fiume
137,Ufer::N,part,riva
138,Küste::N,tengerpart,costa
139,Festland::N,szárazföld,terraferma
140,Meer::N,tenger,mare
141,Bucht::N,öböl,cala
142,Insel::N,sziget,ìsola
143,Blume::N,virág,fiore
144,Gras::N,fű,erba
145,Wurzel::N,gyökér,radice
146,Baum::N,fa,àlbero
147,Stamm::N,tő,tronco
148,Stamm::N,törzs,tronco
149,Rinde::N,kéreg,corteccia
150,Ast::N,ág,ramo
151,Zweig::N,gally,ramo
152,Blatt::N,levél,foglia
153,Birke::N,nyír,betulla
154,Kiefer[Baum]::N,fenyő,pino
155,Weide[Baum]::N,fűz,sàlice
156,Tanne::N,fenyő,abete
157,Horn::N,szarv,corno
158,Feder::N,toll,penna
159,Fell::N,szőr,manto
160,Fell::N,szőr,pelame
161,Fell::N,bunda,manto
162,Fell::N,bunda,pelame
163,Flügel::N,szárny,ala
164,Klaue::N,köröm,grinfia
165,Kralle::N,karom,unghia
166,Kralle::N,karom,artiglio
167,Schwanz::N,farok,coda
168,Ei::N,tojás,uovo
169,Nest::N,fészek,nido
170,Bau::N,odú,covo
171,Tier::N,állat,bestia
172,Tier::N,állat,animale
173,Herde::N,nyáj,gregge
174,Herde::N,csorda,gregge
175,Kuh::N,tehén,vacca
176,Bulle::N,bika,toro
177,Pferd::N,ló,cavallo
178,Schaf::N,juh,pècora
179,Schaf::N,birka,pècora
180,Schwein::N,sertés,porco
181,Schwein::N,sertés,maiale
182,Hund::N,eb,cane
183,Hund::N,kutya,cane
184,Katze::N,macska,gatta
185,Bär::N,medve,orso
186,Eichhörnchen::N,mókus,scoiàttolo
187,Elch::N,jávorszarvas,alce
188,Fuchs::N,róka,volpe
189,Hase::N,nyúl,lepre
190,Maus::N,egér,topo
191,Maus::N,egér,sorcio
192,Wolf::N,farkas,lupo
193,Vogel::N,madár,uccello
194,Schwarm::N,raj,stormo
195,Huhn::N,tyúk,gallina
196,Hahn::N,kakas,gallo
197,Gans::N,lúd,oca
198,Gans::N,liba,oca
199,Adler::N,sas,àquila
200,Ente::N,kacsa,ànatra
201,Eule::N,bagoly,gufo
202,Eule::N,bagoly,civetta
203,Kranich::N,daru,gru
204,Krähe::N,varjú,cornacchia
205,Kuckuck::N,kakukk,cuccù
206,Kuckuck::N,kakukk,cùculo
207,Schwan::N,hattyú,cigno
208,Fisch::N,hal,pesce
209,Barsch::N,sügér,pèrsico
210,Hecht::N,csuka,luccio
211,Schlange[Tier]::N,kígyó,serpente
212,Wurm::N,kukac,baco
213,Wurm::N,kukac,verme
214,Spinne::N,pók,ragno
215,Ameise::N,hangya,formica
216,Laus::N,tetű,pidocchio
217,Mücke::N,szúnyog,zanzara
218,Fliege::N,légy,mosca
219,Schmetterling::N,lepke,farfalla
220,Schmetterling::N,pillangó,farfalla
221,Beere::N,bogyó,bacca
222,Apfel::N,alma,mela
223,Pilz::N,gomba,fungo
224,Zwiebel::N,hagyma,cipolla
225,Saat::N,vetőmag,semente
226,Korn::N,mag,grano
227,Korn::N,szem,grano
228,Heu::N,széna,fieno
229,Schale::N,héj,buccia
230,Grube::N,verem,cava
231,Grube::N,verem,fossa
232,Falle::N,csapda,tràppola
233,Schlinge::N,tőr,laccio
234,Spur::N,nyom,traccia
235,Asche::N,hamu,cenere
236,Dreck::N,sár,fango
237,Dreck::N,piszok,fango
238,Eisen::N,vas,ferro
239,Gold::N,arany,oro
240,Silber::N,ezüst,argento
241,Kohle::N,szén,carbone
242,Glas::N,üveg,vetro
243,Lehm::N,agyag,argilla
244,Lehm::N,vályog,argilla
245,Sand::N,homok,arena
246,Sand::N,homok,sabbia
247,Mensch::N,ember,uomo
248,Mensch::N,ember,èssere umano
249,Mann::N,úr,uomo
250,Mann::N,férfi,uomo
251,Frau::N,nő,donna
252,Frau::N,asszony,donna
253,Kind::N,gyerek,bambino
254,Kind::N,gyermek,bambino
255,Junge::N,fiú,ragazzo
256,Mädchen::N,lány,ragazza
257,Familie::N,család,famiglia
258,Großvater::N,nagyapa,nonno
259,Großmutter::N,nagyanya,nonna
260,Eltern::N,szülők,genitori
261,Vater::N,apa,padre
262,Vater::N,atya,padre
263,Mutter::N,anya,madre
264,Sohn::N,fiú,figlio
265,Tochter::N,lány,figlia
266,Bruder::N,fivér,fratello
267,Bruder::N,testvér,fratello
268,Schwester::N,nővér,sorella
269,Schwester::N,lánytestvér,sorella
270,Onkel::N,nagybácsi,zio
271,Tante::N,nagynéni,zia
272,Ehemann::N,férj,marito
273,Ehefrau::N,feleség,moglie
274,Freude::N,öröm,gioia
275,Freude::N,öröm,piacere
276,Gelächter::N,nevetés,risata
277,Gelächter::N,hahotázás,risata
278,Glück::N,boldogság,felicità
279,Kummer::N,bánat,afflizione
280,Wunsch::N,óhaj,desiderio
281,Lust::N,kedv,voglia
282,Geist::N,elme,mente
283,Geist::N,elme,spìrito
284,Geist::N,szellem,mente
285,Geist::N,szellem,spìrito
286,Gedanke::N,gondolat,idea
287,Gedanke::N,gondolat,pensiero
288,Gedächtnis::N,emlékezet,memoria
289,Verstand::N,ész,intelletto
290,Verstand::N,értelem,intelletto
291,Sinn::N,értelem,senso
292,Sinn::N,értelem,significato
293,Grund::N,ok,causa
294,Grund::N,ok,motivo
295,Grund::N,ok,ragione
296,Grund::N,alap,causa
297,Grund::N,alap,motivo
298,Grund::N,alap,ragione
299,Wahrheit::N,igaz,verità
300,Wahrheit::N,igazság,verità
301,Gespräch::N,beszélgetés,discorso
302,Gespräch::N,beszélgetés,conversazione
303,Märchen::N,mese,fiaba
304,Märchen::N,mese,fàvola
305,Erzählung::N,elbeszélés,racconto
306,Erzählung::N,elbeszélés,narrazione
307,Nachricht::N,hír,messaggio
308,Nachricht::N,híradás,messaggio
309,Neuigkeit::N,újság,notizia
310,Name::N,név,nome
311,Rätsel::N,rejtvény,indovinello
312,Rede::N,beszéd,discorso
313,Rede::N,szónoklat,discorso
314,Sprache::N,nyelv,lingua
315,Sprache::N,nyelv,linguaggio
316,Stimme::N,hang,voce
317,Wort::N,szó,parola
318,Zeichen::N,jel,segno
319,Zeichen::N,jel,segnale
320,Ruf::N,kiáltás,chiamata
321,Lärm::N,zaj,chiasso
322,Lärm::N,zaj,strèpito
323,Laut::N,hang,suono
324,Ton::N,hang,tono
325,Lied::N,dal,canto
326,Lied::N,dal,canzone
327,Lied::N,ének,canto
328,Lied::N,ének,canzone
329,Ruhe::N,csend,calma
330,Ruhe::N,csend,tranquillità
331,Ruhe::N,nyugalom,calma
332,Ruhe::N,nyugalom,tranquillità
333,Leute::N,emberek,gente
334,Volk::N,nép,pòpolo
335,Arbeit::N,dolog,lavoro
336,Gast::N,vendég,òspite
337,Gast::N,vendég,invitato
338,Geschenk::N,ajándék,regalo
339,Spiel::N,játék,gioco
340,Gesellschaft::N,társaság,compagnìa
341,Hilfe::N,segítség,aiuto
342,Hilfe::N,segítség,soccorso
343,Freund::N,barát,amico
344,Kamerad::N,társ,camerata
345,Angelegenheit::N,ügy,affare
346,Angelegenheit::N,ügy,faccenda
347,Anzahl::N,szám,nùmero
348,Anzahl::N,szám,quantità
349,Art::N,faj,tipo
350,Art::N,faj,specie
351,Art::N,fajta,tipo
352,Art::N,fajta,specie
353,Stück::N,darab,pezzo
354,Teil::N,rész,parte
355,Hälfte::N,fél,metà
356,Kreis::N,kör,cìrcolo
357,Kreuz::N,kereszt,croce
358,Linie::N,vonal,lìnea
359,Strich::N,vonás,tratto
360,Abstand::N,köz,distanza
361,Entfernung::N,távolság,distanza
362,Entfernung::N,távolság,lontananza
363,Gegend::N,táj,regione
364,Gegend::N,vidék,regione
365,Platz::N,hely,posto
366,Platz::N,hely,spazio
367,Ort::N,hely,luogo
368,Ort::N,hely,località
369,Seite::N,fél,lato
370,Seite::N,fél,parte
371,Seite::N,oldal,lato
372,Seite::N,oldal,parte
373,Mitte::N,közép,mezzo
374,Mitte::N,közép,centro
375,Gegenstand::N,tárgy,oggetto
376,Sache::N,dolog,cosa
377,Rand::N,szél,orlo
378,Rand::N,szél,bordo
379,Rand::N,perem,orlo
380,Rand::N,perem,bordo
381,Rand::N,szegély,orlo
382,Rand::N,szegély,bordo
383,Kante::N,él,spìgolo
384,Ecke::N,sarok,canto
385,Ecke::N,szöglet,canto
386,Spitze::N,csúcs,punta
387,Ende::N,vég,capo
388,Ende::N,vég,estremità
389,Loch::N,lyuk,buco
390,Winkel::N,szög,àngolo
391,Muster::N,minta,disegno
392,Größe::N,nagyság,taglia
393,Größe::N,nagyság,grandezza
394,Länge::N,hossz,lunghezza
395,Länge::N,hosszúság,lunghezza
396,Höhe::N,magasság,altezza
397,Gewicht::N,súly,peso
398,Menge::N,sokaság,quantità
399,Menge::N,mennyiség,quantità
400,Haufen::N,halom,cùmulo
401,Haufen::N,halom,mucchio
402,Reihe::N,sor,fila
403,Boot::N,csónak,barca
404,Boot::N,csónak,battello
405,Ruder::N,evező,remo
406,Schlitten::N,szánkó,slitta
407,Ski::N,sí,sci
408,Lagerfeuer::N,tábortűz,falò
409,Lagerfeuer::N,tábortűz,fuoco di bivacco
410,Last::N,teher,càrico
411,Gang::N,járás,andata
412,Schritt::N,lépés,passo
413,Norden::N,észak,nord
414,Norden::N,észak,settentrione
415,Süden::N,dél,sud
416,Süden::N,dél,meridione
417,Westen::N,nyugat,òvest
418,Westen::N,nyugat,occidente
419,Osten::N,kelet,est
420,Osten::N,kelet,oriente
421,Holz::N,fa,legno
422,Brett::N,deszka,asse
423,Brett::N,deszka,tàvola
424,Platte::N,lap,lastra
425,Platte::N,lap,piastra
426,Platte::N,lemez,lastra
427,Platte::N,lemez,piastra
428,Stütze::N,támasz,supporto
429,Stütze::N,támaszték,supporto
430,Stange::N,rúd,sbarra
431,Stange::N,rúd,pèrtica
432,Stange::N,pózna,sbarra
433,Stange::N,pózna,pèrtica
434,Stock::N,pálca,verga
435,Stock::N,pálca,bastone
436,Stock::N,pálca,bacchetta
437,Stab::N,bot,asta
438,Rohr::N,cső,tubo
439,Haus::N,ház,casa
440,Heim::N,otthon,casa
441,Ofen::N,kályha,stufa
442,Fußboden::N,padló,pavimento
443,Tisch::N,asztal,tàvolo
444,Stuhl::N,szék,sedia
445,Wiege::N,bölcső,culla
446,Bett::N,ágy,letto
447,Regal::N,polc,scaffale
448,Regal::N,állvány,scaffale
449,Kiste::N,láda,cassa
450,Fenster::N,ablak,finestra
451,Tür::N,ajtó,porta
452,Tor::N,kapu,portone
453,Zaun::N,kerítés,recinto
454,Dach::N,tető,tetto
455,Leiter::N,létra,scala
456,Leiter::N,létra,scala a pioli
457,Besen::N,seprű,scopa
458,Spaten::N,ásó,vanga
459,Schaufel::N,lapát,pala
460,Gabel::N,villa,forchetta
461,Löffel::N,kanál,cucchiaio
462,Messer::N,kés,coltello
463,Nagel::N,szeg,chiodo
464,Netz::N,háló,rete
465,Haken::N,kampó,uncino
466,Griff::N,nyél,mànico
467,Griff::N,nyél,maniglia
468,Griff::N,fogantyú,mànico
469,Griff::N,fogantyú,maniglia
470,Schloss::N,zár,serratura
471,Bild::N,kép,quadro
472,Bild::N,kép,immàgine
473,Figur::N,alak,figura
474,Puppe::N,bábu,bàmbola
475,Beutel::N,zacskó,borsa
476,Beutel::N,zacskó,sacchetto
477,Bündel::N,köteg,fascio
478,Bündel::N,köteg,fagotto
479,Tasche::N,táska,borsa
480,Eimer::N,vödör,secchio
481,Deckel::N,fedő,coperchio
482,Deckel::N,fedél,coperchio
483,Geschirr::N,edény,stoviglie
484,Sack::N,zsák,sacco
485,Tasse::N,csésze,tazza
486,Topf::N,fazék,pèntola
487,Kessel::N,üst,paiolo
488,Kessel::N,üst,calderone
489,Kessel::N,bogrács,paiolo
490,Kessel::N,bogrács,calderone
491,Essen::N,evés,pasto
492,Essen::N,evés,mangiare
493,Essen::N,étkezés,pasto
494,Essen::N,étkezés,mangiare
495,Nahrung::N,ennivaló,cibo
496,Nahrung::N,ennivaló,alimento
497,Speise::N,étel,piatto
498,Fleisch::N,hús,carne
499,Getreide::N,gabona,cereali
500,Brei::N,pép,purè
501,Brei::N,pép,pappa
502,Brei::N,kása,purè
503,Brei::N,kása,pappa
504,Brot::N,kenyér,pane
505,Scheibe::N,szelet,fetta
506,Scheibe::N,szelet,trancia
507,Fett::N,háj,grasso
508,Fett::N,zsír,grasso
509,Butter::N,vaj,burro
510,Öl::N,olaj,olio
511,Salz::N,só,sale
512,Suppe::N,leves,zuppa
513,Suppe::N,leves,minestra
514,Honig::N,méz,miele
515,Milch::N,tej,latte
516,Tee::N,tea,tè
517,Leder::N,bőr,pelle
518,Wolle::N,gyapjú,lana
519,Stoff::N,szövet,panno
520,Stoff::N,szövet,tessuto
521,Nadel::N,tű,ago
522,Faden::N,fonál,filo
523,Knopf::N,gomb,bottone
524,Knoten::N,csomó,nodo
525,Farbe::N,szín,pittura
526,Farbe::N,festék,pittura
527,Kleidung::N,ruha,vestiti
528,Kleidung::N,ruha,vestiario
529,Kleidung::N,ruházat,vestiti
530,Kleidung::N,ruházat,vestiario
531,Hemd::N,ing,camicia
532,Kragen::N,gallér,bàvero
533,Kragen::N,gallér,colletto
534,Ärmel::N,ujj,mànica
535,Hose::N,gatya,calzoni
536,Hose::N,nadrág,calzoni
537,Gürtel::N,öv,cintura
538,Mütze::N,sapka,berretto
539,Schuh::N,cipő,scarpa
540,Stiefel::N,csizma,stivale
541,Ring::N,gyűrű,anello
542,Band::N,szalag,nastro
543,Band::N,szalag,fettuccia
544,Kamm::N,fésű,pèttine
545,Spiegel::N,tükör,specchio
546,Riemen::N,szíj,cinghia
547,Schnur::N,zsinór,corda
548,Leine::N,póráz,guinzaglio
549,Decke::N,takaró,coperta
550,Kissen::N,párna,cuscino
551,Kissen::N,párna,guanciale
552,Tuch::N,kendő,fazzoletto
553,Handtuch::N,törülköző,asciugamano
554,Kraft::N,erő,forza
555,Stärke::N,erő,forza
556,Stärke::N,erő,vigore
557,Stärke::N,erő,fortezza
558,Stärke::N,erősség,forza
559,Stärke::N,erősség,vigore
560,Stärke::N,erősség,fortezza
561,Gesundheit::N,egészség,salute
562,Krankheit::N,kór,malattìa
563,Krankheit::N,betegség,malattìa
564,Schmerz::N,fájdalom,dolore
565,Wunde::N,seb,piaga
566,Wunde::N,seb,ferita
567,Fieber::N,láz,febbre
568,Arznei::N,orvosság,fàrmaco
569,Arznei::N,orvosság,medicina
570,Arznei::N,gyógyszer,fàrmaco
571,Arznei::N,gyógyszer,medicina
572,Brücke::N,híd,ponte
573,Brunnen::N,kút,pozzo
574,Weide::N,legelő,pàscolo
575,Pfad::N,ösvény,sentiero
576,Weg::N,út,via
577,Weg::N,út,cammino
578,Straße::N,út,strada
579,Dorf::N,falu,paese
580,Dorf::N,falu,villaggio
581,Stadt::N,város,città
582,Brief::N,levél,lèttera
583,Buch::N,könyv,libro
584,Buchstabe::N,betű,lèttera
585,Zeitung::N,újság,giornale
586,Zeitung::N,hírlap,giornale
587,Leben::N,élet,vita
588,Tod::N,halál,morte
589,Grab::N,sír,tomba
590,Grab::N,sír,sepolcro
591,Kirche::N,templom,chiesa
592,Sünde::N,bűn,peccato
593,Sünde::N,vétek,peccato
594,Gott::N,isten,dio
595,Arbeiter::N,munkás,operaio
596,Arbeiter::N,munkás,lavoratore
597,Chef::N,főnök,capo
598,Chef::N,főnök,padrone
599,Meister::N,mester,mastro
600,Meister::N,mester,maestro
601,Arzt::N,orvos,mèdico
602,Arzt::N,orvos,dottore
603,Lehrer::N,tanár,professore
604,Lehrer::N,tanító,professore
605,Geld::N,pénz,soldi
606,Geld::N,pénz,denaro
607,Geschäft::N,üzlet,affare
608,Geschäft::N,üzlet,negozio
609,Laden::N,bolt,negozio
610,Preis::N,ár,prezzo
611,Ware::N,áru,merce
612,Nutzen::N,haszon,ùtile
613,Nutzen::N,haszon,profitto
614,Reichtum::N,gazdagság,ricchezza
615,Welt::N,világ,mondo
616,Land::N,ország,paese
617,Staat::N,állam,Stato
618,König::N,király,re
619,Macht::N,hatalom,potere
620,Grenze::N,határ,confine
621,Grenze::N,határ,frontiera
622,Krieg::N,háború,guerra
623,Feind::N,ellenség,nemico
624,Gewalt::N,erőszak,violenza
625,Kampf::N,harc,lotta
626,Bogen[Waffe]::N,íj,arco
627,Pfeil::N,nyíl,freccia
628,Gewehr::N,puska,fucile
629,Gewehr::N,fegyver,fucile
630,Fehler::N,hiba,errore
631,Fehler::N,hiba,sbaglio
632,Lüge::N,hazugság,bugìa
633,Lüge::N,hazugság,menzogna
634,Schaden::N,kár,danno
635,Unglück::N,csapás,sfortuna
636,Unglück::N,balszerencse,sfortuna
637,Schuld::N,bűn,colpa
638,Alter::N,kor,età
639,Schluss::N,vég,fine
640,Schluss::N,befejezés,fine
641,Zeit::N,idő,tempo
642,Tag::N,nap,giorno
643,Tag::N,nap,giornata
644,Morgen::N,reggel,mattina
645,Mittag::N,dél,mezzogiorno
646,Abend::N,este,sera
647,Abend::N,este,serata
648,Nacht::N,éj,notte
649,Nacht::N,éjszaka,notte
650,Woche::N,hét,settimana
651,Monat::N,hó,mese
652,Monat::N,hónap,mese
653,Jahr::N,év,anno
654,Frühling::N,tavasz,primavera
655,Sommer::N,nyár,estate
656,Herbst::N,ősz,autunno
657,Winter::N,tél,inverno
658,Januar::N,január,gennaio
659,Februar::N,február,febbraio
660,März::N,március,marzo
661,April::N,április,aprile
662,Mai::N,május,maggio
663,Juni::N,június,giugno
664,Juli::N,július,luglio
665,August::N,augusztus,agosto
666,September::N,szeptember,settembre
667,Oktober::N,október,ottobre
668,November::N,november,novembre
669,Dezember::N,december,dicembre
670,Montag::N,hétfő,lunedì
671,Dienstag::N,kedd,martedì
672,Mittwoch::N,szerda,mercoledì
673,Donnerstag::N,csütörtök,giovedì
674,Freitag::N,péntek,venerdì
675,Samstag::N,szombat,sàbato
676,Sonntag::N,vasárnap,domenica
677,groß::A,nagy,grande
678,klein::A,pici,pìccolo
679,klein::A,kicsi,pìccolo
680,lang::A,hosszú,lungo
681,kurz::A,rövid,corto
682,breit::A,széles,largo
683,schmal::A,keskeny,stretto
684,dicht::A,sűrű,denso
685,dick[Gegenstand]::A,vastag,spesso
686,dünn::A,vékony,sottile
687,fein::A,vékony,fine
688,fein::A,vékony,delicato
689,fest::A,szilárd,sodo
690,fest::A,szilárd,fisso
691,flach::A,sík,piano
692,flach::A,sík,piatto
693,flach::A,lapos,piano
694,flach::A,lapos,piatto
695,glatt::A,sima,liscio
696,hart::A,kemény,duro
697,weich::A,puha,molle
698,rund::A,kerek,rotondo
699,spitz::A,hegyes,aguzzo
700,spitz::A,hegyes,appuntito
701,scharf::A,éles,affilato
702,scharf::A,éles,tagliente
703,stumpf::A,tompa,smussato
704,stumpf::A,életlen,smussato
705,schwer::A,nehéz,pesante
706,schwer::A,súlyos,pesante
707,schön::A,szép,bello
708,heiß::A,forró,caldo
709,heiß::A,forró,bollente
710,warm::A,meleg,caldo
711,kalt::A,hideg,freddo
712,kühl::A,hűs,fresco
713,kühl::A,hűvös,fresco
714,frisch::A,üde,fresco
715,frisch::A,friss,fresco
716,feucht::A,nedves,ùmido
717,nass::A,vizes,bagnato
718,trocken::A,száraz,secco
719,voll::A,telt,pieno
720,leer::A,üres,vuoto
721,offen::A,nyílt,aperto
722,offen::A,nyitott,aperto
723,geschlossen::A,zárt,chiuso
724,geschlossen::A,csukott,chiuso
725,sauber::A,tiszta,netto
726,sauber::A,tiszta,pulito
727,schmutzig::A,piszkos,sporco
728,schmutzig::A,piszkos,sùdicio
729,schmutzig::A,szennyes,sporco
730,schmutzig::A,szennyes,sùdicio
731,roh::A,nyers,crudo
732,reif::A,érett,maturo
733,lecker::A,finom,ghiotto
734,lecker::A,finom,squisito
735,süß::A,édes,dolce
736,bitter::A,keserű,amaro
737,sauer::A,savanyú,aspro
738,sauer::A,savanyú,acerbo
739,hell::A,világos,chiaro
740,dunkel::A,sötét,buio
741,dunkel::A,sötét,oscuro
742,schwarz::A,fekete,nero
743,weiß::A,fehér,bianco
744,rot::A,vörös,rosso
745,gelb::A,sárga,giallo
746,blau::A,kék,blu
747,blau::A,kék,azzurro
748,grün::A,zöld,verde
749,grau::A,ősz,grigio
750,grau::A,szürke,grigio
751,bunt::A,tarka,variopinto
752,bunt::A,színes,variopinto
753,billig::A,olcsó,a buon prezzo
754,billig::A,olcsó,a buon mercato
755,teuer::A,drága,caro
756,wertvoll::A,értékes,prezioso
757,blind::A,vak,cieco
758,taub::A,süket,sordo
759,kräftig::A,erős,forte
760,kräftig::A,erős,robusto
761,stark::A,erős,forte
762,stark::A,erős,vigoroso
763,schwach::A,gyenge,dèbole
764,schwach::A,erőtlen,dèbole
765,fett::A,hájas,grasso
766,schlank::A,karcsú,snello
767,schlank::A,karcsú,slanciato
768,hübsch::A,csinos,bello
769,hübsch::A,csinos,carino
770,böse::A,rossz,cattivo
771,böse::A,gonosz,cattivo
772,dumm::A,buta,stùpido
773,dumm::A,ostoba,stùpido
774,faul::A,lusta,pigro
775,fleißig::A,szorgalmas,diligente
776,geizig::A,fukar,avaro
777,geizig::A,fösvény,avaro
778,klug::A,okos,intelligente
779,klug::A,eszes,intelligente
780,geschickt::A,ügyes,àbile
781,lieb::A,drága,caro
782,lieb::A,kedves,caro
783,lustig::A,víg,gaio
784,lustig::A,víg,allegro
785,lustig::A,vidám,gaio
786,lustig::A,vidám,allegro
787,sanft::A,enyhe,dolce
788,hungrig::A,éhes,affamato
789,krank::A,beteg,malato
790,krank::A,beteg,infermo
791,nackt::A,csupasz,nudo
792,nackt::A,meztelen,nudo
793,traurig::A,bús,triste
794,traurig::A,szomorú,triste
795,lebendig::A,élő,vivo
796,gut::A,jó,buono
797,schlecht::A,rossz,cattivo
798,richtig::A,helyes,giusto
799,schlimm::A,rossz,grave
800,wahr::A,igaz,vero
801,alt::A,ó,vecchio
802,alt::A,régi,vecchio
803,neu::A,új,nuovo
804,ehemalig::A,volt,vecchio
805,ehemalig::A,volt,d'una_volta
806,ehemalig::A,egykori,vecchio
807,ehemalig::A,egykori,d'una_volta
808,alt[Lebewesen]::A,öreg,anziano
809,jung::A,fiatal,giovane
810,arm::A,szegény,pòvero
811,reich::A,gazdag,ricco
812,bekannt::A,ismert,noto
813,bekannt::A,ismert,conosciuto
814,bekannt::A,ismeretes,noto
815,bekannt::A,ismeretes,conosciuto
816,berühmt::A,híres,famoso
817,berühmt::A,híres,cèlebre
818,fremd::A,idegen,estràneo
819,fremd::A,idegen,straniero
820,verschieden::A,különböző,diverso
821,verschieden::A,különböző,differente
822,nah::A,közeli,vicino
823,nah::A,közeli,propinquo
824,fern::A,távoli,lontano
825,linker::A,bal,sinistro
826,rechter::A,jobb,destro
827,anderer::A,más,altro
828,anderer::A,másik,altro
829,erster::A,első,primo
830,zweiter::A,második,secondo
831,dritter::A,harmadik,terzo
832,letzter::A,utolsó,ùltimo
833,allein::ADV,egyedül,solo
834,allein::ADV,egyedül,da solo
835,auf einmal::ADV,egyszerre,insieme
836,zusammen::ADV,együtt,insieme
837,zusammen::ADV,összesen,insieme
838,lange::ADV,sokáig,a lungo
839,lange::ADV,hosszan,a lungo
840,plötzlich::ADV,hirtelen,all'improvviso
841,plötzlich::ADV,egyszerre,all'improvviso
