,Concept_ID,de,mn
75,Erde::N,Erde,газар
76,Erde::N,Erde,шороо
77,Staub::N,Staub,тоос
78,Rauch::N,Rauch,утаа
79,Funke::N,Funke,оч
80,Feuer::N,Feuer,гал
81,Licht::N,Licht,гэрэл
82,Licht::N,Licht,гэгээ
83,Schatten::N,Schatten,сүүдэр
84,Wetter::N,Wetter,тэнгэр
85,Wetter::N,Wetter,цаг уур
86,Nebel::N,Nebel,будан
87,Wolke::N,Wolke,үүл
88,Regen::N,Regen,бороо
89,Schnee::N,Schnee,цас
90,Eis::N,Eis,мөс
91,Frost::N,Frost,хүйт
92,Kälte::N,Kälte,хүйт
93,Hitze::N,Hitze,халуун
94,Raureif::N,Raureif,цан
95,Raureif::N,Raureif,хяруу
96,Regenbogen::N,Regenbogen,солонго
97,Donner::N,Donner,тэнгэрийн дуу
98,Strömung::N,Strömung,урсгал
99,Tropfen::N,Tropfen,дусал
100,Schaum::N,Schaum,хөөс
101,Schmutz::N,Schmutz,хир
102,Schmutz::N,Schmutz,шавхай
103,See::N,See,нуур
104,Sumpf::N,Sumpf,намаг
105,Sumpf::N,Sumpf,балчиг
106,Moor::N,Moor,хүлрийн намаг
107,Wiese::N,Wiese,нуга
108,Wald::N,Wald,ой
109,Hügel::N,Hügel,болдог
110,Anhöhe::N,Anhöhe,гүвээ
111,Berg::N,Berg,уул
112,Gipfel::N,Gipfel,орой
113,Gipfel::N,Gipfel,оргил
114,Höhle::N,Höhle,агуй
115,Abhang::N,Abhang,хүр
116,Quelle::N,Quelle,булаг
117,Bach::N,Bach,горхи
118,Fluss::N,Fluss,гол
119,Fluss::N,Fluss,мөрөн
120,Ufer::N,Ufer,эрэг
121,Küste::N,Küste,эрэг
122,Festland::N,Festland,хуурай газар
123,Meer::N,Meer,далай
124,Meer::N,Meer,тэнгис
125,Bucht::N,Bucht,булан
126,Bucht::N,Bucht,далайн тохой
127,Insel::N,Insel,арал
128,Blume::N,Blume,цэцэг
129,Gras::N,Gras,өвс
130,Gras::N,Gras,ногоо
131,Wurzel::N,Wurzel,үндэс
132,Baum::N,Baum,мод
133,Stamm::N,Stamm,иш
134,Stamm::N,Stamm,гуалин
135,Rinde::N,Rinde,холтос
136,Ast::N,Ast,гишүү
137,Zweig::N,Zweig,салаа
138,Blatt::N,Blatt,навч
139,Birke::N,Birke,хус
140,Kiefer[Baum]::N,Kiefer,нарс
141,Weide[Baum]::N,Weide,уд
142,Weide[Baum]::N,Weide,бургас
143,Tanne::N,Tanne,гачуур
144,Horn::N,Horn,эвэр
145,Feder::N,Feder,өд
146,Fell::N,Fell,арьс
147,Flügel::N,Flügel,жигүүр
148,Flügel::N,Flügel,далавч
149,Klaue::N,Klaue,савар
150,Klaue::N,Klaue,хумс
151,Kralle::N,Kralle,савар
152,Schwanz::N,Schwanz,сүүл
153,Ei::N,Ei,өндөг
154,Nest::N,Nest,үүр
155,Bau::N,Bau,нүх
156,Bau::N,Bau,элүү
157,Tier::N,Tier,амьтан
158,Tier::N,Tier,адгуус
159,Herde::N,Herde,сүрэг
160,Kuh::N,Kuh,үнээ
161,Bulle::N,Bulle,бух
162,Pferd::N,Pferd,морь
163,Pferd::N,Pferd,адуу
164,Schaf::N,Schaf,хонь
165,Schwein::N,Schwein,гахай
166,Hund::N,Hund,нохой
167,Katze::N,Katze,муур
168,Katze::N,Katze,мигуй
169,Bär::N,Bär,баавгай
170,Eichhörnchen::N,Eichhörnchen,хэрэм
171,Elch::N,Elch,хандгай
172,Fuchs::N,Fuchs,үнэг
173,Hase::N,Hase,туулай
174,Maus::N,Maus,хулгана
175,Wolf::N,Wolf,чоно
176,Vogel::N,Vogel,шувуу
177,Schwarm::N,Schwarm,сүрэг
178,Huhn::N,Huhn,тахиа
179,Hahn::N,Hahn,эр тахиа
180,Gans::N,Gans,галуу
181,Adler::N,Adler,бүргэд
182,Ente::N,Ente,нугас
183,Eule::N,Eule,ууль
184,Kranich::N,Kranich,тогоруу
185,Krähe::N,Krähe,хэрээ
186,Kuckuck::N,Kuckuck,хөхөө
187,Schwan::N,Schwan,хун
188,Fisch::N,Fisch,загас
189,Barsch::N,Barsch,алгана
190,Hecht::N,Hecht,цурхай
191,Schlange[Tier]::N,Schlange,могой
192,Wurm::N,Wurm,өт
193,Wurm::N,Wurm,хорхой
194,Spinne::N,Spinne,аалз
195,Ameise::N,Ameise,шоргоолж
196,Laus::N,Laus,бөөс
197,Mücke::N,Mücke,шумуул
198,Fliege::N,Fliege,ялаа
199,Schmetterling::N,Schmetterling,эрвээхэй
200,Beere::N,Beere,жимсгэнэ
201,Apfel::N,Apfel,алим
202,Pilz::N,Pilz,мөөг
203,Zwiebel::N,Zwiebel,сонгино
204,Saat::N,Saat,тариа
205,Korn::N,Korn,үр
206,Korn::N,Korn,мөхлөг
207,Heu::N,Heu,өвс
208,Schale::N,Schale,хальс
209,Grube::N,Grube,алам
210,Grube::N,Grube,нүх
211,Falle::N,Falle,хавх
212,Falle::N,Falle,занга
213,Schlinge::N,Schlinge,урхи
214,Spur::N,Spur,мөр
215,Asche::N,Asche,үнс
216,Dreck::N,Dreck,хир
217,Eisen::N,Eisen,төмөр
218,Gold::N,Gold,алт
219,Silber::N,Silber,мөнгө
220,Kohle::N,Kohle,нүүрс
221,Glas::N,Glas,шил
222,Lehm::N,Lehm,шавар
223,Sand::N,Sand,элс
224,Mensch::N,Mensch,хүн
225,Mann::N,Mann,эр
226,Mann::N,Mann,эрэгтэй
227,Frau::N,Frau,эмэгтэй
228,Frau::N,Frau,хатагтай
229,Kind::N,Kind,хүүхэд
230,Junge::N,Junge,хүү
231,Mädchen::N,Mädchen,охин
232,Mädchen::N,Mädchen,бүсгүй
233,Familie::N,Familie,айл
234,Großvater::N,Großvater,өвгөн аав
235,Großmutter::N,Großmutter,эмэг эх
236,Großmutter::N,Großmutter,эмгээ
237,Eltern::N,Eltern,эцэг эх
238,Vater::N,Vater,аав
239,Vater::N,Vater,эцэг
240,Mutter::N,Mutter,эх
241,Mutter::N,Mutter,ээж
242,Sohn::N,Sohn,хүү
243,Tochter::N,Tochter,охин
244,Bruder::N,Bruder,ах
245,Bruder::N,Bruder,дүү
246,Schwester::N,Schwester,эгч
247,Schwester::N,Schwester,охин дүү
248,Onkel::N,Onkel,авга ах
249,Onkel::N,Onkel,нагац ах
250,Tante::N,Tante,авга эгч
251,Tante::N,Tante,нагац эгч
252,Ehemann::N,Ehemann,нөхөр
253,Ehefrau::N,Ehefrau,эхнэр
254,Ehefrau::N,Ehefrau,гэргий
255,Freude::N,Freude,баяр
256,Freude::N,Freude,баясгалан
257,Gelächter::N,Gelächter,инээдэм
258,Glück::N,Glück,жаргалан
259,Kummer::N,Kummer,гаслан
260,Wunsch::N,Wunsch,ерөөл
261,Lust::N,Lust,дур
262,Lust::N,Lust,хүсэл
263,Geist::N,Geist,оюун
264,Gedanke::N,Gedanke,сэтгэл
265,Gedächtnis::N,Gedächtnis,ой
266,Gedächtnis::N,Gedächtnis,цээж
267,Verstand::N,Verstand,ухаан
268,Sinn::N,Sinn,утга
269,Grund::N,Grund,учир
270,Wahrheit::N,Wahrheit,үнэн
271,Gespräch::N,Gespräch,яриа
272,Märchen::N,Märchen,явган үлгэр
273,Erzählung::N,Erzählung,тууж
274,Nachricht::N,Nachricht,мэдээ
275,Neuigkeit::N,Neuigkeit,сонин
276,Name::N,Name,нэр
277,Rätsel::N,Rätsel,оньсого
278,Rede::N,Rede,хэлсэн үг
279,Sprache::N,Sprache,хэл
280,Stimme::N,Stimme,дуу
281,Wort::N,Wort,үг
282,Zeichen::N,Zeichen,тамга
283,Zeichen::N,Zeichen,тэмдэг
284,Ruf::N,Ruf,дуудлага
285,Lärm::N,Lärm,шуугиан
286,Lärm::N,Lärm,чимээ
287,Laut::N,Laut,анир
288,Laut::N,Laut,дуу
289,Ton::N,Ton,авиа
290,Ton::N,Ton,аялгуу
291,Lied::N,Lied,дуу
292,Ruhe::N,Ruhe,энх
293,Ruhe::N,Ruhe,тайван
294,Leute::N,Leute,хүмүүс
295,Volk::N,Volk,улс
296,Arbeit::N,Arbeit,ажил
297,Arbeit::N,Arbeit,хөдөлмөр
298,Gast::N,Gast,зочин
299,Gast::N,Gast,айлчин
300,Geschenk::N,Geschenk,бэлэг
301,Spiel::N,Spiel,наадам
302,Spiel::N,Spiel,тоглоом
303,Gesellschaft::N,Gesellschaft,хамт байх
304,Hilfe::N,Hilfe,тусламж
305,Freund::N,Freund,найз
306,Freund::N,Freund,нөхөр
307,Kamerad::N,Kamerad,хань
308,Kamerad::N,Kamerad,нөхөр
309,Angelegenheit::N,Angelegenheit,хэрэг
310,Anzahl::N,Anzahl,тоо
311,Art::N,Art,төрөл
312,Art::N,Art,янз
313,Stück::N,Stück,хэсэг
314,Teil::N,Teil,хувь
315,Teil::N,Teil,хэсэг
316,Hälfte::N,Hälfte,хагас
317,Kreis::N,Kreis,тойрог
318,Kreis::N,Kreis,хүрээ
319,Kreuz::N,Kreuz,загалмай
320,Linie::N,Linie,шугам
321,Strich::N,Strich,зураас
322,Abstand::N,Abstand,зай
323,Entfernung::N,Entfernung,зай
324,Entfernung::N,Entfernung,хол ойр
325,Gegend::N,Gegend,хавь
326,Gegend::N,Gegend,газар
327,Platz::N,Platz,зай
328,Platz::N,Platz,завсар
329,Ort::N,Ort,газар
330,Ort::N,Ort,байр
331,Seite::N,Seite,тал
332,Seite::N,Seite,этгээд
333,Mitte::N,Mitte,төв
334,Mitte::N,Mitte,дунд
335,Gegenstand::N,Gegenstand,юм
336,Sache::N,Sache,үйл
337,Sache::N,Sache,хэрэг
338,Rand::N,Rand,зах
339,Rand::N,Rand,хөвөө
340,Kante::N,Kante,ирмэг
341,Ecke::N,Ecke,өнцөг
342,Spitze::N,Spitze,үзүүр
343,Ende::N,Ende,зах
344,Ende::N,Ende,үзүүр
345,Loch::N,Loch,цоорхой
346,Loch::N,Loch,онгорхой
347,Winkel::N,Winkel,өнцөг
348,Muster::N,Muster,хээ
349,Muster::N,Muster,угалз
350,Größe::N,Größe,хэмжээ
351,Länge::N,Länge,урт
352,Höhe::N,Höhe,өндөр
353,Gewicht::N,Gewicht,жин
354,Menge::N,Menge,тоо
355,Haufen::N,Haufen,бөөн
356,Reihe::N,Reihe,эгнээ
357,Boot::N,Boot,завь
358,Ruder::N,Ruder,сэлүүр
359,Schlitten::N,Schlitten,чарга
360,Ski::N,Ski,цана
361,Lagerfeuer::N,Lagerfeuer,түүдэг
362,Last::N,Last,ачаа
363,Gang::N,Gang,явдал
364,Schritt::N,Schritt,алхам
365,Norden::N,Norden,умар
366,Süden::N,Süden,урд
367,Süden::N,Süden,өмнө
368,Westen::N,Westen,өрнө
369,Westen::N,Westen,баруун
370,Osten::N,Osten,зүүн
371,Osten::N,Osten,дорно
372,Holz::N,Holz,мод
373,Brett::N,Brett,банз
374,Platte::N,Platte,хавтан
375,Stütze::N,Stütze,тулгуур
376,Stütze::N,Stütze,тулга
377,Stange::N,Stange,сургааг
378,Stock::N,Stock,саваа
379,Stab::N,Stab,таяг
380,Rohr::N,Rohr,хоолой
381,Haus::N,Haus,гэр
382,Haus::N,Haus,байшин
383,Heim::N,Heim,гэр
384,Ofen::N,Ofen,зуух
385,Ofen::N,Ofen,пийшин
386,Fußboden::N,Fußboden,шал
387,Tisch::N,Tisch,ширээ
388,Stuhl::N,Stuhl,сандал
389,Wiege::N,Wiege,өлгий
390,Bett::N,Bett,ор
391,Regal::N,Regal,тавиур
392,Kiste::N,Kiste,авдар
393,Kiste::N,Kiste,хайрцаг
394,Fenster::N,Fenster,гэгээвч
395,Tür::N,Tür,үүд
396,Tür::N,Tür,хаалга
397,Tor::N,Tor,хаалга
398,Zaun::N,Zaun,хашаа
399,Dach::N,Dach,дээвэр
400,Leiter::N,Leiter,шат
401,Besen::N,Besen,хамуур
402,Besen::N,Besen,туужуу
403,Spaten::N,Spaten,хүрз
404,Schaufel::N,Schaufel,хүрз
405,Gabel::N,Gabel,сэрээ
406,Löffel::N,Löffel,халбага
407,Messer::N,Messer,хутга
408,Nagel::N,Nagel,хадаас
409,Netz::N,Netz,өөш
410,Netz::N,Netz,тор
411,Haken::N,Haken,гох
412,Griff::N,Griff,иш
413,Griff::N,Griff,сэнж
414,Schloss::N,Schloss,цуурга
415,Schloss::N,Schloss,цоож
416,Bild::N,Bild,зураг
417,Figur::N,Figur,баримал
418,Puppe::N,Puppe,хүүхэлдэй
419,Beutel::N,Beutel,агсаа
420,Beutel::N,Beutel,уут
421,Bündel::N,Bündel,боодол
422,Tasche::N,Tasche,цүнх
423,Eimer::N,Eimer,хөнөг
424,Eimer::N,Eimer,хувин
425,Deckel::N,Deckel,таг
426,Deckel::N,Deckel,хавхаг
427,Geschirr::N,Geschirr,сав суулга
428,Sack::N,Sack,шуудай
429,Tasse::N,Tasse,аяга
430,Topf::N,Topf,тогоо
431,Kessel::N,Kessel,тогоо
432,Essen::N,Essen,идээ
433,Nahrung::N,Nahrung,хүнс
434,Speise::N,Speise,идээ
435,Fleisch::N,Fleisch,мах
436,Getreide::N,Getreide,будаа
437,Brei::N,Brei,богшмол
438,Brei::N,Brei,будаа
439,Brot::N,Brot,талх
440,Scheibe::N,Scheibe,зүсэм
441,Scheibe::N,Scheibe,хэрчим
442,Fett::N,Fett,өөх
443,Butter::N,Butter,тос
444,Öl::N,Öl,тос
445,Salz::N,Salz,давс
446,Suppe::N,Suppe,шөл
447,Honig::N,Honig,бал
448,Milch::N,Milch,сүү
449,Tee::N,Tee,цай
450,Leder::N,Leder,арьс
451,Leder::N,Leder,савхи
452,Wolle::N,Wolle,ноос
453,Wolle::N,Wolle,унгас
454,Stoff::N,Stoff,бөс
455,Nadel::N,Nadel,зүү
456,Faden::N,Faden,боолт
457,Faden::N,Faden,утас
458,Knopf::N,Knopf,товч
459,Knoten::N,Knoten,зангилаа
460,Farbe::N,Farbe,будаг
461,Kleidung::N,Kleidung,хувцас
462,Hemd::N,Hemd,цамц
463,Kragen::N,Kragen,зах заам
464,Ärmel::N,Ärmel,ханцуй
465,Hose::N,Hose,өмд
466,Gürtel::N,Gürtel,бүс
467,Mütze::N,Mütze,малгай
468,Mütze::N,Mütze,бүрх
469,Schuh::N,Schuh,туфли
470,Stiefel::N,Stiefel,гутал
471,Ring::N,Ring,бөгж
472,Band::N,Band,тууз
473,Kamm::N,Kamm,сам
474,Spiegel::N,Spiegel,толь
475,Riemen::N,Riemen,тасам
476,Riemen::N,Riemen,сур
477,Schnur::N,Schnur,татлага
478,Leine::N,Leine,оосор
479,Decke::N,Decke,хөнжил
480,Decke::N,Decke,хучлага
481,Kissen::N,Kissen,дэр
482,Tuch::N,Tuch,алчуур
483,Tuch::N,Tuch,даавуу
484,Handtuch::N,Handtuch,алчуур
485,Kraft::N,Kraft,чадал
486,Kraft::N,Kraft,хүч
487,Stärke::N,Stärke,эрч
488,Stärke::N,Stärke,тэнхээ
489,Gesundheit::N,Gesundheit,бие
490,Gesundheit::N,Gesundheit,эрүүл мэнд
491,Krankheit::N,Krankheit,эмгэг
492,Schmerz::N,Schmerz,өвчин
493,Wunde::N,Wunde,шарх
494,Fieber::N,Fieber,халуун
495,Arznei::N,Arznei,эм
496,Brücke::N,Brücke,гүүр
497,Brunnen::N,Brunnen,худаг
498,Weide::N,Weide,бэлчээр
499,Pfad::N,Pfad,жим
500,Pfad::N,Pfad,зөрөг
501,Weg::N,Weg,зам
502,Weg::N,Weg,харгуй
503,Straße::N,Straße,зам
504,Straße::N,Straße,харгуй
505,Dorf::N,Dorf,тосгон
506,Dorf::N,Dorf,гацаа
507,Stadt::N,Stadt,хот
508,Brief::N,Brief,захидал
509,Brief::N,Brief,захиа
510,Buch::N,Buch,ном
511,Buch::N,Buch,бичиг
512,Buchstabe::N,Buchstabe,үсэг
513,Zeitung::N,Zeitung,сонин
514,Leben::N,Leben,амь
515,Leben::N,Leben,амьдрал
516,Tod::N,Tod,үхэл
517,Grab::N,Grab,булш
518,Kirche::N,Kirche,сүм
519,Sünde::N,Sünde,нүгэл
520,Sünde::N,Sünde,хилэнц
521,Gott::N,Gott,бурхан
522,Arbeiter::N,Arbeiter,ажилчин
523,Arbeiter::N,Arbeiter,хөдөлмөрчин
524,Chef::N,Chef,дарга
525,Meister::N,Meister,дархан
526,Arzt::N,Arzt,эмч
527,Lehrer::N,Lehrer,багш
528,Geld::N,Geld,цаас
529,Geld::N,Geld,мөнгө
530,Geschäft::N,Geschäft,наймаа
531,Laden::N,Laden,дэлгүүр
532,Preis::N,Preis,үнэ
533,Ware::N,Ware,таваар
534,Ware::N,Ware,бараа
535,Nutzen::N,Nutzen,ашиг
536,Reichtum::N,Reichtum,баялаг
537,Welt::N,Welt,дэлхий
538,Welt::N,Welt,орчлон
539,Land::N,Land,улс
540,Land::N,Land,орон
541,Staat::N,Staat,төр
542,Staat::N,Staat,гүрэн
543,König::N,König,ван
544,Macht::N,Macht,засаг
545,Grenze::N,Grenze,хил
546,Krieg::N,Krieg,дайн
547,Feind::N,Feind,дайсан
548,Gewalt::N,Gewalt,хүчирхэх
549,Kampf::N,Kampf,тэмцэл
550,Kampf::N,Kampf,байлдаан
551,Bogen[Waffe]::N,Bogen,нум
552,Pfeil::N,Pfeil,годил
553,Pfeil::N,Pfeil,сум
554,Gewehr::N,Gewehr,буу
555,Fehler::N,Fehler,эндэл
556,Fehler::N,Fehler,алдаа
557,Lüge::N,Lüge,худал
558,Schaden::N,Schaden,хор
559,Schaden::N,Schaden,хөнөөл
560,Unglück::N,Unglück,гай
561,Unglück::N,Unglück,гамшиг
562,Schuld::N,Schuld,гэм
563,Schuld::N,Schuld,буруу
564,Alter::N,Alter,нас
565,Schluss::N,Schluss,эцэс
566,Schluss::N,Schluss,төгсгөл
567,Zeit::N,Zeit,цаг
568,Tag::N,Tag,өдөр
569,Morgen::N,Morgen,өглөө
570,Mittag::N,Mittag,үд
571,Abend::N,Abend,үдэш
572,Nacht::N,Nacht,шөнө
573,Woche::N,Woche,долоо хоног
574,Monat::N,Monat,сар
575,Jahr::N,Jahr,жил
576,Frühling::N,Frühling,хавар
577,Sommer::N,Sommer,зун
578,Herbst::N,Herbst,намар
579,Winter::N,Winter,өвөл
580,Januar::N,Januar,нэгдүгээр сар
581,Februar::N,Februar,хоёрдугаар сар
582,März::N,März,гуравдугаар сар
583,April::N,April,дөрөвдүгээр сар
584,Mai::N,Mai,тавдугаар сар
585,Juni::N,Juni,зургаадугаар сар
586,Juli::N,Juli,долдугаар сар
587,August::N,August,наймдугаар сар
588,September::N,September,есдүгээр сар
589,Oktober::N,Oktober,аравдугаар сар
590,November::N,November,арван нэгдүгээр сар
591,Dezember::N,Dezember,арван хоёрдугаар сар
592,Montag::N,Montag,даваа
593,Dienstag::N,Dienstag,мягмар
594,Mittwoch::N,Mittwoch,лхагва
595,Donnerstag::N,Donnerstag,пүрэв
596,Freitag::N,Freitag,баасан
597,Samstag::N,Samstag,бямба
598,Sonntag::N,Sonntag,ням
599,groß::A,groß,их
600,groß::A,groß,том
601,klein::A,klein,бага
602,klein::A,klein,жаахан
603,lang::A,lang,урт
604,kurz::A,kurz,охор
605,kurz::A,kurz,богино
606,breit::A,breit,өргөн
607,schmal::A,schmal,уйтан
608,schmal::A,schmal,нарийн
609,dicht::A,dicht,нягт
610,dicht::A,dicht,чигжүү
611,dick[Gegenstand]::A,dick,зузаан
612,dünn::A,dünn,нимгэн
613,fein::A,fein,нарийн
614,fest::A,fest,бөх
615,fest::A,fest,хатуу
616,flach::A,flach,хавтгай
617,glatt::A,glatt,цагаан
618,hart::A,hart,хатуу
619,weich::A,weich,зөөлөн
620,rund::A,rund,дугуй
621,rund::A,rund,дугариг
622,spitz::A,spitz,шовх
623,spitz::A,spitz,шовгор
624,scharf::A,scharf,хурц
625,scharf::A,scharf,иртэй
626,stumpf::A,stumpf,мохоо
627,schwer::A,schwer,хүнд
628,schön::A,schön,гуа
629,schön::A,schön,сайхан
630,heiß::A,heiß,халуун
631,warm::A,warm,дулаан
632,kalt::A,kalt,хүйтэн
633,kühl::A,kühl,сэрүүн
634,frisch::A,frisch,эрүүл
635,frisch::A,frisch,жихүүн
636,feucht::A,feucht,чийгтэй
637,nass::A,nass,нойтон
638,trocken::A,trocken,хатсан
639,voll::A,voll,дүүрэн
640,leer::A,leer,хоосон
641,offen::A,offen,онгорхой
642,geschlossen::A,geschlossen,битүү
643,geschlossen::A,geschlossen,хаалтай
644,sauber::A,sauber,цэвэр
645,sauber::A,sauber,хиргүй
646,schmutzig::A,schmutzig,бохир
647,schmutzig::A,schmutzig,хиртэй
648,roh::A,roh,түүхий
649,reif::A,reif,болсон
650,lecker::A,lecker,амттай
651,süß::A,süß,амттай
652,süß::A,süß,чихэрлэг
653,bitter::A,bitter,гашуун
654,sauer::A,sauer,эсгэлэн
655,hell::A,hell,гэгээн
656,hell::A,hell,гэрэлтэй
657,dunkel::A,dunkel,бараан
658,dunkel::A,dunkel,харанхуй
659,schwarz::A,schwarz,хар
660,weiß::A,weiß,цагаан
661,rot::A,rot,улаан
662,gelb::A,gelb,шар
663,blau::A,blau,хөх
664,blau::A,blau,цэнхэр
665,grün::A,grün,ногоон
666,grau::A,grau,орог
667,grau::A,grau,саарал
668,bunt::A,bunt,эрээн
669,billig::A,billig,хямд
670,teuer::A,teuer,үнэтэй
671,wertvoll::A,wertvoll,үнэт
672,blind::A,blind,сохор
673,taub::A,taub,чих хатуу
674,kräftig::A,kräftig,чийрэг
675,stark::A,stark,хүчтэй
676,stark::A,stark,чадалтай
677,schwach::A,schwach,сул
678,fett::A,fett,тарган
679,fett::A,fett,голигор
680,schlank::A,schlank,голшиг
681,hübsch::A,hübsch,сайхан
682,hübsch::A,hübsch,хөөрхөн
683,böse::A,böse,муу
684,böse::A,böse,хортой
685,dumm::A,dumm,тэнэг
686,faul::A,faul,залхуу
687,fleißig::A,fleißig,чармайлтгай
688,geizig::A,geizig,харамч
689,klug::A,klug,цэцэн
690,geschickt::A,geschickt,дүйтэй
691,lieb::A,lieb,хайрт
692,lustig::A,lustig,цэнгэлтэй
693,sanft::A,sanft,наалинхай
694,hungrig::A,hungrig,өлөн
695,hungrig::A,hungrig,өлссөн
696,krank::A,krank,өвчтэй
697,nackt::A,nackt,нүцгэн
698,traurig::A,traurig,гунигт
699,lebendig::A,lebendig,амьд
700,lebendig::A,lebendig,амьтай
701,gut::A,gut,сайн
702,schlecht::A,schlecht,муу
703,schlecht::A,schlecht,өөдгүй
704,richtig::A,richtig,зөв
705,richtig::A,richtig,зүйтэй
706,schlimm::A,schlimm,муухай
707,wahr::A,wahr,үнэн
708,wahr::A,wahr,жинхэнэ
709,alt::A,alt,хуучин
710,neu::A,neu,шинэ
711,ehemalig::A,ehemalig,агсан
712,ehemalig::A,ehemalig,байсан
713,alt[Lebewesen]::A,alt,өвгөн
714,alt[Lebewesen]::A,alt,хижээл
715,jung::A,jung,залуу
716,arm::A,arm,ядуу
717,reich::A,reich,баян
718,reich::A,reich,баялаг
719,bekannt::A,bekannt,танил
720,berühmt::A,berühmt,цуутай
721,berühmt::A,berühmt,алдартай
722,fremd::A,fremd,харь
723,fremd::A,fremd,гадаад
724,verschieden::A,verschieden,ондоо
725,verschieden::A,verschieden,янз янзын
726,nah::A,nah,ойрын
727,nah::A,nah,дөтийн
728,fern::A,fern,холын
729,linker::A,linker,буруу
730,rechter::A,rechter,баруун
731,anderer::A,anderer,өөр
732,anderer::A,anderer,нөгөө
733,erster::A,erster,нэгдэх
734,erster::A,erster,нэгдүгээр
735,zweiter::A,zweiter,хоёрдугаар
736,dritter::A,dritter,гуравдугаар
737,letzter::A,letzter,сүүлийн
738,allein::ADV,allein,ганцаараа
739,auf einmal::ADV,auf einmal,нэгмөсөн
740,zusammen::ADV,zusammen,цуг
741,zusammen::ADV,zusammen,хамт
742,lange::ADV,lange,удаан
743,plötzlich::ADV,plötzlich,гэнэт
744,sofort::ADV,sofort,дороо
745,später::ADV,später,дараа
746,jetzt::ADV,jetzt,өнөө
747,heute::ADV,heute,өнөө
748,heute::ADV,heute,өнөөдөр
749,morgen::ADV,morgen,маргааш
750,morgen::ADV,morgen,маргаадар
751,bald::ADV,bald,түргэн
752,bald::ADV,bald,удахгүй
753,dann::ADV,dann,хожим
754,dann::ADV,dann,тэгээд
755,gestern::ADV,gestern,өчигдөр
756,einst::ADV,einst,нэг
757,damals::ADV,damals,тэгэхэд
758,danach::ADV,danach,тэгээд
759,danach::ADV,danach,дараа нь
760,vorher::ADV,vorher,урьд
761,zuerst::ADV,zuerst,анх
762,zuerst::ADV,zuerst,эхлээд
763,einmal::ADV,einmal,нэг удаа
764,manchmal::ADV,manchmal,хааяа
765,manchmal::ADV,manchmal,заримдаа
766,oft::ADV,oft,олонтоо
767,immer::ADV,immer,байнга
768,niemals::ADV,niemals,хэзээ ч
769,niemals::ADV,niemals,хэдийд ч
770,hier::ADV,hier,энд
771,hierhin::ADV,hierhin,нааш
772,von hier::ADV,von hier,эндээс
