,Concept_ID,sah,mrj
714,letzter::A,тиһэх,остатка
715,allein::ADV,соҕотох,иктӹ
716,allein::ADV,соҕотох,иктӹт
717,auf einmal::ADV,биирдэ,тöрöк
718,zusammen::ADV,холбуу,икараш
719,zusammen::ADV,холбуу,цымырын
720,lange::ADV,уһуннук,кужын
721,plötzlich::ADV,эмискэ,трӱк
722,sofort::ADV,тута,полт
723,sofort::ADV,тута,тöрöк
724,sofort::ADV,тута,тӹшӓкок
725,später::ADV,хойут,вара
726,jetzt::ADV,билигин,
727,heute::ADV,бүгүн,тагачы
728,morgen::ADV,сарсын,иргод
729,morgen::ADV,сарсын,иргодым
730,bald::ADV,өтөр,чӹнь
731,bald::ADV,өтөр,вӓшке
732,bald::ADV,өтөр,выртышты
733,dann::ADV,кэнна,пакыла
734,gestern::ADV,бэҕэһээ,тенгечӹ
735,einst::ADV,биир төгүл,икӓнӓ
736,einst::ADV,арай биирдэ,икӓнӓ
737,damals::ADV,оччоҕо,тӹнӓм
738,danach::ADV,аары,пакыла
739,danach::ADV,ол кэнниттэн,пакыла
740,vorher::ADV,урут,перви
741,zuerst::ADV,маҥнай,андак
742,einmal::ADV,биирдэ,гӓнӓк
743,einmal::ADV,биирдэ,гӓнӓ
744,manchmal::ADV,арыт,кынамжы
745,oft::ADV,чаастатык,чӹчкӹдӹн
746,immer::ADV,мэлдьи,со
747,immer::ADV,мэлдьи,соок
748,niemals::ADV,хаһан да,нинам
749,niemals::ADV,хаһан да,нигынам
750,niemals::ADV,хаһан да,нигынамат
751,hier::ADV,маныаха,тиштӹ
752,hierhin::ADV,бэттэх,тишкӹ
753,von hier::ADV,мантан,тишец
754,von hier::ADV,мантан,тишецӹн
755,dort::ADV,онно,тӹштӹ
756,dorthin::ADV,онно,тӹшкӹ
757,dorthin::ADV,онно,тӹшкӹлӓ
758,geradeaus::ADV,быһа,вик
759,geradeaus::ADV,быһа,тура
760,geradeaus::ADV,быһаччы,вик
761,geradeaus::ADV,быһаччы,тура
762,vorwärts::ADV,инники,анзыкы
763,rückwärts::ADV,төттөру,мӹнгеш
764,zurück::ADV,төттөрү,мӹнгеш
765,unten::ADV,аллара,ӱлнӹ
766,unten::ADV,аллара,лӹвӓлнӹ
767,hinab::ADV,аллара,ӱлӹкӹ
768,hinab::ADV,аллара,лӹвӓкӹ
769,oben::ADV,үөһэ,вӹлнӹ
770,hinauf::ADV,өрө,кӱшкӹлӓ
771,hinauf::ADV,өрө,кӱш
772,hinauf::ADV,үөһэ,кӱшкӹлӓ
773,hinauf::ADV,үөһэ,кӱш
774,überall::ADV,бэйдиэ,йӹлт
775,überall::ADV,бэйдиэ,цилӓ вӓре
776,nicht::ADV,буолбатах,уке
777,ein wenig::ADV,кыратык,изиш
778,ein wenig::ADV,кыратык,иклаштык
779,kaum::ADV,нэһиилэ,цылик
780,kaum::ADV,нэһиилэ,чучок-чучок
781,sehr::ADV,бэрт,чоте
782,sehr::ADV,наһаа,чоте
783,so::ADV,оччо,тенге
784,so::ADV,оччо,тенгелӓ
785,so::ADV,оннук,тенге
786,so::ADV,оннук,тенгелӓ
787,noch::ADV,өссө,мол
788,noch::ADV,өссө,моло
789,nur::ADV,эрэ,веле
790,nur::ADV,сыччах,веле
791,schon::ADV,бэлиэр,уже
792,schon::ADV,бэлиэр,ӹнде
793,wieder::ADV,эмиэ,уэш
794,vergebens::ADV,таак,зря
795,vergebens::ADV,таак,ӹзрӓ
796,vergebens::ADV,таак,ӹзӹрӓ
797,vor::PRP,иннигэр,анзыц
798,vor::PRP,иннигэр,анзыцын
799,hinter::PRP,кэлин,шайылан
800,hinter::PRP,кэлин,шайылный
801,unter::PRP,-ҕа,лӹвӓкӹ
802,unter::PRP,оһох түгэҕэ,лӹвӓкӹ
803,durch::PRP,курдары,вашт
804,neben::PRP,аттыгар,сага
805,zwischen::PRP,ыккардынан,лош
806,zwischen::PRP,ыккардынан,лошкы
807,wegen::PRP,уҥуортан,мычыц
808,dies::PRN,ити,тидӹ
809,dies::PRN,ити,ти
810,dies::PRN,бу,тидӹ
811,dies::PRN,бу,ти
812,das::PRN,били,тидӹ
813,das::PRN,били,ти
814,alles::PRN,барыта,цилӓ
815,ich::PRN,мин,мый
816,du::PRN,эн,тӹнь
817,er::PRN,кнни,тӹдӹ
818,wir::PRN,биһиги,мӓ
819,ihr::PRN,эһиги,вӓ
820,sie::PRN,кинилэр,нӹнӹ
821,was::FPRN,туох,ма
822,wer::FPRN,ким,кӱ
823,wo::FADV,ханна,кышан
824,wo::FADV,ханна,кыштакен
825,wohin::FADV,ханна,кышкы
826,wie::FADV,хайдах,кыце
827,warum::FADV,тоҕо,малын
828,wieviel::FNUM,төһө,кынар
829,wieviel::FNUM,төһө,кынары
830,wieviel::FNUM,төһө,кынаркы
831,eins::NUM,биир,иктӹ
832,eins::NUM,биир,иктӹт
833,zwei::NUM,икки,кок
834,zwei::NUM,икки,кокты
835,drei::NUM,үс,кым
836,drei::NUM,үс,кымыт
837,vier::NUM,түөрт,нӹл
838,fünf::NUM,биэс,вӹц
839,sechs::NUM,алта,куд
840,sechs::NUM,алта,кудытмозн
841,sieben::NUM,сэттэ,шӹм
842,sieben::NUM,сэттэ,шӹмӹт
843,acht::NUM,аҕыс,кӓндӓкш
844,acht::NUM,аҕыс,кӓндӓкшӹ
845,neun::NUM,тоҕус,ӹндекшшӱдӹ
846,zehn::NUM,уон,лу
847,elf::NUM,уон биир,луатик
848,elf::NUM,уон биир,луатиктӹ
849,zwölf::NUM,уон икки,луаткок
850,zwölf::NUM,уон икки,луаткокты
851,zwanzig::NUM,сүүрбэ,коклы
852,dreißig::NUM,отут,кымлы
853,vierzig::NUM,түөрт уон,нӹллӹ
854,fünfzig::NUM,биэс уон,вӹцлӹ
855,sechzig::NUM,алта уон,кудлу
856,siebzig::NUM,сэттэ уон,шӹмлу
857,achtzig::NUM,аҕыс уон,кӓндӓкшлу
858,neunzig::NUM,тоҕус уонус,ӹндекшлу
859,hundert::NUM,сүүс,шӱдӹ
860,tausend::NUM,тыһыынча,тӹжем
861,und::CNJ,да,дöн
862,und::CNJ,уонна,дöн
863,und::CNJ,итиэннэ,дöн
864,oder::CNJ,эбэтэр,льывы
865,stehen::V,тур,шалшаг
866,sitzen::V,олор,шӹнзӓш
867,liegen::V,сыт,киӓш
868,hängen::V,санньылый,кечӓш
869,werden::V,буол,шагалаш
870,passieren::V,буол,ӹштӓ́лтӓш
871,beginnen::V,саҕалан,тӹнгӓлӓлтӓш
872,enden::V,бүт,пӹтӓш
873,wechseln::V,уларый,весемӓш
874,wechseln::V,уларый,весемӓлтӓш
875,aufgehen[Sonne]::V,ой,авараш
876,untergehen[Sonne]::V,киир,шӹ́нзӓш
877,scheinen[Sonne]::V,сырдат,сотемдӓрӓш
878,donnern::V,эт,хӹдӹртӓш
879,wehen::V,үр,ӹфӹлӓш
880,strömen::V,кутулун,йогащ
881,fließen::V,сүүр,йогащ
882,sich drehen::V,эргий,пöрдӓш
883,schwanken::V,биэтэҥнээ,лыпшалташ
884,schwingen::V,эйэҥнээ,кӓчӓйӓш
885,fallen::V,оҕут,кенвазаш
886,fallen::V,оҕут,шынгалташ
887,brennen::V,умай,йылаш
888,rauchen::V,буруолаа,шыпшаш
889,regnen::V,самыырдаа,юраш
890,gefrieren::V,тоҥ,гӓш
891,gefrieren::V,тоҥ,кӹлмаш
892,tauen::V,ир,шылаш
893,schmelzen::V,уулун,шӹрӓнӓш
894,trocknen::V,куур,кошкаш
895,sieden::V,оргуй,шолаш
896,faulen::V,сытый,шӱӓш
897,verfaulen::V,сытыйан_хаал,йӓнгӓрӓлтӓш
898,reißen::V,хайыт,кышкедӓлтӓш
899,reißen::V,быһытталан,кышкедӓлтӓш
900,versinken::V,тимир,ва́лаш
901,versinken::V,батылын,ва́лаш
902,vergehen::V,дьай,эртӓш
903,erscheinen::V,көһүн,каяш
904,verschwinden::V,сүт,ямаш
905,sinken::V,намтаа,пычаш
906,abnehmen::V,аччаа,чӹдемӓш
907,abnehmen::V,аччаа,кöтӹргӓш
908,zunehmen::V,элбээ,когоэмӓш
909,steigen::V,үрдээ,лӱлта́лташ
910,wachsen::V,үүн,кушкаш
911,glänzen::V,кылбай,йӹлгӹжӓш
912,funkeln::V,күлүмнээ,валгалташ
913,funkeln::V,күлүмүрдээ,валгалташ
914,lärmen::V,тыаһаа,юкланаш
915,läuten::V,собуоннаа,цоргаш
916,klingeln::V,линкинээ,цоргаш
917,klirren::V,айгырат,цонгырталгаш
918,brausen::V,сирилээ,ышдымыла́наш
919,rauschen::V,суугунаа,шу́жгаш
920,klingen::V,доргуй,йо́нгаш
921,bellen::V,үр,опташ
922,heulen::V,улуй,урмыжаш
923,blasen::V,үр,ӹфӹлӓш
924,pfeifen::V,иһиир,ши́шкаш
925,schreien::V,кылан,уташ
926,schreien::V,кылан,саслаш
927,schreien::V,кылан,варгынзаш
928,schreien::V,хаһыытаа,уташ
929,schreien::V,хаһыытаа,саслаш
930,schreien::V,хаһыытаа,варгынзаш
931,stöhnen::V,ынчыктаа,ӹнгӹрӓш
932,zittern::V,титирээ,цӹтӹрӓш
933,zittern::V,дьигиһий,цӹтӹрӓш
934,leben::V,олор,ӹлӓш
935,geboren werden::V,төрөө,шачаш
936,atmen::V,тыын,шӱлӓш
937,trinken::V,ис,йӱӓш
938,essen::V,аһаа,качкаш
939,schlucken::V,ыйыһын,нелӓш
940,müde werden::V,сылай,янгылаш
941,einschlafen::V,утуйан хаал,амален кеӓш
942,schlafen::V,утуй,амалаш
943,schlafen::V,утуйа сыт,амалаш
944,aufwachen::V,уһугун,понгыжалташ
945,aufstehen::V,тур,кӹньӹл шагалаш
946,sich erholen::V,сынньан,кӓнаш
947,krank werden::V,ыарый,церлӓнен вазаш
948,krank sein::V,ыарый,церлӓнӓш
949,krank sein::V,ыарый,ясланаш
950,krank sein::V,ыарый,ясыланаш
951,krank sein::V,ыарыт,церлӓнӓш
952,krank sein::V,ыарыт,ясланаш
953,krank sein::V,ыарыт,ясыланаш
954,schmerzen::V,ыарыт,каршташ
955,husten::V,сөтөлүн,кахыраш
956,genesen::V,көн,паремӓш
957,genesen::V,көн,тöрлӓнӓш
958,sterben::V,өл,вазын колаш
959,umkommen::V,өл,пӹтӓш
960,umkommen::V,оҕут,пӹтӓш
961,sich bewegen::V,хамсаа,кашташ
962,sich rühren::V,хамсаа,тӓрвӓнӓш
963,sich erheben::V,тур,кӹньӹлӓш
964,sich setzen::V,олор,шӹнзӓш
965,hinfallen::V,оҕут,кенвазаш
966,hinfallen::V,оҕут,шынгалташ
967,laufen::V,хаам,кашташ
968,schreiten::V,атыллаа,ашкедӓш
969,spazierengehen::V,дьаарбай,мадын кашташ
970,eilen::V,тиэтэй,вӓшкӓш
971,sich beeilen::V,ыксаа,вӓшкӓш
972,sich beeilen::V,ыксаа,талашаш
973,sausen::V,элээр,хойхаланаш
974,sausen::V,элээр,хояш
975,rennen::V,сүүрэкэлээ,кыргыжаш
976,springen::V,ой,тӹршештӓш
977,springen::V,ыстан,тӹршештӓш
978,klettern::V,ытын,ку́заш
979,schaukeln::V,эйэҥнээ,лыпшалташ
980,schaukeln::V,биэрэҥнээ,лыпшалташ
981,kriechen::V,сыыл,авалянаш
982,kriechen::V,сыыл,ньыжиклӓш
983,schwimmen::V,уһун,илӓш
984,schwimmen::V,харбаа,илӓш
985,tauchen::V,умус,цымаш
986,rudern::V,эрт,шуалташ
987,fahren::V,айаннаа,кеӓш
988,fliegen::V,көт,чонгештӓш
989,gehen::V,бар,кеӓш
990,weggehen::V,бар,кеӓш
991,abfahren::V,бар,кеӓш
992,anhalten::V,тохтоо,цӓрнӓш
993,hineingehen::V,киир,пыраш
994,eintreten::V,киир,пыраш
995,kommen::V,кэл,толаш
996,ankommen::V,кэл,шоаш
997,ankommen::V,тиий,шоаш
998,zurückkommen::V,төнүн,пöртӹлӓш
999,bleiben::V,хаал,кодаш
1000,warten::V,көһүт,вычаш
1001,erwarten::V,күүт,вычаш
1002,erwarten::V,көһүт,вычаш
1003,suchen::V,ирдээ,кӹчӓлӓш
1004,suchen::V,көрдөө,кӹчӓлӓш
1005,finden::V,бул,моаш
1006,versuchen::V,сорун,путаяш
1007,versuchen::V,сорун,цацаш
1008,vorbereiten::V,бэлэмнээ,поспейӹктӓш
1009,lieben::V,таптаа,яраташ
1010,mögen::V,сөбүл,яраташ
1011,lachen::V,күл,ваштылаш
1012,rühren::V,долгут,тӓрвӓтӓш
1013,weinen::V,ытаа,мӓгӹрӓш
1014,schimpfen::V,үөҕүс,свырседӓлӓш
1015,sich ärgern::V,кыыһыр,шӹдешкӓш
1016,sich ärgern::V,кыйахан,шӹдешкӓш
1017,sich fürchten::V,куттан,лӱдӓш
1018,sich fürchten::V,дьиксин,лӱдӓш
1019,fürchten::V,дьиксин,лӱдӓш
1020,fürchten::V,куттан,лӱдӓш
1021,fliehen::V,күрээ,кыргыжаш
1022,flüchten::V,күрээ,кыргыж шӹлӓш
1023,sehen::V,көр,ужаш
1024,anschauen::V,көр,анжалаш
1025,ansehen::V,көр,анжаш
1026,hören::V,бил,колаш
1027,hören::V,иһит,колаш
1028,zuhören::V,иһит,колышташ
1029,probieren::V,боруобалаан көр,тотештӓш
1030,probieren::V,боруобалаан көр,подыл анжаш
1031,probieren::V,амсайан көр,тотештӓш
1032,probieren::V,амсайан көр,подыл анжаш
1033,riechen::V,сытырҕаа,ӱпшӹнзӓш
1034,fühlen::V,бил,шижӓш
1035,scheinen::V,көһүн,каяш
1036,zu sehen sein::V,көһүн,каяш
1037,vernehmen::V,иһит,колын колташ
1038,frieren::V,тоҥ,кӹлмаш
1039,frieren::V,тоҥ,тӹнгӹргӓш
1040,frieren::V,үлүй,кӹлмаш
1041,frieren::V,үлүй,тӹнгӹргӓш
1042,tun::V,гын,ӹштӓш
1043,können::V,кыай,кердӓш
1044,wollen::V,баҕар,жалаяш
1045,anfangen::V,саҕалаа,тӹнгӓлӓш
1046,beenden::V,бүтэр,пӹтӓрӓш
1047,aufhören::V,уурай,цӓрнӓш
1048,gelingen::V,сатан,цӓш лиӓш
1049,geraten::V,баар буолан биэр,лиӓш
1050,geraten::V,баар буола тус,лиӓш
1051,geraten::V,буолан таҕыс,лиӓш
1052,öffnen::V,ас,пачаш
1053,schließen::V,сап,чӱчӓш
1054,schließen::V,хатаа,чӱчӓш
1055,stellen::V,уур,шӹндӓш
1056,stellen::V,туруор,шӹндӓш
1057,setzen::V,туруор,шӹндӓш
1058,setzen::V,уур,шӹндӓш
1059,legen::V,уур,опташ
1060,legen::V,уур,пиштӓш
1061,berühren::V,тыыт,тӹкӓлӓш
1062,berühren::V,таарый,тӹкӓлӓш
1063,verbinden::V,кэлгий,пидӓш
1064,bedecken::V,бүрүй,леведӓш
1065,aufhängen::V,ыйаа,сӓкӓш
1066,anzünden::V,умат,чӱктӓш
1067,aufheben::V,өрө тарт,кузыкташ
1068,zurücklassen::V,бырах,кодаш
1069,verlieren::V,сүтэр,ямдаш
1070,fallen lassen::V,түһэр,кенвацтараш
1071,fallen lassen::V,мүлчү тут,кенвацтараш
1072,machen::V,оҥор,ӹштӓш
1073,machen::V,оҥоһун,ӹштӓш
1074,herstellen::V,оҥор,йӓмдӹлӓш
1075,bauen::V,тут,ӹштӓш
1076,reparieren::V,абырахтаа,чиняш
1077,reparieren::V,абырахтаа,алалаш
1078,verbessern::V,тупсар,яжоэмден шӹндӓш
1079,ändern::V,уларыт,вашталташ
1080,graben::V,хас,капаяш
1081,beugen::V,бокут,лывырташ
1082,beugen::V,бокут,каклярташ
1083,beugen::V,токурут,лывырташ
1084,beugen::V,токурут,каклярташ
1085,beugen::V,бүк баттаа,лывырташ
1086,beugen::V,бүк баттаа,каклярташ
1087,biegen::V,иэх,лывырташ
1088,biegen::V,өҕүлүннэр,лывырташ
1089,drehen::V,эргит,сӓрӓш
1090,drehen::V,эргит,сӓрӹкӓлӓш
1091,drehen::V,эргичит,сӓрӓш
1092,drehen::V,эргичит,сӓрӹкӓлӓш
1093,wenden::V,эргилин,сӓрӓлӓш
1094,umdrehen::V,түҥнэр,сӓрӓлӓш
1095,heben::V,көтөх,лӱктӓш
1096,hochheben::V,таһаар,кузыкташ
1097,ergreifen::V,тут,хватяш
1098,halten::V,тут,кычаш
1099,drücken::V,ык,темдӓш
1100,schieben::V,ас,шӹкӓш
1101,kratzen::V,кыһыы,нӹжӓш
1102,lecken::V,салаа,нылаш
1103,beißen::V,ытыр,пыралаш
1104,abreißen::V,быһа тарт,кӹрӓш
1105,abreißen::V,быһа тарт,кышкед нӓлӓш
1106,abreißen::V,туура тарт,кӹрӓш
1107,abreißen::V,туура тарт,кышкед нӓлӓш
1108,abschneiden::V,быс,шулаш
1109,abschneiden::V,быс,лаштыклаш
1110,abschneiden::V,быһан ыл,шулаш
1111,abschneiden::V,быһан ыл,лаштыклаш
1112,abschneiden::V,быһа баттаа,шулаш
1113,abschneiden::V,быһа баттаа,лаштыклаш
1114,binden::V,кэлгий,пидӓш
1115,stecken::V,батары ас,шыралаш
1116,brechen::V,тоһут,тодылаш
1117,brechen::V,тоһут,пыдырташ
1118,klopfen::V,тоҥсуй,рушткаш
1119,hauen::V,оҕус,шелӹштӓш
1120,kleben::V,силимнээ,клейӓш
1121,reiben::V,аал,нӹжӓш
1122,streichen::V,сыбаа,шӹрӓш
1123,schleifen::V,чочуй,шымаш
1124,schneiden::V,быс,пӹчкӓш
1125,rütteln::V,иэҕэҥнэт,мыльгыкташ
1126,schütteln::V,сахсый,цӹтӹртӓш
1127,schütteln::V,сахсый,мыльгыкташ
1128,schwenken::V,дайбаа,машыяш
1129,schütten::V,кут,опталаш
1130,füllen::V,толор,темӓш
1131,einwickeln::V,суулаа,пӹтӹрӓ́лӓш
1132,tragen::V,ит,намалаш
1133,schleppen::V,сос,шӹдӹрӓш
1134,ziehen::V,тарт,шыпшаш
1135,aufbewahren::V,уур,перегӓш
1136,aufbewahren::V,харай,перегӓш
1137,werfen::V,бырах,кӹшкӓш
1138,fangen::V,хап,кычаш
1139,packen::V,тут,хватяш
1140,verstecken::V,саһыар,шӹлтӓш
1141,teilen::V,үллэр,пайылаш
1142,schicken::V,ыыт,колташ
1143,bringen::V,аҕал,кандаш
1144,hinzufügen::V,эп,
1145,bekommen::V,ыл,лыкташ
1146,bekommen::V,булун,лыкташ
1147,erhalten::V,ыл,получаяш
1148,nehmen::V,ыл,налаш
1149,wählen::V,быыбардаа,айыраш
1150,auswählen::V,тал,айыраш
1151,bewahren::V,харай,перегӓш
1152,behindern::V,мэһэйдээ,мешӓйӓш
1153,verderben::V,буорту гын,портяш
1154,beschädigen::V,алдьат,шушырташ
1155,zerbrechen::V,үлтүрүт,пыдырташ
1156,zerreißen::V,хайыта тарт,кӹрӓш
1157,zerstören::V,алдьат,шӓлӓтӓш
1158,verbrennen::V,уоттаа,йылаташ
1159,verbrennen::V,уоттаа,йылалташ
1160,geben::V,биэр,пуаш
1161,reichen::V,аҕал,пуаш
1162,schenken::V,бэлэхтээ,подараш
1163,versprechen::V,эрэннэр,сöрӓш
1164,wünschen::V,баҕар,жалаяш
1165,loben::V,хайҕаа,хваляш
1166,küssen::V,уураа,шышшалаш
1167,wiegen::V,бигээ,лӱнгӓлтӓш
1168,zudecken::V,сап,пиштӓш
1169,zudecken::V,бүрүй,пиштӓш
1170,wecken::V,уһугуннар,понгыжалтараш
1171,zeigen::V,көрдөр,анжыкташ
1172,führen::V,салай,видӓш
1173,lehren::V,үөрэт,тымдаш
1174,unterrichten::V,үөрэт,тымдаш
1175,aufziehen::V,иит,кушташ
1176,leiten::V,салай,видӓш
1177,leiten::V,салай,вуйлаташ
1178,leiten::V,салай,вуйлалташ
1179,antreiben::V,кыһай,талаштараш
1180,lassen::V,күһэй,-ыкт
1181,einladen::V,ыҥыр,ӱжӓш
1182,vereinigen::V,холбоо,иктештӓш
1183,vereinigen::V,түм,иктештӓш
1184,besuchen::V,сырыт,толаш
1185,besuchen::V,билсэ сырыт,толаш
1186,treffen::V,көрүс,вӓшлиӓш
1187,treffen::V,көрүс,вӓшлиӓлтӓш
1188,sich versammeln::V,мүһүн,цымыргаш
1189,sich versammeln::V,түмүс,цымыргаш
1190,spielen::V,оонньоо,мадаш
1191,singen::V,ыллаа,мыраш
1192,tanzen::V,үҥкүүлээ,кушташ
1193,sich trennen::V,араҕыс,айырлаш
1194,verlassen::V,хааллар,шуаш
1195,retten::V,өрүһүй,ытараш
1196,bewachen::V,араҥаччылаа,оролаш
1197,schützen::V,көмүскээ,перегӓш
1198,verteidigen::V,көмүскээ,перегӓш
1199,sich schlagen::V,охсус,шидӓлӓш
1200,sich schlagen::V,охсус,шиэдӓлӓш
1201,schießen::V,ытыалаа,лӱӓш
1202,siegen::V,хот,сӹнгӓш
1203,siegen::V,кыай,сӹнгӓш
1204,ärgern::V,кыыһырт,шӹдештӓрӓш
1205,schlagen::V,оҕус,пӓрен колташ
1206,schlagen::V,оҕус,хӹрӹктен колташ
1207,treten::V,тэп,чымаш
1208,stechen::V,кэй,пышкылаш
1209,stoßen::V,кэп,шыркедӓш
1210,stoßen::V,үтүрүй,шыркедӓш
1211,stehlen::V,уор,шолышт толаш
1212,stören::V,мэһэйдээ,ӓрештӹлӓш
1213,belästigen::V,батар,кӓньӹсӹрлӓндӓрӓш
1214,belästigen::V,батар,шытырланыкташ
1215,verbergen::V,кистээ,шӹлтӓш
1216,täuschen::V,албыннаа,алталаш
1217,täuschen::V,албыннаа,аталаш
1218,betrügen::V,албыннаа,мошеньӹчӓйӓш
1219,töten::V,өлөр,пуштын шуаш
1220,wohnen::V,олор,ӹлӓш
1221,arbeiten::V,үлэлээ,пӓшӓлӓш
1222,arbeiten::V,үлэлээ,ровотаяш
1223,sammeln::V,мус,погаш
1224,sammeln::V,хомуй,погаш
1225,pflücken::V,үргээ,кӹрӓш
1226,jagen::V,бултаа,охотничӓйӓш
1227,fischen::V,балыктаа,кол кычаш
1228,fassen::V,тут,кычаш
1229,hüten::V,манаа,кӹтӓш
1230,treiben::V,үүр,шуруяш
1231,anbinden::V,баай,ялшташ
1232,anbinden::V,баай,ялышташ
1233,füttern::V,аһат,пукшаш
1234,melken::V,ыа,шыпшылаш
1235,hacken::V,кэрт,роаш
1236,gießen::V,сиигирт,шӓвӓш
1237,reifen::V,бус,кӱӓш
1238,reifen::V,бус,поспейӓш
1239,zubereiten::V,бэлэмнээ,йӓмдӹлӓш
1240,kochen::V,буһар,шолташ
1241,backen::V,буһар,кӱктӓш
1242,braten::V,хооруй,жӓрӓш
1243,braten::V,ыһаарылаа,жӓрӓш
1244,braten::V,соркуойдаа,жӓрӓш
1245,umrühren::V,былаа,намалаш
1246,stricken::V,өр,пидӓш
1247,nähen::V,иистэн,ыргаш
1248,färben::V,кырааскалаа,пидӓш
1249,reinigen::V,ыраастаа,чиӓлтӓш
1250,waschen::V,сууй,мышкаш
1251,abwischen::V,сот,ӹштӓш
1252,spülen::V,сайҕаа,шӱӓлтӓш
1253,fegen::V,сиппий,ӹштӓш
1254,kehren::V,харбаа,ӹштӓш
1255,baden::V,сөтүөлээ,нӱштӹлӓш
1256,sich waschen::V,суун,мышкылташ
1257,ausziehen::V,уһул,кыдашаш
1258,anziehen::V,кэтэрт,чиӓш
1259,sich anziehen::V,таҥын,чиӓш
1260,kämmen::V,тараа,шерӓш
1261,schmücken::V,симээ,цеверемдӓш
1262,sagen::V,диэ,манаш
1263,sagen::V,диэ,келесӓш
1264,sprechen::V,эт,манаш
1265,sprechen::V,саҥар,манаш
1266,reden::V,кэпсэт,шайышташ
1267,sich unterhalten::V,кэпсэт,хытыраш
1268,sich unterhalten::V,кэпсэт,хытыргаш
1269,fragen::V,ыйыт,ядаш
1270,bitten::V,көрдөс,ядаш
1271,erzählen::V,кэпсээ,келесӓш
1272,erzählen::V,сэһэргээ,келесӓш
1273,mitteilen::V,биллэр,попаш
1274,mitteilen::V,биллэр,увертӓш
1275,mitteilen::V,биллэр,увертӓрӓш
1276,nennen::V,ааттаа,лӹмдӓш
1277,rufen::V,ыҥыр,ӱжӓш
1278,prahlen::V,чабылан,хайзаш
1279,prahlen::V,чабылан,шаргаланаш
1280,prahlen::V,киһиргээ,хайзаш
1281,prahlen::V,киһиргээ,шаргаланаш
1282,übersetzen::V,тылбаастаа,вашташ
1283,denken::V,санаа,машанаш
1284,denken::V,толкуйдаа,машанаш
1285,glauben::V,итэҕэй,ӹнянӓш
1286,bemerken::V,бэлиэтээ,цаклаш
1287,erkennen::V,бил,пӓлӓш
1288,begreifen::V,өйдөө,ынгылаш
1289,verstehen::V,өйдөө,ынгылаш
1290,lernen::V,үөрэн,тыменяш
1291,wissen::V,бил,пӓлӓш
1292,sich erinnern an::V,аҕын,ышештӓрӓш
1293,vergessen::V,умун,монден кодаш
1294,messen::V,кэмнээ,висӓш
1295,messen::V,кээмэйдээ,висӓш
1296,zählen::V,аах,шотаяш
1297,rechnen::V,аах,шотаяш
1298,lesen::V,аах,лыдаш
1299,malen::V,уруһуйдаа,рисуяш
1300,zeichnen::V,уруһуйдаа,ыдырка́лаш
1301,schreiben::V,суруй,вазаш
1302,besitzen::V,баһылаа,кы́чаш
1303,kaufen::V,атыылас,нӓлӓш
1304,verkaufen::V,атыылаа,выжалаш
1305,bezahlen::V,төлөө,тӱлӓш
1306,zahlen::V,төлөө,тӱлӓш
1307,beherrschen::V,баһылаа,кы́чаш
1308,ertragen::V,тулуй,цӹтӓш
