,Concept_ID,hi,ko
108,Stern::N,तारा,별
109,Stern::N,सितारा,별
110,Luft::N,हवा,동준
111,Luft::N,हवा,가스채
112,Luft::N,वायु,동준
113,Luft::N,वायु,가스채
114,Wind::N,पाद,바람
115,Welle::N,लहर,물결
116,Welle::N,तरंग,물결
117,Wasser::N,जल,물
118,Wasser::N,पानी,물
119,Stein::N,पत्थर,돌
120,Boden::N,मिट्टी,바닥
121,Erde::N,भूमि,흙
122,Erde::N,ज़मीन,흙
123,Staub::N,धूल,먼지
124,Rauch::N,धूआँ,연기
125,Rauch::N,धुम्र,연기
126,Funke::N,चिनगारी,불티
127,Funke::N,स्फुलिंग,불티
128,Feuer::N,आग,불
129,Feuer::N,आतिश,불
130,Feuer::N,अग्नि,불
131,Licht::N,रोशनी,불
132,Licht::N,प्रकाश,불
133,Schatten::N,छाया,어스레함
134,Schatten::N,परछाई,어스레함
135,Wetter::N,ऋतु,기상
136,Wetter::N,मौसम,기상
137,Nebel::N,धुँध,안개
138,Nebel::N,कुहरा,안개
139,Wolke::N,मेघ,구름
140,Wolke::N,अभ्र,구름
141,Regen::N,मेंह,비
142,Regen::N,बारिश,비
143,Schnee::N,हिम,눈
144,Schnee::N,बर्फ़,눈
145,Eis::N,हिम,얼음
146,Eis::N,बर्फ़,얼음
147,Frost::N,ठंड,혹한
148,Kälte::N,सर्दी,추위
149,Kälte::N,सर्दी,차가움
150,Kälte::N,शीतलता,추위
151,Kälte::N,शीतलता,차가움
152,Hitze::N,ताप,고온
153,Hitze::N,ताप,더위
154,Hitze::N,गरमी,고온
155,Hitze::N,गरमी,더위
156,Raureif::N,पाला,
157,Regenbogen::N,इंद्र-धनुष,무지개
158,Donner::N,गरज,뇌명
159,Donner::N,मेघ-गर्जन,뇌명
160,Strömung::N,बहाव,유동
161,Strömung::N,प्रवाह,유동
162,Tropfen::N,बूँद,물방울
163,Schaum::N,झाग,포말
164,Schmutz::N,गंद,때
165,Schmutz::N,कीचड़,때
166,See::N,झील,호수
167,See::N,सरोवर,호수
168,Sumpf::N,दलदल,습지
169,Sumpf::N,धँसान,습지
170,Moor::N,झाबर,저습지
171,Moor::N,धँसान,저습지
172,Wiese::N,घास-स्थल,목초지
173,Wald::N,जंगल,숲
174,Hügel::N,टीला,언덕
175,Hügel::N,पहाड़,언덕
176,Anhöhe::N,टीला,언덕
177,Anhöhe::N,पहाड़ी,언덕
178,Berg::N,पहाड़,산
179,Gipfel::N,शिखर,졀졍
180,Höhle::N,गुहा,공동
181,Höhle::N,गुफ़ा,공동
182,Abhang::N,ढाल,몰매
183,Abhang::N,ढलान,몰매
184,Quelle::N,चश्मा,근원
185,Bach::N,सोता,내
186,Bach::N,नदिका,내
187,Fluss::N,नदी,강
188,Fluss::N,सरिता,강
189,Ufer::N,तट,강변
190,Ufer::N,तट,바닷가
191,Ufer::N,किनारा,강변
192,Ufer::N,किनारा,바닷가
193,Küste::N,समुद्र-तट,해변
194,Küste::N,समुद्र-तट,해변가
195,Festland::N,महाद्वीप,본토
196,Meer::N,सागर,바다
197,Meer::N,समुद्र,바다
198,Bucht::N,खाड़ी,협만
199,Insel::N,टापू,섬
200,Insel::N,द्वीप,섬
201,Blume::N,फूल,꽃
202,Blume::N,पुष्प,꽃
203,Gras::N,घास,풀
204,Wurzel::N,मूल,뿌리
205,Baum::N,पेड़,나무
206,Baum::N,वृक्ष,나무
207,Stamm::N,धड़,대
208,Rinde::N,छाल,나무껍질
209,Rinde::N,वल्कल,나무껍질
210,Ast::N,डाल,가지
211,Ast::N,शाखा,가지
212,Zweig::N,टहनी,가지
213,Blatt::N,पत्र,잎
214,Blatt::N,पत्ता,잎
215,Birke::N,भूर्ज,자작나무
216,Kiefer[Baum]::N,पाइन-वृक्ष,소나무
217,Weide[Baum]::N,बेंत,쉬양버들
218,Tanne::N,फ़र,전나무
219,Horn::N,सींग,뿔
220,Horn::N,विषाण,뿔
221,Feder::N,पर,깃털
222,Feder::N,पंख,깃털
223,Fell::N,खाल,피혁모피
224,Fell::N,पशु-चर्म,피혁모피
225,Flügel::N,पंख,날개
226,Flügel::N,डैना,날개
227,Klaue::N,पंजा,갈고리 발톺
228,Kralle::N,पंजा,발툭
229,Kralle::N,नाख़ून,발툭
230,Schwanz::N,पूँछ,꼬리
231,Ei::N,अंडा,알
232,Nest::N,नीड़,보금자리
233,Nest::N,घोंसला,보금자리
234,Bau::N,बिल,굴
235,Bau::N,माँद,굴
236,Tier::N,पशु,짐승
237,Tier::N,जानवर,짐승
238,Herde::N,गल्ला,가축의떼
239,Kuh::N,गौ,암소
240,Kuh::N,गाय,암소
241,Bulle::N,साँड़,황소
242,Pferd::N,अश्व,말
243,Pferd::N,घोड़ा,말
244,Schaf::N,भेड़,양
245,Schwein::N,शूकर,돼지
246,Hund::N,श्वान,개
247,Hund::N,कुत्ता,개
248,Katze::N,बिल्ली,고양이
249,Bär::N,रीछ,콤
250,Bär::N,भालू,콤
251,Eichhörnchen::N,गिलहरी,다람쥐
252,Elch::N,एल्क,고라니
253,Fuchs::N,लोमड़ी,여우
254,Hase::N,खरहा,토끼
255,Hase::N,ख़रगोश,토끼
256,Maus::N,मूष,쥐
257,Maus::N,चूहा,쥐
258,Wolf::N,वृक,늑대
259,Wolf::N,भेड़िया,늑대
260,Vogel::N,पक्षी,새
261,Vogel::N,चिड़िया,새
262,Schwarm::N,झुंड,뗴
263,Huhn::N,मुर्ग़ी,암탉
264,Hahn::N,मुर्ग़ा,수탉
265,Gans::N,हंस,거위
266,Gans::N,हंसिनी,거위
267,Adler::N,उक़ाब,수리
268,Ente::N,बतख़,오리
269,Ente::N,बत्तक,오리
270,Eule::N,उल्लू,부엉이
271,Kranich::N,सारस,두루미
272,Kranich::N,क्रौंंच,두루미
273,Krähe::N,काक,까마귀
274,Kuckuck::N,कोयल,뻐꾸기
275,Kuckuck::N,कोकिल,뻐꾸기
276,Schwan::N,हंस,배조
277,Schwan::N,मराल,배조
278,Fisch::N,मछली,물고기
279,Fisch::N,मत्स्य,물고기
280,Barsch::N,पर्च,농어
281,Hecht::N,पाइक,에속스
282,Schlange[Tier]::N,सर्प,뱀
283,Wurm::N,कृमि,벌레
284,Wurm::N,कीड़ा,벌레
285,Spinne::N,लूता,거미
286,Spinne::N,मकड़ी,거미
287,Ameise::N,चींटी,개미
288,Laus::N,जूँ,이
289,Mücke::N,डाँस,모기
290,Fliege::N,मक्खी,날기
291,Fliege::N,मक्षिका,날기
292,Schmetterling::N,तितली,나비
293,Beere::N,बेरी,장과
294,Apfel::N,सेब,사과
295,Pilz::N,खुंबी,고방이
296,Zwiebel::N,प्याज़,양파
297,Saat::N,बीज,씨
298,Korn::N,दाना,알맹이
299,Heu::N,मूखी घास,건초
300,Schale::N,बकला,피상
301,Schale::N,छिलका,피상
302,Grube::N,गड्ढा,
303,Falle::N,जाल,함정
304,Falle::N,फँदा,함정
305,Schlinge::N,फँदा,올가미
306,Schlinge::N,फँदा,멜빵붕대
307,Spur::N,सुराग़,발지국
308,Spur::N,पद-चिह्न,발지국
309,Asche::N,राख,재
310,Dreck::N,मैल,똥
311,Dreck::N,मैल,오물
312,Dreck::N,गंदगी,똥
313,Dreck::N,गंदगी,오물
314,Eisen::N,लोहा,쇠
315,Eisen::N,लोहा,철
316,Gold::N,सोना,항금
317,Gold::N,स्वर्ण,항금
318,Silber::N,रजत,은
319,Silber::N,चाँदी,은
320,Kohle::N,कोयला,슻
321,Glas::N,काँच,유리
322,Lehm::N,चिकनी मिट्टी,찰흙
323,Sand::N,रेत,모래
324,Sand::N,बालू,모래
325,Mensch::N,मानव,사람
326,Mensch::N,इनसान,사람
327,Mensch::N,मनुष्य,사람
328,Mann::N,आदमी,남자
329,Mann::N,पुरुष,남자
330,Frau::N,औरत,여자
331,Frau::N,महिला,여자
332,Frau::N,स्त्री,여자
333,Kind::N,बाल,아이
334,Kind::N,बच्चा,아이
335,Junge::N,लड़का,소녁
336,Mädchen::N,लड़की,소녀
337,Mädchen::N,कुमारी,소녀
338,Familie::N,परिवार,가족
339,Großvater::N,दादा,할아버지
340,Großmutter::N,नानी,할머니
341,Eltern::N,माँ-बाप,어버오
342,Eltern::N,माता-पिता,어버오
343,Vater::N,बाप,아버지
344,Vater::N,पिता,아버지
345,Mutter::N,माँ,어머니
346,Mutter::N,माता,어머니
347,Sohn::N,बेटा,아들
348,Sohn::N,पुत्र,아들
349,Tochter::N,बेटी,딸기
350,Tochter::N,पुत्री,딸기
351,Bruder::N,भाई,형제
352,Bruder::N,भ्राता,형제
353,Schwester::N,बहन,누이
354,Schwester::N,भगिनी,누이
355,Onkel::N,ताऊ,백부
356,Onkel::N,काका,백부
357,Tante::N,बूआ,아주머니
358,Tante::N,फूफी,아주머니
359,Tante::N,ख़ाला,아주머니
360,Ehemann::N,पति,남편
361,Ehemann::N,शौहर,남편
362,Ehefrau::N,बीवी,아내
363,Freude::N,आनंद,기쁨
364,Freude::N,प्रसन्नता,기쁨
365,Gelächter::N,हँसी,웃음
366,Gelächter::N,क़हक़हा,웃음
367,Glück::N,आनंद,즐거움
368,Glück::N,ख़ुशी,즐거움
369,Kummer::N,शोक,슬픔
370,Kummer::N,दुःख,슬픔
371,Wunsch::N,इच्छा,소망
372,Wunsch::N,अभिलाषा,소망
373,Lust::N,चाह,
374,Lust::N,कामना,
375,Geist::N,जान,할기
376,Geist::N,प्राण,할기
377,Gedanke::N,विचार,상념
378,Gedächtnis::N,याददाश्त,기억
379,Gedächtnis::N,स्मरण-शक्ति,기억
380,Verstand::N,समझ,분별
381,Verstand::N,समझ,지능
382,Verstand::N,अक़्ल,분별
383,Verstand::N,अक़्ल,지능
384,Verstand::N,बुद्धि,분별
385,Verstand::N,बुद्धि,지능
386,Sinn::N,अर्थ,센스
387,Grund::N,वजह,까닭
388,Grund::N,कारण,까닭
389,Wahrheit::N,सत्य,참
390,Wahrheit::N,सत्य,진실
391,Wahrheit::N,सच्चाई,참
392,Wahrheit::N,सच्चाई,진실
393,Gespräch::N,चर्चा,대화
394,Gespräch::N,वार्ता,대화
395,Gespräch::N,बात-चीत,대화
396,Märchen::N,क़िस्सा,동화
397,Erzählung::N,कथा,이야기
398,Erzählung::N,कहानी,이야기
399,Nachricht::N,सूचना,
400,Nachricht::N,समाचार,
401,Neuigkeit::N,ख़बर,뉴스
402,Neuigkeit::N,समाचार,뉴스
403,Name::N,नाम,이름
404,Rätsel::N,पहेली,수수께끼
405,Rede::N,वचन,연설
406,Rede::N,भाषण,연설
407,Sprache::N,भाषा,말
408,Sprache::N,ज़बान,말
409,Stimme::N,स्वर,목소리
410,Stimme::N,आवाज़,목소리
411,Wort::N,शब्द,낱말
412,Wort::N,लफ़्ज़,낱말
413,Zeichen::N,निशान,신호
414,Ruf::N,पुकार,부름
415,Ruf::N,आह्वान,부름
416,Lärm::N,शोर,소동
417,Lärm::N,हुल्लड़,소동
418,Laut::N,स्वर,음성
419,Laut::N,ध्वनि,음성
420,Ton::N,सुर,목소리
421,Ton::N,स्वर,목소리
422,Lied::N,गीत,노래
423,Ruhe::N,आराम,쉼
424,Ruhe::N,ख़ामोशी,쉼
425,Leute::N,लोग,사람들
426,Volk::N,क़ौम,국중
427,Volk::N,प्रजा,국중
428,Arbeit::N,काम,근로
429,Arbeit::N,काम,너무
430,Gast::N,अतिथि,손님
431,Gast::N,मेहमान,손님
432,Geschenk::N,उपहार,행하
433,Geschenk::N,तोहफ़ा,행하
434,Spiel::N,खेल,무리
435,Spiel::N,क्रीड़ा,무리
436,Gesellschaft::N,साथ,교제
437,Hilfe::N,मदद,거들음
438,Hilfe::N,मदद,보좌
439,Hilfe::N,सहायता,거들음
440,Hilfe::N,सहायता,보좌
441,Freund::N,मित्र,친구
442,Kamerad::N,साथी,동실자
443,Kamerad::N,कामरेड,동실자
444,Angelegenheit::N,बात,용무
445,Angelegenheit::N,मामला,용무
446,Anzahl::N,तादाद,어떤
447,Anzahl::N,तादाद,수
448,Anzahl::N,संख्या,어떤
449,Anzahl::N,संख्या,수
450,Art::N,तरह,정류
451,Art::N,क़िस्म,정류
452,Stück::N,फाँक,일부분
453,Stück::N,टुकड़ा,일부분
454,Teil::N,भाग,몱
455,Teil::N,भाग,구훠
456,Teil::N,हिस्सा,몱
457,Teil::N,हिस्सा,구훠
458,Hälfte::N,अर्धभाग,2분의
459,Kreis::N,चक्कर,고리
460,Kreuz::N,सलीब,열십자
461,Kreuz::N,क्रूस,열십자
462,Linie::N,लाइन,선
463,Strich::N,लकीर,스침
464,Abstand::N,अंतर,거리
465,Abstand::N,फ़ासला,거리
466,Entfernung::N,दूरी,거리
467,Entfernung::N,फ़ासला,거리
468,Gegend::N,इलाक़ा,곳
469,Gegend::N,इलाक़ा,부금
470,Platz::N,जगह,장소
471,Platz::N,स्थान,장소
472,Ort::N,स्थल,장소
473,Ort::N,स्थान,장소
474,Seite::N,ओर,옆면
475,Seite::N,तरफ़,옆면
476,Mitte::N,बीच,궁간
477,Mitte::N,मध्य,궁간
478,Gegenstand::N,चीज़,항목
479,Gegenstand::N,पदार्थ,항목
480,Sache::N,चीज़,뭉에
481,Sache::N,वस्तु,뭉에
482,Rand::N,छोर,가
483,Rand::N,उपांत,가
484,Kante::N,कोर,귀퉁
485,Kante::N,किनारा,귀퉁
486,Ecke::N,कोना,구석
487,Ecke::N,नुक्कड़,구석
488,Spitze::N,नोक,끝
489,Spitze::N,नोक,참단
490,Ende::N,छोर,말당
491,Ende::N,सिरा,말당
492,Loch::N,छेद,빙옷
493,Loch::N,सूराख़,빙옷
494,Winkel::N,कोण,각도
495,Winkel::N,कोना,각도
496,Muster::N,नमूना,본
497,Muster::N,नमूना,견복
498,Muster::N,डिज़ाइन,본
499,Muster::N,डिज़ाइन,견복
500,Größe::N,परिमाण,신장
501,Größe::N,विस्तार,신장
502,Länge::N,लंबाई,길이긺
503,Höhe::N,ऊँचाई,높이
504,Höhe::N,उच्चता,높이
505,Gewicht::N,भार,추
506,Gewicht::N,वज़न,추
507,Menge::N,मात्रा,수양
508,Haufen::N,ढेर,퇴적
509,Haufen::N,अंबार,퇴적
510,Reihe::N,क़तार,열
511,Reihe::N,पंक्ति,열
512,Boot::N,नाव,보트
513,Boot::N,नौका,보트
514,Ruder::N,चप्पू,노
515,Schlitten::N,बर्फ़-गाड़ी,썰매
516,Ski::N,स्की,스키
517,Lagerfeuer::N,अलाव,캠프의 모닥불
518,Lagerfeuer::N,कैंप-फ़ायर,캠프의 모닥불
519,Last::N,भार,무거운짐
520,Gang::N,चाल,걸음
521,Schritt::N,डग,보조
522,Schritt::N,क़दम,보조
523,Norden::N,उत्तर,북쪽 
524,Süden::N,दक्खिन,남쪽
525,Westen::N,पश्चिम,서쪽
526,Osten::N,पूरब,동쪽
527,Holz::N,काठ,목재
528,Holz::N,काष्ठ,목재
529,Brett::N,पटरा,마루널
530,Brett::N,तख़्ता,마루널
531,Platte::N,फलक,탤
532,Platte::N,फलक,금속판
533,Platte::N,तख़्ता,탤
534,Platte::N,तख़्ता,금속판
535,Stütze::N,टेक,버팀목
536,Stütze::N,थूनी,버팀목
537,Stange::N,छड़,장대
538,Stange::N,बाँस,장대
539,Stock::N,लाठी,막대기
540,Stab::N,लग्गा,작대기
541,Rohr::N,नल,갈대
542,Haus::N,घर,집
543,Haus::N,मकान,집
544,Heim::N,घर,집
545,Heim::N,गृह,집
546,Ofen::N,चूल्हा,아궁이
547,Fußboden::N,फ़र्श,마루
548,Tisch::N,मेज़,탁자
549,Stuhl::N,कुरसी,의자
550,Wiege::N,पालना,발상지
551,Wiege::N,हिंडोला,발상지
552,Bett::N,खाट,침대
553,Bett::N,पलंग,침대
554,Regal::N,शेल्फ़,서가
555,Kiste::N,पेटी,짐궤
556,Kiste::N,डिब्बा,짐궤
557,Fenster::N,खिड़की,눔
558,Tür::N,द्वार,문
559,Tür::N,दरवाज़ा,문
560,Tor::N,फाटक,대문
561,Zaun::N,बाड़ा,담장
562,Dach::N,छत,지붕
563,Dach::N,छप्पर,지붕
564,Leiter::N,सीढ़ी,사닥다리
565,Besen::N,झाड़ू,비
566,Besen::N,बुहारी,비
567,Spaten::N,कुदाल,가래
568,Schaufel::N,बेलचा,삽
569,Schaufel::N,फावड़ा,삽
570,Gabel::N,काँटा,갈래
571,Löffel::N,चम्मच,숟가락
572,Messer::N,छुरा,나이프
573,Messer::N,चाक़ू,나이프
574,Nagel::N,कील,발툽
575,Nagel::N,मेख़,발툽
576,Netz::N,जाल,그물
577,Haken::N,अंकुश,갈고리
578,Griff::N,मूठ,움켜쥠
579,Griff::N,हत्था,움켜쥠
580,Schloss::N,ताला,자물쇠
581,Bild::N,चित्र,그림
582,Figur::N,मूर्ति,몸메
583,Puppe::N,पुतली,인형
584,Puppe::N,गुड़िया,인형
585,Beutel::N,झोला,클
586,Bündel::N,पुलिंदा,자근다발
587,Tasche::N,बेग,가방
588,Tasche::N,बस्ता,가방
589,Eimer::N,बाल्टी,동이
590,Deckel::N,ढक्कन,뚜껑
591,Geschirr::N,बरतन-भाँड़े,식시
592,Sack::N,बोरा,조갑
593,Tasse::N,प्याला,차잔
594,Topf::N,देग़चा,단지
595,Kessel::N,देग़,주전자
596,Kessel::N,बटलोई,주전자
597,Essen::N,खाना,먹기
598,Nahrung::N,भोजन,식료
599,Speise::N,खाना,음식물
600,Speise::N,व्यंजन,음식물
601,Fleisch::N,मांस,고기
602,Fleisch::N,गोश्त,고기
603,Getreide::N,अनाज,곡물
604,Brei::N,भरता,젤리
605,Brei::N,दलिया,젤리
606,Brot::N,रोटी,빵
607,Scheibe::N,कतला,원반
608,Fett::N,वसा,기름
609,Fett::N,चरबी,기름
610,Butter::N,मक्खन,버터
611,Öl::N,तेल,올리브유
612,Salz::N,नमक,소금
613,Suppe::N,सूप,국
614,Suppe::N,सूप,수프
615,Suppe::N,शोरबा,국
616,Suppe::N,शोरबा,수프
617,Honig::N,शहद,감미
618,Milch::N,दूध,유즙
619,Tee::N,चाय,차
620,Leder::N,चमड़ा,가죽
621,Wolle::N,ऊन,양털
622,Stoff::N,कपड़ा,패료
623,Nadel::N,सूई,바늘
624,Faden::N,डोरा,콘실
625,Knopf::N,बटन,단추
626,Knopf::N,घुंडी,단추
627,Knoten::N,गाँठ,곁절
628,Knoten::N,गुत्थी,곁절
629,Farbe::N,रंग,색
630,Farbe::N,वर्ण,색
631,Kleidung::N,पहनावा,옷입기
632,Hemd::N,कुरता,속옷
633,Hemd::N,क़मीज़,속옷
634,Kragen::N,गरदनी,깃
635,Kragen::N,गरेबान,깃
636,Ärmel::N,आस्तीन,소매
637,Hose::N,पैंट,바지
638,Hose::N,पतलून,바지
639,Gürtel::N,पेटी,밴드
640,Gürtel::N,मेखला,밴드
641,Mütze::N,टोपी,모자
642,Schuh::N,जूता,구두
643,Stiefel::N,बूट,장화
644,Ring::N,अँगूठी,고리
645,Band::N,पट्टी,리본
646,Kamm::N,कंघी,빗
647,Spiegel::N,आईना,거울
648,Spiegel::N,दर्पण,거울
649,Riemen::N,तसमा,가죽끈
650,Riemen::N,पट्टा,가죽끈
651,Schnur::N,डोरी,밧줄
652,Schnur::N,सुतली,밧줄
653,Leine::N,रस्सी,고삐줄
654,Decke::N,रज़ाई,이부자리
655,Kissen::N,तकिया,깔개
656,Kissen::N,गाद्दा,깔개
657,Tuch::N,रूमाल,천
658,Tuch::N,वस्त्र,천
659,Handtuch::N,अँगोछा,수건
660,Kraft::N,ज़ोर,세력
661,Kraft::N,शक्ति,세력
662,Stärke::N,बल,힘
663,Stärke::N,ताक़त,힘
664,Gesundheit::N,स्वास्थ्य,위생
665,Gesundheit::N,तंदुरुस्ती,위생
666,Krankheit::N,रोग,병
667,Krankheit::N,बीमारी,병
668,Schmerz::N,दर्द,아픔고통
669,Schmerz::N,पीड़ा,아픔고통
670,Wunde::N,घाव,상처
671,Wunde::N,ज़ख़्म,상처
672,Fieber::N,ज्वर,열별
673,Fieber::N,बुख़ार,열별
674,Arznei::N,दवा,약
675,Arznei::N,औषाधि,약
676,Brücke::N,पुल,교량
677,Brücke::N,सेतु,교량
678,Brunnen::N,कुआँ,원천
679,Weide::N,चरागाह,목장
680,Pfad::N,पथ,좁은길
681,Pfad::N,पगडंडी,좁은길
682,Weg::N,मार्ग,길
683,Straße::N,राह,길
684,Straße::N,रास्ता,길
685,Dorf::N,गाँव,촌
686,Dorf::N,गाँव,촌락
687,Dorf::N,ग्राम,촌
688,Dorf::N,ग्राम,촌락
689,Stadt::N,शहर,도시
690,Brief::N,ख़त,서한
691,Brief::N,पत्र,서한
692,Brief::N,चिट्ठी,서한
693,Buch::N,किताब,책
694,Buch::N,पुस्तक,책
695,Buchstabe::N,अक्षर,문자
696,Zeitung::N,अख़बार,신문
697,Zeitung::N,समाचार-पत्र,신문
698,Leben::N,जीवन,삶
699,Leben::N,ज़िंदगी,삶
700,Tod::N,मौत,죽음
701,Tod::N,मृत्यु,죽음
702,Grab::N,क़ब्र,무덤
703,Kirche::N,चर्च,교회
704,Kirche::N,गिरजा,교회
705,Sünde::N,पाप,부정
706,Sünde::N,गुनाह,부정
707,Gott::N,देव,하느님
708,Gott::N,ईश्वर,하느님
709,Arbeiter::N,मज़दूर,일하는사람
710,Chef::N,अध्यक्ष,사장
711,Meister::N,शिल्पज्ञ,명인
712,Meister::N,शिल्पज्ञ,대가
713,Arzt::N,वैद्य,의사
714,Arzt::N,डॉक्टर,의사
715,Arzt::N,चिकित्सक,의사
716,Lehrer::N,शिक्षक,교사
717,Lehrer::N,अध्यापक,교사
718,Geld::N,धन,돈
719,Geld::N,पैसा,돈
720,Geschäft::N,सौदा,일
721,Geschäft::N,व्यापार,일
722,Laden::N,दुकान,가게
723,Preis::N,दाम,가격
724,Preis::N,मूल्य,가격
725,Ware::N,माल,상품
726,Ware::N,पण्य,상품
727,Nutzen::N,लाभ,이익
728,Nutzen::N,फ़ायदा,이익
729,Reichtum::N,धन,많음
730,Reichtum::N,दौलत,많음
731,Welt::N,विश्व,세상
732,Welt::N,दुनिया,세상
733,Land::N,देश,지방
734,Land::N,मुल्क,지방
735,Staat::N,राज्य,국가
736,Staat::N,राष्ट्र,국가
737,König::N,राजा,국왕
738,König::N,बादशाह,국왕
739,Macht::N,शासन,힘
740,Macht::N,सत्ता,힘
741,Grenze::N,सरहद,국경
742,Krieg::N,जंग,전쟁
743,Krieg::N,युद्ध,전쟁
744,Feind::N,शत्रु,적
745,Feind::N,दुश्मन,적
746,Gewalt::N,हिंसा,권력
747,Kampf::N,लड़ाई,전투
748,Kampf::N,संघर्ष,전투
749,Bogen[Waffe]::N,कमान,활
750,Pfeil::N,बान,화살
751,Gewehr::N,बंदूक़,무기
752,Fehler::N,भूल,오류
753,Fehler::N,ग़लती,오류
754,Lüge::N,झूठ,거짓말
755,Lüge::N,असत्य,거짓말
756,Schaden::N,हानि,손상
757,Schaden::N,नुक़सान,손상
758,Unglück::N,मुसीबत,불행
759,Unglück::N,विपात्ति,불행
760,Schuld::N,दोष,부채
761,Schuld::N,क़सूर,부채
762,Alter::N,आयु,연령
763,Alter::N,उम्र,연령
764,Schluss::N,अंत,마감
765,Schluss::N,समाप्ति,마감
766,Zeit::N,काल,때
767,Zeit::N,काल,시간
768,Zeit::N,वक़्त,때
769,Zeit::N,वक़्त,시간
770,Tag::N,दिन,하루
771,Tag::N,रोज़,하루
772,Morgen::N,सुबह,이침
773,Mittag::N,दोपहर,대낮
774,Mittag::N,मध्याह्न,대낮
775,Abend::N,शाम,저녁
776,Abend::N,संध्या,저녁
777,Nacht::N,रात,밤
778,Nacht::N,रात्रि,밤
779,Woche::N,हफ़्ता,근무일
780,Monat::N,मास,달
781,Monat::N,महीना,달
782,Jahr::N,बरस,해
783,Jahr::N,वर्ष,해
784,Frühling::N,वसंत,봄
785,Sommer::N,गरमी,여름
786,Sommer::N,ग्रीष्म,여름
787,Herbst::N,शरत्,가을
