,Concept_ID,te,is
280,Hilfe::N,సాహాయ్యము,hjálp
281,Freund::N,స్నేహితుడు,vinur
282,Kamerad::N,చెలికాడు,félagi
283,Angelegenheit::N,విషయము,mál
284,Angelegenheit::N,విషయము,málefni
285,Anzahl::N,లెక్క,tala
286,Anzahl::N,లెక్క,fjöldi
287,Art::N,జాతి,tegund
288,Stück::N,తునుక,biti
289,Stück::N,తునుక,stykki
290,Teil::N,భాగము,hluti
291,Teil::N,భాగము,partur
292,Hälfte::N,సగము,helmingur
293,Kreis::N,వృత్తము,hringur
294,Kreuz::N,సిలువ,kross
295,Kreuz::N,సిలువ,krossmark
296,Linie::N,గీత,lína
297,Strich::N,గీత,strik
298,Abstand::N,సందు,millibil
299,Entfernung::N,దూరము,fjarlægð
300,Gegend::N,విస్తీర్ణము,hérað
301,Platz::N,ఎడము,pláss
302,Ort::N,స్థలము,staður
303,Seite::N,ప్రక్క,hlið
304,Mitte::N,నడిమి,miðja
305,Gegenstand::N,పద్దు,hlutur
306,Sache::N,వస్తువు,mál
307,Rand::N,అంచు,brún
308,Kante::N,అంచు,rönd
309,Ecke::N,మూల,horn
310,Spitze::N,మొన,oddur
311,Ende::N,కొన,endi
312,Loch::N,రంధ్రము,gat
313,Loch::N,రంధ్రము,hola
314,Winkel::N,కోణము,skot
315,Winkel::N,కోణము,krókur
316,Muster::N,మాదిరి,munstur
317,Größe::N,పరిమాణము,stærð
318,Länge::N,పొడుగు,lengd
319,Höhe::N,పొడుగు,hæð
320,Gewicht::N,భారము,vigt
321,Gewicht::N,భారము,þyngd
322,Menge::N,మొత్తము,magn
323,Haufen::N,రాశి,hrúga
324,Haufen::N,రాశి,haugur
325,Reihe::N,వరుస,röð
326,Boot::N,పడవ,bátur
327,Ruder::N,అడక,ár
328,Schlitten::N,సరవండ్లు,sleði
329,Ski::N,స్కీ,skíði
330,Lagerfeuer::N,నెగడు,varðeldur
331,Last::N,బరువు,byrði
332,Last::N,బరువు,farmur
333,Gang::N,నడక,ganga
334,Schritt::N,అడుగు,skref
335,Norden::N,ఉత్తరదిక్కు,norður
336,Süden::N,దక్షిణము,suður
337,Westen::N,పడమర,vestur
338,Osten::N,తూర్పు,austur
339,Holz::N,కొయ్య,viður
340,Brett::N,పలక,fjöl
341,Platte::N,పలక,flötur
342,Stütze::N,వాల్సేడ్లు,stoð
343,Stange::N,స్తంభము,stöng
344,Stock::N,కఱ్ఱ,prik
345,Stock::N,కఱ్ఱ,stafur
346,Stab::N,కఱ్ఱ,prik
347,Stab::N,కఱ్ఱ,stafur
348,Rohr::N,గొట్టము,rör
349,Rohr::N,గొట్టము,pípa
350,Haus::N,ఇల్లు,hús
351,Heim::N,స్వగృహము,heimili
352,Ofen::N,పొయ్యి,ofn
353,Fußboden::N,నేల,gólf
354,Tisch::N,మేజా,borð
355,Stuhl::N,కుర్చీ,stóll
356,Wiege::N,ఉయ్యాల,vagga
357,Bett::N,పడక,rúm
358,Bett::N,పడక,hvíla
359,Bett::N,మంచం,rúm
360,Bett::N,మంచం,hvíla
361,Regal::N,అటక,hilla
362,Kiste::N,వెట్టె,kassi
363,Fenster::N,కిటికి,gluggi
364,Tür::N,ద్వారము,dyr
365,Tür::N,ద్వారము,hurð
366,Tor::N,ద్వారము,hlið
367,Zaun::N,కంచె,girðing
368,Zaun::N,కంచె,limgarður
369,Dach::N,ఇంటివైకప్పు,þak
370,Leiter::N,నిచ్చెన,stigi
371,Besen::N,చీపురుకట్ట,sópur
372,Spaten::N,పాఱ,spaði
373,Schaufel::N,పాఱ,skófla
374,Gabel::N,ముండ్లగరిటె,gaffall
375,Löffel::N,గరిటె,skeið
376,Messer::N,కత్తి,hnífur
377,Nagel::N,మేకు,nögl
378,Netz::N,వల,net
379,Haken::N,కొక్కెము,krókur
380,Griff::N,పిడి,tak
381,Schloss::N,తాళము,lás
382,Bild::N,చిత్రము,mynd
383,Figur::N,రూపము,stytta
384,Puppe::N,బొమ్మ,brúða
385,Beutel::N,సంచి,poki
386,Beutel::N,సంచి,baggi
387,Bündel::N,మూట,böggull
388,Tasche::N,సంచి,veski
389,Eimer::N,చేద,fata
390,Deckel::N,మూత,lok
391,Geschirr::N,వంటకాలు,leirtau
392,Sack::N,గోనెసంచి,sekkur
393,Tasse::N,గిన్నె,bolli
394,Topf::N,కుండ,pottur
395,Kessel::N,నీరుకాచుపాత్ర,ketill
396,Essen::N,ఆహారము,matur
397,Nahrung::N,ఆహారము,fæða
398,Speise::N,ఆహారము,réttur
399,Speise::N,ఆహారము,matarréttur
400,Fleisch::N,మాంసము,kjöt
401,Getreide::N,ధాన్యము,korn
402,Brei::N,గుజ్జు,grautur
403,Brot::N,రొట్టె,brauð
404,Scheibe::N,బద్ద,sneið
405,Fett::N,క్రొవ్వు,fita
406,Butter::N,వెన్న,smjör
407,Öl::N,నూనె,olía
408,Salz::N,ఉప్పు,salt
409,Suppe::N,చారు,súpa
410,Honig::N,తెనె,hunang
411,Milch::N,పాలు,mjólk
412,Tee::N,తేనీరు,te
413,Leder::N,బాగుచేసివతోలు,skinn
414,Wolle::N,ఉన్ని,ull
415,Stoff::N,బట్ట,dúkur
416,Nadel::N,సూది,nál
417,Faden::N,దారము,þráður
418,Knopf::N,బొత్తాము,tala
419,Knopf::N,బొత్తాము,hnappur
420,Knoten::N,ముడి,hnútur
421,Farbe::N,రంగు,málning
422,Kleidung::N,బట్టలు,búningur
423,Kleidung::N,బట్టలు,klæðnaður
424,Hemd::N,చొక్కాయ,skyrta
425,Kragen::N,మాల,kragi
426,Kragen::N,మాల,flibbi
427,Ärmel::N,చొక్కాయచెయ్యి,ermi
428,Hose::N,ఇజారు,buxur
429,Gürtel::N,పటకా,belti
430,Mütze::N,టోపి,húfa
431,Schuh::N,పాదరక్ష,skór
432,Stiefel::N,బూటు,stígvél
433,Ring::N,ఉంగరము,hringur
434,Band::N,నాడా,band
435,Kamm::N,దువ్వెన,greiða
436,Spiegel::N,అద్దము,spegill
437,Riemen::N,వాడా,ól
438,Riemen::N,వాడా,reim
439,Schnur::N,దారము,snúra
440,Leine::N,వారు,band
441,Decke::N,కంబళి,teppi
442,Kissen::N,తలగడ,koddi
443,Tuch::N,బట్ట,klútur
444,Handtuch::N,తువాలు,þurrka
445,Handtuch::N,తువాలు,handklæði
446,Kraft::N,బలము,afl
447,Kraft::N,బలము,kraftur
448,Stärke::N,శక్తి,styrkur
449,Gesundheit::N,ఆరోగ్యము,heilsa
450,Gesundheit::N,ఆరోగ్యము,heilbrigði
451,Krankheit::N,రోగము,sjúkdómur
452,Schmerz::N,నొప్పి,sársauki
453,Wunde::N,గాయము,sár
454,Fieber::N,జ్వరము,hitasótt
455,Arznei::N,మందు,lyf
456,Brücke::N,వంతెన,brú
457,Brunnen::N,బావి,brunnur
458,Brunnen::N,కూపము,brunnur
459,Brunnen::N,నుయ్యి,brunnur
460,Weide::N,పచ్చికబయలు,hagi
461,Pfad::N,కాలిత్రోవ,stígur
462,Weg::N,మార్గము,vegur
463,Straße::N,బాట,gata
464,Straße::N,బాట,stræti
465,Dorf::N,గ్రామము,þorp
466,Stadt::N,పట్టణము,borg
467,Brief::N,జాబు,bréf
468,Buch::N,పుస్తకము,bók
469,Buchstabe::N,అక్షరము,bókstafur
470,Zeitung::N,వార్తాపత్రిక,dagblað
471,Leben::N,ప్రాణము,líf
472,Tod::N,మరణము,dauði
473,Grab::N,సమాధి,gröf
474,Kirche::N,క్రెస్తవులగుడి,kirkja
475,Sünde::N,పాపము,synd
476,Gott::N,దేవుడు,guð
477,Arbeiter::N,పనిపాటుచేశేవాడు,verkamaður
478,Chef::N,యజమానుడు,yfirmaður
479,Meister::N,కళాకారుడు,meistari
480,Arzt::N,వైద్యుడు,læknir
481,Lehrer::N,ఉపాధ్యాయుడు,kennari
482,Geld::N,ద్రవ్యము,peningar
483,Geschäft::N,వ్యాపారము,viðskipti
484,Laden::N,అంగడి,búð
485,Laden::N,అంగడి,verslun
486,Preis::N,వెల,verð
487,Ware::N,సరకులు,vara
488,Nutzen::N,ప్రయోజనము,gagn
489,Reichtum::N,ధనము,auður
490,Welt::N,ప్రపంచము,veröld
491,Land::N,దేశము,land
492,Staat::N,రాజ్యము,ríki
493,König::N,రాజు,konungur
494,Macht::N,అధికారము,vald
495,Grenze::N,సరిహద్దు,landamæri
496,Krieg::N,యుద్ధము,stríð
497,Feind::N,శత్రువు,fjandmaður
498,Gewalt::N,దౌర్జన్యము,ofbeldi
499,Kampf::N,పోట్లాట,bardagi
500,Bogen[Waffe]::N,విల్లు,bogi
501,Pfeil::N,బాణము,ör
502,Gewehr::N,తుపాకి,byssa
503,Fehler::N,తప్ప,villa
504,Lüge::N,అసత్యము,lygi
505,Schaden::N,నష్టము,skemmd
506,Unglück::N,దురదృష్టము,óhamingja
507,Schuld::N,తప్పు,sök
508,Alter::N,వయస్సు,aldur
509,Schluss::N,ముగింపు,lok
510,Schluss::N,ముగింపు,endir
511,Zeit::N,కాలము,tími
512,Tag::N,దినము,dagur
513,Morgen::N,ఉదయము,morgunn
514,Mittag::N,మధ్యాహ్నము,hádegi
515,Abend::N,సాయంకాలము,kvöld
516,Nacht::N,రత్రి,nótt
517,Woche::N,వారము,vika
518,Monat::N,నెల,mánuður
519,Jahr::N,సంవత్సరము,ár
520,Frühling::N,వసంతకాలము,vor
521,Sommer::N,వేసవికాము,sumar
522,Herbst::N,ఆకురాలుకాలము,haust
523,Winter::N,శీతకాలము,vetur
524,Januar::N,జనవరి,janúar
525,Februar::N,ఫిబ్రవరి,február
526,März::N,మార్చి,mars
527,April::N,ఏప్రిలు,apríl
528,Mai::N,మే,maí
529,Juni::N,జూన్,júní
530,Juli::N,జూలై,júlí
531,August::N,ఆగస్టు,ágúst
532,September::N,సెప్ఠెంబరు,september
533,Oktober::N,అక్టోబరు,október
534,November::N,నవంబరు,nóvember
535,Dezember::N,డిసెంబర్,desember
536,Montag::N,సోమవారము,mánudagur
537,Dienstag::N,మంగళవారము,þriðjudagur
538,Mittwoch::N,బుధవారము,miðvikudagur
539,Donnerstag::N,గురువారము,fimmtudagur
540,Freitag::N,శుక్రవారము,föstudagur
541,Samstag::N,శనివారము,laugardagur
542,Sonntag::N,ఆదివారము,sunnudagur
543,groß::A,గొప్పైన,stór
544,klein::A,చిన్న,lítill
545,lang::A,పొడుగాటి,langur
546,kurz::A,పొట్టి,stuttur
547,breit::A,వెడల్పైన,breiður
548,schmal::A,ఇఱుకైన,mjór
549,dicht::A,దట్టమైన,þéttur
550,dick[Gegenstand]::A,దట్టమైన,þykkur
551,dünn::A,పలుచని,þunnur
552,fein::A,నాజాకైన,fíngerður
553,fest::A,దృడమైవ,fastur
554,flach::A,చదువైన,flatur
555,glatt::A,నున్నని,háll
556,glatt::A,నున్నని,sléttur
557,hart::A,కఠినమైన,harður
558,weich::A,మృదువైన,mjúkur
559,rund::A,గుండ్రని,kringlóttur
560,spitz::A,మొనగల,oddhvass
561,scharf::A,పదనైన,beittur
562,stumpf::A,వాడిలేని,bitlaus
563,schwer::A,బరువ్తెన,þungur
564,schön::A,సుందరమైన,fagur
565,schön::A,సుందరమైన,fallegur
566,heiß::A,వేడియైన,heitur
567,warm::A,వెచ్చని,hlýr
568,warm::A,వెచ్చని,heitur
569,kalt::A,చల్లని,kaldur
570,kühl::A,చల్లని,svalur
571,frisch::A,తాజాయైన,frískur
572,feucht::A,చెమ్మగానున్న,rakur
573,feucht::A,చెమ్మగానున్న,þvalur
574,nass::A,తడిగామన్న,votur
575,nass::A,తడిగామన్న,blautur
576,trocken::A,ఎండిన,þurr
577,voll::A,నిండు,fullur
578,leer::A,శూన్యమైన,tómur
579,offen::A,తెఱచియున్న,opinn
580,geschlossen::A,మూసిన,lokaður
581,sauber::A,పరిశుద్ధమైన,þrifinn
582,schmutzig::A,ముఱికియైన,óhreinn
583,schmutzig::A,ముఱికియైన,sóðalegur
584,roh::A,పచ్చి,hrár
585,reif::A,పండివ,þroskaður
586,lecker::A,రుచి గల,ljúffengur
587,süß::A,తియ్యని,sætur
588,bitter::A,చేదైన,beiskur
589,sauer::A,పుల్లని,súr
590,hell::A,కాంతిగల,bjartur
591,dunkel::A,చీకటియైన,dimmur
592,schwarz::A,నల్లని,svartur
593,weiß::A,తెలుపు,hvítur
594,rot::A,ఎఱ్ఱని,rauður
595,gelb::A,పసుపు పచ్చ,gulur
596,blau::A,నీలవర్ణము,blár
597,grün::A,ఆకుపచ్చని,grænn
598,grau::A,నెరిసిన,grár
599,bunt::A,రంగేలీ,marglitur
600,billig::A,చౌకయైన,ódýr
601,teuer::A,వెలపొడుగైన,dýr
602,wertvoll::A,విలుప్తెన,verðmætur
603,blind::A,గ్రుడ్డి,blindur
604,taub::A,చెవిటి,heyrnarlaus
605,kräftig::A,శక్తి గల,öflugur
606,stark::A,బలమైన,sterkur
607,schwach::A,బలహీనమైన,veill
608,fett::A,క్రొవ్విన,feitur
609,schlank::A,సన్నని,grannur
610,schlank::A,సన్నని,spengilegur
611,hübsch::A,సాగప్తెన,snotur
612,hübsch::A,సాగప్తెన,laglegur
613,böse::A,చెడ్డ,illur
614,böse::A,చెడ్డ,vondur
615,dumm::A,తెలివిలేని,heimskur
616,faul::A,సోమరియైన,latur
617,fleißig::A,శ్రద్దగల,iðinn
618,geizig::A,పిసినారియైన,nískur
619,klug::A,తెలివిగల,hygginn
620,geschickt::A,నిపుణతగల,fimur
621,geschickt::A,నిపుణతగల,laginn
622,lieb::A,ప్రియమైన,kær
623,lieb::A,ప్రియమైన,ljúfur
624,lustig::A,ఉల్లాసము గల,kátur
625,sanft::A,సాధువైన,blíður
626,hungrig::A,ఆకలిగొనిన,soltinn
627,hungrig::A,ఆకలిగొనిన,hungraður
628,krank::A,వ్యాధిగల,sjúkur
629,nackt::A,దిగంబరమైన,nakinn
630,traurig::A,విచారముగల,dapur
631,traurig::A,విచారముగల,hryggur
632,lebendig::A,ప్రాణముతో నున్న,lifandi
633,gut::A,మంచి,góður
634,schlecht::A,చెడ్డ,slæmur
635,schlecht::A,చెడ్డ,lélegur
636,richtig::A,సరియైన,réttur
637,schlimm::A,అసహ్యమైన,slæmur
638,wahr::A,నిజమైన,sannur
639,alt::A,ముసలి,gamall
640,neu::A,క్రొత్త,nýr
641,ehemalig::A,పూర్వపు,fyrrverandi
642,alt[Lebewesen]::A,ముసలి,gamall
643,jung::A,పసి,ungur
644,arm::A,బీద,vesall
645,arm::A,బీద,fátækur
646,reich::A,ధనవంతుడైన,ríkur
647,reich::A,ధనవంతుడైన,auðugur
648,bekannt::A,తెలిసిన,kunnugur
649,berühmt::A,ప్రపిద్దికెక్కివ,frægur
650,fremd::A,అన్యమైన,framandi
651,fremd::A,అన్యమైన,ókunnugur
652,verschieden::A,భేదమైన,ýmis
653,nah::A,దగ్గఱనున్న,nálægur
654,fern::A,దూరమందున్న,fjarri
655,fern::A,దూరమందున్న,fjarlægur
656,linker::A,ఎడమప్రక్కగ,vinstri
657,rechter::A,కుడి,hægri
658,anderer::A,వేఱ్తెన,annar
659,erster::A,మొదటి,fyrsti
660,zweiter::A,రెండన,annar
661,dritter::A,మూడో,þriðji
662,letzter::A,కడపటి,síðasti
663,allein::ADV,ఒంటిగా,einn
664,allein::ADV,ఒంటిగా,aleinn
665,auf einmal::ADV,హరాత్తుగ,allt í einu
666,zusammen::ADV,కలిసి,saman
667,lange::ADV,బహుకాలము,lengi
668,plötzlich::ADV,హరాత్తుగ,skyndilega
669,sofort::ADV,తక్షణము,strax
670,sofort::ADV,తక్షణము,þegar í stað
671,später::ADV,ఇటీవలి,seinna
672,jetzt::ADV,ఇప్పుడు,nú
673,jetzt::ADV,ఇప్పుడు,núna
674,heute::ADV,నేడు,í dag
675,morgen::ADV,ఱేపు,á morgun
676,bald::ADV,శీఘ్రముగ,brátt
677,bald::ADV,శీఘ్రముగ,bráðum
678,dann::ADV,అప్పుడు,svo
679,dann::ADV,అప్పుడు,síðan
680,gestern::ADV,నిన్నటి దినము,í gær
681,einst::ADV,పూర్వమొకప్పుడు,forðum
682,damals::ADV,అప్పుడు,þá
683,damals::ADV,అప్పుడు,á þeim tímum
684,danach::ADV,అప్పుడు,á eftir því
685,vorher::ADV,ఎదుట,áður
686,zuerst::ADV,మొదటిలో,fyrst
687,einmal::ADV,ఒకసారి,einu sinni
688,manchmal::ADV,అప్పటప్పటికి,stundum
689,oft::ADV,తఱచుగా,oft
690,immer::ADV,ఎల్లప్పుడు,alltaf
691,immer::ADV,ఎల్లప్పుడు,sífellt
692,niemals::ADV,ఎప్పుడునులేదు,aldrei
693,hier::ADV,ఇక్కడ,hér
694,hierhin::ADV,ఇక్కడకు,hingað
