,Concept_ID,ro,ca
861,morgen::ADV,mâine,demà
862,bald::ADV,curând,aviāt
863,dann::ADV,apoi,després
864,gestern::ADV,ieri,ahir
865,einst::ADV,odată,anteriorment
866,einst::ADV,odinioară,anteriorment
867,damals::ADV,atunci,llavōrs
868,damals::ADV,atunci,aleshores
869,damals::ADV,pe atunci,llavōrs
870,damals::ADV,pe atunci,aleshores
871,danach::ADV,după aceasta,després
872,vorher::ADV,mai întâi,abāns
873,vorher::ADV,în prealabil,abāns
874,zuerst::ADV,întâi,primer
875,zuerst::ADV,în primul rând,primer
876,einmal::ADV,odată,una vegada
877,manchmal::ADV,uneori,de vegades
878,manchmal::ADV,câteodată,de vegades
879,oft::ADV,des,sovint
880,oft::ADV,deseori,sovint
881,immer::ADV,mereu,sempre
882,immer::ADV,întotdeauna,sempre
883,niemals::ADV,niciodată,no ... mai
884,hier::ADV,aci,aquí
885,hier::ADV,aici,aquí
886,hierhin::ADV,încoace,per aquí
887,von hier::ADV,de aici,des d'aquí
888,dort::ADV,acolo,allí
889,dorthin::ADV,dincolo,hi
890,geradeaus::ADV,drept înainte,tot dret
891,vorwärts::ADV,înainte,endavānt
892,rückwärts::ADV,îndărăt,endarrera
893,zurück::ADV,înapoi,darrere
894,unten::ADV,jos,a baix
895,unten::ADV,dedesubt,a baix
896,hinab::ADV,în jos,cap avall
897,hinab::ADV,de vale,cap avall
898,oben::ADV,sus,dalt
899,oben::ADV,deasupra,dalt
900,hinauf::ADV,în sus,cap amunt
901,überall::ADV,peste tot,pertot
902,überall::ADV,peste tot,per tot arreu
903,überall::ADV,pretutindeni,pertot
904,überall::ADV,pretutindeni,per tot arreu
905,nicht::ADV,nu,no
906,ein wenig::ADV,puțin,una mica
907,kaum::ADV,cu greu,a penes
908,kaum::ADV,cu anevoie,a penes
909,sehr::ADV,mult,molt
910,sehr::ADV,foarte,molt
911,so::ADV,așa,així
912,so::ADV,atât,així
913,noch::ADV,încă,encara
914,nur::ADV,doar,només
915,schon::ADV,și,ja
916,schon::ADV,deja,ja
917,wieder::ADV,iar,de nou
918,wieder::ADV,iarăși,de nou
919,vergebens::ADV,în zadar,en va
920,vor::PRP,înainte de,davānt
921,vor::PRP,înainte de,enfront de
922,hinter::PRP,după,darrera
923,hinter::PRP,în spatele,darrera
924,unter::PRP,sub,sota
925,durch::PRP,prin,per
926,neben::PRP,lângă,al costāt de
927,neben::PRP,alături de,al costāt de
928,zwischen::PRP,între,entre
929,zwischen::PRP,dintre,entre
930,wegen::PRP,pentru,a causa de
931,dies::PRN,acesta,aquest
932,das::PRN,asta,això
933,alles::PRN,tot,tot
934,ich::PRN,eu,jo
935,du::PRN,tu,tu
936,er::PRN,el,ell
937,er::PRN,dânsul,ell
938,wir::PRN,noi,nosaltres
939,ihr::PRN,voi,vosaltres
940,sie::PRN,ei,ells
941,sie::PRN,ei,elles
942,sie::PRN,dânșii,ells
943,sie::PRN,dânșii,elles
944,was::FPRN,ce,què
945,wer::FPRN,cine,qui
946,wo::FADV,unde,on
947,wohin::FADV,încotro,cap a on
948,wie::FADV,cum,com
949,warum::FADV,de ce,per què
950,warum::FADV,pentru ce,per què
951,wieviel::FNUM,cât,quant
952,eins::NUM,unu,u
953,zwei::NUM,doi,dos
954,drei::NUM,trei,tres
955,vier::NUM,patru,quatre
956,fünf::NUM,cinci,cinc
957,sechs::NUM,șase,sis
958,sieben::NUM,șapte,set
959,acht::NUM,opt,vuit
960,neun::NUM,nouă,nou
961,zehn::NUM,zece,deu
962,elf::NUM,unsprezece,onze
963,zwölf::NUM,douăsprezece,dotze
964,zwanzig::NUM,douăzeci,vint
965,dreißig::NUM,treizeci,trenta
966,vierzig::NUM,patruzeci,quaranta
967,fünfzig::NUM,cincizeci,cinquanta
968,sechzig::NUM,șaizeci,seixanta
969,siebzig::NUM,șaptezeci,setanta
970,achtzig::NUM,optzeci,vuitanta
971,neunzig::NUM,nouăzeci,noranta
972,hundert::NUM,sută,cent
973,tausend::NUM,mie,mil
974,und::CNJ,și,i
975,oder::CNJ,ori,o
976,stehen::V,sta,estar de peu
977,sitzen::V,ședea,seure
978,liegen::V,zăcea,jeure
979,liegen::V,fi culcat,jeure
980,hängen::V,atârna,penjar
981,werden::V,deveni,fer-se
982,werden::V,deveni,posar-se
983,werden::V,se face,fer-se
984,werden::V,se face,posar-se
985,passieren::V,se întâmpla,succeir
986,beginnen::V,începe,iniciar-se
987,enden::V,se sfârși,acabar-se
988,enden::V,se sfârși,terminar-se
989,enden::V,se termina,acabar-se
990,enden::V,se termina,terminar-se
991,wechseln::V,se schimba,canviar
992,aufgehen[Sonne]::V,răsări,sortir
993,untergehen[Sonne]::V,apune,posar-se
994,scheinen[Sonne]::V,străluci,brillar
995,donnern::V,tuna,tronar
996,wehen::V,bate,bufar
997,strömen::V,curge în șiroaie,afluir
998,fließen::V,curge,fluir
999,sich drehen::V,se învârti,girar
1000,schwanken::V,se clătina,vacil·lar
1001,schwingen::V,vibra,oscil·lar
1002,schwingen::V,flutura,oscil·lar
1003,fallen::V,cădea,caure
1004,fallen::V,cădea,tombar
1005,brennen::V,arde,cremar
1006,rauchen::V,fuma,fumejar
1007,regnen::V,ploua,ploure
1008,gefrieren::V,îngheța,gelar-se
1009,tauen::V,se dezgheța,fondre's
1010,schmelzen::V,se topi,fondre's
1011,trocknen::V,se usca,assecar-se
1012,sieden::V,fierbe,bullir
1013,sieden::V,clocoti,bullir
1014,faulen::V,se împuți,podrir-se
1015,verfaulen::V,putrezi,podrir-se
1016,reißen::V,se rupe,trencar-se
1017,reißen::V,se sfâșia,trencar-se
1018,versinken::V,se scufunda,enfonsar-se
1019,vergehen::V,trece,passar
1020,vergehen::V,se scurge,passar
1021,erscheinen::V,apărea,aparèixer
1022,verschwinden::V,dispărea,desaparèixer
1023,sinken::V,cădea,baixar
1024,sinken::V,cădea,descendir
1025,sinken::V,coborî,baixar
1026,sinken::V,coborî,descendir
1027,abnehmen::V,scădea,decréixer
1028,abnehmen::V,descrește,decréixer
1029,zunehmen::V,spori,augmentar
1030,zunehmen::V,crește,augmentar
1031,zunehmen::V,augmenta,augmentar
1032,steigen::V,urca,pujar
1033,wachsen::V,crește,créixer
1034,glänzen::V,luci,brillar
1035,glänzen::V,luci,resplendir
1036,glänzen::V,străluci,brillar
1037,glänzen::V,străluci,resplendir
1038,funkeln::V,scânteia,espurnejar
1039,lärmen::V,face larmă,fer soroll
1040,läuten::V,suna,sonar
1041,klingeln::V,suna,trucar
1042,klirren::V,zăngăni,dringar
1043,brausen::V,vui,rugir
1044,rauschen::V,vâjâi,murmurar
1045,klingen::V,suna,sonar
1046,bellen::V,lătra,lladrar
1047,heulen::V,urla,udolar
1048,blasen::V,sufla,bufar
1049,pfeifen::V,fluiera,xiular
1050,schreien::V,țipa,cridar
1051,stöhnen::V,geme,gemegar
1052,zittern::V,tremura,tremolar
1053,leben::V,trăi,vīure
1054,geboren werden::V,se naște,néixer
1055,atmen::V,respira,respirar
1056,trinken::V,bea,beure
1057,essen::V,mânca,menjar
1058,schlucken::V,înghiți,empassar-se
1059,müde werden::V,se obosi,cansar-se
1060,einschlafen::V,adormi,adormir-se
1061,schlafen::V,dormi,dormir
1062,aufwachen::V,se deștepta,despertar-se
1063,aufstehen::V,fi se scula,llevar-se
1064,sich erholen::V,se relaxa,descansar
1065,sich erholen::V,se destinde,descansar
1066,krank werden::V,se îmbolnăvi,posar-se malalt
1067,krank sein::V,zăcea,estar malalt
1068,krank sein::V,fi bolnav,estar malalt
1069,schmerzen::V,durea,doldre
1070,husten::V,tuși,tossir
1071,genesen::V,se însănătoși,recuperar-se
1072,sterben::V,muri,morir
1073,umkommen::V,pieri,perir
1074,sich bewegen::V,se mișca,moure's
1075,sich rühren::V,se mișca,moure's
1076,sich erheben::V,se ridica,aixecar-se
1077,sich setzen::V,lua loc,asseure's
1078,sich setzen::V,se așeza,asseure's
1079,hinfallen::V,cădea jos,caure's
1080,laufen::V,merge,caminar
1081,laufen::V,merge pe jos,caminar
1082,schreiten::V,păși,procedir
1083,spazierengehen::V,se plimba,passejar
1084,eilen::V,fi se grăbi,anar corrent
1085,sich beeilen::V,se grăbi,afanyar-se
1086,sausen::V,țâșni,córrer
1087,rennen::V,fugi,córrer
1088,rennen::V,alerga,córrer
1089,springen::V,sări,saltar
1090,klettern::V,urca,escalar
1091,klettern::V,se cățăra,escalar
1092,schaukeln::V,legăna,gronxar-se
1093,schaukeln::V,legăna,balancejar-se
1094,kriechen::V,se târî,reptar
1095,kriechen::V,se târî,arrossegar-se
1096,schwimmen::V,înota,nadar
1097,tauchen::V,se scufunda,bussejar
1098,tauchen::V,se scufunda,submergir-se
1099,rudern::V,vâsli,remar
1100,rudern::V,lopăta,remar
1101,fahren::V,merge,anar
1102,fliegen::V,zbura,volar
1103,gehen::V,merge,caminar
1104,weggehen::V,se duce,anar-se'n
1105,abfahren::V,pleca,partir
1106,anhalten::V,se opri,aturar-se
1107,hineingehen::V,intra,entrar
1108,eintreten::V,intra,entrar
1109,kommen::V,veni,venir
1110,ankommen::V,sosi,arribar
1111,ankommen::V,ajunge,arribar
1112,zurückkommen::V,se întoarce,tornar
1113,bleiben::V,rămâne,quedar-se
1114,warten::V,aștepta,esperar
1115,erwarten::V,aștepta,esperar
1116,suchen::V,căuta,buscar
1117,finden::V,găsi,trobar
1118,versuchen::V,încerca,intentar
1119,vorbereiten::V,pregăti,preparar
1120,lieben::V,iubi,estimar
1121,mögen::V,plăcea a,agradar a
1122,lachen::V,râde,riure
1123,rühren::V,mișca,commoure
1124,rühren::V,mișca,emocionar
1125,rühren::V,înduioșa,commoure
1126,rühren::V,înduioșa,emocionar
1127,weinen::V,plânge,plorar
1128,schimpfen::V,înjura,renyar
1129,sich ärgern::V,se supăra,enfadar-se
1130,sich fürchten::V,se teme,tenir por
1131,sich fürchten::V,fi teamă a,tenir por
1132,fürchten::V,se teme de,témer
1133,fliehen::V,fugi,fugir
1134,flüchten::V,evada,refugiar-se
1135,sehen::V,vedea,veure
1136,anschauen::V,privi,mirar
1137,ansehen::V,privi,mirar
1138,hören::V,auzi,oir
1139,zuhören::V,asculta,escoltar
1140,probieren::V,gusta,provar
1141,riechen::V,mirosi,olorar
1142,fühlen::V,simți,sentīr
1143,fühlen::V,resimți,sentīr
1144,scheinen::V,părea,semblar
1145,zu sehen sein::V,se vedea,poder-se veure
1146,vernehmen::V,auzi,percebre
1147,frieren::V,fi frig,tenir fred
1148,tun::V,face,fer
1149,können::V,ști,poder
1150,können::V,putea,poder
1151,wollen::V,dori,voler
1152,anfangen::V,începe,iniciar
1153,beenden::V,sfârși,acabar
1154,beenden::V,termina,acabar
1155,aufhören::V,înceta,deixar
1156,gelingen::V,reuși,sortir bé
1157,gelingen::V,izbuti,sortir bé
1158,geraten::V,reuși,sortir
1159,öffnen::V,deschide,obrir
1160,schließen::V,închide,tancar
1161,stellen::V,pune,posar
1162,stellen::V,pune,col·locar
1163,stellen::V,așeza,posar
1164,stellen::V,așeza,col·locar
1165,setzen::V,pune,assentar
1166,setzen::V,așeza,assentar
1167,legen::V,pune,posar
1168,berühren::V,atinge,tocar
1169,verbinden::V,lega,unir
1170,verbinden::V,lega,connectar
1171,bedecken::V,acoperi,tapar
1172,bedecken::V,acoperi,cobrir
1173,aufhängen::V,atârna,penjar
1174,aufhängen::V,spânzura,penjar
1175,anzünden::V,aprinde,encendre
1176,aufheben::V,ridica,aixecar
1177,aufheben::V,lua de jos,aixecar
1178,zurücklassen::V,lăsa,deixar
1179,zurücklassen::V,lăsa în urmă,deixar
1180,verlieren::V,pierde,pērdre
1181,fallen lassen::V,scăpa,deixar caure
1182,fallen lassen::V,arunca,deixar caure
1183,machen::V,face,fer
1184,herstellen::V,fabrica,producir
1185,herstellen::V,confecționa,producir
1186,bauen::V,clădi,construir
1187,bauen::V,construi,construir
1188,reparieren::V,repara,reparar
1189,verbessern::V,ameliora,millorar
1190,verbessern::V,îmbunătăți,millorar
1191,ändern::V,schimba,canviar
1192,ändern::V,modifica,canviar
1193,graben::V,săpa,cavar
1194,beugen::V,curba,doblegar
1195,biegen::V,îndoi,corbar
1196,biegen::V,îndoi,arquejar
1197,biegen::V,încovoia,corbar
1198,biegen::V,încovoia,arquejar
1199,drehen::V,învârti,girar
1200,wenden::V,întoarce,girar
1201,umdrehen::V,învârti,voltar
1202,umdrehen::V,întoarce,voltar
1203,heben::V,ridica,pujar
1204,heben::V,ridica,aixecar
1205,hochheben::V,ridica,aixecar
1206,ergreifen::V,lua,agafar
1207,ergreifen::V,apuca,agafar
1208,halten::V,ține,mantenir
1209,drücken::V,apăsa,prémer
1210,drücken::V,apăsa,estrènyer
1211,drücken::V,strânge,prémer
1212,drücken::V,strânge,estrènyer
1213,schieben::V,împinge,empènyer
1214,kratzen::V,zgâria,raspar
1215,lecken::V,linge,llepar
1216,beißen::V,mușca,mossegar
1217,abreißen::V,rupe,arrencar
1218,abreißen::V,smulge,arrencar
1219,abschneiden::V,scurta,tallar
1220,binden::V,lega,lligar
1221,stecken::V,pune,ficar
1222,brechen::V,rupe,trencar
1223,brechen::V,frânge,trencar
1224,klopfen::V,ciocăni,trucar
1225,hauen::V,lovi,picar
1226,hauen::V,lovi,colpejar
1227,kleben::V,lipi,enganxar
1228,reiben::V,freca,fregar
1229,reiben::V,fricționa,fregar
1230,streichen::V,unge,untar
1231,schleifen::V,ascuți,afilar
1232,schleifen::V,ascuți,esmolar
1233,schneiden::V,tăia,tallar
1234,rütteln::V,zgâlțâi,sacsejar
1235,schütteln::V,scutura,agitar
1236,schütteln::V,scutura,sacsejar
1237,schwenken::V,agita,agitar
1238,schütten::V,vărsa,abocar
1239,füllen::V,umple,omplir
1240,einwickeln::V,înveli,embolicar
1241,einwickeln::V,înfășura,embolicar
1242,tragen::V,căra,dur
1243,tragen::V,căra,portar
1244,schleppen::V,târî,arrossegar
1245,ziehen::V,trage,tirar
1246,ziehen::V,trage,estirar
1247,aufbewahren::V,păstra,conservar
1248,aufbewahren::V,conserva,conservar
1249,werfen::V,arunca,llançar
1250,fangen::V,prinde,agafar
1251,fangen::V,prinde,atrapar
1252,packen::V,apuca,engrapar
1253,verstecken::V,ascunde,amagar
1254,teilen::V,împărți,dividir
1255,schicken::V,trimite,enviar
1256,bringen::V,aduce,portar
1257,hinzufügen::V,adăuga,afegir
1258,bekommen::V,obține,obtenir
1259,bekommen::V,dobândi,obtenir
1260,erhalten::V,primi,rebre
1261,erhalten::V,căpăta,rebre
1262,nehmen::V,lua,prendre
1263,wählen::V,opta,triar
1264,wählen::V,opta,elegir
1265,wählen::V,alege,triar
1266,wählen::V,alege,elegir
1267,auswählen::V,selecta,escollir
1268,auswählen::V,selecta,seleccionar
1269,bewahren::V,păstra,conservar
1270,behindern::V,stingheri,impedir
1271,behindern::V,stingheri,obstaculitzar
1272,verderben::V,strica,espatllar
1273,beschädigen::V,strica,danyar
1274,beschädigen::V,strica,destrossar
1275,zerbrechen::V,rupe,trencar
1276,zerbrechen::V,frânge,trencar
1277,zerreißen::V,rupe,estripar
1278,zerreißen::V,sfâșia,estripar
1279,zerstören::V,distruge,destruir
1280,verbrennen::V,arde,cremar
1281,verbrennen::V,incendia,cremar
1282,geben::V,da,donar
1283,reichen::V,întinde,passar
1284,schenken::V,dărui,regalar
1285,versprechen::V,făgădui,prometre
1286,wünschen::V,ura,desitjar
1287,loben::V,lăuda,elogiar
1288,küssen::V,săruta,fer un petó a
1289,wiegen::V,legăna,bressolar
1290,zudecken::V,acoperi,tapar
1291,zudecken::V,acoperi,cobrir
1292,wecken::V,trezi,despertar
1293,wecken::V,deștepta,despertar
1294,zeigen::V,arăta,mostrar
1295,zeigen::V,arăta,ensenyar
1296,führen::V,călăuzi,guiar
1297,führen::V,călăuzi,conduir
1298,lehren::V,preda,ensenyar
1299,lehren::V,învăța,ensenyar
1300,unterrichten::V,învăța,ensenyar
1301,unterrichten::V,instrui,ensenyar
1302,aufziehen::V,crește,criar
1303,leiten::V,duce,dirigir
1304,leiten::V,conduce,dirigir
1305,antreiben::V,împinge,impel·lir
1306,antreiben::V,încuraja,impel·lir
1307,lassen::V,pune pe să,fer
1308,einladen::V,invita,invitar
1309,einladen::V,invita,convidar
1310,vereinigen::V,uni,unir
1311,vereinigen::V,întruni,unir
1312,besuchen::V,vizita,visitar
1313,besuchen::V,vizita,anar a veure
1314,besuchen::V,face o vizită,visitar
1315,besuchen::V,face o vizită,anar a veure
1316,treffen::V,întâlni,trobar
1317,sich versammeln::V,se aduna,reunir-se
1318,spielen::V,se juca,jugar
1319,singen::V,cânta,cantār
1320,tanzen::V,dansa,ballar
1321,sich trennen::V,se separa,separar-se
1322,sich trennen::V,se despărți,separar-se
1323,verlassen::V,părăsi,deixar
1324,verlassen::V,părăsi,abandonar
1325,verlassen::V,abandona,deixar
1326,verlassen::V,abandona,abandonar
1327,retten::V,salva,salvar
1328,bewachen::V,păzi,vigilar
1329,schützen::V,ocroti,protegir
1330,schützen::V,proteja,protegir
1331,verteidigen::V,apăra,defensar
1332,sich schlagen::V,se bate,barallar-se
1333,schießen::V,trage,tirar
1334,schießen::V,trage,disparar
1335,siegen::V,birui,vèncer
1336,siegen::V,învinge,vèncer
1337,ärgern::V,supăra,enfadar
1338,schlagen::V,lovi,pegar
1339,schlagen::V,lovi,colpejar
1340,treten::V,călca,donar un cop de peu a
1341,stechen::V,înțepa,punxar
1342,stechen::V,înțepa,apunyalar
1343,stechen::V,împunge,punxar
1344,stechen::V,împunge,apunyalar
1345,stoßen::V,împinge,empènyer
1346,stehlen::V,fura,robar
1347,stören::V,deranja,molestar
1348,belästigen::V,importuna,importunar
1349,verbergen::V,ascunde,amagar
1350,verbergen::V,ascunde,ocultar
1351,täuschen::V,amăgi,enganyar
1352,betrügen::V,înșela,estafar
1353,töten::V,omorî,matar
1354,wohnen::V,sta,vīure
1355,wohnen::V,sta,habitar
1356,wohnen::V,locui,vīure
1357,wohnen::V,locui,habitar
1358,arbeiten::V,lucra,treballar
1359,sammeln::V,aduna,col·leccionar
1360,sammeln::V,colecționa,col·leccionar
1361,pflücken::V,culege,collir
1362,jagen::V,vâna,caçar
1363,fischen::V,pescui,pescar
1364,fassen::V,prinde,atrapar
1365,hüten::V,paște,pasturar
1366,treiben::V,mână,arriar
1367,anbinden::V,lega,lligar
1368,füttern::V,da de mâncare,donar menjar a
1369,melken::V,mulge,munyir
1370,hacken::V,toca,picar
1371,hacken::V,toca,tallar
1372,hacken::V,sparge,picar
1373,hacken::V,sparge,tallar
1374,gießen::V,uda,regar
1375,reifen::V,pârgui,madurar
1376,zubereiten::V,găti,preparar
1377,kochen::V,găti,coure
1378,backen::V,coace,coure al forn
1379,braten::V,coace,rostir
1380,umrühren::V,mesteca,remenar
1381,stricken::V,împleti,tricotar
1382,stricken::V,împleti,fer punt de mitja
1383,nähen::V,coase,cosir
1384,färben::V,vopsi,tenyir
1385,färben::V,colora,tenyir
1386,reinigen::V,curăți,netejar
1387,waschen::V,spăla,rentār
1388,abwischen::V,șterge,eixugar
1389,spülen::V,clăti,esbandir
1390,fegen::V,mătura,escombrar
1391,kehren::V,mătura,escombrar
1392,baden::V,se scălda,banyar-se
1393,sich waschen::V,se spăla,rentār-se
1394,ausziehen::V,și scoate,treure's
1395,anziehen::V,îmbrăca,posar-se
1396,sich anziehen::V,se îmbrăca,vestir-se
1397,kämmen::V,pieptăna,pentinar
1398,schmücken::V,împodobi,adornar
1399,sagen::V,zice,dir
1400,sagen::V,spune,dir
1401,sprechen::V,vorbi,parlar
1402,reden::V,vorbi,parlar
1403,reden::V,discuta,parlar
1404,sich unterhalten::V,conversa,conversar
1405,sich unterhalten::V,sta de vorbă,conversar
1406,fragen::V,întreba,preguntar
1407,bitten::V,ruga,demanar
1408,erzählen::V,spune,contar
1409,erzählen::V,spune,explicar
1410,erzählen::V,povesti,contar
1411,erzählen::V,povesti,explicar
1412,mitteilen::V,comunica,comunicar
1413,mitteilen::V,înștiința,comunicar
1414,nennen::V,numi,nomenar
1415,nennen::V,chema,nomenar
1416,rufen::V,chema,cridar
1417,prahlen::V,se făli,lloar-se
1418,prahlen::V,se făli,jactar-se
1419,übersetzen::V,traduce,traduir
1420,denken::V,gândi,pensar
1421,glauben::V,crede,creure
1422,bemerken::V,observa,notar
1423,erkennen::V,cunoaște,reconèixer
1424,erkennen::V,recunoaște,reconèixer
1425,begreifen::V,pricepe,comprendre
1426,begreifen::V,înțelege,comprendre
1427,verstehen::V,înțelege,entendre
1428,lernen::V,învăța,aprendre
1429,wissen::V,ști,saber
1430,sich erinnern an::V,a-și aminti de,recordar
1431,vergessen::V,uita,oblidar
1432,messen::V,măsura,mesurar
1433,zählen::V,număra,comptar
1434,rechnen::V,calcula,calcular
1435,lesen::V,citi,llegir
1436,malen::V,picta,pintar
1437,zeichnen::V,desena,dibuixar
1438,schreiben::V,scrie,escrīure
1439,besitzen::V,avea,posseir
1440,besitzen::V,poseda,posseir
1441,kaufen::V,cumpăra,comprar
1442,verkaufen::V,vinde,vendre
1443,bezahlen::V,plăti,pagar
1444,bezahlen::V,achita,pagar
1445,zahlen::V,plăti,pagar per
1446,beherrschen::V,stăpâni,dominar
1447,ertragen::V,răbda,aguantar
1448,ertragen::V,suporta,aguantar
