,Concept_ID,bn,ru
267,Stück::N,টুকরো,кусок
268,Teil::N,অংশ,часть
269,Hälfte::N,অর্ধেক,половина
270,Kreis::N,বৃত্ত,круг
271,Kreuz::N,ক্রুশ,крест
272,Linie::N,রেখা,линия
273,Strich::N,কষি,черта
274,Abstand::N,ফাঁক,промежуток
275,Entfernung::N,ব্যবধান,расстояние
276,Gegend::N,ক্ষেত্র,местность
277,Platz::N,জায়গা,пространство
278,Ort::N,স্থান,место
279,Seite::N,পার্শ্ব,сторона
280,Mitte::N,মধ্য,середина
281,Gegenstand::N,জিনিস,предмет
282,Sache::N,বস্তু,вещь
283,Rand::N,কানা,край
284,Kante::N,ধার,ребро
285,Ecke::N,কোণ,угол
286,Spitze::N,ডগা,кончик
287,Ende::N,প্রান্ত,конец
288,Loch::N,গর্ত,дыра
289,Winkel::N,কোণ,угол
290,Muster::N,নমুন্,узор
291,Größe::N,আয়তন,размер
292,Länge::N,দৈর্ঘ্য,длина
293,Höhe::N,উচ্চতা,высота
294,Gewicht::N,ওজন,вес
295,Menge::N,পরিমাণ,количество
296,Haufen::N,পুঞ্জ,куча
297,Reihe::N,শ্রেণী,ряд
298,Boot::N,নৌকা,лодка
299,Ruder::N,দাঁড়,весло
300,Schlitten::N,স্নেজ্-গাড়ি,сани
301,Ski::N,শী,лыжа
302,Lagerfeuer::N,অগ্নি,костер
303,Last::N,বোঝা,тяжесть
304,Gang::N,হণ্টন,ход
305,Schritt::N,পদ,шаг
306,Norden::N,উত্তরদিক্,север
307,Süden::N,দক্ষিণদিক,юг
308,Westen::N,পশ্চিমদিক্,запад
309,Osten::N,পূর্বদিক,восток
310,Holz::N,কাঠ,древесина
311,Brett::N,তক্তা,доска
312,Platte::N,ফলক,плита
313,Stütze::N,নাগদণ্ড,подпорка
314,Stange::N,দণ্ড,жердь
315,Stock::N,ছড়ি,палка
316,Stab::N,যষ্টি,шест
317,Rohr::N,নল,труба
318,Haus::N,ঘর,дом
319,Heim::N,বাসা,дом
320,Ofen::N,স্টোভ্,печь
321,Fußboden::N,গহতল,пол
322,Tisch::N,মেজ,стол
323,Tisch::N,টেবিল,стол
324,Stuhl::N,চেয়ার,стул
325,Stuhl::N,কেদারা,стул
326,Wiege::N,দোলনা,колыбель
327,Bett::N,শয্যা,постель
328,Regal::N,তাক,полка
329,Kiste::N,বাক্স,ящик
330,Fenster::N,জানালা,окно
331,Tür::N,দ্বার,дверь
332,Tor::N,দ্বার,ворота
333,Zaun::N,বেড়া,забор
334,Dach::N,ছাদ,крыша
335,Leiter::N,মই,лестница
336,Besen::N,গুল্মবিশেষ,метла
337,Spaten::N,কোদাল,лопата
338,Schaufel::N,বেলচা,совок
339,Gabel::N,কাঁটা,вилка
340,Löffel::N,চামচ,ложка
341,Messer::N,ছুরি,нож
342,Nagel::N,পেরেক,гвоздь
343,Netz::N,জাল,сеть
344,Haken::N,কাচি,крюк
345,Griff::N,হাতল,ручка
346,Schloss::N,তালা,замок
347,Bild::N,ছবি,картина
348,Bild::N,চিত্র,картина
349,Figur::N,আকার,фигура
350,Puppe::N,পুতুল,кукла
351,Beutel::N,বটুয়া,мешок
352,Bündel::N,আঁটি,связка
353,Tasche::N,থলি,сумка
354,Eimer::N,বাল্তি,ведро
355,Deckel::N,আবরণ,крышка
356,Geschirr::N,থালা-বাসন,посуда
357,Sack::N,বস্তা,мешок
358,Tasse::N,কাপ,чашка
359,Topf::N,পাত্র,кастрюля
360,Kessel::N,কেটলি,котел
361,Essen::N,আহার,еда
362,Nahrung::N,খাদ্য,пища
363,Speise::N,খাদ্য,блюдо
364,Speise::N,খাদ্য,кушанье
365,Fleisch::N,মাংস,мясо
366,Getreide::N,শস্য,хлеб
367,Brei::N,মণ্ড,каша
368,Brot::N,রুটি,хлеб
369,Scheibe::N,ফালি,ломоть
370,Fett::N,মেদ,жир
371,Butter::N,মাখন,масло
372,Öl::N,তৈল,масло
373,Salz::N,নুন,соль
374,Suppe::N,শুরুয়া,суп
375,Honig::N,মধু,мед
376,Milch::N,দুধ,молоко
377,Tee::N,চা,чай
378,Leder::N,পাকা চামড়া,кожа
379,Wolle::N,পশম,шерсть
380,Stoff::N,বস্ত্র,ткань
381,Nadel::N,সুচ,игла
382,Faden::N,সূত্র,нитка
383,Knopf::N,বোতাম,пуговица
384,Knoten::N,গিঁট,узел
385,Farbe::N,রং,краска
386,Kleidung::N,কাপড়,одежда
387,Hemd::N,শার্ট,рубашка
388,Kragen::N,গলবন্ধ,воротник
389,Ärmel::N,আস্তিন্,рукав
390,Hose::N,ট্রাউজার,брюки
391,Gürtel::N,কটিবন্ধ,пояс
392,Mütze::N,টুপি,шапка
393,Schuh::N,জুতো,ботинок
394,Stiefel::N,বুট,сапог
395,Ring::N,আংটি,кольцо
396,Band::N,ফিতা,лента
397,Kamm::N,চিরুনি,расческа
398,Spiegel::N,আয়না,зеркало
399,Riemen::N,চাবুক,ремень
400,Schnur::N,দড়ি,веревка
401,Leine::N,শিকল,поводок
402,Decke::N,কম্বল,одеяло
403,Kissen::N,উপাধান,подушка
404,Tuch::N,বস্ত্র,платок
405,Handtuch::N,তোয়ালে,полотенце
406,Kraft::N,জোর,сила
407,Stärke::N,শক্তি,крепость
408,Gesundheit::N,স্বাস্থ্য,здоровье
409,Krankheit::N,অসুখ,болезнь
410,Krankheit::N,ব্যামো,болезнь
411,Schmerz::N,যন্ত্রণা,боль
412,Wunde::N,ক্ষত,рана
413,Fieber::N,জ্বর,лихорадка
414,Fieber::N,জ্বর,температура
415,Arznei::N,ঔষধ,лекарство
416,Brücke::N,সেতু,мост
417,Brunnen::N,কূপ,колодец
418,Weide::N,পশুচারণভূমি,пастбище
419,Pfad::N,পথ,тропа
420,Weg::N,পথ,путь
421,Weg::N,পথ,дорога
422,Straße::N,রাস্তা,улица
423,Straße::N,রাস্তা,дорога
424,Dorf::N,গ্রাম,деревня
425,Stadt::N,শহর,город
426,Brief::N,চিঠি,письмо
427,Buch::N,বই,книга
428,Buchstabe::N,অক্ষর,буква
429,Zeitung::N,সংবাদপত্র,газета
430,Leben::N,জীবন,жизнь
431,Tod::N,মৃত্যু,смерть
432,Grab::N,কবর,могила
433,Kirche::N,গির্জা,церковь
434,Sünde::N,পাপ,грех
435,Gott::N,দেবতা,бог
436,Arbeiter::N,শ্রমিক,рабочий
437,Chef::N,নেতা,начальник
438,Meister::N,ব্যক্তি,мастер
439,Arzt::N,চিকিৎসক,врач
440,Lehrer::N,অধ্যাপক,учитель
441,Geld::N,মুদ্রা,деньги
442,Geld::N,টাকাপয়সা,деньги
443,Geschäft::N,ব্যস্ততা,занятие
444,Laden::N,দোকান,магазин
445,Preis::N,মূল্য,цена
446,Ware::N,পণ্যদ্রব্য,товар
447,Nutzen::N,সুবিধা,выгода
448,Reichtum::N,ধনদৌলত,богатство
449,Welt::N,জগৎ,мир
450,Land::N,খেত,страна
451,Staat::N,রাষ্ট্র,государство
452,König::N,রাজা,король
453,Macht::N,প্রভাব,власть
454,Grenze::N,সীমা,граница
455,Krieg::N,যুদ্ধ,война
456,Feind::N,শত্রু,враг
457,Gewalt::N,জোর,насилие
458,Kampf::N,লড়াই,борьба
459,Bogen[Waffe]::N,ধনুক,лук
460,Pfeil::N,বাণ,стрела
461,Gewehr::N,বন্দুক,ружье
462,Fehler::N,ভুল,ошибка
463,Lüge::N,মিথ্যা,ложь
464,Schaden::N,ক্ষতি,вред
465,Unglück::N,দুর্ভাগ্য,беда
466,Schuld::N,অপরাধ,вина
467,Alter::N,আয়ু,возраст
468,Schluss::N,শেষ,окончание
469,Zeit::N,সময়,время
470,Tag::N,দিন,день
471,Morgen::N,সকাল,утро
472,Mittag::N,মধ্যাহু,полдень
473,Abend::N,সন্ধ্যা,вечер
474,Nacht::N,রাত্রি,ночь
475,Woche::N,সপ্তাহ,неделя
476,Monat::N,মাস,месяц
477,Jahr::N,সৌরবর্ষ,год
478,Frühling::N,বসন্তকাল,весна
479,Sommer::N,গ্রীষ্মকাল,лето
480,Herbst::N,শরংঋতু,осень
481,Winter::N,শীতকাল,зима
482,Januar::N,জানুয়ারী,январь
483,Februar::N,ফেব্রুয়ারী,февраль
484,März::N,মার্চ,март
485,April::N,এপ্রিল,апрель
486,Mai::N,মে,май
487,Juni::N,জুন,июнь
488,Juli::N,জুলাই,июль
489,August::N,অগাস্ট,август
490,September::N,সেপ্টেম্বর,сентябрь
491,Oktober::N,অক্টোবর,октябрь
492,November::N,নভেম্বর,ноябрь
493,Dezember::N,ডিসেম্বর,декабрь
494,Montag::N,সোমবার,понедельник
495,Dienstag::N,মঙ্গলবার,вторник
496,Mittwoch::N,বুধবার,среда
497,Donnerstag::N,বৃহম্পতিবার,четверг
498,Freitag::N,শুক্রবার,пятница
499,Samstag::N,শনিবার,суббота
500,Sonntag::N,রবিবার,воскресенье
501,groß::A,বৃহৎ,большой
502,klein::A,ছোট,маленький
503,lang::A,দীর্ঘ,длинный
504,kurz::A,খর্ব,короткий
505,kurz::A,হ্রস্ব,короткий
506,breit::A,চওড়া,широкий
507,schmal::A,সরু,узкий
508,dicht::A,ঘন,густой
509,dick[Gegenstand]::A,পুরু,толстый
510,dünn::A,কৃশ,тонкий
511,fein::A,সূক্ষ্ম,тонкий
512,fest::A,দৃঢ়,крепкий
513,flach::A,সমতল,плоский
514,glatt::A,মসৃণ,гладкий
515,hart::A,শক্ত,твердый
516,weich::A,নরম,мягкий
517,rund::A,গোলাকার,круглый
518,spitz::A,তীক্ষ্ন,остроконечный
519,scharf::A,শাণিত,острый
520,stumpf::A,ভোঁতা,тупой
521,schwer::A,ভারী,тяжелый
522,schön::A,সুন্দর,красивый
523,heiß::A,গরম,жаркий
524,warm::A,ঈষদুষ্ণ,теплый
525,kalt::A,ঠাণ্ডা,холодный
526,kühl::A,শীতল,прохладный
527,frisch::A,তাজা,свежий
528,feucht::A,ভিজা,влажный
529,nass::A,ভিজা,мокрый
530,trocken::A,শুষ্ক,сухой
531,voll::A,পূর্ণ,полный
532,voll::A,পূর্ণ,наполненный
533,leer::A,খালি,пустой
534,offen::A,খোলা,открытый
535,geschlossen::A,বন্ধ,закрытый
536,sauber::A,নির্মল,чистый
537,schmutzig::A,নোংরা,грязный
538,roh::A,কাঁচা,сырой
539,reif::A,পাকা,зрелый
540,lecker::A,সুস্বাদ,вкусный
541,süß::A,মিষ্ট,сладкий
542,bitter::A,তিক্ত,горький
543,sauer::A,টক,кислый
544,hell::A,উজ্জ্বল,светлый
545,dunkel::A,অন্ধকারময়,темный
546,schwarz::A,কালো,черный
547,weiß::A,সাদা,белый
548,rot::A,লাল,красный
549,gelb::A,হলদে,желтый
550,blau::A,নীল,синий
551,grün::A,সবুজ,зеленый
552,grau::A,ছাই-রঙা,серый
553,bunt::A,রঙিন,пестрый
554,billig::A,সস্তা,дешевый
555,teuer::A,আক্রা,дорогой
556,wertvoll::A,মহার্ঘ,ценный
557,blind::A,কানা,слепой
558,taub::A,বধির,глухой
559,kräftig::A,বিশাল,могучий
560,stark::A,শক্তিশালী,сильный
561,schwach::A,দুর্বল,слабый
562,fett::A,মোটা,жирный
563,schlank::A,কৃশ,стройный
564,hübsch::A,সুন্দর,прелестный
565,böse::A,খারাপ,злой
566,dumm::A,মূর্খ,глупый
567,faul::A,শ্রমবিমুখ,ленивый
568,fleißig::A,পরিশ্রমী,прилежный
569,geizig::A,ব্যয়কুণ্ঠ,жадный
570,klug::A,দক্ষ,умный
571,geschickt::A,পটু,искусный
572,lieb::A,প্রেয়,милый
573,lustig::A,প্রফুল্ল,веселый
574,sanft::A,নম্র,нежный
575,hungrig::A,ক্ষুধার্ত,голодный
576,krank::A,অসুস্থ,больной
577,nackt::A,উলঙ্গ,голый
578,traurig::A,দুঃখিত,грустный
579,lebendig::A,জীবিত,живой
580,gut::A,ভালো,хороший
581,schlecht::A,মন্দ,плохой
582,richtig::A,ঠিক,правильный
583,schlimm::A,কদর্য,отвратительный
584,schlimm::A,কদর্য,мерзкий
585,wahr::A,বাস্তব,настоящий
586,alt::A,পুরাতন,старый
587,neu::A,নব,новый
588,neu::A,নূতন,новый
589,ehemalig::A,পূর্বকালীন,бывший
590,alt[Lebewesen]::A,বৃদ্ধ,пожилой
591,jung::A,তরুণ,молодой
592,arm::A,ক্ষুদ্র,бедный
593,reich::A,ধনবান্,богатый
594,bekannt::A,সুপরিচিত,знакомый
595,berühmt::A,বিখ্যাত,знаменитый
596,fremd::A,বিদেশি,чужой
597,verschieden::A,বিসদৃশ,разный
598,nah::A,নিকটবতী,близкий
599,fern::A,দুরবতী,далекий
600,linker::A,বাম,левый
601,rechter::A,ডান,правый
602,rechter::A,ডাইন,правый
603,anderer::A,অন্যতর,другой
604,erster::A,প্রথম,первый
605,zweiter::A,দ্বিতীয়,второй
606,dritter::A,তৃতীয়,третий
607,letzter::A,সর্বশেষ,последний
608,allein::ADV,একক,один
609,auf einmal::ADV,জলদি,сразу
610,zusammen::ADV,একসঙ্গে,вместе
611,lange::ADV,লম্বা,долго
612,plötzlich::ADV,হঠাৎ,вдруг
613,sofort::ADV,মুহ্ণর্তমধ্যে,тотчас
614,später::ADV,পশ্চাতে,позже
615,jetzt::ADV,এখন,сейчас
616,heute::ADV,আজ,сегодня
617,morgen::ADV,আগামিকাল,завтра
618,bald::ADV,অস্পকালমধ্যে,скоро
619,dann::ADV,তখন,потом
620,gestern::ADV,গতকাল,вчера
621,einst::ADV,একবার মাত্র,однажды
622,damals::ADV,তখন,тогда
623,danach::ADV,পরে,затем
624,vorher::ADV,আগে,раньше
625,zuerst::ADV,আগে,сперва
626,einmal::ADV,একবার,раз
627,manchmal::ADV,কখনও কখনও,иногда
628,oft::ADV,ঘনঘন,часто
629,immer::ADV,সর্বদা,всегда
630,niemals::ADV,কখলও নহে,никогда
631,hier::ADV,এখানে,здесь
632,hierhin::ADV,এখানে,сюда
633,von hier::ADV,ত্রই স্তান হইতে,отсюда
634,dort::ADV,ওখানে,там
635,dorthin::ADV,ওখানে,туда
636,geradeaus::ADV,অগ্রগামী,прямо
637,vorwärts::ADV,সন্মুখিকে,вперед
638,rückwärts::ADV,খিরিয়া,назад
639,zurück::ADV,পিঠ,обратно
640,unten::ADV,নীচে,внизу
641,hinab::ADV,নিম্নগামী,вниз
642,oben::ADV,উপরে,наверху
643,hinauf::ADV,উচ্চতর অংশে,вверх
644,überall::ADV,সর্বত্র,везде
645,nicht::ADV,না,не
646,ein wenig::ADV,অল্প,немного
647,kaum::ADV,কষ্টসহকাবে,едва
648,sehr::ADV,খুব,очень
649,so::ADV,তত,так
650,noch::ADV,এখন পর্যস্ত,еще
651,nur::ADV,শুধু,только
652,schon::ADV,ইতঃপুর্বে,уже
653,wieder::ADV,আবার,опять
654,vergebens::ADV,বিফলে,напрасно
655,vor::PRP,সম্মুখে,перед
656,hinter::PRP,পশ্চাতে,за
657,hinter::PRP,পশ্চাতে,позади
658,unter::PRP,নীচে,под
659,durch::PRP,দ্বারা,сквозь
660,neben::PRP,কাছে,возле
661,zwischen::PRP,মধ্যে,между
662,wegen::PRP,জন্য,из-за
663,dies::PRN,এটা,это
664,das::PRN,ওটা,то
665,alles::PRN,সব,все
666,ich::PRN,আমি,я
667,du::PRN,তুমি,ты
668,er::PRN,উনি,он
669,wir::PRN,আমরা,мы
670,ihr::PRN,তোমরা,вы
671,sie::PRN,তারা,они
672,was::FPRN,কি,что
673,wer::FPRN,কে,кто
674,wo::FADV,কোথায়,где
675,wohin::FADV,কোথায়,куда
676,wie::FADV,কেমন,как
677,warum::FADV,কেন,почему
678,wieviel::FNUM,কত,сколько
679,eins::NUM,অক,один
680,zwei::NUM,দুই,два
681,drei::NUM,তিন,три
682,vier::NUM,চার,четыре
683,fünf::NUM,পাঁচ,пять
684,sechs::NUM,ছয়,шесть
685,sieben::NUM,সাত,семь
686,acht::NUM,আট,восемь
687,neun::NUM,নয়,девять
688,zehn::NUM,দশ,десять
689,elf::NUM,এগারো,одиннадцать
690,zwölf::NUM,দ্বাদশ,двенадцать
691,zwanzig::NUM,বিশ,двадцать
692,dreißig::NUM,ত্রিশ,тридцать
693,vierzig::NUM,চল্লিশ,сорок
694,fünfzig::NUM,পঞ্চাশ,пятьдесят
695,sechzig::NUM,ষাট,шестьдесят
696,siebzig::NUM,সত্তর,семьдесят
697,achtzig::NUM,আশি,восемьдесят
698,neunzig::NUM,নব্বুই,девяносто
699,hundert::NUM,শত,сто
700,tausend::NUM,হাজার,тысяча
701,und::CNJ,আর,и
702,und::CNJ,এবং,и
703,oder::CNJ,বা,или
704,oder::CNJ,বা,либо
705,stehen::V,দাঁড়ানো,стоять
706,sitzen::V,বসা,сидеть
707,liegen::V,শোয়া,лежать
708,hängen::V,ঝোলা,висеть
709,werden::V,হইয়া উঠা,стать
710,passieren::V,ঘটা,случиться
711,beginnen::V,আরম্ভ হওয়া,начаться
712,enden::V,শেষ হওয়া,кончиться
713,wechseln::V,রূপাস্তর করা,меняться
714,aufgehen[Sonne]::V,উদিত হওয়া,взойти
715,untergehen[Sonne]::V,অস্ত যাওয়া,зайти
716,scheinen[Sonne]::V,আলো দেওয়া,светить
717,donnern::V,বজ্রধ্বনি করা,греметь
718,wehen::V,প্রবাহিত হওয়া,дуть
719,strömen::V,প্রবাহিত হওয়া,литься
720,fließen::V,ছুটা,течь
721,sich drehen::V,পাক খাওয়া,вращаться
722,schwanken::V,দোলা,колебаться
723,schwingen::V,দোলা,качаться
724,fallen::V,পড়া,падать
725,brennen::V,সেঁকা,гореть
726,rauchen::V,ধোঁয়া ছড়ান,дымить
727,regnen::V,বর্ষণ_করা,дождить
