,Concept_ID,ja,nl
861,strömen::V,流れる,stromen
862,fließen::V,流れる,vloeien
863,sich drehen::V,回転する,draaien
864,sich drehen::V,回転する,zich draaien
865,schwanken::V,揺れる,wankelen
866,schwingen::V,振動する,zwieren
867,fallen::V,落ちる,vallen
868,brennen::V,燃える,branden
869,rauchen::V,煙を出す,roken
870,regnen::V,雨が降る,regenen
871,gefrieren::V,凍る,bevriezen
872,tauen::V,溶ける,dooien
873,schmelzen::V,溶ける,smelten
874,trocknen::V,乾く,drogen
875,sieden::V,沸く,koken
876,sieden::V,沸く,zieden
877,faulen::V,腐る,rotten
878,verfaulen::V,朽ちる,verrotten
879,reißen::V,切れる,scheuren
880,versinken::V,沈む,verzinken
881,vergehen::V,経つ,vergaan
882,erscheinen::V,現れる,opdagen
883,erscheinen::V,現れる,verschijnen
884,verschwinden::V,消える,verdwijnen
885,sinken::V,下がる,zinken
886,abnehmen::V,減る,afnemen
887,abnehmen::V,減る,verminderen
888,zunehmen::V,増える,toenemen
889,steigen::V,上がる,stijgen
890,steigen::V,上がる,omhooggaan
891,wachsen::V,伸びる,groeien
892,glänzen::V,輝く,glanzen
893,glänzen::V,輝く,schitteren
894,funkeln::V,ぴかぴか光る,fonkelen
895,lärmen::V,騒ぐ,lawaai maken
896,läuten::V,鳴る,luiden
897,klingeln::V,鳴る,bellen
898,klirren::V,がらんがらんと鳴る,rinkelen
899,brausen::V,逆巻く,bruisen
900,rauschen::V,戦ぐ,ruisen
901,klingen::V,鳴る,klinken
902,bellen::V,吠える,blaffen
903,heulen::V,きゃんきゃん鳴く,huilen
904,blasen::V,吹く,blazen
905,pfeifen::V,口笛を吹く,fluiten
906,schreien::V,叫ぶ,gillen
907,schreien::V,叫ぶ,schreeuwen
908,stöhnen::V,うめく,steunen
909,zittern::V,震える,beven
910,zittern::V,震える,sidderen
911,leben::V,生きている,leven
912,geboren werden::V,生まれる,geboren worden
913,atmen::V,呼吸する,ademen
914,trinken::V,飲む,drinken
915,essen::V,食べる,eten
916,schlucken::V,飲み込む,slikken
917,müde werden::V,眠くなる,moe worden
918,einschlafen::V,寝付く,inslapen
919,schlafen::V,眠る,slapen
920,aufwachen::V,目が覚める,ontwaken
921,aufwachen::V,目が覚める,wakker worden
922,aufstehen::V,起きる,opstaan
923,sich erholen::V,休養する,zich ontspannen
924,krank werden::V,病気になる,ziek worden
925,krank sein::V,病気である,ziek zijn
926,schmerzen::V,痛む,pijn doen
927,husten::V,咳をする,hoesten
928,genesen::V,元気になる,genezen
929,sterben::V,死ぬ,sterven
930,sterben::V,死ぬ,overlijden
931,sterben::V,亡くなる,sterven
932,sterben::V,亡くなる,overlijden
933,umkommen::V,死亡する,omkomen
934,sich bewegen::V,移動する,zich bewegen
935,sich rühren::V,動く,zich verroeren
936,sich erheben::V,立ち上がる,oprijzen
937,sich erheben::V,立ち上がる,verrijzen
938,sich setzen::V,座る,gaan zitten
939,hinfallen::V,転ぶ,vallen
940,hinfallen::V,転ぶ,neervallen
941,laufen::V,歩く,lopen
942,schreiten::V,跨ぐ,stappen
943,schreiten::V,跨ぐ,schrijden
944,spazierengehen::V,散歩する,gaan wandelen
945,eilen::V,急ぐ,ijlen
946,eilen::V,急ぐ,haasten
947,sich beeilen::V,焦る,zich haasten
948,sausen::V,疾駆する,stuiven
949,rennen::V,走る,rennen
950,springen::V,跳ぶ,springen
951,klettern::V,よじ登る,klimmen
952,klettern::V,よじ登る,klauteren
953,schaukeln::V,ぶらんこに乗る,schommelen
954,kriechen::V,這う,kruipen
955,schwimmen::V,泳ぐ,zwemmen
956,tauchen::V,潜る,duiken
957,rudern::V,漕ぐ,roeien
958,fahren::V,行く,rijden
959,fahren::V,乗車する,rijden
960,fliegen::V,飛ぶ,vliegen
961,gehen::V,行く,gaan
962,weggehen::V,立ち去る,weggaan
963,abfahren::V,出発する,vertrekken
964,anhalten::V,止まる,stoppen
965,anhalten::V,止まる,stilhouden
966,hineingehen::V,入る,ingaan
967,hineingehen::V,入る,binnengaan
968,eintreten::V,中に入る,binnenkomen
969,kommen::V,来る,komen
970,ankommen::V,着く,aankomen
971,ankommen::V,到着する,aankomen
972,zurückkommen::V,帰る,terugkomen
973,bleiben::V,留まる,blijven
974,warten::V,待つ,wachten
975,erwarten::V,期待する,verwachten
976,suchen::V,探る,zoeken
977,finden::V,見つける,vinden
978,versuchen::V,試す,proberen
979,versuchen::V,試す,beproeven
980,vorbereiten::V,準備する,voorbereiden
981,lieben::V,愛する,houden van
982,mögen::V,好きである,lusten
983,mögen::V,好きである,houden van
984,lachen::V,笑う,lachen
985,rühren::V,感情を動かす,roeren
986,weinen::V,泣く,huilen
987,weinen::V,泣く,schreien
988,schimpfen::V,叱る,kijven
989,schimpfen::V,叱る,schelden
990,sich ärgern::V,怒る,zich ergeren
991,sich ärgern::V,腹を立てる,zich ergeren
992,sich fürchten::V,怖がる,bang zijn
993,fürchten::V,恐れる,vrezen
994,fliehen::V,逃げる,vluchten
995,flüchten::V,逃亡する,ontsnappen
996,flüchten::V,逃亡する,ontkomen
997,sehen::V,見る,zien
998,anschauen::V,眺める,aankijken
999,ansehen::V,見る,aanzien
1000,ansehen::V,見る,bekijken
1001,hören::V,聞く,horen
1002,zuhören::V,聴く,luisteren
1003,probieren::V,食べてみる,proeven
1004,riechen::V,気取る,ruiken
1005,fühlen::V,感じる,voelen
1006,scheinen::V,ように見える,lijken
1007,zu sehen sein::V,見える,te zien zijn
1008,vernehmen::V,承る,vernemen
1009,frieren::V,寒気がする,het koud hebben
1010,tun::V,する,doen
1011,können::V,出来る,kunnen
1012,wollen::V,-たい,willen
1013,anfangen::V,始める,beginnen
1014,anfangen::V,始める,aanvangen
1015,beenden::V,終える,beëindigen
1016,aufhören::V,止める,ophouden
1017,gelingen::V,成功する,lukken
1018,gelingen::V,成功する,gelukken
1019,geraten::V,当たる,uitvallen
1020,öffnen::V,開く,openen
1021,öffnen::V,開く,opendoen
1022,öffnen::V,開ける,openen
1023,öffnen::V,開ける,opendoen
1024,schließen::V,閉める,sluiten
1025,schließen::V,閉める,dichtdoen
1026,stellen::V,置く,stellen
1027,stellen::V,置く,plaatsen
1028,stellen::V,据える,stellen
1029,stellen::V,据える,plaatsen
1030,setzen::V,座らせる,zetten
1031,setzen::V,座らせる,plaatsen
1032,legen::V,置く,leggen
1033,berühren::V,触る,aanraken
1034,berühren::V,触れる,aanraken
1035,verbinden::V,結びつける,verbinden
1036,bedecken::V,覆う,bedekken
1037,aufhängen::V,掛ける,ophangen
1038,anzünden::V,燃やす,aansteken
1039,anzünden::V,火をつける,aansteken
1040,aufheben::V,拾う,oprapen
1041,zurücklassen::V,残す,achterlaten
1042,verlieren::V,無くす,verliezen
1043,fallen lassen::V,落とす,laten vallen
1044,machen::V,作る,maken
1045,herstellen::V,製造する,produceren
1046,herstellen::V,製造する,voortbrengen
1047,bauen::V,建設する,bouwen
1048,reparieren::V,直す,repareren
1049,reparieren::V,直す,herstellen
1050,reparieren::V,修理する,repareren
1051,reparieren::V,修理する,herstellen
1052,verbessern::V,改良する,verbeteren
1053,ändern::V,変える,wijzigen
1054,ändern::V,変える,veranderen
1055,graben::V,掘る,graven
1056,beugen::V,折る,buigen
1057,biegen::V,曲げる,buigen
1058,drehen::V,回す,draaien
1059,wenden::V,裏返す,keren
1060,wenden::V,裏返す,wenden
1061,umdrehen::V,裏返す,omdraaien
1062,heben::V,挙げる,heffen
1063,heben::V,挙げる,optillen
1064,hochheben::V,持ち上げる,tillen
1065,ergreifen::V,取り上げる,pakken
1066,ergreifen::V,取り上げる,grijpen
1067,halten::V,持つ,houden
1068,drücken::V,押す,drukken
1069,schieben::V,ずらす,duwen
1070,schieben::V,ずらす,schuiven
1071,kratzen::V,引っ掻く,krassen
1072,lecken::V,なめる,likken
1073,beißen::V,噛む,bijten
1074,abreißen::V,剝ぎ取る,afrukken
1075,abreißen::V,剝ぎ取る,afscheuren
1076,abschneiden::V,切り取る,afsnijden
1077,binden::V,縛る,binden
1078,stecken::V,差し込む,steken
1079,brechen::V,破る,breken
1080,klopfen::V,とんとん叩く,kloppen
1081,hauen::V,叩く,houwen
1082,kleben::V,貼る,plakken
1083,kleben::V,くっ付ける,plakken
1084,reiben::V,擦る,wrijven
1085,streichen::V,塗る,smeren
1086,schleifen::V,研ぐ,slijpen
1087,schneiden::V,切る,snijden
1088,rütteln::V,揺さぶる,schudden
1089,schütteln::V,振る,schudden
1090,schütteln::V,揺さぶる,schudden
1091,schwenken::V,振る,wuiven
1092,schwenken::V,振る,zwaaien
1093,schütten::V,注ぐ,gieten
1094,schütten::V,注ぐ,storten
1095,füllen::V,いっぱいにする,vullen
1096,einwickeln::V,包む,inwikkelen
1097,tragen::V,運ぶ,dragen
1098,schleppen::V,引きずる,slepen
1099,ziehen::V,引く,trekken
1100,aufbewahren::V,預かる,bewaren
1101,werfen::V,投げる,gooien
1102,fangen::V,受ける,vangen
1103,packen::V,掴む,pakken
1104,packen::V,掴む,vastpakken
1105,verstecken::V,隠す,verstoppen
1106,teilen::V,分ける,delen
1107,schicken::V,送る,sturen
1108,bringen::V,持って行く,brengen
1109,hinzufügen::V,加える,toevoegen
1110,bekommen::V,得る,verkrijgen
1111,erhalten::V,受ける,krijgen
1112,nehmen::V,取る,nemen
1113,wählen::V,選ぶ,kiezen
1114,wählen::V,選ぶ,verkiezen
1115,auswählen::V,選ぶ,uitkiezen
1116,bewahren::V,保存する,bewaren
1117,behindern::V,妨害する,hinderen
1118,verderben::V,台無しにする,bederven
1119,beschädigen::V,損傷する,beschadigen
1120,zerbrechen::V,割る,breken
1121,zerbrechen::V,割る,stukbreken
1122,zerreißen::V,引き裂く,scheuren
1123,zerreißen::V,引き裂く,verscheuren
1124,zerstören::V,破壊する,vernielen
1125,verbrennen::V,焼く,branden
1126,verbrennen::V,焼く,verbranden
1127,geben::V,上げる,geven
1128,reichen::V,渡す,reiken
1129,reichen::V,渡す,aanreiken
1130,schenken::V,贈る,schenken
1131,versprechen::V,約束する,beloven
1132,wünschen::V,望む,wensen
1133,loben::V,褒める,loven
1134,loben::V,褒める,prijzen
1135,küssen::V,キスする,kussen
1136,wiegen::V,揺する,wiegen
1137,zudecken::V,覆う,toedekken
1138,wecken::V,起こす,wekken
1139,zeigen::V,見せる,tonen
1140,zeigen::V,見せる,wijzen
1141,führen::V,案内する,voeren
1142,lehren::V,教える,leren
1143,unterrichten::V,通知する,onderwijzen
1144,aufziehen::V,育てる,grootbrengen
1145,leiten::V,導く,leiden
1146,antreiben::V,励ます,aandrijven
1147,lassen::V,～させる,laten
1148,einladen::V,誘う,uitnodigen
1149,einladen::V,招待する,uitnodigen
1150,vereinigen::V,一つにする,verenigen
1151,besuchen::V,訪ねる,bezoeken
1152,treffen::V,出会う,treffen
1153,treffen::V,出会う,ontmoeten
1154,sich versammeln::V,集まる,zich verzamelen
1155,spielen::V,遊ぶ,spelen
1156,singen::V,歌う,zingen
1157,tanzen::V,踊る,dansen
1158,sich trennen::V,別れる,van elkaar gaan
1159,verlassen::V,別れる,verlaten
1160,retten::V,救う,redden
1161,retten::V,助ける,redden
1162,bewachen::V,見張る,bewaken
1163,bewachen::V,軽微する,bewaken
1164,schützen::V,保護する,beschermen
1165,verteidigen::V,守る,verdedigen
1166,sich schlagen::V,殴る,knokken
1167,schießen::V,撃つ,schieten
1168,siegen::V,勝つ,overwinnen
1169,ärgern::V,怒らせる,ergeren
1170,schlagen::V,殴る,slaan
1171,treten::V,蹴る,trappen
1172,treten::V,蹴る,schoppen
1173,stechen::V,突く,steken
1174,stechen::V,突く,prikken
1175,stoßen::V,突く,stoten
1176,stehlen::V,盗る,stelen
1177,stören::V,構う,storen
1178,stören::V,構う,verstoren
1179,belästigen::V,邪魔する,lastig vallen
1180,verbergen::V,隠す,verbergen
1181,täuschen::V,だます,misleiden
1182,betrügen::V,だます,bedriegen
1183,töten::V,殺す,doden
1184,wohnen::V,住む,wonen
1185,arbeiten::V,働く,werken
1186,sammeln::V,集める,inzamelen
1187,sammeln::V,集める,verzamelen
1188,sammeln::V,収集する,inzamelen
1189,sammeln::V,収集する,verzamelen
1190,pflücken::V,摘む,plukken
1191,jagen::V,狩りをする,jagen
1192,fischen::V,釣る,vissen
1193,fassen::V,捕る,vangen
1194,hüten::V,放牧する,hoeden
1195,treiben::V,追う,drijven
1196,anbinden::V,繋ぐ,vastbinden
1197,füttern::V,餌をやる,voeren
1198,melken::V,搾乳する,melken
1199,hacken::V,刻む,hakken
1200,gießen::V,水をやる,gieten
1201,reifen::V,熟す,rijpen
1202,zubereiten::V,調理する,klaarmaken
1203,zubereiten::V,調理する,toebereiden
1204,kochen::V,煮る,koken
1205,backen::V,焼く,bakken
1206,braten::V,焼く,braden
1207,braten::V,炒める,braden
1208,umrühren::V,混ぜる,omroeren
1209,stricken::V,編む,breien
1210,nähen::V,縫う,naaien
1211,färben::V,染める,verven
1212,färben::V,染める,kleuren
1213,reinigen::V,掃除する,reinigen
1214,waschen::V,洗う,wassen
1215,waschen::V,洗濯する,wassen
1216,abwischen::V,拭く,afvegen
1217,spülen::V,洗う,spoelen
1218,spülen::V,洗う,afwassen
1219,spülen::V,すすぐ,spoelen
1220,spülen::V,すすぐ,afwassen
1221,fegen::V,掃除する,vegen
1222,kehren::V,掃く,vegen
1223,baden::V,入浴する,baden
1224,sich waschen::V,洗う,zich wassen
1225,ausziehen::V,脱ぐ,uittrekken
1226,anziehen::V,着る,aantrekken
1227,sich anziehen::V,着る,zich aankleden
1228,kämmen::V,梳く,kammen
1229,schmücken::V,飾る,tooien
1230,sagen::V,言う,zeggen
1231,sprechen::V,話す,spreken
1232,reden::V,話す,praten
1233,sich unterhalten::V,話をする,zich onderhouden
1234,fragen::V,聞く,vragen
1235,bitten::V,頼む,vragen
1236,bitten::V,頼む,verzoeken
1237,bitten::V,お願いする,vragen
1238,bitten::V,お願いする,verzoeken
1239,erzählen::V,物語る,vertellen
1240,mitteilen::V,伝える,meedelen
1241,nennen::V,名づける,noemen
1242,rufen::V,呼ぶ,roepen
1243,prahlen::V,自慢する,pralen
1244,übersetzen::V,訳す,vertalen
1245,denken::V,考える,denken
1246,glauben::V,信じる,geloven
1247,bemerken::V,気が付く,bemerken
1248,erkennen::V,認識する,herkennen
1249,begreifen::V,分かる,begrijpen
1250,verstehen::V,聞き取る,verstaan
1251,lernen::V,学ぶ,leren
1252,lernen::V,勉強する,leren
1253,wissen::V,知っている,weten
1254,sich erinnern an::V,思い出す,zich herinneren aan
1255,vergessen::V,忘れる,vergeten
1256,messen::V,計る,meten
1257,messen::V,測定する,meten
1258,zählen::V,数える,tellen
1259,rechnen::V,計算する,rekenen
1260,lesen::V,読む,lezen
1261,malen::V,描く,schilderen
1262,zeichnen::V,写生する,tekenen
1263,schreiben::V,書く,schrijven
1264,besitzen::V,所持する,bezitten
1265,kaufen::V,買う,kopen
1266,verkaufen::V,売る,verkopen
1267,bezahlen::V,払う,betalen
1268,zahlen::V,支払う,betalen
1269,beherrschen::V,支配する,beheersen
1270,ertragen::V,耐える,verdragen
