,Concept_ID,sk,ce
800,warum::FADV,prečo,хӏунда
801,wieviel::FNUM,koľko,мел
802,wieviel::FNUM,koľko,маса
803,eins::NUM,jeden,цхьаъ
804,zwei::NUM,dva,шиъ
805,drei::NUM,tri,кхоъ
806,vier::NUM,štyri,диъ
807,fünf::NUM,päť,пхиъ
808,sechs::NUM,šesť,ялх
809,sieben::NUM,sedem,ворхӏ
810,acht::NUM,osem,бархӏ
811,neun::NUM,deväť,исс
812,zehn::NUM,desať,итт
813,elf::NUM,jedenásť,цхьайтта
814,zwölf::NUM,dvanásť,шийтта
815,zwanzig::NUM,dvadsať,ткъа
816,dreißig::NUM,tridsať,ткъе итт
817,vierzig::NUM,štyridsať,шовзткъа
818,fünfzig::NUM,päťdesiat,шовзткъе итт
819,sechzig::NUM,šesťdesiat,кхузткъа
820,siebzig::NUM,sedemdesiat,кхузткъе итт
821,achtzig::NUM,osemdesiat,дезткъа
822,neunzig::NUM,deväťdesiat,дезткъе итт
823,hundert::NUM,sto,бӏе
824,tausend::NUM,tisíc,эзар
825,und::CNJ,i,a
826,oder::CNJ,alebo,я
827,stehen::V,stáť,латта
828,sitzen::V,sedieť,хиъна ӏан
829,liegen::V,ležať,ӏилла
830,hängen::V,visieť,кхаза
831,werden::V,stať sa,хила
832,passieren::V,stať sa,хила
833,beginnen::V,začať sa,доло
834,enden::V,končiť sa,дӏадерза
835,wechseln::V,meniť sa,хийца
836,aufgehen[Sonne]::V,vychádzať,кхета
837,untergehen[Sonne]::V,zapadnúť,чубуза
838,scheinen[Sonne]::V,svietiť,серло яла
839,donnern::V,hrmieť,къекъа
840,wehen::V,viať,хьекха
841,strömen::V,prúdiť,эха
842,fließen::V,tiecť,охьаэха
843,sich drehen::V,točiť sa,хьийза
844,sich drehen::V,krútiť sa,хьийза
845,schwanken::V,kolísať,леста
846,schwanken::V,klátiť sa,леста
847,schwingen::V,kývať sa,лесто
848,schwingen::V,chvieť sa,лесто
849,fallen::V,padať,охьакхета
850,brennen::V,páliť,дага
851,brennen::V,horieť,дага
852,rauchen::V,dymiť sa,оза
853,regnen::V,pršať,догlа догlу
854,gefrieren::V,zamrznút,гӏоро
855,tauen::V,taviť sa,даша
856,schmelzen::V,taviť sa,лала
857,trocknen::V,schnúť,дакъо
858,sieden::V,vrieť,кхехка
859,faulen::V,hniť,дахкадала
860,verfaulen::V,zhniť,дахкадала
861,reißen::V,pretrhnúť sa,хеда
862,versinken::V,zapadnúť,хичудаха
863,versinken::V,potopiť sa,хичудаха
864,vergehen::V,plynúť,дlаэха
865,erscheinen::V,objaviť sa,схьадала
866,erscheinen::V,objaviť sa,ӏоттадала
867,verschwinden::V,zmiznúť,къайладала
868,sinken::V,klesať,лахдала
869,abnehmen::V,ubúdať,
870,zunehmen::V,pribúdať,лакхадала
871,steigen::V,stúpať,хьаладала
872,wachsen::V,rásť,кхиа
873,glänzen::V,jagať sa,лепа
874,glänzen::V,lesknúť sa,лепа
875,funkeln::V,iskriť sa,къега
876,lärmen::V,lomoziť,гӏовгӏаян
877,läuten::V,cengať,детта
878,klingeln::V,zvoniť,дека
879,klirren::V,rinčať,дека
880,brausen::V,hučať,хьаьдда даха
881,rauschen::V,šumieť,леста
882,klingen::V,znieť,дека
883,klingen::V,zvoniť,дека
884,bellen::V,štekať,лета
885,bellen::V,brechať,лета
886,heulen::V,vyť,угӏа
887,blasen::V,duť,хӏуп баха
888,blasen::V,fúkať,хӏуп баха
889,pfeifen::V,pískať,шок етта
890,pfeifen::V,hvízdať,шок етта
891,schreien::V,kričať,мохь бетта
892,stöhnen::V,stenať,узарш дан
893,zittern::V,triasť sa,дега
894,leben::V,žiť,даха
895,geboren werden::V,narodiť sa,хила
896,atmen::V,dýchať,садеӏа
897,trinken::V,piť,мала
898,essen::V,jesť,кхалла
899,schlucken::V,zhltnuť,къурдбан
900,müde werden::V,unaviť sa,кӏаддала
901,einschlafen::V,usnúť,наб кхета
902,einschlafen::V,zaspať,наб кхета
903,schlafen::V,spať,вижа
904,schlafen::V,spať,наб ян
905,schlafen::V,spať,дижина хила
906,aufwachen::V,zobudiť sa,самадала
907,aufstehen::V,vstať,гӏатта
908,sich erholen::V,zotavovať sa,садаӏа
909,sich erholen::V,oddýchovať si,садаӏа
910,krank werden::V,ochorieť,цомгуш хила
911,krank sein::V,chorieť,цомгуш хила
912,krank sein::V,byť chorý,цомгуш хила
913,schmerzen::V,bolieť,лаза
914,schmerzen::V,bolieť,ӏийжа
915,husten::V,kašľať,йовхарш етта
916,genesen::V,uzdraviť sa,тадала
917,sterben::V,umrieť,дала
918,sterben::V,zomrieť,дала
919,umkommen::V,zahynúť,хӏаллакхила
920,sich bewegen::V,pohybovať sa,лела
921,sich rühren::V,hnúť sa,меттахъхьен
922,sich erheben::V,zdvihnúť sa,хьалагlатта
923,sich setzen::V,sadnúť si,хаа
924,hinfallen::V,spadnúť,дожа
925,hinfallen::V,spadnúť,охьакхета
926,laufen::V,bežať,вада
927,laufen::V,bežať,хьада
928,schreiten::V,kráčať,болар дан
929,schreiten::V,kráčať,ког баккха
930,spazierengehen::V,prechádzať sa,доладала
931,eilen::V,súriť,сихдала
932,sich beeilen::V,ponáhľať sa,сихдала
933,sausen::V,hučať,
934,rennen::V,bežať,дада
935,springen::V,skákať,ирхкхийсадала
936,klettern::V,liezť,тӏедийла
937,schaukeln::V,húpať,техко
938,schaukeln::V,hojdať,техко
939,kriechen::V,liezť,такха
940,kriechen::V,plaziť sa,такха
941,schwimmen::V,plávať,некадан
942,tauchen::V,ponoriť sa,чулелха
943,rudern::V,veslovať,дига лело
944,rudern::V,veslovať,кема лело
945,fahren::V,ísť,хахка
946,fahren::V,jazdiť,хахка
947,fliegen::V,letieť,тӏемадала
948,gehen::V,ísť,лeла
949,weggehen::V,odísť,дӏадаха
950,weggehen::V,odchádzať,дӏадаха
951,abfahren::V,odcestovať,дӏадаха
952,anhalten::V,zadržať sa,саца
953,anhalten::V,zastaviť sa,саца
954,hineingehen::V,vchádzať,чудала
955,eintreten::V,vojsť,чудала
956,eintreten::V,vstúpiť,чудала
957,kommen::V,prísť,кхача
958,kommen::V,prísť,дӏакхача
959,kommen::V,prísť,схьакхача
960,ankommen::V,prísť,кхача
961,ankommen::V,prísť,схьакхача
962,ankommen::V,doraziť,кхача
963,ankommen::V,doraziť,схьакхача
964,zurückkommen::V,vrátiť sa,юхада
965,bleiben::V,ostať,диса
966,bleiben::V,zostať,диса
967,warten::V,čakať,хьежа
968,warten::V,čakať,cобар дан
969,erwarten::V,očakávať,хьоьжуш ӏан
970,suchen::V,hľadať,леха
971,finden::V,nájsť,каро
972,versuchen::V,skúsiť,дан хьажа
973,versuchen::V,pokúsiť sa,дан хьажа
974,vorbereiten::V,pripraviť,кечъян
975,lieben::V,ľúbiť,деза
976,lieben::V,milovať,деза
977,mögen::V,mať rád,безамхила
978,lachen::V,smiať sa,дела
979,rühren::V,dojať,хьедан
980,weinen::V,plakať,делха
981,schimpfen::V,nadávať,чехо
982,sich ärgern::V,hnevať sa,оьгӏазъэха
983,sich ärgern::V,zlostiť sa,оьгӏазъэха
984,sich fürchten::V,báť sa,кхера
985,fürchten::V,báť sa,кхера
986,fliehen::V,utekať,дӏадада
987,flüchten::V,utiecť,дӏадада
988,sehen::V,vidieť,ган
989,anschauen::V,pozrieť sa na,хьажа
990,anschauen::V,pozrieť sa na,хьежа
991,ansehen::V,pozrieť,хьовса
992,hören::V,počúvať,хаза
993,zuhören::V,počúvať,ладогӏа
994,probieren::V,ochutnať,хьажа
995,riechen::V,ňuchať,хьожа яха
996,fühlen::V,cítiť,хаадала
997,fühlen::V,pociťovať,хаадала
998,scheinen::V,zdať sa,мотта
999,zu sehen sein::V,byť vidieť,гуш хила
1000,vernehmen::V,počuť,бартхатта
1001,frieren::V,mrznúť,гӏоро
1002,frieren::V,oziabať,гӏоро
1003,tun::V,robiť,дан
1004,können::V,môcť,дадала
1005,wollen::V,chcieť,тӏергӏа
1006,anfangen::V,začať,доло
1007,beenden::V,skončiť,довла
1008,aufhören::V,prestať,саца
1009,gelingen::V,podariť sa,кадала
1010,geraten::V,dariť sa,хила
1011,öffnen::V,otvoriť,дӏаделла
1012,öffnen::V,otvoriť,схьаделла
1013,schließen::V,zavrieť,къовла
1014,schließen::V,zavrieť,дӏачӏагӏа
1015,stellen::V,postaviť,хlотто
1016,setzen::V,posadiť,дийгӏа
1017,legen::V,klásť,охьадилла
1018,legen::V,položiť,охьадилла
1019,berühren::V,dotykať sa,хьедан
1020,verbinden::V,spojiť,вовшахтаса
1021,bedecken::V,pokryť,тилла
1022,bedecken::V,pokryť,тӏетаса
1023,aufhängen::V,zavesiť,хьалаолла
1024,anzünden::V,zapáliť,лато
1025,aufheben::V,zdvihnúť,айа
1026,zurücklassen::V,zanechať,дита
1027,verlieren::V,stratiť,дайа
1028,fallen lassen::V,pustiť,охьадожо
1029,machen::V,robiť,дан
1030,herstellen::V,vyrobiť,дан
1031,bauen::V,stavať,гӏишлоян
1032,bauen::V,budovať,гӏишлоян
1033,reparieren::V,opraviť,тадан
1034,verbessern::V,zlepšiť,нисдан
1035,ändern::V,zmeniť,хийца
1036,ändern::V,preinačiť,хийца
1037,graben::V,ryť,ахка
1038,graben::V,kopať,ахка
1039,beugen::V,ohnúť,сатто
1040,biegen::V,ohnúť,сатто
1041,drehen::V,točiť,хьовзо
1042,drehen::V,krútiť,хьовзо
1043,wenden::V,obrátiť,
1044,wenden::V,prevrátiť,
1045,umdrehen::V,otočiť,хьовзo
1046,umdrehen::V,obrátiť,хьовзo
1047,heben::V,dvíhať,айа
1048,heben::V,dvíhať,хьалаайа
1049,heben::V,povzniesť,айа
1050,heben::V,povzniesť,хьалаайа
1051,hochheben::V,zdvihnúť,хьалаайа
1052,ergreifen::V,uchopiť sa,дӏалаца
1053,halten::V,držať,латто
1054,drücken::V,tisnúť,тӏетаӏо
1055,schieben::V,posunovať,татта
1056,kratzen::V,škrabať,мӏараш тийса
1057,lecken::V,lízať,мотт хьекха
1058,beißen::V,kúsať,катoха
1059,abreißen::V,odtrhnúť,схьадаккха
1060,abschneiden::V,odrezať,кхада
1061,abschneiden::V,odkrojiť,кхада
1062,binden::V,zaviazať,дӏадехка
1063,binden::V,zaviazať,вовшахтаса
1064,binden::V,priviazať,дӏадехка
1065,binden::V,priviazať,вовшахтаса
1066,stecken::V,strčiť,чудахийта
1067,brechen::V,zlomiť,кагдан
1068,klopfen::V,tĺcť,детта
1069,klopfen::V,klopať,детта
1070,hauen::V,nabiť,етта
1071,kleben::V,lepiť,тӏелато
1072,kleben::V,nalepiť,тӏелато
1073,reiben::V,trieť,хьекхо
1074,streichen::V,namazať,тlехьакха
1075,schleifen::V,ostríť,ирдан
1076,schneiden::V,rezať,ларга
1077,schneiden::V,strihať,ларга
1078,rütteln::V,triasť,лесто
1079,rütteln::V,lomcovať,лесто
1080,schütteln::V,triasť,лесто
1081,schütteln::V,potriasť,лесто
1082,schwenken::V,mávať,лесто
1083,schütten::V,sypať,дотта
1084,füllen::V,plniť,дуза
1085,einwickeln::V,zabaliť,хьарчо
1086,tragen::V,niesť,дахьа
1087,schleppen::V,vliecť,ийзо
1088,ziehen::V,ťahať,озо
1089,aufbewahren::V,uložiť,ӏалашдан
1090,aufbewahren::V,uschovať,ӏалашдан
1091,werfen::V,hodiť,кхосса
1092,werfen::V,vrhnúť,кхосса
1093,fangen::V,chytať,леца
1094,packen::V,baliť,леца
1095,packen::V,chytiť,леца
1096,verstecken::V,skryť,къайладаккха
1097,verstecken::V,schovať,къайладаккха
1098,teilen::V,podeliť,декъа
1099,teilen::V,rozdeliť,декъа
1100,schicken::V,posielať,дӏадахьийта
1101,bringen::V,priniesť,дан
1102,hinzufügen::V,pripojiť,тӏетоха
1103,bekommen::V,dostať,даккха
1104,erhalten::V,prijať,даккха
1105,nehmen::V,vziať,схьаэца
1106,wählen::V,voliť,харжа
1107,auswählen::V,vybrať,харжа
1108,auswählen::V,vyvoliť,харжа
1109,bewahren::V,zachovať,lалашдан
1110,behindern::V,zavadzať,новкъарло ян
1111,behindern::V,byť v ceste,новкъарло ян
1112,verderben::V,skaziť,талхо
1113,beschädigen::V,ublížiť,дохо
1114,beschädigen::V,poškodiť,дохо
1115,zerbrechen::V,rozbiť,дохо
1116,zerbrechen::V,rozbiť,кагдан
1117,zerbrechen::V,prelomiť,дохо
1118,zerbrechen::V,prelomiť,кагдан
1119,zerreißen::V,pretrhnúť,хадо
1120,zerstören::V,zničiť,дохо
1121,zerstören::V,zničiť,кагдан
1122,verbrennen::V,spáliť,даго
1123,geben::V,dať,яла
1124,reichen::V,podať,дӏадала
1125,reichen::V,podať,дӏакховдо
1126,schenken::V,darovať,совгӏат дан
1127,versprechen::V,sľúbiť,ваӏда дан
1128,wünschen::V,želať,лаа
1129,loben::V,chváliť,хасто
1130,küssen::V,bozkať,оба яккха
1131,wiegen::V,kolísať,тахка
1132,zudecken::V,prikryť,тӏетаса
1133,wecken::V,zobudiť,самадаккха
1134,zeigen::V,ukázať,гайта
1135,führen::V,viesť,дига
1136,lehren::V,učiť,ӏамо
1137,unterrichten::V,vyučovať,хьеха
1138,aufziehen::V,vychovať,кхио
1139,leiten::V,viesť,урхалла дан
1140,antreiben::V,popudiť,сихдан
1141,lassen::V,dať,-йта
1142,einladen::V,pozvať,кхайкха
1143,einladen::V,povolať,кхайкха
1144,vereinigen::V,spojiť,цхьаьнатоха
1145,vereinigen::V,zjednotiť,цхьаьнатоха
1146,besuchen::V,navštíviť,хьажахIотта
1147,treffen::V,stretnúť,дуьхьалкхета
1148,sich versammeln::V,zhromaždiť sa,гулдан
1149,spielen::V,hrať,ловза
1150,singen::V,spievať,лакха
1151,tanzen::V,tancovať,хелхадала
1152,sich trennen::V,rozísť sa,къаста
1153,verlassen::V,opustiť,дита
1154,retten::V,zachrániť,кӏелхьардаккха
1155,bewachen::V,strážiť,ха дан
1156,schützen::V,chrániť,лардан
1157,verteidigen::V,brániť,лардан
1158,sich schlagen::V,biť sa,етта
1159,schießen::V,streliť,детта
1160,schießen::V,strieľať,детта
1161,siegen::V,zvíťaziť,тола
1162,ärgern::V,hnevať,оьгӏаздахийта
1163,ärgern::V,zlostiť,оьгӏаздахийта
1164,schlagen::V,biť,тоха
1165,schlagen::V,udrieť,тоха
1166,treten::V,kopnúť,мийра тоха
1167,stechen::V,bodnúť,ӏотта
1168,stechen::V,bodnúť,къовзо
1169,stechen::V,pichnúť,ӏотта
1170,stechen::V,pichnúť,къовзо
1171,stoßen::V,udrieť,татта
1172,stehlen::V,kradnúť,лачкъо
1173,stören::V,vyrušiť,новкъарло ян
1174,belästigen::V,obťažovať,сагатдан
1175,verbergen::V,skryť,къайладаккха
1176,täuschen::V,sklamať,ӏexo
1177,betrügen::V,klamať,ледан
1178,betrügen::V,podvádzať,ледан
1179,töten::V,zabiť,ден
1180,töten::V,usmrtiť,ден
1181,wohnen::V,bývať,даха
1182,arbeiten::V,pracovať,къахьега
1183,sammeln::V,zbierať,гулдан
1184,pflücken::V,trhať,даха
1185,pflücken::V,oberať,даха
1186,jagen::V,poľovať,талла
1187,fischen::V,loviť ryby,чӏерий леца
1188,fischen::V,chytať ryby,чӏерий леца
1189,fassen::V,uloviť,лаца
1190,fassen::V,uloviť,схьалаца
1191,hüten::V,pásť,лардан
1192,treiben::V,hnať,лахка
1193,anbinden::V,priviazať,дӏадехка
1194,füttern::V,kŕmiť,хӏума яла
1195,melken::V,dojiť,оза
1196,hacken::V,seknúť,
1197,gießen::V,polievať,хи тоха
1198,reifen::V,dozrieť,хьекъа
1199,zubereiten::V,pripraviť,кечъян
1200,zubereiten::V,pripraviť,кхача бан
1201,kochen::V,variť,кхача бан
1202,backen::V,piecť,датта
1203,backen::V,smažiť,датта
1204,braten::V,piecť,кхарза
1205,braten::V,pražiť,кхарза
1206,umrühren::V,pomiešať,кего
1207,stricken::V,pliesť,
1208,nähen::V,šiť,тега
1209,färben::V,zafarbiť,басардан
1210,reinigen::V,čistiť,цӏандан
1211,waschen::V,myť,йила
1212,waschen::V,myť,йитта
1213,waschen::V,myť,дӏадайа
1214,abwischen::V,utrieť,дӏадайа
1215,spülen::V,vyplachovať,хи кхарза
1216,fegen::V,zametať,нуй хьакха
1217,kehren::V,zametať,нуй хьакха
1218,baden::V,kúpať sa,лийча
1219,sich waschen::V,umývať sa,юьхь йила
1220,ausziehen::V,zobliecť,духар дӏадаккха
1221,anziehen::V,obliecť,
1222,sich anziehen::V,obliecť sa,духа
1223,kämmen::V,česať,ехк хьакха
1224,schmücken::V,ozdobiť,хаздан
1225,sagen::V,povedať,ала
1226,sprechen::V,hovoriť,баха
1227,sprechen::V,hovoriť,мотт бийца
1228,reden::V,rozprávať,къамел дан
1229,sich unterhalten::V,rozprávať sa,къамел дан
1230,fragen::V,spýtať sa,хатта
1231,bitten::V,prosiť,деха
1232,erzählen::V,rozprávať,дийца
1233,mitteilen::V,oznámiť,хаам бан
1234,nennen::V,nazvať,цӏе яккха
1235,nennen::V,menovať,цӏе яккха
1236,rufen::V,volať,кхайкха
1237,rufen::V,zavolať,кхайкха
1238,prahlen::V,vystatovať sa,куралла ян
1239,prahlen::V,vystatovať sa,дозалла дан
1240,übersetzen::V,preložiť,гоч дан
1241,denken::V,myslieť,ойла ян
1242,glauben::V,veriť,теша
1243,bemerken::V,podotknuť,ган
1244,bemerken::V,spozorovať,ган
1245,erkennen::V,poznať,довза
1246,begreifen::V,pochopiť,кхета
1247,begreifen::V,porozumieť,кхета
1248,verstehen::V,rozumieť,кхета
1249,lernen::V,učiť sa,деша
1250,wissen::V,vedieť,хаа
1251,sich erinnern an::V,pamätať si na,дагадан
1252,vergessen::V,zabudnuť,дицдала
1253,messen::V,merať,дуста
1254,zählen::V,počítať,дагардан
1255,rechnen::V,rátať,лара
1256,rechnen::V,počítať,лара
1257,lesen::V,čítať,еша
1258,malen::V,maľovať,сурт дилла
1259,zeichnen::V,kresliť,сурт дилла
1260,schreiben::V,písať,яздан
1261,besitzen::V,mať,доладан
1262,besitzen::V,vlastniť,доладан
1263,kaufen::V,kúpiť,эца
1264,verkaufen::V,predať,дохка
1265,bezahlen::V,zaplatiť,мах бала
1266,zahlen::V,platiť,мах бала
1267,beherrschen::V,ovládať,собаре хила
1268,ertragen::V,znášať,лан
1269,ertragen::V,znášať,сатоха
1270,ertragen::V,znášať,садетта
1271,ertragen::V,vydržať,лан
1272,ertragen::V,vydržať,сатоха
1273,ertragen::V,vydržať,садетта
