,Concept_ID,uz,nl
817,schwingen::V,lopillamoq,zwieren
818,fallen::V,tushmoq,vallen
819,brennen::V,yonmoq,branden
820,rauchen::V,tutamoq,roken
821,regnen::V,yomg'ir yog'moq,regenen
822,gefrieren::V,muzlamoq,bevriezen
823,tauen::V,ärimoq,dooien
824,schmelzen::V,ärimoq,smelten
825,trocknen::V,qurimoq,drogen
826,sieden::V,qaynamoq,koken
827,sieden::V,qaynamoq,zieden
828,faulen::V,chirimoq,rotten
829,verfaulen::V,chirimoq,verrotten
830,reißen::V,qayt qilmoq,scheuren
831,versinken::V,g'arq bo'lmoq,verzinken
832,vergehen::V,o'tmoq,vergaan
833,erscheinen::V,zuhur ätmoq,opdagen
834,erscheinen::V,zuhur ätmoq,verschijnen
835,verschwinden::V,yo'qolmoq,verdwijnen
836,sinken::V,pasaymoq,zinken
837,abnehmen::V,kamaymoq,afnemen
838,abnehmen::V,kamaymoq,verminderen
839,zunehmen::V,urchimoq,toenemen
840,steigen::V,oshmoq,stijgen
841,steigen::V,oshmoq,omhooggaan
842,wachsen::V,o'smoq,groeien
843,glänzen::V,porlamoq,glanzen
844,glänzen::V,porlamoq,schitteren
845,funkeln::V,yalt ätmoq,fonkelen
846,lärmen::V,taraq ätmoq,lawaai maken
847,läuten::V,jiringlamoq,luiden
848,klingeln::V,jiringlamoq,bellen
849,klirren::V,sharaqlamoq,rinkelen
850,brausen::V,vag'illamoq,bruisen
851,rauschen::V,shitirlamoq,ruisen
852,klingen::V,yangramoq,klinken
853,bellen::V,hurmoq,blaffen
854,heulen::V,uvlamoq,huilen
855,blasen::V,puflamoq,blazen
856,pfeifen::V,xushtak chalmoq ,fluiten
857,schreien::V,qiyqirmoq,gillen
858,schreien::V,qiyqirmoq,schreeuwen
859,stöhnen::V,nola qilmoq,steunen
860,zittern::V,titramoq,beven
861,zittern::V,titramoq,sidderen
862,leben::V,yashamoq,leven
863,geboren werden::V,tug'ilmoq,geboren worden
864,atmen::V,nafas chiqarmoq,ademen
865,trinken::V,ichmoq,drinken
866,essen::V,emoq,eten
867,schlucken::V,yutmoq,slikken
868,müde werden::V,horimoq,moe worden
869,einschlafen::V,uxlab qolmoq,inslapen
870,schlafen::V,uxlamoq,slapen
871,aufwachen::V,uyg'onmoq,ontwaken
872,aufwachen::V,uyg'onmoq,wakker worden
873,aufstehen::V,qo'pmoq,opstaan
874,sich erholen::V,dam olmoq,zich ontspannen
875,krank werden::V,kasallanmoq,ziek worden
876,krank sein::V,betob yotmoq,ziek zijn
877,schmerzen::V,og'rimoq,pijn doen
878,husten::V,yo'talmoq,hoesten
879,genesen::V,tuzalmoq,genezen
880,sterben::V,o'lmoq,sterven
881,sterben::V,o'lmoq,overlijden
882,umkommen::V,halok bo'lmoq,omkomen
883,sich bewegen::V,harakat qilmoq,zich bewegen
884,sich rühren::V,qimirlamoq,zich verroeren
885,sich erheben::V,qo'pmoq,oprijzen
886,sich erheben::V,qo'pmoq,verrijzen
887,sich setzen::V,o'tirmoq,gaan zitten
888,hinfallen::V,yiqilmoq,vallen
889,hinfallen::V,yiqilmoq,neervallen
890,laufen::V,yurmoq,lopen
891,schreiten::V,yurmoq,stappen
892,schreiten::V,yurmoq,schrijden
893,spazierengehen::V,sayr ätmoq,gaan wandelen
894,eilen::V,tezlamoq,ijlen
895,eilen::V,tezlamoq,haasten
896,sich beeilen::V,shoshmoq,zich haasten
897,sausen::V,chopqillamoq,stuiven
898,rennen::V,yugurmoq,rennen
899,springen::V,sakramoq,springen
900,klettern::V,yuqorilamoq,klimmen
901,klettern::V,yuqorilamoq,klauteren
902,schaukeln::V,irg'amoq,schommelen
903,kriechen::V,ämaklamoq,kruipen
904,schwimmen::V,suzmoq,zwemmen
905,tauchen::V,chu'mmoq,duiken
906,rudern::V,eshkak eshmoq,roeien
907,fahren::V,haydamoq,rijden
908,fliegen::V,uchmoq,vliegen
909,gehen::V,bormoq,gaan
910,weggehen::V,ketoq,weggaan
911,abfahren::V,jo'namoq,vertrekken
912,anhalten::V,to'xtamoq,stoppen
913,anhalten::V,to'xtamoq,stilhouden
914,hineingehen::V,kirmoq,ingaan
915,hineingehen::V,kirmoq,binnengaan
916,eintreten::V,kirmoq,binnenkomen
917,kommen::V,kelmoq,komen
918,ankommen::V,etib kelmoq,aankomen
919,zurückkommen::V,qaytib kelmoq,terugkomen
920,bleiben::V,qolmoq,blijven
921,warten::V,poylamoq,wachten
922,erwarten::V,kutmoq,verwachten
923,suchen::V,izlamoq,zoeken
924,finden::V,topmoq,vinden
925,versuchen::V,chalishmoq,proberen
926,versuchen::V,chalishmoq,beproeven
927,vorbereiten::V,hozirlamoq,voorbereiden
928,lieben::V,sevmoq,houden van
929,mögen::V,ardoqlamoq,lusten
930,mögen::V,ardoqlamoq,houden van
931,lachen::V,kulmoq,lachen
932,rühren::V,ta'sirlantirmoq,roeren
933,weinen::V,yig'lamoq,huilen
934,weinen::V,yig'lamoq,schreien
935,schimpfen::V,koyinmoq,kijven
936,schimpfen::V,koyinmoq,schelden
937,sich ärgern::V,g'azab qilmoq,zich ergeren
938,sich fürchten::V,hurkmoq,bang zijn
939,fürchten::V,qo'rqmoq,vrezen
940,fliehen::V,qochmoq,vluchten
941,flüchten::V,qochmoq,ontsnappen
942,flüchten::V,qochmoq,ontkomen
943,sehen::V,ko'rmoq,zien
944,anschauen::V,razm solmoq,aankijken
945,ansehen::V,razm qilmoq,aanzien
946,ansehen::V,razm qilmoq,bekijken
947,hören::V,äshitmoq,horen
948,zuhören::V,tinglamoq,luisteren
949,probieren::V,tatib ko'rmoq,proeven
950,riechen::V,iskamoq,ruiken
951,fühlen::V,sezmoq,voelen
952,scheinen::V,tuyilmoq,lijken
953,zu sehen sein::V,ko'rinmoq,te zien zijn
954,vernehmen::V,äshitmoq,vernemen
955,frieren::V,sovuq qotmoq,het koud hebben
956,tun::V,ätmoq,doen
957,können::V,-a olmoq,kunnen
958,können::V,-y olmoq,kunnen
959,wollen::V,istamoq,willen
960,anfangen::V,boshlamoq,beginnen
961,anfangen::V,boshlamoq,aanvangen
962,beenden::V,bitirmoq,beëindigen
963,aufhören::V,tinmoq,ophouden
964,gelingen::V,muvaffaqiyat qozonmoq,lukken
965,gelingen::V,muvaffaqiyat qozonmoq,gelukken
966,geraten::V,bo'lmoq,uitvallen
967,öffnen::V,ochmoq,openen
968,öffnen::V,ochmoq,opendoen
969,schließen::V,yopmoq,sluiten
970,schließen::V,yopmoq,dichtdoen
971,stellen::V,qo'ymoq,stellen
972,stellen::V,qo'ymoq,plaatsen
973,setzen::V,o'tqazmoq,zetten
974,setzen::V,o'tqazmoq,plaatsen
975,legen::V,yotqizmoq,leggen
976,berühren::V,tegmoq,aanraken
977,verbinden::V,ulamoq,verbinden
978,bedecken::V,bekitmoq,bedekken
979,aufhängen::V,ildirmoq,ophangen
980,anzünden::V,yondirmoq,aansteken
981,aufheben::V,ko'tarmoq,oprapen
982,zurücklassen::V,ayrilmoq,achterlaten
983,verlieren::V,yo'qotmoq,verliezen
984,fallen lassen::V,tushirmoq,laten vallen
985,machen::V,qilmoq,maken
986,herstellen::V,chiqarmoq,produceren
987,herstellen::V,chiqarmoq,voortbrengen
988,bauen::V,solmoq,bouwen
989,reparieren::V,tuzatmoq,repareren
990,reparieren::V,tuzatmoq,herstellen
991,verbessern::V,isloh qilmoq,verbeteren
992,ändern::V,o'zgartirmoq,wijzigen
993,ändern::V,o'zgartirmoq,veranderen
994,graben::V,qazimoq,graven
995,beugen::V,bukmoq,buigen
996,biegen::V,bukmoq,buigen
997,drehen::V,aylantirmoq,draaien
998,wenden::V,burmoq,keren
999,wenden::V,burmoq,wenden
1000,umdrehen::V,ag'darmoq,omdraaien
1001,heben::V,yuksaltirmoq,heffen
1002,heben::V,yuksaltirmoq,optillen
1003,hochheben::V,ko'tarmoq,tillen
1004,ergreifen::V,tutamlamoq,pakken
1005,ergreifen::V,tutamlamoq,grijpen
1006,halten::V,tutmoq,houden
1007,drücken::V,bosmoq,drukken
1008,schieben::V,surmoq,duwen
1009,schieben::V,surmoq,schuiven
1010,kratzen::V,qashimoq,krassen
1011,lecken::V,mijimoq,likken
1012,beißen::V,tishlamoq,bijten
1013,abreißen::V,emirmoq,afrukken
1014,abreißen::V,emirmoq,afscheuren
1015,abschneiden::V,cho'rt kesmoq,afsnijden
1016,binden::V,bog'lamoq,binden
1017,stecken::V,suqmoq,steken
1018,brechen::V,sindirmoq,breken
1019,klopfen::V,dukurlamoq,kloppen
1020,hauen::V,urmoq,houwen
1021,kleben::V,yopishtirmoq,plakken
1022,reiben::V,surkamoq,wrijven
1023,streichen::V,surkamoq,smeren
1024,schleifen::V,qayramoq,slijpen
1025,schneiden::V,kesmoq,snijden
1026,rütteln::V,chayqamoq,schudden
1027,schütteln::V,chayqamoq,schudden
1028,schwenken::V,chayqatmoq,wuiven
1029,schwenken::V,chayqatmoq,zwaaien
1030,schütten::V,quymoq,gieten
1031,schütten::V,quymoq,storten
1032,füllen::V,to'ldirmoq,vullen
1033,einwickeln::V,chulg'amoq,inwikkelen
1034,tragen::V,tashimoq,dragen
1035,schleppen::V,sudramoq,slepen
1036,ziehen::V,tortmoq,trekken
1037,aufbewahren::V,tutmoq,bewaren
1038,werfen::V,tashlamoq,gooien
1039,fangen::V,tutmoq,vangen
1040,packen::V,opqochmoq,pakken
1041,packen::V,opqochmoq,vastpakken
1042,verstecken::V,yashirmoq,verstoppen
1043,teilen::V,bo'lmoq,delen
1044,schicken::V,yubormoq,sturen
1045,bringen::V,keltirmoq,brengen
1046,hinzufügen::V,tirkamoq,toevoegen
1047,bekommen::V,olmoq,verkrijgen
1048,erhalten::V,olmoq,krijgen
1049,nehmen::V,olmoq,nemen
1050,wählen::V,saylamoq,kiezen
1051,wählen::V,saylamoq,verkiezen
1052,auswählen::V,saylamoq,uitkiezen
1053,bewahren::V,saqlamoq,bewaren
1054,behindern::V,xalal bermoq,hinderen
1055,verderben::V,xazon qilmoq,bederven
1056,beschädigen::V,buzmoq,beschadigen
1057,zerbrechen::V,sindirmoq,breken
1058,zerbrechen::V,sindirmoq,stukbreken
1059,zerreißen::V,yirtmoq,scheuren
1060,zerreißen::V,yirtmoq,verscheuren
1061,zerstören::V,vayron qilmoq,vernielen
1062,verbrennen::V,kuydirmoq,branden
1063,verbrennen::V,kuydirmoq,verbranden
1064,geben::V,bermoq,geven
1065,reichen::V,bermoq,reiken
1066,reichen::V,bermoq,aanreiken
1067,schenken::V,sovg'a qilmoq,schenken
1068,versprechen::V,va'da bermoq,beloven
1069,wünschen::V,orziqmoq,wensen
1070,loben::V,maqtamoq,loven
1071,loben::V,maqtamoq,prijzen
1072,küssen::V,o'pmoq,kussen
1073,wiegen::V,tebratmoq,wiegen
1074,zudecken::V,yopmoq,toedekken
1075,wecken::V,uyg'otmoq,wekken
1076,zeigen::V,ko'rsatmoq,tonen
1077,zeigen::V,ko'rsatmoq,wijzen
1078,führen::V,boshlik bo'lmoq,voeren
1079,lehren::V,o'rgatmoq,leren
1080,unterrichten::V,dars bermoq,onderwijzen
1081,aufziehen::V,o'stirmoq,grootbrengen
1082,leiten::V,boshqarmoq,leiden
1083,antreiben::V,shoshiltirmoq,aandrijven
1084,lassen::V,ruxsat bermoq,laten
1085,einladen::V,taklif kilmoq,uitnodigen
1086,vereinigen::V,qo'shmoq,verenigen
1087,besuchen::V,mehmonga bormoq,bezoeken
1088,treffen::V,duchor bo'lmoq,treffen
1089,treffen::V,duchor bo'lmoq,ontmoeten
1090,sich versammeln::V,to'planmoq,zich verzamelen
1091,spielen::V,o'ynamoq,spelen
1092,singen::V,yalla qilmoq,zingen
1093,tanzen::V,raqs qilmoq,dansen
1094,sich trennen::V,yakkalanmoq,van elkaar gaan
1095,verlassen::V,qoldirmoq,verlaten
1096,retten::V,qutqazmoq,redden
1097,bewachen::V,qo'rimoq,bewaken
1098,schützen::V,yoniga olmoq,beschermen
1099,verteidigen::V,yoqlamoq,verdedigen
1100,sich schlagen::V,yoqalashmoq,knokken
1101,schießen::V,otmoq,schieten
1102,siegen::V,engmoq,overwinnen
1103,ärgern::V,jahl chiqarmoq,ergeren
1104,schlagen::V,urmoq,slaan
1105,treten::V,tepmoq,trappen
1106,treten::V,tepmoq,schoppen
1107,stechen::V,qadamoq,steken
1108,stechen::V,qadamoq,prikken
1109,stoßen::V,turtmoq,stoten
1110,stehlen::V,o'g'rilamoq,stelen
1111,stören::V,tebratmoq,storen
1112,stören::V,tebratmoq,verstoren
1113,belästigen::V,g'ashini keltirmoq,lastig vallen
1114,verbergen::V,berkitmoq,verbergen
1115,täuschen::V,aldamoq,misleiden
1116,betrügen::V,tirriq qilmoq,bedriegen
1117,töten::V,o'ldirmoq,doden
1118,wohnen::V,istiqomat qilmoq,wonen
1119,arbeiten::V,ishlamoq,werken
1120,sammeln::V,yig'moq,inzamelen
1121,sammeln::V,yig'moq,verzamelen
1122,pflücken::V,termoq,plukken
1123,jagen::V,ov qilmoq,jagen
1124,fischen::V,baliq ovlamoq,vissen
1125,fassen::V,ilinmoq,vangen
1126,hüten::V,boqtirmoq,hoeden
1127,treiben::V,haydamoq,drijven
1128,anbinden::V,bog'lamoq,vastbinden
1129,füttern::V,edirmoq,voeren
1130,melken::V,sog'moq,melken
1131,hacken::V,chopmoq,hakken
1132,gießen::V,oqizmoq,gieten
1133,reifen::V,qizarmoq,rijpen
1134,zubereiten::V,pishirmoq,klaarmaken
1135,zubereiten::V,pishirmoq,toebereiden
1136,kochen::V,qaynatmoq,koken
1137,backen::V,yopmoq,bakken
1138,braten::V,qovurmoq,braden
1139,umrühren::V,atalamoq,omroeren
1140,stricken::V,to'qimoq,breien
1141,nähen::V,tikmoq,naaien
1142,färben::V,bo'yoqlamoq,verven
1143,färben::V,bo'yoqlamoq,kleuren
1144,reinigen::V,tozalamoq,reinigen
1145,waschen::V,yuvmoq,wassen
1146,abwischen::V,surkamoq,afvegen
1147,spülen::V,chaymoq,spoelen
1148,spülen::V,chaymoq,afwassen
1149,fegen::V,cho'tkalamoq,vegen
1150,kehren::V,supurmoq,vegen
1151,baden::V,cho'milmoq,baden
1152,sich waschen::V,yuvinmoq,zich wassen
1153,ausziehen::V,echintirmoq,uittrekken
1154,anziehen::V,kiymoq,aantrekken
1155,sich anziehen::V,kiyinmoq,zich aankleden
1156,kämmen::V,taramoq,kammen
1157,schmücken::V,yasatmoq,tooien
1158,sagen::V,aytmoq,zeggen
1159,sprechen::V,so'zlamoq,spreken
1160,reden::V,gapirmoq,praten
1161,sich unterhalten::V,suhbatlashmoq,zich onderhouden
1162,fragen::V,so'ramoq,vragen
1163,bitten::V,iltimos qilmoq,vragen
1164,bitten::V,iltimos qilmoq,verzoeken
1165,erzählen::V,aytib bermoq,vertellen
1166,mitteilen::V,bildirmoq,meedelen
1167,nennen::V,atamoq,noemen
1168,rufen::V,chaqirmoq,roepen
1169,prahlen::V,gerdaymoq,pralen
1170,übersetzen::V,tarjima qilmoq,vertalen
1171,denken::V,o'ylamoq,denken
1172,glauben::V,ishonmoq,geloven
1173,bemerken::V,payqamoq,bemerken
1174,erkennen::V,tanimoq,herkennen
1175,begreifen::V,tushunmoq,begrijpen
1176,verstehen::V,anglamoq,verstaan
1177,lernen::V,o'qimoq,leren
1178,wissen::V,bilmoq,weten
1179,sich erinnern an::V,äsni tanimoq,zich herinneren aan
1180,vergessen::V,unutmoq,vergeten
1181,messen::V,o'lchamoq,meten
1182,zählen::V,raqamlamoq,tellen
1183,rechnen::V,cho'tlamoq,rekenen
1184,lesen::V,o'qimoq,lezen
1185,malen::V,rasm solmoq,schilderen
1186,zeichnen::V,chizmoq,tekenen
1187,schreiben::V,yozmoq,schrijven
1188,besitzen::V,ägalamoq,bezitten
1189,kaufen::V,olmoq,kopen
1190,verkaufen::V,sotmoq,verkopen
1191,bezahlen::V,to'lamoq,betalen
1192,zahlen::V,to'lamoq,betalen
1193,beherrschen::V,ägalamoq,beheersen
1194,ertragen::V,chidamoq,verdragen
