,Concept_ID,sk,kn
570,breit::A,široký,ಅಗಲವಾದ
571,schmal::A,úzky,ಇಕ್ಕಟ್ಟಾದ
572,dicht::A,hustý,ದಟ್ಟ
573,dick[Gegenstand]::A,tlstý,ದಟ್ಟ
574,dünn::A,tenký,ತೆಳು
575,fein::A,jemný,ಕೋಮಲ
576,fest::A,pevný,ಘನ
577,flach::A,rovný,ಚಪ್ಪಟೆ
578,flach::A,plochý,ಚಪ್ಪಟೆ
579,glatt::A,hladký,ನಯ
580,hart::A,tvrdý,ಗಟ್ಟಿ
581,weich::A,mäkký,ಮೃದುವಾದ
582,rund::A,guľatý,ವರ್ತುಳ
583,rund::A,okrúhly,ವರ್ತುಳ
584,spitz::A,končitý,ಮೊನಚಾದ
585,scharf::A,ostrý,ತೀಕ್ಷ್ಣ
586,stumpf::A,tupý,ಮೊಂಡು
587,schwer::A,ťažký,ಭಾರಿ
588,schön::A,pekný,ಸುಂದರ
589,schön::A,krásny,ಸುಂದರ
590,heiß::A,horúci,ಬಿಸಿ
591,warm::A,teplý,ಬಿಸಿ
592,kalt::A,studený,ತಣ್ಣನೆಯ
593,kühl::A,chladný,ತಂಪಾದ
594,frisch::A,svieži,ನಿರ್ಮಲ
595,feucht::A,vlhký,ಒದ್ದೆಯಾದ
596,feucht::A,zvlhnutý,ಒದ್ದೆಯಾದ
597,nass::A,mokrý,ಒದ್ದೆಯಾದ
598,trocken::A,suchý,ಶುಷ್ಕ
599,voll::A,plný,ತುಂಬಿದ
600,leer::A,prázdny,ಖಾಲಿ
601,offen::A,otvorený,ಮುಚ್ಚಲ್ಲದ
602,geschlossen::A,zavretý,ಮುಚ್ಚಿದ
603,sauber::A,čistý,ಶುದ್ಧ
604,schmutzig::A,špinavý,ಅಶುದ್ಧ
605,roh::A,surový,ಹಸಿ
606,reif::A,zrelý,ಹಣ್ಣಾದ
607,lecker::A,chutný,ಗುಚಿಕರ
608,süß::A,sladký,ಸಿಹಿ
609,bitter::A,horký,ಕಹಿ
610,sauer::A,kyslý,ಹುಳಿಯಾದ
611,hell::A,jasný,ಹೊಳೆಯುವ
612,hell::A,svetlý,ಹೊಳೆಯುವ
613,dunkel::A,temný,ಮಬ್ಬಾದ
614,schwarz::A,čierny,ಕಪ್ಪು
615,weiß::A,biely,ಬಿಳಿಯ
616,rot::A,červený,ಕೆಂಪು
617,gelb::A,žltý,ಹಳದಯ
618,blau::A,modrý,ನೀಲ
619,blau::A,belasý,ನೀಲ
620,grün::A,zelený,ಕಾಯಾದ
621,grau::A,šedý,ಬೂದುಬಣ್ಣದ
622,bunt::A,pestrý,ವರ್ಣರಂಜಿತ
623,billig::A,lacný,ಅಗ್ಗ
624,teuer::A,drahý,ದುಬಾರಿಯಾದ
625,wertvoll::A,cenný,ಅಮೂಲ್ಯ
626,blind::A,slepý,ಅಂಧ
627,taub::A,hluchý,ಕಿವುಡಾದ
628,kräftig::A,silný,ಪ್ರಬಲ
629,stark::A,silný,ಶಕ್ತಿವಂತ
630,schwach::A,slabý,ದುರ್ಬಲ
631,schwach::A,bezvládny,ದುರ್ಬಲ
632,fett::A,tučný,ಕೊಬ್ಬಿದ
633,schlank::A,štíhly,ತೆಳ್ಳಗಿನ
634,hübsch::A,šumný,ಅಂದವಾದ
635,hübsch::A,švárny,ಅಂದವಾದ
636,böse::A,zlý,ಕೆಟ್ಟ
637,dumm::A,hlúpy,ಮಂದ
638,faul::A,lenivý,ಆಲಸ
639,fleißig::A,snaživý,ಕಡಗುವ
640,fleißig::A,usilovný,ಕಡಗುವ
641,geizig::A,skupý,ಜುಗ್ಗ
642,geizig::A,lakomý,ಜುಗ್ಗ
643,klug::A,múdry,ಚತುರ
644,klug::A,bystrý,ಚತುರ
645,geschickt::A,zručný,ದಕ್ಷ
646,geschickt::A,šikovný,ದಕ್ಷ
647,lieb::A,milý,ಪ್ರಿಯ
648,lustig::A,veselý,ಖುಷಿಯಾದ
649,sanft::A,nežný,ಸೌಮ್ಯ
650,hungrig::A,lačný,ಹಸಿದ
651,hungrig::A,hladný,ಹಸಿದ
652,krank::A,chorý,ಅಸ್ವಸ್ಥ
653,krank::A,nemocný,ಅಸ್ವಸ್ಥ
654,nackt::A,nahý,ನಗ್ನ
655,traurig::A,smutný,ದುಃಖಿತ
656,lebendig::A,živý,ಜೀವಂತ
657,gut::A,dobrý,ಒಳ್ಳೆಯ
658,schlecht::A,zlý,ದುಷ್ಟ
659,richtig::A,správny,ಸರಿ
660,schlimm::A,zlý,ಅಸಹ್ಯ
661,schlimm::A,nepríjemný,ಅಸಹ್ಯ
662,wahr::A,pravý,ನಿಜ
663,wahr::A,pravdivý,ನಿಜ
664,alt::A,starý,ಮುದಿ
665,neu::A,nový,ಹೊಸ
666,ehemalig::A,bývalý,ಮಾಜೀ
667,alt[Lebewesen]::A,starý,ವೃದ್ಧ
668,jung::A,mladý,ಎಳ
669,arm::A,chudobný,ಬಡ
670,reich::A,bohatý,ಶ್ರೀಮಂತ
671,bekannt::A,známy,ಅಪ್ತ
672,berühmt::A,slávny,ಪ್ರಸಿದ್ಧ
673,berühmt::A,povestný,ಪ್ರಸಿದ್ಧ
674,fremd::A,cudzí,ಪರಕೀಯ
675,verschieden::A,rôzny,ಬೇರೆ
676,verschieden::A,rozličný,ಬೇರೆ
677,nah::A,blízky,ಹತ್ತಿರವಾದ
678,fern::A,ďaleký,ದೂರದ
679,linker::A,ľavý,ಎಡ
680,rechter::A,pravý,ಬಲ
681,anderer::A,iný,ಇತರ
682,anderer::A,druhý,ಇತರ
683,erster::A,prvý,ಪ್ರಥಮ
684,zweiter::A,druhý,ದ್ವಿತೀಯ
685,dritter::A,tretí,ಮೂರನೆಯಜಗತ್ತು
686,letzter::A,ostatný,ಅಂತ್ಯ
687,letzter::A,posledný,ಅಂತ್ಯ
688,allein::ADV,sám,ಒಬ್ಬನೇ
689,auf einmal::ADV,zároveň,ಒಡನೆ
690,zusammen::ADV,spolu,ಒಟ್ಟಿಗೆ
691,zusammen::ADV,spoločne,ಒಟ್ಟಿಗೆ
692,lange::ADV,dlho,ದೀರ್ಘ
693,plötzlich::ADV,náhle,ಅನಾಮತ್ತು
694,sofort::ADV,hneď,ಜಾಗ್ರತೆ
695,sofort::ADV,ihneď,ಜಾಗ್ರತೆ
696,später::ADV,neskoršie,ತರುವಾಯ
697,jetzt::ADV,teraz,ಈಗ
698,heute::ADV,dnes,ಇಂದು
699,morgen::ADV,zajtra,ನಾಳೆ
700,bald::ADV,skoro,ಬೇಗ
701,dann::ADV,nato,ಆಗ
702,dann::ADV,potom,ಆಗ
703,gestern::ADV,včera,ನಿನ್ನೆ
704,einst::ADV,kedysi,ಪೂರ್ವದಲ್ಲಿ
705,einst::ADV,niekedy,ಪೂರ್ವದಲ್ಲಿ
706,damals::ADV,vtedy,ಆಗ
707,danach::ADV,potom,ಆಮೇಲೆ
708,danach::ADV,podľa toho,ಆಮೇಲೆ
709,vorher::ADV,napred,ಮುಂಚೆ
710,vorher::ADV,predtým,ಮುಂಚೆ
711,zuerst::ADV,najprv,ಮೊದಲಿಗೆ
712,einmal::ADV,raz,ಒಮ್ಮೆ
713,einmal::ADV,jedenkrát,ಒಮ್ಮೆ
714,manchmal::ADV,občas,ಆಗಾಗ
715,manchmal::ADV,niekedy,ಆಗಾಗ
716,oft::ADV,často,ಅನೇಕಸಲ
717,immer::ADV,vždy,ಯಾವಾಗಲೂ
718,immer::ADV,ustavične,ಯಾವಾಗಲೂ
719,niemals::ADV,nikdy,ಯಾವಾಗಲೂ ಇಲ್ಲ
720,hier::ADV,tu,ಇಲ್ಲಿ
721,hierhin::ADV,sem,ಇತ್ತ
722,hierhin::ADV,tade,ಇತ್ತ
723,von hier::ADV,odtiaľto,ಇಲ್ಲಿಂದ
724,dort::ADV,tam,ಅಲ್ಲಿ
725,dorthin::ADV,ta,ಅಲ್ಲಿಗೆ
726,dorthin::ADV,tam,ಅಲ್ಲಿಗೆ
727,geradeaus::ADV,rovno,ಸೀದಾ
728,geradeaus::ADV,priamo,ಸೀದಾ
729,vorwärts::ADV,napred,ಮುನ್ನೆಡೆವ
730,rückwärts::ADV,nazad,ಹಿಂದುಗಡೆಗೆ
731,zurück::ADV,späť,ಹಿಂದಕ್ಕೆ
732,zurück::ADV,naspäť,ಹಿಂದಕ್ಕೆ
733,unten::ADV,dolu,ಕೆಳಗೆ
734,unten::ADV,naspodku,ಕೆಳಗೆ
735,hinab::ADV,dolu,ಕೆಳಕ್ಕೆ
736,oben::ADV,hore,ಮೇಲೆ
737,oben::ADV,navrchu,ಮೇಲೆ
738,hinauf::ADV,hore,ಮೇಲಕ್ಕೆ
739,hinauf::ADV,navrch,ಮೇಲಕ್ಕೆ
740,überall::ADV,všade,ಎಲ್ಲಸ್ಥಳಗಳು
741,nicht::ADV,nie,ಇಲ್ಲ
742,nicht::ADV,nie,ಅಲ್ಲ
743,ein wenig::ADV,trocha,ತುಸು
744,kaum::ADV,ledva,ಕಠಿನವಾಗಿ
745,sehr::ADV,veľmi,ಬಹು
746,so::ADV,tak,ಅಷ್ಟು
747,so::ADV,takto,ಅಷ್ಟು
748,noch::ADV,ešte,ಇನ್ನು
749,nur::ADV,len,ಕೇವಲ
750,schon::ADV,už,ಆಗಲೇ
751,wieder::ADV,zasa,ಪುನಃ
752,vergebens::ADV,márne,ನಿಷ್ಫಲವಾಗಿ
753,vergebens::ADV,nadarmo,ನಿಷ್ಫಲವಾಗಿ
754,vor::PRP,pred,ಮುಂದೆ
755,hinter::PRP,za,ಹಿಂದ
756,unter::PRP,pod,ಕೆಳ
757,durch::PRP,cez,ನೇರವಾಗಿ
758,neben::PRP,pri,ಅಧರ ಬಲಿಕ
759,neben::PRP,vedľa,ಅಧರ ಬಲಿಕ
760,zwischen::PRP,medzi,ನಡುವೆ
761,wegen::PRP,pre,ಅಧಕ್ಕಗಿ
762,wegen::PRP,kvôli,ಅಧಕ್ಕಗಿ
763,dies::PRN,to,ಈ
764,dies::PRN,táto,ಈ
765,das::PRN,to,ಅದು
766,alles::PRN,všetko,ಎಲ್ಲ
767,ich::PRN,ja,ನಾನು
768,du::PRN,ty,ನೀನು
769,er::PRN,on,ಅವನು
770,er::PRN,on,ಇವನು
771,wir::PRN,my,ನಾವು
772,ihr::PRN,vy,ನೀವು
773,sie::PRN,oni,ಅವರು
774,was::FPRN,čo,ಏನು
775,wer::FPRN,kto,ಯಾರಿಗೆ
776,wo::FADV,kde,ಎಲ್ಲಿ
777,wohin::FADV,kam,ಎಲ್ಲಿಗೆ
778,wie::FADV,ako,ಹೇಗೆ
779,warum::FADV,prečo,ಏಕೆ
780,wieviel::FNUM,koľko,ಎಷ್ಟು
781,eins::NUM,jeden,ಒಂದು
782,zwei::NUM,dva,ಎರಡು
783,drei::NUM,tri,ಮೂರು
784,vier::NUM,štyri,ನಾಲ್ಕು
785,fünf::NUM,päť,ಅಯ್ದು
786,sechs::NUM,šesť,ಆರು
787,sieben::NUM,sedem,ಏಳು
788,acht::NUM,osem,ಎಂಟು
789,neun::NUM,deväť,ಒಂಭಬತ್ತು
790,zehn::NUM,desať,ಹತ್ತು
791,elf::NUM,jedenásť,ಹನ್ನೊಂದು
792,zwölf::NUM,dvanásť,ಹನ್ನೆರಡು
793,zwanzig::NUM,dvadsať,ಇಪ್ಪತ್ತು
794,dreißig::NUM,tridsať,ಮೂವತ್ತು
795,vierzig::NUM,štyridsať,ನಲವತ್ತು
796,fünfzig::NUM,päťdesiat,ಐವತ್ತು
797,sechzig::NUM,šesťdesiat,ಅರುವತ್ತು
798,siebzig::NUM,sedemdesiat,ಎಪ್ಪತ್ತು
799,achtzig::NUM,osemdesiat,ಎಂಬತ್ತು
800,neunzig::NUM,deväťdesiat,ತೊಂಬತ್ತು
801,hundert::NUM,sto,ನೂರು
802,tausend::NUM,tisíc,ಸಾವಿರ
803,und::CNJ,i,ಮತ್ತು
804,oder::CNJ,alebo,ಅಥವಾ
805,stehen::V,stáť,ನಿಲ್ಲು
806,sitzen::V,sedieť,ಕುಳ್ಳಿರು
807,liegen::V,ležať,ಮಲಗಿಕೊ
808,hängen::V,visieť,ಇಳಿಯಬಿಡು
809,werden::V,stať sa,ಆಗು
810,passieren::V,stať sa,ಆಗು
811,beginnen::V,začať sa,ಆರಂಭಿಸು
812,enden::V,končiť sa,ಕೊನೆಗಾಣು
813,wechseln::V,meniť sa,ಮಾರ್ಪಡಿಸು
814,aufgehen[Sonne]::V,vychádzať,ಮೂಡು
815,untergehen[Sonne]::V,zapadnúť,ಮುಳುಗು
816,scheinen[Sonne]::V,svietiť,ಹೊಳೆ
817,donnern::V,hrmieť,ಗುಡುಗಾಗು
818,wehen::V,viať,ತೀಡು
819,strömen::V,prúdiť,ಹರಿ
820,fließen::V,tiecť,ಹರಿ
821,sich drehen::V,točiť sa,ಸುತ್ತು
822,sich drehen::V,krútiť sa,ಸುತ್ತು
823,schwanken::V,kolísať,ಓಲಾಡು
824,schwanken::V,klátiť sa,ಓಲಾಡು
825,schwingen::V,kývať sa,ತೂಗು
826,schwingen::V,chvieť sa,ತೂಗು
827,fallen::V,padať,ಉದುರು
828,brennen::V,páliť,ಉರಿ
829,brennen::V,horieť,ಉರಿ
830,rauchen::V,dymiť sa,ಹೊಗೆಬಿಡು
831,regnen::V,pršať,ಸುರಿ
832,gefrieren::V,zamrznút,ಹೆಪ್ಪುಗಟ್ಟು
833,tauen::V,taviť sa,ಬೆಚ್ಚಗಾಗು
834,schmelzen::V,taviť sa,ಕರಗು
835,trocknen::V,schnúť,ಒಣಗು
836,sieden::V,vrieť,ಕುದಿ
837,faulen::V,hniť,ಕೊಳೆ
838,verfaulen::V,zhniť,ನಶಿಸು
839,reißen::V,pretrhnúť sa,ಒಡೆ
840,versinken::V,zapadnúť,ಮುಳುಗು
841,versinken::V,potopiť sa,ಮುಳುಗು
842,vergehen::V,plynúť,ಸಾಗು
843,erscheinen::V,objaviť sa,ತೋರು
844,verschwinden::V,zmiznúť,ಮಾಯವಾಗು
845,sinken::V,klesať,ಕುಸಿ
846,abnehmen::V,ubúdať,ತಗ್ಗು
847,zunehmen::V,pribúdať,ಬೆಳೆ
848,steigen::V,stúpať,ಉಬ್ಬು
849,wachsen::V,rásť,ಬೆಳೆ
850,glänzen::V,jagať sa,ಮಿರುಗು
851,glänzen::V,lesknúť sa,ಮಿರುಗು
852,funkeln::V,iskriť sa,ಮಿನುಗು
853,lärmen::V,lomoziť,ಶಬ್ದ ಮಾಡಲು
854,läuten::V,cengať,ಬಾರಿಸು
855,klingeln::V,zvoniť,ಅನುರಣಿಸು
856,klirren::V,rinčať,ಕಿಣಿಕಿಣಿಸು
857,brausen::V,hučať,ಅಬ್ಬರಿಸು
858,rauschen::V,šumieť,ಮರ್ಮರಗುಟ್ಟಿಸು
859,klingen::V,znieť,ಉಸಿರು
860,klingen::V,zvoniť,ಉಸಿರು
861,bellen::V,štekať,ಬಗುಳು
862,bellen::V,brechať,ಬಗುಳು
863,heulen::V,vyť,ಅರಚು
864,blasen::V,duť,ಗಾಳಿ ಊದು
865,blasen::V,fúkať,ಗಾಳಿ ಊದು
866,pfeifen::V,pískať,ಸಿಳ್ಳೆಯೂದು
867,pfeifen::V,hvízdať,ಸಿಳ್ಳೆಯೂದು
868,schreien::V,kričať,ಕರೆ
869,stöhnen::V,stenať,ನರಳು
870,zittern::V,triasť sa,ನಡುಗು
871,leben::V,žiť,ಇರು
872,geboren werden::V,narodiť sa,ಉಂಟಾಗು
873,atmen::V,dýchať,ಉಸಿರು
874,trinken::V,piť,ಕುಡಿ
875,essen::V,jesť,ತಿನ್ನು
876,schlucken::V,zhltnuť,ನುಂಗು
877,müde werden::V,unaviť sa,ಬಳಲು
878,einschlafen::V,usnúť,ನಿದ್ಧೆಹೋಗು
879,einschlafen::V,zaspať,ನಿದ್ಧೆಹೋಗು
880,schlafen::V,spať,ನಿದ್ರಿಸು
881,aufwachen::V,zobudiť sa,ಏಳು
882,aufstehen::V,vstať,ಏಳು
883,sich erholen::V,zotavovať sa,ಸುಧಾರಿಸು
884,sich erholen::V,oddýchovať si,ಸುಧಾರಿಸು
885,krank werden::V,ochorieť,ಬೇನೆಬೀಳು
886,krank sein::V,chorieť,ಕೆಟ್ಟ ಎಂದು
887,krank sein::V,byť chorý,ಕೆಟ್ಟ ಎಂದು
888,schmerzen::V,bolieť,ಕಚ್ಚು
889,husten::V,kašľať,ಕೆಮ್ಮು
890,genesen::V,uzdraviť sa,ಮತ್ತೆಹೊದಿಸು
891,sterben::V,umrieť,ಮೃತಪಡು
892,sterben::V,zomrieť,ಮೃತಪಡು
893,umkommen::V,zahynúť,ಹಾಳಾಗು
894,sich bewegen::V,pohybovať sa,ಚಲಿಸು
895,sich rühren::V,hnúť sa,ಕದಲು
896,sich erheben::V,zdvihnúť sa,ಏಳು
897,sich setzen::V,sadnúť si,ಕೂರು
898,hinfallen::V,spadnúť,ಬೀಳು
899,laufen::V,bežať,ನಡೆ
900,schreiten::V,kráčať,ಮೆಲ್ಲಗೆ ನಡೆ
901,spazierengehen::V,prechádzať sa,ವಿಹರಿಸು
902,eilen::V,súriť,ಮುನ್ನುಗ್ಗು
903,sich beeilen::V,ponáhľať sa,ಆತುರಪಡು
904,sausen::V,hučať,ಒಗೆ
905,rennen::V,bežať,ಓಡು
906,springen::V,skákať,ಜಿಗಿ
907,klettern::V,liezť,ಏರು
908,schaukeln::V,húpať,ತೂಗು
909,schaukeln::V,hojdať,ತೂಗು
910,kriechen::V,liezť,ತೆವಳು
911,kriechen::V,plaziť sa,ತೆವಳು
912,schwimmen::V,plávať,ಈಜು
913,tauchen::V,ponoriť sa,ಕೆಳಗಿಳಿ
914,rudern::V,veslovať,ಸಾಗಿಸು
915,fahren::V,ísť,ನಡೆಸು
916,fahren::V,jazdiť,ನಡೆಸು
917,fliegen::V,letieť,ಹಾರು
918,gehen::V,ísť,ಹೋಗು
919,weggehen::V,odísť,ಹೊರಡು
920,weggehen::V,odchádzať,ಹೊರಡು
921,abfahren::V,odcestovať,ತೆರಳು
922,anhalten::V,zadržať sa,ನಿಲ್ಲು
923,anhalten::V,zastaviť sa,ನಿಲ್ಲು
924,hineingehen::V,vchádzať,ಒಳಹೊಗು
925,eintreten::V,vojsť,ಒಳಹೊಗು
926,eintreten::V,vstúpiť,ಒಳಹೊಗು
927,kommen::V,prísť,ಬರು
928,ankommen::V,prísť,ಬರು
929,ankommen::V,doraziť,ಬರು
930,zurückkommen::V,vrátiť sa,ಹಿಂದಿರುಗು
931,bleiben::V,ostať,ಇರು
932,bleiben::V,zostať,ಇರು
933,warten::V,čakať,ಇರು
934,erwarten::V,očakávať,ನಿರೀಕ್ಷಿಸು
935,suchen::V,hľadať,ಹುಡುಕು
936,finden::V,nájsť,ಕಂಡುಕೊ
937,versuchen::V,skúsiť,ಪ್ರಯತ್ನಿಸು
938,versuchen::V,pokúsiť sa,ಪ್ರಯತ್ನಿಸು
939,vorbereiten::V,pripraviť,ಸಿದ್ಧವಾಗು
940,lieben::V,ľúbiť,ಪ್ರೀತಿಸು
941,lieben::V,milovať,ಪ್ರೀತಿಸು
942,mögen::V,mať rád,ಇಷ್ಟಪಡು
943,lachen::V,smiať sa,ನಗು
944,rühren::V,dojať,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
945,weinen::V,plakať,ಅಳು
946,schimpfen::V,nadávať,ಗೊಣಗು
947,sich ärgern::V,hnevať sa,ಗಣಗಾಡು
948,sich ärgern::V,zlostiť sa,ಗಣಗಾಡು
949,sich fürchten::V,báť sa,ನಡುಗು
950,fürchten::V,báť sa,ಹೆದರು
951,fliehen::V,utekať,ಓಡಿಹೋಗು
952,flüchten::V,utiecť,ಪಾರಾಗು
953,sehen::V,vidieť,ಕಾಣು
954,anschauen::V,pozrieť sa na,ನೋಡು
955,ansehen::V,pozrieť,ನಿರೀಕ್ಷಿಸು
956,hören::V,počúvať,ಕೇಳು
957,zuhören::V,počúvať,ಆಲಿಸು
958,probieren::V,ochutnať,ರುಚಿ ನೋಡು
959,riechen::V,ňuchať,ಮೂಸು
960,fühlen::V,cítiť,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
961,fühlen::V,pociťovať,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
962,scheinen::V,zdať sa,ತೋರು
963,zu sehen sein::V,byť vidieť,ಕಾಣಿಸು
964,vernehmen::V,počuť,ಕೇಳು
965,frieren::V,mrznúť,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
966,frieren::V,oziabať,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
967,tun::V,robiť,ಮಾಡು
968,können::V,môcť,ಮಾಡಬಲ್ಲ
969,wollen::V,chcieť,ಬಯಸು
970,anfangen::V,začať,ಪ್ರಾರಂಭಿಸು
971,beenden::V,skončiť,ನಿಲ್ಲಿಸು
972,aufhören::V,prestať,ಮುಗಿಸು
973,gelingen::V,podariť sa,ಯಶಸ್ವಿಯಾಗು
974,geraten::V,dariť sa,ಉತ್ಪತ್ತಿಮಾಡು
975,öffnen::V,otvoriť,ತೆರೆ
976,schließen::V,zavrieť,ಮುಚ್ಚು
977,stellen::V,postaviť,ಇಕ್ಕು
978,setzen::V,posadiť,ಇಡು
979,legen::V,klásť,ಇಡು
980,legen::V,položiť,ಇಡು
981,berühren::V,dotykať sa,ತಾಕು
982,verbinden::V,spojiť,ಕೂಡಿಸು
983,bedecken::V,pokryť,ಮುಚ್ಚು
984,aufhängen::V,zavesiť,ತೂಗುಹಾಕು
985,anzünden::V,zapáliť,ಹತ್ತಿಸು
986,aufheben::V,zdvihnúť,ಆಯಿ
987,zurücklassen::V,zanechať,ಬಿಡು
988,verlieren::V,stratiť,ಕಳೆ
989,fallen lassen::V,pustiť,ಬೀಳಿಸು
990,machen::V,robiť,ಮಾಡು
991,herstellen::V,vyrobiť,ತಯಾರಿಸು
992,bauen::V,stavať,ಕಟ್ಟು
993,bauen::V,budovať,ಕಟ್ಟು
994,reparieren::V,opraviť,ಸರಿಪಡಿಸು
995,verbessern::V,zlepšiť,ತಿದ್ದು
996,ändern::V,zmeniť,ಬದಲಾಯಿಸು
997,ändern::V,preinačiť,ಬದಲಾಯಿಸು
998,graben::V,ryť,ಅಗೆ
999,graben::V,kopať,ಅಗೆ
1000,beugen::V,ohnúť,ಬಗ್ಗಿಸು
1001,biegen::V,ohnúť,ಬಗ್ಗಿಸು
1002,drehen::V,točiť,ತಿರುಗು
1003,drehen::V,krútiť,ತಿರುಗು
1004,wenden::V,obrátiť,ತಿರುಗು
1005,wenden::V,prevrátiť,ತಿರುಗು
1006,umdrehen::V,otočiť,ತಿರುಗಿಸು
1007,umdrehen::V,obrátiť,ತಿರುಗಿಸು
1008,heben::V,dvíhať,ಎತ್ತು
1009,heben::V,povzniesť,ಎತ್ತು
1010,hochheben::V,zdvihnúť,ಎತ್ತು
1011,ergreifen::V,uchopiť sa,ಆಕ್ರಮಿಸು
1012,halten::V,držať,ಹಿಡಿ
1013,drücken::V,tisnúť,ಒತ್ತು
1014,schieben::V,posunovať,ನೂಕು
1015,kratzen::V,škrabať,ತರಚಿಕೊಳ್ಳು
1016,lecken::V,lízať,ನೆಕ್ಕು
1017,beißen::V,kúsať,ಕಚ್ಚು
1018,abreißen::V,odtrhnúť,ಹರಿ
1019,abschneiden::V,odrezať,ಕತ್ತರಿಸು
1020,abschneiden::V,odkrojiť,ಕತ್ತರಿಸು
1021,binden::V,zaviazať,ಕಟ್ಟು
1022,binden::V,priviazať,ಕಟ್ಟು
1023,stecken::V,strčiť,ಸಿಕ್ಕಿಸು
1024,brechen::V,zlomiť,ಮುರಿ
1025,klopfen::V,tĺcť,ತಟ್ಟು
1026,klopfen::V,klopať,ತಟ್ಟು
1027,hauen::V,nabiť,ಹೊಡೆ
1028,kleben::V,lepiť,ಅಂಟಿಸು
1029,kleben::V,nalepiť,ಅಂಟಿಸು
1030,reiben::V,trieť,ಉಜ್ಜು
1031,streichen::V,namazať,ಹರಡು
1032,schleifen::V,ostríť,ಮಸೆ
1033,schneiden::V,rezať,ಕತ್ತರಿಸು
1034,schneiden::V,strihať,ಕತ್ತರಿಸು
1035,rütteln::V,triasť,ಕುಲುಕಿಸು
1036,rütteln::V,lomcovať,ಕುಲುಕಿಸು
1037,schütteln::V,triasť,ಅಲುಗಿಸು
1038,schütteln::V,potriasť,ಅಲುಗಿಸು
1039,schwenken::V,mávať,ತೂಗಾಡು
1040,schütten::V,sypať,ಎರೆ
1041,füllen::V,plniť,ತುಂಬಿಸು
1042,einwickeln::V,zabaliť,ಹೊದಿಸು
1043,tragen::V,niesť,ಹೊರು
1044,schleppen::V,vliecť,ಜಗ್ಗು
1045,ziehen::V,ťahať,ಎಳೆ
1046,aufbewahren::V,uložiť,ಇಟ್ಟುಕೊ
1047,aufbewahren::V,uschovať,ಇಟ್ಟುಕೊ
1048,werfen::V,hodiť,ಎಸೆ
1049,werfen::V,vrhnúť,ಎಸೆ
1050,fangen::V,chytať,ಹಿಡಿ
1051,packen::V,baliť,ಸೆಳೆ
1052,packen::V,chytiť,ಸೆಳೆ
1053,verstecken::V,skryť,ಮುಚ್ಚಿಡು
1054,verstecken::V,schovať,ಮುಚ್ಚಿಡು
1055,teilen::V,podeliť,ವಿಭಜಿಸು
1056,teilen::V,rozdeliť,ವಿಭಜಿಸು
1057,schicken::V,posielať,ಕಳುಹಿಸು
1058,bringen::V,priniesť,ತರು
1059,hinzufügen::V,pripojiť,ಕೂಡಿಸು
1060,bekommen::V,dostať,ಸಂಪಾದಿಸು
1061,erhalten::V,prijať,ಪಡೆ
1062,nehmen::V,vziať,ಹಿಡಿ
1063,wählen::V,voliť,ಆರಿಸು
1064,auswählen::V,vybrať,ಆಯಿ
1065,auswählen::V,vyvoliť,ಆಯಿ
1066,bewahren::V,zachovať,ರಕ್ಷಿಸಿಡು
1067,behindern::V,zavadzať,ಅಡ್ಡಿಮಾಡು
1068,behindern::V,byť v ceste,ಅಡ್ಡಿಮಾಡು
1069,verderben::V,skaziť,ಕೆಡಿಸು
1070,beschädigen::V,ublížiť,ಹಾಳುಮಾಡು
1071,beschädigen::V,poškodiť,ಹಾಳುಮಾಡು
1072,zerbrechen::V,rozbiť,ಮುರಿ
1073,zerbrechen::V,prelomiť,ಮುರಿ
1074,zerreißen::V,pretrhnúť,ಸೀಳು
1075,zerstören::V,zničiť,ಅಳಿಸು
1076,verbrennen::V,spáliť,ಸುಡು
1077,geben::V,dať,ಕೊಡು
1078,reichen::V,podať,ಕೊಡು
1079,schenken::V,darovať,ಅರ್ಪಿಸು
1080,versprechen::V,sľúbiť,ವಾಗ್ದಾನಮಾಡು
1081,wünschen::V,želať,ಬಯಸು
1082,loben::V,chváliť,ಹೊಗಳು
1083,küssen::V,bozkať,ಚುಂಬಿಸು
1084,wiegen::V,kolísať,ತೂಗು
1085,zudecken::V,prikryť,ಹಾಸು
1086,wecken::V,zobudiť,ಎಬ್ಬಿಸು
1087,zeigen::V,ukázať,ತೋರಿಸು
1088,führen::V,viesť,ದಾರಿತೋರಿಸು
1089,lehren::V,učiť,ಕಲಿಸು
1090,unterrichten::V,vyučovať,ಬೋಧಿಸು
1091,aufziehen::V,vychovať,ಸಲಹು
1092,leiten::V,viesť,ಮುಂದಾಳಾಗಿರು 
1093,antreiben::V,popudiť,ಓಡಿಸು
1094,lassen::V,dať,ಮಾಡಲುಬಿಡು
1095,einladen::V,pozvať,ಆಹ್ವಾನಿಸು
1096,einladen::V,povolať,ಆಹ್ವಾನಿಸು
1097,vereinigen::V,spojiť,ಒಂದಾಗು
1098,vereinigen::V,zjednotiť,ಒಂದಾಗು
1099,besuchen::V,navštíviť,ಭೇಟಿಯಾಗು
