,Concept_ID,fa,cs
322,Hilfe::N,کمک,pomoc
323,Freund::N,دوست,přítel
324,Kamerad::N,رفیق,kamarád
325,Angelegenheit::N,امر,záležitost
326,Angelegenheit::N,قضیه,záležitost
327,Anzahl::N,عده,počet
328,Anzahl::N,شمار,počet
329,Art::N,نوع,druh
330,Stück::N,تکه,kus
331,Stück::N,تکه,kousek
332,Stück::N,قطعه,kus
333,Stück::N,قطعه,kousek
334,Teil::N,بخش,díl
335,Teil::N,بخش,část
336,Teil::N,قسمت,díl
337,Teil::N,قسمت,část
338,Hälfte::N,نیم,půl
339,Kreis::N,حلقه,kruh
340,Kreis::N,دایره,kruh
341,Kreuz::N,صلیب,kříž
342,Linie::N,خط,linka
343,Linie::N,سطر,linka
344,Strich::N,خط,čára
345,Strich::N,خط,čárka
346,Abstand::N,فاصله,vzdálenost
347,Entfernung::N,مسافت,vzdálenost
348,Gegend::N,منطقه,krajina
349,Platz::N,گنجایش,prostor
350,Ort::N,جا,místo
351,Ort::N,محل,místo
352,Ort::N,مکان,místo
353,Seite::N,طرف,strana
354,Mitte::N,وسط,střed
355,Mitte::N,وسط,prostředek
356,Mitte::N,میان,střed
357,Mitte::N,میان,prostředek
358,Gegenstand::N,چیز,předmět
359,Sache::N,چیز,věc
360,Rand::N,کنار,kraj
361,Rand::N,کنار,okraj
362,Rand::N,حاشیه,kraj
363,Rand::N,حاشیه,okraj
364,Kante::N,لبه,hrana
365,Ecke::N,گوشه,roh
366,Spitze::N,سر,hrot
367,Spitze::N,سر,špička
368,Spitze::N,نوک,hrot
369,Spitze::N,نوک,špička
370,Ende::N,ته,konec
371,Ende::N,آخر,konec
372,Loch::N,سوراخ,díra
373,Winkel::N,کنج,kout
374,Muster::N,نقش,vzor
375,Größe::N,قد,velikost
376,Größe::N,بزرگی,velikost
377,Länge::N,طول,délka
378,Höhe::N,بلندی,výška
379,Gewicht::N,وزن,váha
380,Menge::N,مقدار,množství
381,Menge::N,اندازه,množství
382,Haufen::N,توده,kupa
383,Haufen::N,توده,hromada
384,Reihe::N,ردیف,řada
385,Reihe::N,ردیف,řádek
386,Boot::N,قایق,člun
387,Ruder::N,پارو,veslo
388,Schlitten::N,سورتمه,sáně
389,Ski::N,اسکی,lyže
390,Lagerfeuer::N,آتش,táborák
391,Last::N,بار,náklad
392,Last::N,بار,břemeno
393,Last::N,سنگینی,náklad
394,Last::N,سنگینی,břemeno
395,Gang::N,راه رفتن,chůze
396,Gang::N,راه رفتن,chodba
397,Schritt::N,قدم,krok
398,Norden::N,شمال,sever
399,Süden::N,جنوب,jih
400,Westen::N,غرب,západ
401,Osten::N,شرق,východ
402,Holz::N,چوب,dřevo
403,Brett::N,تخته,prkno
404,Platte::N,صفحه,deska
405,Stütze::N,تکیه,opěra
406,Stange::N,میله,tyč
407,Stange::N,میله,tyčka
408,Stock::N,چوب,hůlka
409,Stab::N,عصا,hůl
410,Rohr::N,لوله,trubka
411,Haus::N,منزل,dům
412,Heim::N,خانه,domov
413,Heim::N,کاشانه,domov
414,Ofen::N,بخاری,kamna
415,Fußboden::N,کف اتاق,podlaha
416,Tisch::N,میز,stůl
417,Stuhl::N,صندلی,židle
418,Wiege::N,گهواره,kolébka
419,Bett::N,تختخواب,postel
420,Regal::N,قفسه,regál
421,Regal::N,قفسه,police
422,Kiste::N,صندوق,bedna
423,Fenster::N,پنجره,okno
424,Tür::N,در,dveře
425,Tür::N,درب,dveře
426,Tor::N,دروازه,vrata
427,Zaun::N,حصار,plot
428,Dach::N,بام,střecha
429,Leiter::N,نردبان,žebřík
430,Besen::N,جارو,koště
431,Besen::N,جارو,smeták
432,Spaten::N,بیل,rýč
433,Schaufel::N,بیل,lopata
434,Schaufel::N,پارو,lopata
435,Gabel::N,چنگال,vidlička
436,Löffel::N,قاشق,lžíce
437,Messer::N,کارد,nůž
438,Nagel::N,میخ,hřebík
439,Netz::N,تور,síť
440,Netz::N,شبکه,síť
441,Haken::N,قلاب,hák
442,Griff::N,دسته,držadlo
443,Schloss::N,قفل,zámek
444,Bild::N,عکس,obraz
445,Bild::N,تصویر,obraz
446,Figur::N,تندیس,figura
447,Puppe::N,عروسک,panenka
448,Beutel::N,کیسه,pytlík
449,Bündel::N,بسته,svazek
450,Tasche::N,کیف,taška
451,Tasche::N,کیف,brašna
452,Eimer::N,سطل,kýbl
453,Eimer::N,سطل,vědro
454,Deckel::N,در,víko
455,Deckel::N,در,příklop
456,Geschirr::N,ظرف,nádobí
457,Sack::N,گونی,pytel
458,Tasse::N,فنجان,šálek
459,Topf::N,دیگ,hrnec
460,Topf::N,قابلمه,hrnec
461,Kessel::N,دیگ,kotel
462,Essen::N,خوراک,jídlo
463,Nahrung::N,غذا,strava
464,Nahrung::N,غذا,potrava
465,Speise::N,خوراک,jídlo
466,Fleisch::N,گوشت,maso
467,Getreide::N,غله,obilí
468,Brei::N,فرنی,kaše
469,Brei::N,حریره,kaše
470,Brot::N,نان,chléb
471,Scheibe::N,قاچ,krajíc
472,Scheibe::N,لزگه,krajíc
473,Fett::N,چربی,tuk
474,Fett::N,چربی,omastek
475,Butter::N,کره,máslo
476,Öl::N,روغن,olej
477,Salz::N,نمک,sůl
478,Suppe::N,آش,polévka
479,Suppe::N,سوپ,polévka
480,Honig::N,عسل,med
481,Milch::N,شیر,mléko
482,Tee::N,چای,čaj
483,Leder::N,چرم,kůže
484,Wolle::N,پشم,vlna
485,Stoff::N,پارچه,látka
486,Nadel::N,سوزن,jehla
487,Faden::N,نخ,nit
488,Knopf::N,دکمه,knoflík
489,Knoten::N,گره,uzel
490,Farbe::N,رنگ,barva
491,Kleidung::N,لباس,šaty
492,Kleidung::N,لباس,šatstvo
493,Kleidung::N,پوشاک,šaty
494,Kleidung::N,پوشاک,šatstvo
495,Hemd::N,پیراهن,košile
496,Kragen::N,یقه,límec
497,Ärmel::N,آستین,rukáv
498,Hose::N,شلوار,kalhoty
499,Gürtel::N,کمر‌بند,pás
500,Gürtel::N,کمر‌بند,opasek
501,Mütze::N,کلاه,čepice
502,Schuh::N,کفش,bota
503,Stiefel::N,چکمه,holínka
504,Ring::N,حلقه,prsten
505,Ring::N,انگشتر,prsten
506,Band::N,نوار,pásek
507,Band::N,روبان,pásek
508,Kamm::N,شانه,hřeben
509,Spiegel::N,آینه,zrcadlo
510,Riemen::N,تسمه,řemen
511,Schnur::N,ریسمان,šňůra
512,Leine::N,قلاده,vodítko
513,Decke::N,پتو,pokrývka
514,Decke::N,پتو,přikrývka
515,Kissen::N,بالش,polštář
516,Tuch::N,شال,šátek
517,Handtuch::N,حوله,ručník
518,Kraft::N,نیرو,síla
519,Stärke::N,زور,síla
520,Gesundheit::N,سلامتی,zdraví
521,Gesundheit::N,تندرستی,zdraví
522,Krankheit::N,بیماری,nemoc
523,Krankheit::N,بیماری,choroba
524,Schmerz::N,درد,bolest
525,Wunde::N,زخم,rána
526,Fieber::N,تب,horečka
527,Arznei::N,دارو,lék
528,Brücke::N,پل,most
529,Brunnen::N,چاه,studna
530,Weide::N,چراگاه,pastva
531,Weide::N,چراگاه,pastvina
532,Pfad::N,راه,pěšina
533,Weg::N,راه,cesta
534,Weg::N,طریق,cesta
535,Straße::N,راه,silnice
536,Straße::N,جاده,silnice
537,Dorf::N,ده,vesnice
538,Dorf::N,روستا,vesnice
539,Stadt::N,شهر,město
540,Brief::N,نامه,dopis
541,Buch::N,کتاب,kniha
542,Buchstabe::N,حرف,písmeno
543,Zeitung::N,روزنامه,noviny
544,Leben::N,عمر,život
545,Leben::N,زندگی,život
546,Tod::N,مرگ,smrt
547,Grab::N,گور,hrob
548,Grab::N,مزار,hrob
549,Kirche::N,کلیسا,kostel
550,Sünde::N,بزه,hřích
551,Sünde::N,گناه,hřích
552,Gott::N,خدا,bůh
553,Arbeiter::N,کارگر,dělník
554,Arbeiter::N,کارگر,pracovník
555,Chef::N,رئیس,šéf
556,Chef::N,رئیس,vedoucí
557,Meister::N,استاد,mistr
558,Arzt::N,پزشک,lékař
559,Lehrer::N,معلم,učitel
560,Lehrer::N,آموزگار,učitel
561,Geld::N,پول,peníze
562,Geschäft::N,کار,obchod
563,Geschäft::N,بیزنس,obchod
564,Laden::N,دکان,krám
565,Laden::N,مغازه,krám
566,Preis::N,بها,cena
567,Preis::N,قیمت,cena
568,Ware::N,جنس,zboží
569,Ware::N,کالا,zboží
570,Nutzen::N,مزیت,užitek
571,Nutzen::N,امتیاز,užitek
572,Reichtum::N,مال,bohatství
573,Reichtum::N,ثروت,bohatství
574,Welt::N,دنیا,svět
575,Land::N,کشور,země
576,Land::N,مملکت,země
577,Staat::N,دولت,stát
578,König::N,شاه,král
579,König::N,پادشاه,král
580,Macht::N,قدرت,moc
581,Macht::N,قدرت,mocnost
582,Macht::N,اختیار,moc
583,Macht::N,اختیار,mocnost
584,Grenze::N,مرز,hranice
585,Krieg::N,جنگ,válka
586,Feind::N,دشمن,nepřítel
587,Gewalt::N,زور,násilí
588,Gewalt::N,خشونت,násilí
589,Kampf::N,نبرد,boj
590,Kampf::N,مبارزه,boj
591,Bogen[Waffe]::N,کمان,luk
592,Pfeil::N,تیر,šíp
593,Gewehr::N,تفنگ,puška
594,Gewehr::N,تفنگ,ručnice
595,Fehler::N,غلط,chyba
596,Fehler::N,اشتباه,chyba
597,Lüge::N,دروغ,lež
598,Schaden::N,آسیب,škoda
599,Schaden::N,خسارت,škoda
600,Unglück::N,بلا,neštěstí
601,Schuld::N,گناه,vina
602,Schuld::N,تقصیر,vina
603,Alter::N,سن,věk
604,Alter::N,عمر,věk
605,Schluss::N,انتها,konec
606,Zeit::N,وقت,čas
607,Zeit::N,زمان,čas
608,Tag::N,روز,den
609,Morgen::N,صبح,ráno
610,Morgen::N,صبح,jitro
611,Mittag::N,ظهر,poledne
612,Abend::N,شب,večer
613,Abend::N,عصر,večer
614,Nacht::N,شب,noc
615,Woche::N,هفته,týden
616,Monat::N,ماه,měsíc
617,Jahr::N,سال,rok
618,Frühling::N,بهار,jaro
619,Sommer::N,تابستان,léto
620,Herbst::N,پاییز,podzim
621,Winter::N,زمستان,zima
622,Januar::N,ژانویه,leden
623,Februar::N,فوریه,únor
624,März::N,مارس,březen
625,April::N,آوریل,duben
626,Mai::N,مه,květen
627,Juni::N,ژوئن,červen
628,Juli::N,ژویه,červenec
629,August::N,اوت,srpen
630,September::N,سپتامبر,září
631,Oktober::N,اکتبر,říjen
632,November::N,نوامبر,listopad
633,Dezember::N,دسامبر,prosinec
634,Montag::N,دو‌شنبه,pondělí
635,Montag::N,دو‌شنبه,pondělek
636,Dienstag::N,سه‌شنبه,úterý
637,Mittwoch::N,چهار‌شنبه,středa
638,Donnerstag::N,پنج شنبه,čtvrtek
639,Freitag::N,جمعه,pátek
640,Samstag::N,شنبه,sobota
641,Sonntag::N,یکشنبه,neděle
642,groß::A,بزرگ,velký
643,klein::A,کوچک,malý
644,lang::A,بلند,dlouhý
645,kurz::A,کوتاه,krátký
646,breit::A,پهن,široký
647,schmal::A,تنگ,úzký
648,schmal::A,نازک,úzký
649,dicht::A,چگال,hustý
650,dicht::A,انبوه,hustý
651,dick[Gegenstand]::A,ضخیم,tlustý
652,dünn::A,نازک,tenký
653,fein::A,ریز,jemný
654,fein::A,باریک,jemný
655,fest::A,محکم,pevný
656,flach::A,صاف,plochý
657,flach::A,صاف,placatý
658,flach::A,مسطح,plochý
659,flach::A,مسطح,placatý
660,glatt::A,لیز,hladký
661,hart::A,سفت,tvrdý
662,weich::A,نرم,měkký
663,weich::A,ملایم,měkký
664,rund::A,گرد,kulatý
665,rund::A,گرد,okrouhlý
666,spitz::A,تیز,špičatý
667,spitz::A,نوک‌تیز,špičatý
668,scharf::A,تیز,ostrý
669,scharf::A,برنده,ostrý
670,stumpf::A,کند,tupý
671,schwer::A,سنگین,těžký
672,schön::A,زیبا,pěkný
673,schön::A,زیبا,krásný
674,heiß::A,داغ,horký
675,warm::A,گرم,teplý
676,kalt::A,سرد,studený
677,kühl::A,خنک,chladný
678,frisch::A,تازه,svěží
679,feucht::A,مرطوب,vlhký
680,nass::A,تر,mokrý
681,nass::A,خیش,mokrý
682,trocken::A,خشک,suchý
683,voll::A,پر,plný
684,leer::A,خالی,prázdný
685,offen::A,باز,otevřený
686,geschlossen::A,بسته,zavřený
687,sauber::A,پاک,čistý
688,sauber::A,تمیز,čistý
689,schmutzig::A,کثیف,špinavý
690,schmutzig::A,آلوده,špinavý
691,roh::A,خام,syrový
692,reif::A,رسیده,zralý
693,lecker::A,لذیذ,chutný
694,lecker::A,خوشمزه,chutný
695,süß::A,شیرین,sladký
696,bitter::A,تلخ,hořký
697,sauer::A,ترش,kyselý
698,hell::A,روشن,světlý
699,dunkel::A,تاریک,temný
700,schwarz::A,سیاه,černý
701,weiß::A,سفید,bílý
702,rot::A,سرخ,rudý
703,rot::A,سرخ,červený
704,rot::A,قرمز,rudý
705,rot::A,قرمز,červený
706,gelb::A,زرد,žlutý
707,blau::A,آبی,modrý
708,grün::A,سبز,zelený
709,grau::A,طوسی,šedý
710,grau::A,طوسی,šedivý
711,grau::A,خاکستری,šedý
712,grau::A,خاکستری,šedivý
713,bunt::A,رنگارنگ,pestrý
714,billig::A,ارزان,levný
715,billig::A,ارزان,laciný
716,teuer::A,گران,drahý
717,wertvoll::A,قیمتی,cenný
718,wertvoll::A,گرانبها,cenný
719,blind::A,کور,slepý
720,blind::A,نابینا,slepý
721,taub::A,کر,hluchý
722,taub::A,ناشنوا,hluchý
723,kräftig::A,قوی,silný
724,stark::A,قوی,silný
725,stark::A,نیرومند,silný
726,schwach::A,ضعیف,slabý
727,fett::A,چرب,tučný
728,fett::A,چرب,tlustý
729,schlank::A,باریک‌اندام,štíhlý
730,hübsch::A,قشنگ,hezký
731,hübsch::A,خوشگل,hezký
732,böse::A,بد,zlý
733,dumm::A,احمق,hloupý
734,faul::A,لش,líný
735,faul::A,تنبل,líný
736,fleißig::A,زرنگ,pilný
737,geizig::A,خسیس,lakomý
738,klug::A,عاقل,chytrý
739,klug::A,باهوش,chytrý
740,geschickt::A,ماهر,šikovný
741,lieb::A,عزیز,milý
742,lustig::A,شاد,veselý
743,lustig::A,خوشحال,veselý
744,sanft::A,لطیف,mírný
745,hungrig::A,گرسنه,hladový
746,krank::A,مریض,nemocný
747,krank::A,بیمار,nemocný
748,nackt::A,لخت,nahý
749,nackt::A,برهنه,nahý
750,traurig::A,غمگین,smutný
751,traurig::A,غمگین,truchlivý
752,lebendig::A,زنده,živý
753,gut::A,خوب,dobrý
754,schlecht::A,بد,špatný
755,richtig::A,درست,pravý
756,richtig::A,درست,správný
757,schlimm::A,وخيم,zlý
758,wahr::A,درست,pravdivý
759,wahr::A,حقیقی,pravdivý
760,alt::A,کهنه,starý
761,neu::A,نو,nový
762,ehemalig::A,قبلی,bývalý
763,alt[Lebewesen]::A,پیر,starý
764,jung::A,جوان,mladý
765,arm::A,فقیر,chudý
766,reich::A,پولدار,bohatý
767,reich::A,ثروتمند,bohatý
768,bekannt::A,آشنا,známý
769,bekannt::A,معلوم,známý
770,berühmt::A,مشهور,slavný
771,fremd::A,خارجی,cizí
772,fremd::A,بیگانه,cizí
773,verschieden::A,مختلف,různý
774,verschieden::A,مختلف,rozličný
775,verschieden::A,متفاوت,různý
776,verschieden::A,متفاوت,rozličný
777,nah::A,نزدیک,blízký
778,fern::A,دور,daleký
779,linker::A,چپ,levý
780,rechter::A,راست,pravý
781,anderer::A,دیگر,jiný
782,erster::A,اول,první
783,zweiter::A,دوم,druhý
784,dritter::A,سوم,třetí
785,letzter::A,آخر,poslední
786,allein::ADV,تنها,sám
787,auf einmal::ADV,همزمان,najednou
788,zusammen::ADV,باهم,spolu
789,zusammen::ADV,باهم,dohromady
790,lange::ADV,مدت‌ها,dlouho
791,lange::ADV,مدت زیادی,dlouho
792,plötzlich::ADV,ناگهان,vtom
793,plötzlich::ADV,ناگهان,náhle
794,sofort::ADV,فوراً,hned
795,sofort::ADV,فوراً,ihned
796,später::ADV,بعدها,později
797,jetzt::ADV,حالا,teď
798,jetzt::ADV,حالا,nyní
799,jetzt::ADV,اکنون,teď
800,jetzt::ADV,اکنون,nyní
801,heute::ADV,امروز,dnes
802,heute::ADV,امروز,dneska
803,morgen::ADV,فردا,zítra
804,bald::ADV,زود,brzo
805,bald::ADV,بزودی,brzo
806,dann::ADV,سپس,pak
807,dann::ADV,سپس,potom
808,dann::ADV,آنوقت,pak
809,dann::ADV,آنوقت,potom
810,gestern::ADV,دیروز,včera
811,einst::ADV,وقتی,kdysi
812,einst::ADV,زمانی,kdysi
813,damals::ADV,آنوقت,tehdy
814,damals::ADV,آنوقت,tenkrát
