,Concept_ID,fr,te
716,sofort::ADV,immédiatement,తక్షణము
717,später::ADV,plus tard,ఇటీవలి
718,jetzt::ADV,maintenant,ఇప్పుడు
719,heute::ADV,aujourd'hui,నేడు
720,morgen::ADV,demain,ఱేపు
721,bald::ADV,bientôt,శీఘ్రముగ
722,dann::ADV,puis,అప్పుడు
723,dann::ADV,ensuite,అప్పుడు
724,gestern::ADV,hier,నిన్నటి దినము
725,einst::ADV,jadis,పూర్వమొకప్పుడు
726,einst::ADV,autrefois,పూర్వమొకప్పుడు
727,damals::ADV,alors,అప్పుడు
728,damals::ADV,à l'époque,అప్పుడు
729,danach::ADV,après,అప్పుడు
730,danach::ADV,ensuite,అప్పుడు
731,vorher::ADV,auparavant,ఎదుట
732,zuerst::ADV,d'abord,మొదటిలో
733,zuerst::ADV,premièrement,మొదటిలో
734,einmal::ADV,une fois,ఒకసారి
735,manchmal::ADV,parfois,అప్పటప్పటికి
736,manchmal::ADV,quelquefois,అప్పటప్పటికి
737,oft::ADV,souvent,తఱచుగా
738,immer::ADV,toujours,ఎల్లప్పుడు
739,niemals::ADV,ne ... jamais,ఎప్పుడునులేదు
740,hier::ADV,ici,ఇక్కడ
741,hierhin::ADV,par ici,ఇక్కడకు
742,von hier::ADV,d'ici,ఇక్కడనుండి
743,dort::ADV,là,అక్కడ
744,dort::ADV,là-bas,అక్కడ
745,dorthin::ADV,y,అక్కడికి
746,dorthin::ADV,par là,అక్కడికి
747,geradeaus::ADV,tout droit,సూటిగా
748,vorwärts::ADV,en avant,ముందుకు
749,rückwärts::ADV,en arrière,వెనుకకు
750,zurück::ADV,de retour,వెనుకభాగము
751,unten::ADV,en bas,క్రింద
752,unten::ADV,au-dessous,క్రింద
753,hinab::ADV,en bas,కిందికి
754,hinab::ADV,vers le bas,కిందికి
755,oben::ADV,dessus,మీద
756,oben::ADV,en haut,మీద
757,hinauf::ADV,en haut,పైకి
758,hinauf::ADV,vers le haut,పైకి
759,überall::ADV,partout,అంతటా
760,nicht::ADV,ne ... pas,కాదు
761,ein wenig::ADV,un peu,కొంచెము
762,kaum::ADV,à peine,చాలిచాలక
763,sehr::ADV,très,చాల
764,so::ADV,si,ఆలాగున
765,so::ADV,ainsi,ఆలాగున
766,noch::ADV,encore,ఇప్పటికిని
767,nur::ADV,seulement,మాత్రము
768,nur::ADV,ne ... que,మాత్రము
769,schon::ADV,déjà,ఇదివఱకే
770,wieder::ADV,de nouveau,తిరిగి
771,vergebens::ADV,en vain,నిష్ఫలముగా
772,vor::PRP,devant,ముందు
773,hinter::PRP,derrière,వెనుక
774,unter::PRP,sous,క్రింద
775,unter::PRP,au-dessous de,క్రింద
776,durch::PRP,par,ద్వారా
777,durch::PRP,à travers,ద్వారా
778,neben::PRP,à côté de,దగ్గెర
779,zwischen::PRP,entre,మధ్య
780,wegen::PRP,à cause de,కారణంగా
781,dies::PRN,ceci,ఇది
782,das::PRN,ce,అది
783,das::PRN,cela,అది
784,alles::PRN,tout,సకలము
785,ich::PRN,je,నేను
786,ich::PRN,moi,నేను
787,du::PRN,tu,నీవు
788,du::PRN,toi,నీవు
789,er::PRN,il,అతడు
790,er::PRN,lui,అతడు
791,wir::PRN,nous,మనము
792,ihr::PRN,vous,మీరు
793,sie::PRN,ils,వారు
794,sie::PRN,elles,వారు
795,was::FPRN,que,ఏమి
796,was::FPRN,quoi,ఏమి
797,wer::FPRN,qui,ఎవడు
798,wo::FADV,où,ఎక్కడ
799,wohin::FADV,où,ఎందుకు
800,wie::FADV,comment,ఎట్టు
801,warum::FADV,pourquoi,ఏల
802,wieviel::FNUM,combien,ఎంత
803,eins::NUM,un,ఒకటి
804,zwei::NUM,deux,రెండు
805,drei::NUM,trois,మూడు
806,vier::NUM,quatre,నాలుగు
807,fünf::NUM,cinq,అయిదు
808,sechs::NUM,six,ఆఱు
809,sieben::NUM,sept,ఏరు
810,acht::NUM,huit,ఎనిమదు
811,neun::NUM,neuf,తొమ్మిది
812,zehn::NUM,dix,పది
813,elf::NUM,onze,పదునొకొండు
814,zwölf::NUM,douze,పండ్రండు
815,zwanzig::NUM,vingt,ఇరుపది
816,dreißig::NUM,trente,ముప్పది
817,vierzig::NUM,quarante,నలువది
818,fünfzig::NUM,cinquante,ఏబది
819,sechzig::NUM,soixante,అరుపది
820,siebzig::NUM,soixante-dix,డెబ్బది
821,achtzig::NUM,quatre-vingt,ఎనుబది
822,neunzig::NUM,quatre-vingt-dix,తొంబది
823,hundert::NUM,cent,నూఱు
824,tausend::NUM,mille,వేయి
825,und::CNJ,et,మఱియు
826,oder::CNJ,ou,లేక
827,stehen::V,être debout,నిలుచు
828,sitzen::V,être assis,కూర్చుండు
829,liegen::V,être couché,పండుకొనుట
830,hängen::V,pendre,వ్రేలాడదీయు
831,werden::V,devenir,అగు
832,passieren::V,se passer,సంభవించు
833,beginnen::V,commencer,ఆరంభించు
834,enden::V,finir,తీరుట
835,enden::V,se terminer,తీరుట
836,wechseln::V,changer,మార్చు
837,wechseln::V,alterner,మార్చు
838,aufgehen[Sonne]::V,se lever,ఉదయించు
839,untergehen[Sonne]::V,se coucher,అస్తమించు
840,scheinen[Sonne]::V,briller,ప్రకాశించు
841,donnern::V,tonner,ఉరుముట
842,wehen::V,souffler,దురద్పప్టము
843,strömen::V,affluer,పారుట
844,fließen::V,couler,ప్రవహించు
845,sich drehen::V,tourner,తిరుగు
846,schwanken::V,osciller,ఆడించుట
847,schwanken::V,chanceler,ఆడించుట
848,schwingen::V,vibrer,ఊగుట
849,schwingen::V,osciller,ఊగుట
850,fallen::V,tomber,పడు
851,brennen::V,brûler,కాలుట
852,brennen::V,flamber,కాలుట
853,rauchen::V,fumer,పొగసుట
854,regnen::V,pleuvoir,కురిపించుట
855,gefrieren::V,geler,గడ్డకట్టు
856,tauen::V,dégeler,కరగు
857,schmelzen::V,fondre,కరగు
858,trocknen::V,sécher,యెండుట
859,sieden::V,bouillir,ఉడుకు
860,faulen::V,pourrir,క్రుళ్లు
861,faulen::V,se putréfier,క్రుళ్లు
862,verfaulen::V,pourrir,క్షిణించు
863,reißen::V,rompre,చించు
864,reißen::V,se déchirer,చించు
865,versinken::V,s'enfoncer,మునుగు
866,vergehen::V,passer,సంభవించు
867,erscheinen::V,apparaître,కనబడు
868,verschwinden::V,disparaître,అదృశ్యమగు
869,sinken::V,descendre,ముణుగుట
870,sinken::V,s'abaisser,ముణుగుట
871,abnehmen::V,diminuer,తగ్గు
872,zunehmen::V,augmenter,పెరుగుట
873,steigen::V,monter,లేచు
874,wachsen::V,croître,పెరుగు
875,glänzen::V,briller,ప్రకాశించు
876,funkeln::V,étinceler,ప్రకాశించు
877,lärmen::V,faire du bruit,అరుచుట
878,läuten::V,sonner,మేళవించుట
879,klingeln::V,sonner,వాయించుట
880,klirren::V,cliqueter,ఘంటానాదము
881,brausen::V,mugir,గర్జించు
882,rauschen::V,bruire,చటచటమనుట
883,klingen::V,sonner,ధ్వనించుట
884,bellen::V,aboyer,అఱచు
885,heulen::V,hurler,కూయు
886,blasen::V,souffler,దురద్పప్టము
887,pfeifen::V,siffler,ఈలవేయు
888,schreien::V,crier,అఱచు
889,stöhnen::V,gémir,మూలుగు
890,zittern::V,trembler,వణకు
891,leben::V,vivre,జీవించుట
892,geboren werden::V,naître,పుట్టుట
893,atmen::V,respirer,ఉపిరి తీయు
894,trinken::V,boire,త్రాగు
895,essen::V,manger,తిను
896,schlucken::V,avaler,మ్రింగు
897,müde werden::V,se lasser,అలయు
898,müde werden::V,se fatiguer,అలయు
899,einschlafen::V,s'endormir,నిద్రించు
900,schlafen::V,dormir,నిద్రురించు
901,aufwachen::V,se réveiller,మేలుకొను
902,aufstehen::V,se lever,లేచు
903,sich erholen::V,se reposer,నడ్డి వాల్చు
904,sich erholen::V,se détendre,నడ్డి వాల్చు
905,krank werden::V,tomber malade,జబ్బుపడు
906,krank sein::V,être malade,జబ్బు చేయు
907,schmerzen::V,faire mal,నొచ్చుట
908,husten::V,tousser,దగ్గుట
909,genesen::V,guérir,కుదురుట
910,genesen::V,se remettre,కుదురుట
911,sterben::V,mourir,మరణించు
912,umkommen::V,périr,నశించు
913,sich bewegen::V,bouger,కదలు
914,sich rühren::V,broncher,కదలు
915,sich erheben::V,se lever,లేచు
916,sich setzen::V,s'asseoir,కూర్చుణ్డు
917,hinfallen::V,tomber,దొర్లు
918,laufen::V,marcher,నడచు
919,laufen::V,aller à pied,నడచు
920,schreiten::V,marcher,అడుగుపెట్టుట
921,spazierengehen::V,se promener,పచారు చేయు
922,eilen::V,courir,తొందరపడు
923,sich beeilen::V,se hâter,త్వరపెట్టు
924,sich beeilen::V,se dépêcher,త్వరపెట్టు
925,sausen::V,filer,విసరికొట్టు
926,rennen::V,courir,పరుగెత్తు
927,springen::V,sauter,దుముకు
928,klettern::V,grimper,ఎక్కు
929,schaukeln::V,se balancer,ఉయ్యాల ఊగు 
930,kriechen::V,ramper,ప్రాకు
931,schwimmen::V,nager,ఈదు
932,tauchen::V,plonger,మునుగు
933,rudern::V,ramer,తెడ్లతోఁగడపు
934,fahren::V,aller,నడపు
935,fahren::V,rouler,నడపు
936,fliegen::V,voler,ఎగురు
937,gehen::V,aller,పోవు
938,weggehen::V,s'en aller,బయలుదేరు
939,abfahren::V,partir,విడిచిపోవు
940,anhalten::V,s'arrêter,నిలుపు
941,hineingehen::V,entrer,ప్రవేశించు
942,eintreten::V,entrer,ప్రవేశించు
943,kommen::V,venir,వచ్చు
944,ankommen::V,arriver,వచ్చి చేరు
945,zurückkommen::V,revenir,తిరిగీవచ్చుట
946,bleiben::V,rester,ఉండు
947,bleiben::V,demeurer,ఉండు
948,warten::V,attendre,కనిపెట్టు
949,erwarten::V,attendre,నిరిక్షించు
950,suchen::V,chercher,వెదకు
951,finden::V,trouver,కనుగొను
952,versuchen::V,essayer,ప్రయత్నించు
953,vorbereiten::V,préparer,తయారుచేయు
954,lieben::V,aimer,ప్రేమించు
955,mögen::V,aimer,ఇష్టపడు
956,mögen::V,vouloir,ఇష్టపడు
957,lachen::V,rire,నవ్వు
958,rühren::V,toucher,గుండె తాకు
959,rühren::V,attendrir,గుండె తాకు
960,weinen::V,pleurer,వీడ్చు
961,schimpfen::V,gronder,గొణుగు
962,sich ärgern::V,se fâcher,అలుగు
963,sich fürchten::V,avoir peur,భయపడు
964,fürchten::V,craindre,భయపడు
965,fürchten::V,avoir peur de,భయపడు
966,fliehen::V,fuir,పాఱిపోపు
967,flüchten::V,s'enfuir,తప్పించుకొను
968,sehen::V,voir,చూచు
969,anschauen::V,regarder,చూచు
970,ansehen::V,regarder,కాచియుండు
971,hören::V,entendre,విను
972,zuhören::V,écouter,విను
973,probieren::V,goûter,చవిచూచుట
974,riechen::V,sentir,వాసనచూచు
975,fühlen::V,sentir,స్పర్శించుట
976,scheinen::V,sembler,కనబడు
977,scheinen::V,paraître,కనబడు
978,zu sehen sein::V,se voir,చూవు
979,zu sehen sein::V,être visible,చూవు
980,vernehmen::V,entendre,విను
981,vernehmen::V,percevoir,విను
982,frieren::V,avoir froid,చలికి వడకు
983,tun::V,faire,చేయు
984,können::V,savoir,గల
985,können::V,pouvoir,గల
986,wollen::V,vouloir,కోరు
987,anfangen::V,commencer,ఆరంభించు
988,beenden::V,finir,ముగించు
989,beenden::V,terminer,ముగించు
990,aufhören::V,cesser,నిలుపు
991,aufhören::V,arrêter,నిలుపు
992,gelingen::V,réussir,గెలుపాందు
993,geraten::V,réussir,వెలువడు
994,öffnen::V,ouvrir,తెఱచు
995,schließen::V,fermer,మూయు
996,stellen::V,poser,ఉంచు
997,stellen::V,mettre,ఉంచు
998,setzen::V,placer,ఉంచు
999,legen::V,placer,పెట్టు
1000,berühren::V,toucher,తాకు
1001,verbinden::V,lier,చేర్చుట
1002,bedecken::V,couvrir,మూయు
1003,aufhängen::V,accrocher,వ్రేలాడదీయు
1004,anzünden::V,allumer,వెలిగించు
1005,aufheben::V,ramasser,సేకరించు
1006,zurücklassen::V,laisser,విడుచు
1007,verlieren::V,perdre,పోగొట్టుకొను
1008,fallen lassen::V,lâcher,జాఱవిడుచు
1009,fallen lassen::V,laisser tomber,జాఱవిడుచు
1010,machen::V,faire,చేయు
1011,herstellen::V,produire,ఉత్పత్తిచేయు
1012,herstellen::V,fabriquer,ఉత్పత్తిచేయు
1013,bauen::V,bâtir,నిర్మించు
1014,bauen::V,construire,నిర్మించు
1015,reparieren::V,réparer,సరిచేయు
1016,verbessern::V,améliorer,వృద్ధి చేయు
1017,ändern::V,changer,మార్చు
1018,ändern::V,modifier,మార్చు
1019,graben::V,creuser,త్రవ్వు
1020,beugen::V,plier,వంచు
1021,beugen::V,ployer,వంచు
1022,biegen::V,courber,వంచు
1023,drehen::V,tordre,నూలువడుకు
1024,drehen::V,tourner,నూలువడుకు
1025,wenden::V,retourner,త్రిప్పు
1026,umdrehen::V,tourner,త్రిప్పు
1027,heben::V,soulever,ఎత్తు
1028,hochheben::V,lever,ఎత్తు
1029,ergreifen::V,saisir,వశపఱచుకొను
1030,ergreifen::V,prendre,వశపఱచుకొను
1031,halten::V,tenir,ఉంచు
1032,drücken::V,presser,అణచు
1033,schieben::V,pousser,నొక్కు
1034,kratzen::V,gratter,గోకు
1035,kratzen::V,égratigner,గోకు
1036,lecken::V,lécher,నాకు
1037,beißen::V,mordre,కఱచు
1038,abreißen::V,arracher,తెగతెంచు
1039,abschneiden::V,couper,తెగకొట్టు
1040,binden::V,lier,కట్టు
1041,binden::V,attacher,కట్టు
1042,stecken::V,enfoncer,తగులుకొనివుండుట
1043,brechen::V,rompre,పగులగొట్టు
1044,klopfen::V,frapper,కొట్టు
1045,hauen::V,frapper,కొట్టు
1046,kleben::V,coller,అంటుకొను
1047,reiben::V,frotter,రాచు
1048,streichen::V,empâter,వ్యాపింపజేయు
1049,schleifen::V,affiler,రాచు
1050,schleifen::V,aiguiser,రాచు
1051,schneiden::V,couper,కోయు
1052,schneiden::V,trancher,కోయు
1053,rütteln::V,cahoter,కుదిలించుట
1054,schütteln::V,secouer,కదల్చు
1055,schwenken::V,agiter,ఊచుట
1056,schütten::V,verser,పోయు
1057,füllen::V,remplir,నింపు
1058,einwickeln::V,envelopper,చుట్టు
1059,tragen::V,porter,మోయు
1060,schleppen::V,traîner,ఈడ్చు
1061,ziehen::V,tirer,ఈడ్చు
1062,aufbewahren::V,garder,కాపాడు
1063,aufbewahren::V,conserver,కాపాడు
1064,werfen::V,jeter,విసరు
1065,werfen::V,lancer,విసరు
1066,fangen::V,attraper,పట్టుకొను
1067,packen::V,agripper,పట్టుకొను
1068,verstecken::V,cacher,దాచు
1069,teilen::V,diviser,భాగించు
1070,schicken::V,envoyer,పంపు
1071,bringen::V,apporter,తెచ్చు
1072,hinzufügen::V,ajouter,చేర్చు
1073,bekommen::V,obtenir,సంపాదించు
1074,erhalten::V,recevoir,పుచ్చుకొను
1075,nehmen::V,prendre,తీసికొను
1076,wählen::V,choisir,ఇష్టపడు
1077,auswählen::V,choisir,ఏరుకొను
1078,auswählen::V,sélectionner,ఏరుకొను
1079,bewahren::V,préserver,భద్రపఱుచు
1080,behindern::V,gêner,అడ్డగించుట
1081,verderben::V,gâter,చెఱచు
1082,verderben::V,corrompre,చెఱచు
1083,beschädigen::V,endommager,చెరుపుట
1084,zerbrechen::V,casser,పగులగొట్టు
1085,zerreißen::V,déchirer,చించు
1086,zerstören::V,détruire,వాశనము చేయు
1087,verbrennen::V,brûler,కాల్చు
1088,geben::V,donner,ఇచ్చు
1089,reichen::V,tendre,అందుకొనుట
1090,schenken::V,offrir,అర్పించు
1091,versprechen::V,promettre,వాగ్దత్తము చేయు
1092,wünschen::V,souhaiter,కోరు
1093,loben::V,louer,స్తుతించు
1094,küssen::V,embrasser,ముద్దుపెట్టుకొను
1095,wiegen::V,bercer,ఊచుట
1096,zudecken::V,couvrir,మూయు
1097,wecken::V,éveiller,నిద్రపలేపుట
1098,wecken::V,réveiller,నిద్రపలేపుట
1099,zeigen::V,montrer,చూవు
1100,zeigen::V,faire voir,చూవు
1101,führen::V,guider,దారిచూపు
1102,lehren::V,apprendre,బోధించు
1103,unterrichten::V,instruire,నేర్పు
1104,aufziehen::V,élever,పెంచు
1105,leiten::V,diriger,తీసుకపోవుట
1106,leiten::V,conduire,తీసుకపోవుట
1107,antreiben::V,pousser,ప్రేరేపించు
1108,lassen::V,faire,అనుమతించు
1109,einladen::V,inviter,ఆహ్వానించు
1110,vereinigen::V,unir,కూడుట
1111,vereinigen::V,réunir,కూడుట
1112,besuchen::V,visiter,పోయి చూచు
1113,besuchen::V,aller voir,పోయి చూచు
1114,treffen::V,rencontrer,కలియు
1115,sich versammeln::V,s'assembler,కూర్చు
1116,spielen::V,jouer,ఆట లాడు
1117,singen::V,chanter,పాడు
1118,tanzen::V,danser,నృత్యముచేయు
1119,sich trennen::V,se séparer,ఎడబాయుట
1120,verlassen::V,quitter,విడుచు
1121,retten::V,sauver,తప్పించుట
1122,bewachen::V,garder,కాపాడు
1123,schützen::V,protéger,రక్షించు
1124,verteidigen::V,défendre,రక్షించు
1125,sich schlagen::V,se taper,జగడమాడు
1126,schießen::V,tirer,కాల్చు
1127,siegen::V,vaincre,గెలుచు
1128,ärgern::V,agacer,పీడించుట
1129,schlagen::V,battre,కొట్టు
1130,schlagen::V,frapper,కొట్టు
1131,treten::V,botter,తన్ను
1132,treten::V,donner un coup de pied à,తన్ను
1133,stechen::V,piquer,కుట్టు
1134,stoßen::V,heurter,గెంటు
1135,stehlen::V,voler,దొంగిలించు
1136,stören::V,gêner,కలతపఱచు
1137,stören::V,déranger,కలతపఱచు
1138,belästigen::V,molester,పీడించు
1139,belästigen::V,importuner,పీడించు
1140,verbergen::V,cacher,దాచు
1141,verbergen::V,dissimuler,దాచు
1142,täuschen::V,abuser,మోసము చేయు
1143,täuschen::V,tromper,మోసము చేయు
1144,betrügen::V,duper,మోసపుచ్చు
1145,betrügen::V,frauder,మోసపుచ్చు
1146,töten::V,tuer,చంపు
1147,wohnen::V,habiter,నివసించు
1148,wohnen::V,demeurer,నివసించు
1149,arbeiten::V,travailler,పనిచేయు
1150,sammeln::V,collectionner,ప్రోగుచేయు
1151,pflücken::V,cueillir,యేరుట
1152,jagen::V,chasser,వేటాడు
1153,fischen::V,pêcher,వెదకు
1154,fassen::V,capturer,పట్టుకొమ
1155,hüten::V,garder,మందచేరుట
1156,treiben::V,mener,నడపు
1157,anbinden::V,attacher,కట్టు
1158,füttern::V,faire manger,భోజనము పెట్టు
1159,melken::V,traire,పాలు పితుకు
1160,hacken::V,fendre,నఱకు
1161,gießen::V,arroser,నీళ్ళుకట్టుట
1162,reifen::V,mûrir,పండుట
1163,zubereiten::V,préparer,వండు
1164,kochen::V,cuire,వండు
1165,backen::V,cuire,రొట్టెకాల్చు
1166,braten::V,rôtir,వేపు
1167,umrühren::V,remuer,కదులుట
1168,stricken::V,tricoter,అల్లు
1169,nähen::V,coudre,కుట్టు
1170,färben::V,teindre,రంగు వేయు
1171,reinigen::V,nettoyer,శుభ్రము చేయు
1172,waschen::V,laver,కడుగు
1173,abwischen::V,essuyer,తుడుచు
1174,spülen::V,rincer,నీటిలో జడించు
1175,fegen::V,balayer,ఊడ్చు
1176,kehren::V,balayer,ఊడ్చు
1177,baden::V,se baigner,స్నానము చేయు
1178,sich waschen::V,se laver,కడుగు
1179,ausziehen::V,ôter,విప్పు
1180,ausziehen::V,enlever,విప్పు
1181,anziehen::V,mettre,ధరించు
1182,sich anziehen::V,s'habiller,బట్టలు వేసుకొను
1183,sich anziehen::V,s'habiller,తొడుగుకొను
1184,kämmen::V,peigner,దువ్వుట
1185,schmücken::V,orner,అలంకరించు
1186,schmücken::V,décorer,అలంకరించు
1187,sagen::V,dire,చెప్పు
1188,sprechen::V,parler,చెప్పు
1189,reden::V,parler,మాటలాడు
1190,sich unterhalten::V,bavarder,ముచ్చటలాడు
1191,sich unterhalten::V,s'entretenir,ముచ్చటలాడు
1192,fragen::V,demander,ప్రశ్నించు
1193,bitten::V,prier,కోరు
1194,erzählen::V,raconter,చెప్పు
1195,mitteilen::V,communiquer,తెలియజేయు
1196,nennen::V,nommer,పేరు వెట్టు
1197,nennen::V,appeler,పేరు వెట్టు
1198,rufen::V,appeler,పిలుచు
1199,prahlen::V,se vanter,జల్లి
1200,übersetzen::V,traduire,తర్జుమాచేయు
1201,denken::V,penser,ఆలోచించు
1202,glauben::V,croire,నమ్ము
1203,bemerken::V,remarquer,గుర్తించు
1204,bemerken::V,apercevoir,గుర్తించు
1205,erkennen::V,reconnaître,గుర్తించు
1206,begreifen::V,concevoir,గ్రహించు
1207,verstehen::V,entendre,గ్రహించు
1208,verstehen::V,comprendre,గ్రహించు
1209,lernen::V,apprendre,నేర్చు కొను
1210,wissen::V,savoir,తెలిసికొను
1211,sich erinnern an::V,se souvenir de,జ్ఞాపకముంచుకొను
1212,vergessen::V,oublier,మఱచిపోవు
1213,messen::V,mesurer,కొలుచుట
1214,zählen::V,compter,లెక్కపెట్టు
1215,rechnen::V,calculer,లెక్కపెట్టు
1216,lesen::V,lire,చదువు
1217,malen::V,peindre,పూనుట
1218,zeichnen::V,dessiner,వ్రాసుట
1219,schreiben::V,écrire,వ్రాయు
1220,besitzen::V,posséder,కలిగియుండు
1221,kaufen::V,acheter,కొను
1222,verkaufen::V,vendre,అమ్ము
1223,bezahlen::V,payer,చెల్లించు
1224,zahlen::V,payer,చెల్లించు
1225,beherrschen::V,dominer,ఏలు
1226,beherrschen::V,maîtriser,ఏలు
1227,ertragen::V,tolérer,భరించు
1228,ertragen::V,supporter,భరించు
