,Concept_ID,se,sl
1916,Laut::N,jiedna,glás
1917,Laut::N,jietna,glás
1918,Laut::N,jieṇâ,glás
1919,Laut::N,jiõnn,glás
1920,Laut::N,ӣнн,glás
1921,Ton::N,tjoeje,tón
1922,Ton::N,tåvnnå,tón
1923,Ton::N,tjuodja,tón
1924,Ton::N,šuokŋa,tón
1925,Ton::N,nuot'tâ,tón
1926,Ton::N,suõmm,tón
1927,Ton::N,ӣнн,tón
1928,Lied::N,laavloe,pésem
1929,Lied::N,lávla,pésem
1930,Lied::N,lávlla,pésem
1931,Lied::N,laavlâ,pésem
1932,Lied::N,laaul,pésem
1933,Lied::N,ла̄ввл,pésem
1934,Ruhe::N,frïere,pokòj
1935,Ruhe::N,raeffie,pokòj
1936,Ruhe::N,vuojŋadibme,pokòj
1937,Ruhe::N,vuojŋadallam,pokòj
1938,Ruhe::N,ráfi,pokòj
1939,Ruhe::N,máššu,pokòj
1940,Ruhe::N,vuo'iŋâstus,pokòj
1941,Ruhe::N,ráávhu,pokòj
1942,Ruhe::N,rääuh,pokòj
1943,Ruhe::N,vuâŋŋmõš,pokòj
1944,Ruhe::N,юэв,pokòj
1945,Ruhe::N,вуэӈӈмушш,pokòj
1946,Leute::N,aalmoge,ljudjé
1947,Leute::N,ulmutja,ljudjé
1948,Leute::N,álbmot,ljudjé
1949,Leute::N,viehâ,ljudjé
1950,Leute::N,aalmi,ljudjé
1951,Leute::N,о̄ллмэ,ljudjé
1952,Volk::N,aalmoge,národ
1953,Volk::N,álmmuk,národ
1954,Volk::N,fuolkke,národ
1955,Volk::N,álbmot,národ
1956,Volk::N,aalmug,národ
1957,Volk::N,aalmi,národ
1958,Volk::N,нарэдт,národ
1959,Arbeit::N,barkoe,délo
1960,Arbeit::N,barggo,délo
1961,Arbeit::N,rahtjam,délo
1962,Arbeit::N,bargu,délo
1963,Arbeit::N,pargo,délo
1964,Arbeit::N,tyej̣i,délo
1965,Arbeit::N,likk,délo
1966,Arbeit::N,tue´jj,délo
1967,Arbeit::N,лыххк,délo
1968,Gast::N,guessie,gòst
1969,Gast::N,guosse,gòst
1970,Gast::N,guossi,gòst
1971,Gast::N,kyes'si,gòst
1972,Gast::N,kue´s's,gòst
1973,Gast::N,кӯссь,gòst
1974,Geschenk::N,daevere,darílo
1975,Geschenk::N,sjielege,darílo
1976,Geschenk::N,vadda,darílo
1977,Geschenk::N,vattáldahka,darílo
1978,Geschenk::N,skeaŋka,darílo
1979,Geschenk::N,adaldâh,darílo
1980,Geschenk::N,sǩiâŋkk,darílo
1981,Geschenk::N,тӯмаш,darílo
1982,Spiel::N,spïele,ígra
1983,Spiel::N,stååkedimmie,ígra
1984,Spiel::N,spella,ígra
1985,Spiel::N,stoagos,ígra
1986,Spiel::N,speallu,ígra
1987,Spiel::N,leikkâ,ígra
1988,Spiel::N,siõrr,ígra
1989,Spiel::N,сӣрр,ígra
1990,Gesellschaft::N,sïelte,drúžba
1991,Gesellschaft::N,rádnastallam,drúžba
1992,Gesellschaft::N,searvi,drúžba
1993,Gesellschaft::N,servi,drúžba
1994,Gesellschaft::N,seä´brr,drúžba
1995,Gesellschaft::N,се̄ббр,drúžba
1996,Hilfe::N,viehkie,pomóč
1997,Hilfe::N,viehkke,pomóč
1998,Hilfe::N,veahkki,pomóč
1999,Hilfe::N,iše,pomóč
2000,Hilfe::N,veä´ǩ'ǩ,pomóč
2001,Hilfe::N,ве̄ххьк,pomóč
2002,Freund::N,voelpe,prijátelj
2003,Freund::N,ráddna,prijátelj
2004,Freund::N,venak,prijátelj
2005,Freund::N,ustit,prijátelj
2006,Freund::N,verdde,prijátelj
2007,Freund::N,veerdi,prijátelj
2008,Freund::N,na´zvan,prijátelj
2009,Freund::N,ка̄ннҌц,prijátelj
2010,Kamerad::N,guejmie,továriš
2011,Kamerad::N,ráddna,továriš
2012,Kamerad::N,guojmme,továriš
2013,Kamerad::N,guoibmi,továriš
2014,Kamerad::N,kyei'mi,továriš
2015,Kamerad::N,taaurõš,továriš
2016,Kamerad::N,то̄а̄врэшш,továriš
2017,Angelegenheit::N,aate,zadéva
2018,Angelegenheit::N,saake,zadéva
2019,Angelegenheit::N,ássje,zadéva
2020,Angelegenheit::N,ášši,zadéva
2021,Angelegenheit::N,äšši,zadéva
2022,Angelegenheit::N,ä´šš,zadéva
2023,Angelegenheit::N,тӯйй,zadéva
2024,Anzahl::N,taale,števílo
2025,Anzahl::N,låhkoe,števílo
2026,Anzahl::N,låhko,števílo
2027,Anzahl::N,mierre,števílo
2028,Anzahl::N,mearri,števílo
2029,Anzahl::N,lohkomearra,števílo
2030,Anzahl::N,meeṛi,števílo
2031,Anzahl::N,mie´rr,števílo
2032,Anzahl::N,чӣссел,števílo
2033,Art::N,aarhte,vŕsta
2034,Art::N,sládja,vŕsta
2035,Art::N,tjærdda,vŕsta
2036,Art::N,čearda,vŕsta
2037,Art::N,šlaaj̣â,vŕsta
2038,Art::N,nää´ll,vŕsta
2039,Art::N,на̄лль,vŕsta
2040,Stück::N,bæhta,kós
2041,Stück::N,biehkie,kós
2042,Stück::N,biehkke,kós
2043,Stück::N,bihttá,kós
2044,Stück::N,pittá,kós
2045,Stück::N,káppálâh,kós
2046,Stück::N,ku´sǩǩ,kós
2047,Stück::N,кусськ,kós
2048,Teil::N,stuhtje,dél
2049,Teil::N,oasse,dél
2050,Teil::N,bielle,dél
2051,Teil::N,guovllo,dél
2052,Teil::N,oassi,dél
2053,Teil::N,bihttá,dél
2054,Teil::N,uási,dél
2055,Teil::N,vuâ´ss,dél
2056,Teil::N,pie´ǩ'ǩ,dél
2057,Teil::N,кусськ,dél
2058,Hälfte::N,lehkie,polovíca
2059,Hälfte::N,lahkke,polovíca
2060,Hälfte::N,bealli,polovíca
2061,Hälfte::N,peeḷi,polovíca
2062,Hälfte::N,lâ´ǩǩ,polovíca
2063,Hälfte::N,pie´ll,polovíca
2064,Hälfte::N,пе̄лль,polovíca
2065,Kreis::N,rïngke,króg
2066,Kreis::N,rïngke,kolobár
2067,Kreis::N,gievlle,króg
2068,Kreis::N,gievlle,kolobár
2069,Kreis::N,gierdu,króg
2070,Kreis::N,gierdu,kolobár
2071,Kreis::N,riggee,króg
2072,Kreis::N,riggee,kolobár
2073,Kreis::N,kruugg,króg
2074,Kreis::N,kruugg,kolobár
2075,Kreis::N,круг,króg
2076,Kreis::N,круг,kolobár
2077,Kreuz::N,kroesse,kríž
2078,Kreuz::N,ruossa,kríž
2079,Kreuz::N,rista,kríž
2080,Kreuz::N,ristâ,kríž
2081,Kreuz::N,ristt,kríž
2082,Kreuz::N,рысст,kríž
2083,Linie::N,sïeve,próga
2084,Linie::N,linnja,próga
2085,Linie::N,linjá,próga
2086,Linie::N,linnjá,próga
2087,Linie::N,njuálgus,próga
2088,Linie::N,certldõk,próga
2089,Linie::N,це̄кесь,próga
2090,Strich::N,sïeve,čŕta
2091,Strich::N,sáhtso,čŕta
2092,Strich::N,sárggis,čŕta
2093,Strich::N,čálástâh,čŕta
2094,Strich::N,certldõk,čŕta
2095,Strich::N,ця̄кас,čŕta
2096,Strich::N,це̄кесь,čŕta
2097,Abstand::N,gåhkoe,preslédek
2098,Abstand::N,gåhkaldahke,preslédek
2099,Abstand::N,lahka,preslédek
2100,Abstand::N,gasska,preslédek
2101,Abstand::N,gaska,preslédek
2102,Abstand::N,koskâ,preslédek
2103,Abstand::N,kõskk,preslédek
2104,Abstand::N,кэ̄сск,preslédek
2105,Entfernung::N,gåhkoe,oddáljenost
2106,Entfernung::N,gåhkaldahke,oddáljenost
2107,Entfernung::N,gasska,oddáljenost
2108,Entfernung::N,mælggat,oddáljenost
2109,Entfernung::N,gaska,oddáljenost
2110,Entfernung::N,mátkegaska,oddáljenost
2111,Entfernung::N,koskâ,oddáljenost
2112,Entfernung::N,kõskk,oddáljenost
2113,Entfernung::N,jäämkõskk,oddáljenost
2114,Entfernung::N,кэ̄сск,oddáljenost
2115,Gegend::N,haerie,kràj
2116,Gegend::N,haerie,dežêla
2117,Gegend::N,guovvlo,kràj
2118,Gegend::N,guovvlo,dežêla
2119,Gegend::N,bájkke,kràj
2120,Gegend::N,bájkke,dežêla
2121,Gegend::N,guovlu,kràj
2122,Gegend::N,guovlu,dežêla
2123,Gegend::N,duovdda,kràj
2124,Gegend::N,duovdda,dežêla
2125,Gegend::N,kuáv'lu,kràj
2126,Gegend::N,kuáv'lu,dežêla
2127,Gegend::N,vu´vdd,kràj
2128,Gegend::N,vu´vdd,dežêla
2129,Gegend::N,па̄йхьк,kràj
2130,Gegend::N,па̄йхьк,dežêla
2131,Platz::N,sijjie,prôstor
2132,Platz::N,sadje,prôstor
2133,Platz::N,sadji,prôstor
2134,Platz::N,tááḷu,prôstor
2135,Platz::N,tääll,prôstor
2136,Platz::N,сайй,prôstor
2137,Ort::N,sijjie,mésto
2138,Ort::N,bájkke,mésto
2139,Ort::N,sadje,mésto
2140,Ort::N,báiki,mésto
2141,Ort::N,päikki,mésto
2142,Ort::N,pâi´ǩǩ,mésto
2143,Ort::N,сайй,mésto
2144,Ort::N,па̄йхьк,mésto
2145,Seite::N,bielie,bòk
2146,Seite::N,bielie,strán
2147,Seite::N,sijddo,bòk
2148,Seite::N,sijddo,strán
2149,Seite::N,bealli,bòk
2150,Seite::N,bealli,strán
2151,Seite::N,ertti,bòk
2152,Seite::N,ertti,strán
2153,Seite::N,jeä´rtt,bòk
2154,Seite::N,jeä´rtt,strán
2155,Seite::N,пе̄лль,bòk
2156,Seite::N,пе̄лль,strán
2157,Seite::N,е̄ммьне,bòk
2158,Seite::N,е̄ммьне,strán
2159,Mitte::N,gaske,sredína
2160,Mitte::N,jarnge,sredína
2161,Mitte::N,gasska,sredína
2162,Mitte::N,guovddaš,sredína
2163,Mitte::N,gaskamuddu,sredína
2164,Mitte::N,koskâ,sredína
2165,Mitte::N,kõskk,sredína
2166,Mitte::N,кэ̄сск,sredína
2167,Gegenstand::N,daevere,prédmet
2168,Gegenstand::N,oabme,prédmet
2169,Gegenstand::N,gávnne,prédmet
2170,Gegenstand::N,bierggas,prédmet
2171,Gegenstand::N,ettâ,prédmet
2172,Gegenstand::N,kápulâh,prédmet
2173,Gegenstand::N,käu´nn,prédmet
2174,Gegenstand::N,ка̄ввьн,prédmet
2175,Sache::N,aate,réč
2176,Sache::N,aate,stvár
2177,Sache::N,saake,réč
2178,Sache::N,saake,stvár
2179,Sache::N,ássje,réč
2180,Sache::N,ássje,stvár
2181,Sache::N,ášši,réč
2182,Sache::N,ášši,stvár
2183,Sache::N,äšši,réč
2184,Sache::N,äšši,stvár
2185,Sache::N,ä´šš,réč
2186,Sache::N,ä´šš,stvár
2187,Sache::N,ве̄шш,réč
2188,Sache::N,ве̄шш,stvár
2189,Rand::N,raedtie,kràj
2190,Rand::N,rabdda,kràj
2191,Rand::N,ravda,kràj
2192,Rand::N,robdâ,kràj
2193,Rand::N,čårr,kràj
2194,Rand::N,ruõbdd,kràj
2195,Rand::N,рӯммт,kràj
2196,Rand::N,ре̄ввьн,kràj
2197,Kante::N,raedtie,rób
2198,Kante::N,rabdda,rób
2199,Kante::N,ravda,rób
2200,Kante::N,robdâ,rób
2201,Kante::N,å´rdd,rób
2202,Kante::N,ruõbdd,rób
2203,Kante::N,рӯммт,rób
2204,Kante::N,ре̄ввьн,rób
2205,Ecke::N,roene,vogál
2206,Ecke::N,kråane,vogál
2207,Ecke::N,náhpo,vogál
2208,Ecke::N,nusske,vogál
2209,Ecke::N,nurki,vogál
2210,Ecke::N,čiehka,vogál
2211,Ecke::N,čiehâ,vogál
2212,Ecke::N,čiõkk,vogál
2213,Ecke::N,suåp'p,vogál
2214,Ecke::N,уггл,vogál
2215,Spitze::N,gietjie,óst
2216,Spitze::N,snjuhtje,óst
2217,Spitze::N,gihttje,óst
2218,Spitze::N,geahči,óst
2219,Spitze::N,picci,óst
2220,Spitze::N,keeči,óst
2221,Spitze::N,ǩie´čč,óst
2222,Spitze::N,кя̄женч,óst
2223,Ende::N,gietjie,kônec
2224,Ende::N,giehtje,kônec
2225,Ende::N,geahči,kônec
2226,Ende::N,keeči,kônec
2227,Ende::N,puäš'š,kônec
2228,Ende::N,ке̄джь,kônec
2229,Loch::N,raejkie,lúknja
2230,Loch::N,rájgge,lúknja
2231,Loch::N,ráigi,lúknja
2232,Loch::N,räigi,lúknja
2233,Loch::N,loikk,lúknja
2234,Loch::N,râi´ǧǧ,lúknja
2235,Loch::N,ра̄ййк,lúknja
2236,Winkel::N,skaavhte,kót
2237,Winkel::N,tjiehka,kót
2238,Winkel::N,soahppa,kót
2239,Winkel::N,čiehka,kót
2240,Winkel::N,sogge,kót
2241,Winkel::N,suåp'p,kót
2242,Winkel::N,уггл,kót
2243,Muster::N,goere,vzórec
2244,Muster::N,girjja,vzórec
2245,Muster::N,girjjit,vzórec
2246,Muster::N,kovos,vzórec
2247,Muster::N,кыррьй,vzórec
2248,Muster::N,кырьйнесс,vzórec
2249,Größe::N,ståaroe,veličína
2250,Größe::N,stuorrudahka,veličína
2251,Größe::N,stūrrodat,veličína
2252,Größe::N,mahtodat,veličína
2253,Größe::N,allodat,veličína
2254,Größe::N,stuá'ṛudâh,veličína
2255,Größe::N,роаӈӈьк,veličína
2256,Länge::N,gåhkoe,dolžína
2257,Länge::N,guhkkudahka,dolžína
2258,Länge::N,guhkkodat,dolžína
2259,Länge::N,kukkodâh,dolžína
2260,Länge::N,õllâdvuõtt,dolžína
2261,Länge::N,куххьквӯдт,dolžína
2262,Höhe::N,jalloe,vršína
2263,Höhe::N,jalladahke,vršína
2264,Höhe::N,alludahka,vršína
2265,Höhe::N,allatvuohta,vršína
2266,Höhe::N,allodat,vršína
2267,Höhe::N,aḷodâh,vršína
2268,Höhe::N,âlladvuõtt,vršína
2269,Höhe::N,э̄ллвӯдт,vršína
2270,Gewicht::N,leavloe,téža
2271,Gewicht::N,dædda,téža
2272,Gewicht::N,låssudahka,téža
2273,Gewicht::N,deaddu,téža
2274,Gewicht::N,tiäd'du,téža
2275,Gewicht::N,teäd'd,téža
2276,Gewicht::N,тя̄ннт,téža
2277,Gewicht::N,вӣссь,téža
2278,Menge::N,mierie,količína
2279,Menge::N,ållo,količína
2280,Menge::N,mearri,količína
2281,Menge::N,doahkki,količína
2282,Menge::N,meeṛi,količína
2283,Menge::N,tukk,količína
2284,Menge::N,mie´rr,količína
2285,Menge::N,туххк,količína
2286,Menge::N,ла̄ннҍт,količína
2287,Haufen::N,deava,kùp
2288,Haufen::N,deava,kopíca
2289,Haufen::N,håevkie,kùp
2290,Haufen::N,håevkie,kopíca
2291,Haufen::N,hårre,kùp
2292,Haufen::N,hårre,kopíca
2293,Haufen::N,látna,kùp
2294,Haufen::N,látna,kopíca
2295,Haufen::N,laaṇâ,kùp
2296,Haufen::N,laaṇâ,kopíca
2297,Haufen::N,laađđ,kùp
2298,Haufen::N,laađđ,kopíca
2299,Haufen::N,поанн,kùp
2300,Haufen::N,поанн,kopíca
2301,Reihe::N,raajroe,níz
2302,Reihe::N,raajroe,vŕsta
2303,Reihe::N,rájddo,níz
2304,Reihe::N,rájddo,vŕsta
2305,Reihe::N,gurgadas,níz
2306,Reihe::N,gurgadas,vŕsta
2307,Reihe::N,kuáḷus,níz
2308,Reihe::N,kuáḷus,vŕsta
2309,Reihe::N,riâd'd,níz
2310,Reihe::N,riâd'd,vŕsta
2311,Reihe::N,по̄ллт,níz
2312,Reihe::N,по̄ллт,vŕsta
2313,Boot::N,vïnhtse,čóln
2314,Boot::N,vanás,čóln
2315,Boot::N,vanntsa,čóln
2316,Boot::N,fanas,čóln
2317,Boot::N,voonâs,čóln
2318,Boot::N,käärbis,čóln
2319,Boot::N,võõnâs,čóln
2320,Boot::N,вэнс,čóln
2321,Ruder::N,aajroe,vêslo
2322,Ruder::N,ájrro,vêslo
2323,Ruder::N,áiru,vêslo
2324,Ruder::N,áiru,vêslo
2325,Ruder::N,äirr,vêslo
2326,Ruder::N,а̄ррьй,vêslo
2327,Schlitten::N,slærra,saní
2328,Schlitten::N,tjïelhke,saní
2329,Schlitten::N,gieris,saní
2330,Schlitten::N,tjielkká,saní
2331,Schlitten::N,gielká,saní
2332,Schlitten::N,kiäl'kká,saní
2333,Schlitten::N,saan,saní
2334,Schlitten::N,ǩeâlkk,saní
2335,Schlitten::N,со̄а̄н,saní
2336,Ski::N,treavka,smučí
2337,Ski::N,sabek,smučí
2338,Ski::N,sabet,smučí
2339,Ski::N,saaveeh,smučí
2340,Ski::N,koolâs,smučí
2341,Ski::N,коаллас,smučí
2342,Ski::N,са̄вехь,smučí
2343,Lagerfeuer::N,dålle,táborni ôgenj
2344,Lagerfeuer::N,sajijdållå,táborni ôgenj
2345,Lagerfeuer::N,dolla,táborni ôgenj
2346,Lagerfeuer::N,tullâ,táborni ôgenj
2347,Lagerfeuer::N,toll,táborni ôgenj
2348,Lagerfeuer::N,то̄лл,táborni ôgenj
2349,Last::N,maajsoe,tôvor
2350,Last::N,noade,tôvor
2351,Last::N,guorbmi,tôvor
2352,Last::N,kye'rmi,tôvor
2353,Last::N,nue´đđ,tôvor
2354,Last::N,kue´rmm,tôvor
2355,Last::N,нуэдът,tôvor
2356,Gang::N,vaedtseme,hòd
2357,Gang::N,mannulahka,hòd
2358,Gang::N,johtu,hòd
2359,Gang::N,jotteem,hòd
2360,Gang::N,joto,hòd
2361,Gang::N,jäl'lmõš,hòd
2362,Gang::N,ёадтмушш,hòd
2363,Gang::N,ёадтҌмушш,hòd
2364,Schritt::N,sïlle,korák
2365,Schritt::N,lávkke,korák
2366,Schritt::N,lávki,korák
2367,Schritt::N,lävkki,korák
2368,Schritt::N,läu´ǩǩ,korák
2369,Schritt::N,ла̄ффьк,korák
2370,Norden::N,noerhte,séver
2371,Norden::N,nuortta,séver
2372,Norden::N,davvi,séver
2373,Norden::N,taṿe,séver
2374,Norden::N,tâ´vv,séver
2375,Norden::N,таввял,séver
2376,Süden::N,åarjel,júg
2377,Süden::N,oarjje,júg
2378,Süden::N,lulli,júg
2379,Süden::N,mäddi,júg
2380,Süden::N,kesipieg'gâ,júg
2381,Süden::N,saujj,júg
2382,Süden::N,со̄а̄ййв,júg
2383,Westen::N,jillie,zapàd
2384,Westen::N,alle,zapàd
2385,Westen::N,oarji,zapàd
2386,Westen::N,uár'ji,zapàd
2387,Westen::N,viõstâr,zapàd
2388,Westen::N,вуэрьял,zapàd
2389,Osten::N,luvlie,vzhòd
2390,Osten::N,lulle,vzhòd
2391,Osten::N,nuorta,vzhòd
2392,Osten::N,nuor'ttâ,vzhòd
2393,Osten::N,nuõrti,vzhòd
2394,Osten::N,нуҏҏьт,vzhòd
2395,Holz::N,moere,lés
2396,Holz::N,muorra,lés
2397,Holz::N,muorra,lés
2398,Holz::N,muoṛâ,lés
2399,Holz::N,muõrr,lés
2400,Holz::N,мӯрр,lés
2401,Brett::N,fealloe,deskà
2402,Brett::N,fiello,deskà
2403,Brett::N,lávdi,deskà
2404,Brett::N,lyev'di,deskà
2405,Brett::N,lu´vdd,deskà
2406,Brett::N,лаййт,deskà
2407,Platte::N,spaagkoe,plôča
2408,Platte::N,skierro,plôča
2409,Platte::N,skearru,plôča
2410,Platte::N,ráptu,plôča
2411,Platte::N,ка̄ррьт,plôča
2412,Stütze::N,dovtege,opóra
2413,Stütze::N,dovtege,zaslómba
2414,Stütze::N,dåarjege,opóra
2415,Stütze::N,dåarjege,zaslómba
2416,Stütze::N,tsagge,opóra
2417,Stütze::N,tsagge,zaslómba
2418,Stütze::N,nihta,opóra
2419,Stütze::N,nihta,zaslómba
2420,Stütze::N,duvdda,opóra
2421,Stütze::N,duvdda,zaslómba
2422,Stütze::N,caggi,opóra
2423,Stütze::N,caggi,zaslómba
2424,Stütze::N,cagge,opóra
2425,Stütze::N,cagge,zaslómba
2426,Stütze::N,cõgldõk,opóra
2427,Stütze::N,cõgldõk,zaslómba
2428,Stütze::N,стуэлльп,opóra
2429,Stütze::N,стуэлльп,zaslómba
2430,Stange::N,staavra,gréd
2431,Stange::N,stággo,gréd
2432,Stange::N,hålggå,gréd
2433,Stange::N,stávrá,gréd
2434,Stange::N,stággu,gréd
2435,Stange::N,čuálgui,gréd
2436,Stange::N,kaŋgg,gréd
2437,Stange::N,кэ̄ллт,gréd
2438,Stange::N,пе̄лльк,gréd
2439,Stock::N,galte,pálica
2440,Stock::N,klåbpoe,pálica
2441,Stock::N,soabbe,pálica
2442,Stock::N,soabbi,pálica
2443,Stock::N,suáb'bi,pálica
2444,Stock::N,suä´b'b,pálica
2445,Stock::N,суэммьп,pálica
2446,Stab::N,klaahka,pálica
2447,Stab::N,soabbe,pálica
2448,Stab::N,soabbi,pálica
2449,Stab::N,suáb'bi,pálica
2450,Stab::N,suä´b'b,pálica
2451,Stab::N,суэммьп,pálica
2452,Rohr::N,gïrse,cév
2453,Rohr::N,båhttså,cév
2454,Rohr::N,bohcci,cév
2455,Rohr::N,poccee,cév
2456,Rohr::N,puu´lčiǩ,cév
2457,Rohr::N,туррьп,cév
2458,Haus::N,ståapoe,híša
2459,Haus::N,goahte,híša
2460,Haus::N,stohpu,híša
2461,Haus::N,tááḷu,híša
2462,Haus::N,tääll,híša
2463,Haus::N,пэ̄ҏҏт,híša
2464,Heim::N,hïejme,dóm
2465,Heim::N,viesso,dóm
2466,Heim::N,ruoktu,dóm
2467,Heim::N,päikki,dóm
2468,Heim::N,päi´ǩǩ,dóm
2469,Heim::N,пэ̄ҏҏт,dóm
2470,Ofen::N,vuebnie,péč
2471,Ofen::N,vuodná,péč
2472,Ofen::N,vuobnne,péč
2473,Ofen::N,uvdna,péč
2474,Ofen::N,uvnâ,péč
2475,Ofen::N,ǩiiuǥân,péč
2476,Ofen::N,пе̄ххц,péč
2477,Ofen::N,кыввкан,péč
2478,Fußboden::N,guelpie,pòd
2479,Fußboden::N,guolbbe,pòd
2480,Fußboden::N,láhtti,pòd
2481,Fußboden::N,šalde,pòd
2482,Fußboden::N,šâ´ldd,pòd
2483,Fußboden::N,шалльт,pòd
2484,Tisch::N,buertie,míza
2485,Tisch::N,bievdde,míza
2486,Tisch::N,beavdi,míza
2487,Tisch::N,pevdi,míza
2488,Tisch::N,på´rdd,míza
2489,Tisch::N,stue´ll,míza
2490,Tisch::N,туэлль,míza
2491,Stuhl::N,stovle,stòl
2492,Stuhl::N,ståvllå,stòl
2493,Stuhl::N,stuollu,stòl
2494,Stuhl::N,stovli,stòl
2495,Stuhl::N,stuu´l,stòl
2496,Stuhl::N,стула,stòl
2497,Wiege::N,gïerhkeme,zíbel
2498,Wiege::N,vuoggo,zíbel
2499,Wiege::N,geaŧŧu,zíbel
2500,Wiege::N,geaktu,zíbel
2501,Wiege::N,gietkka,zíbel
2502,Wiege::N,kiäh'tu,zíbel
2503,Wiege::N,vogga,zíbel
2504,Wiege::N,кӣткэм,zíbel
2505,Bett::N,seangkoe,póstelja
2506,Bett::N,sæŋŋga,póstelja
2507,Bett::N,seaŋga,póstelja
2508,Bett::N,seŋgâ,póstelja
2509,Bett::N,sââ´jj,póstelja
2510,Bett::N,вуэдтӭмсайй,póstelja
2511,Regal::N,hælla,políca
2512,Regal::N,hilldo,políca
2513,Regal::N,hildu,políca
2514,Regal::N,ildee,políca
2515,Regal::N,i´lddi,políca
2516,Regal::N,ылльтэ,políca
2517,Kiste::N,aeskie,zabòj
2518,Kiste::N,kássa,zabòj
2519,Kiste::N,kássa,zabòj
2520,Kiste::N,árkku,zabòj
2521,Kiste::N,ču´ǩǩ,zabòj
2522,Kiste::N,чуххьк,zabòj
2523,Fenster::N,klaase,ôkno
2524,Fenster::N,vinndek,ôkno
2525,Fenster::N,láse,ôkno
2526,Fenster::N,laasâ,ôkno
2527,Fenster::N,ikkân,ôkno
2528,Fenster::N,эххкан,ôkno
2529,Tür::N,okse,vráta
2530,Tür::N,uksa,vráta
2531,Tür::N,uksa,vráta
2532,Tür::N,uksâ,vráta
2533,Tür::N,uhss,vráta
2534,Tür::N,уккс,vráta
2535,Tor::N,okse,velíka vráta
2536,Tor::N,pårttå,velíka vráta
2537,Tor::N,uksa,velíka vráta
2538,Tor::N,poarta,velíka vráta
2539,Tor::N,porttâ,velíka vráta
2540,Tor::N,uustõk,velíka vráta
2541,Tor::N,čuâlluhss,velíka vráta
2542,Tor::N,уккс,velíka vráta
2543,Zaun::N,haakene,ográja
2544,Zaun::N,jerra,ográja
2545,Zaun::N,gárdde,ográja
2546,Zaun::N,áidi,ográja
2547,Zaun::N,äiđi,ográja
2548,Zaun::N,äidd,ográja
2549,Zaun::N,čuâll,ográja
2550,Zaun::N,а̄ййт,ográja
2551,Dach::N,rehpie,stréha
2552,Dach::N,dæhkko,stréha
2553,Dach::N,gáhttu,stréha
2554,Dach::N,káttu,stréha
2555,Dach::N,laakk,stréha
2556,Dach::N,пэ̄ҏҏтэ̄ля,stréha
2557,Dach::N,кры̄ша,stréha
2558,Leiter::N,raajtere,léstev
2559,Leiter::N,tjajmos,léstev
2560,Leiter::N,boagos,léstev
2561,Leiter::N,ráidalas,léstev
2562,Leiter::N,raidlâs,léstev
2563,Leiter::N,лествец,léstev
2564,Besen::N,saehpie,mêtla
2565,Besen::N,gaerpene,mêtla
2566,Besen::N,njáman,mêtla
2567,Besen::N,luvdá,mêtla
2568,Besen::N,luvdá,mêtla
2569,Besen::N,västt,mêtla
2570,Besen::N,ва̄сст,mêtla
2571,Spaten::N,gåajvoe,lopáta
2572,Spaten::N,spádá,lopáta
2573,Spaten::N,goajvvo,lopáta
2574,Spaten::N,goaivu,lopáta
2575,Spaten::N,kuái'vu,lopáta
2576,Spaten::N,kuäivv,lopáta
2577,Spaten::N,куаййв,lopáta
2578,Schaufel::N,gåajvoe,lopáta
2579,Schaufel::N,gåjvun,lopáta
2580,Schaufel::N,goajvvo,lopáta
2581,Schaufel::N,goaivu,lopáta
2582,Schaufel::N,kuái'vu,lopáta
2583,Schaufel::N,kuäivv,lopáta
2584,Schaufel::N,куаййв,lopáta
2585,Gabel::N,tjåagka,vílice
2586,Gabel::N,gáffil,vílice
2587,Gabel::N,káffal,vílice
2588,Gabel::N,kaahvâl,vílice
2589,Gabel::N,velkk,vílice
2590,Gabel::N,а̄лльс,vílice
2591,Löffel::N,buste,žlíca
2592,Löffel::N,bassti,žlíca
2593,Löffel::N,baste,žlíca
2594,Löffel::N,pastem,žlíca
2595,Löffel::N,pâ´sttem,žlíca
2596,Löffel::N,пасьтэмь,žlíca
2597,Messer::N,nejpie,nòž
2598,Messer::N,nijbbe,nòž
2599,Messer::N,niibi,nòž
2600,Messer::N,nijbe,nòž
2601,Messer::N,nei´bb,nòž
2602,Messer::N,ныййп,nòž
2603,Nagel::N,spæjhkere,žebèlj
2604,Nagel::N,spiger,žebèlj
2605,Nagel::N,návlle,žebèlj
2606,Nagel::N,spiikkár,žebèlj
2607,Nagel::N,spijkkár,žebèlj
2608,Nagel::N,näu´ll,žebèlj
2609,Nagel::N,на̄ввьл,žebèlj
2610,Netz::N,viermie,mréža
2611,Netz::N,viermme,mréža
2612,Netz::N,næhtta,mréža
2613,Netz::N,fierbmi,mréža
2614,Netz::N,viermi,mréža
2615,Netz::N,säi´mm,mréža
2616,Netz::N,нӯжхьт,mréža
2617,Haken::N,kruehkie,kljúka
2618,Haken::N,ruohkke,kljúka
2619,Haken::N,vagge,kljúka
2620,Haken::N,roahkki,kljúka
2621,Haken::N,faggi,kljúka
2622,Haken::N,kuák'ki,kljúka
2623,Haken::N,kuä´ǩ'ǩ,kljúka
2624,Haken::N,ва̄ӈӈк,kljúka
2625,Haken::N,куэххьк,kljúka
2626,Griff::N,rehpie,ročáj
2627,Griff::N,rehpie,oprijèm
2628,Griff::N,taatje,ročáj
