,Concept_ID,ka,kv
220,Kohle::N,ნახშირი,уголь
221,Glas::N,მინა,стекло
222,Lehm::N,თიხა,сёй
223,Sand::N,ქვიშა,лыа
224,Mensch::N,ადამიანი,морт
225,Mann::N,კაცი,мужик
226,Frau::N,ქალი,инька
227,Kind::N,ბავშვი,кага
228,Junge::N,ვაჟი,зонка
229,Mädchen::N,გოგო,нывкаок
230,Familie::N,ოჯახი,семья
231,Großvater::N,პაპა,дед
232,Großvater::N,ბაბუა,дед
233,Großmutter::N,ბებია,баб
234,Großmutter::N,დიდედა,баб
235,Eltern::N,მშობლები,ай-мам
236,Vater::N,მამა,ай
237,Mutter::N,დედა,мам
238,Sohn::N,ვაჟიშვილი,зон
239,Tochter::N,ქალიშვილი,ныв
240,Bruder::N,ძმა,вон
241,Schwester::N,და,сой
242,Onkel::N,ბიძა,дядь
243,Tante::N,დეიდა,айӧлӧн сой
244,Tante::N,დეიდა,ичинь
245,Tante::N,მამიდა,айӧлӧн сой
246,Tante::N,მამიდა,ичинь
247,Ehemann::N,ქმარი,жӧник
248,Ehefrau::N,ცოლი,инь
249,Freude::N,სიხარული,гаж
250,Freude::N,სიხარული,радъялӧм
251,Gelächter::N,სიცილი,сералӧм
252,Glück::N,ბედნიერება,мичлун
253,Kummer::N,მწუხარება,шог
254,Wunsch::N,წადილი,мӧдӧм
255,Wunsch::N,წადილი,охотитӧм
256,Wunsch::N,სურვილი,мӧдӧм
257,Wunsch::N,სურვილი,охотитӧм
258,Lust::N,წადილი,охота
259,Geist::N,სული,лов
260,Gedanke::N,ფიქრი,дума
261,Gedächtnis::N,მეხსიერება,тӧдвыв
262,Verstand::N,ჭკუა,вежӧр
263,Verstand::N,გონება,вежӧр
264,Sinn::N,მნიშვნელობა,ылӧс
265,Grund::N,მიზეზი,мог
266,Wahrheit::N,სიმართლე,правда
267,Wahrheit::N,ჭეშმარიტება,правда
268,Gespräch::N,ბაასი,сёрни
269,Gespräch::N,საუბარი,сёрни
270,Märchen::N,არაკი,сказка
271,Märchen::N,ზღაპარი,сказка
272,Erzählung::N,თქმულება,висьт
273,Nachricht::N,ცნობა,юӧр
274,Nachricht::N,ცნობა,висьталӧм
275,Nachricht::N,ამბავი,юӧр
276,Nachricht::N,ამბავი,висьталӧм
277,Neuigkeit::N,სიახლე,новость
278,Name::N,სახელი,ним
279,Rätsel::N,გამოცანა,загадка
280,Rede::N,სიტყვა,сёрни
281,Sprache::N,ენა,кыв
282,Stimme::N,ხმა,голос
283,Wort::N,სიტყვა,кыв
284,Zeichen::N,ნიშანი,пас
285,Ruf::N,ძახილი,чуксӧм
286,Ruf::N,ძახილი,чукӧстӧм
287,Lärm::N,ხმაური,шум
288,Laut::N,ხმა,шы
289,Laut::N,ბგერა,шы
290,Ton::N,ტონი,гор
291,Lied::N,სიმღერა,сьыланкыв
292,Ruhe::N,სიწყნარე,спокой
293,Leute::N,ადამიანები,йӧз
294,Volk::N,ერი,йӧз
295,Volk::N,ერი,народ
296,Volk::N,ხალხი,йӧз
297,Volk::N,ხალხი,народ
298,Arbeit::N,მუშაობა,удж
299,Gast::N,სტუმარი,гӧсь
300,Geschenk::N,საჩუქარი,гӧснеч
301,Geschenk::N,საჩუქარი,подарок
302,Spiel::N,თამაში,орсӧм
303,Gesellschaft::N,საზოგადოება,компания
304,Hilfe::N,შველა,отсӧт
305,Hilfe::N,დახმარება,отсӧт
306,Freund::N,მეგობარი,модз
307,Freund::N,მეგობარი,дружок
308,Kamerad::N,ამხანაგი,тӧдса
309,Angelegenheit::N,საქმე,дело
310,Anzahl::N,ოდენობა,лыд
311,Art::N,სახეობა,пӧлӧс
312,Stück::N,ნატეხი,тор
313,Teil::N,წილი,юкӧм
314,Hälfte::N,ნახევარი,джын
315,Kreis::N,წრე,круг
316,Kreuz::N,ჯვარი,перна
317,Linie::N,ხაზი,визь
318,Strich::N,შტრიხი,кырӧв
319,Abstand::N,მანძილი,колас
320,Entfernung::N,სიშორე,ылына
321,Gegend::N,არე,места
322,Gegend::N,მხარე,места
323,Platz::N,ფართობი,места
324,Ort::N,ადგილი,места
325,Seite::N,მხარე,ладор
326,Mitte::N,შუა,шӧр
327,Gegenstand::N,საგანი,тор
328,Sache::N,ნივთი,тор
329,Rand::N,კიდე,дор
330,Kante::N,ნაწიბული,ордлы
331,Ecke::N,კუთხე,пельӧс
332,Spitze::N,წვეტი,йыв
333,Ende::N,ბოლო,йыв
334,Loch::N,ხვრელი,осьта
335,Winkel::N,კუთხე,пельӧс
336,Muster::N,მოხატულობა,сер
337,Größe::N,ზომა,ыжда
338,Größe::N,სიდიდე,ыжда
339,Länge::N,სიგრძე,кузя
340,Höhe::N,სიმაღლე,сувда
341,Höhe::N,სიმაღლე,вылына
342,Gewicht::N,წონა,сьӧкта
343,Menge::N,რაოდენობა,
344,Haufen::N,გროვა,куча
345,Reihe::N,რიგი,лёдз
346,Reihe::N,წყება,лёдз
347,Boot::N,გემი,пыж
348,Ruder::N,ხოფი,пелыс
349,Ruder::N,ნიჩაბი,пелыс
350,Schlitten::N,მარხილი,додь
351,Ski::N,თხილამური,лямпа
352,Lagerfeuer::N,კოცონი,бипур
353,Last::N,ტვირთი,тягота
354,Gang::N,სვლა,мунӧм
355,Schritt::N,ბიჯი,вожмӧв
356,Norden::N,ჩრდილოეთი,ой
357,Süden::N,სამხრეთი,лун
358,Westen::N,დასავლეთი,рытвыв
359,Osten::N,აღმოსავლეთი,асыв
360,Holz::N,ხე,пу
361,Brett::N,დაფა,пӧв
362,Brett::N,ფიცარი,пӧв
363,Platte::N,თლილი ქვა,плита
364,Stütze::N,საყრდენი,пика
365,Stange::N,ჭოკი,зор
366,Stange::N,ჭოკი,потш
367,Stock::N,კეტი,бедь
368,Stab::N,ლატანი,шест
369,Rohr::N,მილაკი,труба
370,Haus::N,სახლი,керку
371,Heim::N,ოჯახის კერა,керку
372,Ofen::N,ღუმელი,пӧжавны
373,Fußboden::N,იატაკი,джодж
374,Tisch::N,სუფრა,пызан
375,Tisch::N,მაგიდა,пызан
376,Stuhl::N,სკამი,стул
377,Wiege::N,აკვანი,зыбка
378,Bett::N,საწოლი,кровать
379,Bett::N,სარეცელი,кровать
380,Regal::N,თაროები,джадж
381,Kiste::N,ყუთი,ящик
382,Kiste::N,სკივრი,ящик
383,Fenster::N,ფანჯარა,ӧшын
384,Fenster::N,სარკმელი,ӧшын
385,Tür::N,ბჭე,ыбӧс
386,Tür::N,კარი,ыбӧс
387,Tor::N,ჭიშკარი,ворота
388,Zaun::N,ღობე,забор
389,Zaun::N,გალავანი,забор
390,Dach::N,სახურავი,крыша
391,Leiter::N,კიბე,лиснич
392,Besen::N,ცოცხი,рос
393,Spaten::N,ნიჩაბი,зыр
394,Schaufel::N,ბარი,зыр
395,Gabel::N,ჩანგალი,вила
396,Löffel::N,კოვზი,пань
397,Messer::N,დანა,пурт
398,Nagel::N,ლურსმანი,кӧрттув
399,Netz::N,ბადე,кыйӧт
400,Haken::N,კავი,ем
401,Haken::N,კაუჭი,ем
402,Griff::N,ტარი,пу
403,Schloss::N,კლიტე,замок
404,Schloss::N,საკეტი,замок
405,Bild::N,სურათი,картина
406,Figur::N,ფიგურა,мыгӧр
407,Puppe::N,თოჯინა,акань
408,Beutel::N,პარკი,мешӧк
409,Bündel::N,გალა,нин
410,Bündel::N,ასხმა,нин
411,Tasche::N,ჩანთა,сумка
412,Eimer::N,ჩამჩა,ведра
413,Deckel::N,ხუფი,вевт
414,Deckel::N,სარქველი,вевт
415,Geschirr::N,ჭურჭელი,доз
416,Geschirr::N,ჭურჭელი,бекӧрпань
417,Sack::N,ტომარა,мешӧк
418,Tasse::N,ფინჯანი,бекӧр
419,Topf::N,ქოთანი,кастрюля
420,Kessel::N,ქვაბი,пӧрт
421,Essen::N,ჭამა,сёйӧм
422,Nahrung::N,საზრდო,вердан
423,Nahrung::N,საკვები,вердан
424,Speise::N,საჭმელი,сёян
425,Fleisch::N,ხორცი,яй
426,Getreide::N,მარცვლოვანი,сю
427,Brei::N,ფაფა,каша
428,Brot::N,პური,нянь
429,Scheibe::N,ნაჭერი,шӧрӧм
430,Fett::N,ქონი,гос
431,Fett::N,ცხიმი,гос
432,Butter::N,კარაქი,ви
433,Öl::N,ზეთი,ви
434,Salz::N,მარილი,сов
435,Suppe::N,სუფი,шыд
436,Honig::N,თაფლი,ма
437,Milch::N,რძე,йӧв
438,Tee::N,ჩაი,чай
439,Leder::N,ტყავი,кучик
440,Wolle::N,მატყლი,гӧн
441,Stoff::N,ქსოვილი,дӧра
442,Nadel::N,ნემსი,ем
443,Faden::N,ძაფი,сунис
444,Faden::N,მკედი,сунис
445,Knopf::N,ღილი,кизь
446,Knoten::N,ნასკვი,узӧв
447,Knoten::N,ნასკვი,гӧрӧд
448,Farbe::N,საღებავი,краска
449,Kleidung::N,ტანსაცმელი,паськӧм
450,Hemd::N,ხალათი,йӧрнӧс
451,Hemd::N,პერანგი,йӧрнӧс
452,Kragen::N,საყელო,воротник
453,Ärmel::N,სახელო,сос
454,Hose::N,შარვალი,вешьян
455,Gürtel::N,ქამარი,йи
456,Mütze::N,ქუდი,шапка
457,Schuh::N,ფეხსაცმელი,ботинки
458,Stiefel::N,ჩექმა,сапог
459,Ring::N,ბეჭედი,чунькытш
460,Band::N,ბაფთი,ленточка
461,Kamm::N,სავარცხელი,сынан
462,Spiegel::N,სარკე,зеркало
463,Riemen::N,ღვედი,ремень
464,Schnur::N,ლარი,гез
465,Leine::N,ჯაჭვი,повод
466,Decke::N,საბანი,одеяло
467,Kissen::N,ბალიში,подушка
468,Tuch::N,მაუდი,чышьян
469,Tuch::N,თავშალი,чышьян
470,Handtuch::N,ხელსახოცი,чышкӧт
471,Kraft::N,ძალა,прак
472,Stärke::N,ღონე,вын
473,Gesundheit::N,ჯანმრთელობა,здоровье
474,Krankheit::N,სენი,шог
475,Krankheit::N,ავადმყოფობა,шог
476,Schmerz::N,ტკივილი,зубыт
477,Wunde::N,იარი,рана
478,Wunde::N,ჭრილობა,рана
479,Fieber::N,ციება,лёк тресся
480,Fieber::N,ციება,кынтан шогӧт
481,Arznei::N,წამალი,лекарство
482,Brücke::N,ხიდი,пос
483,Brunnen::N,ჭა,колодец 
484,Weide::N,საძოვარი,пода йирсян
485,Pfad::N,ბილიკი,туй
486,Weg::N,გზა,туй
487,Straße::N,შარაგზა,туй
488,Dorf::N,დაბა,деревня
489,Dorf::N,სოფელი,деревня
490,Stadt::N,ქალაქი,город
491,Brief::N,წერილი,гижӧт
492,Buch::N,წიგნი,книга
493,Buchstabe::N,ასო,буква
494,Zeitung::N,გაზეთი,газета
495,Leben::N,სიცოცხლე,олан
496,Tod::N,სიკვდილი,кулӧм
497,Grab::N,სამარე,гу
498,Grab::N,საფლავი,гу
499,Kirche::N,ეკლესია,вичку
500,Sünde::N,ცოდვა,грек
501,Gott::N,ღმერთი,ен
502,Arbeiter::N,მუშა,уджалiсь
503,Chef::N,გამგე,начальник
504,Meister::N,ოსტატი,мастер
505,Arzt::N,ექიმი,врач
506,Arzt::N,მკურნალი,врач
507,Lehrer::N,მასწავლებელი,велӧтісь
508,Geld::N,ფული,деньга
509,Geschäft::N,საქმე,удж
510,Geschäft::N,ბიზნესი,удж
511,Laden::N,დუქანი,магазин
512,Laden::N,მაღაზია,магазин
513,Preis::N,ფასი,дон
514,Ware::N,საქონელი,товар
515,Nutzen::N,ხეირი,путь
516,Reichtum::N,სიმდიდრე,богатство
517,Welt::N,მსოფლიო,му
518,Land::N,მხარე,страна
519,Land::N,ქვეყანა,страна
520,Staat::N,სახელმწიფო,государство
521,König::N,მეფე,кан
522,Macht::N,ძლიერება,власть
523,Grenze::N,ზღვარი,граница
524,Krieg::N,ომი,война
525,Feind::N,მტერი,враг
526,Gewalt::N,სისასტიკე,
527,Kampf::N,ბრძოლა,нярасьӧм
528,Kampf::N,ბრძოლა,вермасьӧм
529,Bogen[Waffe]::N,მშვილდი,лук
530,Pfeil::N,ისარი,ньӧв
531,Pfeil::N,მახვილი,ньӧв
532,Gewehr::N,თოფი,ружьё
533,Gewehr::N,შაშხანა,ружьё
534,Fehler::N,შეცდომა,ошибка
535,Lüge::N,სიცრუე,ылӧтӧм
536,Lüge::N,სიცრუე,пӧрьялӧм
537,Schaden::N,ვნება,лёк
538,Unglück::N,ხიფათი,пик
539,Unglück::N,ხიფათი,оказзё
540,Unglück::N,უბედურება,пик
541,Unglück::N,უბედურება,оказзё
542,Schuld::N,ბრალი,вина
543,Alter::N,ასაკი,
544,Schluss::N,ბოლო,ком
545,Schluss::N,დასასრული,ком
546,Zeit::N,დრო,кад
547,Tag::N,დღე,лун
548,Morgen::N,დილა,асыв
549,Mittag::N,შუადღე,луншӧр кад
550,Abend::N,საღამო,рыт
551,Nacht::N,ღამე,ой
552,Woche::N,კვირა,неделя
553,Monat::N,თვე,тӧлicь
554,Jahr::N,წელი,год
555,Frühling::N,გაზაფხული,тулыс
556,Sommer::N,ზაფხული,гожум
557,Herbst::N,შემოდგომა,ар
558,Winter::N,ზამთარი,тӧв
559,Januar::N,იანვარი,январ
560,Februar::N,თებერვალი,февраль
561,März::N,მარტი,март
562,April::N,აპრილი,апрель
563,Mai::N,მაისი,май
564,Juni::N,ივნისი,юнь
565,Juli::N,ივლისი,юль
566,August::N,აგვისტო,август
567,September::N,სექტემბერი,сентяб
568,Oktober::N,ოქტომბერი,октяб
569,November::N,ნოემბერი,нояб
570,Dezember::N,დეკემბერი,декаб
571,Montag::N,ორშაბათი,вильлун
572,Dienstag::N,სამშაბათი,мӧдӧдзлун
573,Mittwoch::N,ოთხშაბათი,шӧрлун
574,Donnerstag::N,ხუთშაბათი,нёльӧдзлун
575,Freitag::N,პარასკევი,витӧдзлун
576,Samstag::N,შაბათი,пывсянлун
577,Sonntag::N,კვირა,кресення
578,groß::A,დიდი,ыджыт
579,klein::A,მცირე,учӧтик
580,klein::A,პატარა,учӧтик
581,lang::A,გრძელი,кузь
582,kurz::A,მოკლე,дженыт
583,breit::A,ფართო,ота
584,breit::A,განიერი,ота
585,schmal::A,ვიწრო,векнит
586,schmal::A,წვრილი,векнит
587,dicht::A,მჭიდრო,тшӧк
588,dick[Gegenstand]::A,სქელი,кыз
589,dünn::A,წვრილი,вӧснит
590,fein::A,თხელი,вӧснит
591,fest::A,მყარი,крепыт
592,flach::A,ბრტყელი,лапкӧса
593,glatt::A,გლუ,волькыт
594,hart::A,მაგარი,чӧрыт
595,weich::A,რბილი,небыт
596,rund::A,მრგვალი,гӧгрӧса
597,spitz::A,წვეტიანი,ёся
598,scharf::A,მჭრელი,лэчыт
599,stumpf::A,ბლაგვი,ныж
600,schwer::A,მძიმე,сьӧкыт
601,schön::A,ლამაზი,басӧк
602,heiß::A,ცხელი,жар
603,warm::A,თბილი,шоныт
604,kalt::A,ცივი,кӧдзыт
605,kühl::A,გრილი,сайкыт
606,frisch::A,სუფთა,виль
607,feucht::A,ნოტიო,вакодь
608,nass::A,სველი,ва
609,trocken::A,მშრალი,кӧс
610,voll::A,სავსე,тыра
611,leer::A,ცარიელი,тыртӧм
612,offen::A,ღია,оссьӧм
613,offen::A,გაშლილი,оссьӧм
614,geschlossen::A,დახურული,игана
615,geschlossen::A,დახურული,пӧдана
616,sauber::A,სუფთა,сӧдз
617,sauber::A,სუფთა,сӧстӧм
618,sauber::A,წმინდა,сӧдз
619,sauber::A,წმინდა,сӧстӧм
620,schmutzig::A,ტალახიანი,нятьӧсь
621,roh::A,უმი,путӧм
622,reif::A,მწიფე,кисьмалӧм
623,lecker::A,გემრიელი,кӧра 
624,süß::A,ტკბილი,чӧскыт
625,bitter::A,მწარე,курыт
626,sauer::A,მჟავე,шӧма 
627,hell::A,ნათელი,югыт
628,dunkel::A,ბნელი,пемыт
629,schwarz::A,შავი,сьӧд
630,weiß::A,თეთრი,чочком
631,rot::A,წითელი,гӧрд
632,gelb::A,ყვითელი,веж
633,blau::A,ლურჯი,лӧз
634,blau::A,ცისფერი,лӧз
635,grün::A,მწვანე,веж
636,grau::A,რუხი,руд
637,grau::A,რუხი,бусӧй
638,grau::A,ნაცრისფერი,руд
639,grau::A,ნაცრისფერი,бусӧй
640,bunt::A,ჭრელი,быдрӧма
641,bunt::A,ფერადი,быдрӧма
642,billig::A,იაფი,донтӧм
643,teuer::A,ძვირი,дона
644,wertvoll::A,ღირსიანი,дона
645,blind::A,ბრმა,синтӧм
646,taub::A,ყრუ,пельтӧм
647,kräftig::A,ძალავანი,вына
648,stark::A,ძლიერი,вына
649,stark::A,ღონიერი,вына
650,schwach::A,სუსტი,некодя
651,fett::A,სქელი,госа
652,schlank::A,გამხდარი,статя
653,hübsch::A,ეშხიანი,басӧк
654,hübsch::A,მშვენიერი,басӧк
655,böse::A,ავი,лёк
656,böse::A,ბოროტი,лёк
657,dumm::A,ბოთე,бӧбӧв
658,dumm::A,ბოთე,вежӧртӧм
659,dumm::A,სულელი,бӧбӧв
660,dumm::A,სულელი,вежӧртӧм
661,faul::A,ზანტი,дыш
662,faul::A,ზარმაცი,дыш
663,fleißig::A,ბეჯითი,уджалicь
664,fleißig::A,მუყაითი,уджалicь
665,geizig::A,ძუნწი,жикмӧра
666,geizig::A,ძუნწი,горшаліcь
667,klug::A,ჭკვიანი,авья
668,klug::A,ჭკვიანი,вежӧра
669,geschickt::A,მარჯვე,кипода
670,geschickt::A,გაწაფული,кипода
671,lieb::A,სატრფიალო,муса
672,lieb::A,სატრფიალო,дзулиньӧй
673,lustig::A,მხიარული,гажа
674,sanft::A,ალერსიანი,лебезнӧй
675,sanft::A,გრძნობიერი,лебезнӧй
676,hungrig::A,მშიერი,тшыг
677,krank::A,სნეული,шогалiсь
678,krank::A,ავადმყოფი,шогалiсь
679,nackt::A,ტიტველი,куш
680,traurig::A,მწუხარე,жугыль
681,traurig::A,სევდიანი,жугыль
682,lebendig::A,ცოცხალი,ловья
683,gut::A,კარგი,бур
684,schlecht::A,უხეირო,умӧль
685,richtig::A,ნამდვილი,
686,schlimm::A,ცუდი,нештӧм
687,wahr::A,სწორი,
688,wahr::A,ჭეშმარიტი,
689,alt::A,ძველი,важ
690,neu::A,ახალი,виль
691,ehemalig::A,ყოფილი,вӧвлӧм
692,alt[Lebewesen]::A,ბებერი,года
693,alt[Lebewesen]::A,ბებერი,годдэза
694,jung::A,ნორჩი,том
695,jung::A,ახალგაზრდა,том
696,arm::A,ღარიბი,гов
697,arm::A,ღარიბი,беднӧй
698,reich::A,მდიდარი,эма
699,bekannt::A,ცნობილი,тӧдса
700,berühmt::A,გამოჩენილი,
701,fremd::A,უცხო,чужӧй
702,fremd::A,გარეშე,чужӧй
703,verschieden::A,სხვაგვარი,быдкодь
704,nah::A,ახლო,матiсь
705,fern::A,შორი,ылicь
706,fern::A,შორეული,ылicь
707,linker::A,მარცხენა,шульга
708,rechter::A,მარჯვენა,веськытланись
709,anderer::A,სხვა,мукӧд
710,erster::A,პირველი,медодзза
711,zweiter::A,მეორე,кыкӧт
712,dritter::A,მესამე,куимӧт
713,dritter::A,მესამე,куимӧдз
714,letzter::A,ბოლო,бӧрья
715,letzter::A,ბოლო,мёдбӧрья
716,letzter::A,უკანასკნელი,бӧрья
717,letzter::A,უკანასკნელი,мёдбӧрья
718,allein::ADV,მარტო,
719,auf einmal::ADV,ერთდროულად,тшӧтш
720,zusammen::ADV,ერთად,ӧтлаын
