,Concept_ID,lbe,he
734,noch::ADV,уттигу,עוד
735,noch::ADV,уттигу,עדין
736,noch::ADV,цакьинва,עוד
737,noch::ADV,цакьинва,עדין
738,noch::ADV,ттигу-шилагу,עוד
739,noch::ADV,ттигу-шилагу,עדין
740,nur::ADV,анжагь,רק
741,wieder::ADV,цӏуницӏа,שוב
742,vergebens::ADV,аьдада,לריק
743,vergebens::ADV,аьдада,לשוא
744,vergebens::ADV,нахӏакь,לריק
745,vergebens::ADV,нахӏакь,לשוא
746,vor::PRP,хьхьичӏ,מול
747,hinter::PRP,махъ,מאחורי
748,unter::PRP,лув,מתחת
749,durch::PRP,-х,דרך
750,neben::PRP,чӏарав,ליד
751,neben::PRP,чӏарав,על-יד
752,zwischen::PRP,дянив,בין
753,wegen::PRP,цӏаний,בשל
754,wegen::PRP,цӏаний,בגלל
755,dies::PRN,ва,זה
756,das::PRN,та,זה
757,das::PRN,кӏа,זה
758,das::PRN,га,זה
759,alles::PRN,щала,הכל
760,ich::PRN,на,אני
761,du::PRN,ина,את
762,du::PRN,ина,אתה
763,er::PRN,му,הוא
764,wir::PRN,жу,אנחנו
765,ihr::PRN,зу,לה
766,was::FPRN,ци,מה
767,wer::FPRN,цу,מי
768,wo::FADV,чув,איפה
769,wohin::FADV,чун,לאן
770,wie::FADV,цукун,איך
771,warum::FADV,цан,למה
772,wieviel::FNUM,циксса,כמה
773,eins::NUM,ца,אחד
774,zwei::NUM,кӏива,שתים
775,drei::NUM,шамма,שלושה
776,vier::NUM,мукьа,ארבעה
777,vier::NUM,мукьва,ארבעה
778,fünf::NUM,ххюва,חמשה
779,sechs::NUM,ряхва,ששה
780,sieben::NUM,арула,שבעה
781,acht::NUM,мяйва,שמונה
782,neun::NUM,урчӏва,תשעה
783,zehn::NUM,ацӏва,עשרה
784,elf::NUM,ацӏния цава,אחת עשרה
785,zwölf::NUM,ацӏиия кӏива,שתים עשרה
786,zwanzig::NUM,кьува,עשרים
787,dreißig::NUM,зувира,שלושים
788,vierzig::NUM,мукьцӏала,ארבעים
789,fünfzig::NUM,ххюцӏала,חמשים
790,sechzig::NUM,ряхцӏала,ששים
791,achtzig::NUM,мяйцӏала,שמונים
792,neunzig::NUM,урчӏцӏала,תשעים
793,hundert::NUM,ттурш,מאה
794,hundert::NUM,ттуршва,מאה
795,tausend::NUM,азарва,אלף
796,und::CNJ,-гу,ו
797,oder::CNJ,я,או
798,oder::CNJ,ягу,או
799,stehen::V,ацӏан,עמד
800,sitzen::V,щяивкӏун икӏан,ישב
801,liegen::V,утту нвхьуну икӏан,שכב
802,hängen::V,зурчӏай тӏун,היה תלוי
803,werden::V,хьун,הפך ל
804,passieren::V,хьун,קרה
805,beginnen::V,дайдишин,התחיל
806,beginnen::V,дайдирхьуну дикӏан,התחיל
807,enden::V,къуртал дан,הסתים
808,wechseln::V,даххана хьун,השתנה
809,wechseln::V,даххана дуллан,השתנה
810,aufgehen[Sonne]::V,буклай бур,זרח
811,untergehen[Sonne]::V,лаглай бур,שקע
812,scheinen[Sonne]::V,битан,בהק
813,scheinen[Sonne]::V,чани буллан,בהק
814,donnern::V,тӏий бур,רעם
815,wehen::V,бишлай бур,נשב
816,strömen::V,экьинан,זרם
817,fließen::V,экьинан,זרם
818,sich drehen::V,гьанан,הסתובב
819,schwanken::V,хъюлчу тӏун,התנודד
820,schwanken::V,хӏуркку тӏун,התנודד
821,schwingen::V,хъюлчай тӏун,התנענע
822,schwingen::V,хъюлчу тӏун,התנענע
823,fallen::V,багьлан,נפל
824,brennen::V,ччучлан,בער
825,rauchen::V,пуркӏу тӏун,עשן
826,regnen::V,лачӏун,ירד גשם
827,regnen::V,лачIлай дур,ירד גשם
828,gefrieren::V,микӏ лачӏун,קפא
829,tauen::V,баслан,נמס
830,schmelzen::V,баслан,התיך
831,trocknen::V,кьакьан,התיבש
832,sieden::V,щаран,רתח
833,faulen::V,аьллан,רקב
834,verfaulen::V,аьллан,רקב
835,verfaulen::V,аьян,רקב
836,reißen::V,ххя дукан,נקרע
837,versinken::V,оькьлан,טבע
838,versinken::V,оькьан,טבע
839,vergehen::V,лялиян,עבר
840,erscheinen::V,буккан,נגלה
841,erscheinen::V,буккан,הופיע
842,erscheinen::V,загьир хьун,נגלה
843,erscheinen::V,загьир хьун,הופיע
844,verschwinden::V,бат хьун,נעלם
845,verschwinden::V,акъа хьун,נעלם
846,sinken::V,чахь учин,ירד
847,abnehmen::V,чан хьун,הפחית
848,abnehmen::V,ссуссукьу хьун,הפחית
849,zunehmen::V,гьарза хьун,רבה
850,steigen::V,гьаз хьун,עלה
851,wachsen::V,ххяххан,גדל
852,glänzen::V,цӏай буккан,נצץ
853,glänzen::V,цӏай буккан,בהק
854,funkeln::V,цӏай-цӏай тӏун,נצנץ
855,lärmen::V,чӏу буллан,רעש
856,lärmen::V,аьлагъужа буллан,רעש
857,läuten::V,занг ришлан,צלצל
858,läuten::V,занг дуллан,צלצל
859,klingeln::V,занг ришлан,צלצל
860,klingeln::V,занг дуллан,צלצל
861,brausen::V,никъащилан,געש
862,rauschen::V,щурщур тӏун,רשרש
863,klingen::V,чӏу буклан,נשמע
864,bellen::V,хӏап тӏун,נבח
865,blasen::V,уф тӏун,נשף
866,pfeifen::V,щютӏа тӏун,שרק
867,schreien::V,чӏу бан,צעק
868,stöhnen::V,угь-къак тӏун,נאנק
869,zittern::V,зурзу чин,רעד
870,zittern::V,зурзу тӏун,רעד
871,leben::V,ялапар хъанан,חי
872,geboren werden::V,ан,נולד
873,atmen::V,ссихӏ ласлан,נשם
874,atmen::V,ссихӏ бигьлан,נשם
875,trinken::V,хӏачӏан,שתה
876,trinken::V,хӏачӏлан,שתה
877,essen::V,канан,אכל
878,schlucken::V,кьюлтӏа тӏун,בלע
879,müde werden::V,аьхчӏин,התעיף
880,einschlafen::V,шанан икӏан,נרדם
881,schlafen::V,шанан,ישן
882,aufwachen::V,чантӏ учин,התעורר
883,aufstehen::V,бизан,קם
884,sich erholen::V,бигьалаган,נפש
885,krank werden::V,къашай хьун,חלה
886,krank sein::V,къашай хъанан,היה חולה
887,krank sein::V,къашавай икӏан,היה חולה
888,schmerzen::V,цӏун,כאב
889,husten::V,хъугьу чин,השתעל
890,husten::V,хъугьу тӏун,השתעל
891,genesen::V,хъин хьун,הבריא
892,genesen::V,сагъ лаган,הבריא
893,sterben::V,ивчӏан,מת
894,umkommen::V,лиллан,נספה
895,umkommen::V,литӏлан,נספה
896,umkommen::V,ажал биян,נספה
897,umkommen::V,личӏи хьун,נספה
898,umkommen::V,иакьлу хьун,נספה
899,umkommen::V,ахир жан хъанан,נספה
900,umkommen::V,рухӏирачӏа икӏан,נספה
901,sich bewegen::V,сукку хьун,נע
902,sich rühren::V,сукку хьун,זז
903,sich erheben::V,бизан,קם
904,sich setzen::V,щяикӏан,התישב
905,sich setzen::V,щябикӏан,התישב
906,hinfallen::V,багьан,נפל
907,laufen::V,занан,הלך ברגל
908,schreiten::V,ша ласлан,פסע
909,spazierengehen::V,сайр буллан,טיל
910,eilen::V,анавар буккан,אץ
911,eilen::V,анавар буккан,מהר
912,sich beeilen::V,анавар буккан,מהר
913,sausen::V,никъа щилан,אץ
914,sausen::V,никъа щун,אץ
915,rennen::V,лечлан,רץ
916,springen::V,тӏанкӏ дан,קפץ
917,klettern::V,лахълан,טפס
918,schaukeln::V,гьайжак бигьлан,התנדנד
919,kriechen::V,ххярк тӏун,זחל
920,schwimmen::V,гьузун,שחה
921,tauchen::V,лултту уккан,צלל
922,rudern::V,бяхлан,חתר
923,rudern::V,батӏлан,חתר
924,rudern::V,ххялаххи дуклан,חתר
925,fahren::V,гьан,נסע
926,fliegen::V,лехлан,עף
927,gehen::V,нан,הלך
928,weggehen::V,ялагьан,עזב
929,abfahren::V,гьан,יצא
930,anhalten::V,бацӏан,עצר
931,hineingehen::V,буххан,נכנס
932,eintreten::V,буххан,נכנס
933,kommen::V,учӏан,בא
934,ankommen::V,биян,הגיע
935,ankommen::V,бучӏан,הגיע
936,zurückkommen::V,зана хъун,שב
937,zurückkommen::V,зана хъун,חזר
938,zurückkommen::V,зана бикӏан,שב
939,zurückkommen::V,зана бикӏан,חזר
940,bleiben::V,личӏан,נשאר
941,warten::V,ялугьлан,חכה
942,warten::V,ялугьлан,המתין
943,erwarten::V,ялугьлан,צפה
944,suchen::V,луглан,חפש
945,finden::V,лякъин,מצא
946,versuchen::V,ххал буллан,נסה
947,vorbereiten::V,хӏадур бан,הכין
948,lieben::V,эшкьи хьуиу бикӏан,אהב
949,mögen::V,ххиран бикӏан,אהב
950,lachen::V,хъян,צחק
951,weinen::V,аьтӏун,בכה
952,schimpfen::V,дяъван,גער
953,schimpfen::V,ссугайи агьан,גער
954,sich ärgern::V,ссибизлан,זעם
955,sich ärgern::V,ссибизлан,כעס
956,sich fürchten::V,ингъауслан,פחד
957,sich fürchten::V,ингъауслан,חשש
958,fürchten::V,хӏучӏ тӏун,פחד מ
959,fürchten::V,хӏучӏ тӏун,חשש מ
960,fliehen::V,ака бан,ברח
961,flüchten::V,лихъан,נמלט
962,sehen::V,чӏалан,ראה
963,anschauen::V,урган,הביט
964,ansehen::V,буруглан,התבונן
965,hören::V,баллан,שמע
966,zuhören::V,вичӏи дихьлан,הקשיב
967,probieren::V,тӏин ххал буллан,נסה
968,riechen::V,ссунтӏа тӏун,הריח
969,fühlen::V,дакӏнил буслан,חש
970,scheinen::V,ххан,נדמה
971,scheinen::V,бизан,נדמה
972,scheinen::V,ххан бикӏлай бикӏан,נדמה
973,vernehmen::V,баян,נודע ל
974,frieren::V,лигьулул хъанан,קר ל
975,tun::V,бан,פעל
976,können::V,хьун,יכל
977,anfangen::V,дайдишин,התחיל
978,beenden::V,къуртал бан,גמר
979,aufhören::V,кьабагьан,סים
980,gelingen::V,бюхъан,הצליח
981,öffnen::V,тӏитӏин,פתח
982,schließen::V,лакьин,סגר
983,stellen::V,дацӏан дан,העמיד
984,stellen::V,бишин,העמיד
985,setzen::V,щяитан,הושיב
986,legen::V,бишин,שם
987,berühren::V,ка щун,נגע
988,verbinden::V,бахӏин,קשר
989,verbinden::V,дахӏин,קשר
990,bedecken::V,ялтту бущин,כסה
991,bedecken::V,ялтту бакьин,כסה
992,aufhängen::V,лахъан,תלה
993,anzünden::V,лахъан,הצית
994,aufheben::V,гьаз бан,אסף
995,zurücklassen::V,кьаитан,השאיר
996,zurücklassen::V,битан,השאיר
997,verlieren::V,дакъа дан,אבד
998,fallen lassen::V,рутан,שמט
999,fallen lassen::V,рутан,הפיל
1000,machen::V,дан,עשה
1001,herstellen::V,яраг ишла бувиу бан,יצר
1002,bauen::V,дан,בנה
1003,reparieren::V,дакьин дан,תקן
1004,verbessern::V,ххуй дан,שפר
1005,ändern::V,баххана бан,שנה
1006,graben::V,дуклан,חפר
1007,beugen::V,лахӏан бан,כפף
1008,beugen::V,кьус бикӏан,כפף
1009,biegen::V,баччин,כופף
1010,biegen::V,лахӏан бан,כופף
1011,drehen::V,гьанан,סובב
1012,wenden::V,кӏура баен бан,הפך
1013,umdrehen::V,кӏура баен бан,סובב
1014,heben::V,гьаз бан,הרים
1015,hochheben::V,гьаз бан,הרים
1016,ergreifen::V,хъап дан,אחז
1017,ergreifen::V,хъап увиу угьан,אחז
1018,halten::V,бугьлан,החזיק
1019,drücken::V,кьюч бигьлан,לחץ
1020,schieben::V,щун,הזיז
1021,lecken::V,ланцӏа тӏун,לקק
1022,beißen::V,хъапа тӏун,נשך
1023,beißen::V,кьацӏа тӏун,נשך
1024,abreißen::V,буцан,קרע
1025,abschneiden::V,бухъан,חתך
1026,abschneiden::V,кьукьин,חתך
1027,binden::V,бахӏин,קשר
1028,binden::V,дахӏин,קשר
1029,brechen::V,гъагъан,שבר
1030,klopfen::V,кьутӏа тӏун,נקש
1031,hauen::V,рищун,הכה
1032,kleben::V,лачӏун буллан,הדביק
1033,reiben::V,ссуку буллан,שפשף
1034,streichen::V,дугъан,מרח
1035,streichen::V,аьгъу дан,מרח
1036,schneiden::V,духълан,גזר
1037,schneiden::V,кьукьлан,גזר
1038,schütteln::V,хъюлчу буллан,נער
1039,schwenken::V,палцӏ дуллан,נופף
1040,schwenken::V,палцӏ дуллан,טלטל
1041,schütten::V,рутӏин,שפך
1042,füllen::V,буцӏин бан,מלא
1043,einwickeln::V,кай-кай бан,עטף
1044,tragen::V,ларсун занан,נשא
1045,tragen::V,ларсун ачин,נשא
1046,schleppen::V,ххилан,סחב
1047,aufbewahren::V,ядан,שמר
1048,aufbewahren::V,ядуллан,שמר
1049,werfen::V,личин,זרק
1050,fangen::V,бугьан,תפס
1051,fangen::V,бугьлан,תפס
1052,verstecken::V,ладитан,החביא
1053,verstecken::V,кьюлтӏ дан,החביא
1054,verstecken::V,дахьлаган дан,החביא
1055,teilen::V,бачӏин,חלק
1056,teilen::V,бутӏа бан,חלק
1057,schicken::V,тӏайла буккан,שלח
1058,bringen::V,диян дан,הביא
1059,hinzufügen::V,ххи бан,הוסיף
1060,bekommen::V,ласун,תפס
1061,erhalten::V,ласун,קבל
1062,nehmen::V,ласун,אחז
1063,wählen::V,бувчӏин,בחר
1064,auswählen::V,бувчӏин,בחר ב
1065,auswählen::V,язи бугьан,בחר ב
1066,bewahren::V,ядан,קים
1067,behindern::V,дайщишруду дуллан,מנע
1068,verderben::V,зия дан,מנע
1069,beschädigen::V,зарал буллан,הזיק
1070,zerbrechen::V,гьагъан,נשבר
1071,zerbrechen::V,гьагъан бан,נשבר
1072,zerreißen::V,ххяхха дуккан,קרע
1073,zerstören::V,лекьан дан,הרס
1074,zerstören::V,лекьан дан,השמיד
1075,verbrennen::V,ччуччин,שרף
1076,geben::V,дулун,נתן
1077,reichen::V,дулун,העביר
1078,schenken::V,пишкаш дан,נתן במתנה
1079,schenken::V,багъишла дан,נתן במתנה
1080,schenken::V,ихӏсандалун дуллун,נתן במתנה
1081,versprechen::V,банна чин,הבטיח
1082,loben::V,цӏа дан,שבח
1083,küssen::V,ппай тӏун,נשק
1084,wiegen::V,гьуркку тӏун,נדנד
1085,wiegen::V,гьуркку буллан,נדנד
1086,wiegen::V,гьуркку бан,נדנד
1087,wecken::V,чантӏ учин ан,עורר
1088,zeigen::V,ккаккан бан,הראה
1089,führen::V,буцин,הביא
1090,führen::V,буцин,הוביל
1091,lehren::V,лахьхьин бан,למד
1092,lehren::V,лахьхьин буллан,למד
1093,unterrichten::V,дарс дишаван,למד
1094,aufziehen::V,хъуна ан,רומם
1095,aufziehen::V,тарбия ан,רומם
1096,leiten::V,каялувшиву дан,נהל
1097,einladen::V,хъамалу оьвчин,הזמין
1098,vereinigen::V,ца бан,אחד
1099,vereinigen::V,ца бан,לכד
1100,besuchen::V,ялун уххан,בקר
1101,treffen::V,хьуна бакьин,פגש
1102,sich versammeln::V,батӏин,התאסף
1103,spielen::V,тӏуркӏу тӏун,שחק
1104,singen::V,балай тӏун,שר
1105,tanzen::V,къавтӏун,רקד
1106,sich trennen::V,ппив хьун,נפרד
1107,verlassen::V,увккун гьан,עזב
1108,retten::V,ххассал бан,הציל
1109,bewachen::V,къарал бан,שמר
1110,schützen::V,ябан,אבטח
1111,verteidigen::V,буруччин,הגן
1112,sich schlagen::V,биян,התכתש
1113,schießen::V,битлан,ירה
1114,siegen::V,ххув хьун,גבר
1115,siegen::V,ххув хьун,נצח
1116,siegen::V,ххувшаву ласун,גבר
1117,siegen::V,ххувшаву ласун,נצח
1118,ärgern::V,ссибизан уллан,עצבן
1119,schlagen::V,рищун,הכה
1120,schlagen::V,рищун,הלקה
1121,stechen::V,кьутӏин,דקר
1122,stoßen::V,щун,דחק
1123,stehlen::V,дацин,גנב
1124,stören::V,кьючин,קטע
1125,stören::V,кьючин,הפריע
1126,belästigen::V,бизар уллан,הציק
1127,belästigen::V,бизар уллан,הטריד
1128,verbergen::V,лабитан,הצניע
1129,verbergen::V,кӏучӏ бан,הצניע
1130,täuschen::V,хъяврин ан,שגע
1131,betrügen::V,аьикьин ан,הונה
1132,töten::V,ивчӏан,הרג
1133,wohnen::V,оьрму бутлан,גר
1134,arbeiten::V,зун,עבד
1135,sammeln::V,ттихӏин,אסף
1136,sammeln::V,вив дишин,אסף
1137,pflücken::V,риттун,קטף
1138,jagen::V,авли занан,צד
1139,fischen::V,чавахъру бугьлан,דג
1140,fassen::V,бугьан,תפס
1141,hüten::V,урттуйн бакьлан,רעה
1142,treiben::V,дачин дуллан,הוציא
1143,treiben::V,лихъан буллан,הוציא
1144,anbinden::V,бахӏин,קשר
1145,füttern::V,канаки буллан,הלעיט
1146,melken::V,ттизин,חלב
1147,hacken::V,мюрш буллан,קצץ
1148,hacken::V,мюрш бан,קצץ
1149,gießen::V,щин дишин,השקה
1150,reifen::V,диян,בשל
1151,zubereiten::V,хӏадур дан,הכין
1152,zubereiten::V,хӏадур бан,הכין
1153,kochen::V,шашан,בשל
1154,kochen::V,шашан дуллан,בשל
1155,backen::V,бишлан,אפה
1156,backen::V,шахьлан,אפה
1157,braten::V,цӏарайх дуллан,צלה
1158,braten::V,цӏарайх дуллан,טגן
1159,umrühren::V,хӏала бан,ערבב
1160,stricken::V,щащлан,סרג
1161,stricken::V,щащан,סרג
1162,nähen::V,дуруххан,תפר
1163,färben::V,ранг щун,צבע
1164,reinigen::V,марцӏ бан,נקה
1165,waschen::V,шюшин,רחץ
1166,waschen::V,шюшин,כבס
1167,abwischen::V,лишин,נגב
1168,spülen::V,вилаган,שטף
1169,fegen::V,башин,טאטא
1170,kehren::V,бахьлан,טאטא
1171,baden::V,щинавун учӏлан,טבל
1172,baden::V,щинавун учӏлан,שחה
1173,sich waschen::V,диссун,התרחץ
1174,sich waschen::V,лажин диссун,התרחץ
1175,sich waschen::V,лажин дислан,התרחץ
1176,sich waschen::V,биссун,התרחץ
1177,sich waschen::V,чурх бислан,התרחץ
1178,ausziehen::V,ликкан,הוריד
1179,anziehen::V,лаххан,לבש
1180,sich anziehen::V,янна лаххан,התלבש
1181,kämmen::V,ттарал дуккан,סרק
1182,schmücken::V,чӏюлу бан,קשט
1183,sagen::V,учин,אמר
1184,sprechen::V,гъалгъа тӏун,דבר
1185,reden::V,гъалгъа тӏун,דבר
1186,sich unterhalten::V,гъалгъа тӏун,שוחח
1187,fragen::V,цӏуххин,שאל
1188,bitten::V,тавакъю буллан,בקש
1189,erzählen::V,хавар бусан,ספר
1190,mitteilen::V,баян бан,מסר
1191,mitteilen::V,баян бан,הודיע
1192,mitteilen::V,хавар бан,מסר
1193,mitteilen::V,хавар бан,הודיע
1194,nennen::V,цӏа дизан,קרא בשם
1195,rufen::V,оьвтӏун,גיס
1196,rufen::V,оьвтӏун,הזמין לבוא
1197,prahlen::V,цӏа дуллан,התרברב
1198,übersetzen::V,таржума бан,תרגם
1199,denken::V,пикри буллан,חשב
1200,glauben::V,вих хьун,האמין
1201,bemerken::V,хӏисав хъун,הבחין
1202,erkennen::V,увчӏин,זהה
1203,begreifen::V,бувчӏин,קלט
1204,begreifen::V,бувчӏин,הבין
1205,lernen::V,лахьлан,למד
1206,lernen::V,лахьхьин,למד
1207,wissen::V,кӏулну бикӏан,ידע
1208,wissen::V,хавар бикӏан,ידע
1209,sich erinnern an::V,дакӏнин бутан,זכר
1210,vergessen::V,хъама битан,שכח
1211,messen::V,дуцин дуллан,מדד
1212,messen::V,дуцин дан,מדד
1213,zählen::V,дуккин,ספר
1214,rechnen::V,хӏисав дан,חשב
1215,lesen::V,ккалан,קרא
1216,malen::V,сурат дуллан,ציר
1217,zeichnen::V,сурат дуллан,שרטט
1218,schreiben::V,чичин,כתב
1219,schreiben::V,чичлан,כתב
1220,besitzen::V,дуну икӏан,היה בעל של
1221,besitzen::V,дуну дикӏан,היה בעל של
1222,besitzen::V,заллуну икӏан,היה בעל של
1223,kaufen::V,машан ласун,קנה
1224,kaufen::V,машан ласун,רכש
1225,verkaufen::V,баххан,מכר
1226,bezahlen::V,арцу дулун,שלם
1227,bezahlen::V,багьа булун,שלם
1228,zahlen::V,арцу дулун,שלם
1229,zahlen::V,багьа булун,שלם
1230,beherrschen::V,дуну икӏан,שלט
1231,beherrschen::V,заллуну икӏан,שלט
1232,ertragen::V,бухӏан,סבל
1233,Leber::N,,כבד
1234,Moor::N,,בצה
1235,Anhöhe::N,,מעלה
1236,Bucht::N,,מפרץ
1237,Barsch::N,,אוקונוס
1238,Hecht::N,,זאב הים
1239,Laus::N,,כנה
1240,Ruf::N,,קריאה
1241,Platz::N,,שטח
1242,Kante::N,,קצה
1243,Größe::N,,גדל
1244,Menge::N,,כמות
1245,Figur::N,,פסל
1246,Tasche::N,,שקית
1247,Öl::N,,שמן
1248,Schuh::N,,נעל
1249,Leine::N,,מושכות
1250,König::N,,מלך
1251,fein::A,,מעדן
1252,auf einmal::ADV,,בו-זמנית
1253,bald::ADV,,בקרוב
1254,einst::ADV,,לפנים
1255,schon::ADV,,כבר
1256,sie::PRN,,הם
1257,siebzig::NUM,,שבעים
1258,klirren::V,,קרקש
1259,heulen::V,,ילל
1260,rühren::V,,נגע ללב
1261,zu sehen sein::V,,נראה
1262,wollen::V,,רצה
1263,geraten::V,,עלה
1264,kratzen::V,,שרט
1265,kratzen::V,,שפשף
1266,stecken::V,,תקע
1267,schleifen::V,,השחיז
1268,rütteln::V,,נענע
1269,ziehen::V,,משך
1270,packen::V,,אחז
1271,wünschen::V,,אחל
1272,zudecken::V,,כסה
1273,antreiben::V,,המרץ
1274,lassen::V,,נתן
1275,treten::V,,בעט
1276,verstehen::V,,הבין
