,Concept_ID,bn,vep
250,Gedanke::N,চিন্তা,meletuz
251,Gedächtnis::N,স্মরণশক্তি,mušt
252,Verstand::N,মন,mel'
253,Sinn::N,পদার্থ,jüvä
254,Grund::N,কারণ,sü
255,Wahrheit::N,সত্য,tozi
256,Gespräch::N,কথাবার্তা,lodu
257,Gespräch::N,কথাবার্তা,pagin
258,Märchen::N,রূপকথা,sarn
259,Erzählung::N,গল্প,sanutez
260,Nachricht::N,তথ্য,tedotuz
261,Neuigkeit::N,খবরাখবর,uzištuz
262,Name::N,নাম,nimi
263,Rätsel::N,ধাঁধা,ozoitez
264,Rede::N,বক্তৃতা,pagin
265,Rede::N,বক্তৃতা,sanad
266,Sprache::N,ভাষা,kel'
267,Stimme::N,স্বর,än'
268,Wort::N,শব্দ,sana
269,Zeichen::N,প্রতীক,znam
270,Ruf::N,ডাক,kida
271,Ruf::N,ডাক,kucund
272,Lärm::N,হৈচৈ,judu
273,Laut::N,ধ্বনি,kulund
274,Ton::N,স্বর,kulund
275,Lied::N,গান,pajo
276,Ruhe::N,শান্তি,lebu
277,Leute::N,প্রজাপুঞ্জ,rahvaz
278,Volk::N,জাতি,rahvaz
279,Arbeit::N,চাকরি,tö
280,Arbeit::N,চাকরি,rad
281,Gast::N,অতিথি,adiv
282,Geschenk::N,উপহার,lahj
283,Spiel::N,খেলা,vänd
284,Gesellschaft::N,সঙ্গিগণ,sebr
285,Hilfe::N,সাহায্য,abu
286,Freund::N,বন্ধু,sebranik
287,Kamerad::N,সঙ্গী,sebranik
288,Angelegenheit::N,বিষয়,azj
289,Anzahl::N,পরিমাণ,lugu
290,Art::N,রকম,rod
291,Art::N,রকম,rodsugu
292,Stück::N,টুকরো,pala
293,Stück::N,টুকরো,supal
294,Teil::N,অংশ,pala
295,Hälfte::N,অর্ধেক,pol'
296,Kreis::N,বৃত্ত,ümbruz
297,Kreis::N,বৃত্ত,kehkruz
298,Kreuz::N,ক্রুশ,rist
299,Linie::N,রেখা,pird
300,Strich::N,কষি,pird
301,Abstand::N,ফাঁক,keskust
302,Entfernung::N,ব্যবধান,matk
303,Gegend::N,ক্ষেত্র,taho
304,Platz::N,জায়গা,avaruz'
305,Ort::N,স্থান,koht
306,Seite::N,পার্শ্ব,pol'
307,Seite::N,পার্শ্ব,kül'g
308,Mitte::N,মধ্য,kesk
309,Gegenstand::N,জিনিস,kalu
310,Sache::N,বস্তু,azj
311,Rand::N,কানা,röun
312,Kante::N,ধার,röun
313,Ecke::N,কোণ,saum
314,Spitze::N,ডগা,agjaine
315,Ende::N,প্রান্ত,agj
316,Loch::N,গর্ত,reig
317,Winkel::N,কোণ,čoga
318,Winkel::N,কোণ,saum
319,Muster::N,নমুন্,kirjam
320,Größe::N,আয়তন,suruz'
321,Länge::N,দৈর্ঘ্য,piduz
322,Höhe::N,উচ্চতা,korktuz'
323,Gewicht::N,ওজন,jügu
324,Gewicht::N,ওজন,vedäduz
325,Menge::N,পরিমাণ,äjüz'
326,Haufen::N,পুঞ্জ,kogo
327,Reihe::N,শ্রেণী,rivi
328,Boot::N,নৌকা,veneh
329,Ruder::N,দাঁড়,air
330,Schlitten::N,স্নেজ্-গাড়ি,regi
331,Schlitten::N,স্নেজ্-গাড়ি,regut
332,Ski::N,শী,suks'
333,Lagerfeuer::N,অগ্নি,nodj
334,Lagerfeuer::N,অগ্নি,pažag
335,Last::N,বোঝা,jüguz
336,Gang::N,হণ্টন,astund
337,Schritt::N,পদ,hašk
338,Norden::N,উত্তরদিক্,pohjoine
339,Süden::N,দক্ষিণদিক,suvi
340,Westen::N,পশ্চিমদিক্,päivlaskm
341,Osten::N,পূর্বদিক,päivnouzm
342,Holz::N,কাঠ,pu
343,Brett::N,তক্তা,laud
344,Platte::N,ফলক,keitim
345,Stütze::N,নাগদণ্ড,tugi
346,Stange::N,দণ্ড,arz'
347,Stock::N,ছড়ি,kalu
348,Stab::N,যষ্টি,seibaz
349,Rohr::N,নল,torv
350,Haus::N,ঘর,pert'
351,Heim::N,বাসা,kodi
352,Ofen::N,স্টোভ্,päč
353,Fußboden::N,গহতল,lava
354,Tisch::N,মেজ,laud
355,Tisch::N,মেজ,stal'c
356,Tisch::N,টেবিল,laud
357,Tisch::N,টেবিল,stal'c
358,Stuhl::N,চেয়ার,ištim
359,Stuhl::N,কেদারা,ištim
360,Wiege::N,দোলনা,kätte
361,Bett::N,শয্যা,sija
362,Bett::N,শয্যা,magaduzsija
363,Regal::N,তাক,palič
364,Kiste::N,বাক্স,mülütim
365,Fenster::N,জানালা,ikun
366,Tür::N,দ্বার,uks'
367,Tor::N,দ্বার,verai
368,Zaun::N,বেড়া,aid
369,Dach::N,ছাদ,katuz
370,Leiter::N,মই,pordhad
371,Besen::N,গুল্মবিশেষ,lud
372,Besen::N,গুল্মবিশেষ,vast
373,Spaten::N,কোদাল,labid
374,Schaufel::N,বেলচা,labid
375,Gabel::N,কাঁটা,hangoine
376,Löffel::N,চামচ,luzik
377,Messer::N,ছুরি,veič
378,Nagel::N,পেরেক,nagl
379,Netz::N,জাল,verk
380,Haken::N,কাচি,kouk
381,Griff::N,হাতল,kägä
382,Griff::N,হাতল,varz'
383,Schloss::N,তালা,lukkol
384,Bild::N,ছবি,kuva
385,Bild::N,চিত্র,kuva
386,Figur::N,আকার,figur
387,Puppe::N,পুতুল,tätüine
388,Beutel::N,বটুয়া,havad
389,Bündel::N,আঁটি,toppaz
390,Bündel::N,আঁটি,käč
391,Tasche::N,থলি,sumk
392,Eimer::N,বাল্তি,vädr
393,Deckel::N,আবরণ,katuz
394,Geschirr::N,থালা-বাসন,astii
395,Sack::N,বস্তা,havad
396,Tasse::N,কাপ,čašk
397,Topf::N,পাত্র,pada
398,Kessel::N,কেটলি,katil
399,Essen::N,আহার,sönd
400,Nahrung::N,খাদ্য,söm
401,Speise::N,খাদ্য,sömine
402,Fleisch::N,মাংস,liha
403,Getreide::N,শস্য,vill'
404,Brei::N,মণ্ড,pudr
405,Brot::N,রুটি,leib
406,Scheibe::N,ফালি,bibaleh
407,Scheibe::N,ফালি,šlik
408,Fett::N,মেদ,razv
409,Butter::N,মাখন,voi
410,Öl::N,তৈল,voi
411,Salz::N,নুন,sol
412,Suppe::N,শুরুয়া,lem'
413,Suppe::N,শুরুয়া,keitoz
414,Honig::N,মধু,mezi
415,Milch::N,দুধ,maid
416,Tee::N,চা,čai
417,Leder::N,পাকা চামড়া,nahk
418,Wolle::N,পশম,vill
419,Stoff::N,বস্ত্র,kangaz
420,Nadel::N,সুচ,negl
421,Faden::N,সূত্র,nit'
422,Knopf::N,বোতাম,nübl'
423,Knoten::N,গিঁট,sol'm
424,Farbe::N,রং,muju
425,Kleidung::N,কাপড়,sobad
426,Hemd::N,শার্ট,paid
427,Kragen::N,গলবন্ধ,kagluz
428,Ärmel::N,আস্তিন্,hijam
429,Hose::N,ট্রাউজার,štanad
430,Gürtel::N,কটিবন্ধ,vö
431,Mütze::N,টুপি,šapuk
432,Schuh::N,জুতো,keng'
433,Stiefel::N,বুট,sapug
434,Ring::N,আংটি,rengaz
435,Band::N,ফিতা,lentaine
436,Kamm::N,চিরুনি,suga
437,Spiegel::N,আয়না,zerkol
438,Riemen::N,চাবুক,vö
439,Schnur::N,দড়ি,nor
440,Leine::N,শিকল,talutimnor
441,Decke::N,কম্বল,sijakatuz
442,Kissen::N,উপাধান,pöluz
443,Tuch::N,বস্ত্র,paik
444,Handtuch::N,তোয়ালে,käzipaik
445,Kraft::N,জোর,vägi
446,Stärke::N,শক্তি,vahvuz'
447,Gesundheit::N,স্বাস্থ্য,tervhuz
448,Krankheit::N,অসুখ,läžund
449,Krankheit::N,ব্যামো,läžund
450,Schmerz::N,যন্ত্রণা,kibu
451,Wunde::N,ক্ষত,čapatez
452,Fieber::N,জ্বর,säru
453,Arznei::N,ঔষধ,zel'l'
454,Brücke::N,সেতু,sild
455,Brunnen::N,কূপ,kaiv
456,Weide::N,পশুচারণভূমি,omaluine
457,Pfad::N,পথ,tehut
458,Weg::N,পথ,te
459,Straße::N,রাস্তা,te
460,Dorf::N,গ্রাম,külä
461,Stadt::N,শহর,lidn
462,Brief::N,চিঠি,kirjeine
463,Buch::N,বই,kirj
464,Buchstabe::N,অক্ষর,kirjam
465,Zeitung::N,সংবাদপত্র,lehtez
466,Leben::N,জীবন,elo
467,Tod::N,মৃত্যু,surm
468,Grab::N,কবর,kaum
469,Kirche::N,গির্জা,jumalanpert'
470,Sünde::N,পাপ,grähk
471,Gott::N,দেবতা,jumal
472,Arbeiter::N,শ্রমিক,radnik
473,Chef::N,নেতা,pämez'
474,Meister::N,ব্যক্তি,mastar
475,Arzt::N,চিকিৎসক,lekar'
476,Lehrer::N,অধ্যাপক,opendai
477,Geld::N,মুদ্রা,rahad
478,Geld::N,টাকাপয়সা,rahad
479,Geschäft::N,ব্যস্ততা,biznes
480,Laden::N,দোকান,lauk
481,Preis::N,মূল্য,arv
482,Ware::N,পণ্যদ্রব্য,tavar
483,Nutzen::N,সুবিধা,liža
484,Reichtum::N,ধনদৌলত,kodielo
485,Reichtum::N,ধনদৌলত,kal'huz'
486,Welt::N,জগৎ,mail'm
487,Land::N,খেত,ma
488,Staat::N,রাষ্ট্র,valdkund
489,König::N,রাজা,kunigaz
490,Macht::N,প্রভাব,vald
491,Grenze::N,সীমা,röun
492,Krieg::N,যুদ্ধ,soda
493,Feind::N,শত্রু,vihanik
494,Feind::N,শত্রু,vastustai
495,Gewalt::N,জোর,vägivald
496,Kampf::N,লড়াই,tora
497,Bogen[Waffe]::N,ধনুক,taug
498,Pfeil::N,বাণ,nol
499,Gewehr::N,বন্দুক,oružj
500,Fehler::N,ভুল,viga
501,Lüge::N,মিথ্যা,kelastuz
502,Schaden::N,ক্ষতি,pahuz'
503,Unglück::N,দুর্ভাগ্য,bed
504,Unglück::N,দুর্ভাগ্য,gor'a
505,Schuld::N,অপরাধ,värhuz'
506,Alter::N,আয়ু,igä
507,Schluss::N,শেষ,lop
508,Zeit::N,সময়,aig
509,Tag::N,দিন,päiv
510,Morgen::N,সকাল,homendez
511,Mittag::N,মধ্যাহু,keskpäiv
512,Abend::N,সন্ধ্যা,eht
513,Nacht::N,রাত্রি,ö
514,Woche::N,সপ্তাহ,nedal'
515,Monat::N,মাস,ku
516,Jahr::N,সৌরবর্ষ,voz'
517,Frühling::N,বসন্তকাল,keväz'
518,Sommer::N,গ্রীষ্মকাল,keza
519,Herbst::N,শরংঋতু,sügüz'
520,Winter::N,শীতকাল,tal'v
521,Januar::N,জানুয়ারী,viluku
522,Februar::N,ফেব্রুয়ারী,uhoku
523,März::N,মার্চ,keväz'ku
524,April::N,এপ্রিল,sulaku
525,Mai::N,মে,semendku
526,Juni::N,জুন,kezaku
527,Juli::N,জুলাই,heinku
528,August::N,অগাস্ট,eloku
529,September::N,সেপ্টেম্বর,sügüz'ku
530,Oktober::N,অক্টোবর,reduku
531,November::N,নভেম্বর,kül'mku
532,Dezember::N,ডিসেম্বর,tal'vku
533,Montag::N,সোমবার,ezmärg
534,Dienstag::N,মঙ্গলবার,tožnarg
535,Mittwoch::N,বুধবার,koumanz'päiv
536,Donnerstag::N,বৃহম্পতিবার,nellänz'päiv
537,Freitag::N,শুক্রবার,pätnič
538,Freitag::N,শুক্রবার,videnz'päiv
539,Samstag::N,শনিবার,sobat
540,Sonntag::N,রবিবার,pühäpäiv
541,groß::A,বৃহৎ,sur'
542,groß::A,বৃহৎ,järed
543,klein::A,ছোট,pen'
544,klein::A,ছোট,pičuine
545,lang::A,দীর্ঘ,pit'k
546,kurz::A,খর্ব,lühüd
547,kurz::A,হ্রস্ব,lühüd
548,breit::A,চওড়া,leved
549,schmal::A,সরু,kaid
550,dicht::A,ঘন,tihed
551,dick[Gegenstand]::A,পুরু,paks
552,dünn::A,কৃশ,hoik
553,fein::A,সূক্ষ্ম,hen
554,fest::A,দৃঢ়,luja
555,fest::A,দৃঢ়,ninev
556,flach::A,সমতল,lapak
557,glatt::A,মসৃণ,siled
558,hart::A,শক্ত,kova
559,weich::A,নরম,pehmed
560,rund::A,গোলাকার,kehker
561,spitz::A,তীক্ষ্ন,nügu
562,spitz::A,তীক্ষ্ন,terav
563,scharf::A,শাণিত,terav
564,stumpf::A,ভোঁতা,tül'c
565,schwer::A,ভারী,jüged
566,schön::A,সুন্দর,čoma
567,heiß::A,গরম,räk
568,warm::A,ঈষদুষ্ণ,läm'
569,kalt::A,ঠাণ্ডা,vilu
570,kühl::A,শীতল,raibak
571,kühl::A,শীতল,viluhk
572,frisch::A,তাজা,lahed
573,feucht::A,ভিজা,neps
574,feucht::A,ভিজা,toreh
575,nass::A,ভিজা,märg
576,trocken::A,শুষ্ক,kuiv
577,voll::A,পূর্ণ,täuz'
578,leer::A,খালি,joudai
579,offen::A,খোলা,avoin
580,offen::A,খোলা,avol'jaine
581,geschlossen::A,বন্ধ,saubaline
582,sauber::A,নির্মল,puhtaz
583,schmutzig::A,নোংরা,redukaz
584,roh::A,কাঁচা,rohk
585,roh::A,কাঁচা,toreh
586,reif::A,পাকা,küps
587,lecker::A,সুস্বাদ,magukaz
588,süß::A,মিষ্ট,maged
589,bitter::A,তিক্ত,karged
590,sauer::A,টক,muiged
591,hell::A,উজ্জ্বল,kirkas
592,hell::A,উজ্জ্বল,valgei
593,dunkel::A,অন্ধকারময়,pimed
594,schwarz::A,কালো,must
595,weiß::A,সাদা,vauged
596,rot::A,লাল,rusked
597,gelb::A,হলদে,pakuine
598,blau::A,নীল,sinine
599,grün::A,সবুজ,vihand
600,grau::A,ছাই-রঙা,hahk
601,bunt::A,রঙিন,kirjav
602,billig::A,সস্তা,odav
603,teuer::A,আক্রা,kalliž
604,wertvoll::A,মহার্ঘ,arvokas
605,blind::A,কানা,soged
606,taub::A,বধির,kurdiž
607,kräftig::A,বিশাল,vägev
608,stark::A,শক্তিশালী,vahv
609,stark::A,শক্তিশালী,vägekaz
610,schwach::A,দুর্বল,väll'
611,fett::A,মোটা,razvakaz
612,schlank::A,কৃশ,kapos
613,hübsch::A,সুন্দর,čoma
614,böse::A,খারাপ,äred
615,böse::A,খারাপ,käred
616,dumm::A,মূর্খ,el'getoi
617,faul::A,শ্রমবিমুখ,lašk
618,fleißig::A,পরিশ্রমী,radonnavedii
619,geizig::A,ব্যয়কুণ্ঠ,ažlak
620,klug::A,দক্ষ,melev
621,klug::A,দক্ষ,melekaz
622,geschickt::A,পটু,mahtokaz
623,lieb::A,প্রেয়,izo
624,lieb::A,প্রেয়,sula
625,lustig::A,প্রফুল্ল,ilokaz
626,sanft::A,নম্র,laskav
627,hungrig::A,ক্ষুধার্ত,näl'ghine
628,krank::A,অসুস্থ,läžui
629,nackt::A,উলঙ্গ,alastoi
630,traurig::A,দুঃখিত,opalahine
631,lebendig::A,জীবিত,eläb
632,gut::A,ভালো,hüvä
633,schlecht::A,মন্দ,huba
634,richtig::A,ঠিক,oiged
635,schlimm::A,কদর্য,paha
636,wahr::A,বাস্তব,todesine
637,alt::A,পুরাতন,vanh
638,neu::A,নব,uz'
639,neu::A,নূতন,uz'
640,ehemalig::A,পূর্বকালীন,edeline
641,alt[Lebewesen]::A,বৃদ্ধ,ravaz
642,jung::A,তরুণ,nor'
643,arm::A,ক্ষুদ্র,gol'l'
644,reich::A,ধনবান্,elokaz
645,bekannt::A,সুপরিচিত,tutab
646,berühmt::A,বিখ্যাত,tetab
647,fremd::A,বিদেশি,veraz
648,verschieden::A,বিসদৃশ,erazvuitte
649,nah::A,নিকটবতী,läheline
650,fern::A,দুরবতী,edahaine
651,linker::A,বাম,hura
652,rechter::A,ডান,oiged
653,rechter::A,ডাইন,oiged
654,anderer::A,অন্যতর,toine
655,erster::A,প্রথম,ezmäine
656,zweiter::A,দ্বিতীয়,toine
657,dritter::A,তৃতীয়,koumanz'
658,letzter::A,সর্বশেষ,jäl'gmäine
659,allein::ADV,একক,üksnäze
660,auf einmal::ADV,জলদি,ühten aigan
661,zusammen::ADV,একসঙ্গে,ühtes
662,lange::ADV,লম্বা,hätken
663,plötzlich::ADV,হঠাৎ,äkkid
664,sofort::ADV,মুহ্ণর্তমধ্যে,kerdalaz
665,später::ADV,পশ্চাতে,möhemba
666,jetzt::ADV,এখন,nügüd'
667,heute::ADV,আজ,tämbei
668,morgen::ADV,আগামিকাল,homen
669,bald::ADV,অস্পকালমধ্যে,pigai
670,dann::ADV,তখন,sid'
671,gestern::ADV,গতকাল,eglai
672,einst::ADV,একবার মাত্র,ende
673,einst::ADV,একবার মাত্র,kerdan
674,damals::ADV,তখন,siloi
675,danach::ADV,পরে,sid'
676,vorher::ADV,আগে,ende
677,zuerst::ADV,আগে,ezmäi
678,einmal::ADV,একবার,kerdan
679,manchmal::ADV,কখনও কখনও,erašti
680,oft::ADV,ঘনঘন,paksus
681,immer::ADV,সর্বদা,kaiken
682,niemals::ADV,কখলও নহে,ei nikonz
683,hier::ADV,এখানে,täs
684,hier::ADV,এখানে,tägä
685,hierhin::ADV,এখানে,tänna
686,von hier::ADV,ত্রই স্তান হইতে,täspäi
687,von hier::ADV,ত্রই স্তান হইতে,sid'päi
688,dort::ADV,ওখানে,sigä
689,dorthin::ADV,ওখানে,sinna
690,dorthin::ADV,ওখানে,nakkale
691,geradeaus::ADV,অগ্রগামী,kohtha
692,vorwärts::ADV,সন্মুখিকে,edehe
693,rückwärts::ADV,খিরিয়া,sel'gin
694,zurück::ADV,পিঠ,tagaze
695,unten::ADV,নীচে,alahan
696,hinab::ADV,নিম্নগামী,alaz
697,hinab::ADV,নিম্নগামী,alahaks
698,oben::ADV,উপরে,ülähän
699,hinauf::ADV,উচ্চতর অংশে,ülez
700,hinauf::ADV,উচ্চতর অংশে,ülähäks
701,überall::ADV,সর্বত্র,kaikjal
702,nicht::ADV,না,ei
703,ein wenig::ADV,অল্প,vähän
704,kaum::ADV,কষ্টসহকাবে,habi
705,sehr::ADV,খুব,lujas
706,so::ADV,তত,muga
707,so::ADV,তত,ninga
708,noch::ADV,এখন পর্যস্ত,völ
709,nur::ADV,শুধু,järg
710,nur::ADV,শুধু,vaiše
711,schon::ADV,ইতঃপুর্বে,jo
