,Concept_ID,uk,kk
812,manchmal::ADV,іноді,кейде
813,manchmal::ADV,інколи,кейде
814,oft::ADV,часто,ылғи
815,immer::ADV,завжди,өнебойы
816,niemals::ADV,ніколи,ешуақытта
817,hier::ADV,тут,бұнда
818,hier::ADV,тут,осында
819,hierhin::ADV,сюди,бермен
820,von hier::ADV,звідси,бер жақтан
821,dort::ADV,там,анда
822,dorthin::ADV,туди,әрі
823,geradeaus::ADV,прямо,тура
824,vorwärts::ADV,вперед,ілгері
825,rückwärts::ADV,назад,артқа
826,zurück::ADV,назад,кейін қарай
827,unten::ADV,внизу,төменде
828,hinab::ADV,вниз,астына
829,hinab::ADV,вниз,төмен
830,oben::ADV,вгорі,жоғарыда
831,hinauf::ADV,вгору,өрге
832,überall::ADV,скрізь,әрқайда
833,nicht::ADV,не,емес
834,ein wenig::ADV,трохи,азырақ
835,ein wenig::ADV,трохи,аздаған
836,ein wenig::ADV,трохи,азғантай
837,ein wenig::ADV,небагато,азырақ
838,ein wenig::ADV,небагато,аздаған
839,ein wenig::ADV,небагато,азғантай
840,kaum::ADV,ледве,зорға
841,sehr::ADV,дуже,орасан
842,so::ADV,так,бұлай
843,so::ADV,так,былайша
844,noch::ADV,ще,әлі
845,nur::ADV,лише,ғана
846,nur::ADV,тільки,ғана
847,schon::ADV,вже,түге
848,wieder::ADV,знову,жаңа
849,wieder::ADV,знову,қайта
850,wieder::ADV,знову,жаңадан
851,vergebens::ADV,дарма,бекер
852,vor::PRP,перед,алды
853,hinter::PRP,ззаду,артынан
854,hinter::PRP,позаду,артынан
855,unter::PRP,під,түп
856,unter::PRP,під,маңында
857,durch::PRP,крізь,арқылы
858,neben::PRP,біля,іргеде
859,neben::PRP,біля,жанында
860,zwischen::PRP,між,арада
861,wegen::PRP,з-за,үшін
862,wegen::PRP,через,үшін
863,dies::PRN,це,бұ
864,dies::PRN,це,осы
865,das::PRN,то,сол
866,alles::PRN,все,дүйім
867,alles::PRN,все,күллі
868,ich::PRN,я,мен
869,du::PRN,ти,сен
870,er::PRN,він,ол
871,wir::PRN,ми,біз
872,ihr::PRN,ви,сіз
873,sie::PRN,вони,олар
874,was::FPRN,що,не
875,wer::FPRN,хто,кім
876,wo::FADV,де,кәні
877,wo::FADV,де,қайда
878,wohin::FADV,куди,қайда
879,wie::FADV,як,калай
880,warum::FADV,чому,неғып
881,wieviel::FNUM,скільки,неше
882,wieviel::FNUM,скільки,қанша
883,eins::NUM,один,бір
884,zwei::NUM,два,екі
885,drei::NUM,три,үш
886,vier::NUM,чотири,төрт
887,fünf::NUM,п’ять,бес
888,sechs::NUM,шість,алты
889,sieben::NUM,сім,жеті
890,acht::NUM,вісім,сегіз
891,neun::NUM,дев’ять,тоғыз
892,zehn::NUM,десять,он
893,elf::NUM,одинадцять,он бір
894,zwölf::NUM,дванадцять,он екі
895,zwanzig::NUM,двадцять,жиырма
896,dreißig::NUM,тридцять,отыз
897,vierzig::NUM,сорок,қырық
898,fünfzig::NUM,п’ятдесят,елу
899,sechzig::NUM,шістдесят,алпыс
900,siebzig::NUM,сімдесят,жетпіс
901,achtzig::NUM,вісімдесят,сексен
902,neunzig::NUM,дев’яносто,тоқсан
903,hundert::NUM,сто,жүз
904,tausend::NUM,тисяча,мың
905,und::CNJ,і,та
906,oder::CNJ,або,әлде
907,oder::CNJ,або,немесе
908,stehen::V,стояти,тұру
909,sitzen::V,сидіти,отыру
910,liegen::V,лежати,жату
911,hängen::V,висіти,ілу
912,werden::V,стати,болу
913,werden::V,стати,түрегелу
914,werden::V,робитися,болу
915,werden::V,робитися,түрегелу
916,passieren::V,трапитися,болу
917,beginnen::V,початися,басталу
918,enden::V,кінчитися,ада болу
919,wechseln::V,мінятися,құбылу
920,wechseln::V,мінятися,өзгеру
921,aufgehen[Sonne]::V,зійти,шығу
922,untergehen[Sonne]::V,зайти,батыру
923,scheinen[Sonne]::V,світити,жылтырау
924,donnern::V,гриміти,күркіреу
925,wehen::V,віяти,огып тур
926,strömen::V,литися,сорғалау
927,fließen::V,текти,ағу
928,sich drehen::V,обертатися,айналу
929,schwanken::V,коливатися,толықсу
930,schwingen::V,хитатися,тербелу
931,schwingen::V,гойдатися,тербелу
932,fallen::V,падати,құлау
933,fallen::V,падати,жығылу
934,fallen::V,падати,төмендеу
935,brennen::V,горіти,жану
936,rauchen::V,диміти,түтету
937,regnen::V,дощити,жауу
938,gefrieren::V,змерзнути,мұздай қату
939,gefrieren::V,змерзнути,мұз боп қату
940,tauen::V,танути,жібу
941,schmelzen::V,плавитися,еру
942,trocknen::V,сохнути,курау
943,sieden::V,кипіти,қайнау
944,faulen::V,гнити,иістену
945,verfaulen::V,згнити,шіру
946,reißen::V,рватися,жыртылу
947,versinken::V,тонути,малтығу
948,vergehen::V,проходити,өту
949,erscheinen::V,з’явитися,көріну
950,erscheinen::V,з’явитися,көрініп қалу
951,verschwinden::V,щезнути,ғайып_болу
952,verschwinden::V,зникнути,ғайып_болу
953,sinken::V,спадати,ылдилау
954,sinken::V,спадати,төмендеу
955,abnehmen::V,поменшитися,кемітілу
956,zunehmen::V,збільшуватися,көбею
957,steigen::V,підніматися,қобу
958,steigen::V,підніматися,көтерілу
959,steigen::V,підніматися,жоғарылау
960,wachsen::V,рости,өсу
961,glänzen::V,блищати,жалтырау
962,funkeln::V,блискати,жарқырау
963,funkeln::V,блискати,нұрлану
964,funkeln::V,блискати,жылтылдау
965,lärmen::V,шуміти,шулау
966,lärmen::V,шуміти,шуылдау
967,läuten::V,дзвонити,қоңыраулату
968,klingeln::V,дзвонити,дыңғырлау
969,klirren::V,дзвякати,дыңылдату
970,brausen::V,бушувати,тасу
971,rauschen::V,шелестіти,сусылдау
972,rauschen::V,шелестіти,сыбдырлау
973,klingen::V,лунати,дыбыс шығару
974,klingen::V,звучати,дыбыс шығару
975,bellen::V,гавкати,үру
976,heulen::V,вити,ұлу
977,blasen::V,дунути,үру
978,pfeifen::V,свистіти,ысқыру
979,schreien::V,кричати,шыңғыру
980,schreien::V,кричати,айғайлау
981,schreien::V,кричати,байбайлау
982,schreien::V,кричати,бажалақтау
983,stöhnen::V,стогнати,ыңырсу
984,stöhnen::V,стогнати,ыңкылдау
985,zittern::V,тремтіти,қалш
986,zittern::V,тремтіти,қалшылдату
987,leben::V,жити,жасау
988,leben::V,жити,күнелту
989,leben::V,жити,күн көру
990,leben::V,жити,тіршілік ету
991,geboren werden::V,народитися,туу
992,atmen::V,дихати,дем алу
993,atmen::V,дихати,ауа жұту
994,trinken::V,пити,ішу
995,trinken::V,пити,ұрттау
996,essen::V,їсти,жеу
997,essen::V,їсти,тамақтану
998,schlucken::V,ковтати,жұту
999,müde werden::V,втомитися,болдыру
1000,einschlafen::V,заснути,үйыктап калу
1001,schlafen::V,спати,ұйықтау
1002,aufwachen::V,прокинутися,ояну
1003,aufstehen::V,встати,ояну
1004,sich erholen::V,відпочивати,тынығу
1005,krank werden::V,захворіти,кеселдену
1006,krank werden::V,захворіти,сырқаттану
1007,krank werden::V,захворіти,ауырып қалу
1008,krank werden::V,захворіти,ауыра бастау
1009,krank werden::V,захворіти,кеселге ұшырау
1010,krank werden::V,захворіти,сырқаттанып қалу
1011,krank sein::V,хворіти,ауыру
1012,krank sein::V,хворіти,сырқаттану
1013,schmerzen::V,боліти,ауырады
1014,husten::V,кашляти,жөтелу
1015,genesen::V,одужати,айығу
1016,genesen::V,видужати,айығу
1017,sterben::V,померти,өлу
1018,sterben::V,померти,қайтыс
1019,sterben::V,померти,жантапсыру
1020,umkommen::V,згинути,өлу
1021,umkommen::V,згинути,қаза табу
1022,sich bewegen::V,рухатися,жылжу
1023,sich rühren::V,ворушитися,қыбырлау
1024,sich erheben::V,встати,тұру
1025,sich setzen::V,сісти,отыру
1026,hinfallen::V,упасти,жығылу
1027,laufen::V,ходити,жояу жүру
1028,schreiten::V,крокувати,кадамдау
1029,spazierengehen::V,гуляти,қыдыру
1030,eilen::V,спішити,асығу
1031,eilen::V,спішити,жеделдену
1032,eilen::V,спішити,жедепдеу
1033,sich beeilen::V,поспішати,асығу
1034,sich beeilen::V,поспішати,жеделдену
1035,sausen::V,мчатися,заулау
1036,rennen::V,бігати,жүгіру
1037,springen::V,скакати,секіру
1038,springen::V,стрибати,секіру
1039,klettern::V,лазити,өрмелеп шығу
1040,schaukeln::V,гойдатися,тербелу
1041,kriechen::V,повзати,еңбектеу
1042,schwimmen::V,пливти,жүзу
1043,schwimmen::V,пливти,малту
1044,schwimmen::V,пливти,қалықтау
1045,schwimmen::V,плавати,жүзу
1046,schwimmen::V,плавати,малту
1047,schwimmen::V,плавати,қалықтау
1048,tauchen::V,пірнати,сүңгу
1049,rudern::V,гребти,есу
1050,rudern::V,веслувати,есу
1051,fahren::V,їхати,бару
1052,fliegen::V,літати,ұшу
1053,gehen::V,іти,бару
1054,weggehen::V,піти,кету
1055,abfahren::V,від’їхати,жөнелу
1056,abfahren::V,відправитися,жөнелу
1057,anhalten::V,зупинитися,тоқтау
1058,hineingehen::V,входити,кіру
1059,eintreten::V,увійти,ену
1060,kommen::V,прийти,жету
1061,ankommen::V,прибути,келу
1062,zurückkommen::V,повернутися,қайту
1063,bleiben::V,залишитися,қалу
1064,warten::V,чекати,тосу
1065,erwarten::V,чекати,күту
1066,suchen::V,шукати,іздеу
1067,finden::V,знайти,табу
1068,versuchen::V,випробовувати,талпыну
1069,vorbereiten::V,підготувати,әзірлеу
1070,lieben::V,любити,сүю
1071,mögen::V,любити,жарату
1072,mögen::V,любити,жақсы_көру
1073,mögen::V,подобатися,жарату
1074,mögen::V,подобатися,жақсы_көру
1075,lachen::V,сміятися,күлу
1076,lachen::V,сміятися,күлісу
1077,rühren::V,розчулити,көңілін бұзу
1078,weinen::V,плакати,жылау
1079,schimpfen::V,лаятися,ақырып-бақыру
1080,sich ärgern::V,сердитися,ашулану
1081,sich fürchten::V,боятися,сескену
1082,fürchten::V,боятися,қауіптену
1083,fürchten::V,боятися,сақсыну
1084,fliehen::V,тікати,қашу
1085,fliehen::V,тікати,қашып кету
1086,flüchten::V,утекти,қашу
1087,flüchten::V,утекти,қашып кету
1088,sehen::V,бачити,көру
1089,anschauen::V,поглянути,назар салу
1090,ansehen::V,дивитися на,тамашалау
1091,hören::V,чути,есту
1092,zuhören::V,слухати,тыңдау
1093,zuhören::V,слухати,құлақ қою
1094,probieren::V,покуштувати,тату
1095,probieren::V,покуштувати,дәм тату
1096,riechen::V,нюхати,иіскеу
1097,fühlen::V,відчувати,сезу
1098,fühlen::V,відчувати,сезіну
1099,scheinen::V,здаватися,болып көріну
1100,zu sehen sein::V,виднітися,көріну
1101,vernehmen::V,почути,есту
1102,vernehmen::V,почути,есітіп қалу
1103,frieren::V,мерзнути,тоңу
1104,frieren::V,мерзнути,жаурау
1105,tun::V,робити,ету
1106,tun::V,робити,істеу
1107,können::V,могти,білу
1108,wollen::V,хотіти,қалау
1109,anfangen::V,почати,бастау
1110,beenden::V,закінчити,бітіру
1111,beenden::V,закінчити,адақтау
1112,beenden::V,закінчити,тамамдау
1113,beenden::V,закінчити,аяқтап шығу
1114,aufhören::V,перестати,доғару
1115,gelingen::V,вдатися,жолы түсу
1116,geraten::V,опинитися,калу
1117,öffnen::V,відкрити,ашу
1118,öffnen::V,відкрити,ашып қою
1119,schließen::V,закрити,жабу
1120,stellen::V,поставити,қою
1121,stellen::V,поставити,қойдыру
1122,setzen::V,посадити,отырғызу
1123,legen::V,класти,салу
1124,legen::V,класти,калау
1125,berühren::V,чіпати,тию
1126,verbinden::V,зв’язати,байлап алу
1127,verbinden::V,зв’язати,сабақтастыру
1128,bedecken::V,покрити,бүркеу
1129,aufhängen::V,повісити,ілу
1130,aufhängen::V,повісити,асып қою
1131,anzünden::V,запалити,тұтату
1132,aufheben::V,підняти,көтеру
1133,zurücklassen::V,залишити,қалдыру
1134,verlieren::V,загубити,жоғалту
1135,fallen lassen::V,упустити,құлатып алу
1136,fallen lassen::V,упустити,қолдан түсіріп алу
1137,machen::V,зробити,ету
1138,machen::V,зробити,жасау
1139,machen::V,зробити,жасап шығару
1140,herstellen::V,виготовити,жасап шығару
1141,bauen::V,будувати,тұрғызу
1142,reparieren::V,лагодити,оңдау
1143,verbessern::V,поліпшити,дұрыстау
1144,ändern::V,змінити,өзгерту
1145,graben::V,копати,үңгу
1146,beugen::V,зігнути,буғу
1147,biegen::V,погнути,ию
1148,biegen::V,погнути,майыстыру
1149,drehen::V,вертіти,айналдыру
1150,wenden::V,повернути,екінші жағын айналдыру
1151,umdrehen::V,перевернути,бұру
1152,heben::V,піднімати,көтеру
1153,hochheben::V,підняти,жоғарылату
1154,hochheben::V,підняти,көтеру
1155,ergreifen::V,схопити,бас_салу
1156,ergreifen::V,схопити,шап_беріп_ұстап_алу
1157,ergreifen::V,схопити,шап_беру
1158,ergreifen::V,схопити,шап_ете_түсу
1159,halten::V,тримати,тұту
1160,halten::V,тримати,ұстау
1161,drücken::V,натискати,басу
1162,schieben::V,пхати,итеру
1163,schieben::V,штовхати,итеру
1164,kratzen::V,шкребти,қыру
1165,lecken::V,лизати,жалау
1166,beißen::V,кусати,қабу
1167,beißen::V,кусати,тістеу
1168,beißen::V,кусати,қауып алу
1169,abreißen::V,відірвати,үзу
1170,abschneiden::V,відрізати,қырқу
1171,binden::V,в’язати,байланыстыру
1172,binden::V,в’язати,байлап_алу
1173,binden::V,в’язати,байластыру
1174,binden::V,в’язати,байлау
1175,binden::V,в’язати,буу
1176,binden::V,в’язати,матау
1177,binden::V,в’язати,сабақтастыру
1178,binden::V,в’язати,ұштастыру
1179,stecken::V,увіткнути,сұғу
1180,brechen::V,зламати,сындыру
1181,klopfen::V,стукати,қағу
1182,hauen::V,бити,соғу
1183,kleben::V,клеїти,желімдеу
1184,reiben::V,терти,үйкеу
1185,streichen::V,намазати,сүйкеу
1186,schleifen::V,точити,егеу
1187,schleifen::V,точити,қайрау
1188,schleifen::V,точити,егеулеу
1189,schneiden::V,різати,кесу
1190,rütteln::V,хитати,қозғау
1191,rütteln::V,хитати,жұлмалау
1192,schütteln::V,трясти,дірілдету
1193,schütteln::V,трясти,селкілдету
1194,schwenken::V,махати,бұлғау
1195,schwenken::V,махати,сермеу
1196,schütten::V,налити,құю
1197,füllen::V,наповнити,толтыру
1198,einwickeln::V,загорнути,орау
1199,tragen::V,нести,алып жүру
1200,schleppen::V,тягти,тарту
1201,ziehen::V,тягнути,тарту
1202,aufbewahren::V,зберігати,сақтау
1203,werfen::V,кидати,лақтыру
1204,fangen::V,ловити,қармау
1205,fangen::V,ловити,қағып алу
1206,packen::V,схопити,шап беру
1207,packen::V,схопити,шап ете түсу
1208,packen::V,схопити,шап беріп ұстап алу
1209,verstecken::V,сховати,тығу
1210,verstecken::V,сховати,жасыру
1211,teilen::V,розділити,бөлу
1212,schicken::V,посилати,жіберу
1213,bringen::V,принести,әкелу
1214,bringen::V,принести,алып келу
1215,hinzufügen::V,додати,қосу
1216,hinzufügen::V,додати,үстеу
1217,bekommen::V,дістати,алу
1218,erhalten::V,одержати,алмақ
1219,nehmen::V,взяти,алу
1220,nehmen::V,взяти,алмақ
1221,wählen::V,вибрати,таңдау
1222,auswählen::V,відібрати,екшеу
1223,auswählen::V,відібрати,саралау
1224,auswählen::V,відібрати,сұрыптау
1225,auswählen::V,відібрати,сайлап алу
1226,bewahren::V,зберегти,сақтау
1227,behindern::V,перешкоджати,оралғы болу
1228,verderben::V,зіпсувати,бүлдіру
1229,beschädigen::V,зашкодити,бұзу
1230,zerbrechen::V,розбити,уату
1231,zerreißen::V,розірвати,жырту
1232,zerstören::V,зруйнувати,қирату
1233,zerstören::V,зруйнувати,талқандау
1234,verbrennen::V,спалити,өртеу
1235,verbrennen::V,спалити,жандыру
1236,verbrennen::V,спалити,өртеп жіберу
1237,verbrennen::V,спалити,жандырып жіберу
1238,geben::V,дати,беру
1239,reichen::V,передати,беру
1240,schenken::V,дарувати,тарту
1241,versprechen::V,обіцяти,уәде беру
1242,wünschen::V,бажати,тілеу
1243,loben::V,хвалити,мақтау
1244,loben::V,хвалити,дәріптеу
1245,küssen::V,цілувати,сүю
1246,wiegen::V,качати,тербеу
1247,zudecken::V,накрити,бүркеу
1248,wecken::V,розбудити,ояту
1249,zeigen::V,показати,көрсету
1250,führen::V,вести,ерту
1251,führen::V,вести,жетектеу
1252,lehren::V,вчити,оқыту
1253,unterrichten::V,викладати,оқыту
1254,aufziehen::V,виховати,бағу
1255,leiten::V,керувати,басқару
1256,leiten::V,керувати,жетекшілік ету
1257,antreiben::V,підганяти,асықтыру
1258,lassen::V,змусити,-ткізу
1259,lassen::V,змусити,мәжбүр ету
1260,einladen::V,запросити,шақыру
1261,vereinigen::V,об’єднати,біріктіру
1262,vereinigen::V,об’єднати,біріктіріп қою
1263,besuchen::V,завітати,кіріп шығу
1264,besuchen::V,завітати,барып шығу
1265,besuchen::V,відвідати,кіріп шығу
1266,besuchen::V,відвідати,барып шығу
1267,treffen::V,зустріти,кездесу
1268,sich versammeln::V,зібратися,топталу
1269,spielen::V,грати,ойнау
1270,singen::V,співати,сайрау
1271,tanzen::V,танцювати,билеу
1272,sich trennen::V,розлучитися,айрылысу
1273,verlassen::V,покинути,тастау
1274,retten::V,врятувати,құтқару
1275,bewachen::V,охороняти,күзету
1276,schützen::V,уберігати,жақтау
1277,schützen::V,уберігати,жақтасу
1278,verteidigen::V,захистити,қорғау
1279,sich schlagen::V,битися,алысу
1280,sich schlagen::V,дратися,алысу
1281,schießen::V,стріляти,ату
1282,siegen::V,перемогти,жеңу
1283,ärgern::V,сердити,ашуландыру
1284,schlagen::V,ударити,ұру
1285,treten::V,штовхати,тебу
1286,stechen::V,вколоти,шаншу
1287,stoßen::V,штовхнути,түрту
1288,stehlen::V,украсти,ұрлау
1289,stören::V,перешкодити,кесірлен
1290,belästigen::V,докучати,мазасын алу
1291,verbergen::V,сховати,сездірмеу
1292,täuschen::V,обдурити,жалған айту
1293,betrügen::V,зшахраювати,алдау
1294,betrügen::V,зшахраювати,алдап кету
1295,betrügen::V,зшахраювати,ақымақ қылу
1296,töten::V,убити,құрту
1297,töten::V,убити,өлтіру
1298,wohnen::V,жити,мекендеу
1299,wohnen::V,жити,өмір сүру
1300,wohnen::V,мешкати,мекендеу
1301,wohnen::V,мешкати,өмір сүру
1302,arbeiten::V,працювати,істеу
1303,arbeiten::V,працювати,еңбектену
1304,sammeln::V,зібрати,жыю
1305,pflücken::V,зривати,жұлу
1306,jagen::V,полювати,аулау
1307,fischen::V,рибалити,балык_аулау
1308,fassen::V,піймати,ұстау
1309,hüten::V,пасти,жаю
1310,hüten::V,пасти,бағу
1311,treiben::V,гнати,айдау
1312,anbinden::V,прив’язати,байлау
1313,füttern::V,годувати,ас ішкізу
1314,füttern::V,годувати,азықтандыру
1315,füttern::V,годувати,қоректендіру
1316,füttern::V,харчувати,ас ішкізу
1317,füttern::V,харчувати,азықтандыру
1318,füttern::V,харчувати,қоректендіру
1319,melken::V,доїти,сауу
1320,hacken::V,рубати,турау
1321,gießen::V,полити,суару
1322,reifen::V,дозріти,жетілу
1323,zubereiten::V,зготовити,даяр ету
1324,zubereiten::V,приготувати,даяр ету
1325,kochen::V,варити,асу
1326,kochen::V,готувати,асу
1327,backen::V,пекти,пісіру
1328,braten::V,смажити,қуыру
1329,umrühren::V,переміщати,былғалау
1330,umrühren::V,переміщати,сапырылыстыру
1331,stricken::V,в’язати,торлау
1332,stricken::V,в’язати,тоқу
1333,nähen::V,шити,тігу
1334,färben::V,пофарбувати,бояу
1335,färben::V,пофарбувати,сырлау
1336,reinigen::V,очистити,аршу
1337,reinigen::V,очистити,тазалау
1338,waschen::V,мити,жуу
1339,abwischen::V,витерти,сүрту
1340,spülen::V,полоскати,шаю
1341,fegen::V,підмітати,сыпыру
1342,kehren::V,мести,сыпыру
1343,baden::V,купатися,шомылу
1344,sich waschen::V,митися,жуыну
1345,ausziehen::V,зняти,шешу
1346,anziehen::V,надіти,кигізу
1347,sich anziehen::V,одягтися,киіну
1348,sich anziehen::V,одягнутися,киіну
1349,kämmen::V,зачесати,тарау
1350,schmücken::V,оздобити,әсемдеу
1351,schmücken::V,оздобити,мәнерлеу
1352,schmücken::V,оздобити,көріктендіру
1353,sagen::V,сказати,деу
1354,sagen::V,сказати,айту
1355,sprechen::V,говорити,деу
1356,sprechen::V,говорити,айту
1357,reden::V,розмовляти,сөйлеу
1358,reden::V,розмовляти,сөйлесу
1359,reden::V,розмовляти,тіл қатысу
1360,sich unterhalten::V,бесідувати,сұхбаттасу
1361,fragen::V,запитати,сұрау
1362,bitten::V,просити,өтіну
1363,bitten::V,просити,жалыну
1364,erzählen::V,розповісти,айту
1365,mitteilen::V,повідомити,білдіру
1366,nennen::V,назвати,атау
1367,rufen::V,кликати,шақыру
1368,prahlen::V,хвалитися,бөсу
1369,übersetzen::V,перекласти,аудару
1370,denken::V,думати,ойлау
1371,denken::V,мислити,ойлау
1372,glauben::V,вірити,нану
1373,glauben::V,вірити,илану
1374,bemerken::V,помітити,аңғару
1375,erkennen::V,пізнати,тану
1376,begreifen::V,осягнути,ұғу
1377,begreifen::V,осягнути,аңғарып алу
1378,verstehen::V,почути,пайым
1379,verstehen::V,почути,түсіну
1380,lernen::V,навчатися,оқу
1381,wissen::V,знати,хабардар болу
1382,sich erinnern an::V,пам’ятати,еске түсіру
1383,vergessen::V,забути,ұмыту
1384,messen::V,міряти,өлшеу
1385,zählen::V,лічити,санау
1386,rechnen::V,рахувати,санап шығару
1387,rechnen::V,рахувати,санап шығу
1388,rechnen::V,рахувати,санау
1389,lesen::V,читати,оқу
1390,malen::V,малювати,сурет салу
1391,zeichnen::V,рисувати,сурет салу
1392,schreiben::V,писати,жазу
1393,besitzen::V,мати,болу
1394,kaufen::V,купити,алу
1395,kaufen::V,купити,әперу
1396,verkaufen::V,продати,сату
1397,bezahlen::V,заплатити,төлеу
1398,bezahlen::V,заплатити,ақы беру
1399,bezahlen::V,заплатити,ақы төлеу
1400,zahlen::V,платити,төлеу
1401,beherrschen::V,володіти,билеу
1402,ertragen::V,витерпіти,төзу
1403,ertragen::V,витерпіти,шыдау
