,Concept_ID,fr,kk
579,Wunde::N,plaie,жарақат
580,Wunde::N,blessure,зақым
581,Wunde::N,blessure,жарақат
582,Fieber::N,fièvre,безгек
583,Fieber::N,fièvre,қалтырау
584,Fieber::N,fièvre,қызу көтерілуі
585,Arznei::N,remède,дәрі
586,Arznei::N,remède,дәрі-дәрмек
587,Arznei::N,médecine,дәрі
588,Arznei::N,médecine,дәрі-дәрмек
589,Brücke::N,pont,көпір
590,Brunnen::N,puits,құдық
591,Weide::N,pâturage,өріс
592,Weide::N,pâturage,жайылым
593,Pfad::N,sentier,жол
594,Weg::N,voie,жол
595,Weg::N,chemin,жол
596,Straße::N,route,жол
597,Dorf::N,village,ауыл
598,Stadt::N,cité,қала
599,Stadt::N,cité,шаһар
600,Stadt::N,ville,қала
601,Stadt::N,ville,шаһар
602,Brief::N,lettre,хат
603,Brief::N,lettre,жазу
604,Buch::N,livre,кітап
605,Buchstabe::N,lettre,әріп
606,Buchstabe::N,lettre,қаріп
607,Buchstabe::N,caractère,әріп
608,Buchstabe::N,caractère,қаріп
609,Zeitung::N,journal,газет
610,Leben::N,vie,өмір
611,Leben::N,vie,тіршілік
612,Tod::N,mort,опат
613,Grab::N,tombe,мола
614,Grab::N,tombe,мазар
615,Kirche::N,église,шіркеу
616,Sünde::N,péché,күнә
617,Gott::N,dieu,алла
618,Gott::N,dieu,құдай
619,Gott::N,dieu,тәңірі
620,Gott::N,dieu,пәруардігер
621,Gott::N,dieu,жаратқан тәңірі
622,Arbeiter::N,ouvrier,жүмысшы
623,Arbeiter::N,travailleur,жүмысшы
624,Chef::N,chef,басшы
625,Chef::N,chef,жұмыс басқарушысы
626,Chef::N,patron,басшы
627,Chef::N,patron,жұмыс басқарушысы
628,Meister::N,maître,шебер
629,Meister::N,maître,өнерпаз
630,Arzt::N,médecin,дәрігер
631,Lehrer::N,professeur,мұғалім
632,Lehrer::N,instituteur,мұғалім
633,Geld::N,argent,пұл
634,Geschäft::N,affaire,бизнес
635,Geschäft::N,commerce,бизнес
636,Laden::N,magasin,дүкен
637,Laden::N,boutique,дүкен
638,Preis::N,prix,ақы
639,Preis::N,prix,құны
640,Preis::N,prix,нарық
641,Ware::N,marchandise,тауар
642,Nutzen::N,profit,пайда
643,Reichtum::N,richesse,бақ-дәулет
644,Welt::N,monde,әлем
645,Welt::N,monde,жиһан
646,Land::N,pays,аймақ
647,Staat::N,État,мемлекет
648,König::N,roi,патша
649,Macht::N,pouvoir,өкімет
650,Macht::N,pouvoir,қожалық
651,Macht::N,puissance,өкімет
652,Macht::N,puissance,қожалық
653,Grenze::N,frontière,шек
654,Krieg::N,guerre,соғыс
655,Feind::N,ennemi,жау
656,Feind::N,ennemi,дұшпан
657,Gewalt::N,violence,зорлык
658,Gewalt::N,violence,зорлық-зомбылык
659,Kampf::N,lutte,күрес
660,Kampf::N,lutte,алыспақ
661,Kampf::N,combat,күрес
662,Kampf::N,combat,алыспақ
663,Bogen[Waffe]::N,arc,саржа
664,Pfeil::N,flèche,жебе
665,Gewehr::N,fusil,қару
666,Fehler::N,faute,әбес
667,Fehler::N,faute,қаталық
668,Fehler::N,erreur,әбес
669,Fehler::N,erreur,қаталық
670,Lüge::N,mensonge,өтірік
671,Schaden::N,dégât,зиян
672,Schaden::N,dégât,зарар
673,Schaden::N,dommage,зиян
674,Schaden::N,dommage,зарар
675,Unglück::N,malheur,пәле
676,Unglück::N,malheur,қасырет
677,Unglück::N,malheur,ауыртпалық
678,Schuld::N,faute,айыптылық
679,Schuld::N,culpabilité,айыптылық
680,Alter::N,âge,жас
681,Alter::N,âge,жас шамасы
682,Schluss::N,fin,ада
683,Schluss::N,fin,бітуі
684,Zeit::N,temps,уақыт
685,Tag::N,jour,күн
686,Tag::N,journée,күн
687,Morgen::N,matin,таң
688,Morgen::N,matin,таңертең
689,Morgen::N,matinée,таң
690,Morgen::N,matinée,таңертең
691,Mittag::N,midi,талтүс
692,Abend::N,soir,кеш
693,Abend::N,soirée,кеш
694,Nacht::N,nuit,түн
695,Woche::N,semaine,апта
696,Monat::N,mois,ай
697,Jahr::N,an,жыл
698,Jahr::N,année,жыл
699,Frühling::N,printemps,көктем
700,Sommer::N,été,жаз
701,Herbst::N,automne,күз
702,Winter::N,hiver,қыс
703,Januar::N,janvier,каңтар
704,Februar::N,février,ақпан
705,März::N,mars,наурыз
706,April::N,avril,сәуір
707,Mai::N,mai,мамыр
708,Juni::N,juin,маусым
709,Juli::N,juillet,шілде
710,August::N,août,сүмбіле
711,August::N,août,тамыз
712,September::N,septembre,қыркүйек
713,Oktober::N,octobre,ақырап
714,November::N,novembre,қараша
715,Dezember::N,décembre,желтоқсан
716,Montag::N,lundi,дүйсенбі
717,Dienstag::N,mardi,сейсенбі
718,Mittwoch::N,mercredi,сәрсенбі
719,Donnerstag::N,jeudi,бейсенбі
720,Freitag::N,vendredi,жұма
721,Samstag::N,samedi,сенбі
722,Sonntag::N,dimanche,жексембі
723,groß::A,grand,алпамсадай
724,klein::A,petit,кішкене
725,klein::A,petit,қарғадай
726,lang::A,long,сопақ
727,lang::A,long,сорайған
728,kurz::A,court,кеспелтек
729,breit::A,large,айдынды
730,schmal::A,étroit,қысық
731,dicht::A,dense,жиі
732,dick[Gegenstand]::A,épais,шомбал
733,dünn::A,mince,жұқа
734,dünn::A,mince,жіңішке
735,fein::A,fin,қаңылтақ
736,fein::A,menu,қаңылтақ
737,fest::A,ferme,берік
738,fest::A,ferme,мызғымас
739,fest::A,solide,берік
740,fest::A,solide,мызғымас
741,flach::A,plat,жалпак
742,glatt::A,poli,типыл
743,glatt::A,lisse,типыл
744,hart::A,dur,қатты
745,weich::A,mou,жұмсақ
746,rund::A,rond,домалақ
747,spitz::A,aigu,үшкір
748,spitz::A,pointu,үшкір
749,scharf::A,tranchant,сүйрік
750,stumpf::A,mousse,доғал
751,stumpf::A,mousse,өтпейтін
752,stumpf::A,émoussé,доғал
753,stumpf::A,émoussé,өтпейтін
754,schwer::A,lourd,салмақты
755,schwer::A,pesant,салмақты
756,schön::A,beau,сұлу
757,heiß::A,chaud,ыссы
758,heiß::A,très chaud,ыссы
759,warm::A,chaud,жылы
760,kalt::A,froid,аязды
761,kühl::A,frais,салқын
762,frisch::A,frais,таза
763,frisch::A,frais,жаңа
764,feucht::A,humide,нам
765,feucht::A,humide,дымқылды
766,nass::A,mouillé,сулы
767,trocken::A,sec,құрғақ
768,voll::A,plein,толы
769,voll::A,rempli,толы
770,leer::A,vide,бос
771,offen::A,ouvert,ашып қойылған
772,geschlossen::A,clos,жабулы
773,geschlossen::A,fermé,жабулы
774,sauber::A,net,дақсыз
775,sauber::A,net,мұнтаздай
776,sauber::A,propre,дақсыз
777,sauber::A,propre,мұнтаздай
778,schmutzig::A,sale,айғыз
779,schmutzig::A,sale,сатпақ
780,schmutzig::A,sale,сатал-сатал
781,schmutzig::A,crasseux,айғыз
782,schmutzig::A,crasseux,сатпақ
783,schmutzig::A,crasseux,сатал-сатал
784,roh::A,cru,шикі
785,roh::A,brut,шикі
786,reif::A,mûr,піскен
787,lecker::A,délicieux,дәмді
788,lecker::A,appétissant,дәмді
789,süß::A,doux,тәтті
790,bitter::A,amer,ащы
791,sauer::A,aigre,қышқыл
792,hell::A,clair,жарық
793,hell::A,clair,жарқын
794,dunkel::A,sombre,қараңғы
795,schwarz::A,noir,қара
796,weiß::A,blanc,ақ
797,rot::A,rouge,қызыл
798,gelb::A,jaune,сары
799,blau::A,bleu,көк
800,grün::A,vert,жасыл
801,grau::A,gris,бозамық
802,bunt::A,multicolore,алабажак
803,billig::A,bon marché,арзан
804,teuer::A,cher,бағалы
805,wertvoll::A,précieux,құнды
806,wertvoll::A,précieux,қымбат
807,blind::A,aveugle,көзсіз
808,blind::A,aveugle,көр
809,blind::A,aveugle,көр_соқыр
810,taub::A,sourd,керең
811,taub::A,sourd,саңырау
812,kräftig::A,fort,қуатты
813,kräftig::A,fort,қарымды
814,kräftig::A,vigoureux,қуатты
815,kräftig::A,vigoureux,қарымды
816,stark::A,fort,білекті
817,stark::A,puissant,білекті
818,schwach::A,faible,әлсіз
819,schwach::A,faible,күшсіз
