,Concept_ID,fi,ps
70,Mond::N,kuu,سپوږمۍ
71,Stern::N,tähti,ستوری
72,Luft::N,ilma,هوا
73,Wind::N,tuuli,ورښ
74,Welle::N,aalto,موج
75,Wasser::N,vesi,اوبه
76,Stein::N,kivi,ډبره
77,Boden::N,maa,مځکه
78,Boden::N,maaperä,مځکه
79,Erde::N,maa,خاوره
80,Staub::N,pöly,ګرد
81,Staub::N,pöly,خاوره
82,Rauch::N,savu,دود
83,Rauch::N,savu,لوګی
84,Funke::N,kipinä,سپرغۍ
85,Feuer::N,tuli,اور
86,Licht::N,valo,رڼا
87,Schatten::N,varjo,سیوری
88,Wetter::N,sää,هوا
89,Nebel::N,sumu,لړه
90,Wolke::N,pilvi,ورېځ
91,Regen::N,sade,وریا
92,Regen::N,sade,باران
93,Schnee::N,lumi,واوره
94,Eis::N,jää,یخ
95,Eis::N,jää,کنګل
96,Frost::N,halla,یخ
97,Frost::N,pakkanen,یخ
98,Kälte::N,vilu,ساړه
99,Kälte::N,kylmyys,ساړه
100,Hitze::N,helle,تودوخي
101,Hitze::N,kuumuus,تودوخي
102,Raureif::N,huurre,سپینه پرخه
103,Regenbogen::N,sateenkaari,بوډۍ ټال
104,Regenbogen::N,sateenkaari,سره زرغونه
105,Donner::N,jyrinä,تالنده
106,Strömung::N,virtaus,بهېدنه
107,Tropfen::N,tippa,قطره
108,Tropfen::N,tippa,څاڅکی
109,Tropfen::N,pisara,قطره
110,Tropfen::N,pisara,څاڅکی
111,Schaum::N,vaahto,ځګ
112,Schmutz::N,loka,ناپاکي
113,See::N,järvi,جهیل
114,Sumpf::N,suo,جبه
115,Moor::N,räme,جبه
116,Wiese::N,niitty,چمن
117,Wiese::N,niitty,شنېلی
118,Wald::N,metsä,ځنګل
119,Hügel::N,mäki,تپه
120,Hügel::N,kumpu,تپه
121,Hügel::N,kukkula,تپه
122,Anhöhe::N,mäki,غونډۍ
123,Anhöhe::N,kumpare,غونډۍ
124,Berg::N,mäki,غ‍‍‍‍‍ر
125,Berg::N,vuori,غ‍‍‍‍‍ر
126,Gipfel::N,laki,څوکه
127,Gipfel::N,huippu,څوکه
128,Höhle::N,luola,کاز
129,Abhang::N,rinne,لمن
130,Quelle::N,lähde,چینه
131,Bach::N,puro,واله
132,Fluss::N,joki,سیند
133,Ufer::N,ranta,غاړه
134,Küste::N,rannikko,ساحل
135,Festland::N,manner,وچه
136,Meer::N,meri,بحر
137,Meer::N,meri,سمندر
138,Bucht::N,lahti,کارۍ
139,Insel::N,saari,ټاپو
140,Insel::N,saari,جزيره
141,Blume::N,kukka,ګل
142,Gras::N,ruoho,واښه
143,Wurzel::N,juuri,ریښه
144,Baum::N,puu,ونه
145,Stamm::N,runko,ډډ
146,Rinde::N,kuori,پوستکی
147,Rinde::N,parkki,پوستکی
148,Ast::N,oksa,ښاخ
149,Zweig::N,haara,څانګه
150,Blatt::N,lehti,پاڼه
151,Birke::N,koivu,توس
152,Kiefer[Baum]::N,mänty,نښتر
153,Kiefer[Baum]::N,petäjä,نښتر
154,Weide[Baum]::N,paju,وله
155,Tanne::N,kuusi,ناجو
156,Horn::N,sarvi,ښکر
157,Feder::N,sulka,بڼکه
158,Feder::N,höyhen,بڼکه
159,Fell::N,talja,پوستکی
160,Flügel::N,siipi,وزر
161,Klaue::N,kynsi,پنجه
162,Klaue::N,kynsi,منګول
163,Kralle::N,kynsi,پنجه
164,Kralle::N,kynsi,منګول
165,Schwanz::N,häntä,لکۍ
166,Schwanz::N,pyrstö,لکۍ
167,Ei::N,muna,وۍ
168,Ei::N,muna,هګۍ
169,Nest::N,pesä,جاله
170,Bau::N,pesä,کاز
171,Tier::N,eläin,ژوی
172,Tier::N,eläin,حیوان
173,Herde::N,lauma,رمه
174,Herde::N,lauma,غېله
175,Kuh::N,lehmä,غوا
176,Bulle::N,sonni,غوئی
177,Pferd::N,hevonen,آس
178,Schaf::N,lammas,پسه
179,Schwein::N,sika,سرکوزی
180,Hund::N,koira,سپی
181,Katze::N,kissa,پشه
182,Bär::N,karhu,خرس
183,Eichhörnchen::N,orava,خړ لمی
184,Elch::N,hirvi,ګوزن
185,Fuchs::N,kettu,سپلم
186,Hase::N,jänis,سوی
187,Maus::N,hiiri,مږک
188,Wolf::N,susi,لېوه
189,Vogel::N,lintu,مرغه
190,Schwarm::N,parvi,سېل
191,Huhn::N,kana,چرګه
192,Hahn::N,kukko,چرګ
193,Gans::N,hanhi,بته
194,Adler::N,kotka,عقاب
195,Ente::N,ankka,ایلۍ
196,Eule::N,pöllö,ګونګی
197,Kranich::N,kurki,کلنګ
198,Krähe::N,varis,کارغه
199,Kuckuck::N,käki,فاخته
200,Schwan::N,joutsen,قو
201,Fisch::N,kala,کب
202,Fisch::N,kala,ماهی
203,Barsch::N,ahven,
204,Hecht::N,hauki,
205,Schlange[Tier]::N,käärme,مار
206,Wurm::N,mato,چینجی
207,Spinne::N,hämähäkki,غڼه
208,Spinne::N,hämähäkki,تارکښ
209,Ameise::N,muurahainen,مېږی
210,Laus::N,täi,سپږه
211,Mücke::N,sääski,ماشی
212,Mücke::N,hyttynen,ماشی
213,Fliege::N,kärpänen,مچ
214,Schmetterling::N,perhonen,پتنګ
215,Beere::N,marja,مېوۍ
216,Apfel::N,omena,مڼه
217,Pilz::N,sieni,خرېړی
218,Zwiebel::N,sipuli,پیاز
219,Saat::N,siemenet,تخم
220,Korn::N,jyvä,تخم
221,Korn::N,jyvä,دانه
222,Korn::N,vilja,تخم
223,Korn::N,vilja,دانه
224,Heu::N,heinä,بوس
225,Heu::N,heinä,پروړه
226,Schale::N,kuori,پوستکی
227,Grube::N,kuoppa,کنده
228,Falle::N,loukku,دام
229,Falle::N,loukku,لومه
230,Schlinge::N,ansa,کړۍ
231,Spur::N,jälki,نښه
232,Asche::N,tuhka,آس
233,Asche::N,tuhka,ایره
234,Dreck::N,lika,ناپاکي
235,Eisen::N,rauta,اوسپنه
236,Gold::N,kulta,سره زر
237,Silber::N,hopea,نقره
238,Silber::N,hopea,سپین زر
239,Kohle::N,hiili,سکور
240,Kohle::N,hiili,سکاره
241,Glas::N,lasi,ښيښه
242,Lehm::N,savi,خټه
243,Sand::N,hiekka,شګه
244,Mensch::N,ihminen,انسان
245,Mann::N,mies,سړی
246,Mann::N,mies,نارینه
247,Frau::N,nainen,ښځه
248,Kind::N,lapsi,بچی
249,Kind::N,lapsi,ماشوم
250,Junge::N,poika,هلک
251,Mädchen::N,tyttö,نجلۍ
252,Familie::N,perhe,کورنۍ
253,Großvater::N,isoisä,بابا
254,Großmutter::N,isoäiti,انا
255,Eltern::N,vanhemmat,مور او پلار
256,Vater::N,isä,پلار
257,Mutter::N,äiti,مور
258,Sohn::N,poika,زوی
259,Tochter::N,tytär,لور
260,Bruder::N,veli,ورور
261,Schwester::N,sisko,خور
262,Onkel::N,eno,تره
263,Onkel::N,eno,ماما
264,Onkel::N,setä,تره
265,Onkel::N,setä,ماما
266,Tante::N,täti,خاله
267,Ehemann::N,mies,مېړه
268,Ehemann::N,aviomies,مېړه
269,Ehefrau::N,vaimo,مېرمن
270,Ehefrau::N,aviovaimo,مېرمن
271,Freude::N,ilo,خوشحالي
272,Freude::N,riemu,خوشحالي
273,Gelächter::N,nauru,خندا
274,Glück::N,onni,بخت
275,Kummer::N,suru,غم
276,Kummer::N,murhe,غم
277,Wunsch::N,toive,هيله
278,Wunsch::N,toive,غوښتنه
279,Wunsch::N,toivomus,هيله
280,Wunsch::N,toivomus,غوښتنه
281,Lust::N,himo,شوق
282,Lust::N,himo,مینه
283,Geist::N,henki,روح
284,Gedanke::N,aate,فکر
285,Gedanke::N,ajatus,فکر
286,Gedächtnis::N,muisti,یاد
287,Gedächtnis::N,muisti,حافظه
288,Verstand::N,äly,عقل
289,Verstand::N,äly,شعور
290,Verstand::N,järki,عقل
291,Verstand::N,järki,شعور
292,Verstand::N,ymmärrys,عقل
293,Verstand::N,ymmärrys,شعور
294,Sinn::N,merkitys,معنی
295,Grund::N,syy,علت
296,Grund::N,syy,اساس
297,Grund::N,peruste,علت
298,Grund::N,peruste,اساس
299,Wahrheit::N,tosi,حقیقت
300,Wahrheit::N,totuus,حقیقت
301,Gespräch::N,puhelu,مرکه
302,Gespräch::N,puhelu,خبرې اترې
303,Gespräch::N,keskustelu,مرکه
304,Gespräch::N,keskustelu,خبرې اترې
305,Märchen::N,satu,افسانه
306,Erzählung::N,tarina,قصه
307,Erzählung::N,tarina,کیسه
308,Erzählung::N,kertomus,قصه
309,Erzählung::N,kertomus,کیسه
310,Nachricht::N,tieto,خبر
311,Nachricht::N,ilmoitus,خبر
312,Neuigkeit::N,uutinen,نوی خبر
313,Name::N,nimi,نوم
314,Rätsel::N,arvoitus,کیسۍ
315,Rätsel::N,arvoitus,چیستان
316,Rede::N,puhe,وینا
317,Sprache::N,kieli,ژبه
318,Stimme::N,ääni,غږ
319,Stimme::N,ääni,اواز
320,Wort::N,sana,لغت
321,Wort::N,sana,کلمه
322,Zeichen::N,merkki,نښه
323,Zeichen::N,merkki,اشاره
324,Ruf::N,kutsu,ږغ
325,Ruf::N,kutsu,بلنه
326,Lärm::N,melu,غالمغال
327,Lärm::N,hälinä,غالمغال
328,Laut::N,ääni,ږغ
329,Ton::N,sävel,اواز
330,Lied::N,laulu,غزله
331,Lied::N,laulu,سندره
332,Ruhe::N,lepo,ارامي
333,Ruhe::N,rauha,ارامي
334,Leute::N,väki,خلک
335,Leute::N,ihmiset,خلک
336,Volk::N,kansa,ولس
337,Arbeit::N,työ,کار
338,Gast::N,vieras,مېلمه
339,Geschenk::N,lahja,تحفه
340,Geschenk::N,lahja,سوغات
341,Spiel::N,peli,لوبه
342,Spiel::N,leikki,لوبه
343,Gesellschaft::N,seura,ډله
344,Hilfe::N,apu,کومک
345,Hilfe::N,apu,مرسته
346,Freund::N,ystävä,ملګری
347,Kamerad::N,toveri,انډيوال
348,Angelegenheit::N,asia,موضوع
349,Anzahl::N,lukumäärä,شمېر
350,Anzahl::N,lukumäärä,تعداد
351,Art::N,laji,ډول
352,Stück::N,pala,ټوټه
353,Stück::N,kappale,ټوټه
354,Teil::N,osa,برخه
355,Hälfte::N,puoli,نیم
356,Kreis::N,ympyrä,دایره
357,Kreuz::N,risti,صلیب
358,Linie::N,viiva,خط
359,Linie::N,viiva,لیکه
360,Strich::N,piirto,کرښه
361,Abstand::N,väli,فاصله
362,Abstand::N,väljyys,فاصله
363,Entfernung::N,etäisyys,واټن
364,Gegend::N,seutu,سیمه
365,Gegend::N,seutu,منطقه
366,Platz::N,tila,ځای
367,Ort::N,kohta,ځای
368,Ort::N,paikka,ځای
369,Seite::N,sivu,مخ
370,Seite::N,sivu,اړخ
371,Seite::N,kylki,مخ
372,Seite::N,kylki,اړخ
373,Mitte::N,keskus,وسط
374,Mitte::N,keskus,مینځ
375,Mitte::N,puoliväli,وسط
376,Mitte::N,puoliväli,مینځ
377,Gegenstand::N,kalu,شی
378,Gegenstand::N,esine,شی
379,Sache::N,asia,شی
380,Sache::N,asia,څيز
381,Rand::N,ääri,څنډه
382,Rand::N,ääri,کناره
383,Rand::N,syrjä,څنډه
384,Rand::N,syrjä,کناره
385,Kante::N,särmä,اړخ
386,Ecke::N,nurkka,ګوټ
387,Spitze::N,terä,څوکه
388,Spitze::N,kärki,څوکه
389,Ende::N,pää,څوکه
390,Ende::N,perä,څوکه
391,Loch::N,kolo,سوری
392,Loch::N,reikä,سوری
393,Winkel::N,kulma,کنج
394,Winkel::N,kulma,کوتی
395,Muster::N,kuvio,نمونه
396,Größe::N,koko,قد
397,Größe::N,koko,لويوالی
398,Größe::N,suuruus,قد
399,Größe::N,suuruus,لويوالی
400,Länge::N,pituus,طول
401,Länge::N,pituus,اوږد والی
402,Höhe::N,korkeus,جګوالی
403,Gewicht::N,paino,وزن
404,Menge::N,määrä,اندازه
405,Haufen::N,kasa,کوټه
406,Reihe::N,rivi,صف
407,Reihe::N,rivi,کتار
408,Boot::N,vene,قايق
409,Ruder::N,airo,چپه
410,Schlitten::N,reki,ښویېدونی
411,Schlitten::N,kelkka,ښویېدونی
412,Ski::N,suksi,سکي
413,Lagerfeuer::N,nuotio,اور
414,Last::N,kuorma,بار
415,Last::N,kuorma,پېټی
416,Gang::N,kulku,تګ
417,Gang::N,käynti,تګ
418,Schritt::N,askel,ګام
419,Norden::N,pohjoinen,شمال
420,Süden::N,etelä,سوېل
421,Westen::N,länsi,لوېدېځ
422,Osten::N,itä,شرق
423,Osten::N,itä,ختیځ
424,Holz::N,puu,لرګی
425,Brett::N,lauta,تخته
426,Platte::N,levy,تخته
427,Stütze::N,noja,تکیوان
428,Stange::N,tanko,ډاګه
429,Stock::N,keppi,لرګی
430,Stab::N,sauva,چيخله
431,Stab::N,seiväs,چيخله
432,Rohr::N,putki,نل
433,Haus::N,talo,کور
434,Heim::N,koti,کور
435,Ofen::N,uuni,تودنۍ
436,Fußboden::N,lattia,غولی
437,Tisch::N,pöytä,مېز
438,Stuhl::N,tuoli,چوکۍ
439,Wiege::N,kehto,زانګو
440,Bett::N,sänky,کټ
441,Bett::N,sänky,چپرکټ
442,Regal::N,hylly,تاخچۍ
443,Kiste::N,arkku,صندوق
444,Kiste::N,kirstu,صندوق
445,Kiste::N,laatikko,صندوق
446,Fenster::N,ikkuna,کړکۍ
447,Tür::N,ovi,دروازه
448,Tor::N,portti,دروازه
449,Zaun::N,aita,کټاره
450,Dach::N,katto,بام
451,Leiter::N,tikkaat,زينه
452,Leiter::N,tikapuut,زينه
453,Besen::N,luuta,جارو
454,Spaten::N,lapio,یوم
455,Schaufel::N,lapio,بېلچه
456,Gabel::N,haarukka,پنجه
457,Löffel::N,lusikka,کاشوغه
458,Messer::N,veitsi,چاقو
459,Nagel::N,naula,ميخ
460,Netz::N,verkko,جال
461,Haken::N,haka,څنګک
462,Haken::N,koukku,څنګک
463,Griff::N,ripa,لاستی
464,Griff::N,kahva,لاستی
465,Schloss::N,lukko,کلپ
466,Bild::N,kuva,رسم
467,Figur::N,kuvio,قدوقامت
468,Puppe::N,nukke,ګوډۍ
469,Beutel::N,pussi,کڅوړه
470,Bündel::N,nippu,دسته
471,Bündel::N,kimppu,دسته
472,Tasche::N,laukku,بکس
473,Tasche::N,laukku,توبره
474,Eimer::N,sanko,سطل
475,Eimer::N,ämpäri,سطل
476,Deckel::N,kansi,سرپوښ
477,Geschirr::N,astia,لوښی
478,Sack::N,säkki,جوال
479,Tasse::N,kuppi,پیاله
480,Topf::N,pata,دېګی
481,Kessel::N,kattila,دېګ
482,Essen::N,syönti,خوراک
483,Nahrung::N,ruoka,خوراک
484,Nahrung::N,ravinto,خوراک
485,Speise::N,ruoka,خواړه
486,Fleisch::N,liha,غوښه
487,Getreide::N,vilja,غله
488,Brei::N,puuro,اوګره
489,Brot::N,leipä,ډوډۍ
490,Scheibe::N,viipale,مړۍ
491,Fett::N,rasva,غوړي
492,Butter::N,voi,کوچ
493,Öl::N,öljy,تېل
494,Salz::N,suola,مالګه
495,Suppe::N,keitto,شوربا
496,Honig::N,hunaja,شات
497,Milch::N,maito,شوده
498,Tee::N,tee,چای
499,Leder::N,nahka,څرمن
500,Wolle::N,villa,پشم
501,Stoff::N,kangas,ټوټه
502,Nadel::N,neula,ستن
503,Faden::N,lanka,تار
504,Knopf::N,nappi,تڼۍ
505,Knopf::N,nappi,تکمه
506,Knoten::N,solmu,غوټه
507,Farbe::N,maali,رنګ
508,Kleidung::N,vaatteet,کالي
509,Hemd::N,paita,کميس
510,Kragen::N,kaulus,غاړه
511,Ärmel::N,hiha,لستوڼی
512,Hose::N,housut,پطلون
513,Gürtel::N,vyö,کمربند
514,Mütze::N,lakki,خولۍ
515,Schuh::N,kenkä,بوټ
516,Stiefel::N,saapas,موزه
517,Ring::N,sormus,ګوته
518,Band::N,nauha,فيته
519,Kamm::N,kampa,ګمنځ
520,Spiegel::N,peili,ایینه
521,Spiegel::N,peili,هنداره
522,Riemen::N,hihna,تسمه
523,Schnur::N,naru,مزی
524,Schnur::N,nuora,مزی
525,Leine::N,talutushihna,رسۍ
526,Decke::N,peite,بړستن
527,Kissen::N,tyyny,بالښت
528,Kissen::N,pielus,بالښت
529,Tuch::N,huivi,ټیکری
530,Handtuch::N,pyyheliina,دسمال
531,Kraft::N,väki,زور
532,Kraft::N,väki,توان
533,Kraft::N,voima,زور
534,Kraft::N,voima,توان
535,Stärke::N,vahvuus,قوت
536,Gesundheit::N,terveys,صحت
537,Gesundheit::N,terveys,روغتیا
538,Krankheit::N,tauti,مرض
539,Krankheit::N,tauti,ناروغي
540,Krankheit::N,sairaus,مرض
541,Krankheit::N,sairaus,ناروغي
542,Schmerz::N,kipu,درد
543,Schmerz::N,särky,درد
544,Wunde::N,haava,ټپ
545,Wunde::N,haava,زخم
546,Fieber::N,kuume,تبه
547,Arznei::N,lääke,دوا
548,Arznei::N,lääke,دارو
549,Brücke::N,silta,پول
550,Brunnen::N,kaivo,څاه
551,Brunnen::N,kaivo,کوهی
552,Weide::N,laidun,وله
553,Pfad::N,polku,تړه
554,Weg::N,tie,لیار
555,Straße::N,katu,سړک
556,Dorf::N,kylä,کلی
557,Stadt::N,kaupunki,ښار
558,Brief::N,kirje,لیک
559,Brief::N,kirje,مکتوب
560,Buch::N,kirja,کتاب
561,Buchstabe::N,kirjain,حرف
562,Buchstabe::N,kirjain,توری
563,Zeitung::N,lehti,اخبار
564,Zeitung::N,sanomalehti,اخبار
565,Leben::N,elo,ژوند
566,Leben::N,elämä,ژوند
567,Tod::N,kuolema,مرګ
568,Tod::N,kuolema,مړینه
569,Grab::N,hauta,قبر
570,Grab::N,hauta,ډورۍ
571,Kirche::N,kirkko,کلیسا
572,Sünde::N,synti,ګناه
573,Gott::N,jumala,خدای
574,Arbeiter::N,työläinen,کاریګر
575,Chef::N,päällikkö,آمر
576,Meister::N,mestari,استاد
577,Arzt::N,lääkäri,طبیب
578,Arzt::N,lääkäri,ډاکټر
579,Lehrer::N,opettaja,معلم
580,Lehrer::N,opettaja,ښوونکی
581,Geld::N,raha,پیسې
582,Geschäft::N,liike,سوداګري
583,Laden::N,puoti,دکان
584,Laden::N,puoti,مغازه
585,Laden::N,kauppa,دکان
586,Laden::N,kauppa,مغازه
587,Preis::N,hinta,بیه
588,Ware::N,tavara,مال
589,Nutzen::N,hyöty,ګټه
590,Reichtum::N,rikkaus,شتمني
591,Welt::N,maailma,نړۍ
592,Welt::N,maailma,دنیا
593,Land::N,maa,هېواد
594,Staat::N,valtio,دولت
595,König::N,kuningas,باچا
596,König::N,kuningas,پادشاه
597,Macht::N,mahti,قدرت
598,Grenze::N,raja,حد
599,Grenze::N,raja,سرحد
600,Krieg::N,sota,جګړه
601,Feind::N,vihollinen,دښمن
602,Gewalt::N,väkivalta,زور
603,Gewalt::N,väkivalta,تشدد
604,Kampf::N,taistelu,جنګ
605,Kampf::N,taistelu,مبارزه
606,Bogen[Waffe]::N,jousi,لیندۍ
607,Pfeil::N,nuoli,غشی
608,Gewehr::N,kivääri,ټوپک
609,Fehler::N,vika,خطا
610,Fehler::N,vika,غلطي
611,Fehler::N,virhe,خطا
612,Fehler::N,virhe,غلطي
613,Lüge::N,valhe,دروغ
614,Schaden::N,vaurio,زیان
615,Schaden::N,vaurio,تاوان
616,Schaden::N,vahinko,زیان
617,Schaden::N,vahinko,تاوان
618,Unglück::N,vahinko,بدبختي
619,Unglück::N,onnettomuus,بدبختي
620,Schuld::N,syy,ګناه
621,Alter::N,ikä,منګ
622,Schluss::N,loppu,اخر
623,Zeit::N,aika,وخت
624,Tag::N,päivä,ورځ
625,Morgen::N,aamu,سبا
626,Morgen::N,aamu,سهار
627,Morgen::N,huomen,سبا
628,Morgen::N,huomen,سهار
629,Mittag::N,keskipäivä,غرمه
630,Abend::N,ilta,ماښام
631,Nacht::N,yö,شپه
632,Woche::N,viikko,اونۍ
633,Monat::N,kuukausi,مياشت
634,Jahr::N,vuosi,کال
635,Frühling::N,kevät,پسرلی
636,Sommer::N,kesä,دوبی
637,Herbst::N,syksy,منی
638,Herbst::N,syksy,خزان
639,Winter::N,talvi,ژمی
640,Januar::N,tammikuu,جنوري
641,Februar::N,helmikuu,فبروري
642,März::N,maaliskuu,مارچ
643,April::N,huhtikuu,اپریل
644,Mai::N,toukokuu,مې
645,Juni::N,kesäkuu,جون
646,Juli::N,heinäkuu,جولای
647,August::N,elokuu,اګست
648,September::N,syyskuu,سپټامبر
649,Oktober::N,lokakuu,اکتوبر
650,November::N,marraskuu,نومبر
651,Dezember::N,joulukuu,دسمبر
652,Montag::N,maanantai,دوشنبه
653,Dienstag::N,tiistai,سه شنبه
654,Mittwoch::N,keskiviikko,چارشنبه
655,Donnerstag::N,torstai,پنجشنبه
656,Freitag::N,perjantai,جمعه
657,Samstag::N,lauantai,خالي
658,Sonntag::N,sunnuntai,یکشنبه
659,groß::A,iso,لوی
660,groß::A,suuri,لوی
661,klein::A,pieni,وړوکی
662,lang::A,pitkä,اوړد
663,kurz::A,lyhyt,لنډ
664,breit::A,leveä,پراخه
665,schmal::A,kapea,تنګ
666,dicht::A,taaja,ګڼ
667,dick[Gegenstand]::A,paksu,پنډ
668,dünn::A,ohut,نری
669,fein::A,hieno,نازک
670,fest::A,luja,کلک
671,fest::A,luja,ټینګ
672,flach::A,litteä,هوار
673,flach::A,tasainen,هوار
674,glatt::A,sileä,ښوی
675,glatt::A,siloinen,ښوی
676,hart::A,kova,کلک
677,weich::A,pehmeä,نرم
678,weich::A,pehmeä,پوست
679,rund::A,pyöreä,ګرد
680,spitz::A,terävä,تېره
681,scharf::A,terävä,تېز
682,scharf::A,terävä,تېره
683,stumpf::A,tylsä,پڅ
684,schwer::A,raskas,دروند
685,schwer::A,painava,دروند
686,schön::A,kaunis,ښکلی
687,heiß::A,kuuma,تود
688,warm::A,lämmin,تود
689,kalt::A,kylmä,ېخ
690,kalt::A,kylmä,سوړ
691,kalt::A,viluinen,ېخ
692,kalt::A,viluinen,سوړ
693,kühl::A,viileä,ېخ
694,kühl::A,viileä,سوړ
695,frisch::A,tuore,تازه
696,feucht::A,kostea,مرطوب
697,nass::A,märkä,لوند
698,trocken::A,kuiva,وچ
699,voll::A,täysi,ډک
700,leer::A,tyhjä,خالی
701,offen::A,avonainen,خلاص
702,offen::A,avonainen,پرانیستی
703,geschlossen::A,suljettu,تړلی
704,sauber::A,puhdas,پاک
705,schmutzig::A,likainen,چټل
706,roh::A,raaka,خام
707,reif::A,kypsä,پوخ
708,reif::A,kypsä,رسېدلی
709,lecker::A,herkullinen,خوندور
710,lecker::A,herkullinen,مزه دار
711,süß::A,makea,خوږ
712,süß::A,makea,شیرین
713,bitter::A,karvas,تریخ
714,bitter::A,kitkerä,تریخ
715,sauer::A,hapan,ټاک
716,sauer::A,hapan,تريو
717,hell::A,kirkas,روڼ
718,hell::A,kirkas,روښان
719,hell::A,valoisa,روڼ
720,hell::A,valoisa,روښان
721,dunkel::A,pimeä,تیاره
722,schwarz::A,musta,تور
723,weiß::A,valkea,سپين
724,rot::A,punainen,سور
725,gelb::A,keltainen,زېړ
726,blau::A,sininen,شین
727,blau::A,sininen,اسماني رنګه
728,grün::A,vihreä,زرغون
729,grau::A,harmaa,خړ
730,bunt::A,kirjava,رنګارنګ
731,billig::A,halpa,ارزان
732,billig::A,huokea,ارزان
733,teuer::A,kallis,ګران
734,wertvoll::A,arvokas,قیمتي
735,blind::A,sokea,ړوند
736,taub::A,kuuro,کوڼ
737,kräftig::A,väkevä,قوی
738,kräftig::A,voimakas,قوی
739,stark::A,vahva,قوی
740,stark::A,vahva,تکړه
741,schwach::A,heikko,ضعیف
742,schwach::A,heikko,کمزوری
743,fett::A,lihava,چاغ
744,schlank::A,hoikka,خوش اندام
745,schlank::A,solakka,خوش اندام
746,hübsch::A,soma,ښکلی
747,hübsch::A,soma,ښایسته
748,hübsch::A,sievä,ښکلی
749,hübsch::A,sievä,ښایسته
750,böse::A,paha,شریر
751,böse::A,paha,قهرناک
752,böse::A,häijy,شریر
753,böse::A,häijy,قهرناک
754,dumm::A,tyhmä,احمق
755,dumm::A,typerä,احمق
756,faul::A,laiska,لټ
757,faul::A,laiska,تنبل
758,fleißig::A,ahkera,زحمت کښ
759,geizig::A,saita,بخیل
760,klug::A,älykäs,عاقل
761,klug::A,älykäs,هوښیار
762,geschickt::A,taitava,ماهر
763,lieb::A,rakas,عزیز
764,lieb::A,rakas,محبوب
765,lustig::A,hauska,خوشحال
766,lustig::A,iloinen,خوشحال
767,sanft::A,lauha,پوست
768,sanft::A,lauha,ملایم
769,sanft::A,lempeä,پوست
770,sanft::A,lempeä,ملایم
771,hungrig::A,nälkäinen,وږی
772,krank::A,sairas,مريض
773,krank::A,sairas,ناروغ
774,nackt::A,alaston,لوڅ
775,traurig::A,surullinen,غمجن
776,traurig::A,murheellinen,غمجن
777,lebendig::A,elävä,ژوندی
778,gut::A,hyvä,ښه
779,schlecht::A,paha,بد
780,schlecht::A,paha,خراب
781,schlecht::A,huono,بد
782,schlecht::A,huono,خراب
783,richtig::A,oikea,سم
784,richtig::A,oikea,صحیح
785,schlimm::A,paha,بد
786,schlimm::A,paha,مخوف
787,wahr::A,tosi,واقعي
788,alt::A,vanha,زوړ
789,neu::A,uusi,نوی
