,Concept_ID,hi,it
168,Donner::N,मेघ-गर्जन,tuono
169,Strömung::N,बहाव,corrente
170,Strömung::N,प्रवाह,corrente
171,Tropfen::N,बूँद,goccia
172,Schaum::N,झाग,spuma
173,Schaum::N,झाग,schiuma
174,Schmutz::N,गंद,sudiciume
175,Schmutz::N,कीचड़,sudiciume
176,See::N,झील,lago
177,See::N,सरोवर,lago
178,Sumpf::N,दलदल,palude
179,Sumpf::N,धँसान,palude
180,Moor::N,झाबर,torbiera
181,Moor::N,धँसान,torbiera
182,Wiese::N,घास-स्थल,prato
183,Wald::N,जंगल,bosco
184,Wald::N,जंगल,foresta
185,Hügel::N,टीला,colle
186,Hügel::N,टीला,collina
187,Hügel::N,पहाड़,colle
188,Hügel::N,पहाड़,collina
189,Anhöhe::N,टीला,altura
190,Anhöhe::N,पहाड़ी,altura
191,Berg::N,पहाड़,monte
192,Berg::N,पहाड़,montagna
193,Gipfel::N,शिखर,cima
194,Höhle::N,गुहा,grotta
195,Höhle::N,गुहा,caverna
196,Höhle::N,गुफ़ा,grotta
197,Höhle::N,गुफ़ा,caverna
198,Abhang::N,ढाल,pendìo
199,Abhang::N,ढलान,pendìo
200,Quelle::N,चश्मा,sorgente
201,Bach::N,सोता,ruscello
202,Bach::N,नदिका,ruscello
203,Fluss::N,नदी,fiume
204,Fluss::N,सरिता,fiume
205,Ufer::N,तट,riva
206,Ufer::N,किनारा,riva
207,Küste::N,समुद्र-तट,costa
208,Festland::N,महाद्वीप,terraferma
209,Meer::N,सागर,mare
210,Meer::N,समुद्र,mare
211,Bucht::N,खाड़ी,cala
212,Insel::N,टापू,ìsola
213,Insel::N,द्वीप,ìsola
214,Blume::N,फूल,fiore
215,Blume::N,पुष्प,fiore
216,Gras::N,घास,erba
217,Wurzel::N,मूल,radice
218,Baum::N,पेड़,àlbero
219,Baum::N,वृक्ष,àlbero
220,Stamm::N,धड़,tronco
221,Rinde::N,छाल,corteccia
222,Rinde::N,वल्कल,corteccia
223,Ast::N,डाल,ramo
224,Ast::N,शाखा,ramo
225,Zweig::N,टहनी,ramo
226,Blatt::N,पत्र,foglia
227,Blatt::N,पत्ता,foglia
228,Birke::N,भूर्ज,betulla
229,Kiefer[Baum]::N,पाइन-वृक्ष,pino
230,Weide[Baum]::N,बेंत,sàlice
231,Tanne::N,फ़र,abete
232,Horn::N,सींग,corno
233,Horn::N,विषाण,corno
234,Feder::N,पर,penna
235,Feder::N,पंख,penna
236,Fell::N,खाल,manto
237,Fell::N,खाल,pelame
238,Fell::N,पशु-चर्म,manto
239,Fell::N,पशु-चर्म,pelame
240,Flügel::N,पंख,ala
241,Flügel::N,डैना,ala
242,Klaue::N,पंजा,grinfia
243,Kralle::N,पंजा,unghia
244,Kralle::N,पंजा,artiglio
245,Kralle::N,नाख़ून,unghia
246,Kralle::N,नाख़ून,artiglio
247,Schwanz::N,पूँछ,coda
248,Ei::N,अंडा,uovo
249,Nest::N,नीड़,nido
250,Nest::N,घोंसला,nido
251,Bau::N,बिल,covo
252,Bau::N,माँद,covo
253,Tier::N,पशु,bestia
254,Tier::N,पशु,animale
255,Tier::N,जानवर,bestia
256,Tier::N,जानवर,animale
257,Herde::N,गल्ला,gregge
258,Kuh::N,गौ,vacca
259,Kuh::N,गाय,vacca
260,Bulle::N,साँड़,toro
261,Pferd::N,अश्व,cavallo
262,Pferd::N,घोड़ा,cavallo
263,Schaf::N,भेड़,pècora
264,Schwein::N,शूकर,porco
265,Schwein::N,शूकर,maiale
266,Hund::N,श्वान,cane
267,Hund::N,कुत्ता,cane
268,Katze::N,बिल्ली,gatta
269,Bär::N,रीछ,orso
270,Bär::N,भालू,orso
271,Eichhörnchen::N,गिलहरी,scoiàttolo
272,Elch::N,एल्क,alce
273,Fuchs::N,लोमड़ी,volpe
274,Hase::N,खरहा,lepre
275,Hase::N,ख़रगोश,lepre
276,Maus::N,मूष,topo
277,Maus::N,मूष,sorcio
278,Maus::N,चूहा,topo
279,Maus::N,चूहा,sorcio
280,Wolf::N,वृक,lupo
281,Wolf::N,भेड़िया,lupo
282,Vogel::N,पक्षी,uccello
283,Vogel::N,चिड़िया,uccello
284,Schwarm::N,झुंड,stormo
285,Huhn::N,मुर्ग़ी,gallina
286,Hahn::N,मुर्ग़ा,gallo
287,Gans::N,हंस,oca
288,Gans::N,हंसिनी,oca
289,Adler::N,उक़ाब,àquila
290,Ente::N,बतख़,ànatra
291,Ente::N,बत्तक,ànatra
292,Eule::N,उल्लू,gufo
293,Eule::N,उल्लू,civetta
294,Kranich::N,सारस,gru
295,Kranich::N,क्रौंंच,gru
296,Krähe::N,काक,cornacchia
297,Kuckuck::N,कोयल,cuccù
298,Kuckuck::N,कोयल,cùculo
299,Kuckuck::N,कोकिल,cuccù
300,Kuckuck::N,कोकिल,cùculo
301,Schwan::N,हंस,cigno
302,Schwan::N,मराल,cigno
303,Fisch::N,मछली,pesce
304,Fisch::N,मत्स्य,pesce
305,Barsch::N,पर्च,pèrsico
306,Hecht::N,पाइक,luccio
307,Schlange[Tier]::N,सर्प,serpente
308,Wurm::N,कृमि,baco
309,Wurm::N,कृमि,verme
310,Wurm::N,कीड़ा,baco
311,Wurm::N,कीड़ा,verme
312,Spinne::N,लूता,ragno
313,Spinne::N,मकड़ी,ragno
314,Ameise::N,चींटी,formica
315,Laus::N,जूँ,pidocchio
316,Mücke::N,डाँस,zanzara
317,Fliege::N,मक्खी,mosca
318,Fliege::N,मक्षिका,mosca
319,Schmetterling::N,तितली,farfalla
320,Beere::N,बेरी,bacca
321,Apfel::N,सेब,mela
322,Pilz::N,खुंबी,fungo
323,Zwiebel::N,प्याज़,cipolla
324,Saat::N,बीज,semente
325,Korn::N,दाना,grano
326,Heu::N,मूखी घास,fieno
327,Schale::N,बकला,buccia
328,Schale::N,छिलका,buccia
329,Grube::N,गड्ढा,cava
330,Grube::N,गड्ढा,fossa
331,Falle::N,जाल,tràppola
332,Falle::N,फँदा,tràppola
333,Schlinge::N,फँदा,laccio
334,Spur::N,सुराग़,traccia
335,Spur::N,पद-चिह्न,traccia
336,Asche::N,राख,cenere
337,Dreck::N,मैल,fango
338,Dreck::N,गंदगी,fango
339,Eisen::N,लोहा,ferro
340,Gold::N,सोना,oro
341,Gold::N,स्वर्ण,oro
342,Silber::N,रजत,argento
343,Silber::N,चाँदी,argento
344,Kohle::N,कोयला,carbone
345,Glas::N,काँच,vetro
346,Lehm::N,चिकनी मिट्टी,argilla
347,Sand::N,रेत,arena
348,Sand::N,रेत,sabbia
349,Sand::N,बालू,arena
350,Sand::N,बालू,sabbia
351,Mensch::N,मानव,uomo
352,Mensch::N,मानव,èssere umano
353,Mensch::N,इनसान,uomo
354,Mensch::N,इनसान,èssere umano
355,Mensch::N,मनुष्य,uomo
356,Mensch::N,मनुष्य,èssere umano
357,Mann::N,आदमी,uomo
358,Mann::N,पुरुष,uomo
359,Frau::N,औरत,donna
360,Frau::N,महिला,donna
361,Frau::N,स्त्री,donna
362,Kind::N,बाल,bambino
363,Kind::N,बच्चा,bambino
364,Junge::N,लड़का,ragazzo
365,Mädchen::N,लड़की,ragazza
366,Mädchen::N,कुमारी,ragazza
367,Familie::N,परिवार,famiglia
368,Großvater::N,दादा,nonno
369,Großmutter::N,नानी,nonna
370,Eltern::N,माँ-बाप,genitori
371,Eltern::N,माता-पिता,genitori
372,Vater::N,बाप,padre
373,Vater::N,पिता,padre
374,Mutter::N,माँ,madre
375,Mutter::N,माता,madre
376,Sohn::N,बेटा,figlio
377,Sohn::N,पुत्र,figlio
378,Tochter::N,बेटी,figlia
379,Tochter::N,पुत्री,figlia
380,Bruder::N,भाई,fratello
381,Bruder::N,भ्राता,fratello
382,Schwester::N,बहन,sorella
383,Schwester::N,भगिनी,sorella
384,Onkel::N,ताऊ,zio
385,Onkel::N,काका,zio
386,Tante::N,बूआ,zia
387,Tante::N,फूफी,zia
388,Tante::N,ख़ाला,zia
389,Ehemann::N,पति,marito
390,Ehemann::N,शौहर,marito
391,Ehefrau::N,बीवी,moglie
392,Freude::N,आनंद,gioia
393,Freude::N,आनंद,piacere
394,Freude::N,प्रसन्नता,gioia
395,Freude::N,प्रसन्नता,piacere
396,Gelächter::N,हँसी,risata
397,Gelächter::N,क़हक़हा,risata
398,Glück::N,आनंद,felicità
399,Glück::N,ख़ुशी,felicità
400,Kummer::N,शोक,afflizione
401,Kummer::N,दुःख,afflizione
402,Wunsch::N,इच्छा,desiderio
403,Wunsch::N,अभिलाषा,desiderio
404,Lust::N,चाह,voglia
405,Lust::N,कामना,voglia
406,Geist::N,जान,mente
407,Geist::N,जान,spìrito
408,Geist::N,प्राण,mente
409,Geist::N,प्राण,spìrito
410,Gedanke::N,विचार,idea
411,Gedanke::N,विचार,pensiero
412,Gedächtnis::N,याददाश्त,memoria
413,Gedächtnis::N,स्मरण-शक्ति,memoria
414,Verstand::N,समझ,intelletto
415,Verstand::N,अक़्ल,intelletto
416,Verstand::N,बुद्धि,intelletto
417,Sinn::N,अर्थ,senso
418,Sinn::N,अर्थ,significato
419,Grund::N,वजह,causa
420,Grund::N,वजह,motivo
421,Grund::N,वजह,ragione
422,Grund::N,कारण,causa
423,Grund::N,कारण,motivo
424,Grund::N,कारण,ragione
425,Wahrheit::N,सत्य,verità
426,Wahrheit::N,सच्चाई,verità
427,Gespräch::N,चर्चा,discorso
428,Gespräch::N,चर्चा,conversazione
429,Gespräch::N,वार्ता,discorso
430,Gespräch::N,वार्ता,conversazione
431,Gespräch::N,बात-चीत,discorso
432,Gespräch::N,बात-चीत,conversazione
433,Märchen::N,क़िस्सा,fiaba
434,Märchen::N,क़िस्सा,fàvola
435,Erzählung::N,कथा,racconto
436,Erzählung::N,कथा,narrazione
437,Erzählung::N,कहानी,racconto
438,Erzählung::N,कहानी,narrazione
439,Nachricht::N,सूचना,messaggio
440,Nachricht::N,समाचार,messaggio
441,Neuigkeit::N,ख़बर,notizia
442,Neuigkeit::N,समाचार,notizia
443,Name::N,नाम,nome
444,Rätsel::N,पहेली,indovinello
445,Rede::N,वचन,discorso
446,Rede::N,भाषण,discorso
447,Sprache::N,भाषा,lingua
448,Sprache::N,भाषा,linguaggio
449,Sprache::N,ज़बान,lingua
450,Sprache::N,ज़बान,linguaggio
451,Stimme::N,स्वर,voce
452,Stimme::N,आवाज़,voce
453,Wort::N,शब्द,parola
454,Wort::N,लफ़्ज़,parola
455,Zeichen::N,निशान,segno
456,Zeichen::N,निशान,segnale
457,Ruf::N,पुकार,chiamata
458,Ruf::N,आह्वान,chiamata
459,Lärm::N,शोर,chiasso
460,Lärm::N,शोर,strèpito
461,Lärm::N,हुल्लड़,chiasso
462,Lärm::N,हुल्लड़,strèpito
463,Laut::N,स्वर,suono
464,Laut::N,ध्वनि,suono
465,Ton::N,सुर,tono
466,Ton::N,स्वर,tono
467,Lied::N,गीत,canto
468,Lied::N,गीत,canzone
469,Ruhe::N,आराम,calma
470,Ruhe::N,आराम,tranquillità
471,Ruhe::N,ख़ामोशी,calma
472,Ruhe::N,ख़ामोशी,tranquillità
473,Leute::N,लोग,gente
474,Volk::N,क़ौम,pòpolo
475,Volk::N,प्रजा,pòpolo
476,Arbeit::N,काम,lavoro
477,Gast::N,अतिथि,òspite
478,Gast::N,अतिथि,invitato
479,Gast::N,मेहमान,òspite
480,Gast::N,मेहमान,invitato
481,Geschenk::N,उपहार,regalo
482,Geschenk::N,तोहफ़ा,regalo
483,Spiel::N,खेल,gioco
484,Spiel::N,क्रीड़ा,gioco
485,Gesellschaft::N,साथ,compagnìa
486,Hilfe::N,मदद,aiuto
487,Hilfe::N,मदद,soccorso
488,Hilfe::N,सहायता,aiuto
489,Hilfe::N,सहायता,soccorso
490,Freund::N,मित्र,amico
491,Kamerad::N,साथी,camerata
492,Kamerad::N,कामरेड,camerata
493,Angelegenheit::N,बात,affare
494,Angelegenheit::N,बात,faccenda
495,Angelegenheit::N,मामला,affare
496,Angelegenheit::N,मामला,faccenda
497,Anzahl::N,तादाद,nùmero
498,Anzahl::N,तादाद,quantità
499,Anzahl::N,संख्या,nùmero
500,Anzahl::N,संख्या,quantità
501,Art::N,तरह,tipo
502,Art::N,तरह,specie
503,Art::N,क़िस्म,tipo
504,Art::N,क़िस्म,specie
505,Stück::N,फाँक,pezzo
506,Stück::N,टुकड़ा,pezzo
507,Teil::N,भाग,parte
508,Teil::N,हिस्सा,parte
509,Hälfte::N,अर्धभाग,metà
510,Kreis::N,चक्कर,cìrcolo
511,Kreuz::N,सलीब,croce
512,Kreuz::N,क्रूस,croce
513,Linie::N,लाइन,lìnea
514,Strich::N,लकीर,tratto
515,Abstand::N,अंतर,distanza
516,Abstand::N,फ़ासला,distanza
517,Entfernung::N,दूरी,distanza
518,Entfernung::N,दूरी,lontananza
519,Entfernung::N,फ़ासला,distanza
520,Entfernung::N,फ़ासला,lontananza
521,Gegend::N,इलाक़ा,regione
522,Platz::N,जगह,posto
523,Platz::N,जगह,spazio
524,Platz::N,स्थान,posto
525,Platz::N,स्थान,spazio
526,Ort::N,स्थल,luogo
527,Ort::N,स्थल,località
528,Ort::N,स्थान,luogo
529,Ort::N,स्थान,località
530,Seite::N,ओर,lato
531,Seite::N,ओर,parte
532,Seite::N,तरफ़,lato
533,Seite::N,तरफ़,parte
534,Mitte::N,बीच,mezzo
535,Mitte::N,बीच,centro
536,Mitte::N,मध्य,mezzo
537,Mitte::N,मध्य,centro
538,Gegenstand::N,चीज़,oggetto
539,Gegenstand::N,पदार्थ,oggetto
540,Sache::N,चीज़,cosa
541,Sache::N,वस्तु,cosa
542,Rand::N,छोर,orlo
543,Rand::N,छोर,bordo
544,Rand::N,उपांत,orlo
545,Rand::N,उपांत,bordo
546,Kante::N,कोर,spìgolo
547,Kante::N,किनारा,spìgolo
548,Ecke::N,कोना,canto
549,Ecke::N,नुक्कड़,canto
550,Spitze::N,नोक,punta
551,Ende::N,छोर,capo
552,Ende::N,छोर,estremità
553,Ende::N,सिरा,capo
554,Ende::N,सिरा,estremità
555,Loch::N,छेद,buco
556,Loch::N,सूराख़,buco
557,Winkel::N,कोण,àngolo
558,Winkel::N,कोना,àngolo
559,Muster::N,नमूना,disegno
560,Muster::N,डिज़ाइन,disegno
561,Größe::N,परिमाण,taglia
562,Größe::N,परिमाण,grandezza
563,Größe::N,विस्तार,taglia
564,Größe::N,विस्तार,grandezza
565,Länge::N,लंबाई,lunghezza
566,Höhe::N,ऊँचाई,altezza
567,Höhe::N,उच्चता,altezza
568,Gewicht::N,भार,peso
569,Gewicht::N,वज़न,peso
570,Menge::N,मात्रा,quantità
571,Haufen::N,ढेर,cùmulo
572,Haufen::N,ढेर,mucchio
573,Haufen::N,अंबार,cùmulo
574,Haufen::N,अंबार,mucchio
575,Reihe::N,क़तार,fila
576,Reihe::N,पंक्ति,fila
577,Boot::N,नाव,barca
578,Boot::N,नाव,battello
579,Boot::N,नौका,barca
580,Boot::N,नौका,battello
581,Ruder::N,चप्पू,remo
582,Schlitten::N,बर्फ़-गाड़ी,slitta
583,Ski::N,स्की,sci
584,Lagerfeuer::N,अलाव,falò
585,Lagerfeuer::N,अलाव,fuoco di bivacco
586,Lagerfeuer::N,कैंप-फ़ायर,falò
587,Lagerfeuer::N,कैंप-फ़ायर,fuoco di bivacco
588,Last::N,भार,càrico
589,Gang::N,चाल,andata
590,Schritt::N,डग,passo
591,Schritt::N,क़दम,passo
592,Norden::N,उत्तर,nord
593,Norden::N,उत्तर,settentrione
594,Süden::N,दक्खिन,sud
595,Süden::N,दक्खिन,meridione
596,Westen::N,पश्चिम,òvest
597,Westen::N,पश्चिम,occidente
598,Osten::N,पूरब,est
599,Osten::N,पूरब,oriente
600,Holz::N,काठ,legno
601,Holz::N,काष्ठ,legno
602,Brett::N,पटरा,asse
603,Brett::N,पटरा,tàvola
604,Brett::N,तख़्ता,asse
605,Brett::N,तख़्ता,tàvola
606,Platte::N,फलक,lastra
607,Platte::N,फलक,piastra
608,Platte::N,तख़्ता,lastra
609,Platte::N,तख़्ता,piastra
610,Stütze::N,टेक,supporto
611,Stütze::N,थूनी,supporto
612,Stange::N,छड़,sbarra
613,Stange::N,छड़,pèrtica
614,Stange::N,बाँस,sbarra
615,Stange::N,बाँस,pèrtica
616,Stock::N,लाठी,verga
617,Stock::N,लाठी,bastone
618,Stock::N,लाठी,bacchetta
619,Stab::N,लग्गा,asta
620,Rohr::N,नल,tubo
621,Haus::N,घर,casa
622,Haus::N,मकान,casa
623,Heim::N,घर,casa
624,Heim::N,गृह,casa
625,Ofen::N,चूल्हा,stufa
626,Fußboden::N,फ़र्श,pavimento
627,Tisch::N,मेज़,tàvolo
628,Stuhl::N,कुरसी,sedia
629,Wiege::N,पालना,culla
630,Wiege::N,हिंडोला,culla
631,Bett::N,खाट,letto
632,Bett::N,पलंग,letto
633,Regal::N,शेल्फ़,scaffale
634,Kiste::N,पेटी,cassa
635,Kiste::N,डिब्बा,cassa
636,Fenster::N,खिड़की,finestra
637,Tür::N,द्वार,porta
638,Tür::N,दरवाज़ा,porta
639,Tor::N,फाटक,portone
640,Zaun::N,बाड़ा,recinto
641,Dach::N,छत,tetto
642,Dach::N,छप्पर,tetto
643,Leiter::N,सीढ़ी,scala
644,Leiter::N,सीढ़ी,scala a pioli
645,Besen::N,झाड़ू,scopa
646,Besen::N,बुहारी,scopa
647,Spaten::N,कुदाल,vanga
648,Schaufel::N,बेलचा,pala
649,Schaufel::N,फावड़ा,pala
650,Gabel::N,काँटा,forchetta
651,Löffel::N,चम्मच,cucchiaio
652,Messer::N,छुरा,coltello
653,Messer::N,चाक़ू,coltello
654,Nagel::N,कील,chiodo
655,Nagel::N,मेख़,chiodo
656,Netz::N,जाल,rete
657,Haken::N,अंकुश,uncino
658,Griff::N,मूठ,mànico
659,Griff::N,मूठ,maniglia
660,Griff::N,हत्था,mànico
661,Griff::N,हत्था,maniglia
662,Schloss::N,ताला,serratura
663,Bild::N,चित्र,quadro
664,Bild::N,चित्र,immàgine
665,Figur::N,मूर्ति,figura
666,Puppe::N,पुतली,bàmbola
667,Puppe::N,गुड़िया,bàmbola
668,Beutel::N,झोला,borsa
669,Beutel::N,झोला,sacchetto
670,Bündel::N,पुलिंदा,fascio
671,Bündel::N,पुलिंदा,fagotto
672,Tasche::N,बेग,borsa
673,Tasche::N,बस्ता,borsa
674,Eimer::N,बाल्टी,secchio
675,Deckel::N,ढक्कन,coperchio
676,Geschirr::N,बरतन-भाँड़े,stoviglie
677,Sack::N,बोरा,sacco
678,Tasse::N,प्याला,tazza
679,Topf::N,देग़चा,pèntola
680,Kessel::N,देग़,paiolo
681,Kessel::N,देग़,calderone
682,Kessel::N,बटलोई,paiolo
683,Kessel::N,बटलोई,calderone
684,Essen::N,खाना,pasto
685,Essen::N,खाना,mangiare
686,Nahrung::N,भोजन,cibo
687,Nahrung::N,भोजन,alimento
688,Speise::N,खाना,piatto
689,Speise::N,व्यंजन,piatto
690,Fleisch::N,मांस,carne
691,Fleisch::N,गोश्त,carne
692,Getreide::N,अनाज,cereali
693,Brei::N,भरता,purè
694,Brei::N,भरता,pappa
695,Brei::N,दलिया,purè
696,Brei::N,दलिया,pappa
697,Brot::N,रोटी,pane
698,Scheibe::N,कतला,fetta
699,Scheibe::N,कतला,trancia
700,Fett::N,वसा,grasso
701,Fett::N,चरबी,grasso
702,Butter::N,मक्खन,burro
703,Öl::N,तेल,olio
704,Salz::N,नमक,sale
705,Suppe::N,सूप,zuppa
706,Suppe::N,सूप,minestra
707,Suppe::N,शोरबा,zuppa
708,Suppe::N,शोरबा,minestra
709,Honig::N,शहद,miele
710,Milch::N,दूध,latte
711,Tee::N,चाय,tè
712,Leder::N,चमड़ा,pelle
713,Wolle::N,ऊन,lana
714,Stoff::N,कपड़ा,panno
715,Stoff::N,कपड़ा,tessuto
716,Nadel::N,सूई,ago
717,Faden::N,डोरा,filo
718,Knopf::N,बटन,bottone
719,Knopf::N,घुंडी,bottone
720,Knoten::N,गाँठ,nodo
721,Knoten::N,गुत्थी,nodo
722,Farbe::N,रंग,pittura
723,Farbe::N,वर्ण,pittura
724,Kleidung::N,पहनावा,vestiti
725,Kleidung::N,पहनावा,vestiario
726,Hemd::N,कुरता,camicia
727,Hemd::N,क़मीज़,camicia
728,Kragen::N,गरदनी,bàvero
729,Kragen::N,गरदनी,colletto
730,Kragen::N,गरेबान,bàvero
731,Kragen::N,गरेबान,colletto
732,Ärmel::N,आस्तीन,mànica
733,Hose::N,पैंट,calzoni
734,Hose::N,पतलून,calzoni
735,Gürtel::N,पेटी,cintura
736,Gürtel::N,मेखला,cintura
737,Mütze::N,टोपी,berretto
738,Schuh::N,जूता,scarpa
739,Stiefel::N,बूट,stivale
740,Ring::N,अँगूठी,anello
741,Band::N,पट्टी,nastro
742,Band::N,पट्टी,fettuccia
743,Kamm::N,कंघी,pèttine
744,Spiegel::N,आईना,specchio
745,Spiegel::N,दर्पण,specchio
746,Riemen::N,तसमा,cinghia
747,Riemen::N,पट्टा,cinghia
748,Schnur::N,डोरी,corda
749,Schnur::N,सुतली,corda
750,Leine::N,रस्सी,guinzaglio
751,Decke::N,रज़ाई,coperta
752,Kissen::N,तकिया,cuscino
753,Kissen::N,तकिया,guanciale
754,Kissen::N,गाद्दा,cuscino
755,Kissen::N,गाद्दा,guanciale
756,Tuch::N,रूमाल,fazzoletto
757,Tuch::N,वस्त्र,fazzoletto
758,Handtuch::N,अँगोछा,asciugamano
759,Kraft::N,ज़ोर,forza
760,Kraft::N,शक्ति,forza
761,Stärke::N,बल,forza
762,Stärke::N,बल,vigore
763,Stärke::N,बल,fortezza
764,Stärke::N,ताक़त,forza
765,Stärke::N,ताक़त,vigore
