,Concept_ID,hu,tt
108,Schmutz::N,piszok,пычрак
109,See::N,tó,күл
110,Sumpf::N,mocsár,саз
111,Moor::N,láp,торфлык
112,Wiese::N,rét,болын
113,Wiese::N,mező,болын
114,Wald::N,erdő,урман
115,Hügel::N,domb,калку
116,Anhöhe::N,magaslat,үр
117,Berg::N,hegy,тау
118,Gipfel::N,csúcs,оч
119,Höhle::N,barlang,мәгарә
120,Abhang::N,lejtő,кабырга
121,Quelle::N,forrás,чишмә
122,Bach::N,patak,елга
123,Fluss::N,folyó,дәрья
124,Ufer::N,part,су кырые
125,Küste::N,tengerpart,яр буе
126,Festland::N,szárazföld,коры җир
127,Meer::N,tenger,диңгез
128,Bucht::N,öböl,бухта
129,Bucht::N,öböl,култык
130,Insel::N,sziget,атау
131,Insel::N,sziget,утрау
132,Blume::N,virág,чәчкә
133,Gras::N,fű,үлән
134,Wurzel::N,gyökér,тамыр
135,Baum::N,fa,агач
136,Stamm::N,tő,кәүсә
137,Stamm::N,törzs,кәүсә
138,Rinde::N,kéreg,кабык
139,Ast::N,ág,ботак
140,Zweig::N,gally,ботак
141,Zweig::N,gally,тармак
142,Blatt::N,levél,яфрак
143,Birke::N,nyír,каен
144,Kiefer[Baum]::N,fenyő,нарат
145,Weide[Baum]::N,fűz,тал
146,Tanne::N,fenyő,чыршы
147,Horn::N,szarv,мөгез
148,Feder::N,toll,йон
149,Fell::N,szőr,тире
150,Fell::N,bunda,тире
151,Flügel::N,szárny,канат
152,Klaue::N,köröm,тырнак
153,Kralle::N,karom,тырнак
154,Schwanz::N,farok,койрык
155,Ei::N,tojás,күкәй
156,Ei::N,tojás,йомырка
157,Nest::N,fészek,оя
158,Bau::N,odú,өн
159,Tier::N,állat,хайван
160,Herde::N,nyáj,көтү
161,Herde::N,csorda,көтү
162,Kuh::N,tehén,сыер
163,Bulle::N,bika,үгез
164,Pferd::N,ló,ат
165,Schaf::N,juh,сарык
166,Schaf::N,birka,сарык
167,Schwein::N,sertés,дуңгыз
168,Hund::N,eb,эт
169,Hund::N,kutya,эт
170,Katze::N,macska,песи
171,Bär::N,medve,аю
172,Eichhörnchen::N,mókus,тиен
173,Elch::N,jávorszarvas,поши
174,Fuchs::N,róka,төлке
175,Hase::N,nyúl,куян
176,Maus::N,egér,тычкан
177,Wolf::N,farkas,бүре
178,Vogel::N,madár,кош
179,Schwarm::N,raj,көтү
180,Huhn::N,tyúk,тавык
181,Hahn::N,kakas,әтәч
182,Gans::N,lúd,каз
183,Gans::N,liba,каз
184,Adler::N,sas,каракош
185,Ente::N,kacsa,үрдәк
186,Eule::N,bagoly,ябалак
187,Kranich::N,daru,торна
188,Krähe::N,varjú,карга
189,Kuckuck::N,kakukk,күке
190,Kuckuck::N,kakukk,кәккүк
191,Schwan::N,hattyú,аккош
192,Fisch::N,hal,балык
193,Barsch::N,sügér,алабуга
194,Hecht::N,csuka,чуртан
195,Schlange[Tier]::N,kígyó,елан
196,Wurm::N,kukac,корт
197,Spinne::N,pók,үрмәкүч
198,Ameise::N,hangya,кырмыска
199,Laus::N,tetű,бет
200,Mücke::N,szúnyog,черки
201,Mücke::N,szúnyog,озынборын
202,Fliege::N,légy,чебен
203,Schmetterling::N,lepke,күбәләк
204,Schmetterling::N,pillangó,күбәләк
205,Beere::N,bogyó,җиләк
206,Apfel::N,alma,алма
207,Pilz::N,gomba,гөмбә
208,Zwiebel::N,hagyma,суган
209,Zwiebel::N,hagyma,суганбаш
210,Saat::N,vetőmag,орлык
211,Korn::N,mag,иген
212,Korn::N,mag,орлык
213,Korn::N,szem,иген
214,Korn::N,szem,орлык
215,Heu::N,széna,печән
216,Schale::N,héj,кабык
217,Grube::N,verem,баз
218,Grube::N,verem,чокыр
219,Falle::N,csapda,тозак
220,Falle::N,csapda,капкын
221,Schlinge::N,tőr,элмәк
222,Spur::N,nyom,эз
223,Asche::N,hamu,көл
224,Dreck::N,sár,пычрак
225,Dreck::N,piszok,пычрак
226,Eisen::N,vas,тимер
227,Gold::N,arany,алтын
228,Silber::N,ezüst,көмеш
229,Kohle::N,szén,күмер
230,Glas::N,üveg,пыяла
231,Lehm::N,agyag,балчык
232,Lehm::N,vályog,балчык
233,Sand::N,homok,ком
234,Mensch::N,ember,адәм
235,Mensch::N,ember,инсан
236,Mann::N,úr,ир
237,Mann::N,férfi,ир
238,Frau::N,nő,хатын
239,Frau::N,asszony,хатын
240,Kind::N,gyerek,бала
241,Kind::N,gyermek,бала
242,Junge::N,fiú,малай
243,Mädchen::N,lány,кыз
244,Familie::N,család,гаилә
245,Großvater::N,nagyapa,бабай
246,Großmutter::N,nagyanya,әби
247,Eltern::N,szülők,ата-ана
248,Vater::N,apa,ата
249,Vater::N,atya,ата
250,Mutter::N,anya,ана
251,Sohn::N,fiú,ул
252,Tochter::N,lány,кыз
253,Bruder::N,fivér,кардәш
254,Bruder::N,testvér,кардәш
255,Schwester::N,nővér,апа
256,Schwester::N,nővér,сеңел
257,Schwester::N,lánytestvér,апа
258,Schwester::N,lánytestvér,сеңел
259,Onkel::N,nagybácsi,дәдә
260,Onkel::N,nagybácsi,дәдәй
261,Tante::N,nagynéni,түти
262,Tante::N,nagynéni,тәтәй
263,Ehemann::N,férj,ир
264,Ehefrau::N,feleség,хатын
265,Freude::N,öröm,сөенеч
266,Gelächter::N,nevetés,көлү
267,Gelächter::N,nevetés,көлеш
268,Gelächter::N,hahotázás,көлү
269,Gelächter::N,hahotázás,көлеш
270,Glück::N,boldogság,бәхет
271,Kummer::N,bánat,хәсрәт
272,Wunsch::N,óhaj,теләк
273,Lust::N,kedv,теләк
274,Lust::N,kedv,теләү
275,Geist::N,elme,рух
276,Geist::N,szellem,рух
277,Gedanke::N,gondolat,уй
278,Gedanke::N,gondolat,фикер
279,Gedächtnis::N,emlékezet,хәтер
280,Verstand::N,ész,акыл
281,Verstand::N,értelem,акыл
282,Sinn::N,értelem,мәгънә
283,Grund::N,ok,сәбәп
284,Grund::N,alap,сәбәп
285,Wahrheit::N,igaz,хак
286,Wahrheit::N,igazság,хак
287,Gespräch::N,beszélgetés,әңгәмә
288,Märchen::N,mese,әкият
289,Erzählung::N,elbeszélés,хикәя
290,Nachricht::N,hír,хәбәр
291,Nachricht::N,híradás,хәбәр
292,Neuigkeit::N,újság,яңалык
293,Name::N,név,исем
294,Rätsel::N,rejtvény,табышмак
295,Rede::N,beszéd,нотык
296,Rede::N,szónoklat,нотык
297,Sprache::N,nyelv,тел
298,Stimme::N,hang,тавыш
299,Wort::N,szó,сүз
300,Zeichen::N,jel,ишарә
301,Ruf::N,kiáltás,дәшү
302,Lärm::N,zaj,шау
303,Laut::N,hang,аваз
304,Ton::N,hang,шалтырату
305,Lied::N,dal,җыр
306,Lied::N,ének,җыр
307,Ruhe::N,csend,тынлык
308,Ruhe::N,nyugalom,тынлык
309,Leute::N,emberek,халык
310,Volk::N,nép,халык
311,Arbeit::N,dolog,эш
312,Arbeit::N,dolog,хезмәт
313,Gast::N,vendég,кунак
314,Geschenk::N,ajándék,бүләк
315,Spiel::N,játék,уен
316,Gesellschaft::N,társaság,җәмгыять
317,Hilfe::N,segítség,ярдәм
318,Hilfe::N,segítség,булышлык
319,Freund::N,barát,дус
320,Kamerad::N,társ,иптәш
321,Angelegenheit::N,ügy,эш
322,Anzahl::N,szám,микъдар
323,Art::N,faj,төр
324,Art::N,fajta,төр
325,Stück::N,darab,кисәк
326,Teil::N,rész,өлеш
327,Hälfte::N,fél,ярым
328,Kreis::N,kör,түгәрәк
329,Kreuz::N,kereszt,хач
330,Kreuz::N,kereszt,тәре
331,Linie::N,vonal,сызык
332,Strich::N,vonás,сызык
333,Abstand::N,köz,ара
334,Entfernung::N,távolság,ераклык
335,Gegend::N,táj,урын
336,Gegend::N,vidék,урын
337,Platz::N,hely,бушлык
338,Ort::N,hely,урын
339,Seite::N,fél,як
340,Seite::N,oldal,як
341,Mitte::N,közép,урта
342,Gegenstand::N,tárgy,нәрсә
343,Sache::N,dolog,нәрсә
344,Rand::N,szél,чит
345,Rand::N,perem,чит
346,Rand::N,szegély,чит
347,Kante::N,él,кырый
348,Ecke::N,sarok,почмак
349,Ecke::N,szöglet,почмак
350,Spitze::N,csúcs,оч
351,Ende::N,vég,азак
352,Loch::N,lyuk,тишек
353,Winkel::N,szög,почмак
354,Muster::N,minta,парча
355,Größe::N,nagyság,зурлык
356,Länge::N,hossz,озынлык
357,Länge::N,hosszúság,озынлык
358,Höhe::N,magasság,биеклек
359,Gewicht::N,súly,авырлык
360,Menge::N,sokaság,микъдар
361,Menge::N,mennyiség,микъдар
362,Haufen::N,halom,өем
363,Reihe::N,sor,рәт
364,Boot::N,csónak,каек
365,Boot::N,csónak,көймә
366,Ruder::N,evező,ишкәк
367,Schlitten::N,szánkó,чана
368,Ski::N,sí,чаңгы
369,Lagerfeuer::N,tábortűz,костёр
370,Last::N,teher,йөк
371,Gang::N,járás,йөреш
372,Schritt::N,lépés,адым
373,Norden::N,észak,төньяк
374,Süden::N,dél,көньяк
375,Westen::N,nyugat,көнбатыш
376,Osten::N,kelet,шәрык
377,Osten::N,kelet,көнчыгыш
378,Holz::N,fa,агач
379,Brett::N,deszka,такта
380,Platte::N,lap,плитә
381,Platte::N,lemez,плитә
382,Stütze::N,támasz,таяу
383,Stütze::N,támaszték,таяу
384,Stange::N,rúd,колга
385,Stange::N,pózna,колга
386,Stock::N,pálca,таяк
387,Stab::N,bot,таяк
388,Rohr::N,cső,торба
389,Haus::N,ház,өй
390,Haus::N,ház,йорт
391,Heim::N,otthon,гаилә
392,Heim::N,otthon,нәсел
393,Ofen::N,kályha,мич
394,Fußboden::N,padló,идән
395,Tisch::N,asztal,өстәл
396,Stuhl::N,szék,утыргыч
397,Wiege::N,bölcső,бишек
398,Bett::N,ágy,ятак
399,Bett::N,ágy,урын-җир
400,Regal::N,polc,киштә
401,Regal::N,polc,шүрлек
402,Regal::N,állvány,киштә
403,Regal::N,állvány,шүрлек
404,Kiste::N,láda,әрҗә
405,Fenster::N,ablak,тәрәзә
406,Tür::N,ajtó,ишек
407,Tor::N,kapu,капка
408,Zaun::N,kerítés,койма
409,Dach::N,tető,түбә
410,Leiter::N,létra,баскыч
411,Besen::N,seprű,себерке
412,Spaten::N,ásó,көрәк
413,Schaufel::N,lapát,көрәк
414,Gabel::N,villa,чәннечке
415,Löffel::N,kanál,кашык
416,Messer::N,kés,пычак
417,Nagel::N,szeg,кадак
418,Netz::N,háló,челтәр
419,Haken::N,kampó,ыргак
420,Griff::N,nyél,тотка
421,Griff::N,fogantyú,тотка
422,Schloss::N,zár,йозак
423,Bild::N,kép,рәсем
424,Bild::N,kép,картина
425,Figur::N,alak,сын
426,Figur::N,alak,фигура
427,Puppe::N,bábu,курчак
428,Beutel::N,zacskó,луза
429,Bündel::N,köteg,бәйләм
430,Tasche::N,táska,букча
431,Eimer::N,vödör,чиләк
432,Deckel::N,fedő,капкач
433,Deckel::N,fedél,капкач
434,Geschirr::N,edény,савыт-саба
435,Geschirr::N,edény,кашык-аяк
436,Sack::N,zsák,капчык
437,Tasse::N,csésze,чынаяк
438,Topf::N,fazék,чүлмәк
439,Kessel::N,üst,казан
440,Kessel::N,bogrács,казан
441,Essen::N,evés,ашау
442,Essen::N,étkezés,ашау
443,Nahrung::N,ennivaló,азык
444,Nahrung::N,ennivaló,тәгам
445,Nahrung::N,ennivaló,ашамлык
446,Speise::N,étel,ризык
447,Fleisch::N,hús,ит
448,Getreide::N,gabona,ашлык
449,Brei::N,pép,ботка
450,Brei::N,kása,ботка
451,Brot::N,kenyér,ипи
452,Brot::N,kenyér,икмәк
453,Scheibe::N,szelet,телем
454,Fett::N,háj,май
455,Fett::N,zsír,май
456,Butter::N,vaj,май
457,Öl::N,olaj,май
458,Salz::N,só,тоз
459,Suppe::N,leves,шулпа
460,Honig::N,méz,бал
461,Milch::N,tej,сөт
462,Tee::N,tea,чәй
463,Leder::N,bőr,күн
464,Wolle::N,gyapjú,йон
465,Stoff::N,szövet,тукыма
466,Nadel::N,tű,энә
467,Faden::N,fonál,җеп
468,Knopf::N,gomb,төймә
469,Knoten::N,csomó,төен
470,Farbe::N,szín,буяу
471,Farbe::N,festék,буяу
472,Kleidung::N,ruha,кием
473,Kleidung::N,ruházat,кием
474,Hemd::N,ing,күлмәк
475,Kragen::N,gallér,яка
476,Ärmel::N,ujj,җиң
477,Hose::N,gatya,чалбар
478,Hose::N,nadrág,чалбар
479,Gürtel::N,öv,билбау
480,Mütze::N,sapka,бүрек
481,Schuh::N,cipő,башмак
482,Stiefel::N,csizma,итек
483,Ring::N,gyűrű,балдак
484,Band::N,szalag,тасма
485,Kamm::N,fésű,тарак
486,Spiegel::N,tükör,көзге
487,Riemen::N,szíj,каеш
488,Schnur::N,zsinór,бау
489,Leine::N,póráz,тезген
490,Decke::N,takaró,юрган
491,Kissen::N,párna,мендәр
492,Tuch::N,kendő,яулык
493,Handtuch::N,törülköző,сөлгә
494,Kraft::N,erő,егәр
495,Kraft::N,erő,дәрман
496,Stärke::N,erő,көч
497,Stärke::N,erő,дәрман
498,Stärke::N,erősség,көч
499,Stärke::N,erősség,дәрман
500,Gesundheit::N,egészség,саулык
501,Krankheit::N,kór,чир
502,Krankheit::N,kór,хаста
503,Krankheit::N,kór,сырхау
504,Krankheit::N,betegség,чир
505,Krankheit::N,betegség,хаста
506,Krankheit::N,betegség,сырхау
507,Schmerz::N,fájdalom,авырту
508,Wunde::N,seb,яра
509,Wunde::N,seb,җәрәхәт
510,Fieber::N,láz,бизгәк
511,Arznei::N,orvosság,дару
512,Arznei::N,gyógyszer,дару
513,Brücke::N,híd,күпер
514,Brunnen::N,kút,кое
515,Weide::N,legelő,утлавык
516,Pfad::N,ösvény,сукмак
517,Weg::N,út,юл
518,Straße::N,út,урам
519,Dorf::N,falu,авыл
520,Stadt::N,város,шәһәр
521,Brief::N,levél,хат
522,Buch::N,könyv,китап
523,Buchstabe::N,betű,хәреф
524,Zeitung::N,újság,газет
525,Zeitung::N,újság,газета
526,Zeitung::N,hírlap,газет
527,Zeitung::N,hírlap,газета
528,Leben::N,élet,гомер
529,Leben::N,élet,тормыш
530,Leben::N,élet,тереклек
531,Tod::N,halál,үлем
532,Grab::N,sír,гүр
533,Grab::N,sír,кабер
534,Kirche::N,templom,чиркәү
535,Sünde::N,bűn,язык
536,Sünde::N,bűn,гөнаһ
537,Sünde::N,vétek,язык
538,Sünde::N,vétek,гөнаһ
539,Gott::N,isten,алла
540,Gott::N,isten,ходай
541,Arbeiter::N,munkás,эшче
542,Chef::N,főnök,башлык
543,Meister::N,mester,оста
544,Arzt::N,orvos,врач
545,Arzt::N,orvos,табиб
546,Lehrer::N,tanár,укытучы
547,Lehrer::N,tanár,мөгаллим
548,Lehrer::N,tanító,укытучы
549,Lehrer::N,tanító,мөгаллим
550,Geld::N,pénz,акча
551,Geschäft::N,üzlet,эш
552,Laden::N,bolt,кибет
553,Laden::N,bolt,магазин
554,Preis::N,ár,бәя
555,Preis::N,ár,бәһа
556,Ware::N,áru,товар
557,Nutzen::N,haszon,файда
558,Reichtum::N,gazdagság,байлык
559,Welt::N,világ,дөнья
560,Land::N,ország,ил
561,Staat::N,állam,дәүләт
562,König::N,király,патша
563,Macht::N,hatalom,хакимият
564,Grenze::N,határ,чик
565,Krieg::N,háború,сугыш
566,Feind::N,ellenség,дошман
567,Gewalt::N,erőszak,көчләү
568,Kampf::N,harc,көрәш
569,Bogen[Waffe]::N,íj,җәя
570,Pfeil::N,nyíl,ук
571,Gewehr::N,puska,мылтык
572,Gewehr::N,fegyver,мылтык
573,Fehler::N,hiba,хата
574,Lüge::N,hazugság,ялган
575,Schaden::N,kár,зыян
576,Schaden::N,kár,зарар
577,Unglück::N,csapás,бәла
578,Unglück::N,balszerencse,бәла
579,Schuld::N,bűn,гаеп
580,Alter::N,kor,яшь
581,Schluss::N,vég,ахыр
582,Schluss::N,befejezés,ахыр
583,Zeit::N,idő,заман
584,Tag::N,nap,көн
585,Morgen::N,reggel,иртә
586,Mittag::N,dél,өйлә
587,Abend::N,este,кич
588,Nacht::N,éj,төн
589,Nacht::N,éjszaka,төн
590,Woche::N,hét,атна
591,Monat::N,hó,ай
592,Monat::N,hónap,ай
593,Jahr::N,év,ел
594,Frühling::N,tavasz,яз
595,Sommer::N,nyár,җәй
596,Herbst::N,ősz,көз
597,Winter::N,tél,кыш
598,Januar::N,január,гыйнвар
599,Februar::N,február,февраль
600,März::N,március,март
601,April::N,április,апрель
602,Mai::N,május,май
603,Juni::N,június,июнь
604,Juli::N,július,июль
605,August::N,augusztus,август
606,September::N,szeptember,сентябрь
607,Oktober::N,október,октябрь
608,November::N,november,ноябрь
609,Dezember::N,december,декабрь
610,Montag::N,hétfő,дүшәмбе
611,Dienstag::N,kedd,сишәмбе
612,Mittwoch::N,szerda,чәршәмбе
613,Donnerstag::N,csütörtök,атнакич
614,Donnerstag::N,csütörtök,пәнҗешәмбе
615,Freitag::N,péntek,җомга
616,Samstag::N,szombat,шимбә
617,Sonntag::N,vasárnap,якшәмбе
618,groß::A,nagy,зур
619,klein::A,pici,кечкенә
620,klein::A,kicsi,кечкенә
621,lang::A,hosszú,озын
622,kurz::A,rövid,кыска
623,breit::A,széles,киң
624,schmal::A,keskeny,кысык
625,dicht::A,sűrű,куе
626,dick[Gegenstand]::A,vastag,калын
627,dünn::A,vékony,нечкә
628,fein::A,vékony,нәзакәтле
629,fest::A,szilárd,нык
630,flach::A,sík,яссы
631,flach::A,sík,ялпак
632,flach::A,lapos,яссы
633,flach::A,lapos,ялпак
634,glatt::A,sima,шома
635,hart::A,kemény,каты
636,weich::A,puha,йомшак
637,rund::A,kerek,түгәрәк
638,spitz::A,hegyes,очлы
639,scharf::A,éles,үткен
640,stumpf::A,tompa,үтмәс
641,stumpf::A,életlen,үтмәс
642,schwer::A,nehéz,салмак
643,schwer::A,súlyos,салмак
644,schön::A,szép,гүзәл
645,heiß::A,forró,эссе
646,warm::A,meleg,җылы
647,kalt::A,hideg,суык
648,kalt::A,hideg,салкын
649,kühl::A,hűs,салкынча
650,kühl::A,hűvös,салкынча
651,frisch::A,üde,салкынча
652,frisch::A,friss,салкынча
653,feucht::A,nedves,юеш
654,nass::A,vizes,дымлы
655,trocken::A,száraz,коры
656,voll::A,telt,тулы
657,leer::A,üres,буш
658,offen::A,nyílt,ачык
659,offen::A,nyitott,ачык
660,geschlossen::A,zárt,йомык
661,geschlossen::A,csukott,йомык
662,sauber::A,tiszta,пакь
663,sauber::A,tiszta,чиста
664,schmutzig::A,piszkos,керле
665,schmutzig::A,piszkos,пычрак
666,schmutzig::A,szennyes,керле
667,schmutzig::A,szennyes,пычрак
668,roh::A,nyers,чи
669,reif::A,érett,өлгергән
670,lecker::A,finom,тәмле
671,süß::A,édes,татлы
672,bitter::A,keserű,ачы
673,sauer::A,savanyú,әче
674,hell::A,világos,якты
675,dunkel::A,sötét,кара
676,schwarz::A,fekete,кара
677,weiß::A,fehér,ак
678,rot::A,vörös,кызыл
679,gelb::A,sárga,сары
680,blau::A,kék,күк
681,grün::A,zöld,яшел
682,grau::A,ősz,соры
683,grau::A,szürke,соры
684,bunt::A,tarka,чуар
685,bunt::A,színes,чуар
686,billig::A,olcsó,арзан
687,teuer::A,drága,хаклы
688,wertvoll::A,értékes,кыйммәтле
689,blind::A,vak,сукыр
690,blind::A,vak,күзсез
691,taub::A,süket,чукрак
692,taub::A,süket,саңгырау
693,kräftig::A,erős,егәрле
694,stark::A,erős,нык
695,stark::A,erős,базык
696,schwach::A,gyenge,зәгыйфь
697,schwach::A,erőtlen,зәгыйфь
698,fett::A,hájas,симез
699,schlank::A,karcsú,нәзек
700,hübsch::A,csinos,чибәр
701,böse::A,rossz,усал
702,böse::A,gonosz,усал
703,dumm::A,buta,акылсыз
704,dumm::A,ostoba,акылсыз
705,faul::A,lusta,ялкау
706,faul::A,lusta,иренчәк
707,fleißig::A,szorgalmas,тырыш
708,fleißig::A,szorgalmas,тырышучан
709,geizig::A,fukar,саран
710,geizig::A,fösvény,саран
711,klug::A,okos,акыллы
712,klug::A,eszes,акыллы
713,geschickt::A,ügyes,маһир
714,lieb::A,drága,сөекле
715,lieb::A,kedves,сөекле
716,lustig::A,víg,күңелле
717,lustig::A,vidám,күңелле
718,sanft::A,enyhe,басынкы
719,hungrig::A,éhes,ач
720,krank::A,beteg,чирле
721,krank::A,beteg,сырхау
722,nackt::A,csupasz,шәрә
723,nackt::A,meztelen,шәрә
724,traurig::A,bús,ямансу
725,traurig::A,szomorú,ямансу
726,lebendig::A,élő,тере
727,gut::A,jó,яхшы
728,schlecht::A,rossz,начар
729,richtig::A,helyes,дөрес
730,schlimm::A,rossz,әшәкә
731,wahr::A,igaz,чып-чын
732,alt::A,ó,иске
733,alt::A,régi,иске
734,neu::A,új,яңа
735,ehemalig::A,volt,элекке
736,ehemalig::A,egykori,элекке
737,alt[Lebewesen]::A,öreg,карт
738,jung::A,fiatal,яшь
739,arm::A,szegény,фәкыйрь
740,reich::A,gazdag,бай
741,bekannt::A,ismert,таныш
742,bekannt::A,ismeretes,таныш
743,berühmt::A,híres,атаклы
744,fremd::A,idegen,ят
745,verschieden::A,különböző,төрле
746,nah::A,közeli,якын
747,fern::A,távoli,ерак
748,linker::A,bal,сул
749,rechter::A,jobb,уң
750,anderer::A,más,бүтән
751,anderer::A,másik,бүтән
752,erster::A,első,беренче
753,zweiter::A,második,икенче
754,dritter::A,harmadik,өченче
755,letzter::A,utolsó,ахыргы
756,allein::ADV,egyedül,ялгыз
757,auf einmal::ADV,egyszerre,бердән
758,zusammen::ADV,együtt,бергә
759,zusammen::ADV,összesen,бергә
760,lange::ADV,sokáig,озак
761,lange::ADV,hosszan,озак
762,plötzlich::ADV,hirtelen,искәрмәстән
763,plötzlich::ADV,egyszerre,искәрмәстән
764,sofort::ADV,rögtön,хәзер
765,sofort::ADV,tüstént,хәзер
766,später::ADV,későn,соңрак
767,jetzt::ADV,most,хәзер
768,heute::ADV,ma,бүген
769,morgen::ADV,holnap,иртәгә
770,bald::ADV,majd,тиздән
771,bald::ADV,nemsokára,тиздән
772,dann::ADV,akkor,аннары
773,gestern::ADV,tegnap,кичә
774,einst::ADV,hajdan,берчак
775,damals::ADV,akkor,ул вакытта
776,damals::ADV,akkor,ул чакта
777,damals::ADV,akkoriban,ул вакытта
778,damals::ADV,akkoriban,ул чакта
779,danach::ADV,azután,да
780,vorher::ADV,előbb,элек
781,zuerst::ADV,először,башта
782,einmal::ADV,egyszer,бер
783,einmal::ADV,egyszer,бер мәртәбә
784,manchmal::ADV,néha,кайчакта
785,manchmal::ADV,olykor,кайчакта
786,oft::ADV,sokszor,еш
787,immer::ADV,mindig,һәркайчан
788,niemals::ADV,sohasem,hичбер вакыт
789,hier::ADV,itt,монда
790,hier::ADV,itt,биредә
791,hierhin::ADV,erre,монда
792,von hier::ADV,innen,моннан
793,dort::ADV,ott,анда
794,dorthin::ADV,oda,тегеләй
795,geradeaus::ADV,egyenesen,турыдан-туры
796,vorwärts::ADV,előre,алга
797,rückwärts::ADV,hátrafelé,кире
798,zurück::ADV,hátra,кире
799,zurück::ADV,vissza,кире
800,unten::ADV,alul,түбәндә
801,hinab::ADV,le,аска
802,hinab::ADV,lefelé,аска
803,oben::ADV,fenn,өстә
804,oben::ADV,fenn,югарыда
805,oben::ADV,felül,өстә
806,oben::ADV,felül,югарыда
807,hinauf::ADV,fel,өскә
808,hinauf::ADV,felfelé,өскә
809,überall::ADV,mindenütt,hәркайда
810,nicht::ADV,nem,түгел
811,ein wenig::ADV,egy kicsit,бераз
812,kaum::ADV,alig,көчкә
813,sehr::ADV,nagyon,бик
814,so::ADV,úgy,алай
815,noch::ADV,még,янә
816,noch::ADV,még,тагын
817,nur::ADV,csak,фәкать
818,nur::ADV,csupán,фәкать
819,schon::ADV,már,инде
820,wieder::ADV,ismét,янә
821,wieder::ADV,ismét,тагын
822,wieder::ADV,megint,янә
823,wieder::ADV,megint,тагын
824,vergebens::ADV,hiába,юкка
825,vor::PRP,előtt,алдыннан
826,hinter::PRP,mögött,арттан
827,unter::PRP,alatt,астында
