,Concept_ID,ml,lv
105,Herz::N,ഹൃദയം,сьӧлӧм
106,Herz::N,ഹൃദയം,sirds
107,Magen::N,വയർ,кынӧм
108,Magen::N,വയർ,kuņģis
109,Leber::N,കരൾ,мус
110,Leber::N,കരൾ,aknas
111,Atem::N,ശ്വാസം,лов
112,Atem::N,ശ്വാസം,elpa
113,Hunger::N,വിശപ്പ്,тшыг
114,Hunger::N,വിശപ്പ്,bads
115,Hunger::N,വിശപ്പ്,izsalkums
116,Träne::N,കണ്ണീർ,синва
117,Träne::N,കണ്ണീർ,asara
118,Geschmack::N,രുചി,кӧр
119,Geschmack::N,രുചി,чӧсмӧс
120,Geschmack::N,രുചി,garša
121,Geruch::N,ഗന്ധം,зын
122,Geruch::N,ഗന്ധം,дук
123,Geruch::N,ഗന്ധം,smaka
124,Schlaf::N,ഉറകും,узьӧм
125,Schlaf::N,ഉറകും,miegs
126,Traum::N,സ്വപ്നം,вӧт
127,Traum::N,സ്വപ്നം,вӧтасьӧм
128,Traum::N,സ്വപ്നം,sapnis
129,Himmel::N,ആകാശം,енэж
130,Himmel::N,ആകാശം,debess
131,Sonne::N,സൂര്യൻ,шонді
132,Sonne::N,സൂര്യൻ,saule
133,Mond::N,ചന്ദ്രൻ,тӧлысь
134,Mond::N,ചന്ദ്രൻ,mēness
135,Stern::N,നക്ഷത്രം,кодзув
136,Stern::N,നക്ഷത്രം,zvaigzne
137,Luft::N,കാറ്റ്,сынӧд
138,Luft::N,കാറ്റ്,gaiss
139,Wind::N,കാറ്റ്,тӧв
140,Wind::N,കാറ്റ്,vējš
141,Welle::N,തിരമാല,гы
142,Welle::N,തിരമാല,vilnis
143,Wasser::N,വെള്ളം,ва
144,Wasser::N,വെള്ളം,ūdens
145,Stein::N,ശില,из
146,Stein::N,ശില,akmens
147,Stein::N,കല്ല്,из
148,Stein::N,കല്ല്,akmens
149,Boden::N,തറ,му
150,Boden::N,തറ,augsne
151,Boden::N,നിലം,му
152,Boden::N,നിലം,augsne
153,Erde::N,മണ്ണ്,му
154,Erde::N,മണ്ണ്,му-ва
155,Erde::N,മണ്ണ്,zeme
156,Staub::N,പൊടി,бус
157,Staub::N,പൊടി,putekļi
158,Rauch::N,പുക,тшын
159,Rauch::N,പുക,dūmi
160,Funke::N,തീപ്പൊരി,кинь
161,Funke::N,തീപ്പൊരി,би кинь
162,Funke::N,തീപ്പൊരി,dzirkstele
163,Feuer::N,തീ,би
164,Feuer::N,തീ,uguns
165,Licht::N,വിളക്ക്,югӧр
166,Licht::N,വിളക്ക്,gaisma
167,Licht::N,സൂര്യപ്രകാശം,югӧр
168,Licht::N,സൂര്യപ്രകാശം,gaisma
169,Schatten::N,തണൽ,вуджӧр
170,Schatten::N,തണൽ,ēna
171,Wetter::N,കാലാവസ്ഥ,поводдя
172,Wetter::N,കാലാവസ്ഥ,laiks
173,Nebel::N,മൂടൽമഞ്ഞ്,ру
174,Nebel::N,മൂടൽമഞ്ഞ്,онь
175,Nebel::N,മൂടൽമഞ്ഞ്,migla
176,Wolke::N,മേഘം,кымӧр
177,Wolke::N,മേഘം,mākonis
178,Regen::N,മഴ,зэр
179,Regen::N,മഴ,lietus
180,Schnee::N,മഞ്ഞ്,лым
181,Schnee::N,മഞ്ഞ്,sniegs
182,Eis::N,ഐസ്,йи
183,Eis::N,ഐസ്,ledus
184,Frost::N,മൂടൽമഞ്ഞ്,кӧдзыд
185,Frost::N,മൂടൽമഞ്ഞ്,sals
186,Kälte::N,തണുപ്പ്,кӧдзыд
187,Kälte::N,തണുപ്പ്,saltums
188,Kälte::N,തണുപ്പ്,aukstums
189,Hitze::N,ചൂട്,пӧсь
190,Hitze::N,ചൂട്,гожӧд
191,Hitze::N,ചൂട്,karstums
192,Raureif::N,കോടമഞ്ഞ്,пуж
193,Raureif::N,കോടമഞ്ഞ്,гыӧр
194,Raureif::N,കോടമഞ്ഞ്,sarma
195,Regenbogen::N,മഴവില്ല്,ӧшкамӧшка
196,Regenbogen::N,മഴവില്ല്,varavīksne
197,Donner::N,ഇടി,гым
198,Donner::N,ഇടി,pērkons
199,Strömung::N,പ്രവാഹം,ва ныр
200,Strömung::N,പ്രവാഹം,визувтӧм
201,Strömung::N,പ്രവാഹം,straume
202,Strömung::N,പ്രവാഹം,strāvojums
203,Tropfen::N,തുള്ളി,войт
204,Tropfen::N,തുള്ളി,lāse
205,Schaum::N,നുര,быг
206,Schaum::N,നുര,быгзьӧм
207,Schaum::N,നുര,putas
208,Schmutz::N,അഴുക്ക്,няйт
209,Schmutz::N,അഴുക്ക്,dubļi
210,See::N,തടാകം,ты
211,See::N,തടാകം,ezers
212,Sumpf::N,ചതുപ്പുനിലം,гыбад
213,Sumpf::N,ചതുപ്പുനിലം,кад
214,Sumpf::N,ചതുപ്പുനിലം,dumbrājs
215,Sumpf::N,ചതുപ്പുനിലം,staignājs
216,Moor::N,പാഴ്നിലം,нюр
217,Moor::N,പാഴ്നിലം,purvs
218,Moor::N,പാഴ്നിലം,muklājs
219,Wiese::N,പുൽത്തകിടി,видз
220,Wiese::N,പുൽത്തകിടി,pļava
221,Wald::N,വനം,вӧр
222,Wald::N,വനം,mežs
223,Wald::N,കാട്,вӧр
224,Wald::N,കാട്,mežs
225,Hügel::N,കുന്ന്,дзиб
226,Hügel::N,കുന്ന്,мыльк
227,Hügel::N,കുന്ന്,нӧрыс
228,Hügel::N,കുന്ന്,paugurs
229,Anhöhe::N,ഉയർന്ന ഭൂമി,мыльк
230,Anhöhe::N,ഉയർന്ന ഭൂമി,нӧрыс
231,Anhöhe::N,ഉയർന്ന ഭൂമി,paugurs
232,Berg::N,പർവ്വതം,чой
233,Berg::N,പർവ്വതം,керӧс
234,Berg::N,പർവ്വതം,kalns
235,Gipfel::N,ഉച്ചകോടി,чук
236,Gipfel::N,ഉച്ചകോടി,virsotne
237,Höhle::N,ഗുഹ,рудӧг
238,Höhle::N,ഗുഹ,ala
239,Abhang::N,ചരിവ്,ньывк
240,Abhang::N,ചരിവ്,бокша
241,Abhang::N,ചരിവ്,nogāze
242,Quelle::N,ഉറവിടം,ӧшмӧс
243,Quelle::N,ഉറവിടം,avots
244,Bach::N,അരുവി,шор
245,Bach::N,അരുവി,urga
246,Bach::N,അരുവി,strauts
247,Fluss::N,നദി,ю
248,Fluss::N,നദി,upe
249,Ufer::N,തീരം,вадор
250,Ufer::N,തീരം,krasts
251,Küste::N,കടൽത്തീരം,вадор
252,Küste::N,കടൽത്തീരം,piekraste
253,Festland::N,കര,му
254,Festland::N,കര,sauszeme
255,Meer::N,കടൽ,саридз
256,Meer::N,കടൽ,jūra
257,Bucht::N,ഉൾക്കടല്,куръя
258,Bucht::N,ഉൾക്കടല്,līcis
259,Insel::N,ദ്വീപ്,ді
260,Insel::N,ദ്വീപ്,sala
261,Blume::N,പൂവ്,дзоридз
262,Blume::N,പൂവ്,puķe
263,Blume::N,പൂവ്,zieds
264,Gras::N,പുല്ല്,турун
265,Gras::N,പുല്ല്,zāle
266,Wurzel::N,വേര്,вуж
267,Wurzel::N,വേര്,sakne
268,Baum::N,മരം,пу
269,Baum::N,മരം,koks
270,Stamm::N,തായ്ത്തടി,пучер
271,Stamm::N,തായ്ത്തടി,stumbrs
272,Rinde::N,പട്ട,кырсь
273,Rinde::N,പട്ട,miza
274,Ast::N,ശാഖ,ув
275,Ast::N,ശാഖ,zars
276,Zweig::N,ശാഖ,вож
277,Zweig::N,ശാഖ,nozare
278,Blatt::N,ഇല,кор
279,Blatt::N,ഇല,lapa
280,Birke::N,പൂവരശ്,кыдз
281,Birke::N,പൂവരശ്,bērzs
282,Kiefer[Baum]::N,പൈൻമരം,пожӧм
283,Kiefer[Baum]::N,പൈൻമരം,priede
284,Weide[Baum]::N,വില്ലോ,бадь
285,Weide[Baum]::N,വില്ലോ,kārkls
286,Tanne::N,ദേവദാരു,коз
287,Tanne::N,ദേവദാരു,egle
288,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,сюр
289,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,rags
290,Feder::N,തൂവൽ,гӧн
291,Feder::N,തൂവൽ,тывборд
292,Feder::N,തൂവൽ,spalva
293,Fell::N,മൃദുരോമം,ку
294,Fell::N,മൃദുരോമം,āda
295,Flügel::N,ചിറക്,борд
296,Flügel::N,ചിറക്,spārns
297,Klaue::N,നഖം,гыж
298,Klaue::N,നഖം,nags
299,Kralle::N,നഖം,гыж
300,Kralle::N,നഖം,nags
301,Schwanz::N,വാൽ,бӧж
302,Schwanz::N,വാൽ,ļipa
303,Ei::N,മുട്ട,кольк
304,Ei::N,മുട്ട,ola
305,Nest::N,കൂട്,поз
306,Nest::N,കൂട്,ligzda
307,Bau::N,മാളം,горс
308,Bau::N,മാളം,пырмӧс
309,Bau::N,മാളം,гу
310,Bau::N,മാളം,ala
311,Tier::N,മൃഗം,пемӧс
312,Tier::N,മൃഗം,dzīvnieks
313,Herde::N,കൂട്ടം,стада
314,Herde::N,കൂട്ടം,кельӧб
315,Herde::N,കൂട്ടം,ganāmpulks
316,Kuh::N,പശു,мӧс
317,Kuh::N,പശു,govs
318,Bulle::N,കാള,ӧш
319,Bulle::N,കാള,bullis
320,Pferd::N,കുതിര,вӧв
321,Pferd::N,കുതിര,zirgs
322,Schaf::N,ആട്,ыж
323,Schaf::N,ആട്,aita
324,Schwein::N,പന്നി,порсь
325,Schwein::N,പന്നി,cūka
326,Hund::N,നായ്,пон
327,Hund::N,നായ്,suns
328,Katze::N,പൂച്ച,кань
329,Katze::N,പൂച്ച,kaķis
330,Bär::N,കരടി,ош
331,Bär::N,കരടി,lācis
332,Eichhörnchen::N,അണ്ണാൻ,ур
333,Eichhörnchen::N,അണ്ണാൻ,vāvere
334,Elch::N,കടമാന്,йӧра
335,Elch::N,കടമാന്,alnis
336,Fuchs::N,കുറുക്കൻ,руч
337,Fuchs::N,കുറുക്കൻ,lapsa
338,Hase::N,മുയൽ,кӧч
339,Hase::N,മുയൽ,zaķis
340,Maus::N,ചുണ്ടലി,шыр
341,Maus::N,ചുണ്ടലി,pele
342,Wolf::N,ചെന്നായ,кӧин
343,Wolf::N,ചെന്നായ,vilks
344,Vogel::N,പക്ഷി,кай
345,Vogel::N,പക്ഷി,лэбач
346,Vogel::N,പക്ഷി,putns
347,Schwarm::N,കൂട്ടം,чукӧр
348,Schwarm::N,കൂട്ടം,spiets
349,Huhn::N,കോഴി,курӧг
350,Huhn::N,കോഴി,vista
351,Hahn::N,പൂവൻകോഴി,петук
352,Hahn::N,പൂവൻകോഴി,gailis
353,Gans::N,അരയന്നം,дзодзӧг
354,Gans::N,അരയന്നം,zoss
355,Adler::N,കഴുകൻ,кутш
356,Adler::N,കഴുകൻ,ērglis
357,Ente::N,താറാവ്,утка
358,Ente::N,താറാവ്,pīle
359,Eule::N,മൂങ്ങ,сюзь
360,Eule::N,മൂങ്ങ,pūce
361,Kranich::N,കൊക്ക്,тури
362,Kranich::N,കൊക്ക്,dzērve
363,Krähe::N,കാക്ക,рака
364,Krähe::N,കാക്ക,vārna
365,Kuckuck::N,കുയിൽ,кӧк
366,Kuckuck::N,കുയിൽ,dzeguze
367,Schwan::N,അരയന്നം,юсь
368,Schwan::N,അരയന്നം,gulbis
369,Fisch::N,മത്സ്യം,чери
370,Fisch::N,മത്സ്യം,zivs
371,Barsch::N,ഒരിനം മത്സ്യം,ёкыш
372,Barsch::N,ഒരിനം മത്സ്യം,asaris
373,Hecht::N,ഒരു മത്സ്യം,сир
374,Hecht::N,ഒരു മത്സ്യം,līdaka
375,Schlange[Tier]::N,പാമ്പ്,кый
376,Schlange[Tier]::N,പാമ്പ്,čūska
377,Wurm::N,വിര,номыр
378,Wurm::N,വിര,tārps
379,Spinne::N,ചിലന്തി,черань
380,Spinne::N,ചിലന്തി,zirneklis
381,Ameise::N,ഉറുമ്പ്,кодзувкот
382,Ameise::N,ഉറുമ്പ്,skudra
383,Laus::N,പേന്,той
384,Laus::N,പേന്,uts
385,Mücke::N,മശകം,ном
386,Mücke::N,മശകം,ods
387,Fliege::N,ഈച്ച,гут
388,Fliege::N,ഈച്ച,muša
389,Schmetterling::N,ചിത്രശലഭം,бобув
390,Schmetterling::N,ചിത്രശലഭം,tauriņš
391,Beere::N,ബെറി,тусь
392,Beere::N,ബെറി,вотӧс
393,Beere::N,ബെറി,oga
394,Apfel::N,ആപ്പിൾ,яблӧг
395,Apfel::N,ആപ്പിൾ,ābols
396,Pilz::N,കൂൺ,тшак
397,Pilz::N,കൂൺ,sēne
398,Zwiebel::N,സവാള,луккок
399,Zwiebel::N,സവാള,йӧнгыль
400,Zwiebel::N,സവാള,sīpols
401,Saat::N,വിത്ത്,тусь
402,Saat::N,വിത്ത്,кӧйдыс
403,Saat::N,വിത്ത്,sēkla
404,Korn::N,ധാന്യം,тусь
405,Korn::N,ധാന്യം,grauds
406,Heu::N,വയ്ക്കോൽ,турун
407,Heu::N,വയ്ക്കോൽ,siens
408,Schale::N,തൊലി,кор
409,Schale::N,തൊലി,čaula
410,Schale::N,തൊലി,čaumala
411,Grube::N,കുഴി,гу
412,Grube::N,കുഴി,bedre
413,Falle::N,കെണി,лэч
414,Falle::N,കെണി,slazds
415,Falle::N,കെണി,lamatas
416,Schlinge::N,കുടുക്ക്,лэч
417,Schlinge::N,കുടുക്ക്,cilpa
418,Spur::N,ചുവട്,туй
419,Spur::N,ചുവട്,pēda
420,Asche::N,ചാരം,пӧм
421,Asche::N,ചാരം,pelni
422,Dreck::N,അഴുക്ക്,няйт
423,Dreck::N,അഴുക്ക്,dubļi
424,Eisen::N,ഇരുമ്പ്,кӧрт
425,Eisen::N,ഇരുമ്പ്,dzelzs
426,Gold::N,സ്വർണ്ണം,зарни
427,Gold::N,സ്വർണ്ണം,zelts
428,Silber::N,വെള്ളി,эзысь
429,Silber::N,വെള്ളി,sudrabs
430,Kohle::N,കൽക്കരി,шом
431,Kohle::N,കൽക്കരി,ogle
432,Glas::N,ഗ്ലാസ്,стеклӧ
433,Glas::N,ഗ്ലാസ്,stikls
434,Lehm::N,കളിമണ്ണ്,сёй
435,Lehm::N,കളിമണ്ണ്,māls
436,Sand::N,മണൽ,лыа
437,Sand::N,മണൽ,smiltis
438,Mensch::N,മനുഷ്യർ,морт
439,Mensch::N,മനുഷ്യർ,cilvēks
440,Mann::N,പുരുഷൻ,аймӧрт
441,Mann::N,പുരുഷൻ,мужичӧй
442,Mann::N,പുരുഷൻ,vīrietis
443,Frau::N,സ്ത്രീ,ань
444,Frau::N,സ്ത്രീ,нывбаба
445,Frau::N,സ്ത്രീ,sieviete
446,Kind::N,കുഞ്ഞ്,кага
447,Kind::N,കുഞ്ഞ്,bērns
448,Junge::N,ആൺകുട്ടി,пи
449,Junge::N,ആൺകുട്ടി,zēns
450,Junge::N,ആൺകുട്ടി,puika
451,Junge::N,ആൺകുട്ടി,puisis
452,Mädchen::N,പെൺകുട്ടി,ныв
453,Mädchen::N,പെൺകുട്ടി,meiča
454,Mädchen::N,പെൺകുട്ടി,skuķis
455,Mädchen::N,പെൺകുട്ടി,meitene
456,Familie::N,കുടുംബം,семья
457,Familie::N,കുടുംബം,ģimene
458,Großvater::N,അപ്പൂപ്പൻ,пӧль
459,Großvater::N,അപ്പൂപ്പൻ,vecaistēvs
460,Großmutter::N,അമ്മുമ്മ,баб
461,Großmutter::N,അമ്മുമ്മ,vecāmāte
462,Eltern::N,മാതാപിതാക്കള്,ай-мам
463,Eltern::N,മാതാപിതാക്കള്,бать-мам
464,Eltern::N,മാതാപിതാക്കള്,vecāki
465,Vater::N,അച്ഛൻ,бать
466,Vater::N,അച്ഛൻ,ай
467,Vater::N,അച്ഛൻ,tēvs
468,Mutter::N,അമ്മ,мам
469,Mutter::N,അമ്മ,māte
470,Sohn::N,മകൻ,пи
471,Sohn::N,മകൻ,dēls
472,Tochter::N,മകൾ,ныв
473,Tochter::N,മകൾ,meita
474,Bruder::N,ചേട്ടൻ,вок
475,Bruder::N,ചേട്ടൻ,brālis
476,Bruder::N,അനിയൻ,вок
477,Bruder::N,അനിയൻ,brālis
478,Schwester::N,ചേച്ചി,чой
479,Schwester::N,ചേച്ചി,māsa
480,Schwester::N,അനിയത്തി,чой
481,Schwester::N,അനിയത്തി,māsa
482,Onkel::N,അമ്മാവൻ,дядь
483,Onkel::N,അമ്മാവൻ,tēvocis
484,Tante::N,മാമി,тьӧт
485,Tante::N,മാമി,tante
486,Ehemann::N,ഭർത്താവ്,верӧс
487,Ehemann::N,ഭർത്താവ്,vīrs
488,Ehefrau::N,ഭാര്യ,гӧтыр
489,Ehefrau::N,ഭാര്യ,sieva
490,Freude::N,ആഹ്ലാദം,радлун
491,Freude::N,ആഹ്ലാദം,prieks
492,Gelächter::N,ചിരിയുടെ ശബ്ദം,серам
493,Gelächter::N,ചിരിയുടെ ശബ്ദം,smiekli
494,Glück::N,സന്തോഷം,шуд
495,Glück::N,സന്തോഷം,laime
496,Glück::N,സന്തുഷ്ടി,шуд
497,Glück::N,സന്തുഷ്ടി,laime
498,Kummer::N,ശോകം,шог
499,Kummer::N,ശോകം,bēdas
500,Kummer::N,ശോകം,raizes
501,Wunsch::N,ആഗ്രഹം,кӧсйӧм
502,Wunsch::N,ആഗ്രഹം,vēlme
503,Wunsch::N,ആഗ്രഹം,vēlējums
504,Lust::N,ആഗ്രഹം,кыскӧм
505,Lust::N,ആഗ്രഹം,радейтӧм
506,Lust::N,ആഗ്രഹം,kāre
507,Geist::N,ചുറുചുറുക്ക്,лов
508,Geist::N,ചുറുചുറുക്ക്,gars
509,Gedanke::N,ചിന്ത,мӧвп
510,Gedanke::N,ചിന്ത,doma
511,Gedächtnis::N,ഓർമ്മശക്തി,паметь
512,Gedächtnis::N,ഓർമ്മശക്തി,atmiņa
513,Verstand::N,മനസ്സ്,вежӧр
514,Verstand::N,മനസ്സ്,prāts
515,Sinn::N,അർത്ഥം,мог
516,Sinn::N,അർത്ഥം,вежӧртас
517,Sinn::N,അർത്ഥം,nozīme
518,Grund::N,കാരണം,помка
519,Grund::N,കാരണം,pamats
520,Grund::N,കാരണം,iemesls
521,Wahrheit::N,സത്യം,збыль
522,Wahrheit::N,സത്യം,збыльтор
523,Wahrheit::N,സത്യം,taisnība
524,Wahrheit::N,സത്യം,patiesība
525,Gespräch::N,സല്ലാപം,сёрни
526,Gespräch::N,സല്ലാപം,saruna
527,Märchen::N,യക്ഷിക്കഥ,мойд
528,Märchen::N,യക്ഷിക്കഥ,pasaka
529,Erzählung::N,കഥ,висьт
530,Erzählung::N,കഥ,stāsts
531,Erzählung::N,കഥ,nostāsts
532,Nachricht::N,സന്ദേശം,юӧртӧм
533,Nachricht::N,സന്ദേശം,ziņa
534,Neuigkeit::N,വാർത്ത,выльтор
535,Neuigkeit::N,വാർത്ത,jaunums
536,Name::N,പേര്,ним
537,Name::N,പേര്,vārds
538,Rätsel::N,പ്രഹേളിക,нӧдкыв
539,Rätsel::N,പ്രഹേളിക,mīkla
540,Rede::N,സംസാരം,сёрни
541,Rede::N,സംസാരം,runa
542,Sprache::N,ഭാഷ,кыв
543,Sprache::N,ഭാഷ,valoda
544,Stimme::N,സ്വരം,гӧлӧс
545,Stimme::N,സ്വരം,вом шы
546,Stimme::N,സ്വരം,balss
547,Wort::N,വാക്ക്,кыв
548,Wort::N,വാക്ക്,vārds
549,Zeichen::N,സംജ്ഞ,пас
550,Zeichen::N,സംജ്ഞ,zīme
551,Ruf::N,വിളി,чукӧстчӧм
552,Ruf::N,വിളി,корӧм
553,Ruf::N,വിളി,sauciens
554,Lärm::N,ആരവം,шы
555,Lärm::N,ആരവം,зык
556,Lärm::N,ആരവം,зычитӧм
557,Lärm::N,ആരവം,troksnis
558,Laut::N,ശബ്ദം,шы
559,Laut::N,ശബ്ദം,skaņa
560,Ton::N,സ്വരഭേദം,шы
561,Ton::N,സ്വരഭേദം,tonis
562,Lied::N,പാട്ട്,сьылан
563,Lied::N,പാട്ട്,сьыланкыв
564,Lied::N,പാട്ട്,dziesma
565,Ruhe::N,നിശ്ചലത,чӧв
566,Ruhe::N,നിശ്ചലത,miers
567,Leute::N,ജനങ്ങൾ,йӧз
568,Leute::N,ജനങ്ങൾ,войтыр
569,Leute::N,ജനങ്ങൾ,ļaudis
570,Leute::N,ജനങ്ങൾ,cilvēki
571,Volk::N,രാഷ്ടം,йӧз
572,Volk::N,രാഷ്ടം,войтыр
573,Volk::N,രാഷ്ടം,tauta
574,Arbeit::N,ജോലി,удж
575,Arbeit::N,ജോലി,darbs
576,Gast::N,അതിലി,гӧсть
577,Gast::N,അതിലി,viešņa
578,Gast::N,അതിലി,ciemiņš
579,Geschenk::N,സമ്മാനം,козин
580,Geschenk::N,സമ്മാനം,dāvana
581,Spiel::N,കളി,ворсан
582,Spiel::N,കളി,rotaļa
583,Gesellschaft::N,കൂട്ടായ്മ,котыр
584,Gesellschaft::N,കൂട്ടായ്മ,biedrība
585,Gesellschaft::N,കൂട്ടായ്മ,kompānija
586,Hilfe::N,സഹായം,отсӧг
587,Hilfe::N,സഹായം,palīdzība
588,Freund::N,സുഹൃത്ത്,ёрт
589,Freund::N,സുഹൃത്ത്,draugs
590,Kamerad::N,കൂട്ടാളി,ёрт
591,Kamerad::N,കൂട്ടാളി,biedrs
592,Angelegenheit::N,കാര്യം,мог
593,Angelegenheit::N,കാര്യം,делӧ
594,Angelegenheit::N,കാര്യം,darīšana
595,Anzahl::N,എണ്ണം,лыд
596,Anzahl::N,എണ്ണം,тшӧт
597,Anzahl::N,എണ്ണം,skaits
598,Anzahl::N,എണ്ണം,daudzums
599,Art::N,തരം,сикас
600,Art::N,തരം,suga
601,Art::N,തരം,šķira
602,Stück::N,കഷണം,тор
603,Stück::N,കഷണം,gabals
604,Teil::N,ഭാഗം,юкӧн
605,Teil::N,ഭാഗം,daļa
606,Hälfte::N,പകുതി,пӧв
607,Hälfte::N,പകുതി,джын
608,Hälfte::N,പകുതി,puse
609,Kreis::N,വൃത്തം,кытш
610,Kreis::N,വൃത്തം,aplis
611,Kreis::N,വൃത്തം,riņķis
612,Kreuz::N,കുരിശടയാളം,перна
613,Kreuz::N,കുരിശടയാളം,крест
614,Kreuz::N,കുരിശടയാളം,krusts
615,Linie::N,വര,визь
616,Linie::N,വര,līnija
617,Linie::N,രേഖ,визь
618,Linie::N,രേഖ,līnija
619,Strich::N,പക്ഷാഘാതം,визь
620,Strich::N,പക്ഷാഘാതം,svītra
621,Abstand::N,വിടവ്,кост
622,Abstand::N,വിടവ്,коласт
623,Abstand::N,വിടവ്,atstarpe
624,Entfernung::N,അകലം,ылна
625,Entfernung::N,അകലം,attālums
626,Entfernung::N,അകലം,atstatums
627,Gegend::N,പ്രദേശം,му-ва
628,Gegend::N,പ്രദേശം,apvidus
629,Gegend::N,പ്രദേശം,apgabals
630,Platz::N,ഇടം,ылдӧс
631,Platz::N,ഇടം,йир
632,Platz::N,ഇടം,гӧгӧртас
633,Platz::N,ഇടം,vieta
634,Ort::N,സ്ഥലം,ин
635,Ort::N,സ്ഥലം,места
636,Ort::N,സ്ഥലം,vieta
637,Seite::N,വശം,бок
638,Seite::N,വശം,ӧтарладор
639,Seite::N,വശം,sāns
640,Mitte::N,മധ്യസ്ഥാനം,шӧр
