,Concept_ID,el,de
234,Sohn::N,γιος,Sohn
235,Tochter::N,κόρη,Tochter
236,Bruder::N,αδελφός,Bruder
237,Schwester::N,αδελφή,Schwester
238,Onkel::N,θείος,Onkel
239,Tante::N,θεία,Tante
240,Ehemann::N,σύζυγος,Ehemann
241,Ehefrau::N,σύζυγος,Ehefrau
242,Freude::N,χαρά,Freude
243,Gelächter::N,γέλια,Gelächter
244,Glück::N,ευτυχία,Glück
245,Kummer::N,έγνοια,Kummer
246,Wunsch::N,επιθυμία,Wunsch
247,Lust::N,όρεξη,Lust
248,Geist::N,πνέυμα,Geist
249,Gedanke::N,σκέψη,Gedanke
250,Gedächtnis::N,μνήμη,Gedächtnis
251,Verstand::N,νους,Verstand
252,Sinn::N,νόημα,Sinn
253,Grund::N,λόγος,Grund
254,Wahrheit::N,αλήθεια,Wahrheit
255,Gespräch::N,συνομιλία,Gespräch
256,Märchen::N,παραμύθι,Märchen
257,Erzählung::N,διήγημα,Erzählung
258,Nachricht::N,είδηση,Nachricht
259,Neuigkeit::N,νέο,Neuigkeit
260,Name::N,όνομα,Name
261,Rätsel::N,αίνιγμα,Rätsel
262,Rede::N,λόγος,Rede
263,Rede::N,ομιλία,Rede
264,Sprache::N,γλώσσα,Sprache
265,Stimme::N,φωνή,Stimme
266,Wort::N,λέξη,Wort
267,Zeichen::N,σημείο,Zeichen
268,Ruf::N,κραυγή,Ruf
269,Lärm::N,θόρυβος,Lärm
270,Laut::N,ήχος,Laut
271,Ton::N,ήχος,Ton
272,Ton::N,τόνος,Ton
273,Lied::N,τραγούδι,Lied
274,Ruhe::N,ησυχία,Ruhe
275,Leute::N,κόσμος,Leute
276,Leute::N,άνθρωποι,Leute
277,Volk::N,λαός,Volk
278,Arbeit::N,εργασία,Arbeit
279,Gast::N,επισκέπτης,Gast
280,Geschenk::N,δώρο,Geschenk
281,Spiel::N,παιχνίδι,Spiel
282,Gesellschaft::N,κοινωνία,Gesellschaft
283,Hilfe::N,βοήθεια,Hilfe
284,Freund::N,φίλος,Freund
285,Kamerad::N,σύντροφος,Kamerad
286,Angelegenheit::N,υπόθεση,Angelegenheit
287,Anzahl::N,αριθμός,Anzahl
288,Art::N,είδος,Art
289,Stück::N,κομμάτι,Stück
290,Teil::N,μέρος,Teil
291,Hälfte::N,μισό,Hälfte
292,Kreis::N,κύκλος,Kreis
293,Kreuz::N,σταυρός,Kreuz
294,Linie::N,γραμμή,Linie
295,Strich::N,γραμμή,Strich
296,Abstand::N,απόσταση,Abstand
297,Entfernung::N,απόσταση,Entfernung
298,Gegend::N,περιοχή,Gegend
299,Gegend::N,τοποθεσία,Gegend
300,Platz::N,χώρος,Platz
301,Ort::N,τόπος,Ort
302,Seite::N,πλευρά,Seite
303,Mitte::N,μέση,Mitte
304,Gegenstand::N,αντικείμενο,Gegenstand
305,Sache::N,πράγμα,Sache
306,Rand::N,άκρη,Rand
307,Rand::N,χείλος,Rand
308,Kante::N,άκρη,Kante
309,Ecke::N,γωνιά,Ecke
310,Spitze::N,μύτη,Spitze
311,Ende::N,άκρη,Ende
312,Loch::N,τρύπα,Loch
313,Winkel::N,γωνία,Winkel
314,Muster::N,σχέδιο,Muster
315,Größe::N,μέγεθος,Größe
316,Länge::N,μήκος,Länge
317,Höhe::N,ύψος,Höhe
318,Gewicht::N,βάρος,Gewicht
319,Menge::N,ποσότητα,Menge
320,Haufen::N,σωρός,Haufen
321,Reihe::N,αράδα,Reihe
322,Boot::N,βάρκα,Boot
323,Ruder::N,κουπί,Ruder
324,Schlitten::N,έλκηθρο,Schlitten
325,Ski::N,σκι,Ski
326,Lagerfeuer::N,φωτιά,Lagerfeuer
327,Last::N,φορτίο,Last
328,Gang::N,δρόμος,Gang
329,Schritt::N,βήμα,Schritt
330,Norden::N,βορράς,Norden
331,Süden::N,νότος,Süden
332,Westen::N,δύση,Westen
333,Osten::N,ανατολή,Osten
334,Holz::N,ξύλο,Holz
335,Brett::N,σανίδι,Brett
336,Platte::N,πλάκα,Platte
337,Stütze::N,στήριγμα,Stütze
338,Stange::N,ραβδί,Stange
339,Stange::N,κοντός,Stange
340,Stock::N,ξύλο,Stock
341,Stock::N,μπαστούνι,Stock
342,Stab::N,ραβδί,Stab
343,Rohr::N,σωλήνας,Rohr
344,Haus::N,σπίτι,Haus
345,Heim::N,σπίτι,Heim
346,Ofen::N,σόμπα,Ofen
347,Ofen::N,θερμάστρα,Ofen
348,Fußboden::N,πάτωμα,Fußboden
349,Tisch::N,τραπέζι,Tisch
350,Stuhl::N,καρέκλα,Stuhl
351,Wiege::N,κούνια,Wiege
352,Bett::N,κρεβάτι,Bett
353,Regal::N,ράφι,Regal
354,Kiste::N,κιβώτιο,Kiste
355,Fenster::N,παράθυρο,Fenster
356,Tür::N,πόρτα,Tür
357,Tor::N,πύλη,Tor
358,Zaun::N,φράχτης,Zaun
359,Dach::N,στέγη,Dach
360,Leiter::N,σκάλα,Leiter
361,Leiter::N,κλίμακα,Leiter
362,Besen::N,σκούπα,Besen
363,Spaten::N,φτυάρι,Spaten
364,Schaufel::N,φτυάρι,Schaufel
365,Gabel::N,πιρούνι,Gabel
366,Löffel::N,κουτάλι,Löffel
367,Messer::N,μαχαίρι,Messer
368,Nagel::N,καρφί,Nagel
369,Netz::N,δίχτυ,Netz
370,Haken::N,γάντζος,Haken
371,Haken::N,αγκίστρι,Haken
372,Griff::N,λαβή,Griff
373,Schloss::N,κλειδαριά,Schloss
374,Bild::N,εικόνα,Bild
375,Figur::N,ανάστημα,Figur
376,Puppe::N,κούκλα,Puppe
377,Beutel::N,πουγγί,Beutel
378,Bündel::N,δεμάτι,Bündel
379,Tasche::N,τσάντα,Tasche
380,Eimer::N,κουβάς,Eimer
381,Deckel::N,καπάκι,Deckel
382,Geschirr::N,σκεύη,Geschirr
383,Sack::N,σάκος,Sack
384,Tasse::N,φλιτζάνι,Tasse
385,Topf::N,χύτρα,Topf
386,Kessel::N,καζάνι,Kessel
387,Essen::N,φαγητό,Essen
388,Nahrung::N,τροφή,Nahrung
389,Speise::N,φαγητό,Speise
390,Fleisch::N,κρέας,Fleisch
391,Getreide::N,σιτάρι,Getreide
392,Brei::N,χυλός,Brei
393,Brot::N,ψωμί,Brot
394,Brot::N,άρτος,Brot
395,Scheibe::N,φέτα,Scheibe
396,Fett::N,πάχος,Fett
397,Butter::N,βούτυρο,Butter
398,Öl::N,λάδι,Öl
399,Salz::N,αλάτι,Salz
400,Suppe::N,σούπα,Suppe
401,Honig::N,μέλι,Honig
402,Milch::N,γάλα,Milch
403,Tee::N,τσάι,Tee
404,Leder::N,πετσί,Leder
405,Wolle::N,μαλλί,Wolle
406,Stoff::N,ύφασμα,Stoff
407,Nadel::N,βελόνα,Nadel
408,Faden::N,κλωστή,Faden
409,Knopf::N,κουμπί,Knopf
410,Knoten::N,κόμπος,Knoten
411,Farbe::N,μπογιά,Farbe
412,Kleidung::N,ρούχα,Kleidung
413,Kleidung::N,ενδυμασία,Kleidung
414,Hemd::N,πουκάμισο,Hemd
415,Kragen::N,κολάρο,Kragen
416,Ärmel::N,μανίκι,Ärmel
417,Hose::N,πανταλόνι,Hose
418,Gürtel::N,ζώνη,Gürtel
419,Mütze::N,σκούφος,Mütze
420,Schuh::N,παπούτσι,Schuh
421,Stiefel::N,μπότα,Stiefel
422,Ring::N,δαχτυλίδι,Ring
423,Band::N,κορδέλα,Band
424,Kamm::N,χτένα,Kamm
425,Spiegel::N,καθρέφτης,Spiegel
426,Riemen::N,λουρί,Riemen
427,Schnur::N,κορδόνι,Schnur
428,Leine::N,σχοινί,Leine
429,Decke::N,κουβέρτα,Decke
430,Kissen::N,μαξιλάρι,Kissen
431,Tuch::N,πανί,Tuch
432,Tuch::N,μαντήλι,Tuch
433,Handtuch::N,πετσέτα,Handtuch
434,Kraft::N,δύναμη,Kraft
435,Stärke::N,ισχύς,Stärke
436,Stärke::N,δύναμη,Stärke
437,Gesundheit::N,υγεία,Gesundheit
438,Krankheit::N,αρρώστια,Krankheit
439,Schmerz::N,πόνος,Schmerz
440,Wunde::N,πληγή,Wunde
441,Fieber::N,πυρετός,Fieber
442,Arznei::N,φάρμακο,Arznei
443,Brücke::N,γέφυρα,Brücke
444,Brunnen::N,πηγάδι,Brunnen
445,Weide::N,βοσκή,Weide
446,Pfad::N,μονοπάτι,Pfad
447,Weg::N,δρόμος,Weg
448,Straße::N,οδός,Straße
449,Straße::N,δρόμος,Straße
450,Dorf::N,χωριό,Dorf
451,Stadt::N,πόλη,Stadt
452,Brief::N,γράμμα,Brief
453,Brief::N,επιστολή,Brief
454,Buch::N,βιβλίο,Buch
455,Buchstabe::N,γράμμα,Buchstabe
456,Zeitung::N,εφημερίδα,Zeitung
457,Leben::N,ζωή,Leben
458,Leben::N,βίος,Leben
459,Tod::N,θάνατος,Tod
460,Grab::N,τάφος,Grab
461,Kirche::N,εκκλησία,Kirche
462,Sünde::N,αμαρτία,Sünde
463,Gott::N,θεός,Gott
464,Arbeiter::N,εργάτης,Arbeiter
465,Chef::N,προϊστάμενος,Chef
466,Meister::N,μάστορας,Meister
467,Meister::N,αρχιτεχνίτης,Meister
468,Arzt::N,γιατρός,Arzt
469,Lehrer::N,δάσκαλος,Lehrer
470,Geld::N,λεφτά,Geld
471,Geld::N,χρήματα,Geld
472,Geschäft::N,συναλλαγή,Geschäft
473,Laden::N,μαγαζί,Laden
474,Laden::N,κατάστημα,Laden
475,Preis::N,τιμή,Preis
476,Ware::N,εμπόρευμα,Ware
477,Nutzen::N,όφελος,Nutzen
478,Reichtum::N,πλούτος,Reichtum
479,Welt::N,κόσμος,Welt
480,Land::N,χώρα,Land
481,Staat::N,κράτος,Staat
482,Staat::N,πολιτεία,Staat
483,König::N,βασιλιάς,König
484,Macht::N,εξουσία,Macht
485,Grenze::N,σύνορα,Grenze
486,Krieg::N,πόλεμος,Krieg
487,Feind::N,εχθρός,Feind
488,Gewalt::N,βία,Gewalt
489,Kampf::N,αγώνας,Kampf
490,Bogen[Waffe]::N,τόξο,Bogen
491,Pfeil::N,σαΐτα,Pfeil
492,Gewehr::N,τουφέκι,Gewehr
493,Fehler::N,λάθος,Fehler
494,Fehler::N,σφάλμα,Fehler
495,Lüge::N,ψέμα,Lüge
496,Lüge::N,ψεύδος,Lüge
497,Schaden::N,ζημία,Schaden
498,Unglück::N,δυστυχία,Unglück
499,Schuld::N,ενοχή,Schuld
500,Schuld::N,φταίξιμο,Schuld
501,Alter::N,ηλικία,Alter
502,Schluss::N,τέλος,Schluss
503,Zeit::N,χρόνος,Zeit
504,Tag::N,μέρα,Tag
505,Tag::N,ημέρα,Tag
506,Morgen::N,πρωί,Morgen
507,Mittag::N,μεσημέρι,Mittag
508,Abend::N,βράδυ,Abend
509,Nacht::N,νύχτα,Nacht
510,Woche::N,εβδομάδα,Woche
511,Monat::N,μήνας,Monat
512,Jahr::N,έτος,Jahr
513,Jahr::N,χρόνος,Jahr
514,Frühling::N,άνοιξη,Frühling
515,Sommer::N,καλοκαίρι,Sommer
516,Herbst::N,φθινόπωρο,Herbst
517,Winter::N,χειμώνας,Winter
518,Januar::N,Ιανουάριος,Januar
519,Februar::N,Φεβρουάριος,Februar
520,März::N,Μάρτιος,März
521,April::N,Απρίλιος,April
522,Mai::N,Μάιος,Mai
523,Juni::N,Ιούνιος,Juni
524,Juli::N,Ιούλιος,Juli
525,August::N,Αύγουστος,August
526,September::N,Σεπτέμβριος,September
527,Oktober::N,Οκτώβριος,Oktober
528,November::N,Νοέμβριος,November
529,Dezember::N,Δεκέμβριος,Dezember
530,Montag::N,Δευτέρα,Montag
531,Dienstag::N,Τρίτη,Dienstag
532,Mittwoch::N,Τετάρτη,Mittwoch
533,Donnerstag::N,Πέμπτη,Donnerstag
534,Freitag::N,Παρασκευή,Freitag
535,Samstag::N,Σάββατο,Samstag
536,Sonntag::N,Κυριακή,Sonntag
537,groß::A,μεγάλος,groß
538,klein::A,μικρός,klein
539,lang::A,μακρύς,lang
540,kurz::A,κοντός,kurz
541,breit::A,φαρδύς,breit
542,schmal::A,στενός,schmal
543,dicht::A,πυκνός,dicht
544,dick[Gegenstand]::A,παχύς,dick
545,dick[Gegenstand]::A,χοντρός,dick
546,dünn::A,ψιλός,dünn
547,dünn::A,λεπτός,dünn
548,fein::A,ψιλός,fein
549,fest::A,στερεός,fest
550,flach::A,επίπεδος,flach
551,glatt::A,λείος,glatt
552,glatt::A,ομαλός,glatt
553,hart::A,σκληρός,hart
554,weich::A,μαλακός,weich
555,rund::A,στρογγυλός,rund
556,spitz::A,μυτερός,spitz
557,scharf::A,κοφτερός,scharf
558,stumpf::A,αμβλύς,stumpf
559,schwer::A,βαρύς,schwer
560,schön::A,ωραίος,schön
561,schön::A,όμορφος,schön
562,heiß::A,ζεστός,heiß
563,warm::A,θερμός,warm
564,kalt::A,κρύος,kalt
565,kalt::A,ψυχρός,kalt
566,kühl::A,δροσερός,kühl
567,frisch::A,νωπός,frisch
568,frisch::A,φρέσκος,frisch
569,feucht::A,υγρός,feucht
570,nass::A,βρεγμένος,nass
571,trocken::A,ξηρός,trocken
572,trocken::A,στεγνός,trocken
573,voll::A,γεμάτος,voll
574,leer::A,άδειος,leer
575,offen::A,ανοιχτός,offen
576,geschlossen::A,κλειστός,geschlossen
577,sauber::A,καθαρός,sauber
578,schmutzig::A,βρώμικος,schmutzig
579,schmutzig::A,λερωμένος,schmutzig
580,roh::A,ωμός,roh
581,reif::A,ώριμος,reif
582,lecker::A,νόστιμος,lecker
583,süß::A,γλυκός,süß
584,bitter::A,πικρός,bitter
585,sauer::A,ξινός,sauer
586,hell::A,φωτεινός,hell
587,dunkel::A,σκοτεινός,dunkel
588,schwarz::A,μαύρος,schwarz
589,schwarz::A,μελανός,schwarz
590,weiß::A,άσπρος,weiß
591,rot::A,κόκκινος,rot
592,gelb::A,κίτρινος,gelb
593,blau::A,μπλε,blau
594,blau::A,γαλανός,blau
595,grün::A,πράσινος,grün
596,grau::A,γκρίζος,grau
597,bunt::A,ποικιλόχρωπος,bunt
598,billig::A,φτηνός,billig
599,teuer::A,ακριβός,teuer
600,wertvoll::A,πολύτιμος,wertvoll
601,blind::A,τυφλός,blind
602,taub::A,κουφός,taub
603,kräftig::A,δυνατός,kräftig
604,stark::A,γερός,stark
605,schwach::A,αδύνατος,schwach
606,fett::A,παχύς,fett
607,schlank::A,λεπτός,schlank
608,schlank::A,λυγερός,schlank
609,hübsch::A,όμορφος,hübsch
610,hübsch::A,χαριτωμένος,hübsch
611,böse::A,κακός,böse
612,dumm::A,κουτός,dumm
613,dumm::A,ανόητος,dumm
614,faul::A,τεμπέλης,faul
615,fleißig::A,εργατικός,fleißig
616,geizig::A,τσιγγούνης,geizig
617,klug::A,έξυπνος,klug
618,geschickt::A,επιδέξιος,geschickt
619,lieb::A,φίλος,lieb
620,lieb::A,αγαπητός,lieb
621,lustig::A,εύθυμος,lustig
622,lustig::A,χαρούμενος,lustig
623,sanft::A,ήπιος,sanft
624,hungrig::A,πεινασμένος,hungrig
625,krank::A,άρρωστος,krank
626,nackt::A,γυμνός,nackt
627,traurig::A,λυπημένος,traurig
628,lebendig::A,ζωντανός,lebendig
629,gut::A,καλός,gut
630,schlecht::A,κακός,schlecht
631,richtig::A,σωστός,richtig
632,schlimm::A,άσχημος,schlimm
633,wahr::A,αληθής,wahr
634,wahr::A,αληθινός,wahr
635,alt::A,παλιός,alt
636,neu::A,νέος,neu
637,neu::A,καινούργιος,neu
638,ehemalig::A,παλιός,ehemalig
639,alt[Lebewesen]::A,γέρος,alt
640,jung::A,νέος,jung
641,arm::A,φτωχός,arm
642,reich::A,πλούσιος,reich
643,bekannt::A,γνωστός,bekannt
644,berühmt::A,περίφημος,berühmt
645,berühmt::A,ξακουσμένος,berühmt
646,fremd::A,ξένος,fremd
647,verschieden::A,διαφορετικός,verschieden
648,nah::A,κοντινός,nah
649,fern::A,μακριά,fern
650,linker::A,αριστερός,linker
651,rechter::A,δεξιός,rechter
652,anderer::A,άλλος,anderer
653,erster::A,πρώτος,erster
654,zweiter::A,δεύτερος,zweiter
655,dritter::A,τρίτος,dritter
656,letzter::A,τελευταίος,letzter
657,allein::ADV,μόνος,allein
658,auf einmal::ADV,εφάπαξ,auf einmal
659,zusammen::ADV,μαζί,zusammen
660,lange::ADV,πολύν καιρό,lange
661,plötzlich::ADV,έξαφνα,plötzlich
662,sofort::ADV,αμέσως,sofort
663,später::ADV,αργότερα,später
664,jetzt::ADV,τώρα,jetzt
665,heute::ADV,σήμερα,heute
666,morgen::ADV,αύριο,morgen
667,bald::ADV,σε λίγο,bald
668,bald::ADV,εντός ολίγου,bald
669,dann::ADV,ύστερα,dann
670,gestern::ADV,χτες,gestern
671,einst::ADV,ποτέ,einst
672,einst::ADV,άλλοτε,einst
673,damals::ADV,τότε,damals
674,danach::ADV,μετά,danach
675,danach::ADV,ύστερα,danach
676,vorher::ADV,πριν,vorher
677,vorher::ADV,προηγουμένως,vorher
678,zuerst::ADV,πρώτα,zuerst
679,einmal::ADV,μία φορά,einmal
680,manchmal::ADV,κάποτε,manchmal
681,oft::ADV,συχνά,oft
682,oft::ADV,πολλές φορές,oft
683,immer::ADV,πάντα,immer
684,immer::ADV,πάντοτε,immer
685,niemals::ADV,ποτέ,niemals
686,hier::ADV,εδώ,hier
687,hierhin::ADV,εδώ,hierhin
688,von hier::ADV,από δω,von hier
689,dort::ADV,εκεί,dort
690,dorthin::ADV,προς τα κει,dorthin
691,geradeaus::ADV,κατευθείαν,geradeaus
692,vorwärts::ADV,εμπρός,vorwärts
693,rückwärts::ADV,πίσω,rückwärts
694,zurück::ADV,πίσω,zurück
695,unten::ADV,κάτω,unten
696,hinab::ADV,προς τα κάτω,hinab
697,oben::ADV,πάνω,oben
698,oben::ADV,επάνω,oben
699,hinauf::ADV,προς τα πάνω,hinauf
700,überall::ADV,παντού,überall
701,nicht::ADV,δεν,nicht
702,ein wenig::ADV,λιγάκι,ein wenig
703,kaum::ADV,μόλις,kaum
704,sehr::ADV,πολύ,sehr
705,so::ADV,έτσι,so
706,noch::ADV,ακόμα,noch
707,nur::ADV,μόνο,nur
708,schon::ADV,ήδη,schon
709,schon::ADV,κιόλας,schon
710,wieder::ADV,ξανά,wieder
711,vergebens::ADV,μάταια,vergebens
712,vor::PRP,μπροστά σε,vor
713,vor::PRP,μπροστά από,vor
714,hinter::PRP,πίσω από ,hinter
715,unter::PRP,υπό,unter
716,unter::PRP,κάτω από,unter
717,durch::PRP,διά,durch
718,durch::PRP,διά μέσου,durch
719,neben::PRP,δίπλα σε,neben
720,zwischen::PRP,μεταξύ,zwischen
