,Concept_ID,fr,tr
99,Donner::N,tonnerre,gök gürlemesi
100,Strömung::N,courant,akıntı
101,Strömung::N,courant,cereyan
102,Tropfen::N,goutte,damla
103,Schaum::N,écume,köpük
104,Schaum::N,mousse,köpük
105,Schmutz::N,boue,çamur
106,Schmutz::N,boue,pislik
107,Schmutz::N,saleté,çamur
108,Schmutz::N,saleté,pislik
109,See::N,lac,göl
110,Sumpf::N,marais,batak
111,Sumpf::N,marécage,batak
112,Moor::N,tourbière,cılgıt
113,Wiese::N,pré,çimen
114,Wald::N,bois,koru
115,Wald::N,bois,orman
116,Wald::N,forêt,koru
117,Wald::N,forêt,orman
118,Hügel::N,coteau,tepe
119,Hügel::N,colline,tepe
120,Anhöhe::N,éminence,tümsek
121,Anhöhe::N,éminence,yükseklik
122,Anhöhe::N,élévation,tümsek
123,Anhöhe::N,élévation,yükseklik
124,Berg::N,mont,dağ
125,Berg::N,montagne,dağ
126,Gipfel::N,cime,zirve
127,Gipfel::N,sommet,zirve
128,Höhle::N,caverne,in
129,Höhle::N,caverne,mağara
130,Abhang::N,pente,bayır
131,Abhang::N,versant,bayır
132,Quelle::N,source,pınar
133,Quelle::N,source,kaynak
134,Quelle::N,fontaine,pınar
135,Quelle::N,fontaine,kaynak
136,Bach::N,ruisseau,çay
137,Bach::N,ruisseau,dere
138,Fluss::N,fleuve,nehir
139,Fluss::N,rivière,nehir
140,Ufer::N,bord,kıyı
141,Ufer::N,bord,sahil
142,Ufer::N,rivage,kıyı
143,Ufer::N,rivage,sahil
144,Küste::N,côte,kıyı
145,Küste::N,côte,sahil
146,Festland::N,terre ferme,kara
147,Meer::N,mer,deniz
148,Bucht::N,baie,koy
149,Bucht::N,baie,körfez
150,Insel::N,île,ada
151,Blume::N,fleur,çiçek
152,Gras::N,herbe,ot
153,Gras::N,herbe,çim
154,Wurzel::N,racine,kök
155,Baum::N,arbre,ağaç
156,Stamm::N,tronc,gövde
157,Rinde::N,écorce,kabuk
158,Ast::N,branche,dal
159,Ast::N,branche,budak
160,Zweig::N,rameau,dal
161,Blatt::N,feuille,yaprak
162,Birke::N,bouleau,huş
163,Kiefer[Baum]::N,pin,çam
164,Weide[Baum]::N,saule,söğüt
165,Tanne::N,sapin,çam
166,Tanne::N,sapin,köknar
167,Horn::N,corne,boynuz
168,Feder::N,plume,tüy
169,Fell::N,peau,post
170,Flügel::N,aile,kanat
171,Klaue::N,serre,pençe
172,Kralle::N,ongle,tırnak
173,Kralle::N,griffe,tırnak
174,Schwanz::N,queue,kuyruk
175,Ei::N,œuf,yumurta
176,Nest::N,nid,yuva
177,Bau::N,terrier,in
178,Tier::N,animal,hayvan
179,Herde::N,troupeau,sürü
180,Kuh::N,vache,inek
181,Bulle::N,taureau,boğa
182,Pferd::N,cheval,at
183,Pferd::N,cheval,beygir
184,Schaf::N,mouton,koyun
185,Schwein::N,porc,domuz
186,Schwein::N,cochon,domuz
187,Hund::N,chien,it
188,Hund::N,chien,köpek
189,Katze::N,chat,kedi
190,Bär::N,ours,ayı
191,Eichhörnchen::N,écureuil,sincap
192,Elch::N,élan,büyük kuzey geyiği
193,Fuchs::N,renard,tilki
194,Hase::N,lièvre,tavşan
195,Maus::N,souris,fare
196,Maus::N,souris,sıçan
197,Wolf::N,loup,kurt
198,Vogel::N,oiseau,kuş
199,Schwarm::N,nuée,sürü
200,Schwarm::N,volée,sürü
201,Huhn::N,poule,tavuk
202,Hahn::N,coq,horoz
203,Gans::N,oie,kaz
204,Adler::N,aigle,kartal
205,Adler::N,aigle,karakuş
206,Ente::N,canard,ördek
207,Eule::N,hibou,baykuş
208,Kranich::N,grue,turna
209,Krähe::N,corneille,karga
210,Kuckuck::N,coucou,guguk
211,Schwan::N,cygne,kuğu
212,Fisch::N,poisson,balık
213,Barsch::N,perche,hani
214,Barsch::N,perche,levrek
215,Hecht::N,brochet,turnabalığı
216,Schlange[Tier]::N,serpent,yılan
217,Wurm::N,ver,kurt
218,Wurm::N,ver,solucan
219,Spinne::N,araignée,örümcek
220,Ameise::N,fourmi,karınca
221,Laus::N,pou,bit
222,Mücke::N,moucheron,sivrisinek
223,Fliege::N,mouche,sinek
224,Schmetterling::N,papillon,kelebek
225,Beere::N,baie,tane
226,Apfel::N,pomme,elma
227,Pilz::N,champignon,mantar
228,Zwiebel::N,oignon,soğan
229,Saat::N,semence,ekin
230,Korn::N,grain,tane
231,Heu::N,foin,kuru ot
232,Schale::N,pelure,kabuk
233,Grube::N,fosse,çukur
234,Falle::N,piège,tuzak
235,Schlinge::N,lacs,ilmik
236,Spur::N,trace,iz
237,Asche::N,cendre,kül
238,Dreck::N,crotte,pislik
239,Eisen::N,fer,demir
240,Gold::N,or,altın
241,Silber::N,argent,gümüş
242,Kohle::N,charbon,kömür
243,Glas::N,verre,cam
244,Lehm::N,glaise,balçık
245,Sand::N,sable,kum
246,Mensch::N,homme,insan
247,Mann::N,homme,adam
248,Mann::N,homme,erkek
249,Frau::N,femme,bayan
250,Kind::N,enfant,çocuk
251,Junge::N,garçon,erkek çocuk
252,Mädchen::N,fille,kız
253,Mädchen::N,jeune fille,kız
254,Familie::N,famille,aile
255,Großvater::N,grand-père,dede
256,Großvater::N,grand-père,büyükbaba
257,Großmutter::N,grand-mère,nine
258,Großmutter::N,grand-mère,büyükanne
259,Eltern::N,parents,ebeveyn
260,Eltern::N,parents,ana baba
261,Vater::N,père,ata
262,Vater::N,père,baba
263,Mutter::N,mère,ana
264,Mutter::N,mère,anne
265,Sohn::N,fils,oğul
266,Tochter::N,fille,kız
267,Tochter::N,fille,kız evlât
268,Bruder::N,frère,abi
269,Bruder::N,frère,erkek kardeş
270,Schwester::N,sœur,abla
271,Schwester::N,sœur,kız kardeş
272,Onkel::N,oncle,dayı
273,Tante::N,tante,hala
274,Tante::N,tante,teyze
275,Ehemann::N,mari,koca
276,Ehemann::N,époux,koca
277,Ehefrau::N,femme,karı
278,Ehefrau::N,épouse,karı
279,Freude::N,joie,neşe
280,Freude::N,joie,sevinç
281,Freude::N,plaisir,neşe
282,Freude::N,plaisir,sevinç
283,Gelächter::N,rires,gülme
284,Gelächter::N,rires,kahkaha
285,Glück::N,bonheur,mutluluk
286,Kummer::N,peine,dert
287,Kummer::N,peine,keder
288,Kummer::N,chagrin,dert
289,Kummer::N,chagrin,keder
290,Wunsch::N,désir,arzu
291,Wunsch::N,désir,istek
292,Lust::N,envie,arzu
293,Lust::N,envie,heves
294,Geist::N,esprit,tin
295,Gedanke::N,idée,fikir
296,Gedanke::N,idée,düşünce
297,Gedanke::N,pensée,fikir
298,Gedanke::N,pensée,düşünce
299,Gedächtnis::N,mémoire,bellek
300,Verstand::N,raison,zekâ
301,Sinn::N,sens,anlam
302,Grund::N,cause,sebep
303,Grund::N,raison,sebep
304,Wahrheit::N,vérité,doğruluk
305,Wahrheit::N,vérité,gerçeklik
306,Gespräch::N,conversation,görüşme
307,Märchen::N,conte,masal
308,Märchen::N,conte de fées,masal
309,Erzählung::N,conte,öykü
310,Erzählung::N,conte,hikâye
311,Erzählung::N,narration,öykü
312,Erzählung::N,narration,hikâye
313,Nachricht::N,message,haber
314,Neuigkeit::N,nouvelle,haber
315,Name::N,nom,ad
316,Name::N,nom,isim
317,Rätsel::N,énigme,bilmece
318,Rätsel::N,devinette,bilmece
319,Rede::N,parole,söylev
320,Rede::N,parole,konuşma
321,Rede::N,discours,söylev
322,Rede::N,discours,konuşma
323,Sprache::N,langue,dil
324,Sprache::N,langue,lisan
325,Sprache::N,langage,dil
326,Sprache::N,langage,lisan
327,Stimme::N,voix,ses
328,Wort::N,mot,kelime
329,Zeichen::N,signe,işaret
330,Ruf::N,cri,çağırma
331,Ruf::N,appel,çağırma
332,Lärm::N,bruit,şamata
333,Lärm::N,bruit,gürültü
334,Laut::N,son,ses
335,Ton::N,ton,ses
336,Lied::N,chant,türkü
337,Lied::N,chanson,türkü
338,Ruhe::N,calme,sakinlik
339,Ruhe::N,tranquillité,sakinlik
340,Leute::N,gens,halk
341,Leute::N,gens,insanlar
342,Volk::N,peuple,ulus
343,Volk::N,peuple,millet
344,Arbeit::N,travail,iş
345,Arbeit::N,travail,çalışma
346,Gast::N,hôte,konuk
347,Gast::N,hôte,misafir
348,Gast::N,invité,konuk
349,Gast::N,invité,misafir
350,Geschenk::N,cadeau,hediye
351,Geschenk::N,cadeau,armağan
352,Geschenk::N,présent,hediye
353,Geschenk::N,présent,armağan
354,Spiel::N,jeu,oyun
355,Gesellschaft::N,compagnie,çevre
356,Gesellschaft::N,compagnie,arkadaşlık
357,Hilfe::N,aide,yardım
358,Hilfe::N,secours,yardım
359,Freund::N,ami,dost
360,Freund::N,ami,arkadaş
361,Kamerad::N,copain,arkadaş
362,Kamerad::N,camarade,arkadaş
363,Angelegenheit::N,affaire,iş
364,Angelegenheit::N,affaire,husus
365,Anzahl::N,nombre,sayı
366,Art::N,sorte,çeşit
367,Art::N,espèce,çeşit
368,Stück::N,morceau,tane
369,Stück::N,morceau,parça
370,Teil::N,part,kısım
371,Teil::N,partie,kısım
372,Hälfte::N,moitié,yarı
373,Kreis::N,cercle,daire
374,Kreuz::N,croix,haç
375,Linie::N,ligne,hat
376,Linie::N,ligne,çizgi
377,Strich::N,trait,çizgi
378,Abstand::N,écart,aralık
379,Entfernung::N,distance,mesafe
380,Entfernung::N,distance,uzaklık
381,Gegend::N,région,yöre
382,Gegend::N,contrée,yöre
383,Platz::N,place,yer
384,Ort::N,lieu,yer
385,Ort::N,endroit,yer
386,Seite::N,côté,yan
387,Seite::N,côté,taraf
388,Mitte::N,milieu,orta
389,Mitte::N,milieu,merkez
390,Gegenstand::N,objet,şey
391,Sache::N,chose,iş
392,Sache::N,chose,şey
393,Rand::N,bord,kenar
394,Kante::N,arête,kenar
395,Ecke::N,coin,köşe
396,Ecke::N,tournant,köşe
397,Spitze::N,cime,uç
398,Spitze::N,cime,baş
399,Spitze::N,pointe,uç
400,Spitze::N,pointe,baş
401,Ende::N,bout,uç
402,Loch::N,trou,oyuk
403,Loch::N,trou,delik
404,Winkel::N,coin,köşe
405,Winkel::N,réduit,köşe
406,Muster::N,dessin,örnek
407,Größe::N,grandeur,büyüklük
408,Länge::N,longueur,uzunluk
409,Höhe::N,hauteur,yükseklik
410,Höhe::N,altitude,yükseklik
411,Gewicht::N,poids,ağırlık
412,Menge::N,quantité,miktar
413,Haufen::N,tas,küme
414,Haufen::N,tas,yığın
415,Reihe::N,file,sıra
416,Reihe::N,rangée,sıra
417,Boot::N,canot,kayık
418,Boot::N,canot,sandal
419,Boot::N,bateau,kayık
420,Boot::N,bateau,sandal
421,Ruder::N,rame,kürek
422,Ruder::N,aviron,kürek
423,Schlitten::N,traîneau,kızak
424,Ski::N,ski,kayak
425,Lagerfeuer::N,feu de camp,kamp ateşi
426,Last::N,charge,yük
427,Last::N,fardeau,yük
428,Gang::N,tour,gidiş
429,Gang::N,tour,yürüyüş
430,Gang::N,marche,gidiş
431,Gang::N,marche,yürüyüş
432,Schritt::N,pas,adım
433,Norden::N,nord,kuzey
434,Süden::N,sud,güney
435,Westen::N,ouest,batı
436,Westen::N,occident,batı
437,Osten::N,est,doğu
438,Osten::N,orient,doğu
439,Holz::N,bois,ağaç
440,Holz::N,bois,tahta
441,Brett::N,planche,tahta
442,Platte::N,plaque,levha
443,Stütze::N,appui,dayak
444,Stütze::N,appui,destek
445,Stütze::N,soutien,dayak
446,Stütze::N,soutien,destek
447,Stange::N,barre,çubuk
448,Stange::N,perche,çubuk
449,Stock::N,canne,sopa
450,Stock::N,canne,değnek
451,Stab::N,bâton,sırık
452,Stab::N,bâton,baston
453,Rohr::N,tube,boru
454,Rohr::N,tuyau,boru
455,Haus::N,maison,ev
456,Heim::N,maison,ev
457,Heim::N,maison,yurt
458,Ofen::N,poêle,soba
459,Fußboden::N,plancher,taban
460,Fußboden::N,plancher,döşeme
461,Tisch::N,table,masa
462,Stuhl::N,chaise,iskemle
463,Stuhl::N,chaise,sandalye
464,Wiege::N,berceau,beşik
465,Bett::N,lit,yatak
466,Regal::N,étagère,raf
467,Kiste::N,caisse,sandık
468,Fenster::N,fenêtre,pencere
469,Tür::N,porte,kapı
470,Tor::N,porte,kapı
471,Tor::N,portail,kapı
472,Zaun::N,clôture,çit
473,Dach::N,toit,dam
474,Dach::N,toit,çatı
475,Leiter::N,échelle,merdiven
476,Besen::N,balai,süpürge
477,Spaten::N,bêche,bel
478,Schaufel::N,pelle,kürek
479,Gabel::N,fourchette,çatal
480,Löffel::N,cuiller,kaşık
481,Messer::N,couteau,bıçak
482,Nagel::N,clou,çivi
483,Netz::N,filet,ağ
484,Haken::N,croc,çengel
485,Haken::N,crochet,çengel
486,Griff::N,prise,kulp
487,Griff::N,prise,tutamak
488,Griff::N,manche,kulp
489,Griff::N,manche,tutamak
490,Schloss::N,serrure,kilit
491,Bild::N,image,imaj
492,Bild::N,image,resim
493,Bild::N,tableau,imaj
494,Bild::N,tableau,resim
495,Figur::N,figure,şekil
496,Figur::N,figure,heykel
497,Puppe::N,poupée,kukla
498,Beutel::N,sac,kese
499,Beutel::N,sac,torba
500,Beutel::N,petit sac,kese
501,Beutel::N,petit sac,torba
502,Bündel::N,paquet,deste
503,Bündel::N,faisceau,deste
504,Tasche::N,sac,çanta
505,Eimer::N,seau,kova
506,Deckel::N,couvercle,kapak
507,Geschirr::N,vaisselle,kap kacak
508,Sack::N,sac,torba
509,Tasse::N,tasse,fincan
510,Topf::N,pot,tencere
511,Topf::N,marmite,tencere
512,Kessel::N,chaudron,kazan
513,Essen::N,repas,yemek
514,Essen::N,manger,yemek
515,Nahrung::N,nourriture,gıda
516,Nahrung::N,nourriture,besin
517,Speise::N,plat,yemek
518,Fleisch::N,viande,et
519,Getreide::N,blé,tahıl
520,Getreide::N,blé,hububat
521,Getreide::N,céréales,tahıl
522,Getreide::N,céréales,hububat
523,Brei::N,purée,ezme
524,Brei::N,bouillie,ezme
525,Brot::N,pain,ekmek
526,Scheibe::N,tranche,dilim
527,Fett::N,graisse,yağ
528,Butter::N,beurre,tereyağı
529,Öl::N,huile,yağ
530,Öl::N,huile,akar yağ
531,Salz::N,sel,tuz
532,Suppe::N,soupe,çorba
533,Suppe::N,potage,çorba
534,Honig::N,miel,bal
535,Milch::N,lait,süt
536,Tee::N,thé,çay
537,Leder::N,cuir,deri
538,Leder::N,cuir,meşin
539,Wolle::N,laine,yün
540,Stoff::N,tissu,kumaş
541,Stoff::N,étoffe,kumaş
542,Nadel::N,aiguille,iğne
543,Faden::N,fil,tire
544,Faden::N,fil,iplik
545,Knopf::N,bouton,düğme
546,Knoten::N,nœud,düğüm
547,Farbe::N,peinture,boya
548,Kleidung::N,vêtements,giyim
549,Kleidung::N,habillement,giyim
550,Hemd::N,chemise,gömlek
551,Kragen::N,col,yaka
552,Ärmel::N,manche,yen
553,Ärmel::N,manche,elbise kolu
554,Hose::N,pantalon,pantolon
555,Gürtel::N,ceinture,kuşak
556,Mütze::N,bonnet,bere
557,Mütze::N,bonnet,kasket
558,Mütze::N,casquette,bere
559,Mütze::N,casquette,kasket
560,Schuh::N,soulier,kundura
561,Schuh::N,soulier,ayakkabı
562,Schuh::N,chaussure,kundura
563,Schuh::N,chaussure,ayakkabı
564,Stiefel::N,botte,çizme
565,Ring::N,bague,yüzük
566,Band::N,ruban,bağ
567,Band::N,ruban,şerit
568,Kamm::N,peigne,tarak
569,Spiegel::N,glace,ayna
570,Spiegel::N,miroir,ayna
571,Riemen::N,lanière,kayış
572,Riemen::N,courroie,kayış
573,Schnur::N,corde,ip
574,Schnur::N,corde,sicim
575,Schnur::N,ficelle,ip
576,Schnur::N,ficelle,sicim
577,Leine::N,laisse,kayış
578,Decke::N,couverture,örtü
579,Decke::N,couverture,yorgan
580,Kissen::N,oreiller,yastık
581,Tuch::N,drap,bez
582,Tuch::N,fichu,bez
583,Handtuch::N,serviette,havlu
584,Handtuch::N,essuie-mains,havlu
585,Kraft::N,force,güç
586,Kraft::N,force,kuvvet
587,Stärke::N,vigueur,kuvvet
588,Gesundheit::N,santé,sağlık
589,Krankheit::N,maladie,hastalık
590,Schmerz::N,douleur,ağrı
591,Schmerz::N,douleur,sancı
592,Wunde::N,plaie,yara
593,Wunde::N,blessure,yara
594,Fieber::N,fièvre,ateş
595,Arznei::N,remède,ilâç
596,Arznei::N,médecine,ilâç
597,Brücke::N,pont,köprü
598,Brunnen::N,puits,kuyu
599,Brunnen::N,puits,çeşme
600,Weide::N,pâturage,otlak
601,Pfad::N,sentier,patika
602,Pfad::N,sentier,keçiyolu
603,Weg::N,voie,yol
604,Weg::N,chemin,yol
605,Straße::N,route,yol
606,Straße::N,route,cadde
607,Dorf::N,village,köy
608,Stadt::N,cité,kent
609,Stadt::N,cité,şehir
610,Stadt::N,ville,kent
611,Stadt::N,ville,şehir
612,Brief::N,lettre,mektup
613,Buch::N,livre,kitap
614,Buchstabe::N,lettre,harf
615,Buchstabe::N,caractère,harf
616,Zeitung::N,journal,gazete
617,Leben::N,vie,hayat
618,Tod::N,mort,ölüm
619,Grab::N,tombe,kabir
620,Kirche::N,église,kilise
621,Sünde::N,péché,günah
622,Gott::N,dieu,tanrı
623,Arbeiter::N,ouvrier,işçi
624,Arbeiter::N,travailleur,işçi
625,Chef::N,chef,şef
626,Chef::N,chef,müdür
627,Chef::N,patron,şef
628,Chef::N,patron,müdür
629,Meister::N,maître,usta
630,Arzt::N,médecin,hekim
631,Arzt::N,médecin,doktor
632,Lehrer::N,professeur,hoca
633,Lehrer::N,professeur,öğretmen
634,Lehrer::N,instituteur,hoca
635,Lehrer::N,instituteur,öğretmen
636,Geld::N,argent,para
637,Geschäft::N,affaire,ticaret
638,Geschäft::N,commerce,ticaret
639,Laden::N,magasin,dükkân
640,Laden::N,boutique,dükkân
641,Preis::N,prix,fiyat
642,Ware::N,marchandise,mal
643,Nutzen::N,profit,fayda
644,Reichtum::N,richesse,servet
645,Reichtum::N,richesse,zenginlik
646,Welt::N,monde,dünya
647,Land::N,pays,ülke
648,Staat::N,État,devlet
649,König::N,roi,kral
650,Macht::N,pouvoir,kudret
651,Macht::N,pouvoir,iktidar
652,Macht::N,puissance,kudret
653,Macht::N,puissance,iktidar
654,Grenze::N,frontière,had
655,Grenze::N,frontière,sınır
656,Krieg::N,guerre,savaş
657,Feind::N,ennemi,düşman
658,Gewalt::N,violence,zor
659,Gewalt::N,violence,cebir
660,Kampf::N,lutte,savaş
661,Kampf::N,combat,savaş
662,Bogen[Waffe]::N,arc,yay
663,Pfeil::N,flèche,ok
664,Gewehr::N,fusil,tüfek
665,Fehler::N,faute,hata
666,Fehler::N,faute,yanlış
667,Fehler::N,erreur,hata
668,Fehler::N,erreur,yanlış
669,Lüge::N,mensonge,yalan
670,Schaden::N,dégât,zarar
671,Schaden::N,dommage,zarar
672,Unglück::N,malheur,felâket
673,Unglück::N,malheur,talihsizlik
674,Schuld::N,faute,suç
675,Schuld::N,faute,kabahat
676,Schuld::N,culpabilité,suç
677,Schuld::N,culpabilité,kabahat
678,Alter::N,âge,yaş
679,Schluss::N,fin,son
680,Zeit::N,temps,zaman
681,Tag::N,jour,gün
682,Tag::N,journée,gün
683,Morgen::N,matin,sabah
684,Morgen::N,matinée,sabah
685,Mittag::N,midi,öğle
686,Abend::N,soir,akşam
687,Abend::N,soirée,akşam
688,Nacht::N,nuit,gece
689,Woche::N,semaine,hafta
690,Monat::N,mois,ay
691,Jahr::N,an,yıl
692,Jahr::N,an,sene
693,Jahr::N,année,yıl
694,Jahr::N,année,sene
695,Frühling::N,printemps,ilkbahar
696,Sommer::N,été,yaz
697,Herbst::N,automne,güz
698,Herbst::N,automne,sonbahar
699,Winter::N,hiver,kış
700,Januar::N,janvier,ocak
701,Februar::N,février,şubat
702,März::N,mars,mart
703,April::N,avril,nisan
704,Mai::N,mai,mayıs
705,Juni::N,juin,haziran
706,Juli::N,juillet,temmuz
707,August::N,août,ağustos
708,September::N,septembre,eylül
709,Oktober::N,octobre,ekim
710,November::N,novembre,kasım
711,Dezember::N,décembre,aralık
712,Montag::N,lundi,pazartesi
713,Dienstag::N,mardi,salı
714,Mittwoch::N,mercredi,çarşamba
715,Donnerstag::N,jeudi,perşembe
716,Freitag::N,vendredi,cuma
717,Samstag::N,samedi,cumartesi
718,Sonntag::N,dimanche,pazar
719,groß::A,grand,büyük
720,klein::A,petit,ufak
721,klein::A,petit,küçük
722,lang::A,long,uzun
723,kurz::A,court,kısa
724,breit::A,large,enli
725,breit::A,large,geniş
726,schmal::A,étroit,dar
727,dicht::A,dense,sık
728,dicht::A,dense,yoğun
729,dick[Gegenstand]::A,épais,kalın
730,dick[Gegenstand]::A,épais,iri
731,dünn::A,mince,ince
732,fein::A,fin,ince
733,fein::A,fin,narin
734,fein::A,menu,ince
735,fein::A,menu,narin
736,fest::A,ferme,sabit
737,fest::A,ferme,sağlam
738,fest::A,solide,sabit
739,fest::A,solide,sağlam
740,flach::A,plat,düz
741,flach::A,plat,yassı
742,glatt::A,poli,düz
743,glatt::A,lisse,düz
744,hart::A,dur,katı
745,weich::A,mou,yumuşak
746,rund::A,rond,yuvarlak
747,spitz::A,aigu,sivri
748,spitz::A,pointu,sivri
749,scharf::A,tranchant,keskin
750,stumpf::A,mousse,kör
751,stumpf::A,émoussé,kör
752,schwer::A,lourd,ağır
753,schwer::A,pesant,ağır
754,schön::A,beau,güzel
755,heiß::A,chaud,kızgın
756,heiß::A,très chaud,kızgın
757,warm::A,chaud,sıcak
758,kalt::A,froid,soğuk
759,kühl::A,frais,serin
760,frisch::A,frais,taze
761,feucht::A,humide,nemli
762,feucht::A,humide,rutubetli
763,nass::A,mouillé,yaş
764,nass::A,mouillé,ıslak
765,trocken::A,sec,kuru
766,voll::A,plein,dolu
767,voll::A,plein,dolmuş
768,voll::A,rempli,dolu
769,voll::A,rempli,dolmuş
770,leer::A,vide,boş
771,offen::A,ouvert,açık
772,geschlossen::A,clos,kapalı
773,geschlossen::A,fermé,kapalı
774,sauber::A,net,pak
775,sauber::A,net,temiz
776,sauber::A,propre,pak
777,sauber::A,propre,temiz
778,schmutzig::A,sale,pis
779,schmutzig::A,sale,kirli
780,schmutzig::A,crasseux,pis
781,schmutzig::A,crasseux,kirli
782,roh::A,cru,çiğ
783,roh::A,brut,çiğ
784,reif::A,mûr,olgun
785,lecker::A,délicieux,lezzetli
786,lecker::A,appétissant,lezzetli
787,süß::A,doux,tatlı
788,süß::A,doux,şekerli
789,bitter::A,amer,acı
790,sauer::A,aigre,ekşi
791,hell::A,clair,aydınlık
792,dunkel::A,sombre,karanlık
793,schwarz::A,noir,kara
794,schwarz::A,noir,siyah
795,weiß::A,blanc,ak
796,weiß::A,blanc,beyaz
797,rot::A,rouge,kırmızı
798,gelb::A,jaune,sarı
799,blau::A,bleu,mavi
800,grün::A,vert,yeşil
801,grau::A,gris,boz
802,bunt::A,multicolore,renkli
803,billig::A,bon marché,ucuz
804,teuer::A,cher,pahalı
805,wertvoll::A,précieux,değerli
806,blind::A,aveugle,kör
807,taub::A,sourd,sağır
808,kräftig::A,fort,dinç
809,kräftig::A,fort,kuvvetli
810,kräftig::A,vigoureux,dinç
811,kräftig::A,vigoureux,kuvvetli
812,stark::A,fort,güçlü
813,stark::A,fort,kuvvetli
814,stark::A,puissant,güçlü
815,stark::A,puissant,kuvvetli
816,schwach::A,faible,zayıf
817,schwach::A,faible,güçsüz
818,fett::A,gras,şişman
819,schlank::A,svelte,narin
820,hübsch::A,joli,güzel
821,hübsch::A,joli,sevimli
822,böse::A,mauvais,kötü
823,dumm::A,sot,aptal
824,dumm::A,bête,aptal
825,faul::A,fainéant,tembel
826,faul::A,paresseux,tembel
827,fleißig::A,appliqué,çalışkan
828,geizig::A,avare,cimri
829,klug::A,intelligent,zekî
830,klug::A,intelligent,akıllı
831,geschickt::A,habile,becerikli
832,lieb::A,cher,sevimli
833,lieb::A,gentil,sevimli
834,lustig::A,gai,neşeli
835,lustig::A,joyeux,neşeli
836,sanft::A,doux,nazik
837,hungrig::A,affamé,aç
838,krank::A,malade,hasta
839,krank::A,malade,rahatsız
840,nackt::A,nu,çıplak
841,traurig::A,triste,kederli
842,traurig::A,triste,üzüntülü
843,lebendig::A,vivant,canlı
844,gut::A,bon,iyi
845,schlecht::A,mauvais,kötü
846,richtig::A,juste,doğru
847,richtig::A,correct,doğru
848,schlimm::A,grave,kötü
849,schlimm::A,mauvais,kötü
850,wahr::A,vrai,doğru
