,Concept_ID,en,he
859,fliehen::V,flee,ברח
860,flüchten::V,escape,נמלט
861,sehen::V,see,ראה
862,anschauen::V,look at,הביט
863,ansehen::V,watch,התבונן
864,hören::V,hear,שמע
865,zuhören::V,listen,הקשיב
866,probieren::V,taste,נסה
867,riechen::V,smell,הריח
868,fühlen::V,feel,חש
869,scheinen::V,seem,נדמה
870,zu sehen sein::V,show,נראה
871,vernehmen::V,hear,נודע ל
872,frieren::V,be cold,קר ל
873,tun::V,do,פעל
874,können::V,can,יכל
875,wollen::V,want,רצה
876,anfangen::V,start,התחיל
877,beenden::V,finish,גמר
878,aufhören::V,stop,סים
879,gelingen::V,succeed,הצליח
880,geraten::V,turn out,עלה
881,öffnen::V,open,פתח
882,schließen::V,close,סגר
883,stellen::V,put,העמיד
884,setzen::V,place,הושיב
885,legen::V,lay,שם
886,berühren::V,touch,נגע
887,verbinden::V,connect,קשר
888,bedecken::V,cover,כסה
889,aufhängen::V,hang up,תלה
890,anzünden::V,light,הצית
891,aufheben::V,pick up,אסף
892,zurücklassen::V,leave,השאיר
893,verlieren::V,lose,אבד
894,fallen lassen::V,drop,שמט
895,fallen lassen::V,drop,הפיל
896,machen::V,make,עשה
897,herstellen::V,produce,יצר
898,bauen::V,build,בנה
899,reparieren::V,mend,תקן
900,verbessern::V,improve,שפר
901,ändern::V,alter,שנה
902,graben::V,dig,חפר
903,beugen::V,bow,כפף
904,biegen::V,bend,כופף
905,drehen::V,spin,סובב
906,wenden::V,turn,הפך
907,umdrehen::V,turn around,סובב
908,heben::V,raise,הרים
909,hochheben::V,lift,הרים
910,ergreifen::V,seize,אחז
911,halten::V,hold,החזיק
912,drücken::V,press,לחץ
913,schieben::V,push,הזיז
914,kratzen::V,scrape,שרט
915,kratzen::V,scrape,שפשף
916,lecken::V,lick,לקק
917,beißen::V,bite,נשך
918,abreißen::V,tear off,קרע
919,abschneiden::V,cut off,חתך
920,binden::V,tie,קשר
921,stecken::V,stick,תקע
922,brechen::V,break,שבר
923,klopfen::V,knock,נקש
924,hauen::V,hit,הכה
925,kleben::V,glue,הדביק
926,reiben::V,rub,שפשף
927,streichen::V,spread,מרח
928,schleifen::V,grind,השחיז
929,schneiden::V,cut,גזר
930,rütteln::V,jolt,נענע
931,schütteln::V,shake,נער
932,schwenken::V,swing,נופף
933,schwenken::V,swing,טלטל
934,schütten::V,pour,שפך
935,füllen::V,fill,מלא
936,einwickeln::V,wrap,עטף
937,tragen::V,carry,נשא
938,schleppen::V,drag,סחב
939,ziehen::V,pull,משך
940,aufbewahren::V,keep,שמר
941,werfen::V,throw,זרק
942,fangen::V,catch,תפס
943,packen::V,grab,אחז
944,verstecken::V,hide,החביא
945,teilen::V,divide,חלק
946,schicken::V,send,שלח
947,bringen::V,bring,הביא
948,hinzufügen::V,add,הוסיף
949,bekommen::V,get,תפס
950,erhalten::V,receive,קבל
951,nehmen::V,take,אחז
952,wählen::V,choose,בחר
953,auswählen::V,select,בחר ב
954,bewahren::V,preserve,קים
955,behindern::V,hinder,מנע
956,verderben::V,spoil,מנע
957,beschädigen::V,damage,הזיק
958,zerbrechen::V,break,נשבר
959,zerreißen::V,tear,קרע
960,zerstören::V,destroy,הרס
961,zerstören::V,destroy,השמיד
962,verbrennen::V,burn,שרף
963,geben::V,give,נתן
964,reichen::V,hand,העביר
965,schenken::V,give,נתן במתנה
966,versprechen::V,promise,הבטיח
967,wünschen::V,wish,אחל
968,loben::V,praise,שבח
969,küssen::V,kiss,נשק
970,wiegen::V,rock,נדנד
971,zudecken::V,cover,כסה
972,wecken::V,wake,עורר
973,zeigen::V,show,הראה
974,führen::V,guide,הביא
975,führen::V,guide,הוביל
976,lehren::V,teach,למד
977,unterrichten::V,instruct,למד
978,aufziehen::V,bring up,רומם
979,leiten::V,lead,נהל
980,antreiben::V,urge,המרץ
981,lassen::V,let,נתן
982,einladen::V,invite,הזמין
983,vereinigen::V,unite,אחד
984,vereinigen::V,unite,לכד
985,besuchen::V,visit,בקר
986,treffen::V,meet,פגש
987,sich versammeln::V,assemble,התאסף
988,spielen::V,play,שחק
989,singen::V,sing,שר
990,tanzen::V,dance,רקד
991,sich trennen::V,separate,נפרד
992,verlassen::V,leave,עזב
993,retten::V,rescue,הציל
994,bewachen::V,guard,שמר
995,schützen::V,protect,אבטח
996,verteidigen::V,defend,הגן
997,sich schlagen::V,brawl,התכתש
998,schießen::V,shoot,ירה
999,siegen::V,win,גבר
1000,siegen::V,win,נצח
1001,ärgern::V,annoy,עצבן
1002,schlagen::V,beat,הכה
1003,schlagen::V,beat,הלקה
1004,treten::V,kick,בעט
1005,stechen::V,sting,דקר
1006,stoßen::V,shove,דחק
1007,stehlen::V,steal,גנב
1008,stören::V,disturb,קטע
1009,stören::V,disturb,הפריע
1010,belästigen::V,bother,הציק
1011,belästigen::V,bother,הטריד
1012,verbergen::V,conceal,הצניע
1013,täuschen::V,deceive,שגע
1014,betrügen::V,cheat,הונה
1015,töten::V,kill,הרג
1016,wohnen::V,dwell,גר
1017,arbeiten::V,work,עבד
1018,sammeln::V,gather,אסף
1019,pflücken::V,pick,קטף
1020,jagen::V,hunt,צד
1021,fischen::V,fish,דג
1022,fassen::V,catch,תפס
1023,hüten::V,herd,רעה
1024,treiben::V,drive,הוציא
1025,anbinden::V,tie up,קשר
1026,füttern::V,feed,הלעיט
1027,melken::V,milk,חלב
1028,hacken::V,chop,קצץ
1029,gießen::V,water,השקה
1030,reifen::V,ripen,בשל
1031,zubereiten::V,cook,הכין
1032,kochen::V,boil,בשל
1033,backen::V,bake,אפה
1034,braten::V,fry,צלה
1035,braten::V,fry,טגן
1036,umrühren::V,stir,ערבב
1037,stricken::V,knit,סרג
1038,nähen::V,sew,תפר
1039,färben::V,dye,צבע
1040,reinigen::V,clean,נקה
1041,waschen::V,wash,רחץ
1042,waschen::V,wash,כבס
1043,abwischen::V,wipe,נגב
1044,spülen::V,rinse,שטף
1045,fegen::V,sweep,טאטא
1046,kehren::V,sweep,טאטא
1047,baden::V,bath,טבל
1048,baden::V,bath,שחה
1049,sich waschen::V,wash,התרחץ
1050,ausziehen::V,take off,הוריד
1051,anziehen::V,put on,לבש
1052,sich anziehen::V,get dressed,התלבש
1053,kämmen::V,comb,סרק
1054,schmücken::V,decorate,קשט
1055,sagen::V,say,אמר
1056,sprechen::V,speak,דבר
1057,reden::V,talk,דבר
1058,sich unterhalten::V,chat,שוחח
1059,fragen::V,ask,שאל
1060,bitten::V,request,בקש
1061,erzählen::V,tell,ספר
1062,mitteilen::V,convey,מסר
1063,mitteilen::V,convey,הודיע
1064,nennen::V,name,קרא בשם
1065,rufen::V,call,גיס
1066,rufen::V,call,הזמין לבוא
1067,prahlen::V,brag,התרברב
1068,übersetzen::V,translate,תרגם
1069,denken::V,think,חשב
1070,glauben::V,believe,האמין
1071,bemerken::V,notice,הבחין
1072,erkennen::V,recognize,זהה
1073,begreifen::V,grasp,קלט
1074,begreifen::V,grasp,הבין
1075,verstehen::V,understand,הבין
1076,lernen::V,learn,למד
1077,wissen::V,know,ידע
1078,sich erinnern an::V,remember,זכר
1079,vergessen::V,forget,שכח
1080,messen::V,measure,מדד
1081,zählen::V,count,ספר
1082,rechnen::V,calculate,חשב
1083,lesen::V,read,קרא
1084,malen::V,paint,ציר
1085,zeichnen::V,draw,שרטט
1086,schreiben::V,write,כתב
1087,besitzen::V,own,היה בעל של
1088,kaufen::V,buy,קנה
1089,kaufen::V,buy,רכש
1090,verkaufen::V,sell,מכר
1091,bezahlen::V,pay for,שלם
1092,zahlen::V,pay,שלם
1093,beherrschen::V,rule,שלט
1094,ertragen::V,endure,סבל
