,Concept_ID,ga,ga
182,Meer::N,farraige,farraige
183,Bucht::N,bá,bá
184,Bucht::N,bá,cuan
185,Bucht::N,cuan,bá
186,Bucht::N,cuan,cuan
187,Insel::N,inis,inis
188,Insel::N,inis,oileán
189,Insel::N,oileán,inis
190,Insel::N,oileán,oileán
191,Blume::N,bláth,bláth
192,Gras::N,féar,féar
193,Wurzel::N,rúta,rúta
194,Wurzel::N,rúta,fréamh
195,Wurzel::N,fréamh,rúta
196,Wurzel::N,fréamh,fréamh
197,Baum::N,crann,crann
198,Stamm::N,stoc,stoc
199,Stamm::N,stoc,tamhan
200,Stamm::N,tamhan,stoc
201,Stamm::N,tamhan,tamhan
202,Rinde::N,coirt,coirt
203,Rinde::N,coirt,craiceann
204,Rinde::N,craiceann,coirt
205,Rinde::N,craiceann,craiceann
206,Ast::N,géag,géag
207,Zweig::N,géag,géag
208,Zweig::N,géag,craobh
209,Zweig::N,craobh,géag
210,Zweig::N,craobh,craobh
211,Blatt::N,duille,duille
212,Blatt::N,duille,duilleog
213,Blatt::N,duilleog,duille
214,Blatt::N,duilleog,duilleog
215,Birke::N,beith,beith
216,Birke::N,beith,crann beithe
217,Birke::N,crann beithe,beith
218,Birke::N,crann beithe,crann beithe
219,Kiefer[Baum]::N,péine,péine
220,Weide[Baum]::N,saileach,saileach
221,Tanne::N,giúis,giúis
222,Horn::N,adharc,adharc
223,Feder::N,cleite,cleite
224,Fell::N,clúmh,clúmh
225,Flügel::N,eite,eite
226,Flügel::N,eite,sciathán
227,Flügel::N,sciathán,eite
228,Flügel::N,sciathán,sciathán
229,Klaue::N,crúb,crúb
230,Klaue::N,crúb,crobh
231,Klaue::N,crobh,crúb
232,Klaue::N,crobh,crobh
233,Kralle::N,crobh,crobh
234,Schwanz::N,eireaball,eireaball
235,Ei::N,ubh,ubh
236,Nest::N,nead,nead
237,Bau::N,brocais,brocais
238,Tier::N,ainmhí,ainmhí
239,Tier::N,ainmhí,beithíoch
240,Tier::N,beithíoch,ainmhí
241,Tier::N,beithíoch,beithíoch
242,Herde::N,tréad,tréad
243,Kuh::N,bó,bó
244,Bulle::N,tarbh,tarbh
245,Pferd::N,each,each
246,Pferd::N,each,capall
247,Pferd::N,capall,each
248,Pferd::N,capall,capall
249,Schaf::N,caora,caora
250,Schwein::N,muc,muc
251,Hund::N,madra,madra
252,Katze::N,cat,cat
253,Bär::N,béar,béar
254,Eichhörnchen::N,iora,iora
255,Elch::N,eilc,eilc
256,Fuchs::N,sionnach,sionnach
257,Fuchs::N,sionnach,madra rua
258,Fuchs::N,madra rua,sionnach
259,Fuchs::N,madra rua,madra rua
260,Hase::N,giorria,giorria
261,Maus::N,luch,luch
262,Wolf::N,mac tíre,mac tíre
263,Vogel::N,éan,éan
264,Schwarm::N,saithe,saithe
265,Huhn::N,cearc,cearc
266,Hahn::N,coileach,coileach
267,Gans::N,gé,gé
268,Adler::N,iolar,iolar
269,Ente::N,lacha,lacha
270,Eule::N,ulchabhán,ulchabhán
271,Kranich::N,grús,grús
272,Krähe::N,caróg,caróg
273,Krähe::N,caróg,préachán
274,Krähe::N,préachán,caróg
275,Krähe::N,préachán,préachán
276,Kuckuck::N,cuach,cuach
277,Schwan::N,eala,eala
278,Fisch::N,iasc,iasc
279,Barsch::N,péirse,péirse
280,Hecht::N,liús,liús
281,Schlange[Tier]::N,nathair,nathair
282,Wurm::N,péist,péist
283,Spinne::N,damhán alla,damhán alla
284,Ameise::N,seangán,seangán
285,Laus::N,míol,míol
286,Mücke::N,muiscít,muiscít
287,Mücke::N,muiscít,corrmhíol
288,Mücke::N,corrmhíol,muiscít
289,Mücke::N,corrmhíol,corrmhíol
290,Fliege::N,cuil,cuil
291,Fliege::N,cuil,cuileog
292,Fliege::N,cuileog,cuil
293,Fliege::N,cuileog,cuileog
294,Schmetterling::N,féileacán,féileacán
295,Beere::N,caor,caor
296,Apfel::N,úll,úll
297,Pilz::N,beacán,beacán
298,Pilz::N,beacán,muisiriún
299,Pilz::N,muisiriún,beacán
300,Pilz::N,muisiriún,muisiriún
301,Zwiebel::N,oinniún,oinniún
302,Saat::N,síol,síol
303,Korn::N,gráinne,gráinne
304,Heu::N,féar,féar
305,Schale::N,scaimh,scaimh
306,Grube::N,poll,poll
307,Falle::N,gaiste,gaiste
308,Schlinge::N,sealán,sealán
309,Spur::N,rian,rian
310,Asche::N,luaith,luaith
311,Dreck::N,salachar,salachar
312,Eisen::N,iarann,iarann
313,Gold::N,ór,ór
314,Silber::N,airgead,airgead
315,Kohle::N,gual,gual
316,Glas::N,gloine,gloine
317,Lehm::N,cré,cré
318,Sand::N,gaineamh,gaineamh
319,Mensch::N,duine,duine
320,Mann::N,fear,fear
321,Frau::N,bean,bean
322,Kind::N,gasúr,gasúr
323,Kind::N,gasúr,páiste
324,Kind::N,páiste,gasúr
325,Kind::N,páiste,páiste
326,Junge::N,buachaill,buachaill
327,Mädchen::N,cailín,cailín
328,Familie::N,teaghlach,teaghlach
329,Familie::N,teaghlach,comhluadar
330,Familie::N,comhluadar,teaghlach
331,Familie::N,comhluadar,comhluadar
332,Großvater::N,seanathair,seanathair
333,Großmutter::N,seanmháthair,seanmháthair
334,Eltern::N,tuismitheoirí,tuismitheoirí
335,Vater::N,athair,athair
336,Mutter::N,máthair,máthair
337,Sohn::N,mac,mac
338,Tochter::N,iníon,iníon
339,Bruder::N,deartháir,deartháir
340,Schwester::N,deirfiúr,deirfiúr
341,Onkel::N,uncail,uncail
342,Tante::N,aintín,aintín
343,Ehemann::N,fear céile,fear céile
344,Ehefrau::N,bean chéile,bean chéile
345,Freude::N,áthas,áthas
346,Gelächter::N,gáire,gáire
347,Glück::N,séan,séan
348,Glück::N,séan,sonas
349,Glück::N,sonas,séan
350,Glück::N,sonas,sonas
351,Kummer::N,brón,brón
352,Kummer::N,brón,buairt
353,Kummer::N,buairt,brón
354,Kummer::N,buairt,buairt
355,Wunsch::N,guí,guí
356,Wunsch::N,guí,achainí
357,Wunsch::N,achainí,guí
358,Wunsch::N,achainí,achainí
359,Lust::N,fonn,fonn
360,Geist::N,meon,meon
361,Geist::N,meon,spiorad
362,Geist::N,spiorad,meon
363,Geist::N,spiorad,spiorad
364,Gedanke::N,smaoineamh,smaoineamh
365,Gedächtnis::N,cuimhne,cuimhne
366,Verstand::N,ciall,ciall
367,Verstand::N,ciall,intinn
368,Verstand::N,intinn,ciall
369,Verstand::N,intinn,intinn
370,Sinn::N,brí,brí
371,Sinn::N,brí,ciall
372,Sinn::N,ciall,brí
373,Sinn::N,ciall,ciall
374,Grund::N,fáth,fáth
375,Wahrheit::N,fírinne,fírinne
376,Gespräch::N,comhrá,comhrá
377,Märchen::N,scéal,scéal
378,Erzählung::N,scéal,scéal
379,Nachricht::N,teachtaireacht,teachtaireacht
380,Neuigkeit::N,scéala,scéala
381,Name::N,ainm,ainm
382,Rätsel::N,tomhas,tomhas
383,Rede::N,óráid,óráid
384,Rede::N,óráid,aitheasc
385,Rede::N,aitheasc,óráid
386,Rede::N,aitheasc,aitheasc
387,Sprache::N,teanga,teanga
388,Stimme::N,guth,guth
389,Wort::N,focal,focal
390,Zeichen::N,comhartha,comhartha
391,Ruf::N,glaoch,glaoch
392,Lärm::N,torann,torann
393,Laut::N,fuaim,fuaim
394,Ton::N,ton,ton
395,Lied::N,amhrán,amhrán
396,Ruhe::N,suaimhneas,suaimhneas
397,Leute::N,muintir,muintir
398,Volk::N,pobal,pobal
399,Arbeit::N,obair,obair
400,Gast::N,aoi,aoi
401,Geschenk::N,féirín,féirín
402,Geschenk::N,féirín,bronntanas
403,Geschenk::N,bronntanas,féirín
404,Geschenk::N,bronntanas,bronntanas
405,Spiel::N,cluiche,cluiche
406,Gesellschaft::N,comhluadar,comhluadar
407,Hilfe::N,cúnamh,cúnamh
408,Hilfe::N,cúnamh,cabhair
409,Hilfe::N,cabhair,cúnamh
410,Hilfe::N,cabhair,cabhair
411,Freund::N,cara,cara
412,Kamerad::N,comrádaí,comrádaí
413,Angelegenheit::N,ábhar,ábhar
414,Anzahl::N,líon,líon
415,Art::N,sórt,sórt
416,Art::N,sórt,saghas
417,Art::N,saghas,sórt
418,Art::N,saghas,saghas
419,Stück::N,píosa,píosa
420,Teil::N,cuid,cuid
421,Teil::N,cuid,páirt
422,Teil::N,páirt,cuid
423,Teil::N,páirt,páirt
424,Hälfte::N,leath,leath
425,Kreis::N,ciorcal,ciorcal
426,Kreuz::N,cros,cros
427,Linie::N,líne,líne
428,Strich::N,stríoc,stríoc
429,Abstand::N,achar,achar
430,Entfernung::N,fad,fad
431,Gegend::N,ceantar,ceantar
432,Platz::N,áit,áit
433,Platz::N,áit,spás
434,Platz::N,spás,áit
435,Platz::N,spás,spás
436,Ort::N,áit,áit
437,Seite::N,taobh,taobh
438,Mitte::N,lár,lár
439,Gegenstand::N,ball,ball
440,Gegenstand::N,ball,ábhar
441,Gegenstand::N,ábhar,ball
442,Gegenstand::N,ábhar,ábhar
443,Sache::N,ní,ní
444,Sache::N,ní,rud
445,Sache::N,rud,ní
446,Sache::N,rud,rud
447,Rand::N,imeall,imeall
448,Rand::N,imeall,ciumhais
449,Rand::N,ciumhais,imeall
450,Rand::N,ciumhais,ciumhais
451,Kante::N,corr,corr
452,Kante::N,corr,colbha
453,Kante::N,colbha,corr
454,Kante::N,colbha,colbha
455,Ecke::N,coirnéal,coirnéal
456,Spitze::N,gob,gob
457,Spitze::N,gob,barr
458,Spitze::N,barr,gob
459,Spitze::N,barr,barr
460,Ende::N,ceann,ceann
461,Ende::N,ceann,foirceann
462,Ende::N,foirceann,ceann
463,Ende::N,foirceann,foirceann
464,Loch::N,poll,poll
465,Winkel::N,cúinne,cúinne
466,Winkel::N,cúinne,uillinn
467,Winkel::N,uillinn,cúinne
468,Winkel::N,uillinn,uillinn
469,Muster::N,patrún,patrún
470,Größe::N,méid,méid
471,Größe::N,méid,toise
472,Größe::N,toise,méid
473,Größe::N,toise,toise
474,Länge::N,fad,fad
475,Höhe::N,airde,airde
476,Gewicht::N,meáchan,meáchan
477,Menge::N,méid,méid
478,Haufen::N,cnap,cnap
479,Reihe::N,líne,líne
480,Reihe::N,líne,sraith
481,Reihe::N,sraith,líne
482,Reihe::N,sraith,sraith
483,Boot::N,bád,bád
484,Ruder::N,rámh,rámh
485,Ruder::N,rámh,maide rámha
486,Ruder::N,maide rámha,rámh
487,Ruder::N,maide rámha,maide rámha
488,Schlitten::N,carr sleamhnáin,carr sleamhnáin
489,Ski::N,scí,scí
490,Lagerfeuer::N,tine champa,tine champa
491,Last::N,ualach,ualach
492,Gang::N,siúlóid,siúlóid
493,Schritt::N,céim,céim
494,Schritt::N,céim,coiscéim
495,Schritt::N,coiscéim,céim
496,Schritt::N,coiscéim,coiscéim
497,Norden::N,tuaisceart,tuaisceart
498,Süden::N,deisceart,deisceart
499,Westen::N,iarthar,iarthar
500,Osten::N,oirthear,oirthear
501,Holz::N,adhmad,adhmad
502,Brett::N,clár,clár
503,Platte::N,leac,leac
504,Stütze::N,taca,taca
505,Stange::N,polla,polla
506,Stange::N,polla,cuaille
507,Stange::N,cuaille,polla
508,Stange::N,cuaille,cuaille
509,Stock::N,bata,bata
510,Stock::N,bata,maide
511,Stock::N,maide,bata
512,Stock::N,maide,maide
513,Stab::N,maide,maide
514,Stab::N,maide,bachall
515,Stab::N,bachall,maide
516,Stab::N,bachall,bachall
517,Rohr::N,píopa,píopa
518,Haus::N,teach,teach
519,Heim::N,baile,baile
520,Ofen::N,sornóg,sornóg
521,Fußboden::N,urlár,urlár
522,Tisch::N,bord,bord
523,Tisch::N,bord,tábla
524,Tisch::N,tábla,bord
525,Tisch::N,tábla,tábla
526,Stuhl::N,cathaoir,cathaoir
527,Wiege::N,cliabhán,cliabhán
528,Bett::N,leaba,leaba
529,Regal::N,seilf,seilf
530,Kiste::N,bosca,bosca
531,Fenster::N,fuinneoig,fuinneoig
532,Tür::N,doras,doras
533,Tor::N,geata,geata
534,Zaun::N,fál,fál
535,Zaun::N,fál,claí
536,Zaun::N,claí,fál
537,Zaun::N,claí,claí
538,Dach::N,díon,díon
539,Leiter::N,dréimire,dréimire
540,Besen::N,scuab,scuab
541,Spaten::N,spád,spád
542,Spaten::N,spád,rámhainn
543,Spaten::N,rámhainn,spád
544,Spaten::N,rámhainn,rámhainn
545,Schaufel::N,sluasaid,sluasaid
546,Gabel::N,forc,forc
547,Gabel::N,forc,gabhlóg
548,Gabel::N,gabhlóg,forc
549,Gabel::N,gabhlóg,gabhlóg
550,Löffel::N,spúnóg,spúnóg
551,Messer::N,scian,scian
552,Nagel::N,tairne,tairne
553,Netz::N,líon,líon
554,Netz::N,líon,eangach
555,Netz::N,eangach,líon
556,Netz::N,eangach,eangach
557,Haken::N,croch,croch
558,Griff::N,cos,cos
559,Griff::N,cos,hanla
560,Griff::N,hanla,cos
561,Griff::N,hanla,hanla
562,Schloss::N,glas,glas
563,Bild::N,pictiúr,pictiúr
564,Figur::N,fíor,fíor
565,Puppe::N,bábóg,bábóg
566,Beutel::N,mála,mála
567,Beutel::N,mála,mealbhóg
568,Beutel::N,mealbhóg,mála
569,Beutel::N,mealbhóg,mealbhóg
570,Bündel::N,beart,beart
571,Tasche::N,mála,mála
572,Eimer::N,buicéad,buicéad
573,Deckel::N,clár,clár
574,Deckel::N,clár,claibín
575,Deckel::N,claibín,clár
576,Deckel::N,claibín,claibín
577,Geschirr::N,soithí,soithí
578,Geschirr::N,soithí,gréithe
579,Geschirr::N,gréithe,soithí
580,Geschirr::N,gréithe,gréithe
581,Sack::N,sac,sac
582,Sack::N,sac,mála
583,Sack::N,mála,sac
584,Sack::N,mála,mála
585,Tasse::N,cupán,cupán
586,Topf::N,pota,pota
587,Kessel::N,citeal,citeal
588,Essen::N,béile,béile
589,Nahrung::N,bia,bia
590,Speise::N,mias,mias
591,Fleisch::N,feoil,feoil
592,Getreide::N,grán,grán
593,Getreide::N,grán,arbhar
594,Getreide::N,arbhar,grán
595,Getreide::N,arbhar,arbhar
596,Brei::N,brúitín,brúitín
597,Brot::N,arán,arán
598,Scheibe::N,píosa,píosa
599,Scheibe::N,píosa,slisne
600,Scheibe::N,slisne,píosa
601,Scheibe::N,slisne,slisne
602,Fett::N,saill,saill
603,Fett::N,saill,méathras
604,Fett::N,méathras,saill
605,Fett::N,méathras,méathras
606,Butter::N,im,im
607,Öl::N,ola,ola
608,Salz::N,salann,salann
609,Suppe::N,sú,sú
610,Suppe::N,sú,anraith
611,Suppe::N,anraith,sú
612,Suppe::N,anraith,anraith
613,Honig::N,mil,mil
614,Milch::N,bainne,bainne
615,Tee::N,tae,tae
616,Leder::N,leathar,leathar
617,Wolle::N,olann,olann
618,Stoff::N,éadach,éadach
619,Nadel::N,snáthaid,snáthaid
620,Faden::N,snáth,snáth
621,Knopf::N,cnaipe,cnaipe
622,Knoten::N,snaidhm,snaidhm
623,Farbe::N,péint,péint
624,Kleidung::N,éadaí,éadaí
625,Hemd::N,léine,léine
626,Kragen::N,bóna,bóna
627,Ärmel::N,muinchille,muinchille
628,Hose::N,bríste,bríste
629,Hose::N,bríste,treabhsar
630,Hose::N,treabhsar,bríste
631,Hose::N,treabhsar,treabhsar
632,Gürtel::N,crios,crios
633,Mütze::N,caipín,caipín
634,Schuh::N,bróg,bróg
635,Stiefel::N,buatais,buatais
636,Ring::N,fáinne,fáinne
637,Band::N,ribín,ribín
638,Kamm::N,cíor,cíor
639,Spiegel::N,scáthán,scáthán
640,Riemen::N,iall,iall
641,Riemen::N,iall,strapa
642,Riemen::N,strapa,iall
643,Riemen::N,strapa,strapa
644,Schnur::N,téad,téad
645,Schnur::N,téad,sreangán
646,Schnur::N,sreangán,téad
647,Schnur::N,sreangán,sreangán
648,Leine::N,iall,iall
649,Decke::N,pluid,pluid
650,Decke::N,pluid,blaincéad
651,Decke::N,blaincéad,pluid
652,Decke::N,blaincéad,blaincéad
653,Kissen::N,piliúr,piliúr
654,Kissen::N,piliúr,adhartán
655,Kissen::N,adhartán,piliúr
656,Kissen::N,adhartán,adhartán
657,Tuch::N,scaif,scaif
658,Handtuch::N,tuáille,tuáille
659,Kraft::N,fórsa,fórsa
660,Stärke::N,neart,neart
661,Gesundheit::N,sláinte,sláinte
662,Krankheit::N,tinneas,tinneas
663,Krankheit::N,tinneas,breoiteacht
664,Krankheit::N,breoiteacht,tinneas
665,Krankheit::N,breoiteacht,breoiteacht
666,Schmerz::N,pian,pian
667,Wunde::N,goin,goin
668,Fieber::N,fiabhras,fiabhras
669,Arznei::N,cógas,cógas
670,Brücke::N,droichead,droichead
671,Brunnen::N,tobar,tobar
672,Weide::N,féarach,féarach
673,Pfad::N,cosán,cosán
674,Pfad::N,cosán,conair
675,Pfad::N,conair,cosán
676,Pfad::N,conair,conair
677,Weg::N,slí,slí
678,Weg::N,slí,bealach
679,Weg::N,bealach,slí
680,Weg::N,bealach,bealach
681,Straße::N,bóthar,bóthar
682,Dorf::N,sráidbhaile,sráidbhaile
683,Stadt::N,baile,baile
684,Stadt::N,baile,cathair
685,Stadt::N,cathair,baile
686,Stadt::N,cathair,cathair
687,Brief::N,litir,litir
688,Buch::N,cín,cín
689,Buch::N,cín,leabhar
690,Buch::N,leabhar,cín
691,Buch::N,leabhar,leabhar
692,Buchstabe::N,litir,litir
693,Zeitung::N,nuachtán,nuachtán
694,Leben::N,saol,saol
695,Leben::N,saol,beatha
696,Leben::N,beatha,saol
697,Leben::N,beatha,beatha
698,Tod::N,bás,bás
699,Grab::N,uaigh,uaigh
700,Kirche::N,eaglais,eaglais
701,Sünde::N,peaca,peaca
702,Gott::N,dia,dia
703,Arbeiter::N,oibrí,oibrí
704,Chef::N,saoiste,saoiste
705,Chef::N,saoiste,ceannasaí
706,Chef::N,ceannasaí,saoiste
707,Chef::N,ceannasaí,ceannasaí
708,Meister::N,máistir,máistir
709,Arzt::N,lia,lia
710,Arzt::N,lia,dochtúir
711,Arzt::N,dochtúir,lia
712,Arzt::N,dochtúir,dochtúir
713,Lehrer::N,oide,oide
714,Lehrer::N,oide,múinteoir
715,Lehrer::N,múinteoir,oide
716,Lehrer::N,múinteoir,múinteoir
717,Geld::N,airgead,airgead
718,Geschäft::N,gnó,gnó
719,Laden::N,siopa,siopa
720,Preis::N,praghas,praghas
721,Ware::N,earra,earra
722,Nutzen::N,tairbhe,tairbhe
723,Reichtum::N,rachmas,rachmas
724,Reichtum::N,rachmas,saibhreas
725,Reichtum::N,saibhreas,rachmas
726,Reichtum::N,saibhreas,saibhreas
727,Welt::N,domhan,domhan
728,Land::N,tír,tír
729,Staat::N,stát,stát
730,König::N,rí,rí
731,Macht::N,cumhacht,cumhacht
732,Grenze::N,críoch,críoch
733,Grenze::N,críoch,teorainn
734,Grenze::N,teorainn,críoch
735,Grenze::N,teorainn,teorainn
736,Krieg::N,cogadh,cogadh
737,Feind::N,namhaid,namhaid
738,Gewalt::N,foréigean,foréigean
739,Kampf::N,troid,troid
740,Bogen[Waffe]::N,bogha,bogha
741,Pfeil::N,saighead,saighead
742,Gewehr::N,gunna,gunna
743,Fehler::N,botún,botún
744,Fehler::N,botún,meancóg
745,Fehler::N,meancóg,botún
746,Fehler::N,meancóg,meancóg
747,Lüge::N,bréag,bréag
748,Lüge::N,bréag,éitheach
749,Lüge::N,éitheach,bréag
750,Lüge::N,éitheach,éitheach
751,Schaden::N,dochar,dochar
752,Schaden::N,dochar,damáiste
753,Schaden::N,damáiste,dochar
754,Schaden::N,damáiste,damáiste
755,Unglück::N,drochrath,drochrath
756,Schuld::N,locht,locht
757,Schuld::N,locht,milleán
758,Schuld::N,milleán,locht
759,Schuld::N,milleán,milleán
760,Alter::N,aois,aois
761,Schluss::N,deireadh,deireadh
762,Zeit::N,am,am
763,Zeit::N,am,aimsir
764,Zeit::N,aimsir,am
765,Zeit::N,aimsir,aimsir
766,Tag::N,lá,lá
767,Morgen::N,maidin,maidin
768,Mittag::N,nóin,nóin
769,Abend::N,tráthnóna,tráthnóna
770,Nacht::N,oíche,oíche
771,Woche::N,seachtain,seachtain
772,Monat::N,mí,mí
773,Jahr::N,bliain,bliain
774,Frühling::N,earrach,earrach
775,Sommer::N,samhradh,samhradh
776,Herbst::N,fómhar,fómhar
777,Winter::N,geimhreadh,geimhreadh
778,Januar::N,Eanáir,Eanáir
779,Februar::N,Feabhra,Feabhra
780,März::N,Márta,Márta
781,April::N,Aibreán,Aibreán
782,Mai::N,Bealtaine,Bealtaine
783,Juni::N,Meitheamh,Meitheamh
784,Juli::N,Iúil,Iúil
785,August::N,Lúnasa,Lúnasa
786,September::N,Meán Fómhair,Meán Fómhair
787,Oktober::N,Deireadh Fómhair,Deireadh Fómhair
788,November::N,Samhain,Samhain
789,November::N,Samhain,Mí na Samhna
790,November::N,Mí na Samhna,Samhain
791,November::N,Mí na Samhna,Mí na Samhna
792,Dezember::N,Mí na Nollag,Mí na Nollag
793,Montag::N,Luan,Luan
794,Montag::N,Luan,Dé Luain
795,Montag::N,Dé Luain,Luan
796,Montag::N,Dé Luain,Dé Luain
797,Dienstag::N,Máirt,Máirt
798,Dienstag::N,Máirt,Dé Máirt
799,Dienstag::N,Dé Máirt,Máirt
800,Dienstag::N,Dé Máirt,Dé Máirt
801,Mittwoch::N,Céadaoin,Céadaoin
802,Mittwoch::N,Céadaoin,Dé Céadaoin
803,Mittwoch::N,Dé Céadaoin,Céadaoin
804,Mittwoch::N,Dé Céadaoin,Dé Céadaoin
805,Donnerstag::N,Déardaoin,Déardaoin
806,Freitag::N,Aoine,Aoine
