,Concept_ID,ko,se
258,Körper::N,구간,rumaš
259,Körper::N,구간,ruumâš
260,Körper::N,구간,rå´pp
261,Körper::N,구간,лышшьк
262,Körper::N,구간,роаӈӈьк
263,Haut::N,살갗,njaltja
264,Haut::N,살갗,lijkke
265,Haut::N,살갗,tjuobma
266,Haut::N,살갗,liiki
267,Haut::N,살갗,liške
268,Haut::N,살갗,le´šǩǩ
269,Haut::N,살갗,лышшьк
270,Blut::N,피,vïrre
271,Blut::N,피,maelie
272,Blut::N,피,varra
273,Blut::N,피,varra
274,Blut::N,피,vorrâ
275,Blut::N,피,võrr
276,Blut::N,피,вэ̄рр
277,Ader::N,정맥,åerie
278,Ader::N,정맥,aajroe
279,Ader::N,정맥,suodna
280,Ader::N,정맥,varrasuotna
281,Ader::N,정맥,suoṇâ
282,Ader::N,정맥,suõnn
283,Ader::N,정맥,сӯнн
284,Sehne::N,현,soene
285,Sehne::N,현,gåårtenje
286,Sehne::N,현,suodna
287,Sehne::N,현,suotna
288,Sehne::N,현,suoṇâ
289,Sehne::N,현,suõnn
290,Sehne::N,현,сӯнн
291,Knochen::N,뼈,måara
292,Knochen::N,뼈,måaroe
293,Knochen::N,뼈,dákte
294,Knochen::N,뼈,dákti
295,Knochen::N,뼈,tähti
296,Knochen::N,뼈,tä´htt
297,Knochen::N,뼈,та̄ххт
298,Knochen::N,뼈,та̄ффьт
299,Gehirn::N,뇌,aajla
300,Gehirn::N,뇌,vuojŋam
301,Gehirn::N,뇌,vuoigŋašat
302,Gehirn::N,뇌,vuoi'ŋâšeh
303,Gehirn::N,뇌,vuo'ivâšneh
304,Gehirn::N,뇌,vuõivâšn
305,Gehirn::N,뇌,вуэййвэшна
306,Gehirn::N,뇌수,aajla
307,Gehirn::N,뇌수,vuojŋam
308,Gehirn::N,뇌수,vuoigŋašat
309,Gehirn::N,뇌수,vuoi'ŋâšeh
310,Gehirn::N,뇌수,vuo'ivâšneh
311,Gehirn::N,뇌수,vuõivâšn
312,Gehirn::N,뇌수,вуэййвэшна
313,Herz::N,염통,vaajmoe
314,Herz::N,염통,tsåhke
315,Herz::N,염통,váibmu
316,Herz::N,염통,váimu
317,Herz::N,염통,čââ´đ
318,Herz::N,염통,кӯттҌк
319,Magen::N,위,tjåejjie
320,Magen::N,위,tjoajvve
321,Magen::N,위,čoavji
322,Magen::N,위,čuáv'ji
323,Magen::N,위,čåu´jj
324,Magen::N,위,чо̄ввьй
325,Leber::N,간,mueksie
326,Leber::N,간,librre
327,Leber::N,간,vuoivvas
328,Leber::N,간,vuoivâs
329,Leber::N,간,vuõivâs
330,Leber::N,간,вуйвас
331,Atem::N,기식,voejngehtasse
332,Atem::N,기식,båssånis
333,Atem::N,기식,vuojŋadahka
334,Atem::N,기식,vuoiŋŋahat
335,Atem::N,기식,vuo'iŋâstim
336,Atem::N,기식,jiõg'g
337,Atem::N,기식,вӯйнас
338,Atem::N,기식,вӯййнмушш
339,Hunger::N,공복,nielkie
340,Hunger::N,공복,nielgge
341,Hunger::N,공복,nealgi
342,Hunger::N,공복,nelgi
343,Hunger::N,공복,neä´lǧǧ
344,Hunger::N,공복,не̄лльк
345,Träne::N,눈물,gïknjele
346,Träne::N,눈물,ganjál
347,Träne::N,눈물,ganjal
348,Träne::N,눈물,koonjâl
349,Träne::N,눈물,kõõnjâl
350,Träne::N,눈물,кэ̄нял
351,Geschmack::N,기호,aelmie
352,Geschmack::N,기호,muosse
353,Geschmack::N,기호,smáhkka
354,Geschmack::N,기호,máhku
355,Geschmack::N,기호,smáhkka
356,Geschmack::N,기호,mááhu
357,Geschmack::N,기호,smakkâ
358,Geschmack::N,기호,njõõd
359,Geschmack::N,기호,smääkk
360,Geschmack::N,기호,ня̄лльк
361,Geruch::N,냄새,haaje
362,Geruch::N,냄새,habjja
363,Geruch::N,냄새,hádja
364,Geruch::N,냄새,opsâ
365,Geruch::N,냄새,haajâ
366,Geruch::N,냄새,õpss
367,Geruch::N,냄새,haajj
368,Geruch::N,냄새,апс
369,Geruch::N,냄새,лэ̄гк
370,Schlaf::N,수면,nahkerh
371,Schlaf::N,수면,nager
372,Schlaf::N,수면,oados
373,Schlaf::N,수면,nagir
374,Schlaf::N,수면,naṿer
375,Schlaf::N,수면,nââ´er
376,Schlaf::N,수면,нагерь
377,Traum::N,쿰,nahkere
378,Traum::N,쿰,niehko
379,Traum::N,쿰,niehku
380,Traum::N,쿰,naṿer
381,Traum::N,쿰,nââ´er
382,Traum::N,쿰,нагерь
383,Himmel::N,하늘,elmie
384,Himmel::N,하늘,almme
385,Himmel::N,하늘,albmi
386,Himmel::N,하늘,alme
387,Himmel::N,하늘,â´lmm
388,Himmel::N,하늘,алльм
389,Sonne::N,해,biejjie
390,Sonne::N,해,bæjvásj
391,Sonne::N,해,beaivváš
392,Sonne::N,해,peivi
393,Sonne::N,해,piäiváš
394,Sonne::N,해,pei´vv
395,Sonne::N,해,пе̄ййв
396,Mond::N,달,aske
397,Mond::N,달,mánno
398,Mond::N,달,mánnu
399,Mond::N,달,máánu
400,Mond::N,달,mään
401,Mond::N,달,ма̄нн
402,Stern::N,별,daasta
403,Stern::N,별,naestie
404,Stern::N,별,násste
405,Stern::N,별,násti
406,Stern::N,별,täsni
407,Stern::N,별,tä´snn
408,Stern::N,별,та̄ссьт
409,Luft::N,동준,elmie
410,Luft::N,동준,ájmmo
411,Luft::N,동준,áibmu
412,Luft::N,동준,áimu
413,Luft::N,동준,šõŋŋ
414,Luft::N,동준,вӯйнас
415,Luft::N,가스채,elmie
416,Luft::N,가스채,ájmmo
417,Luft::N,가스채,áibmu
418,Luft::N,가스채,áimu
419,Luft::N,가스채,šõŋŋ
420,Luft::N,가스채,вӯйнас
421,Wind::N,바람,bïegke
422,Wind::N,바람,biegga
423,Wind::N,바람,biegga
424,Wind::N,바람,pieg'gâ
425,Wind::N,바람,piõg'g
426,Wind::N,바람,пӣӈӈк
427,Welle::N,물결,baaroe
428,Welle::N,물결,bárro
429,Welle::N,물결,bárru
430,Welle::N,물결,pááṛu
431,Welle::N,물결,päärr
432,Welle::N,물결,нэ̄ммп
433,Wasser::N,물,tjaetsie
434,Wasser::N,물,tjáhtje
435,Wasser::N,물,čáhci
436,Wasser::N,물,čääci
437,Wasser::N,물,čää´cc
438,Wasser::N,물,ча̄дзь
439,Stein::N,돌,gierkie
440,Stein::N,돌,giergge
441,Stein::N,돌,geađgi
442,Stein::N,돌,keđgi
443,Stein::N,돌,ǩeä´dǧǧ
444,Stein::N,돌,ке̄ддҌк
445,Boden::N,바닥,betnie
446,Boden::N,바닥,ednam
447,Boden::N,바닥,bodni
448,Boden::N,바닥,vuođđu
449,Boden::N,바닥,ponne
450,Boden::N,바닥,vuáđ̣u
451,Boden::N,바닥,vuâđđ
452,Boden::N,바닥,лаввьн
453,Boden::N,바닥,е̄ммьне
454,Erde::N,흙,jåarta
455,Erde::N,흙,mueltie
456,Erde::N,흙,ednam
457,Erde::N,흙,mållde
458,Erde::N,흙,eana
459,Erde::N,흙,eennâm
460,Erde::N,흙,mädd
461,Erde::N,흙,jânnam
462,Erde::N,흙,е̄ммьне
463,Staub::N,먼지,heblie
464,Staub::N,먼지,tsumhtsie
465,Staub::N,먼지,dubme
466,Staub::N,먼지,dopmu
467,Staub::N,먼지,kovjâ
468,Staub::N,먼지,põõ´l
469,Staub::N,먼지,кэ̄ббьй
470,Rauch::N,연기,soeve
471,Rauch::N,연기,suovva
472,Rauch::N,연기,suovva
473,Rauch::N,연기,suoṿâ
474,Rauch::N,연기,suõvv
475,Rauch::N,연기,сӯвв
476,Funke::N,불티,naestie
477,Funke::N,불티,tjuonam
478,Funke::N,불티,čuotnan
479,Funke::N,불티,čuođâlm
480,Funke::N,불티,iiskâr
481,Funke::N,불티,čuõzzâm
482,Funke::N,불티,чӯссэм
483,Feuer::N,불,dålle
484,Feuer::N,불,dållå
485,Feuer::N,불,dolla
486,Feuer::N,불,tullâ
487,Feuer::N,불,toll
488,Feuer::N,불,то̄лл
489,Licht::N,불,tjoevke
490,Licht::N,불,tjuovgga
491,Licht::N,불,čuovga
492,Licht::N,불,čuovggas
493,Licht::N,불,čuoṿâ
494,Licht::N,불,toll
495,Licht::N,불,čuõvv
496,Licht::N,불,то̄лл
497,Schatten::N,어스레함,skugkie
498,Schatten::N,어스레함,soejvene
499,Schatten::N,어스레함,irkes
500,Schatten::N,어스레함,sieges
501,Schatten::N,어스레함,itku
502,Schatten::N,어스레함,suoivâ
503,Schatten::N,어스레함,õõtt
504,Schatten::N,어스레함,ǩeeu´niǩ
505,Schatten::N,어스레함,кывьнэхь
506,Wetter::N,기상,vïerhtse
507,Wetter::N,기상,dálkke
508,Wetter::N,기상,dálki
509,Wetter::N,기상,šoŋŋâ
510,Wetter::N,기상,šõŋŋ
511,Wetter::N,기상,шэ̄ӈӈ
512,Nebel::N,안개,såavla
513,Nebel::N,안개,mearhka
514,Nebel::N,안개,murkko
515,Nebel::N,안개,mierkká
516,Nebel::N,안개,mierká
517,Nebel::N,안개,miär'kká
518,Nebel::N,안개,oṃo
519,Nebel::N,안개,sue´lnn
520,Nebel::N,안개,цӣгк
521,Nebel::N,안개,сулльн
522,Wolke::N,구름,balve
523,Wolke::N,구름,balvva
524,Wolke::N,구름,balva
525,Wolke::N,구름,polvâ
526,Wolke::N,구름,põlvv
527,Wolke::N,구름,пэллв
528,Regen::N,비,ebrie
529,Regen::N,비,harvve
530,Regen::N,비,arvi
531,Regen::N,비,arve
532,Regen::N,비,â´brr
533,Regen::N,비,аббьр
534,Schnee::N,눈,lopme
535,Schnee::N,눈,moehtege
536,Schnee::N,눈,muohta
537,Schnee::N,눈,muohta
538,Schnee::N,눈,muotâ
539,Schnee::N,눈,muõtt
540,Schnee::N,눈,вэ̄дз
541,Schnee::N,눈,куэллт
542,Eis::N,얼음,jïenge
543,Eis::N,얼음,jiegŋa
544,Eis::N,얼음,jiekŋa
545,Eis::N,얼음,jieŋ̣â
546,Eis::N,얼음,jiõŋŋ
547,Eis::N,얼음,ӣӈӈ
548,Frost::N,혹한,baajkoe
549,Frost::N,혹한,tjoasskem
550,Frost::N,혹한,buolaš
551,Frost::N,혹한,puolâš
552,Frost::N,혹한,puõlâš
553,Frost::N,혹한,мӯнь
554,Kälte::N,추위,jueskie
555,Kälte::N,추위,tjåetskeme
556,Kälte::N,추위,tjoasskem
557,Kälte::N,추위,čoaskin
558,Kälte::N,추위,ko'lmâsvuotâ
559,Kälte::N,추위,ijss
560,Kälte::N,추위,čuä´cǩǩem
561,Kälte::N,추위,tuârggnjõs
562,Kälte::N,추위,кэ̄лмас
563,Kälte::N,차가움,jueskie
564,Kälte::N,차가움,tjåetskeme
565,Kälte::N,차가움,tjoasskem
566,Kälte::N,차가움,čoaskin
567,Kälte::N,차가움,ko'lmâsvuotâ
568,Kälte::N,차가움,ijss
569,Kälte::N,차가움,čuä´cǩǩem
570,Kälte::N,차가움,tuârggnjõs
571,Kälte::N,차가움,кэ̄лмас
572,Hitze::N,고온,baahke
573,Hitze::N,고온,báhkka
574,Hitze::N,고온,báhkka
575,Hitze::N,고온,pakkâ
576,Hitze::N,고온,kuṃe
577,Hitze::N,고온,paašt
578,Hitze::N,고온,жоарр
579,Hitze::N,더위,baahke
580,Hitze::N,더위,báhkka
581,Hitze::N,더위,báhkka
582,Hitze::N,더위,pakkâ
583,Hitze::N,더위,kuṃe
584,Hitze::N,더위,paašt
585,Hitze::N,더위,жоарр
586,Regenbogen::N,무지개,aatjan goengere
587,Regenbogen::N,무지개,aatjan joekse
588,Regenbogen::N,무지개,ádjájuoksa
589,Regenbogen::N,무지개,arvedávgi
590,Regenbogen::N,무지개,bajándávgi
591,Regenbogen::N,무지개,äijihtävgi
592,Regenbogen::N,무지개,teârmmazjohss
593,Regenbogen::N,무지개,тӣрмесью̄ккс
594,Donner::N,뇌명,raejrie
595,Donner::N,뇌명,átjek
596,Donner::N,뇌명,átjárájdde
597,Donner::N,뇌명,áddjá
598,Donner::N,뇌명,baján
599,Donner::N,뇌명,juuṛâ
600,Donner::N,뇌명,tie´rmes
601,Donner::N,뇌명,тӣрмесь
602,Donner::N,뇌명,ча̄ркнэгк
603,Strömung::N,유동,njuvvie
604,Strömung::N,유동,ájggedáhpe
605,Strömung::N,유동,rávdnji
606,Strömung::N,유동,virde
607,Strömung::N,유동,ve´rdd
608,Strömung::N,유동,выррьт
609,Tropfen::N,물방울,gåajhkohts
610,Tropfen::N,물방울,gåjkudis
611,Tropfen::N,물방울,goaikkanas
612,Tropfen::N,물방울,čalme
613,Tropfen::N,물방울,čâ´lmm
614,Tropfen::N,물방울,ча̄лльм
615,Schaum::N,포말,sapte
616,Schaum::N,포말,såpptå
617,Schaum::N,포말,sokta
618,Schaum::N,포말,suptâ
619,Schaum::N,포말,soptt
620,Schaum::N,포말,со̄ппт
621,Schmutz::N,때,haaskoe
622,Schmutz::N,때,duolvva
623,Schmutz::N,때,duolva
624,Schmutz::N,때,durdi
625,Schmutz::N,때,stänži
626,Schmutz::N,때,sähss
627,Schmutz::N,때,са̄ккьс
628,Schmutz::N,때,не̄шшь
629,See::N,호수,jaevrie
630,See::N,호수,jávrre
631,See::N,호수,jávri
632,See::N,호수,jävri
633,See::N,호수,jâu´rr
634,See::N,호수,я̄ввьр
635,Sumpf::N,습지,pluevie
636,Sumpf::N,습지,áhpe
637,Sumpf::N,습지,sæmssa
638,Sumpf::N,습지,jeaggi
639,Sumpf::N,습지,jeggi
640,Sumpf::N,습지,jeä´ǧ'ǧ
641,Sumpf::N,습지,ла̄ммьп
642,Moor::N,저습지,pluevie
643,Moor::N,저습지,jiegge
644,Moor::N,저습지,suotnju
645,Moor::N,저습지,karrii
646,Moor::N,저습지,kä´rev
647,Moor::N,저습지,veättaǩ
648,Moor::N,저습지,ла̄ммьп
649,Wiese::N,목초지,ïentje
650,Wiese::N,목초지,giedde
651,Wiese::N,목초지,gieddi
652,Wiese::N,목초지,nijtto
653,Wiese::N,목초지,пуэшенҍ
654,Wald::N,숲,skåake
655,Wald::N,숲,skåajje
656,Wald::N,숲,miehtsie
657,Wald::N,숲,vuovdde
658,Wald::N,숲,miehttse
659,Wald::N,숲,vuovdi
660,Wald::N,숲,meahcci
661,Wald::N,숲,mecci
662,Wald::N,숲,vyemi
663,Wald::N,숲,vue´mm
664,Wald::N,숲,meä´c'c
665,Wald::N,숲,ля̄ммт
666,Hügel::N,언덕,deava
667,Hügel::N,언덕,dievvá
668,Hügel::N,언덕,dievvá
669,Hügel::N,언덕,čummâ
670,Hügel::N,언덕,pä´rcc
671,Hügel::N,언덕,teä´rmm
672,Hügel::N,언덕,ка̄ннҌт
673,Anhöhe::N,언덕,deava
674,Anhöhe::N,언덕,jalladahke
675,Anhöhe::N,언덕,dievásj
676,Anhöhe::N,언덕,aláš
677,Anhöhe::N,언덕,luohkká
678,Anhöhe::N,언덕,tiävá
679,Anhöhe::N,언덕,poorááš
680,Anhöhe::N,언덕,ču´lpp
681,Anhöhe::N,언덕,škâu´ŋŋ
682,Anhöhe::N,언덕,ка̄ннҌт
683,Berg::N,산,bïerje
684,Berg::N,산,várre
685,Berg::N,산,várri
686,Berg::N,산,vääṛi
687,Berg::N,산,vää´rr
688,Berg::N,산,те̄ррьм
689,Gipfel::N,졀졍,dalvese
690,Gipfel::N,졀졍,tjåhkkå
691,Gipfel::N,졀졍,čohkka
692,Gipfel::N,졀졍,čokke
693,Gipfel::N,졀졍,čå´ǩǩ
694,Gipfel::N,졀졍,ла̄ддҍв
695,Höhle::N,공동,beajoe
696,Höhle::N,공동,rájgge
697,Höhle::N,공동,sluoggo
698,Höhle::N,공동,biedju
699,Höhle::N,공동,kuovđâšm
700,Höhle::N,공동,skuõrr
701,Höhle::N,공동,вуэӈӈк
702,Abhang::N,몰매,boelte
703,Abhang::N,몰매,brijrie
704,Abhang::N,몰매,bállte
705,Abhang::N,몰매,vielti
706,Abhang::N,몰매,luohkká
707,Abhang::N,몰매,viel'tti
708,Abhang::N,몰매,vie´ltt
709,Abhang::N,몰매,луэххк
710,Quelle::N,근원,aajege
711,Quelle::N,근원,gaaltije
712,Quelle::N,근원,ája
713,Quelle::N,근원,ája
714,Quelle::N,근원,gáldu
715,Quelle::N,근원,aajâ
716,Quelle::N,근원,käldee
717,Quelle::N,근원,lädd
718,Quelle::N,근원,käivv
719,Quelle::N,근원,ка̄ййв
720,Bach::N,내,johketje
721,Bach::N,내,jåhkå
722,Bach::N,내,jågåsj
723,Bach::N,내,jogaš
724,Bach::N,내,aajâ
725,Bach::N,내,vuäjj
726,Bach::N,내,вуэйй
727,Fluss::N,강,johke
728,Fluss::N,강,ædno
729,Fluss::N,강,jåhkå
730,Fluss::N,강,johka
731,Fluss::N,강,juuhâ
732,Fluss::N,강,jokk
733,Fluss::N,강,jeänn
734,Fluss::N,강,ё̄гк
735,Ufer::N,강변,beala
736,Ufer::N,강변,gádde
737,Ufer::N,강변,gáddi
738,Ufer::N,강변,riddo
739,Ufer::N,강변,redd
740,Ufer::N,강변,рыннт
741,Ufer::N,바닷가,beala
742,Ufer::N,바닷가,gádde
743,Ufer::N,바닷가,gáddi
744,Ufer::N,바닷가,riddo
745,Ufer::N,바닷가,redd
746,Ufer::N,바닷가,рыннт
747,Küste::N,해변,mïere
748,Küste::N,해변,gaedtie
749,Küste::N,해변,merragádde
750,Küste::N,해변,merraguovllo
751,Küste::N,해변,gáddi
752,Küste::N,해변,riddo
753,Küste::N,해변,miârr'redd
754,Küste::N,해변,рыннт
755,Küste::N,해변가,mïere
756,Küste::N,해변가,gaedtie
757,Küste::N,해변가,merragádde
758,Küste::N,해변가,merraguovllo
759,Küste::N,해변가,gáddi
760,Küste::N,해변가,riddo
