,Concept_ID,ko,br
815,kriechen::V,기다,skrampañ
816,schwimmen::V,헤엄치다,neuial
817,tauchen::V,잠기다,splujañ
818,rudern::V,물을헤치다,roeñvat
819,fahren::V,가다,kas
820,fahren::V,가다,bleniañ
821,fahren::V,나르다,kas
822,fahren::V,나르다,bleniañ
823,fliegen::V,날다,nijal
824,gehen::V,가다,mont
825,weggehen::V,팔리다,mont kuit
826,abfahren::V,출발하다,mont kuit
827,anhalten::V,멈추다,chom a-sav
828,hineingehen::V,(그리로)가다,monet e-barzh
829,eintreten::V,들러가다,monet e-barzh
830,kommen::V,오다,dont
831,ankommen::V,고챀하다,erruout
832,zurückkommen::V,보기,addonet
833,bleiben::V,체류,chom
834,warten::V,기다리다,gortoz
835,erwarten::V,기대하다,gortoz
836,suchen::V,찾다,klask
837,suchen::V,구하다,klask
838,finden::V,찾아내다,kavout
839,versuchen::V,시험하다,klask
840,vorbereiten::V,재비하다,aozañ
841,lieben::V,사랑하다,karout
842,mögen::V,줗아하다,karout
843,lachen::V,웃다,c'hoarzin
844,rühren::V,건드리다,tenerañ
845,weinen::V,울다,gouelañ
846,schimpfen::V,꾸짖다,krozal
847,sich ärgern::V,화를내게 하다,fachañ
848,sich ärgern::V,화를내게 하다,en em fachañ
849,sich fürchten::V,두려원하다,
850,fürchten::V,두려원하다,
851,fliehen::V,도망치다,tec'het
852,flüchten::V,도주하다,tuzañ
853,sehen::V,보다,gwelet
854,anschauen::V,바라보다,sellout ouzh
855,ansehen::V,바라보다,sellout ouzh
856,hören::V,듣다,klevet
857,zuhören::V,듣다,selaou
858,probieren::V,시식하다,blasa
859,riechen::V,내새를맡다,klevet
860,fühlen::V,느끼다,santout
861,scheinen::V,...것같다,diskouez bezañ
862,zu sehen sein::V,보이는,bezañ gwelus
863,vernehmen::V,듣다,merzhañ
864,vernehmen::V,들어서일다,merzhañ
865,frieren::V,춥다,anoued
866,tun::V,하다,ober
867,können::V,할주릴다,gouzout
868,wollen::V,바라다,fellout da
869,wollen::V,바라다,kaout c'hoant da
870,anfangen::V,시작하다,kregiñ
871,beenden::V,다하다,achuiñ
872,aufhören::V,그만두다,paouez
873,gelingen::V,성국하다,
874,geraten::V,잘되어가다,
875,öffnen::V,열다,digeriñ
876,schließen::V,추측하다,serriñ
877,stellen::V,세우다,lakaat
878,setzen::V,놓다,lakaat
879,legen::V,눕히다,lakaat
880,berühren::V,대다,touch
881,verbinden::V,옝열하다,eren
882,bedecken::V,덮다,goloiñ
883,aufhängen::V,매달다,istribilhañ
884,anzünden::V,점화하다,alumiñ
885,anzünden::V,점화하다,c'hwezzañ
886,aufheben::V,위로올리다,dastum
887,zurücklassen::V,튀에남기다,lezel
888,verlieren::V,잃다,koll
889,fallen lassen::V,떨어뜨리다,laoskel
890,fallen lassen::V,떨어뜨리다,lezel da gouezhel
891,machen::V,하다,ober
892,herstellen::V,제조하다,fardañ
893,bauen::V,짓다,sevel
894,reparieren::V,수셩자다,adaozañ
895,verbessern::V,정정하다,gwellaat
896,ändern::V,바꾸다,cheñch
897,graben::V,파다,kleuzañ
898,beugen::V,구부리다,plegañ
899,biegen::V,굽히다,krommañ
900,drehen::V,회전,treiñ
901,wenden::V,회전시키다,treiñ
902,umdrehen::V,회전시키다,treiñ
903,heben::V,일으아키다,sevel
904,hochheben::V,틀어올리다,sevel
905,ergreifen::V,잡다,kemer
906,halten::V,잡다,dalc'hen
907,drücken::V,누르다,bountañ
908,schieben::V,밀다,poulzañ
909,kratzen::V,긁다,skrabat
910,lecken::V,핥다,lipat
911,beißen::V,물다,kregiñ
912,abschneiden::V,귾어내다,troc'hañ
913,binden::V,매다,stagañ
914,stecken::V,찌르다,sankañ
915,brechen::V,금,darnaouiñ
916,klopfen::V,치다,skoiñ
917,hauen::V,때리다,dornañ
918,kleben::V,들러붙다,pegañ
919,reiben::V,문지르다,taravat
920,reiben::V,문지르다,trekiñ
921,streichen::V,쓰다듬다,toazañ
922,schleifen::V,갈다,lemmañ
923,schneiden::V,베다,troc'hañ
924,rütteln::V,흔들다,tordorosañ
925,schütteln::V,흔들다,hejañ
926,schwenken::V,흔들다,
927,schütten::V,따르다,diskargañ
928,füllen::V,담다,kargañ
929,einwickeln::V,싸다,gronnañ
930,tragen::V,지우다,dougen
931,schleppen::V,끌다,stlejal
932,ziehen::V,당기다,sachañ
933,aufbewahren::V,간직하다,miret
934,werfen::V,던지다,teuler
935,fangen::V,밥다,tapañ
936,packen::V,쥐다,krapat
937,verstecken::V,숨기다,kuzhat
938,teilen::V,나누다,rannañ
939,schicken::V,보내다,kas
940,bringen::V,가겨,degas
941,hinzufügen::V,부가하다,lakat ouzhpenn
942,bekommen::V,얻다,kaout
943,erhalten::V,지니다,kaout
944,nehmen::V,잡다,kemer
945,wählen::V,선거하다,choaz
946,auswählen::V,선출하다,dibab
947,bewahren::V,저장보종,mirout
948,behindern::V,훼방하다,diaezañ
949,verderben::V,못쓰게 되다,lovrañ
950,beschädigen::V,상하게하다,gwallegañ
951,zerbrechen::V,깨뜨리다,torriñ
952,zerreißen::V,잡아쫓다,diroegiñ
953,zerstören::V,파괴하다,distrujañ
954,verbrennen::V,소실하다,deviñ
955,geben::V,주다,reiñ
956,reichen::V,내일다,
957,schenken::V,주다,donezonañ
958,versprechen::V,약속하다,prometiñ
959,wünschen::V,바라다,hetiñ
960,loben::V,칭찬하다,feurmiñ
961,küssen::V,키스하다,pokat
962,wiegen::V,어르다,pouezañ
963,zudecken::V,뚜꺼을하다,goloiñ
964,wecken::V,깨우다,dihuniñ
965,zeigen::V,보이다,diskouez
966,führen::V,가게하다,kas
967,lehren::V,가르치다,deskiñ
968,unterrichten::V,가르지다,kelenn
969,aufziehen::V,사육하다,
970,leiten::V,이끌다,bleinañ
971,antreiben::V,몰다,poulzañ
972,lassen::V,내버려두다,leuskel
973,einladen::V,초청하다,pediñ
974,vereinigen::V,하나로하다,unisañ
975,besuchen::V,방문하다,gweladenniñ
976,treffen::V,만나다,kejal
977,treffen::V,만나다,ankontrañ
978,sich versammeln::V,조립하다,bodennañ
979,spielen::V,눌다,c'hoari
980,singen::V,노래하다,kanañ
981,tanzen::V,춤추하다,dañsal
982,sich trennen::V,가르다,dispartiañ
983,verlassen::V,버림받은,lezel
984,retten::V,구조하다,saveteiñ
985,bewachen::V,치키다,mesa
986,schützen::V,보호하다,diwall
987,verteidigen::V,막다,difenn
988,sich schlagen::V,치다,lopañ
989,schießen::V,쏘다,
990,siegen::V,이기다,trec'hiñ
991,ärgern::V,성을내게하다,hegasiñ
992,schlagen::V,치다,skeiñ
993,treten::V,디디다,botaouiñ
994,stechen::V,찌르다,pikat
995,stoßen::V,찌르다,stokañ
996,stehlen::V,훔치다,laerezh
997,stören::V,움직이다,direnkañ
998,belästigen::V,괴롭히다,dregasiñ
999,verbergen::V,숨기다,skoachañ
1000,täuschen::V,속이다,tromplañ
1001,betrügen::V,속이다,lorbañ
1002,töten::V,죽이다,lazhañ
1003,wohnen::V,실다,bezañ o chom
1004,arbeiten::V,일하다,labourat
1005,sammeln::V,모으다,dastum
1006,pflücken::V,꿔다,kuntuilhañ
1007,jagen::V,사냥하다,chaseal
1008,fischen::V,고기를잡다,pesketa
1009,fassen::V,움켜쥐다,pakañ
1010,hüten::V,망보다,geota
1011,treiben::V,몰아세우다,
1012,anbinden::V,묶다,stagañ
1013,füttern::V,사료를주다,boueta
1014,melken::V,젖을짜다,goro
1015,hacken::V,자르다,difrakal
1016,gießen::V,물을대다,dourañ
1017,reifen::V,성숙하다,azviñ
1018,zubereiten::V,조제하다,keginañ
1019,kochen::V,요리하다,poazhañ
1020,backen::V,쿱다,fritañ
1021,braten::V,굽다,rostañ
1022,umrühren::V,교반하다,
1023,stricken::V,뜨개질하다,stammañ
1024,nähen::V,꿰매다,gwriat
1025,färben::V,채색하다,livañ
1026,reinigen::V,청소하다,naetañ
1027,waschen::V,씻다,gwalc'hiñ
1028,abwischen::V,닦다,torchañ
1029,spülen::V,씻다,disgwalc'hiñ
1030,fegen::V,소체하다,skubañ
1031,kehren::V,청소하다,skubañ
1032,baden::V,감다,kouronkañ
1033,sich waschen::V,모믈 씻다,en em walc'hiñ
1034,ausziehen::V,벗다,
1035,anziehen::V,끌어움직이다,
1036,kämmen::V,빗다,kribat
1037,schmücken::V,치레하다,kinklañ
1038,sagen::V,말하다,larêt
1039,sagen::V,말하다,lavaret
1040,sprechen::V,말하다,komz
1041,reden::V,이야기하다,kaozeal
1042,fragen::V,질문하다,goulenn
1043,bitten::V,원하다,goulenn
1044,erzählen::V,이야기하다,kontañ
1045,mitteilen::V,이야기하다,kemenn
1046,nennen::V,부르다,anviñ
1047,rufen::V,불러내다,gelver
1048,prahlen::V,자랑하다,fougeal
1049,übersetzen::V,번역하다,treiñ
1050,denken::V,생각하다,soñjal
1051,glauben::V,믿다,krediñ
1052,bemerken::V,인자하다,apresevañ
1053,erkennen::V,인식하다,anavout
1054,begreifen::V,파악하다,meizañ
1055,verstehen::V,이해하다,kompren
1056,lernen::V,배우다,deskiñ
1057,wissen::V,알다,gouzout
1058,sich erinnern an::V,상기하다,kaout soñj e
1059,vergessen::V,잊다,ankouaat
1060,messen::V,측정하다,muzuliañ
1061,zählen::V,세다,kontañ
1062,rechnen::V,게산하다,jedañ
1063,lesen::V,읽다,lenn
1064,malen::V,그리다,livañ
1065,zeichnen::V,소묘하다,tresañ
1066,schreiben::V,쓰다,skrivañ
1067,besitzen::V,소유하다,kaout
1068,kaufen::V,사다,prenañ
1069,verkaufen::V,팔다,gwerzhañ
1070,bezahlen::V,지불하다,paeañ
1071,zahlen::V,치르다,paeañ
1072,beherrschen::V,지배하다,mestroniañ
1073,ertragen::V,참다,anduriñ
1074,Raureif::N,,frim
1075,Lust::N,,c'hoant
1076,Nachricht::N,,keloù
1077,klug::A,,speredek
1078,von hier::ADV,,alemañ
1079,müde werden::V,,skuizhañ
1080,krank werden::V,,klañviñ
1081,krank sein::V,,bezañ klañv
1082,abreißen::V,,diframmañ
1083,sich anziehen::V,,gwiskañ
1084,sich unterhalten::V,,balbotal
