,Concept_ID,nl,pt
1389,färben::V,verven,colorir
1390,färben::V,kleuren,tingir
1391,färben::V,kleuren,colorir
1392,reinigen::V,reinigen,limpar
1393,reinigen::V,reinigen,purificar
1394,waschen::V,wassen,lavar
1395,abwischen::V,afvegen,limpar
1396,abwischen::V,afvegen,esfregar
1397,spülen::V,spoelen,lavar
1398,spülen::V,spoelen,enxaguar
1399,spülen::V,afwassen,lavar
1400,spülen::V,afwassen,enxaguar
1401,fegen::V,vegen,varrer
1402,kehren::V,vegen,varrer
1403,baden::V,baden,banhar
1404,baden::V,baden,tomar banho
1405,sich waschen::V,zich wassen,lavar-se
1406,ausziehen::V,uittrekken,despir
1407,anziehen::V,aantrekken,vestir
1408,sich anziehen::V,zich aankleden,vestir-se
1409,kämmen::V,kammen,pentear
1410,schmücken::V,tooien,adornar
1411,sagen::V,zeggen,dizer
1412,sprechen::V,spreken,falar
1413,reden::V,praten,falar
1414,sich unterhalten::V,zich onderhouden,conversar
1415,fragen::V,vragen,perguntar
1416,bitten::V,vragen,pedir
1417,bitten::V,verzoeken,pedir
1418,erzählen::V,vertellen,contar
1419,mitteilen::V,meedelen,comunicar
1420,mitteilen::V,meedelen,participar
1421,nennen::V,noemen,nomear
1422,nennen::V,noemen,apelidar
1423,rufen::V,roepen,chamar
1424,prahlen::V,pralen,gabar-se
1425,prahlen::V,pralen,vangloriar-se
1426,übersetzen::V,vertalen,traduzir
1427,denken::V,denken,pensar
1428,glauben::V,geloven,crer
1429,bemerken::V,bemerken,notar
1430,bemerken::V,bemerken,observar
1431,erkennen::V,herkennen,reconhecer
1432,begreifen::V,begrijpen,apreender
1433,begreifen::V,begrijpen,compreender
1434,verstehen::V,verstaan,entender
1435,verstehen::V,verstaan,compreender
1436,lernen::V,leren,aprender
1437,wissen::V,weten,saber
1438,sich erinnern an::V,zich herinneren aan,lembrar-se de
1439,sich erinnern an::V,zich herinneren aan,recordar-se de
1440,vergessen::V,vergeten,esquecer
1441,messen::V,meten,medir
1442,zählen::V,tellen,contar
1443,rechnen::V,rekenen,calcular
1444,lesen::V,lezen,ler
1445,malen::V,schilderen,pintar
1446,zeichnen::V,tekenen,desenhar
1447,schreiben::V,schrijven,escrever
1448,besitzen::V,bezitten,possuir
1449,kaufen::V,kopen,comprar
1450,verkaufen::V,verkopen,vender
1451,bezahlen::V,betalen,pagar
1452,zahlen::V,betalen,pagar
1453,beherrschen::V,beheersen,imperar
1454,ertragen::V,verdragen,suportar
