,Concept_ID,tt,tt
248,Mensch::N,инсан,инсан
249,Mann::N,ир,ир
250,Frau::N,хатын,хатын
251,Kind::N,бала,бала
252,Junge::N,малай,малай
253,Mädchen::N,кыз,кыз
254,Familie::N,гаилә,гаилә
255,Großvater::N,бабай,бабай
256,Großmutter::N,әби,әби
257,Eltern::N,ата-ана,ата-ана
258,Vater::N,ата,ата
259,Mutter::N,ана,ана
260,Sohn::N,ул,ул
261,Tochter::N,кыз,кыз
262,Bruder::N,кардәш,кардәш
263,Schwester::N,апа,апа
264,Schwester::N,апа,сеңел
265,Schwester::N,сеңел,апа
266,Schwester::N,сеңел,сеңел
267,Onkel::N,дәдә,дәдә
268,Onkel::N,дәдә,дәдәй
269,Onkel::N,дәдәй,дәдә
270,Onkel::N,дәдәй,дәдәй
271,Tante::N,түти,түти
272,Tante::N,түти,тәтәй
273,Tante::N,тәтәй,түти
274,Tante::N,тәтәй,тәтәй
275,Ehemann::N,ир,ир
276,Ehefrau::N,хатын,хатын
277,Freude::N,сөенеч,сөенеч
278,Gelächter::N,көлү,көлү
279,Gelächter::N,көлү,көлеш
280,Gelächter::N,көлеш,көлү
281,Gelächter::N,көлеш,көлеш
282,Glück::N,бәхет,бәхет
283,Kummer::N,хәсрәт,хәсрәт
284,Wunsch::N,теләк,теләк
285,Lust::N,теләк,теләк
286,Lust::N,теләк,теләү
287,Lust::N,теләү,теләк
288,Lust::N,теләү,теләү
289,Geist::N,рух,рух
290,Gedanke::N,уй,уй
291,Gedanke::N,уй,фикер
292,Gedanke::N,фикер,уй
293,Gedanke::N,фикер,фикер
294,Gedächtnis::N,хәтер,хәтер
295,Verstand::N,акыл,акыл
296,Sinn::N,мәгънә,мәгънә
297,Grund::N,сәбәп,сәбәп
298,Wahrheit::N,хак,хак
299,Gespräch::N,әңгәмә,әңгәмә
300,Märchen::N,әкият,әкият
301,Erzählung::N,хикәя,хикәя
302,Nachricht::N,хәбәр,хәбәр
303,Neuigkeit::N,яңалык,яңалык
304,Name::N,исем,исем
305,Rätsel::N,табышмак,табышмак
306,Rede::N,нотык,нотык
307,Sprache::N,тел,тел
308,Stimme::N,тавыш,тавыш
309,Wort::N,сүз,сүз
310,Zeichen::N,ишарә,ишарә
311,Ruf::N,дәшү,дәшү
312,Lärm::N,шау,шау
313,Laut::N,аваз,аваз
314,Ton::N,шалтырату,шалтырату
315,Lied::N,җыр,җыр
316,Ruhe::N,тынлык,тынлык
317,Leute::N,халык,халык
318,Volk::N,халык,халык
319,Arbeit::N,эш,эш
320,Arbeit::N,эш,хезмәт
321,Arbeit::N,хезмәт,эш
322,Arbeit::N,хезмәт,хезмәт
323,Gast::N,кунак,кунак
324,Geschenk::N,бүләк,бүләк
325,Spiel::N,уен,уен
326,Gesellschaft::N,җәмгыять,җәмгыять
327,Hilfe::N,ярдәм,ярдәм
328,Hilfe::N,ярдәм,булышлык
329,Hilfe::N,булышлык,ярдәм
330,Hilfe::N,булышлык,булышлык
331,Freund::N,дус,дус
332,Kamerad::N,иптәш,иптәш
333,Angelegenheit::N,эш,эш
334,Anzahl::N,микъдар,микъдар
335,Art::N,төр,төр
336,Stück::N,кисәк,кисәк
337,Teil::N,өлеш,өлеш
338,Hälfte::N,ярым,ярым
339,Kreis::N,түгәрәк,түгәрәк
340,Kreuz::N,хач,хач
341,Kreuz::N,хач,тәре
342,Kreuz::N,тәре,хач
343,Kreuz::N,тәре,тәре
344,Linie::N,сызык,сызык
345,Strich::N,сызык,сызык
346,Abstand::N,ара,ара
347,Entfernung::N,ераклык,ераклык
348,Gegend::N,урын,урын
349,Platz::N,бушлык,бушлык
350,Ort::N,урын,урын
351,Seite::N,як,як
352,Mitte::N,урта,урта
353,Gegenstand::N,нәрсә,нәрсә
354,Sache::N,нәрсә,нәрсә
355,Rand::N,чит,чит
356,Kante::N,кырый,кырый
357,Ecke::N,почмак,почмак
358,Spitze::N,оч,оч
359,Ende::N,азак,азак
360,Loch::N,тишек,тишек
361,Winkel::N,почмак,почмак
362,Muster::N,парча,парча
363,Größe::N,зурлык,зурлык
364,Länge::N,озынлык,озынлык
365,Höhe::N,биеклек,биеклек
366,Gewicht::N,авырлык,авырлык
367,Menge::N,микъдар,микъдар
368,Haufen::N,өем,өем
369,Reihe::N,рәт,рәт
370,Boot::N,каек,каек
371,Boot::N,каек,көймә
372,Boot::N,көймә,каек
373,Boot::N,көймә,көймә
374,Ruder::N,ишкәк,ишкәк
375,Schlitten::N,чана,чана
376,Ski::N,чаңгы,чаңгы
377,Lagerfeuer::N,костёр,костёр
378,Last::N,йөк,йөк
379,Gang::N,йөреш,йөреш
380,Schritt::N,адым,адым
381,Norden::N,төньяк,төньяк
382,Süden::N,көньяк,көньяк
383,Westen::N,көнбатыш,көнбатыш
384,Osten::N,шәрык,шәрык
385,Osten::N,шәрык,көнчыгыш
386,Osten::N,көнчыгыш,шәрык
387,Osten::N,көнчыгыш,көнчыгыш
388,Holz::N,агач,агач
389,Brett::N,такта,такта
390,Platte::N,плитә,плитә
391,Stütze::N,таяу,таяу
392,Stange::N,колга,колга
393,Stock::N,таяк,таяк
394,Stab::N,таяк,таяк
395,Rohr::N,торба,торба
396,Haus::N,өй,өй
397,Haus::N,өй,йорт
398,Haus::N,йорт,өй
399,Haus::N,йорт,йорт
400,Heim::N,гаилә,гаилә
401,Heim::N,гаилә,нәсел
402,Heim::N,нәсел,гаилә
403,Heim::N,нәсел,нәсел
404,Ofen::N,мич,мич
405,Fußboden::N,идән,идән
406,Tisch::N,өстәл,өстәл
407,Stuhl::N,утыргыч,утыргыч
408,Wiege::N,бишек,бишек
409,Bett::N,ятак,ятак
410,Bett::N,ятак,урын-җир
411,Bett::N,урын-җир,ятак
412,Bett::N,урын-җир,урын-җир
413,Regal::N,киштә,киштә
414,Regal::N,киштә,шүрлек
415,Regal::N,шүрлек,киштә
416,Regal::N,шүрлек,шүрлек
417,Kiste::N,әрҗә,әрҗә
418,Fenster::N,тәрәзә,тәрәзә
419,Tür::N,ишек,ишек
420,Tor::N,капка,капка
421,Zaun::N,койма,койма
422,Dach::N,түбә,түбә
423,Leiter::N,баскыч,баскыч
424,Besen::N,себерке,себерке
425,Spaten::N,көрәк,көрәк
426,Schaufel::N,көрәк,көрәк
427,Gabel::N,чәннечке,чәннечке
428,Löffel::N,кашык,кашык
429,Messer::N,пычак,пычак
430,Nagel::N,кадак,кадак
431,Netz::N,челтәр,челтәр
432,Haken::N,ыргак,ыргак
433,Griff::N,тотка,тотка
434,Schloss::N,йозак,йозак
435,Bild::N,рәсем,рәсем
436,Bild::N,рәсем,картина
437,Bild::N,картина,рәсем
438,Bild::N,картина,картина
439,Figur::N,сын,сын
440,Figur::N,сын,фигура
441,Figur::N,фигура,сын
442,Figur::N,фигура,фигура
443,Puppe::N,курчак,курчак
444,Beutel::N,луза,луза
445,Bündel::N,бәйләм,бәйләм
446,Tasche::N,букча,букча
447,Eimer::N,чиләк,чиләк
448,Deckel::N,капкач,капкач
449,Geschirr::N,савыт-саба,савыт-саба
450,Geschirr::N,савыт-саба,кашык-аяк
451,Geschirr::N,кашык-аяк,савыт-саба
452,Geschirr::N,кашык-аяк,кашык-аяк
453,Sack::N,капчык,капчык
454,Tasse::N,чынаяк,чынаяк
455,Topf::N,чүлмәк,чүлмәк
456,Kessel::N,казан,казан
457,Essen::N,ашау,ашау
458,Nahrung::N,азык,азык
459,Nahrung::N,азык,тәгам
460,Nahrung::N,азык,ашамлык
461,Nahrung::N,тәгам,азык
462,Nahrung::N,тәгам,тәгам
463,Nahrung::N,тәгам,ашамлык
464,Nahrung::N,ашамлык,азык
465,Nahrung::N,ашамлык,тәгам
466,Nahrung::N,ашамлык,ашамлык
467,Speise::N,ризык,ризык
468,Fleisch::N,ит,ит
469,Getreide::N,ашлык,ашлык
470,Brei::N,ботка,ботка
471,Brot::N,ипи,ипи
472,Brot::N,ипи,икмәк
473,Brot::N,икмәк,ипи
474,Brot::N,икмәк,икмәк
475,Scheibe::N,телем,телем
476,Fett::N,май,май
477,Butter::N,май,май
478,Öl::N,май,май
479,Salz::N,тоз,тоз
480,Suppe::N,шулпа,шулпа
481,Honig::N,бал,бал
482,Milch::N,сөт,сөт
483,Tee::N,чәй,чәй
484,Leder::N,күн,күн
485,Wolle::N,йон,йон
486,Stoff::N,тукыма,тукыма
487,Nadel::N,энә,энә
488,Faden::N,җеп,җеп
489,Knopf::N,төймә,төймә
490,Knoten::N,төен,төен
491,Farbe::N,буяу,буяу
492,Kleidung::N,кием,кием
493,Hemd::N,күлмәк,күлмәк
494,Kragen::N,яка,яка
495,Ärmel::N,җиң,җиң
496,Hose::N,чалбар,чалбар
497,Gürtel::N,билбау,билбау
498,Mütze::N,бүрек,бүрек
499,Schuh::N,башмак,башмак
500,Stiefel::N,итек,итек
501,Ring::N,балдак,балдак
502,Band::N,тасма,тасма
503,Kamm::N,тарак,тарак
504,Spiegel::N,көзге,көзге
505,Riemen::N,каеш,каеш
506,Schnur::N,бау,бау
507,Leine::N,тезген,тезген
508,Decke::N,юрган,юрган
509,Kissen::N,мендәр,мендәр
510,Tuch::N,яулык,яулык
511,Handtuch::N,сөлгә,сөлгә
512,Kraft::N,егәр,егәр
513,Kraft::N,егәр,дәрман
514,Kraft::N,дәрман,егәр
515,Kraft::N,дәрман,дәрман
516,Stärke::N,көч,көч
517,Stärke::N,көч,дәрман
518,Stärke::N,дәрман,көч
519,Stärke::N,дәрман,дәрман
520,Gesundheit::N,саулык,саулык
521,Krankheit::N,чир,чир
522,Krankheit::N,чир,хаста
523,Krankheit::N,чир,сырхау
524,Krankheit::N,хаста,чир
525,Krankheit::N,хаста,хаста
526,Krankheit::N,хаста,сырхау
527,Krankheit::N,сырхау,чир
528,Krankheit::N,сырхау,хаста
529,Krankheit::N,сырхау,сырхау
530,Schmerz::N,авырту,авырту
531,Wunde::N,яра,яра
532,Wunde::N,яра,җәрәхәт
533,Wunde::N,җәрәхәт,яра
534,Wunde::N,җәрәхәт,җәрәхәт
535,Fieber::N,бизгәк,бизгәк
536,Arznei::N,дару,дару
537,Brücke::N,күпер,күпер
538,Brunnen::N,кое,кое
539,Weide::N,утлавык,утлавык
540,Pfad::N,сукмак,сукмак
541,Weg::N,юл,юл
542,Straße::N,урам,урам
543,Dorf::N,авыл,авыл
544,Stadt::N,шәһәр,шәһәр
545,Brief::N,хат,хат
546,Buch::N,китап,китап
547,Buchstabe::N,хәреф,хәреф
548,Zeitung::N,газет,газет
549,Zeitung::N,газет,газета
550,Zeitung::N,газета,газет
551,Zeitung::N,газета,газета
552,Leben::N,гомер,гомер
553,Leben::N,гомер,тормыш
554,Leben::N,гомер,тереклек
555,Leben::N,тормыш,гомер
556,Leben::N,тормыш,тормыш
557,Leben::N,тормыш,тереклек
558,Leben::N,тереклек,гомер
559,Leben::N,тереклек,тормыш
560,Leben::N,тереклек,тереклек
561,Tod::N,үлем,үлем
562,Grab::N,гүр,гүр
563,Grab::N,гүр,кабер
564,Grab::N,кабер,гүр
565,Grab::N,кабер,кабер
566,Kirche::N,чиркәү,чиркәү
567,Sünde::N,язык,язык
568,Sünde::N,язык,гөнаһ
569,Sünde::N,гөнаһ,язык
570,Sünde::N,гөнаһ,гөнаһ
571,Gott::N,алла,алла
572,Gott::N,алла,ходай
573,Gott::N,ходай,алла
574,Gott::N,ходай,ходай
575,Arbeiter::N,эшче,эшче
576,Chef::N,башлык,башлык
577,Meister::N,оста,оста
578,Arzt::N,врач,врач
579,Arzt::N,врач,табиб
580,Arzt::N,табиб,врач
581,Arzt::N,табиб,табиб
582,Lehrer::N,укытучы,укытучы
583,Lehrer::N,укытучы,мөгаллим
584,Lehrer::N,мөгаллим,укытучы
585,Lehrer::N,мөгаллим,мөгаллим
586,Geld::N,акча,акча
587,Geschäft::N,эш,эш
588,Laden::N,кибет,кибет
589,Laden::N,кибет,магазин
590,Laden::N,магазин,кибет
591,Laden::N,магазин,магазин
592,Preis::N,бәя,бәя
593,Preis::N,бәя,бәһа
594,Preis::N,бәһа,бәя
595,Preis::N,бәһа,бәһа
596,Ware::N,товар,товар
597,Nutzen::N,файда,файда
598,Reichtum::N,байлык,байлык
599,Welt::N,дөнья,дөнья
600,Land::N,ил,ил
601,Staat::N,дәүләт,дәүләт
602,König::N,патша,патша
603,Macht::N,хакимият,хакимият
604,Grenze::N,чик,чик
605,Krieg::N,сугыш,сугыш
606,Feind::N,дошман,дошман
607,Gewalt::N,көчләү,көчләү
608,Kampf::N,көрәш,көрәш
609,Bogen[Waffe]::N,җәя,җәя
610,Pfeil::N,ук,ук
611,Gewehr::N,мылтык,мылтык
612,Fehler::N,хата,хата
613,Lüge::N,ялган,ялган
614,Schaden::N,зыян,зыян
615,Schaden::N,зыян,зарар
616,Schaden::N,зарар,зыян
617,Schaden::N,зарар,зарар
618,Unglück::N,бәла,бәла
619,Schuld::N,гаеп,гаеп
620,Alter::N,яшь,яшь
621,Schluss::N,ахыр,ахыр
622,Zeit::N,заман,заман
623,Tag::N,көн,көн
624,Morgen::N,иртә,иртә
625,Mittag::N,өйлә,өйлә
626,Abend::N,кич,кич
627,Nacht::N,төн,төн
628,Woche::N,атна,атна
629,Monat::N,ай,ай
630,Jahr::N,ел,ел
631,Frühling::N,яз,яз
632,Sommer::N,җәй,җәй
633,Herbst::N,көз,көз
634,Winter::N,кыш,кыш
635,Januar::N,гыйнвар,гыйнвар
636,Februar::N,февраль,февраль
637,März::N,март,март
638,April::N,апрель,апрель
639,Mai::N,май,май
640,Juni::N,июнь,июнь
641,Juli::N,июль,июль
642,August::N,август,август
643,September::N,сентябрь,сентябрь
644,Oktober::N,октябрь,октябрь
645,November::N,ноябрь,ноябрь
646,Dezember::N,декабрь,декабрь
647,Montag::N,дүшәмбе,дүшәмбе
648,Dienstag::N,сишәмбе,сишәмбе
649,Mittwoch::N,чәршәмбе,чәршәмбе
650,Donnerstag::N,атнакич,атнакич
651,Donnerstag::N,атнакич,пәнҗешәмбе
652,Donnerstag::N,пәнҗешәмбе,атнакич
653,Donnerstag::N,пәнҗешәмбе,пәнҗешәмбе
654,Freitag::N,җомга,җомга
655,Samstag::N,шимбә,шимбә
656,Sonntag::N,якшәмбе,якшәмбе
657,groß::A,зур,зур
658,klein::A,кечкенә,кечкенә
659,lang::A,озын,озын
660,kurz::A,кыска,кыска
661,breit::A,киң,киң
662,schmal::A,кысык,кысык
663,dicht::A,куе,куе
664,dick[Gegenstand]::A,калын,калын
665,dünn::A,нечкә,нечкә
666,fein::A,нәзакәтле,нәзакәтле
667,fest::A,нык,нык
668,flach::A,яссы,яссы
669,flach::A,яссы,ялпак
670,flach::A,ялпак,яссы
671,flach::A,ялпак,ялпак
672,glatt::A,шома,шома
673,hart::A,каты,каты
674,weich::A,йомшак,йомшак
675,rund::A,түгәрәк,түгәрәк
676,spitz::A,очлы,очлы
677,scharf::A,үткен,үткен
678,stumpf::A,үтмәс,үтмәс
679,schwer::A,салмак,салмак
680,schön::A,гүзәл,гүзәл
681,heiß::A,эссе,эссе
682,warm::A,җылы,җылы
683,kalt::A,суык,суык
684,kalt::A,суык,салкын
685,kalt::A,салкын,суык
686,kalt::A,салкын,салкын
687,kühl::A,салкынча,салкынча
688,frisch::A,салкынча,салкынча
689,feucht::A,юеш,юеш
690,nass::A,дымлы,дымлы
691,trocken::A,коры,коры
692,voll::A,тулы,тулы
693,leer::A,буш,буш
694,offen::A,ачык,ачык
695,geschlossen::A,йомык,йомык
696,sauber::A,пакь,пакь
697,sauber::A,пакь,чиста
698,sauber::A,чиста,пакь
699,sauber::A,чиста,чиста
700,schmutzig::A,керле,керле
701,schmutzig::A,керле,пычрак
702,schmutzig::A,пычрак,керле
703,schmutzig::A,пычрак,пычрак
704,roh::A,чи,чи
705,reif::A,өлгергән,өлгергән
706,lecker::A,тәмле,тәмле
707,süß::A,татлы,татлы
708,bitter::A,ачы,ачы
709,sauer::A,әче,әче
710,hell::A,якты,якты
711,dunkel::A,кара,кара
712,schwarz::A,кара,кара
713,weiß::A,ак,ак
714,rot::A,кызыл,кызыл
715,gelb::A,сары,сары
716,blau::A,күк,күк
717,grün::A,яшел,яшел
718,grau::A,соры,соры
719,bunt::A,чуар,чуар
720,billig::A,арзан,арзан
721,teuer::A,хаклы,хаклы
722,wertvoll::A,кыйммәтле,кыйммәтле
723,blind::A,сукыр,сукыр
724,blind::A,сукыр,күзсез
725,blind::A,күзсез,сукыр
726,blind::A,күзсез,күзсез
727,taub::A,чукрак,чукрак
728,taub::A,чукрак,саңгырау
729,taub::A,саңгырау,чукрак
730,taub::A,саңгырау,саңгырау
731,kräftig::A,егәрле,егәрле
732,stark::A,нык,нык
733,stark::A,нык,базык
734,stark::A,базык,нык
735,stark::A,базык,базык
736,schwach::A,зәгыйфь,зәгыйфь
737,fett::A,симез,симез
738,schlank::A,нәзек,нәзек
739,hübsch::A,чибәр,чибәр
740,böse::A,усал,усал
741,dumm::A,акылсыз,акылсыз
742,faul::A,ялкау,ялкау
743,faul::A,ялкау,иренчәк
744,faul::A,иренчәк,ялкау
745,faul::A,иренчәк,иренчәк
746,fleißig::A,тырыш,тырыш
747,fleißig::A,тырыш,тырышучан
748,fleißig::A,тырышучан,тырыш
749,fleißig::A,тырышучан,тырышучан
750,geizig::A,саран,саран
751,klug::A,акыллы,акыллы
752,geschickt::A,маһир,маһир
753,lieb::A,сөекле,сөекле
754,lustig::A,күңелле,күңелле
755,sanft::A,басынкы,басынкы
756,hungrig::A,ач,ач
757,krank::A,чирле,чирле
758,krank::A,чирле,сырхау
759,krank::A,сырхау,чирле
760,krank::A,сырхау,сырхау
761,nackt::A,шәрә,шәрә
762,traurig::A,ямансу,ямансу
763,lebendig::A,тере,тере
764,gut::A,яхшы,яхшы
765,schlecht::A,начар,начар
766,richtig::A,дөрес,дөрес
767,schlimm::A,әшәкә,әшәкә
768,wahr::A,чып-чын,чып-чын
769,alt::A,иске,иске
770,neu::A,яңа,яңа
771,ehemalig::A,элекке,элекке
772,alt[Lebewesen]::A,карт,карт
773,jung::A,яшь,яшь
774,arm::A,фәкыйрь,фәкыйрь
775,reich::A,бай,бай
776,bekannt::A,таныш,таныш
777,berühmt::A,атаклы,атаклы
778,fremd::A,ят,ят
779,verschieden::A,төрле,төрле
780,nah::A,якын,якын
781,fern::A,ерак,ерак
782,linker::A,сул,сул
783,rechter::A,уң,уң
784,anderer::A,бүтән,бүтән
785,erster::A,беренче,беренче
786,zweiter::A,икенче,икенче
787,dritter::A,өченче,өченче
788,letzter::A,ахыргы,ахыргы
789,allein::ADV,ялгыз,ялгыз
790,auf einmal::ADV,бердән,бердән
791,zusammen::ADV,бергә,бергә
792,lange::ADV,озак,озак
793,plötzlich::ADV,искәрмәстән,искәрмәстән
794,sofort::ADV,хәзер,хәзер
795,später::ADV,соңрак,соңрак
796,jetzt::ADV,хәзер,хәзер
797,heute::ADV,бүген,бүген
798,morgen::ADV,иртәгә,иртәгә
799,bald::ADV,тиздән,тиздән
800,dann::ADV,аннары,аннары
801,gestern::ADV,кичә,кичә
802,einst::ADV,берчак,берчак
803,damals::ADV,ул вакытта,ул вакытта
804,damals::ADV,ул вакытта,ул чакта
805,damals::ADV,ул чакта,ул вакытта
806,damals::ADV,ул чакта,ул чакта
807,danach::ADV,да,да
808,vorher::ADV,элек,элек
