,Concept_ID,uz,fa
788,wegen::PRP,sababli,بخاطر
789,dies::PRN,o'sha,این
790,das::PRN,narigi,آن
791,alles::PRN,har nima,تمام
792,alles::PRN,har nima,همه‌چیر
793,ich::PRN,men,من
794,du::PRN,sen,تو
795,er::PRN,u,او
796,wir::PRN,biz,ما
797,ihr::PRN,siz,شما
798,sie::PRN,ular,آنها
799,was::FPRN,nima,چه
800,wer::FPRN,kim,کی
801,wo::FADV,qaerda,کجا
802,wohin::FADV,qayerga,بکجا
803,wie::FADV,qanday,چطور
804,wie::FADV,qanday,چگونه
805,warum::FADV,nega,چرا
806,warum::FADV,nega,برای چه
807,wieviel::FNUM,qancha,چند
808,wieviel::FNUM,qancha,چقدر
809,eins::NUM,bir,یک
810,zwei::NUM,ikki,دو
811,drei::NUM,uch,سه
812,vier::NUM,to'rt,چهار
813,fünf::NUM,besh,پنج
814,sechs::NUM,olti,شش
815,sieben::NUM,etti,هفت
816,acht::NUM,sakkiz,هشت
817,neun::NUM,to'qqiz,نه
818,zehn::NUM,o'n,ده
819,elf::NUM,o'n bir,یازده
820,zwölf::NUM,o'n ikki,دوازده
821,zwanzig::NUM,yigirma,بیست
822,dreißig::NUM,o'ttiz,سی
823,vierzig::NUM,qirq,چهل
824,fünfzig::NUM,ällik,پنجاه
825,sechzig::NUM,oltmish,شصت
826,siebzig::NUM,etmish,هفتاد
827,achtzig::NUM,sakson,هشتاد
828,neunzig::NUM,to'qson,نود
829,hundert::NUM,yuz,صد
830,tausend::NUM,ming,هزار
831,und::CNJ,va,و
832,oder::CNJ,yo,یا
833,stehen::V,turmoq,ایستادن
834,sitzen::V,o'tirmoq,نشستن
835,liegen::V,yotmoq,خوابیدن
836,liegen::V,yotmoq,دراز کشیدن
837,hängen::V,osilmoq,آویزان بودن
838,werden::V,bo'lmoq,شدن
839,passieren::V,bo'lib o'tmoq,گذشتن
840,passieren::V,bo'lib o'tmoq,اتفاق افتادن
841,beginnen::V,boshlanmoq,شروع شدن
842,enden::V,bitmoq,تمام شدن
843,wechseln::V,o'zgarmoq,عوض شدن
844,aufgehen[Sonne]::V,chiqmoq,برآمدن
845,aufgehen[Sonne]::V,chiqmoq,طلوع کردن
846,untergehen[Sonne]::V,botmoq,غروب کردن
847,scheinen[Sonne]::V,yaraqlamoq,تابیدن
848,donnern::V,gulduramoq,رعد زدن
849,wehen::V,elpimoq,دمیدن
850,strömen::V,oqmoq,روان شدن
851,fließen::V,oqmoq,روان شدن
852,sich drehen::V,aylanmoq,چرخیدن
853,schwanken::V,qoqilmoq,خم و راست شدن
854,schwingen::V,lopillamoq,تاب خوردن
855,schwingen::V,lopillamoq,نوسان کردن
856,fallen::V,tushmoq,افتادن
857,fallen::V,tushmoq,سقوط کردن
858,brennen::V,yonmoq,سوزاندن
859,rauchen::V,tutamoq,دود کردن
860,regnen::V,yomg'ir yog'moq,باران آمدن
861,gefrieren::V,muzlamoq,یخ بستن
862,tauen::V,ärimoq,آب شدن
863,schmelzen::V,ärimoq,آب شدن
864,trocknen::V,qurimoq,خشک شدن
865,sieden::V,qaynamoq,جوشیدن
866,faulen::V,chirimoq,فاسد شدن
867,verfaulen::V,chirimoq,پوسیدن
868,reißen::V,qayt qilmoq,پاره شدن
869,versinken::V,g'arq bo'lmoq,غرق شدن
870,vergehen::V,o'tmoq,گذشتن
871,erscheinen::V,zuhur ätmoq,ظاهر شدن
872,verschwinden::V,yo'qolmoq,گم شدن
873,verschwinden::V,yo'qolmoq,از بین رفتن
874,sinken::V,pasaymoq,پایین آمدن
875,abnehmen::V,kamaymoq,کم شدن
876,zunehmen::V,urchimoq,زیاد شدن
877,steigen::V,oshmoq,بالا رفتن
878,wachsen::V,o'smoq,قد کشیدن
879,glänzen::V,porlamoq,برق زدن
880,funkeln::V,yalt ätmoq,جرقه زدن
881,lärmen::V,taraq ätmoq,شلوغ کردن
882,läuten::V,jiringlamoq,زنگ زدن
883,klingeln::V,jiringlamoq,زنگ زدن
884,klirren::V,sharaqlamoq,جرنگ جرنگ صدا کردن
885,brausen::V,vag'illamoq,طوفانی بودن
886,rauschen::V,shitirlamoq,خش‌خش کردن
887,klingen::V,yangramoq,صدا دادن
888,bellen::V,hurmoq,عوعو کردن
889,heulen::V,uvlamoq,زوزه کشیدن
890,blasen::V,puflamoq,فوت کردن
891,pfeifen::V,xushtak chalmoq ,سوت زدن
892,schreien::V,qiyqirmoq,فریاد زدن
893,stöhnen::V,nola qilmoq,نالیدن
894,zittern::V,titramoq,لرزیدن
895,leben::V,yashamoq,زیستن
896,leben::V,yashamoq,زندگی کردن
897,geboren werden::V,tug'ilmoq,متولد شدن
898,atmen::V,nafas chiqarmoq,تنفس کردن
899,trinken::V,ichmoq,نوشیدن
900,essen::V,emoq,خوردن
901,schlucken::V,yutmoq,بلعیدن
902,schlucken::V,yutmoq,قورت دادن
903,müde werden::V,horimoq,خسته شدن
904,einschlafen::V,uxlab qolmoq,خواب رفتن
905,schlafen::V,uxlamoq,خوابیدن
906,aufwachen::V,uyg'onmoq,از خواب بیدار شدن
907,aufstehen::V,qo'pmoq,بیدار شدن
908,sich erholen::V,dam olmoq,استراحت کردن
909,krank werden::V,kasallanmoq,مریض شدن
910,krank sein::V,betob yotmoq,بیمار بودن
911,schmerzen::V,og'rimoq,درد کردن
912,husten::V,yo'talmoq,سرفه کردن
913,genesen::V,tuzalmoq,بهبود یافتن
914,sterben::V,o'lmoq,مردن
915,umkommen::V,halok bo'lmoq,کشته شدن
916,sich bewegen::V,harakat qilmoq,حرکت کردن
917,sich rühren::V,qimirlamoq,تکان خوردن
918,sich erheben::V,qo'pmoq,برخواستن
919,sich setzen::V,o'tirmoq,نشستن
920,hinfallen::V,yiqilmoq,زمین خوردن
921,laufen::V,yurmoq,پیاده رفتن
922,schreiten::V,yurmoq,قدم زدن
923,spazierengehen::V,sayr ätmoq,گردش رفتن
924,eilen::V,tezlamoq,شتاب کردن
925,sich beeilen::V,shoshmoq,عجله کردن
926,sausen::V,chopqillamoq,صفیر کشیدن
927,rennen::V,yugurmoq,دویدن
928,springen::V,sakramoq,پریدن
929,klettern::V,yuqorilamoq,بالا رفتن
930,schaukeln::V,irg'amoq,تاب خوردن
931,kriechen::V,ämaklamoq,خزیدن
932,schwimmen::V,suzmoq,شنا کردن
933,tauchen::V,chu'mmoq,غواصی کردن
934,rudern::V,eshkak eshmoq,پارو زدن
935,fahren::V,haydamoq,سواره رفتن
936,fliegen::V,uchmoq,پریدن
937,gehen::V,bormoq,رفتن
938,weggehen::V,ketoq,رفتن
939,abfahren::V,jo'namoq,حرکت کردن
940,anhalten::V,to'xtamoq,ایست کردن
941,hineingehen::V,kirmoq,داخل شدن
942,eintreten::V,kirmoq,وارد شدن
943,kommen::V,kelmoq,آمدن
944,ankommen::V,etib kelmoq,رسیدن
945,zurückkommen::V,qaytib kelmoq,برگشتن
946,bleiben::V,qolmoq,ماندن
947,warten::V,poylamoq,منتظر بودن
948,erwarten::V,kutmoq,انتظار داشتن
949,suchen::V,izlamoq,جستجو کردن
950,finden::V,topmoq,یافتن
951,finden::V,topmoq,پیدا کردن
952,versuchen::V,chalishmoq,سعی کردن
953,versuchen::V,chalishmoq,کوشش کردن
954,vorbereiten::V,hozirlamoq,آماده کردن
955,lieben::V,sevmoq,عاشق بودن
956,mögen::V,ardoqlamoq,میل داشتن
957,mögen::V,ardoqlamoq,دوست داشتن
958,lachen::V,kulmoq,خندیدن
959,rühren::V,ta'sirlantirmoq,به رقت آوردن
960,weinen::V,yig'lamoq,گریه کردن
961,schimpfen::V,koyinmoq,فحاشی کردن
962,sich ärgern::V,g'azab qilmoq,ناراحت شدن
963,sich fürchten::V,hurkmoq,واهمه کردن
964,fürchten::V,qo'rqmoq,ترسیدن
965,fliehen::V,qochmoq,گریختن
966,flüchten::V,qochmoq,فرار کردن
967,sehen::V,ko'rmoq,دیدن
968,anschauen::V,razm solmoq,نگاه کردن
969,ansehen::V,razm qilmoq,تماشا کردن
970,hören::V,äshitmoq,شنیدن
971,zuhören::V,tinglamoq,گوش دادن
972,probieren::V,tatib ko'rmoq,چشیدن
973,riechen::V,iskamoq,بوییدن
974,riechen::V,iskamoq,بو کردن
975,fühlen::V,sezmoq,احساس کردن
976,scheinen::V,tuyilmoq,بنظر آمدن
977,zu sehen sein::V,ko'rinmoq,دیده شدن
978,vernehmen::V,äshitmoq,شنیدن
979,frieren::V,sovuq qotmoq,سرد بودن
980,tun::V,ätmoq,کردن
981,können::V,-a olmoq,توانستن
982,können::V,-y olmoq,توانستن
983,wollen::V,istamoq,خواستن
984,anfangen::V,boshlamoq,شروع کردن
985,beenden::V,bitirmoq,تمام کردن
986,beenden::V,bitirmoq,پایان دادن
987,aufhören::V,tinmoq,دست کشیدن
988,gelingen::V,muvaffaqiyat qozonmoq,موفق شدن
989,geraten::V,bo'lmoq,نتیجه دادن
990,öffnen::V,ochmoq,گشودن
991,öffnen::V,ochmoq,باز کردن
992,schließen::V,yopmoq,بستن
993,schließen::V,yopmoq,قفل کردن
994,stellen::V,qo'ymoq,گذاردن
995,setzen::V,o'tqazmoq,نشاندن
996,legen::V,yotqizmoq,گذاشتن
997,berühren::V,tegmoq,دست زدن
998,berühren::V,tegmoq,لمس کردن
999,verbinden::V,ulamoq,وصل کردن
1000,bedecken::V,bekitmoq,پوشاندن
1001,aufhängen::V,ildirmoq,آویختن
1002,anzünden::V,yondirmoq,سوزاندن
1003,aufheben::V,ko'tarmoq,برداشتن
1004,aufheben::V,ko'tarmoq,بلند کردن
1005,zurücklassen::V,ayrilmoq,گذاشتن
1006,verlieren::V,yo'qotmoq,گم کردن
1007,fallen lassen::V,tushirmoq,انداختن
1008,machen::V,qilmoq,کردن
1009,machen::V,qilmoq,ساختن
1010,herstellen::V,chiqarmoq,ساختن
1011,herstellen::V,chiqarmoq,تولید کردن
1012,bauen::V,solmoq,ساختن
1013,bauen::V,solmoq,بنا کردن
1014,reparieren::V,tuzatmoq,درست کردن
1015,reparieren::V,tuzatmoq,تعمیر کردن
1016,verbessern::V,isloh qilmoq,بهتر کردن
1017,ändern::V,o'zgartirmoq,تغییر دادن
1018,graben::V,qazimoq,کندن
1019,graben::V,qazimoq,گود کردن
1020,beugen::V,bukmoq,کج کردن
1021,biegen::V,bukmoq,خم کردن
1022,drehen::V,aylantirmoq,چرخاندن
1023,wenden::V,burmoq,برگرداندن
1024,umdrehen::V,ag'darmoq,برگرداندن
1025,heben::V,yuksaltirmoq,برداشتن
1026,hochheben::V,ko'tarmoq,برآوردن
1027,hochheben::V,ko'tarmoq,بلند کردن
1028,ergreifen::V,tutamlamoq,گرفتن
1029,halten::V,tutmoq,نگاه داشتن
1030,drücken::V,bosmoq,فشار دادن
1031,drücken::V,bosmoq,فشار آوردن
1032,schieben::V,surmoq,هل دادن
1033,kratzen::V,qashimoq,خاریدن
1034,lecken::V,mijimoq,لیسیدن
1035,beißen::V,tishlamoq,گاز زدن
1036,abreißen::V,emirmoq,پاره کردن
1037,abschneiden::V,cho'rt kesmoq,بریدن
1038,abschneiden::V,cho'rt kesmoq,قطع کردن
1039,binden::V,bog'lamoq,بستن
1040,stecken::V,suqmoq,فرو کردن
1041,brechen::V,sindirmoq,شکستن
1042,klopfen::V,dukurlamoq,کوبیدن
1043,hauen::V,urmoq,زدن
1044,kleben::V,yopishtirmoq,چسباندن
1045,reiben::V,surkamoq,مالش دادن
1046,streichen::V,surkamoq,مالیدن
1047,schleifen::V,qayramoq,تیز کردن
1048,schneiden::V,kesmoq,چیدن
1049,schneiden::V,kesmoq,بریدن
1050,rütteln::V,chayqamoq,لرزاندن
1051,rütteln::V,chayqamoq,تکان دادن
1052,schütteln::V,chayqamoq,تکان دادن
1053,schwenken::V,chayqatmoq,تاب دادن
1054,schütten::V,quymoq,ریختن
1055,füllen::V,to'ldirmoq,پر کردن
1056,einwickeln::V,chulg'amoq,پیچیدن
1057,tragen::V,tashimoq,بردن
1058,tragen::V,tashimoq,حمل کردن
1059,schleppen::V,sudramoq,کشیدن
1060,ziehen::V,tortmoq,کشیدن
1061,aufbewahren::V,tutmoq,نگهداری کردن
1062,werfen::V,tashlamoq,انداختن
1063,werfen::V,tashlamoq,پرتاب کردن
1064,fangen::V,tutmoq,گرفتن
1065,packen::V,opqochmoq,گرفتن
1066,verstecken::V,yashirmoq,قایم کردن
1067,verstecken::V,yashirmoq,پنهان کردن
1068,teilen::V,bo'lmoq,قسمت کردن
1069,teilen::V,bo'lmoq,تقسیم کردن
1070,schicken::V,yubormoq,فرستادن
1071,schicken::V,yubormoq,ارسال کردن
1072,bringen::V,keltirmoq,آوردن
1073,hinzufügen::V,tirkamoq,افزودن
1074,hinzufügen::V,tirkamoq,اضافه کردن
1075,bekommen::V,olmoq,گرفتن
1076,erhalten::V,olmoq,دریافت کردن
1077,nehmen::V,olmoq,گرفتن
1078,nehmen::V,olmoq,برداشتن
1079,wählen::V,saylamoq,انتخاب کردن
1080,auswählen::V,saylamoq,برگزیدن
1081,bewahren::V,saqlamoq,حفظ کردن
1082,bewahren::V,saqlamoq,حفاظت کردن
1083,behindern::V,xalal bermoq,مانع بودن
1084,verderben::V,xazon qilmoq,از بین بردن
1085,beschädigen::V,buzmoq,صدمه زدن
1086,zerbrechen::V,sindirmoq,شکستن
1087,zerreißen::V,yirtmoq,دریدن
1088,zerreißen::V,yirtmoq,پاره کردن
1089,zerstören::V,vayron qilmoq,خراب کردن
1090,zerstören::V,vayron qilmoq,ویران کردن
1091,verbrennen::V,kuydirmoq,سوزاندن
1092,geben::V,bermoq,دادن
1093,reichen::V,bermoq,دادن
1094,schenken::V,sovg'a qilmoq,هدیه دادن
1095,versprechen::V,va'da bermoq,قول دادن
1096,versprechen::V,va'da bermoq,وعده دادن
1097,wünschen::V,orziqmoq,آرزو کردن
1098,loben::V,maqtamoq,ستایش کردن
1099,küssen::V,o'pmoq,بوسیدن
1100,wiegen::V,tebratmoq,نوسان کردن
1101,zudecken::V,yopmoq,پوشاندن
1102,wecken::V,uyg'otmoq,بیدار کردن
1103,zeigen::V,ko'rsatmoq,نشان دادن
1104,führen::V,boshlik bo'lmoq,رهنمائی کردن
1105,lehren::V,o'rgatmoq,آموختن
1106,lehren::V,o'rgatmoq,یاد دادن
1107,unterrichten::V,dars bermoq,درس دادن
1108,unterrichten::V,dars bermoq,تدریس کردن
1109,aufziehen::V,o'stirmoq,تربیت کردن
1110,leiten::V,boshqarmoq,اداره کردن
1111,antreiben::V,shoshiltirmoq,عجله دادن
1112,lassen::V,ruxsat bermoq,وادار کردن
1113,einladen::V,taklif kilmoq,دعوت کردن
1114,einladen::V,taklif kilmoq,مهمان کردن
1115,vereinigen::V,qo'shmoq,یکی کردن
1116,vereinigen::V,qo'shmoq,متحد کردن
1117,besuchen::V,mehmonga bormoq,دیدار کردن
1118,treffen::V,duchor bo'lmoq,ملاقات کردن
1119,sich versammeln::V,to'planmoq,جمع شدن
1120,spielen::V,o'ynamoq,بازی کردن
1121,singen::V,yalla qilmoq,آواز خواندن
1122,tanzen::V,raqs qilmoq,رقصیدن
1123,sich trennen::V,yakkalanmoq,جدا شدن
1124,verlassen::V,qoldirmoq,ترک کردن
1125,retten::V,qutqazmoq,نجات دادن
1126,bewachen::V,qo'rimoq,حراست کردن
1127,schützen::V,yoniga olmoq,حفظ کردن
1128,verteidigen::V,yoqlamoq,دفاع کردن
1129,sich schlagen::V,yoqalashmoq,کتک‌کاری کردن
1130,schießen::V,otmoq,تیر زدن
1131,siegen::V,engmoq,پیروز شدن
1132,ärgern::V,jahl chiqarmoq,ناراحت کردن
1133,schlagen::V,urmoq,زدن
1134,schlagen::V,urmoq,کوبیدن
1135,treten::V,tepmoq,لگد زدن
1136,stechen::V,qadamoq,چاقو زدن
1137,stoßen::V,turtmoq,هل دادن
1138,stehlen::V,o'g'rilamoq,دزدیدن
1139,stören::V,tebratmoq,مزاحم شدن
1140,belästigen::V,g'ashini keltirmoq,زحمت دادن
1141,verbergen::V,berkitmoq,پنهان کردن
1142,täuschen::V,aldamoq,گول زدن
1143,täuschen::V,aldamoq,فریب دادن
1144,betrügen::V,tirriq qilmoq,گول زدن
1145,betrügen::V,tirriq qilmoq,فریب دادن
1146,töten::V,o'ldirmoq,کشتن
1147,wohnen::V,istiqomat qilmoq,منزل داشتن
1148,wohnen::V,istiqomat qilmoq,سکونت داشتن
1149,arbeiten::V,ishlamoq,کار کردن
1150,sammeln::V,yig'moq,جمع کردن
1151,pflücken::V,termoq,چیدن
1152,jagen::V,ov qilmoq,شکار کردن
1153,fischen::V,baliq ovlamoq,صید کردن
1154,fischen::V,baliq ovlamoq,ماهی‌گیری کردن
1155,fassen::V,ilinmoq,گرفتن
1156,hüten::V,boqtirmoq,چراندن
1157,hüten::V,boqtirmoq,مراقبت کردن
1158,treiben::V,haydamoq,راندن
1159,anbinden::V,bog'lamoq,متصل کردن
1160,füttern::V,edirmoq,غذا دادن
1161,melken::V,sog'moq,دوشیدن
1162,hacken::V,chopmoq,خرد کردن
1163,gießen::V,oqizmoq,ریختن
1164,reifen::V,qizarmoq,رسیدن
1165,zubereiten::V,pishirmoq,طبخ کردن
1166,zubereiten::V,pishirmoq,آماده کردن
1167,kochen::V,qaynatmoq,پختن
1168,kochen::V,qaynatmoq,آشپزی کردن
1169,backen::V,yopmoq,پختن
1170,braten::V,qovurmoq,سرخ کردن
1171,umrühren::V,atalamoq,هم زدن
1172,stricken::V,to'qimoq,بافتن
1173,nähen::V,tikmoq,دوختن
1174,färben::V,bo'yoqlamoq,رنگ زدن
1175,reinigen::V,tozalamoq,پاک کردن
1176,reinigen::V,tozalamoq,تمیز کردن
1177,waschen::V,yuvmoq,شستن
1178,abwischen::V,surkamoq,زدودن
1179,spülen::V,chaymoq,شستن
1180,fegen::V,cho'tkalamoq,جارو کردن
1181,kehren::V,supurmoq,جارو کردن
1182,baden::V,cho'milmoq,شنا کردن
1183,baden::V,cho'milmoq,حمام کردن
1184,sich waschen::V,yuvinmoq,شستشو کردن
1185,ausziehen::V,echintirmoq,درآوردن
1186,anziehen::V,kiymoq,پوشیدن
1187,sich anziehen::V,kiyinmoq,لباس پوشیدن
1188,kämmen::V,taramoq,شانه زدن
1189,schmücken::V,yasatmoq,زینت دادن
1190,sagen::V,aytmoq,گفتن
1191,sprechen::V,so'zlamoq,حرف زدن
1192,sprechen::V,so'zlamoq,صحبت کردن
1193,reden::V,gapirmoq,حرف زدن
1194,reden::V,gapirmoq,صحبت کردن
1195,sich unterhalten::V,suhbatlashmoq,گپ زدن
1196,fragen::V,so'ramoq,پرسیدن
1197,fragen::V,so'ramoq,سؤال کردن
1198,bitten::V,iltimos qilmoq,خواهش کردن
1199,bitten::V,iltimos qilmoq,درخواست کردن
1200,erzählen::V,aytib bermoq,نقل کردن
1201,erzählen::V,aytib bermoq,حکایت کردن
1202,mitteilen::V,bildirmoq,خبر دادن
1203,nennen::V,atamoq,نامیدن
1204,rufen::V,chaqirmoq,صدا کردن
1205,prahlen::V,gerdaymoq,پز آمدن
1206,übersetzen::V,tarjima qilmoq,ترجمه کردن
1207,denken::V,o'ylamoq,فکر کردن
1208,glauben::V,ishonmoq,باور کردن
1209,glauben::V,ishonmoq,عقیده داشتن
1210,bemerken::V,payqamoq,متوجه شدن
1211,erkennen::V,tanimoq,شناختن
1212,erkennen::V,tanimoq,تشخیص دادن
1213,begreifen::V,tushunmoq,فهمیدن
1214,begreifen::V,tushunmoq,درک کردن
1215,verstehen::V,anglamoq,فهمیدن
1216,lernen::V,o'qimoq,آموختن
1217,lernen::V,o'qimoq,یاد گرفتن
1218,wissen::V,bilmoq,دانستن
1219,sich erinnern an::V,äsni tanimoq,به یاد آوردن
1220,vergessen::V,unutmoq,فراموش کردن
1221,messen::V,o'lchamoq,اندازه گرفتن
1222,zählen::V,raqamlamoq,شمردن
1223,rechnen::V,cho'tlamoq,حساب کردن
1224,lesen::V,o'qimoq,خواندن
1225,malen::V,rasm solmoq,نقاشی کردن
1226,zeichnen::V,chizmoq,کشیدن
1227,zeichnen::V,chizmoq,رسم کردن
1228,schreiben::V,yozmoq,نوشتن
1229,besitzen::V,ägalamoq,داشتن
1230,kaufen::V,olmoq,خریدن
1231,kaufen::V,olmoq,خرید کردن
1232,verkaufen::V,sotmoq,فروختن
1233,bezahlen::V,to'lamoq,پرداختن
1234,zahlen::V,to'lamoq,پرداخت کردن
1235,beherrschen::V,ägalamoq,مسلط بودن
1236,ertragen::V,chidamoq,تحمل کردن
