,Concept_ID,te,uz
683,siebzig::NUM,డెబ్బది,etmish
684,achtzig::NUM,ఎనుబది,sakson
685,neunzig::NUM,తొంబది,to'qson
686,hundert::NUM,నూఱు,yuz
687,tausend::NUM,వేయి,ming
688,und::CNJ,మఱియు,va
689,oder::CNJ,లేక,yo
690,stehen::V,నిలుచు,turmoq
691,sitzen::V,కూర్చుండు,o'tirmoq
692,liegen::V,పండుకొనుట,yotmoq
693,hängen::V,వ్రేలాడదీయు,osilmoq
694,werden::V,అగు,bo'lmoq
695,passieren::V,సంభవించు,bo'lib o'tmoq
696,beginnen::V,ఆరంభించు,boshlanmoq
697,enden::V,తీరుట,bitmoq
698,wechseln::V,మార్చు,o'zgarmoq
699,aufgehen[Sonne]::V,ఉదయించు,chiqmoq
700,untergehen[Sonne]::V,అస్తమించు,botmoq
701,scheinen[Sonne]::V,ప్రకాశించు,yaraqlamoq
702,donnern::V,ఉరుముట,gulduramoq
703,wehen::V,దురద్పప్టము,elpimoq
704,strömen::V,పారుట,oqmoq
705,fließen::V,ప్రవహించు,oqmoq
706,sich drehen::V,తిరుగు,aylanmoq
707,schwanken::V,ఆడించుట,qoqilmoq
708,schwingen::V,ఊగుట,lopillamoq
709,fallen::V,పడు,tushmoq
710,brennen::V,కాలుట,yonmoq
711,rauchen::V,పొగసుట,tutamoq
712,regnen::V,కురిపించుట,yomg'ir yog'moq
713,gefrieren::V,గడ్డకట్టు,muzlamoq
714,tauen::V,కరగు,ärimoq
715,schmelzen::V,కరగు,ärimoq
716,trocknen::V,యెండుట,qurimoq
717,sieden::V,ఉడుకు,qaynamoq
718,faulen::V,క్రుళ్లు,chirimoq
719,verfaulen::V,క్షిణించు,chirimoq
720,reißen::V,చించు,qayt qilmoq
721,versinken::V,మునుగు,g'arq bo'lmoq
722,vergehen::V,సంభవించు,o'tmoq
723,erscheinen::V,కనబడు,zuhur ätmoq
724,verschwinden::V,అదృశ్యమగు,yo'qolmoq
725,sinken::V,ముణుగుట,pasaymoq
726,abnehmen::V,తగ్గు,kamaymoq
727,zunehmen::V,పెరుగుట,urchimoq
728,steigen::V,లేచు,oshmoq
729,wachsen::V,పెరుగు,o'smoq
730,glänzen::V,ప్రకాశించు,porlamoq
731,funkeln::V,ప్రకాశించు,yalt ätmoq
732,lärmen::V,అరుచుట,taraq ätmoq
733,läuten::V,మేళవించుట,jiringlamoq
734,klingeln::V,వాయించుట,jiringlamoq
735,klirren::V,ఘంటానాదము,sharaqlamoq
736,brausen::V,గర్జించు,vag'illamoq
737,rauschen::V,చటచటమనుట,shitirlamoq
738,klingen::V,ధ్వనించుట,yangramoq
739,bellen::V,అఱచు,hurmoq
740,heulen::V,కూయు,uvlamoq
741,blasen::V,దురద్పప్టము,puflamoq
742,pfeifen::V,ఈలవేయు,xushtak chalmoq 
743,schreien::V,అఱచు,qiyqirmoq
744,stöhnen::V,మూలుగు,nola qilmoq
745,zittern::V,వణకు,titramoq
746,leben::V,జీవించుట,yashamoq
747,geboren werden::V,పుట్టుట,tug'ilmoq
748,atmen::V,ఉపిరి తీయు,nafas chiqarmoq
749,trinken::V,త్రాగు,ichmoq
750,essen::V,తిను,emoq
751,schlucken::V,మ్రింగు,yutmoq
752,müde werden::V,అలయు,horimoq
753,einschlafen::V,నిద్రించు,uxlab qolmoq
754,schlafen::V,నిద్రురించు,uxlamoq
755,aufwachen::V,మేలుకొను,uyg'onmoq
756,aufstehen::V,లేచు,qo'pmoq
757,sich erholen::V,నడ్డి వాల్చు,dam olmoq
758,krank werden::V,జబ్బుపడు,kasallanmoq
759,krank sein::V,జబ్బు చేయు,betob yotmoq
760,schmerzen::V,నొచ్చుట,og'rimoq
761,husten::V,దగ్గుట,yo'talmoq
762,genesen::V,కుదురుట,tuzalmoq
763,sterben::V,మరణించు,o'lmoq
764,umkommen::V,నశించు,halok bo'lmoq
765,sich bewegen::V,కదలు,harakat qilmoq
766,sich rühren::V,కదలు,qimirlamoq
767,sich erheben::V,లేచు,qo'pmoq
768,sich setzen::V,కూర్చుణ్డు,o'tirmoq
769,hinfallen::V,దొర్లు,yiqilmoq
770,laufen::V,నడచు,yurmoq
771,schreiten::V,అడుగుపెట్టుట,yurmoq
772,spazierengehen::V,పచారు చేయు,sayr ätmoq
773,eilen::V,తొందరపడు,tezlamoq
774,sich beeilen::V,త్వరపెట్టు,shoshmoq
775,sausen::V,విసరికొట్టు,chopqillamoq
776,rennen::V,పరుగెత్తు,yugurmoq
777,springen::V,దుముకు,sakramoq
778,klettern::V,ఎక్కు,yuqorilamoq
779,schaukeln::V,ఉయ్యాల ఊగు ,irg'amoq
780,kriechen::V,ప్రాకు,ämaklamoq
781,schwimmen::V,ఈదు,suzmoq
782,tauchen::V,మునుగు,chu'mmoq
783,rudern::V,తెడ్లతోఁగడపు,eshkak eshmoq
784,fahren::V,నడపు,haydamoq
785,fliegen::V,ఎగురు,uchmoq
786,gehen::V,పోవు,bormoq
787,weggehen::V,బయలుదేరు,ketoq
788,abfahren::V,విడిచిపోవు,jo'namoq
789,anhalten::V,నిలుపు,to'xtamoq
790,hineingehen::V,ప్రవేశించు,kirmoq
791,eintreten::V,ప్రవేశించు,kirmoq
792,kommen::V,వచ్చు,kelmoq
793,ankommen::V,వచ్చి చేరు,etib kelmoq
794,zurückkommen::V,తిరిగీవచ్చుట,qaytib kelmoq
795,bleiben::V,ఉండు,qolmoq
796,warten::V,కనిపెట్టు,poylamoq
797,erwarten::V,నిరిక్షించు,kutmoq
798,suchen::V,వెదకు,izlamoq
799,finden::V,కనుగొను,topmoq
800,versuchen::V,ప్రయత్నించు,chalishmoq
801,vorbereiten::V,తయారుచేయు,hozirlamoq
802,lieben::V,ప్రేమించు,sevmoq
803,mögen::V,ఇష్టపడు,ardoqlamoq
804,lachen::V,నవ్వు,kulmoq
805,rühren::V,గుండె తాకు,ta'sirlantirmoq
806,weinen::V,వీడ్చు,yig'lamoq
807,schimpfen::V,గొణుగు,koyinmoq
808,sich ärgern::V,అలుగు,g'azab qilmoq
809,sich fürchten::V,భయపడు,hurkmoq
810,fürchten::V,భయపడు,qo'rqmoq
811,fliehen::V,పాఱిపోపు,qochmoq
812,flüchten::V,తప్పించుకొను,qochmoq
813,sehen::V,చూచు,ko'rmoq
814,anschauen::V,చూచు,razm solmoq
815,ansehen::V,కాచియుండు,razm qilmoq
816,hören::V,విను,äshitmoq
817,zuhören::V,విను,tinglamoq
818,probieren::V,చవిచూచుట,tatib ko'rmoq
819,riechen::V,వాసనచూచు,iskamoq
820,fühlen::V,స్పర్శించుట,sezmoq
821,scheinen::V,కనబడు,tuyilmoq
822,zu sehen sein::V,చూవు,ko'rinmoq
823,vernehmen::V,విను,äshitmoq
824,frieren::V,చలికి వడకు,sovuq qotmoq
825,tun::V,చేయు,ätmoq
826,können::V,గల,-a olmoq
827,können::V,గల,-y olmoq
828,wollen::V,కోరు,istamoq
829,anfangen::V,ఆరంభించు,boshlamoq
830,beenden::V,ముగించు,bitirmoq
831,aufhören::V,నిలుపు,tinmoq
832,gelingen::V,గెలుపాందు,muvaffaqiyat qozonmoq
833,geraten::V,వెలువడు,bo'lmoq
834,öffnen::V,తెఱచు,ochmoq
835,schließen::V,మూయు,yopmoq
836,stellen::V,ఉంచు,qo'ymoq
837,setzen::V,ఉంచు,o'tqazmoq
838,legen::V,పెట్టు,yotqizmoq
839,berühren::V,తాకు,tegmoq
840,verbinden::V,చేర్చుట,ulamoq
841,bedecken::V,మూయు,bekitmoq
842,aufhängen::V,వ్రేలాడదీయు,ildirmoq
843,anzünden::V,వెలిగించు,yondirmoq
844,aufheben::V,సేకరించు,ko'tarmoq
845,zurücklassen::V,విడుచు,ayrilmoq
846,verlieren::V,పోగొట్టుకొను,yo'qotmoq
847,fallen lassen::V,జాఱవిడుచు,tushirmoq
848,machen::V,చేయు,qilmoq
849,herstellen::V,ఉత్పత్తిచేయు,chiqarmoq
850,bauen::V,నిర్మించు,solmoq
851,reparieren::V,సరిచేయు,tuzatmoq
852,verbessern::V,వృద్ధి చేయు,isloh qilmoq
853,ändern::V,మార్చు,o'zgartirmoq
854,graben::V,త్రవ్వు,qazimoq
855,beugen::V,వంచు,bukmoq
856,biegen::V,వంచు,bukmoq
857,drehen::V,నూలువడుకు,aylantirmoq
858,wenden::V,త్రిప్పు,burmoq
859,umdrehen::V,త్రిప్పు,ag'darmoq
860,heben::V,ఎత్తు,yuksaltirmoq
861,hochheben::V,ఎత్తు,ko'tarmoq
862,ergreifen::V,వశపఱచుకొను,tutamlamoq
863,halten::V,ఉంచు,tutmoq
864,drücken::V,అణచు,bosmoq
865,schieben::V,నొక్కు,surmoq
866,kratzen::V,గోకు,qashimoq
867,lecken::V,నాకు,mijimoq
868,beißen::V,కఱచు,tishlamoq
869,abreißen::V,తెగతెంచు,emirmoq
870,abschneiden::V,తెగకొట్టు,cho'rt kesmoq
871,binden::V,కట్టు,bog'lamoq
872,stecken::V,తగులుకొనివుండుట,suqmoq
873,brechen::V,పగులగొట్టు,sindirmoq
874,klopfen::V,కొట్టు,dukurlamoq
875,hauen::V,కొట్టు,urmoq
876,kleben::V,అంటుకొను,yopishtirmoq
877,reiben::V,రాచు,surkamoq
878,streichen::V,వ్యాపింపజేయు,surkamoq
879,schleifen::V,రాచు,qayramoq
880,schneiden::V,కోయు,kesmoq
881,rütteln::V,కుదిలించుట,chayqamoq
882,schütteln::V,కదల్చు,chayqamoq
883,schwenken::V,ఊచుట,chayqatmoq
884,schütten::V,పోయు,quymoq
885,füllen::V,నింపు,to'ldirmoq
886,einwickeln::V,చుట్టు,chulg'amoq
887,tragen::V,మోయు,tashimoq
888,schleppen::V,ఈడ్చు,sudramoq
889,ziehen::V,ఈడ్చు,tortmoq
890,aufbewahren::V,కాపాడు,tutmoq
891,werfen::V,విసరు,tashlamoq
892,fangen::V,పట్టుకొను,tutmoq
893,packen::V,పట్టుకొను,opqochmoq
894,verstecken::V,దాచు,yashirmoq
895,teilen::V,భాగించు,bo'lmoq
896,schicken::V,పంపు,yubormoq
897,bringen::V,తెచ్చు,keltirmoq
898,hinzufügen::V,చేర్చు,tirkamoq
899,bekommen::V,సంపాదించు,olmoq
900,erhalten::V,పుచ్చుకొను,olmoq
901,nehmen::V,తీసికొను,olmoq
902,wählen::V,ఇష్టపడు,saylamoq
903,auswählen::V,ఏరుకొను,saylamoq
904,bewahren::V,భద్రపఱుచు,saqlamoq
905,behindern::V,అడ్డగించుట,xalal bermoq
906,verderben::V,చెఱచు,xazon qilmoq
907,beschädigen::V,చెరుపుట,buzmoq
908,zerbrechen::V,పగులగొట్టు,sindirmoq
909,zerreißen::V,చించు,yirtmoq
910,zerstören::V,వాశనము చేయు,vayron qilmoq
911,verbrennen::V,కాల్చు,kuydirmoq
912,geben::V,ఇచ్చు,bermoq
913,reichen::V,అందుకొనుట,bermoq
914,schenken::V,అర్పించు,sovg'a qilmoq
915,versprechen::V,వాగ్దత్తము చేయు,va'da bermoq
916,wünschen::V,కోరు,orziqmoq
917,loben::V,స్తుతించు,maqtamoq
918,küssen::V,ముద్దుపెట్టుకొను,o'pmoq
919,wiegen::V,ఊచుట,tebratmoq
920,zudecken::V,మూయు,yopmoq
921,wecken::V,నిద్రపలేపుట,uyg'otmoq
922,zeigen::V,చూవు,ko'rsatmoq
923,führen::V,దారిచూపు,boshlik bo'lmoq
924,lehren::V,బోధించు,o'rgatmoq
925,unterrichten::V,నేర్పు,dars bermoq
926,aufziehen::V,పెంచు,o'stirmoq
927,leiten::V,తీసుకపోవుట,boshqarmoq
928,antreiben::V,ప్రేరేపించు,shoshiltirmoq
929,lassen::V,అనుమతించు,ruxsat bermoq
930,einladen::V,ఆహ్వానించు,taklif kilmoq
931,vereinigen::V,కూడుట,qo'shmoq
932,besuchen::V,పోయి చూచు,mehmonga bormoq
933,treffen::V,కలియు,duchor bo'lmoq
934,sich versammeln::V,కూర్చు,to'planmoq
935,spielen::V,ఆట లాడు,o'ynamoq
936,singen::V,పాడు,yalla qilmoq
937,tanzen::V,నృత్యముచేయు,raqs qilmoq
938,sich trennen::V,ఎడబాయుట,yakkalanmoq
939,verlassen::V,విడుచు,qoldirmoq
940,retten::V,తప్పించుట,qutqazmoq
941,bewachen::V,కాపాడు,qo'rimoq
942,schützen::V,రక్షించు,yoniga olmoq
943,verteidigen::V,రక్షించు,yoqlamoq
944,sich schlagen::V,జగడమాడు,yoqalashmoq
945,schießen::V,కాల్చు,otmoq
946,siegen::V,గెలుచు,engmoq
947,ärgern::V,పీడించుట,jahl chiqarmoq
948,schlagen::V,కొట్టు,urmoq
949,treten::V,తన్ను,tepmoq
950,stechen::V,కుట్టు,qadamoq
951,stoßen::V,గెంటు,turtmoq
952,stehlen::V,దొంగిలించు,o'g'rilamoq
953,stören::V,కలతపఱచు,tebratmoq
954,belästigen::V,పీడించు,g'ashini keltirmoq
955,verbergen::V,దాచు,berkitmoq
956,täuschen::V,మోసము చేయు,aldamoq
957,betrügen::V,మోసపుచ్చు,tirriq qilmoq
958,töten::V,చంపు,o'ldirmoq
959,wohnen::V,నివసించు,istiqomat qilmoq
960,arbeiten::V,పనిచేయు,ishlamoq
961,sammeln::V,ప్రోగుచేయు,yig'moq
962,pflücken::V,యేరుట,termoq
963,jagen::V,వేటాడు,ov qilmoq
964,fischen::V,వెదకు,baliq ovlamoq
965,fassen::V,పట్టుకొమ,ilinmoq
966,hüten::V,మందచేరుట,boqtirmoq
967,treiben::V,నడపు,haydamoq
968,anbinden::V,కట్టు,bog'lamoq
969,füttern::V,భోజనము పెట్టు,edirmoq
970,melken::V,పాలు పితుకు,sog'moq
971,hacken::V,నఱకు,chopmoq
972,gießen::V,నీళ్ళుకట్టుట,oqizmoq
973,reifen::V,పండుట,qizarmoq
974,zubereiten::V,వండు,pishirmoq
975,kochen::V,వండు,qaynatmoq
976,backen::V,రొట్టెకాల్చు,yopmoq
977,braten::V,వేపు,qovurmoq
978,umrühren::V,కదులుట,atalamoq
979,stricken::V,అల్లు,to'qimoq
980,nähen::V,కుట్టు,tikmoq
981,färben::V,రంగు వేయు,bo'yoqlamoq
982,reinigen::V,శుభ్రము చేయు,tozalamoq
983,waschen::V,కడుగు,yuvmoq
984,abwischen::V,తుడుచు,surkamoq
985,spülen::V,నీటిలో జడించు,chaymoq
986,fegen::V,ఊడ్చు,cho'tkalamoq
987,kehren::V,ఊడ్చు,supurmoq
988,baden::V,స్నానము చేయు,cho'milmoq
989,sich waschen::V,కడుగు,yuvinmoq
990,ausziehen::V,విప్పు,echintirmoq
991,anziehen::V,ధరించు,kiymoq
992,sich anziehen::V,బట్టలు వేసుకొను,kiyinmoq
993,sich anziehen::V,తొడుగుకొను,kiyinmoq
994,kämmen::V,దువ్వుట,taramoq
995,schmücken::V,అలంకరించు,yasatmoq
996,sagen::V,చెప్పు,aytmoq
997,sprechen::V,చెప్పు,so'zlamoq
998,reden::V,మాటలాడు,gapirmoq
999,sich unterhalten::V,ముచ్చటలాడు,suhbatlashmoq
1000,fragen::V,ప్రశ్నించు,so'ramoq
1001,bitten::V,కోరు,iltimos qilmoq
1002,erzählen::V,చెప్పు,aytib bermoq
1003,mitteilen::V,తెలియజేయు,bildirmoq
1004,nennen::V,పేరు వెట్టు,atamoq
1005,rufen::V,పిలుచు,chaqirmoq
1006,prahlen::V,జల్లి,gerdaymoq
1007,übersetzen::V,తర్జుమాచేయు,tarjima qilmoq
1008,denken::V,ఆలోచించు,o'ylamoq
1009,glauben::V,నమ్ము,ishonmoq
1010,bemerken::V,గుర్తించు,payqamoq
1011,erkennen::V,గుర్తించు,tanimoq
1012,begreifen::V,గ్రహించు,tushunmoq
1013,verstehen::V,గ్రహించు,anglamoq
1014,lernen::V,నేర్చు కొను,o'qimoq
1015,wissen::V,తెలిసికొను,bilmoq
1016,sich erinnern an::V,జ్ఞాపకముంచుకొను,äsni tanimoq
1017,vergessen::V,మఱచిపోవు,unutmoq
1018,messen::V,కొలుచుట,o'lchamoq
1019,zählen::V,లెక్కపెట్టు,raqamlamoq
1020,rechnen::V,లెక్కపెట్టు,cho'tlamoq
1021,lesen::V,చదువు,o'qimoq
1022,malen::V,పూనుట,rasm solmoq
1023,zeichnen::V,వ్రాసుట,chizmoq
1024,schreiben::V,వ్రాయు,yozmoq
1025,besitzen::V,కలిగియుండు,ägalamoq
1026,kaufen::V,కొను,olmoq
1027,verkaufen::V,అమ్ము,sotmoq
1028,bezahlen::V,చెల్లించు,to'lamoq
1029,zahlen::V,చెల్లించు,to'lamoq
1030,beherrschen::V,ఏలు,ägalamoq
1031,ertragen::V,భరించు,chidamoq
