,Concept_ID,kv,ab
714,unten::ADV,увтын,лбаа
715,hinab::ADV,увтас,алада
716,oben::ADV,вевдӧрас,хыхь
717,hinauf::ADV,вывлань,аҩада
718,hinauf::ADV,вывланьӧ,аҩада
719,überall::ADV,быдлан,зегьынцьара
720,nicht::ADV,ог,-м
721,ein wenig::ADV,-ышт,ҕыҭк
722,ein wenig::ADV,невна,ҕыҭк
723,kaum::ADV,ӧдва,аарлаҳәа
724,kaum::ADV,ӧдва,афергьҳәа
725,sehr::ADV,вывтi,даара
726,so::ADV,сiдз,ас
727,so::ADV,сiдз,абас
728,noch::ADV,эшӧ,макьана
729,nur::ADV,только,заҵәык
730,schon::ADV,ни,уажәшьҭа
731,schon::ADV,ни,аиҳа ипоу
732,wieder::ADV,бӧра,ҿыц
733,wieder::ADV,бӧра,дырҩегь
734,wieder::ADV,бӧра,дырҩегьых
735,vergebens::ADV,весись,баша
736,vor::PRP,одзас,аҕхьа
737,hinter::PRP,бӧрӧ,нхыҵ
738,unter::PRP,увтын,амҵа
739,unter::PRP,увтын,амҵан
740,durch::PRP,пыр,
741,neben::PRP,бокам,ааигуара
742,neben::PRP,боксиным,ааигуара
743,zwischen::PRP,коласас,абжьара
744,wegen::PRP,понда,-иззы
745,wegen::PRP,понда,-ҟнытә
746,dies::PRN,эта,ари
747,dies::PRN,эта,абри
748,das::PRN,сiя,Абни
749,das::PRN,сiя,убри
750,alles::PRN,быдӧс,зегьы
751,ich::PRN,ме,са
752,ich::PRN,ме,сара
753,du::PRN,тэ,бара
754,er::PRN,сiя,иара
755,wir::PRN,мийӧ,ҳара
756,ihr::PRN,ті,шәара
757,sie::PRN,нія,дара
758,was::FPRN,мый,
759,wer::FPRN,кин,дарбан
760,wo::FADV,кытӧн,иабыкуу
761,wo::FADV,кытӧн,аба-
762,wo::FADV,кытӧн,ахь-
763,wohin::FADV,кытчӧ,иабыкуу
764,wohin::FADV,кытчӧ,аба-
765,wohin::FADV,кытчӧ,ахь-
766,wie::FADV,дзик,-шҕа
767,warum::FADV,мыля,избан
768,warum::FADV,мыйсянь,избан
769,wieviel::FNUM,мымда,заҟа
770,eins::NUM,ӧт,акы
771,eins::NUM,ӧт,аӡәы
772,zwei::NUM,кык,ҩба
773,drei::NUM,куим,хҕа
774,vier::NUM,нёль,ҕшьба
775,fünf::NUM,вит,хəба
776,sechs::NUM,квать,фба
777,sieben::NUM,сизим,Бжьба
778,acht::NUM,кыкьямыс,ааба
779,neun::NUM,ӧкмыс,жәба
780,zehn::NUM,дас,жәаба
781,elf::NUM,дасотік,жәеизатәи
782,zwölf::NUM,даскык,жәаҩа
783,zwanzig::NUM,кыкдас,ҩажәа
784,dreißig::NUM,куимдас,ҩажәижәабатәи
785,vierzig::NUM,нёльдас,ҩынҩажәа
786,fünfzig::NUM,витдас,ҩынҩажәеижәаба
787,sechzig::NUM,кватьдас,хынҩажәа
788,siebzig::NUM,сизимдас,хынҩажәижәаба
789,achtzig::NUM,кыкьямысдас,ҕшьынҩажәа
790,neunzig::NUM,ӧкмысдас,ҕшьынҩажәижәаба
791,hundert::NUM,сто,шәкы
792,tausend::NUM,тысяча,зқьы
793,und::CNJ,и,-и
794,und::CNJ,да,-и
795,oder::CNJ,или,ма
796,stehen::V,сулавны,агылазаара
797,sitzen::V,пукавны,атəара
798,sitzen::V,пукавны,атəа(заа)ра
799,liegen::V,куйлыны,аиара
800,hängen::V,ӧшавны,акнаҳара
801,werden::V,лоны,аҟалара
802,passieren::V,аркмыны,аҟалара
803,beginnen::V,петны,алагара
804,enden::V,-сь,алгара
805,enden::V,бырны,алгара
806,wechseln::V,вежсьыны,аҽыҧсахра
807,aufgehen[Sonne]::V,петавны,агылара
808,aufgehen[Sonne]::V,петавны,ахашлара
809,aufgehen[Sonne]::V,петавны,аҩаҵхахара
810,untergehen[Sonne]::V,пуксьыны,аҭашəара
811,scheinen[Sonne]::V,югьявны,акаҧхара
812,donnern::V,гымавны,адыдра
813,wehen::V,пӧлявны,асра
814,strömen::V,киссьыны,акаҭəара
815,fließen::V,визывтны,ацара
816,sich drehen::V,бергавны,ахагьежьра
817,schwanken::V,кӧвьясьны,аҵысра
818,schwingen::V,дюттясьны,ахызазара
819,schwingen::V,дюттясьны,акьаандара
820,fallen::V,усьны,акаҳара
821,brennen::V,сотчыны,абылра
822,rauchen::V,тшынасьны,ахылҵра
823,regnen::V,зэрны,аура
824,gefrieren::V,гегдыны,аҵаара
825,tauen::V,сывны,аӡҭра
826,schmelzen::V,сывны,ақəӡыҭра
827,schmelzen::V,сывны,аҭəара
828,trocknen::V,косьмыны,абара
829,sieden::V,пизьны,ашра
830,faulen::V,нёльзьыны,абаара
831,verfaulen::V,тӧрмыны,абаара
832,verfaulen::V,тӧрмыны,аилашра
833,verfaulen::V,сiсьмыны,абаара
834,verfaulen::V,сiсьмыны,аилашра
835,reißen::V,косясьны,аҧжəара
836,versinken::V,вӧйны,аӡааҟəрылара
837,vergehen::V,мунны,ацара
838,erscheinen::V,мыччисьны,ацəырҵра
839,verschwinden::V,ӧшны,аҵашəкəара
840,sinken::V,ямны,атəара
841,sinken::V,ямны,алаҟəра
842,abnehmen::V,ямны,ацӡаара
843,abnehmen::V,ямны,аиҵалара
844,zunehmen::V,паськавны,аҽырҭбаара
845,zunehmen::V,паськавны,аиҵыҵра
846,zunehmen::V,паськавны,арацəахара
847,steigen::V,лэбтiсьны,азҳара
848,steigen::V,лэбтiсьны,ашьҭыҵра
849,steigen::V,лэбтiсьны,адухара
850,steigen::V,лэбтiсьны,ацлара
851,wachsen::V,быдмыны,азҳара
852,glänzen::V,свиттявны,ацыр-цырра
853,glänzen::V,свиттявны,ацыҩ-цыҩра
854,glänzen::V,свиттявны,аказказра
855,funkeln::V,югйовтлыны,ашап-шапра
856,funkeln::V,югйовтлыны,ацым-цымра
857,funkeln::V,югйӧв-керны,ашап-шапра
858,funkeln::V,югйӧв-керны,ацым-цымра
859,lärmen::V,чавзыны,ашьҭыбжьгара
860,lärmen::V,чавзыны,аҕьҕьаҳәа аилалара
861,läuten::V,диньгыны,аҵəҵəасра
862,klingeln::V,силькӧтны,аҵəҵəасра
863,klirren::V,жольӧтны,ахьархьарра
864,klirren::V,жольӧтны,архьархьарра
865,brausen::V,гуасьны,аилаҽҽара
866,brausen::V,гуасьны,еилашуера
867,rauschen::V,кышӧтны,
868,klingen::V,горавны,агара
869,klingen::V,горавны,ашьҭыбжь гара
870,bellen::V,увтны,ашра
871,bellen::V,вувтны,ашра
872,heulen::V,уннявны,ауура
873,blasen::V,пӧлявны,аҭəҳəара
874,pfeifen::V,пиксыны,ашəшəра
875,schreien::V,айзыны,аҳəҳəара
876,schreien::V,айзыны,ахəаара
877,schreien::V,айзыны,аҟаара
878,stöhnen::V,ойзыны,ақьра
879,stöhnen::V,ружтыны,ақьра
880,zittern::V,легьявны,аҵыс-ҵысра
881,leben::V,овны,аҟазаара
882,geboren werden::V,шогмыны,Аира
883,atmen::V,лолавны,аҕсыҕ лагаҩагара
884,trinken::V,юны,ажəра
885,essen::V,сёйны,акрыфара
886,schlucken::V,ньылавны,албаадара
887,müde werden::V,мыдзны,ааҕсара
888,einschlafen::V,ланьтны,ацəара
889,schlafen::V,узьны,ацəазаара
890,aufwachen::V,саймыны,аҿыхара
891,aufwachen::V,пальмыны,аҿыхара
892,aufstehen::V,сувтны,Агəылҵра
893,sich erholen::V,шоччисьлыны,аҧсшьара
894,krank werden::V,моржитны,ачмазаҩхара
895,krank sein::V,шогавны,аҳəарҧсарра
896,krank sein::V,визьӧтны,аҳəарҧсарра
897,schmerzen::V,висьны,ахьра
898,husten::V,кашляйтны,аимҳәара
899,genesen::V,бурдны,абзиахара
900,genesen::V,бурдны,аӷəӷəахара
901,sterben::V,кувны,аҧсра
902,umkommen::V,вийсьыны,аҭахара
903,sich bewegen::V,локны,аиҭаҵра
904,sich bewegen::V,ветлӧтны,аиҭаҵра
905,sich rühren::V,вӧрзьӧтчыны,ақəацара
906,sich erheben::V,сувтны,аҩагылара
907,sich setzen::V,пуксьыны,атəара
908,hinfallen::V,пӧрласьны,акаҳара
909,laufen::V,мунны,аныҟəара
910,schreiten::V,тальччавны,ашьаҿа еихгара
911,spazierengehen::V,котрасьны,анеи-ааира
912,eilen::V,тэрмасьны,аццакра
913,sich beeilen::V,тэрмасьны,аццакра
914,sausen::V,вирдавны-котӧртны,аҧырра
915,sausen::V,вирдавны-котӧртны,иҭрысны
916,sausen::V,вирдавны-котӧртны,ишьҭҟьаны ацара
917,springen::V,чеччавны,аҧара
918,klettern::V,кышасьны,ақəлара
919,schaukeln::V,чурликасьны,аҟəараҟəанҽара
920,kriechen::V,кыскасьны-мунны,аҳəазара
921,schwimmen::V,вартчыны,аӡсара
922,tauchen::V,сунгисьны ваӧ,ахəӡааҵəира
923,rudern::V,сынны,аҵшьра
924,fahren::V,мунны,акала
925,fliegen::V,лэбавны,аҧырра
926,gehen::V,мунны,аиҭаҵра
927,weggehen::V,мунны,ацара
928,abfahren::V,иньдӧтчыны,адəықəлара
929,abfahren::V,иньдӧтчыны,ацара
930,abfahren::V,мунны,адəықəлара
931,abfahren::V,мунны,ацара
932,anhalten::V,сувтны,ааныргылара
933,hineingehen::V,пырны,аҭалара
934,eintreten::V,пырны,аҩналара
935,kommen::V,локны,аара
936,kommen::V,локны,ааира
937,ankommen::V,локны,ааира
938,ankommen::V,локны,аара
939,ankommen::V,локны,анеира
940,zurückkommen::V,бертны,азыхынҳəра
941,zurückkommen::V,панӧвтсьыны,азыхынҳəра
942,bleiben::V,кольччыны,аанхара
943,bleiben::V,кольччыны,анхара
944,bleiben::V,кольччыны,аангылара
945,warten::V,видзчисьны,азҧшзаара
946,erwarten::V,видзчисьны,азҧшра
947,suchen::V,кошшыны,ашьҭазаара
948,finden::V,адззыны,аҧшаара
949,versuchen::V,пондыны,аҽазкра
950,versuchen::V,пондӧтны,аҽазкра
951,vorbereiten::V,лӧсьӧтны,армазеира
952,lieben::V,милуйтны,абзиабара
953,mögen::V,радейтны,агəаҧхара
954,lachen::V,серавны,аччара
955,rühren::V,сьӧлӧм вӧрзьӧтны,арҵəуара
956,weinen::V,горзыны,аҵəуара
957,schimpfen::V,видчыны,ацəҳара
958,sich ärgern::V,лёкавны,агəаара
959,sich fürchten::V,повны,аӡыӡара
960,fürchten::V,повны,ацəшəара
961,fliehen::V,пышшыны,абналара
962,fliehen::V,пышшыны,ацəцара
963,flüchten::V,пышшыны,абналара
964,flüchten::V,пышшыны,ацəцара
965,sehen::V,адззыны,абара
966,anschauen::V,видзӧтны,ахəаҧшра
967,ansehen::V,видзӧтны,ахəаҧшра
968,hören::V,кывны,аҳара
969,zuhören::V,кывзыны,азыӡырҩра
970,probieren::V,пешлыны,аҧышəара
971,riechen::V,дукавны,афыҩра
972,fühlen::V,кывны,анырра
973,fühlen::V,кывны,ацәакырра
974,scheinen::V,декуйтчыны,шәа
975,scheinen::V,декуйтчыны,аацәырҵа
976,zu sehen sein::V,тыдавны,
977,vernehmen::V,тӧдмавны,аҳара
978,frieren::V,гегдыны,ашəра
979,frieren::V,гегдыны,аҵаара
980,tun::V,керны,аҟаҵара
981,können::V,вермыны,алшара
982,wollen::V,мӧдны,аҭахра
983,anfangen::V,петны,алагара
984,beenden::V,ештӧтны,алгара
985,beenden::V,керыштны,алгара
986,aufhören::V,дугдыны,аҟəыҵра
987,gelingen::V,шогмыны,аура
988,gelingen::V,шогмыны,аманшəалахара
989,gelingen::V,шогмыны,алҵра
990,geraten::V,мыччисьны,нзаарын
991,öffnen::V,осьтны,аартра
992,schließen::V,пӧднавны,аркра
993,stellen::V,сувтӧтны,аргылара
994,setzen::V,пуксьӧтны,артəара
995,legen::V,пуктыны,ақəҵара
996,berühren::V,вӧрзьӧтны,акьысра
997,berühren::V,вӧрзьӧтны,алакьысра
998,verbinden::V,йитны,аҿаҳəара
999,bedecken::V,вевттьыны,ақəршəра
1000,aufhängen::V,ӧшӧтны,акнаҳара
1001,anzünden::V,ӧзтыны,аркра
1002,aufheben::V,лэбтыны,ашьҭыхра
1003,zurücklassen::V,кольны,аныжьра
1004,verlieren::V,ӧштыны,ацəыӡра
1005,fallen lassen::V,уськӧтны,ацəкаҳара
1006,machen::V,керны,ачаҧара
1007,herstellen::V,вӧчны,аиҵдара
1008,bauen::V,строитны,аргылара
1009,reparieren::V,вочны,арҽеира
1010,verbessern::V,бурсьӧтны,аиҕьтəра
1011,ändern::V,вежны,аҧсахра
1012,graben::V,гарйыны,ажра
1013,beugen::V,кусіньтны,арҟəра
1014,beugen::V,кусіньтны,архəара
1015,biegen::V,чукыльтыштны,арҟəра
1016,biegen::V,чукыльтыштны,архəара
1017,drehen::V,бергӧтны,аргьежьра
1018,wenden::V,бергӧтны,
1019,umdrehen::V,бергӧтны,аарҳәра
1020,heben::V,лэбтыны,аҩахара
1021,heben::V,лэбтыны,араҳара
1022,hochheben::V,лэбтыны,ахагалара
1023,hochheben::V,лэбтыны,ашьҭҳəара
1024,ergreifen::V,кватитны,
1025,halten::V,видзны,акра
1026,drücken::V,личкыны,ақəрӷəӷəара
1027,schieben::V,тойлавны,аҵгəара
1028,schieben::V,тойлавны,агəара
1029,kratzen::V,шаркӧтны,ацəҟьара
1030,lecken::V,нювны,арбзара
1031,beißen::V,йирны,ацҳара
1032,abreißen::V,орӧтны,амжəара
1033,abschneiden::V,шӧрыштны,ахҵəара
1034,abschneiden::V,шӧрыштны,аҿахҵəара
1035,abschneiden::V,вундыштны,ахҵəара
1036,abschneiden::V,вундыштны,аҿахҵəара
1037,binden::V,гӧрдззыны,аҿаҳəара
1038,stecken::V,мӧртны,алаҵара
1039,brechen::V,жугдыны,аҧҵəара
1040,klopfen::V,зукӧтны,асра
1041,hauen::V,желльыны,ақəкшара
1042,kleben::V,лякӧтны,аҷабра
1043,reiben::V,зыртны,арҟəыҷра
1044,streichen::V,мавтны,ахьшьра
1045,schleifen::V,кыскыны,ахра
1046,schneiden::V,вундавны,аҧҟара
1047,rütteln::V,шатлавны,арҵысра
1048,schütteln::V,зыбӧтны,аршəшəара
1049,schwenken::V,ӧвтны,аҟьара
1050,schwenken::V,макайтны,аҟьара
1051,schütten::V,кисьтны,аҭаҭəара
1052,füllen::V,тыртны,арҭəра
1053,füllen::V,тырсьӧтны,арҭəра
1054,einwickeln::V,тубны,алаҳəара
1055,tragen::V,новйӧтны,аҩагара
1056,schleppen::V,кыскыны,арҳəазара
1057,ziehen::V,кыскыны,ахара
1058,aufbewahren::V,видзны,аҵəахра
1059,werfen::V,шентывлыны,аршəра
1060,fangen::V,кутны,акра
1061,packen::V,кутасьны,анкра
1062,packen::V,кутасьны,аҵкаара
1063,packen::V,кватитны,анкра
1064,packen::V,кватитны,аҵкаара
1065,verstecken::V,дзебны,аҵəахра
1066,teilen::V,торйӧтны,ашара
1067,schicken::V,иньдыны,ашьҭра
1068,bringen::V,вайны,аагара
1069,hinzufügen::V,содтыны,ацҵара
1070,bekommen::V,получитны,аҧшаара
1071,bekommen::V,получитны,архиара
1072,bekommen::V,получитны,аура
1073,erhalten::V,получитны,аиура
1074,nehmen::V,босьтны,агара
1075,wählen::V,бӧрйыны,алҧшаара
1076,auswählen::V,бӧрйыны,алхра
1077,bewahren::V,видзны,
1078,behindern::V,падтыны,аҧырхагахара
1079,verderben::V,изводавны,алгара
1080,verderben::V,изводавны,абжьыхра
1081,verderben::V,изводавны,аҧхасҭатəра
1082,beschädigen::V,паздыны,аҧхасҭатəра
1083,zerbrechen::V,паздыны,аҧҽра
1084,zerreißen::V,косявны,аҧжəара
1085,zerstören::V,паздыны,аилаҧыххаара
1086,verbrennen::V,сотны,абылра
1087,geben::V,сетны,аҭара
1088,reichen::V,сетны,аҭара
1089,schenken::V,козьнавны,аҩгара
1090,versprechen::V,кӧсйыны,ақəргəыӷра
1091,wünschen::V,бурсьыны,
1092,loben::V,ошкыны,арҽхəара
1093,küssen::V,окавны,агəӡра
1094,wiegen::V,тюттьӧтны,
1095,zudecken::V,вевттьыны,аҵахҩара
1096,zudecken::V,вевттьыны,ақəршəра
1097,wecken::V,саймӧтны,арҿыхара
1098,zeigen::V,мыччавны,арбара
1099,führen::V,нуӧтны,аныҟəгара
1100,lehren::V,велӧтны,арҵара
1101,unterrichten::V,велӧтны,арҧхьара
1102,aufziehen::V,быдтыны,ааӡара
1103,leiten::V,юравны,ахагылазаара
1104,leiten::V,веськӧтлыны,ахагылазаара
1105,antreiben::V,тэрмӧтны,арццакра
1106,lassen::V,-ӧтыны,арҟаҵара
1107,einladen::V,корны,ааҕхьара
1108,einladen::V,корны,анаҧхьара
1109,vereinigen::V,ӧтувтны,аилаҵара
1110,vereinigen::V,ӧтлаавны,аилаҵара
1111,besuchen::V,пыравлыны,абара
1112,treffen::V,пантавны,аҧылара
1113,sich versammeln::V,ӧксьыны,аизара
1114,spielen::V,орсны,ахəмарра
1115,singen::V,сьывны,ашəаҳəара
1116,tanzen::V,йӧктыны,акəашара
1117,sich trennen::V,торьясьны,аилыҵра
1118,verlassen::V,кольны,акажьра
1119,retten::V,мынтны,Аиқəрхара
1120,bewachen::V,смекайтны,ахьчара
1121,schützen::V,дорйыны,ацəыхьчара
1122,verteidigen::V,дорйыны,ахьчара
1123,sich schlagen::V,тышкасьны,аисра
1124,schießen::V,лыйны,ахысра
1125,siegen::V,вермыны,аиааира
1126,ärgern::V,лӧгӧтны,аргəаара
1127,schlagen::V,базнитны,асра
1128,schlagen::V,базнитны,аҭасра
1129,treten::V,чужьявны,
1130,stechen::V,бытшкыны,алакшара
1131,stoßen::V,тапкыны,агəҭасра
1132,stoßen::V,тойыштны,агəҭасра
1133,stehlen::V,гусявны,аӡара
1134,stören::V,костіавны,аҧырхагахара
1135,belästigen::V,назыляйтны,аргəамҵра
1136,verbergen::V,дзебны,аӡара
1137,täuschen::V,бӧбӧтны,ажьара
1138,täuschen::V,пӧрьявны,ажьара
1139,betrügen::V,муклачитны,ажьара
1140,töten::V,вийны,ашьра
1141,wohnen::V,овны,анхара
1142,arbeiten::V,уджавны,аусура
1143,sammeln::V,ӧктыны,аҟəшəара
1144,pflücken::V,судзлавны,аҿыршəара
1145,pflücken::V,судзлавны,аҿыхра
1146,jagen::V,вӧравны,ашəарыцара
1147,fischen::V,чериавны,аҧсыӡ икуеит
1148,fassen::V,кутны,акра
1149,hüten::V,вердны,арҳəра
1150,hüten::V,вердны,ахьчара
1151,hüten::V,йирсьӧтны,арҳəра
1152,hüten::V,йирсьӧтны,ахьчара
1153,treiben::V,вашӧтны,акацара
1154,anbinden::V,кӧртавны,адҳəалара
1155,füttern::V,вердны,акырҿаҵара
1156,melken::V,высьтыны,ахьара
1157,melken::V,чилькӧтны,ахьара
1158,hacken::V,керавны,аҟəаҟəара
1159,gießen::V,киськавны,аҵаҭəара
1160,reifen::V,кисьмыны,ашəра
1161,reifen::V,кисьмыны,аҟалара
1162,zubereiten::V,лӧсьӧтны,ацура
1163,kochen::V,пуны,ажəра
1164,backen::V,пӧжавны,аӡра
1165,braten::V,жаритны,аӡра
1166,umrühren::V,соравны,аилрыхра
1167,stricken::V,домавны,аҧара
1168,nähen::V,вурны,аӡахра
1169,färben::V,краситны,ашəра
1170,reinigen::V,весӧтны,арыцқьара
1171,waschen::V,пеславны,аӡәӡәара
1172,abwischen::V,чышкыны,арбара
1173,spülen::V,гывьявны,аҭыршара
1174,fegen::V,чышкыны,аҧссара
1175,kehren::V,чышкыны,
1176,baden::V,купайтчыны ,аҽыкəабара
1177,sich waschen::V,миссьыны,аҽыӡəӡəара
1178,ausziehen::V,гыжтӧтны,ашəыхра
1179,ausziehen::V,пӧрччавны,ашəыхра
1180,anziehen::V,пасьтавны,ашəҵара
1181,sich anziehen::V,пасьтасьны,аҽеилаҳəара
1182,kämmen::V,сынавны,аҳəара
1183,schmücken::V,баситны,арҧшӡара
1184,sagen::V,висьтавны,аҳəара
1185,sprechen::V,шуны,ацəажəара
1186,reden::V,баитны,ацəажəара
1187,reden::V,баитны,аицәажәара
1188,sich unterhalten::V,сёрнитны,аицәажәара
1189,fragen::V,юавны,азҵаара
1190,bitten::V,корны,аҳəара
1191,erzählen::V,висьтавны,аҳəара
1192,mitteilen::V,висьтавны,азыцҳара
1193,nennen::V,нимтны,ахьӡҵара
1194,rufen::V,китсавны,азҿыҭра
1195,rufen::V,корны,азҿыҭра
1196,rufen::V,чукӧстны,азҿыҭра
1197,prahlen::V,ошшасьны,аҽхəара
1198,übersetzen::V,вуджӧтны,аиҭагара
1199,denken::V,чайтны,азхəыцра
1200,glauben::V,веритны,ахаҵара
1201,bemerken::V,казявны,агəаҭара
1202,erkennen::V,тӧдсавны,адырра
1203,begreifen::V,вежӧртны,аилкаара
1204,verstehen::V,кывны,аҳара
1205,lernen::V,велӧтчыны,аҵара
1206,wissen::V,тӧдны,адырра
1207,sich erinnern an::V,касьтывны,агəаларшəара
1208,vergessen::V,вунӧтны,ахашҭра
1209,messen::V,меряйтны,ашəара
1210,zählen::V,лыддьыны,аҧхьаӡара
1211,rechnen::V,лыддьыны,аҳасабра
1212,lesen::V,лыддьӧтны,аҧхьара
1213,zeichnen::V,гижмавны,
1214,schreiben::V,гижны,
1215,besitzen::V,лоны,амазаара
1216,kaufen::V,небны,Аахəара
1217,verkaufen::V,вузавны,аҭира
1218,bezahlen::V,вештыны,ахҭынҵара
1219,bezahlen::V,вештыны,ашəара
1220,zahlen::V,вештыны,ашəара
1221,ertragen::V,терпитны,ачҳара
1222,Insel::N,,адгьылбжьаха
1223,Gewalt::N,,ақəымчра
1224,Alter::N,,ақəра
1225,richtig::A,,иашоу
1226,wahr::A,,агəҭылса
1227,wahr::A,,абзиаҵəҟьа
1228,berühmt::A,,адыр
1229,allein::ADV,,мацара
1230,rennen::V,,аҩра
