,Concept_ID,lv,te
0,Auge::N,син,కన్ను
1,Auge::N,acs,కన్ను
2,Ohr::N,пель,చెవి
3,Ohr::N,auss,చెవి
4,Nase::N,ныр,ముక్కు
5,Nase::N,deguns,ముక్కు
6,Mund::N,вом,నోరు
7,Mund::N,mute,నోరు
8,Zahn::N,пинь,పల్లు
9,Zahn::N,zobs,పల్లు
10,Zunge::N,кыв,నాలుక
11,Zunge::N,mēle,నాలుక
12,Lippe::N,вом дор,పెదవి
13,Lippe::N,lūpa,పెదవి
14,Wange::N,бан,చెంప
15,Wange::N,vaigs,చెంప
16,Gesicht::N,чужӧм,ముఖము
17,Gesicht::N,seja,ముఖము
18,Gesicht::N,ģīmis,ముఖము
19,Stirn::N,плеш,నుదురు
20,Stirn::N,кымӧс,నుదురు
21,Stirn::N,piere,నుదురు
22,Haar::N,си,వెండ్రుక
23,Haar::N,юрси,వెండ్రుక
24,Haar::N,mats,వెండ్రుక
25,Schnurrbart::N,ус,మీసము
26,Schnurrbart::N,пыртсим,మీసము
27,Schnurrbart::N,ūsas,మీసము
28,Bart::N,тош,గడ్డము
29,Bart::N,bārda,గడ్డము
30,Kinn::N,тшӧка,గడ్డము
31,Kinn::N,zods,గడ్డము
32,Kinn::N,smakrs,గడ్డము
33,Kiefer[Anatomie]::N,черлы,దౌడ
34,Kiefer[Anatomie]::N,алака лы,దౌడ
35,Kiefer[Anatomie]::N,вомкӧтш лы,దౌడ
36,Kiefer[Anatomie]::N,žoklis,దౌడ
37,Kehle::N,голя,గొంతు
38,Kehle::N,rīkle,గొంతు
39,Hals::N,сьылі,మెడ
40,Hals::N,kakls,మెడ
41,Genick::N,юрбӧр,మూపు
42,Genick::N,балябӧж,మూపు
43,Genick::N,sprands,మూపు
44,Kopf::N,юр,తల
45,Kopf::N,galva,తల
46,Rücken::N,мыш,వెన్ను
47,Rücken::N,mugura,వెన్ను
48,Bauch::N,рушку,కడుపు
49,Bauch::N,vēders,కడుపు
50,Nabel::N,гӧг,బొడ్డు
51,Nabel::N,naba,బొడ్డు
52,Busen::N,морӧс,స్తనము
53,Busen::N,krūts,స్తనము
54,Brust::N,морӧс,ఱొమ్ము
55,Brust::N,krūts,ఱొమ్ము
56,Schulter::N,пельпом,భుజము
57,Schulter::N,plecs,భుజము
58,Arm::N,ки,చేయి
59,Arm::N,roka,చేయి
60,Arm::N,delms,చేయి
61,Ellenbogen::N,гырддза,మోచేయి
62,Ellenbogen::N,elkonis,మోచేయి
63,Hand::N,ки,చేయి
64,Hand::N,roka,చేయి
65,Hand::N,plauksta,చేయి
66,Handfläche::N,ки пыдӧс,అరచేయు
67,Handfläche::N,delna,అరచేయు
68,Handfläche::N,plauksta,అరచేయు
69,Finger::N,чунь,చేతిప్రేలు
70,Finger::N,pirksts,చేతిప్రేలు
71,Fingernagel::N,гыж,గోరు
72,Fingernagel::N,nags,గోరు
73,Nagel[Anatomie]::N,гыж,గోరు
74,Nagel[Anatomie]::N,nags,గోరు
75,Zeh::N,кок чунь,కాలిప్రేలు
76,Zeh::N,pirksts,కాలిప్రేలు
77,Fuß::N,кок,అడుగు
78,Fuß::N,kāja,అడుగు
79,Ferse::N,кокбӧр,మడమ
80,Ferse::N,papēdis,మడమ
81,Knie::N,пидзӧс,మోకాలు
82,Knie::N,celis,మోకాలు
83,Oberschenkel::N,лядьвей,తొడ
84,Oberschenkel::N,бек,తొడ
85,Oberschenkel::N,ciska,తొడ
86,Oberschenkel::N,augšstilbs,తొడ
87,Bein::N,кок,కాలు
88,Bein::N,kāja,కాలు
89,Körper::N,туша,కాయము
90,Körper::N,вывтыр,కాయము
91,Körper::N,miesa,కాయము
92,Körper::N,ķermenis,కాయము
93,Haut::N,ку,చర్మము
94,Haut::N,āda,చర్మము
95,Blut::N,вир,రక్తము
96,Blut::N,asins,రక్తము
97,Ader::N,сӧн,సిర
98,Ader::N,asinsvads,సిర
99,Sehne::N,вез,స్నాయువు
100,Sehne::N,dzīsla,స్నాయువు
101,Knochen::N,лы,ఎముక
102,Knochen::N,kauls,ఎముక
103,Gehirn::N,вем,మెదడు
104,Gehirn::N,smadzenes,మెదడు
105,Herz::N,сьӧлӧм,హృదయము
106,Herz::N,sirds,హృదయము
107,Magen::N,кынӧм,కడుపు
108,Magen::N,kuņģis,కడుపు
109,Leber::N,мус,కాలేయము
110,Leber::N,aknas,కాలేయము
111,Atem::N,лов,ఉపిరి
112,Atem::N,elpa,ఉపిరి
113,Hunger::N,тшыг,ఆకలి
114,Hunger::N,bads,ఆకలి
115,Hunger::N,izsalkums,ఆకలి
116,Träne::N,синва,కన్నీటిచుక్క
117,Träne::N,asara,కన్నీటిచుక్క
118,Geschmack::N,кӧр,రుచి
119,Geschmack::N,чӧсмӧс,రుచి
120,Geschmack::N,garša,రుచి
121,Geruch::N,зын,వాసన
122,Geruch::N,дук,వాసన
123,Geruch::N,smaka,వాసన
124,Schlaf::N,узьӧм,నిద్ర
125,Schlaf::N,miegs,నిద్ర
126,Traum::N,вӧт,కల
127,Traum::N,вӧтасьӧм,కల
128,Traum::N,sapnis,కల
129,Himmel::N,енэж,ఆకాశము
130,Himmel::N,debess,ఆకాశము
131,Sonne::N,шонді,సూర్యుడు
132,Sonne::N,saule,సూర్యుడు
133,Mond::N,тӧлысь,చంద్రుడు
134,Mond::N,mēness,చంద్రుడు
135,Stern::N,кодзув,నక్షత్రము
136,Stern::N,zvaigzne,నక్షత్రము
137,Luft::N,сынӧд,గాలి
138,Luft::N,gaiss,గాలి
139,Wind::N,тӧв,వీచుచున్నగాలి
140,Wind::N,vējš,వీచుచున్నగాలి
141,Welle::N,гы,అల
142,Welle::N,vilnis,అల
143,Wasser::N,ва,నీరు
144,Wasser::N,ūdens,నీరు
145,Stein::N,из,ఱాయి
146,Stein::N,akmens,ఱాయి
147,Boden::N,му,నేల
148,Boden::N,augsne,నేల
149,Erde::N,му,మన్ను
150,Erde::N,му-ва,మన్ను
151,Erde::N,zeme,మన్ను
152,Staub::N,бус,దుమ్ము
153,Staub::N,putekļi,దుమ్ము
154,Rauch::N,тшын,పొగ
155,Rauch::N,dūmi,పొగ
156,Funke::N,кинь,అగ్నికణము
157,Funke::N,би кинь,అగ్నికణము
158,Funke::N,dzirkstele,అగ్నికణము
159,Feuer::N,би,అగ్ని
160,Feuer::N,uguns,అగ్ని
161,Licht::N,югӧр,కాంతి
162,Licht::N,gaisma,కాంతి
163,Schatten::N,вуджӧр,నీడ
164,Schatten::N,ēna,నీడ
165,Wetter::N,поводдя,వాతావరణ స్థితి
166,Wetter::N,laiks,వాతావరణ స్థితి
167,Nebel::N,ру,పొగమంచు
168,Nebel::N,онь,పొగమంచు
169,Nebel::N,migla,పొగమంచు
170,Wolke::N,кымӧр,మేఘము
171,Wolke::N,mākonis,మేఘము
172,Regen::N,зэр,వాన
173,Regen::N,lietus,వాన
174,Schnee::N,лым,హిమము
175,Schnee::N,sniegs,హిమము
176,Eis::N,йи,మంచుగడ్డ
177,Eis::N,ledus,మంచుగడ్డ
178,Frost::N,кӧдзыд,పేరిన మంచు
179,Frost::N,sals,పేరిన మంచు
180,Kälte::N,кӧдзыд,చలి
181,Kälte::N,saltums,చలి
182,Kälte::N,aukstums,చలి
183,Hitze::N,пӧсь,వేడిమి
184,Hitze::N,гожӧд,వేడిమి
185,Hitze::N,karstums,వేడిమి
186,Raureif::N,пуж,మంచు
187,Raureif::N,гыӧр,మంచు
188,Raureif::N,sarma,మంచు
189,Regenbogen::N,ӧшкамӧшка,ఇంద్రధనుస్సు
190,Regenbogen::N,varavīksne,ఇంద్రధనుస్సు
191,Donner::N,гым,ఉరుము
192,Donner::N,pērkons,ఉరుము
193,Strömung::N,ва ныр,ప్రవాహము
194,Strömung::N,визувтӧм,ప్రవాహము
195,Strömung::N,straume,ప్రవాహము
196,Strömung::N,strāvojums,ప్రవాహము
197,Tropfen::N,войт,చుక్క
198,Tropfen::N,lāse,చుక్క
199,Schaum::N,быг,నురుగు
200,Schaum::N,быгзьӧм,నురుగు
201,Schaum::N,putas,నురుగు
202,Schmutz::N,няйт,మైల
203,Schmutz::N,dubļi,మైల
204,See::N,ты,సరస్సు
205,See::N,ezers,సరస్సు
206,Sumpf::N,гыбад,చిత్తడినేల
207,Sumpf::N,кад,చిత్తడినేల
208,Sumpf::N,dumbrājs,చిత్తడినేల
209,Sumpf::N,staignājs,చిత్తడినేల
210,Moor::N,нюр,చిత్తడినేల
211,Moor::N,purvs,చిత్తడినేల
212,Moor::N,muklājs,చిత్తడినేల
213,Wiese::N,видз,పచ్చిక బయలు
214,Wiese::N,pļava,పచ్చిక బయలు
215,Wald::N,вӧр,అడవి
216,Wald::N,mežs,అడవి
217,Hügel::N,дзиб,చివ్నకొండ
218,Hügel::N,мыльк,చివ్నకొండ
219,Hügel::N,нӧрыс,చివ్నకొండ
220,Hügel::N,paugurs,చివ్నకొండ
221,Anhöhe::N,мыльк,కొండ
222,Anhöhe::N,нӧрыс,కొండ
223,Anhöhe::N,paugurs,కొండ
224,Berg::N,чой,పర్వతము
225,Berg::N,керӧс,పర్వతము
226,Berg::N,kalns,పర్వతము
227,Gipfel::N,чук,శిఖరము
228,Gipfel::N,virsotne,శిఖరము
229,Höhle::N,рудӧг,గుహ
230,Höhle::N,ala,గుహ
231,Abhang::N,ньывк,ఏటవాలు
232,Abhang::N,бокша,ఏటవాలు
233,Abhang::N,nogāze,ఏటవాలు
234,Quelle::N,ӧшмӧс,మూలము
235,Quelle::N,avots,మూలము
236,Bach::N,шор,కాలువ
237,Bach::N,urga,కాలువ
238,Bach::N,strauts,కాలువ
239,Fluss::N,ю,నది
240,Fluss::N,upe,నది
241,Ufer::N,вадор,తీరము
242,Ufer::N,krasts,తీరము
243,Küste::N,вадор,తీరము
244,Küste::N,piekraste,తీరము
245,Festland::N,му,భూమి
246,Festland::N,sauszeme,భూమి
247,Meer::N,саридз,సముద్రము
248,Meer::N,jūra,సముద్రము
249,Bucht::N,куръя,మరుగు
250,Bucht::N,līcis,మరుగు
251,Insel::N,ді,దీవి
252,Insel::N,sala,దీవి
253,Blume::N,дзоридз,పుష్పము
254,Blume::N,puķe,పుష్పము
255,Blume::N,zieds,పుష్పము
256,Gras::N,турун,పచ్చగడ్డి
257,Gras::N,zāle,పచ్చగడ్డి
258,Wurzel::N,вуж,వేరు
259,Wurzel::N,sakne,వేరు
260,Baum::N,пу,చెట్టు
261,Baum::N,koks,చెట్టు
262,Stamm::N,пучер,చెట్టుబోదె
263,Stamm::N,stumbrs,చెట్టుబోదె
264,Rinde::N,кырсь,చెట్టుపట్ట
265,Rinde::N,miza,చెట్టుపట్ట
266,Ast::N,ув,కొమ్మ
267,Ast::N,zars,కొమ్మ
268,Zweig::N,вож,చివుకు
269,Zweig::N,nozare,చివుకు
270,Blatt::N,кор,ఆకు
271,Blatt::N,lapa,ఆకు
272,Birke::N,кыдз,తరహా చెట్టు
273,Birke::N,bērzs,తరహా చెట్టు
274,Kiefer[Baum]::N,пожӧм,దేవదారు చెట్టు
275,Kiefer[Baum]::N,priede,దేవదారు చెట్టు
276,Weide[Baum]::N,бадь,జాతిచెట్టు
277,Weide[Baum]::N,kārkls,జాతిచెట్టు
278,Tanne::N,коз,దేవదారుచెట్టు
279,Tanne::N,egle,దేవదారుచెట్టు
280,Horn::N,сюр,కొమ్ము
281,Horn::N,rags,కొమ్ము
282,Feder::N,гӧн,ఈక
283,Feder::N,тывборд,ఈక
284,Feder::N,spalva,ఈక
285,Fell::N,ку,తోలు
286,Fell::N,āda,తోలు
287,Flügel::N,борд,ఱెక్క
288,Flügel::N,spārns,ఱెక్క
289,Klaue::N,гыж,వంకరగోరు
290,Klaue::N,nags,వంకరగోరు
291,Kralle::N,гыж,వంకరగోరు
292,Kralle::N,nags,వంకరగోరు
293,Schwanz::N,бӧж,తోక
294,Schwanz::N,ļipa,తోక
295,Ei::N,кольк,గ్రుడ్డు
296,Ei::N,ola,గ్రుడ్డు
297,Nest::N,поз,పక్షిగూడు
298,Nest::N,ligzda,పక్షిగూడు
299,Bau::N,горс,గుహ
300,Bau::N,пырмӧс,గుహ
301,Bau::N,гу,గుహ
302,Bau::N,ala,గుహ
303,Tier::N,пемӧс,జంతువు
