,Concept_ID,en,de
849,herstellen::V,produce,herstellen
850,bauen::V,build,bauen
851,reparieren::V,mend,reparieren
852,verbessern::V,improve,verbessern
853,ändern::V,alter,ändern
854,graben::V,dig,graben
855,beugen::V,bow,beugen
856,biegen::V,bend,biegen
857,drehen::V,spin,drehen
858,wenden::V,turn,wenden
859,umdrehen::V,turn around,umdrehen
860,heben::V,raise,heben
861,hochheben::V,lift,hochheben
862,ergreifen::V,seize,ergreifen
863,halten::V,hold,halten
864,drücken::V,press,drücken
865,schieben::V,push,schieben
866,kratzen::V,scrape,kratzen
867,lecken::V,lick,lecken
868,beißen::V,bite,beißen
869,abreißen::V,tear off,abreißen
870,abschneiden::V,cut off,abschneiden
871,binden::V,tie,binden
872,stecken::V,stick,stecken
873,brechen::V,break,brechen
874,klopfen::V,knock,klopfen
875,hauen::V,hit,hauen
876,kleben::V,glue,kleben
877,reiben::V,rub,reiben
878,streichen::V,spread,streichen
879,schleifen::V,grind,schleifen
880,schneiden::V,cut,schneiden
881,rütteln::V,jolt,rütteln
882,schütteln::V,shake,schütteln
883,schwenken::V,swing,schwenken
884,schütten::V,pour,schütten
885,füllen::V,fill,füllen
886,einwickeln::V,wrap,einwickeln
887,tragen::V,carry,tragen
888,schleppen::V,drag,schleppen
889,ziehen::V,pull,ziehen
890,aufbewahren::V,keep,aufbewahren
891,werfen::V,throw,werfen
892,fangen::V,catch,fangen
893,packen::V,grab,packen
894,verstecken::V,hide,verstecken
895,teilen::V,divide,teilen
896,schicken::V,send,schicken
897,bringen::V,bring,bringen
898,hinzufügen::V,add,hinzufügen
899,bekommen::V,get,bekommen
900,erhalten::V,receive,erhalten
901,nehmen::V,take,nehmen
902,wählen::V,choose,wählen
903,auswählen::V,select,auswählen
904,bewahren::V,preserve,bewahren
905,behindern::V,hinder,behindern
906,verderben::V,spoil,verderben
907,beschädigen::V,damage,beschädigen
908,zerbrechen::V,break,zerbrechen
909,zerreißen::V,tear,zerreißen
910,zerstören::V,destroy,zerstören
911,verbrennen::V,burn,verbrennen
912,geben::V,give,geben
913,reichen::V,hand,reichen
914,schenken::V,give,schenken
915,versprechen::V,promise,versprechen
916,wünschen::V,wish,wünschen
917,loben::V,praise,loben
918,küssen::V,kiss,küssen
919,wiegen::V,rock,wiegen
920,zudecken::V,cover,zudecken
921,wecken::V,wake,wecken
922,zeigen::V,show,zeigen
923,führen::V,guide,führen
924,lehren::V,teach,lehren
925,unterrichten::V,instruct,unterrichten
926,aufziehen::V,bring up,aufziehen
927,leiten::V,lead,leiten
928,antreiben::V,urge,antreiben
929,lassen::V,let,lassen
930,einladen::V,invite,einladen
931,vereinigen::V,unite,vereinigen
932,besuchen::V,visit,besuchen
933,treffen::V,meet,treffen
934,sich versammeln::V,assemble,sich versammeln
935,spielen::V,play,spielen
936,singen::V,sing,singen
937,tanzen::V,dance,tanzen
938,sich trennen::V,separate,sich trennen
939,verlassen::V,leave,verlassen
940,retten::V,rescue,retten
941,bewachen::V,guard,bewachen
942,schützen::V,protect,schützen
943,verteidigen::V,defend,verteidigen
944,sich schlagen::V,brawl,sich schlagen
945,schießen::V,shoot,schießen
946,siegen::V,win,siegen
947,ärgern::V,annoy,ärgern
948,schlagen::V,beat,schlagen
949,treten::V,kick,treten
950,stechen::V,sting,stechen
951,stoßen::V,shove,stoßen
952,stehlen::V,steal,stehlen
953,stören::V,disturb,stören
954,belästigen::V,bother,belästigen
955,verbergen::V,conceal,verbergen
956,täuschen::V,deceive,täuschen
957,betrügen::V,cheat,betrügen
958,töten::V,kill,töten
959,wohnen::V,dwell,wohnen
960,arbeiten::V,work,arbeiten
961,sammeln::V,gather,sammeln
962,pflücken::V,pick,pflücken
963,jagen::V,hunt,jagen
964,fischen::V,fish,fischen
965,fassen::V,catch,fassen
966,hüten::V,herd,hüten
967,treiben::V,drive,treiben
968,anbinden::V,tie up,anbinden
969,füttern::V,feed,füttern
970,melken::V,milk,melken
971,hacken::V,chop,hacken
972,gießen::V,water,gießen
973,reifen::V,ripen,reifen
974,zubereiten::V,cook,zubereiten
975,kochen::V,boil,kochen
976,backen::V,bake,backen
977,braten::V,fry,braten
978,umrühren::V,stir,umrühren
979,stricken::V,knit,stricken
980,nähen::V,sew,nähen
981,färben::V,dye,färben
982,reinigen::V,clean,reinigen
983,waschen::V,wash,waschen
984,abwischen::V,wipe,abwischen
985,spülen::V,rinse,spülen
986,fegen::V,sweep,fegen
987,kehren::V,sweep,kehren
988,baden::V,bath,baden
989,sich waschen::V,wash,sich waschen
990,ausziehen::V,take off,ausziehen
991,anziehen::V,put on,anziehen
992,sich anziehen::V,get dressed,sich anziehen
993,kämmen::V,comb,kämmen
994,schmücken::V,decorate,schmücken
995,sagen::V,say,sagen
996,sprechen::V,speak,sprechen
997,reden::V,talk,reden
998,sich unterhalten::V,chat,sich unterhalten
999,fragen::V,ask,fragen
1000,bitten::V,request,bitten
1001,erzählen::V,tell,erzählen
1002,mitteilen::V,convey,mitteilen
1003,nennen::V,name,nennen
1004,rufen::V,call,rufen
1005,prahlen::V,brag,prahlen
1006,übersetzen::V,translate,übersetzen
1007,denken::V,think,denken
1008,glauben::V,believe,glauben
1009,bemerken::V,notice,bemerken
1010,erkennen::V,recognize,erkennen
1011,begreifen::V,grasp,begreifen
1012,verstehen::V,understand,verstehen
1013,lernen::V,learn,lernen
1014,wissen::V,know,wissen
1015,sich erinnern an::V,remember,sich erinnern an
1016,vergessen::V,forget,vergessen
1017,messen::V,measure,messen
1018,zählen::V,count,zählen
1019,rechnen::V,calculate,rechnen
1020,lesen::V,read,lesen
1021,malen::V,paint,malen
1022,zeichnen::V,draw,zeichnen
1023,schreiben::V,write,schreiben
1024,besitzen::V,own,besitzen
1025,kaufen::V,buy,kaufen
1026,verkaufen::V,sell,verkaufen
1027,bezahlen::V,pay for,bezahlen
1028,zahlen::V,pay,zahlen
1029,beherrschen::V,rule,beherrschen
1030,ertragen::V,endure,ertragen
