,Concept_ID,nl,ar
813,sehr::ADV,erg,جدا
814,sehr::ADV,erg,كثيرا
815,sehr::ADV,zeer,جدا
816,sehr::ADV,zeer,كثيرا
817,so::ADV,zo,كذا
818,so::ADV,zo,كذلك
819,noch::ADV,nog,ما زال
820,nur::ADV,maar,فقط
821,nur::ADV,alleen,فقط
822,schon::ADV,al,قد
823,schon::ADV,reeds,قد
824,wieder::ADV,weer,من جديد
825,wieder::ADV,weer,مرة أخرى
826,wieder::ADV,terug,من جديد
827,wieder::ADV,terug,مرة أخرى
828,vergebens::ADV,vergeefs,عبثا
829,vergebens::ADV,tevergeefs,عبثا
830,vor::PRP,voor,أمام
831,hinter::PRP,achter,خلف
832,hinter::PRP,achter,وراء
833,unter::PRP,onder,تحت
834,unter::PRP,beneden,تحت
835,durch::PRP,door,عبر
836,durch::PRP,door,خلال
837,neben::PRP,naast,جنب
838,neben::PRP,naast,بجانب
839,zwischen::PRP,tussen,بين
840,wegen::PRP,wegens,بسبب
841,wegen::PRP,vanwege,بسبب
842,dies::PRN,dit,هذا
843,das::PRN,dat,ذلك
844,alles::PRN,alles,الكل
845,ich::PRN,ik,أنا
846,du::PRN,je,أنت
847,du::PRN,jij,أنت
848,er::PRN,hij,هو
849,wir::PRN,we,نحن
850,wir::PRN,wij,نحن
851,ihr::PRN,jullie,أنتم
852,ihr::PRN,jullie,أنتن
853,sie::PRN,ze,هم
854,sie::PRN,ze,هن
855,sie::PRN,zij,هم
856,sie::PRN,zij,هن
857,was::FPRN,wat,ما
858,wer::FPRN,wie,من
859,wo::FADV,waar,أين
860,wohin::FADV,waarheen,إلى أين
861,wie::FADV,hoe,كيف
862,warum::FADV,waarom,لماذا
863,wieviel::FNUM,hoeveel,كم
864,eins::NUM,één,واحد
865,zwei::NUM,twee,اثنين
866,drei::NUM,drie,ثلاثة
867,vier::NUM,vier,أربعة
868,fünf::NUM,vijf,خمسة
869,sechs::NUM,zes,ستة
870,sieben::NUM,zeven,سبعة
871,acht::NUM,acht,ثمانية
872,neun::NUM,negen,تسعة
873,zehn::NUM,tien,عشرة
874,elf::NUM,elf,أحد عشر
875,zwölf::NUM,twaalf,اثنا عشر
876,zwanzig::NUM,twintig,عشرون
877,dreißig::NUM,dertig,ثلاثون
878,vierzig::NUM,veertig,أربعون
879,fünfzig::NUM,vijftig,خمسون
880,sechzig::NUM,zestig,ستون
881,siebzig::NUM,zeventig,سبعون
882,achtzig::NUM,tachtig,ثمانون
883,neunzig::NUM,negentig,تسعون
884,hundert::NUM,honderd,مئة
885,tausend::NUM,duizend,ألف
886,und::CNJ,en,و
887,oder::CNJ,of,أو
888,stehen::V,staan,وقف
889,sitzen::V,zitten,جلس
890,liegen::V,liggen,رقد
891,hängen::V,hangen,تعلق
892,werden::V,worden,صار
893,werden::V,worden,أصبح
894,passieren::V,gebeuren,حدث
895,beginnen::V,beginnen,ابتدأ
896,enden::V,eindigen,انتهى
897,wechseln::V,wijzigen,تغير
898,wechseln::V,veranderen,تغير
899,aufgehen[Sonne]::V,opgaan,شرق
900,untergehen[Sonne]::V,ondergaan,غرب
901,scheinen[Sonne]::V,schijnen,أضاء
902,donnern::V,donderen,رعد
903,wehen::V,waaien,هب
904,strömen::V,stromen,جرى
905,fließen::V,vloeien,سال
906,sich drehen::V,draaien,دار
907,sich drehen::V,zich draaien,دار
908,schwanken::V,wankelen,ترنح
909,schwingen::V,zwieren,ترجح
910,fallen::V,vallen,سقط
911,brennen::V,branden,احترق
912,rauchen::V,roken,دخن
913,regnen::V,regenen,أمطر
914,gefrieren::V,bevriezen,تجمد
915,tauen::V,dooien,ذاب
916,schmelzen::V,smelten,ذاب
917,trocknen::V,drogen,نشف
918,sieden::V,koken,غلى
919,sieden::V,zieden,غلى
920,faulen::V,rotten,فسد
921,verfaulen::V,verrotten,تعفن
922,reißen::V,scheuren,انقطع
923,versinken::V,verzinken,غرق
924,vergehen::V,vergaan,مضى
925,erscheinen::V,opdagen,لاح
926,erscheinen::V,opdagen,ظهر
927,erscheinen::V,verschijnen,لاح
928,erscheinen::V,verschijnen,ظهر
929,verschwinden::V,verdwijnen,غاب
930,sinken::V,zinken,هبط
931,abnehmen::V,afnemen,نقص
932,abnehmen::V,verminderen,نقص
933,zunehmen::V,toenemen,ازداد
934,steigen::V,stijgen,صعد
935,steigen::V,stijgen,ارتفع
936,steigen::V,omhooggaan,صعد
937,steigen::V,omhooggaan,ارتفع
938,wachsen::V,groeien,نما
939,wachsen::V,groeien,نبت
940,glänzen::V,glanzen,لمع
941,glänzen::V,schitteren,لمع
942,funkeln::V,fonkelen,تلألأ
943,lärmen::V,lawaai maken,ضج
944,lärmen::V,lawaai maken,صخب
945,läuten::V,luiden,قرع
946,klingeln::V,bellen,دق
947,klirren::V,rinkelen,قعقع
948,brausen::V,bruisen,عج
949,rauschen::V,ruisen,حف
950,klingen::V,klinken,رن
951,bellen::V,blaffen,نبح
952,heulen::V,huilen,عوى
953,blasen::V,blazen,نفخ
954,pfeifen::V,fluiten,صفر
955,schreien::V,gillen,صرخ
956,schreien::V,schreeuwen,صرخ
957,stöhnen::V,steunen,أن
958,zittern::V,beven,ارتعش
959,zittern::V,sidderen,ارتعش
960,leben::V,leven,عاش
961,geboren werden::V,geboren worden,ولد
962,atmen::V,ademen,تنفس
963,trinken::V,drinken,شرب
964,essen::V,eten,أكل
965,schlucken::V,slikken,جرع
966,müde werden::V,moe worden,تعب
967,einschlafen::V,inslapen,نام
968,schlafen::V,slapen,نام
969,aufwachen::V,ontwaken,استيقظ
970,aufwachen::V,wakker worden,استيقظ
971,aufstehen::V,opstaan,قام
972,sich erholen::V,zich ontspannen,استجم
973,krank werden::V,ziek worden,مرض
974,krank sein::V,ziek zijn,مرض
975,schmerzen::V,pijn doen,آلم
976,husten::V,hoesten,كح
977,husten::V,hoesten,سعل
978,genesen::V,genezen,نقه
979,sterben::V,sterven,مات
980,sterben::V,overlijden,مات
981,umkommen::V,omkomen,هلك
982,sich bewegen::V,zich bewegen,تحرك
983,sich rühren::V,zich verroeren,تحرك
984,sich erheben::V,oprijzen,قام
985,sich erheben::V,verrijzen,قام
986,sich setzen::V,gaan zitten,جلس
987,hinfallen::V,vallen,وقع
988,hinfallen::V,neervallen,وقع
989,laufen::V,lopen,مشى
990,schreiten::V,stappen,خطا
991,schreiten::V,schrijden,خطا
992,spazierengehen::V,gaan wandelen,تنزه
993,eilen::V,ijlen,عجل
994,eilen::V,haasten,عجل
995,sich beeilen::V,zich haasten,استعجل
996,sausen::V,stuiven,أسرع
997,rennen::V,rennen,عدا
998,rennen::V,rennen,ركض
999,springen::V,springen,قفز
1000,klettern::V,klimmen,تسلق
1001,klettern::V,klauteren,تسلق
1002,schaukeln::V,schommelen,تأرجح
1003,kriechen::V,kruipen,دب
1004,kriechen::V,kruipen,زحف
1005,schwimmen::V,zwemmen,سبح
1006,tauchen::V,duiken,غطس
1007,rudern::V,roeien,جذف
1008,fahren::V,rijden,ركب
1009,fahren::V,rijden,سافر
1010,fliegen::V,vliegen,طار
1011,gehen::V,gaan,سار
1012,gehen::V,gaan,ذهب
1013,weggehen::V,weggaan,ذهب
1014,weggehen::V,weggaan,انصرف
1015,abfahren::V,vertrekken,رحل
1016,anhalten::V,stoppen,توقف
1017,anhalten::V,stilhouden,توقف
1018,hineingehen::V,ingaan,دخل
1019,hineingehen::V,binnengaan,دخل
1020,eintreten::V,binnenkomen,دخل
1021,kommen::V,komen,أتى
1022,kommen::V,komen,جاء
1023,ankommen::V,aankomen,وصل
1024,zurückkommen::V,terugkomen,عاد
1025,zurückkommen::V,terugkomen,رجع
1026,bleiben::V,blijven,مكث
1027,warten::V,wachten,انتظر
1028,erwarten::V,verwachten,ترقب
1029,erwarten::V,verwachten,انتظر
1030,suchen::V,zoeken,بحث
1031,finden::V,vinden,وجد
1032,versuchen::V,proberen,حاول
1033,versuchen::V,beproeven,حاول
1034,vorbereiten::V,voorbereiden,أعد
1035,vorbereiten::V,voorbereiden,حضر
1036,lieben::V,houden van,أحب
1037,mögen::V,lusten,أحب
1038,mögen::V,houden van,أحب
1039,lachen::V,lachen,ضحك
1040,rühren::V,roeren,أثر
1041,weinen::V,huilen,بكى
1042,weinen::V,schreien,بكى
1043,schimpfen::V,kijven,سب
1044,schimpfen::V,kijven,شتم
1045,schimpfen::V,schelden,سب
1046,schimpfen::V,schelden,شتم
1047,sich ärgern::V,zich ergeren,زعل
1048,sich fürchten::V,bang zijn,هاب
1049,fürchten::V,vrezen,خاف
1050,fürchten::V,vrezen,خشي
1051,fliehen::V,vluchten,هرب
1052,flüchten::V,ontsnappen,فر
1053,flüchten::V,ontkomen,فر
1054,sehen::V,zien,رأى
1055,anschauen::V,aankijken,نظر
1056,ansehen::V,aanzien,نظر
1057,ansehen::V,bekijken,نظر
1058,hören::V,horen,سمع
1059,zuhören::V,luisteren,أصغى
1060,probieren::V,proeven,ذاق
1061,riechen::V,ruiken,شم
1062,riechen::V,ruiken,استنشق
1063,fühlen::V,voelen,شعر
1064,scheinen::V,lijken,ظهر
1065,zu sehen sein::V,te zien zijn,ظهر
1066,vernehmen::V,vernemen,سمع
1067,frieren::V,het koud hebben,بردان
1068,tun::V,doen,فعل
1069,können::V,kunnen,قدر
1070,können::V,kunnen,استطاع
1071,wollen::V,willen,شاء
1072,wollen::V,willen,أراد
1073,anfangen::V,beginnen,بدأ
1074,anfangen::V,aanvangen,بدأ
1075,beenden::V,beëindigen,أنهى
1076,aufhören::V,ophouden,توقف
1077,aufhören::V,ophouden,انقطع
1078,gelingen::V,lukken,نجح
1079,gelingen::V,gelukken,نجح
1080,geraten::V,uitvallen,طلع
1081,öffnen::V,openen,فتح
1082,öffnen::V,opendoen,فتح
1083,schließen::V,sluiten,أغلق
1084,schließen::V,dichtdoen,أغلق
1085,stellen::V,stellen,وضع
1086,stellen::V,stellen,أقام
1087,stellen::V,plaatsen,وضع
1088,stellen::V,plaatsen,أقام
1089,setzen::V,zetten,أجلس
1090,setzen::V,plaatsen,أجلس
1091,legen::V,leggen,وضع
1092,berühren::V,aanraken,مس
1093,berühren::V,aanraken,لمس
1094,verbinden::V,verbinden,ربط
1095,verbinden::V,verbinden,وصل
1096,bedecken::V,bedekken,غطى
1097,aufhängen::V,ophangen,علق
1098,anzünden::V,aansteken,أوقد
1099,aufheben::V,oprapen,لقط
1100,zurücklassen::V,achterlaten,ترك
1101,verlieren::V,verliezen,فقد
1102,fallen lassen::V,laten vallen,أسقط
1103,machen::V,maken,فعل
1104,herstellen::V,produceren,صنع
1105,herstellen::V,produceren,أنتج
1106,herstellen::V,voortbrengen,صنع
1107,herstellen::V,voortbrengen,أنتج
1108,bauen::V,bouwen,بنى
1109,bauen::V,bouwen,شيد
1110,reparieren::V,repareren,صلح
1111,reparieren::V,herstellen,صلح
1112,verbessern::V,verbeteren,صحح
1113,ändern::V,wijzigen,غير
1114,ändern::V,veranderen,غير
1115,graben::V,graven,حفر
1116,beugen::V,buigen,ثنى
1117,beugen::V,buigen,أحنى
1118,biegen::V,buigen,لوى
1119,drehen::V,draaien,أدار
1120,drehen::V,draaien,دور
1121,wenden::V,keren,قلب
1122,wenden::V,wenden,قلب
1123,umdrehen::V,omdraaien,قلب
1124,heben::V,heffen,رفع
1125,heben::V,optillen,رفع
1126,hochheben::V,tillen,رفع
1127,ergreifen::V,pakken,مسك
1128,ergreifen::V,grijpen,مسك
1129,halten::V,houden,مسك
1130,drücken::V,drukken,ضغط
1131,schieben::V,duwen,حرك
1132,schieben::V,schuiven,حرك
1133,kratzen::V,krassen,خدش
1134,lecken::V,likken,لعق
1135,beißen::V,bijten,عض
1136,abreißen::V,afrukken,قلع
1137,abreißen::V,afscheuren,قلع
1138,abschneiden::V,afsnijden,قطع
1139,binden::V,binden,ربط
1140,stecken::V,steken,دس
1141,brechen::V,breken,كسر
1142,klopfen::V,kloppen,طرق
1143,hauen::V,houwen,ضرب
1144,kleben::V,plakken,ألصق
1145,reiben::V,wrijven,حك
1146,streichen::V,smeren,نشر
1147,schleifen::V,slijpen,سن
1148,schneiden::V,snijden,قطع
1149,rütteln::V,schudden,رج
1150,schütteln::V,schudden,هز
1151,schwenken::V,wuiven,لوح
1152,schwenken::V,zwaaien,لوح
1153,schütten::V,gieten,صب
1154,schütten::V,storten,صب
1155,füllen::V,vullen,ملأ
1156,einwickeln::V,inwikkelen,لف
1157,tragen::V,dragen,حمل
1158,schleppen::V,slepen,سحب
1159,ziehen::V,trekken,سحب
1160,aufbewahren::V,bewaren,حفظ
1161,werfen::V,gooien,رمى
1162,werfen::V,gooien,ألقى
1163,fangen::V,vangen,التقط
1164,packen::V,pakken,مسك
1165,packen::V,vastpakken,مسك
1166,verstecken::V,verstoppen,خبأ
1167,teilen::V,delen,قسم
1168,schicken::V,sturen,بعث
1169,schicken::V,sturen,أرسل
1170,bringen::V,brengen,جلب
1171,hinzufügen::V,toevoegen,أضاف
1172,bekommen::V,verkrijgen,حصل
1173,erhalten::V,krijgen,استلم
1174,nehmen::V,nemen,أخذ
1175,wählen::V,kiezen,اختار
1176,wählen::V,verkiezen,اختار
1177,auswählen::V,uitkiezen,انتقى
1178,bewahren::V,bewaren,حافظ
1179,behindern::V,hinderen,عاق
1180,verderben::V,bederven,أفسد
1181,beschädigen::V,beschadigen,أضر
1182,zerbrechen::V,breken,كسر
1183,zerbrechen::V,stukbreken,كسر
1184,zerreißen::V,scheuren,مزق
1185,zerreißen::V,verscheuren,مزق
1186,zerstören::V,vernielen,دمر
1187,verbrennen::V,branden,حرق
1188,verbrennen::V,verbranden,حرق
1189,geben::V,geven,أعطى
1190,reichen::V,reiken,ناول
1191,reichen::V,aanreiken,ناول
1192,schenken::V,schenken,وهب
1193,versprechen::V,beloven,وعد
1194,wünschen::V,wensen,تمنى
1195,loben::V,loven,مدح
1196,loben::V,prijzen,مدح
1197,küssen::V,kussen,قبل
1198,wiegen::V,wiegen,هدهد
1199,zudecken::V,toedekken,غطى
1200,wecken::V,wekken,أيقظ
1201,zeigen::V,tonen,أرى
1202,zeigen::V,wijzen,أرى
1203,führen::V,voeren,دل
1204,lehren::V,leren,علم
1205,unterrichten::V,onderwijzen,علم
1206,aufziehen::V,grootbrengen,ربى
1207,leiten::V,leiden,دل
1208,leiten::V,leiden,أدار
1209,antreiben::V,aandrijven,حث
1210,lassen::V,laten,حدا
1211,einladen::V,uitnodigen,دعا
1212,vereinigen::V,verenigen,وحد
1213,besuchen::V,bezoeken,زار
1214,treffen::V,treffen,قابل
1215,treffen::V,ontmoeten,قابل
1216,sich versammeln::V,zich verzamelen,اجتمع
1217,spielen::V,spelen,لعب
1218,singen::V,zingen,غنى
1219,tanzen::V,dansen,رقص
1220,sich trennen::V,van elkaar gaan,افترق
1221,verlassen::V,verlaten,ترك
1222,retten::V,redden,نجى
1223,retten::V,redden,أنقذ
1224,bewachen::V,bewaken,حرس
1225,schützen::V,beschermen,حمى
1226,verteidigen::V,verdedigen,دافع
1227,sich schlagen::V,knokken,تضارب
1228,schießen::V,schieten,أطلق
1229,siegen::V,overwinnen,انتصر
1230,ärgern::V,ergeren,أزعل
1231,schlagen::V,slaan,ضرب
1232,treten::V,trappen,رفس
1233,treten::V,schoppen,رفس
1234,stechen::V,steken,شك
1235,stechen::V,prikken,شك
1236,stoßen::V,stoten,دفع
1237,stehlen::V,stelen,سرق
1238,stören::V,storen,ضايق
1239,stören::V,verstoren,ضايق
1240,belästigen::V,lastig vallen,أزعج
1241,verbergen::V,verbergen,كتم
1242,täuschen::V,misleiden,خدع
1243,betrügen::V,bedriegen,غش
1244,töten::V,doden,قتل
1245,wohnen::V,wonen,سكن
1246,arbeiten::V,werken,عمل
1247,arbeiten::V,werken,اشتغل
1248,sammeln::V,inzamelen,جمع
1249,sammeln::V,verzamelen,جمع
1250,pflücken::V,plukken,جنى
1251,pflücken::V,plukken,قطف
1252,jagen::V,jagen,صاد
1253,fischen::V,vissen,اصطاد
1254,fassen::V,vangen,قبض
1255,hüten::V,hoeden,رعى
1256,treiben::V,drijven,ساق
1257,anbinden::V,vastbinden,ربط
1258,füttern::V,voeren,علف
1259,melken::V,melken,حلب
1260,hacken::V,hakken,فرم
1261,gießen::V,gieten,سقى
1262,reifen::V,rijpen,نضج
1263,zubereiten::V,klaarmaken,حضر
1264,zubereiten::V,toebereiden,حضر
1265,kochen::V,koken,طبخ
1266,backen::V,bakken,خبز
1267,braten::V,braden,قلى
1268,braten::V,braden,حمر
1269,umrühren::V,omroeren,قلب
1270,stricken::V,breien,حاك
1271,nähen::V,naaien,خاط
1272,färben::V,verven,صبغ
1273,färben::V,verven,لون
1274,färben::V,kleuren,صبغ
1275,färben::V,kleuren,لون
1276,reinigen::V,reinigen,نظف
1277,waschen::V,wassen,غسل
1278,abwischen::V,afvegen,مسح
1279,spülen::V,spoelen,شطف
1280,spülen::V,afwassen,شطف
1281,fegen::V,vegen,كنس
1282,kehren::V,vegen,كنس
1283,baden::V,baden,استحم
1284,sich waschen::V,zich wassen,اغتسل
1285,ausziehen::V,uittrekken,خلع
1286,anziehen::V,aantrekken,لبس
1287,sich anziehen::V,zich aankleden,اكتسى
1288,kämmen::V,kammen,مشط
1289,schmücken::V,tooien,زين
1290,sagen::V,zeggen,قال
1291,sprechen::V,spreken,تكلم
1292,reden::V,praten,تكلم
1293,sich unterhalten::V,zich onderhouden,تحادث
1294,fragen::V,vragen,سأل
1295,bitten::V,vragen,رجا
1296,bitten::V,verzoeken,رجا
1297,erzählen::V,vertellen,حكي
1298,mitteilen::V,meedelen,بلغ
1299,nennen::V,noemen,سمى
1300,rufen::V,roepen,نادى
1301,prahlen::V,pralen,فشر
1302,prahlen::V,pralen,تفاخر
1303,übersetzen::V,vertalen,ترجم
1304,denken::V,denken,فكر
1305,glauben::V,geloven,اعتقد
1306,bemerken::V,bemerken,لاحظ
1307,erkennen::V,herkennen,عرف
1308,begreifen::V,begrijpen,فهم
1309,begreifen::V,begrijpen,أدرك
1310,verstehen::V,verstaan,فهم
1311,lernen::V,leren,درس
1312,wissen::V,weten,علم
1313,sich erinnern an::V,zich herinneren aan,تذكر
1314,vergessen::V,vergeten,نسي
1315,messen::V,meten,قاس
1316,zählen::V,tellen,عد
1317,zählen::V,tellen,أحصى
1318,rechnen::V,rekenen,حسب
1319,lesen::V,lezen,قرأ
1320,malen::V,schilderen,صور
1321,zeichnen::V,tekenen,رسم
1322,schreiben::V,schrijven,كتب
1323,besitzen::V,bezitten,حاز
1324,besitzen::V,bezitten,ملك
1325,kaufen::V,kopen,اشترى
1326,verkaufen::V,verkopen,باع
1327,bezahlen::V,betalen,دفع
1328,zahlen::V,betalen,سدد
1329,beherrschen::V,beheersen,حكم
1330,ertragen::V,verdragen,أطاق
1331,ertragen::V,verdragen,تحمل
