,Concept_ID,sl,bn
710,unter::PRP,pod,নীচে
711,durch::PRP,skózi,দ্বারা
712,neben::PRP,kràj,কাছে
713,neben::PRP,póleg,কাছে
714,zwischen::PRP,med,মধ্যে
715,zwischen::PRP,izmed,মধ্যে
716,wegen::PRP,zarádi,জন্য
717,dies::PRN,tó,এটা
718,das::PRN,tó,ওটা
719,alles::PRN,vsè,সব
720,ich::PRN,jàz,আমি
721,du::PRN,tí,তুমি
722,er::PRN,òn,উনি
723,wir::PRN,mí,আমরা
724,ihr::PRN,ví,তোমরা
725,sie::PRN,ôni,তারা
726,was::FPRN,káj,কি
727,wer::FPRN,kdó,কে
728,wo::FADV,kjé,কোথায়
729,wohin::FADV,kám,কোথায়
730,wie::FADV,kakó,কেমন
731,warum::FADV,zakáj,কেন
732,wieviel::FNUM,kóliko,কত
733,eins::NUM,êden,অক
734,zwei::NUM,dvá,দুই
735,drei::NUM,trí,তিন
736,vier::NUM,štíri,চার
737,fünf::NUM,pét,পাঁচ
738,sechs::NUM,šést,ছয়
739,sieben::NUM,sédem,সাত
740,acht::NUM,ósem,আট
741,neun::NUM,devét,নয়
742,zehn::NUM,desét,দশ
743,elf::NUM,enájst,এগারো
744,zwölf::NUM,dvánajst,দ্বাদশ
745,zwanzig::NUM,dvájset,বিশ
746,dreißig::NUM,trídeset,ত্রিশ
747,vierzig::NUM,štírideset,চল্লিশ
748,fünfzig::NUM,pétdeset,পঞ্চাশ
749,sechzig::NUM,šéstdeset,ষাট
750,siebzig::NUM,sédemdeset,সত্তর
751,achtzig::NUM,ósemdeset,আশি
752,neunzig::NUM,devétdeset,নব্বুই
753,hundert::NUM,stó,শত
754,tausend::NUM,tísoč,হাজার
755,und::CNJ,in,আর
756,und::CNJ,in,এবং
757,oder::CNJ,áli,বা
758,stehen::V,státi,দাঁড়ানো
759,sitzen::V,sedéti,বসা
760,liegen::V,ležáti,শোয়া
761,hängen::V,viséti,ঝোলা
762,werden::V,postáti,হইয়া উঠা
763,passieren::V,zgodíti se,ঘটা
764,beginnen::V,začéti se,আরম্ভ হওয়া
765,enden::V,končáti se,শেষ হওয়া
766,wechseln::V,ménjati se,রূপাস্তর করা
767,aufgehen[Sonne]::V,vzíti,উদিত হওয়া
768,untergehen[Sonne]::V,zaíti,অস্ত যাওয়া
769,scheinen[Sonne]::V,sijáti,আলো দেওয়া
770,donnern::V,grméti,বজ্রধ্বনি করা
771,wehen::V,píhati,প্রবাহিত হওয়া
772,strömen::V,líti,প্রবাহিত হওয়া
773,fließen::V,têči,ছুটা
774,sich drehen::V,vrtéti se,পাক খাওয়া
775,schwanken::V,kolébati,দোলা
776,schwingen::V,níhati,দোলা
777,fallen::V,pádati,পড়া
778,brennen::V,goréti,সেঁকা
779,rauchen::V,kadíti se,ধোঁয়া ছড়ান
780,regnen::V,deževáti,বর্ষণ_করা
781,gefrieren::V,zmŕzniti,হিমায়িত হওয়া
782,tauen::V,tájati,গলা
783,schmelzen::V,kopnéti,গলা
784,trocknen::V,sušíti se,শুষ্ক করা
785,sieden::V,kipéti,ফোঁড়া
786,faulen::V,gníti,ক্ষয় হওয়া
787,verfaulen::V,zgníti,ক্ষয় হওয়া 
788,reißen::V,tŕgati se,ছিঁড়া
789,versinken::V,pogrézniti se,ডুবা
790,vergehen::V,miníti,যাওয়া
791,erscheinen::V,pojáviti se,আসা
792,verschwinden::V,izgíniti,অদৃশ্য হওয়া
793,sinken::V,péšati,হ্রাস হওয়া
794,abnehmen::V,pojémati,হ্রাস হওয়া
795,zunehmen::V,véčati se,বৃদ্ধি পাওয়া
796,zunehmen::V,množíti se,বৃদ্ধি পাওয়া
797,steigen::V,dvígati se,ওঠা
798,wachsen::V,rásti,বড় হওয়া
799,glänzen::V,sijáti,জ্বলা
800,funkeln::V,ískriti se,জ্বল্জ্বল করা
801,lärmen::V,ropotáti,
802,lärmen::V,razgrájati,
803,läuten::V,zvoníti,রুসুঝুসু করা
804,klingeln::V,zvončkljáti,বাজা
805,klirren::V,žvenketáti,টুংটাং-শব্দ করা
806,brausen::V,šuméti,গর্জন করা
807,rauschen::V,šuštéti,মর্মরধ্বনি করা
808,rauschen::V,šelestéti,মর্মরধ্বনি করা
809,klingen::V,zvenéti,শব্দ করা
810,bellen::V,lájati,ঘেউ ঘেউ করা
811,heulen::V,zavíjati,গর্জন করা
812,blasen::V,píhniti,ফুঁ দেওয়া
813,pfeifen::V,pískati,শিস্ দেওয়া
814,pfeifen::V,žvížgati,শিস্ দেওয়া
815,schreien::V,kričáti,চিৎকার করা
816,stöhnen::V,stókati,গোঁ-গো করা
817,zittern::V,drgetáti,কাঁপা
818,leben::V,živéti,বাঁচা
819,geboren werden::V,rodíti se,জন্মানো
820,atmen::V,díhati,শ্বাস ফেলা
821,trinken::V,píti,পান করা
822,essen::V,jésti,ভক্ষণ করা
823,schlucken::V,požírati,গেলা
824,müde werden::V,péšati,পরিশ্রান্ত হওয়া
825,müde werden::V,utrúditi se,পরিশ্রান্ত হওয়া
826,einschlafen::V,zaspáti,নিদ্রামগ্ন হওয়া
827,schlafen::V,spáti,নিদ্রা যাওয়া
828,aufwachen::V,zbudíti se,জাগা
829,aufstehen::V,vstáti,জাগা
830,sich erholen::V,oddahníti se,আরাম করা
831,krank werden::V,oboléti,অসুস্থ হত্তয়া
832,krank sein::V,bíti bolán,রূগ্ণ হত্তয়া
833,schmerzen::V,boléti,কন্কন করা
834,husten::V,kášljati,কাশা
835,genesen::V,okrévati,আরোগ্য হওয়া
836,sterben::V,umréti,মারা যাওয়া
837,umkommen::V,pogíniti,মারা যাওয়া
838,sich bewegen::V,zganíti se,চলা
839,sich rühren::V,premakníti se,নড়া
840,sich erheben::V,vstájati,উদিত হওয়া
841,sich erheben::V,vzdígniti se,উদিত হওয়া
842,sich setzen::V,sésti,বসা
843,hinfallen::V,pásti dôl,পড়া
844,laufen::V,hodíti,হাঁটা
845,schreiten::V,stópati,হাঁটা
846,spazierengehen::V,na sprehòd íti,পায়চারি করা
847,eilen::V,drvéti,ত্বরাম্বিত করা
848,sich beeilen::V,hitéti,ত্বরাম্বিত করা
849,sausen::V,dírkati,ধেয়ে যাওয়া
850,rennen::V,dírjati,চলা
851,springen::V,skákati,লাফানো
852,klettern::V,plézati,আরোহণ করা
853,schaukeln::V,kolébati,দোলা
854,kriechen::V,pláziti se,হামাগুড়ি দেওয়া
855,schwimmen::V,plávati,সাঁতার কাটা
856,tauchen::V,potápljati se,ডোবা
857,rudern::V,vesláti,দাঁড় টানা
858,fahren::V,vozíti se,চালান
859,fahren::V,peljáti se,চালান
860,fliegen::V,létati,ওড়া
861,gehen::V,íti,যাওয়া
862,weggehen::V,odíti,প্রস্থান করা
863,abfahren::V,odpeljáti se,প্রস্থান করা
864,anhalten::V,ustáviti se,থামা
865,hineingehen::V,íti nóter,ঢোকা
866,eintreten::V,vstopíti,ঢোকা
867,kommen::V,príti,আসা
868,ankommen::V,prispéti,আসা
869,ankommen::V,prihájati,আসা
870,zurückkommen::V,vrníti se,ফিরা
871,bleiben::V,ostáti,থাকা
872,warten::V,čákati,অপেক্ষা করা
873,erwarten::V,pričakováti,অপেক্ষা করা
874,suchen::V,iskáti,খোঁজ করা
875,finden::V,nájti,পাওয়া
876,versuchen::V,poskúšati,পরখ করা
877,vorbereiten::V,pripráviti,প্রস্তুত করা
878,lieben::V,ljubíti,ভালবাসা
879,mögen::V,márati,পছন্দ করা
880,lachen::V,smejáti se,হাসা
881,rühren::V,ganíti,হৃদয়ম্পর্শ করা
882,weinen::V,jókati,কাঁদা
883,weinen::V,plákati,কাঁদা
884,schimpfen::V,psováti,নালিশ করা
885,schimpfen::V,zmérjati,নালিশ করা
886,sich ärgern::V,jezíti se,রাগ হত্তয়া
887,sich fürchten::V,báti se,ভয় করা
888,fürchten::V,báti se,ডরা
889,fliehen::V,bežáti,পালানো
890,flüchten::V,pobégniti,পালানো
891,sehen::V,vídeti,দেখা
892,anschauen::V,oglédati,দেখা
893,ansehen::V,glédati,দেখা
894,hören::V,slíšati,শোনা
895,zuhören::V,poslúšati,শোনা
896,probieren::V,poskúšati,পরখ করা
897,riechen::V,dúhati,শুঁকা
898,fühlen::V,čutíti,অনুভব করা
899,scheinen::V,zdéti se,মনে হত্তয়া
900,zu sehen sein::V,vídeti se,দেখা দেত্তয়া
901,vernehmen::V,čúti,শোনা
902,frieren::V,zébsti,শীত লাগা
903,tun::V,délati,করা
904,können::V,môči,পারা
905,wollen::V,hotéti,ইচ্ছা করা
906,anfangen::V,začéti,আরম্ভ করা
907,beenden::V,dokončáti,শেষ করা
908,aufhören::V,prenéhati,থামা
909,gelingen::V,uspéti,সিদ্ধিলাভ করা
910,gelingen::V,posréčiti se,সিদ্ধিলাভ করা
911,geraten::V,obnêsti se,পরিণত হত্তয়া
912,öffnen::V,odpréti,খোলা
913,schließen::V,zapréti,বন্ধ করা
914,stellen::V,postáviti,স্থাপন করা
915,setzen::V,posadíti,স্থাপন করা
916,legen::V,položíti,স্থাপন করা
917,berühren::V,dotíkati se,স্পর্শ করা
918,verbinden::V,obvézati,সংযুক্ত করা
919,bedecken::V,pokríti,ঢাকা
920,aufhängen::V,obésiti,ঝুলানো
921,anzünden::V,zažgáti,জ্বালান
922,aufheben::V,vzdígniti,কুড়াইয়া তোলা
923,zurücklassen::V,zapustíti,পরিত্যাগ করা
924,verlieren::V,izgubíti,হারান
925,fallen lassen::V,navréči,ফেলা
926,machen::V,naredíti,গঠন করা
927,machen::V,napráviti,গঠন করা
928,herstellen::V,izdélati,সৃষ্টি করা
929,bauen::V,gradíti,নির্মাণ করা
930,reparieren::V,popráviti,মেরামত করা
931,verbessern::V,izbóljšati,উন্নতিলাভ করা
932,ändern::V,spremeníti,পরিবর্তিত করা
933,graben::V,kopáti,খনন করা
934,graben::V,grêbsti,খনন করা
935,beugen::V,upogníti,নোয়া
936,biegen::V,zavíjati,নোয়া
937,drehen::V,vrtéti,ঘোরান
938,wenden::V,obrníti,উলটাইয়া দেত্তয়া
939,umdrehen::V,zasúkati,উলটানো
940,heben::V,dvígati,উত্তোলন করা
941,hochheben::V,privzdígniti,উঁচু করা
942,ergreifen::V,zgrábiti,দখল করা
943,halten::V,držáti,ধরা
944,drücken::V,tiščáti,টেপা
945,schieben::V,ríniti,ঠেলা
946,kratzen::V,práskati,চাঁচা
947,lecken::V,lízati,চাটা
948,beißen::V,grísti,দংশন করা
949,abreißen::V,odtŕgati,বিচ্ছিন্ন করা
950,abschneiden::V,odrézati,বিচ্ছিন্ন করা
951,binden::V,vézati,বন্ধন করা
952,stecken::V,vtakníti,বিদ্ধ করা
953,brechen::V,lomíti,ভাঙা
954,klopfen::V,tólči,আঘাত করা
955,hauen::V,séči,আঘাত করা
956,kleben::V,lépiti,সাঁটা
957,reiben::V,tréti,ঘষা
958,reiben::V,dŕgniti,ঘষা
959,streichen::V,namázati,ছড়াইয়া
960,schleifen::V,brúsiti,ধার দেওয়া
961,schneiden::V,rézati,কাটা
962,rütteln::V,strésti,নাড়ান
963,schütteln::V,majáti,নড়া
964,schwenken::V,obrníti,দোলা
965,schütten::V,sípati,বর্ষণ করা
966,füllen::V,napolníti,পরিপূর্ণ করা
967,einwickeln::V,zavíti,মুড়া
968,tragen::V,nêsti,বহন করা
969,schleppen::V,vláčiti,টানা
970,ziehen::V,vléči,টানা
971,aufbewahren::V,shranjeváti,রাখা
972,werfen::V,lúčati,ছুড়া
973,fangen::V,ujéti,লোফা
974,packen::V,prijéti,ধরা
975,verstecken::V,skríti,গোপন করা
976,teilen::V,razdelíti,বিভক্ত করা
977,schicken::V,pošíljati,প্রেরণ করা
978,bringen::V,prinêsti,আনা
979,hinzufügen::V,pristáviti,একত্র করা
980,bekommen::V,dobíti,পাওয়া
981,erhalten::V,prejéti,পাওয়া
982,nehmen::V,vzéti,নেওয়া
983,wählen::V,izbírati,বাছা
984,auswählen::V,izbráti,বাছা
985,bewahren::V,ohraníti,বাঁচাইয়া রাখা
986,behindern::V,ovírati,বাধা দেওয়া
987,verderben::V,pokváriti,নষ্ট করা
988,beschädigen::V,poškodováti,ক্ষতি করা
989,zerbrechen::V,razlomíti,ভাঙ্গিয়া যাওয়া
990,zerreißen::V,raztŕgati,ছিঁড়া
991,zerstören::V,razrúšiti,বিনাশ করা
992,verbrennen::V,sežgáti,দহন করা
993,geben::V,dáti,দেওয়া
994,reichen::V,séči,দেওয়া
995,reichen::V,molíti,দেওয়া
996,schenken::V,podáriti,উপহার দেত্তয়া
997,versprechen::V,obljubíti,প্রতিশ্রুতি দেওয়া
998,wünschen::V,vóščiti,আকাঙ্ক্ষা করা
999,loben::V,hváliti,প্রশংসা করা
1000,küssen::V,poljubováti,চুম্বন করা
1001,wiegen::V,zíbati,দুলানো
1002,zudecken::V,pokríti,ঢাকা
1003,wecken::V,zbudíti,জাগানো
1004,zeigen::V,pokázati,দেখানো
1005,führen::V,vêsti,পথ দেখানো
1006,lehren::V,učíti,শেখানো
1007,unterrichten::V,poučeváti,শিক্ষা দেওয়া
1008,aufziehen::V,vzgojíti,পালন করা
1009,leiten::V,uprávljati,পরিচালনা করা
1010,antreiben::V,goníti,চালনা করা
1011,lassen::V,povzročíti,অনুমতি দেওয়া
1012,einladen::V,povábiti,নিমন্ত্রণ করা
1013,vereinigen::V,zdrúžiti,এক করা
1014,besuchen::V,obiskáti,দেখিতে যাওয়া
1015,treffen::V,pogodíti,সন্মুখীন হওয়া
1016,sich versammeln::V,zbráti se,জড়ো হওয়া
1017,spielen::V,igráti se,খেলা
1018,singen::V,péti,গাওয়া
1019,tanzen::V,plésati,নাচা
1020,sich trennen::V,ločíti se,পৃথক করা
1021,verlassen::V,zapustíti,পরিত্যাগ করা
1022,retten::V,réšiti,উদ্ধার করা
1023,bewachen::V,strážiti,পাহারা দেওয়া
1024,schützen::V,sčítiti,রক্ষা করা
1025,verteidigen::V,braníti,রক্ষা করা
1026,sich schlagen::V,têpsti se,লড়াই করা
1027,schießen::V,stréljati,তীরবেগে ছোটা
1028,siegen::V,zmágati,জেতা
1029,ärgern::V,jezíti,বিরক্ত করা
1030,ärgern::V,razbúriti,বিরক্ত করা
1031,schlagen::V,têpsti,আঘাত করা
1032,schlagen::V,udáriti,আঘাত করা
1033,treten::V,teptáti,লাথি মারা
1034,stechen::V,ubôsti,দংশন করা
1035,stoßen::V,peháti,ঠেলা
1036,stoßen::V,drégniti,ঠেলা
1037,stehlen::V,ukrásti,অপহরণ করা
1038,stehlen::V,pokrásti,অপহরণ করা
1039,stören::V,motíti,ঘাঁটান
1040,belästigen::V,nadlegováti,বিরক্ত করা
1041,verbergen::V,skríti,গোপন করা
1042,täuschen::V,slepíti,প্রবঞ্চনা করা
1043,betrügen::V,várati,প্রতারণা করা
1044,betrügen::V,ogoljufáti,প্রতারণা করা
1045,töten::V,ubíti,হত্যা করা
1046,wohnen::V,prebívati,বাস করা
1047,arbeiten::V,délati,কাজ করা
1048,sammeln::V,zbráti,সংগ্রহ করা
1049,pflücken::V,obráti,চয়ন করা
1050,jagen::V,lovíti,শিকার করা
1051,fischen::V,ribáriti,মাছ ধরা
1052,fassen::V,zajéti,ধরা
1053,hüten::V,pásti,যুথভুক্ত করা
1054,treiben::V,pogánjati,চালনা করা
1055,anbinden::V,privézati,বন্ধন করা
1056,füttern::V,kŕmiti,ভোজন করানো
1057,melken::V,mólsti,দুগ্ধ দোহন করা
1058,hacken::V,sékati,কাটা
1059,gießen::V,ulíti,বর্ষণ করা
1060,reifen::V,zoréti,পাকা
1061,zubereiten::V,pripráviti,রন্ধন করা
1062,kochen::V,kúhati,রন্ধন করা
1063,backen::V,cvréti,সেকা
1064,braten::V,pêči,ভাজা
1065,umrühren::V,preméšati,নড়ানো
1066,stricken::V,plêsti,বোনা
1067,nähen::V,šívati,সেলাই করা
1068,färben::V,bárvati,রঞ্জিত করা
1069,reinigen::V,očístiti,পরিষ্কার করা
1070,waschen::V,opráti,পরিষ্কার করা
1071,abwischen::V,obrísati,মুছা
1072,spülen::V,splakováti,পরিষ্কার করা
1073,fegen::V,pométati,ঝাঁট দেওয়া
1074,kehren::V,mésti,ঝাঁট দেওয়া
1075,baden::V,kópati se,অবগাহন করা
1076,sich waschen::V,umíti se,ধোয়া
1077,ausziehen::V,izvléči,খুলা
1078,anziehen::V,obléči,গায়ে দেত্তয়া
1079,sich anziehen::V,obléči se,পোশাক পরা
1080,kämmen::V,česáti,আঁচড়ানো
1081,schmücken::V,okrasíti,সাজান করা
1082,sagen::V,dejáti,উচ্চারণ করা
1083,sprechen::V,govoríti,বলা
1084,reden::V,rêči,আলাপ করা
1085,sich unterhalten::V,razgovárjati se,আড্ডা দেওয়া
1086,fragen::V,vprášati,জিজ্ঞাসা করা
1087,bitten::V,prosíti,প্রার্থনা করা
1088,erzählen::V,práviti,বর্ণনা করা
1089,mitteilen::V,naznániti,বলা
1090,nennen::V,imenováti,নাম দেওয়া
1091,rufen::V,klícati,আমন্ত্রণ করা
1092,prahlen::V,baháti se,বড়াই করা
1093,übersetzen::V,prevêsti,ভাষাস্তরিত করা
1094,denken::V,mísliti,ভাবা
1095,glauben::V,verjéti,বিশ্বাস করা
1096,bemerken::V,opáziti,লক্ষ্য করা
1097,erkennen::V,spoznáti,চিনিতে পারা
1098,begreifen::V,pôjmiti,উপলব্ধি করা
1099,verstehen::V,razuméti,উপলব্ধি করা
1100,lernen::V,učíti se,শেখা
1101,wissen::V,znáti,জানা
1102,wissen::V,védeti,জানা
1103,sich erinnern an::V,spómniti se,মনে করা
1104,vergessen::V,pozábiti,বিস্মৃত হওয়া
1105,messen::V,mériti,মাপা
1106,zählen::V,štéti,গণনা করা
1107,rechnen::V,račúnati,হিসাব করা
1108,lesen::V,bráti,পাঠ করা
1109,lesen::V,čítati,পাঠ করা
1110,malen::V,slíkati,আঁকা
1111,zeichnen::V,rísati,ছকা
1112,schreiben::V,písati,লেখা
1113,besitzen::V,iméti,অধিকার করা
1114,kaufen::V,kupíti,ক্রয় করা
1115,verkaufen::V,prodáti,বেচা
1116,bezahlen::V,pláčati,প্রদান করা
1117,zahlen::V,plačeváti,প্রদান করা
1118,beherrschen::V,obvládati,শাসন করা
1119,ertragen::V,prenêsti,বহন করা
1120,Verstand::N,,মন
