,Concept_ID,kl,tr
72,Wind::N,anorsarik,yel
73,Wind::N,anorsarik,rüzgâr
74,Welle::N,aalappaa,dalga
75,Wasser::N,imeq,su
76,Stein::N,ujarak,taş
77,Boden::N,nateq,yer
78,Boden::N,nateq,zemin
79,Erde::N,issoq,toprak
80,Staub::N,pujualanerit,toz
81,Staub::N,pujoralanerit,toz
82,Rauch::N,iseq,duman
83,Rauch::N,pujoq,duman
84,Funke::N,illoorneq,kıvılcım
85,Feuer::N,inneq,ateş
86,Licht::N,qaamaneq,ışık
87,Schatten::N,tarraq,gölge
88,Wetter::N,sila,hava
89,Nebel::N,pujoq,pus
90,Wolke::N,nuia,bulut
91,Regen::N,sialuk,yağmur
92,Schnee::N,aput,kar
93,Eis::N,siku,buz
94,Frost::N,issi,don
95,Frost::N,issik,don
96,Kälte::N,issi,soğukluk
97,Hitze::N,kianneq,sıcaklık
98,Hitze::N,kiassuseq,sıcaklık
99,Raureif::N,kaneq,kırç
100,Regenbogen::N,neriusaaq,gökkuşağı
101,Donner::N,kalleq,gök gürlemesi
102,Tropfen::N,kuseriarneq,damla
103,Schaum::N,qapuk,köpük
104,Schmutz::N,minguk,çamur
105,Schmutz::N,minguk,pislik
106,See::N,taseq,göl
107,Sumpf::N,maqulluk,batak
108,Wiese::N,masarsuk,çimen
109,Hügel::N,qattuneq,tepe
110,Hügel::N,majuariaq,tepe
111,Hügel::N,majorajaaq,tepe
112,Hügel::N,qaqqannguaq,tepe
113,Berg::N,qaqqaq,dağ
114,Höhle::N,qaarusuk,in
115,Höhle::N,qaarusuk,mağara
116,Abhang::N,ippik,bayır
117,Abhang::N,sivinganeq,bayır
118,Abhang::N,sivingajaaq,bayır
119,Abhang::N,kussangajaaq,bayır
120,Bach::N,kuunnguaq,çay
121,Bach::N,kuunnguaq,dere
122,Fluss::N,kuuk,nehir
123,Ufer::N,sissap sinaa,kıyı
124,Ufer::N,sissap sinaa,sahil
125,Küste::N,sineriak,kıyı
126,Küste::N,sineriak,sahil
127,Meer::N,imaq,deniz
128,Bucht::N,ikeq,koy
129,Bucht::N,ikeq,körfez
130,Bucht::N,kangerluk,koy
131,Bucht::N,kangerluk,körfez
132,Bucht::N,kangerliumaneq,koy
133,Bucht::N,kangerliumaneq,körfez
134,Insel::N,qeqertaq,ada
135,Blume::N,naasoq,çiçek
136,Gras::N,ivigaq,ot
137,Gras::N,ivigaq,çim
138,Wurzel::N,niulutaq,kök
139,Baum::N,orpik,ağaç
140,Stamm::N,kanaartaq,gövde
141,Rinde::N,ameraq,kabuk
142,Ast::N,avalequt,dal
143,Ast::N,avalequt,budak
144,Zweig::N,avalequt,dal
145,Blatt::N,pilutaq,yaprak
146,Birke::N,patitsit,huş
147,Weide[Baum]::N,palleq,söğüt
148,Tanne::N,orsuerneq,çam
149,Tanne::N,orsuerneq,köknar
150,Horn::N,nassuk,boynuz
151,Feder::N,suluk,tüy
152,Fell::N,ameq,post
153,Flügel::N,suluk,kanat
154,Flügel::N,isaroq,kanat
155,Klaue::N,kukik,pençe
156,Kralle::N,kukik,tırnak
157,Schwanz::N,pamioq,kuyruk
158,Schwanz::N,paperuusaq,kuyruk
159,Ei::N,mannik,yumurta
160,Nest::N,ullut,yuva
161,Bau::N,ini,in
162,Tier::N,uumasoq,hayvan
163,Herde::N,unguukkat,sürü
164,Kuh::N,ussik,inek
165,Bulle::N,angukulak,boğa
166,Bulle::N,anguteralak,boğa
167,Bulle::N,angutikulooq,boğa
168,Schaf::N,sava,koyun
169,Schwein::N,puuluki,domuz
170,Hund::N,qimmeq,it
171,Hund::N,qimmeq,köpek
172,Katze::N,puisaaq,kedi
173,Bär::N,allaq,ayı
174,Eichhörnchen::N,sissinnguaq,sincap
175,Fuchs::N,terianniaq,tilki
176,Hase::N,ukaleq,tavşan
177,Maus::N,teriannguaq,fare
178,Maus::N,teriannguaq,sıçan
179,Wolf::N,amaroq,kurt
180,Vogel::N,timmiaq,kuş
181,Huhn::N,kukkukooq,tavuk
182,Huhn::N,marloraaqaaq,tavuk
183,Hahn::N,kiasiusaq,horoz
184,Gans::N,nerleq,kaz
185,Adler::N,nattoralik,kartal
186,Adler::N,nattoralik,karakuş
187,Eule::N,uppik,baykuş
188,Kranich::N,qorlorfik,turna
189,Krähe::N,tuluatsiaq,karga
190,Kuckuck::N,kukkooq,guguk
191,Schwan::N,qussuk,kuğu
192,Fisch::N,aalisagaq,balık
193,Schlange[Tier]::N,pulateriarsuk,yılan
194,Schlange[Tier]::N,pulateriaarsuk,yılan
195,Spinne::N,aasiaq,örümcek
196,Spinne::N,nissavaarsuk,örümcek
197,Ameise::N,uniaaluk,karınca
198,Laus::N,kumak,bit
199,Mücke::N,ippernaq,sivrisinek
200,Fliege::N,ippernaq,sinek
201,Schmetterling::N,paluaq,kelebek
202,Schmetterling::N,pakkaluaq,kelebek
203,Schmetterling::N,utsuppaluaq,kelebek
204,Schmetterling::N,taqaleqisaaq,kelebek
205,Beere::N,paarmaq,tane
206,Beere::N,paarngaq,tane
207,Apfel::N,iipili,elma
208,Pilz::N,anngiusaq,mantar
209,Zwiebel::N,uanitsoq,soğan
210,Saat::N,naatsiiassaq,ekin
211,Korn::N,maannineq,tane
212,Schale::N,niutsivik,kabuk
213,Schale::N,ilulissaq qaartussaq,kabuk
214,Grube::N,itersaq,çukur
215,Falle::N,pualavoq,tuzak
216,Schlinge::N,orseq,ilmik
217,Schlinge::N,norloq,ilmik
218,Spur::N,tumaa,iz
219,Asche::N,arsat,kül
220,Dreck::N,minguk,pislik
221,Eisen::N,savimineq,demir
222,Eisen::N,saffiugassaq,demir
223,Gold::N,kuulti,altın
224,Silber::N,siilviuvoq,gümüş
225,Kohle::N,aamarsuit aamaruutissat,kömür
226,Glas::N,igalaaq,cam
227,Glas::N,imertarfik,cam
228,Glas::N,igalaamineq,cam
229,Lehm::N,marraq,balçık
230,Sand::N,sioqqat,kum
231,Mensch::N,inuk,insan
232,Mensch::N,silamiu,insan
233,Mann::N,angut,adam
234,Mann::N,angut,erkek
235,Frau::N,arnaq,bayan
236,Kind::N,meeraq,çocuk
237,Junge::N,nukappiaraq,erkek çocuk
238,Mädchen::N,arnannguaq,kız
239,Familie::N,ilaqutakka,aile
240,Familie::N,ilaqutariit,aile
241,Großvater::N,aatak,dede
242,Großvater::N,aatak,büyükbaba
243,Großmutter::N,aanaq,nine
244,Großmutter::N,aanaq,büyükanne
245,Eltern::N,angajoqqaat,ebeveyn
246,Eltern::N,angajoqqaat,ana baba
247,Vater::N,ataata,ata
248,Vater::N,ataata,baba
249,Vater::N,ataataq,ata
250,Vater::N,ataataq,baba
251,Mutter::N,anaana,ana
252,Mutter::N,anaana,anne
253,Sohn::N,erneq,oğul
254,Tochter::N,panik,kız
255,Tochter::N,panik,kız evlât
256,Bruder::N,ani,abi
257,Bruder::N,ani,erkek kardeş
258,Bruder::N,aqqaluk,abi
259,Bruder::N,aqqaluk,erkek kardeş
260,Bruder::N,qatanngut,abi
261,Bruder::N,qatanngut,erkek kardeş
262,Schwester::N,naja,abla
263,Schwester::N,naja,kız kardeş
264,Schwester::N,aleqa,abla
265,Schwester::N,aleqa,kız kardeş
266,Schwester::N,qatanngut,abla
267,Schwester::N,qatanngut,kız kardeş
268,Onkel::N,akkak,dayı
269,Tante::N,aja,hala
270,Tante::N,aja,teyze
271,Tante::N,ajak,hala
272,Tante::N,ajak,teyze
273,Tante::N,atsak,hala
274,Tante::N,atsak,teyze
275,Ehemann::N,ui,koca
276,Ehefrau::N,nuliaq,karı
277,Freude::N,tipaatsussuseq,neşe
278,Freude::N,tipaatsussuseq,sevinç
279,Gelächter::N,illaq,gülme
280,Gelächter::N,illaq,kahkaha
281,Glück::N,usornaat,mutluluk
282,Glück::N,usornarsuseq,mutluluk
283,Wunsch::N,kissaat,arzu
284,Wunsch::N,kissaat,istek
285,Lust::N,illigussuseq,arzu
286,Lust::N,illigussuseq,heves
287,Lust::N,piummaseq,arzu
288,Lust::N,piummaseq,heves
289,Geist::N,anerneq,tin
290,Geist::N,toornaq,tin
291,Gedanke::N,isumassaq,fikir
292,Gedanke::N,isumassaq,düşünce
293,Gedächtnis::N,eqqaamannissuseq,bellek
294,Verstand::N,isuma,zekâ
295,Verstand::N,sianissut,zekâ
296,Verstand::N,misigissut,zekâ
297,Verstand::N,sianissuseq,zekâ
298,Verstand::N,silaqassuseq,zekâ
299,Sinn::N,isuma,anlam
300,Grund::N,patsit,sebep
301,Wahrheit::N,sallusuissut,doğruluk
302,Wahrheit::N,sallusuissut,gerçeklik
303,Märchen::N,oqalualaarut,masal
304,Märchen::N,oqaluasaaq,masal
305,Erzählung::N,oqaluttuaq,öykü
306,Erzählung::N,oqaluttuaq,hikâye
307,Nachricht::N,oqaassut,haber
308,Nachricht::N,oqqersuut,haber
309,Neuigkeit::N,tusarnartaq,haber
310,Name::N,ateq,ad
311,Name::N,ateq,isim
312,Rätsel::N,nalorsitsaarut,bilmece
313,Rede::N,oqaluuseq,söylev
314,Rede::N,oqaluuseq,konuşma
315,Sprache::N,oqaatsit,dil
316,Sprache::N,oqaatsit,lisan
317,Stimme::N,erinaq,ses
318,Stimme::N,qarluuseq,ses
319,Wort::N,oqaasii,kelime
320,Zeichen::N,nalunaaqqut,işaret
321,Ruf::N,qaaqqussut,çağırma
322,Lärm::N,perpaluk,şamata
323,Lärm::N,perpaluk,gürültü
324,Laut::N,torsukattak,ses
325,Ton::N,erinaq,ses
326,Lied::N,taalliaq,türkü
327,Lied::N,erinarsuut,türkü
328,Ruhe::N,qatsunganeq,sakinlik
329,Leute::N,inuiak,halk
330,Leute::N,inuiak,insanlar
331,Leute::N,inuiaqatigiit,halk
332,Leute::N,inuiaqatigiit,insanlar
333,Volk::N,inuiaat,ulus
334,Volk::N,inuiaat,millet
335,Arbeit::N,suliaq,iş
336,Arbeit::N,suliaq,çalışma
337,Gast::N,qaaqqusaq,konuk
338,Gast::N,qaaqqusaq,misafir
339,Geschenk::N,pajugut,hediye
340,Geschenk::N,pajugut,armağan
341,Hilfe::N,annertoqqut,yardım
342,Freund::N,tiliaq,dost
343,Freund::N,tiliaq,arkadaş
344,Freund::N,ikinngut,dost
345,Freund::N,ikinngut,arkadaş
346,Kamerad::N,tiliaq,arkadaş
347,Kamerad::N,ikinngut,arkadaş
348,Art::N,ileqquuseq,çeşit
349,Stück::N,nakkaalaniku,tane
350,Stück::N,nakkaalaniku,parça
351,Teil::N,tassiaasat,kısım
352,Hälfte::N,affaq,yarı
353,Kreis::N,kaajaluinneq or kaajaluitsoq,daire
354,Kreuz::N,sanningasulik,haç
355,Linie::N,tittaq,hat
356,Linie::N,tittaq,çizgi
357,Linie::N,titarneq,hat
358,Linie::N,titarneq,çizgi
359,Abstand::N,aku,aralık
360,Abstand::N,ikiaq,aralık
361,Entfernung::N,asi,mesafe
362,Entfernung::N,asi,uzaklık
363,Gegend::N,nuna,yöre
364,Platz::N,ini,yer
365,Platz::N,inissaq,yer
366,Ort::N,sumiiffik,yer
367,Seite::N,saneraq,yan
368,Seite::N,saneraq,taraf
369,Mitte::N,qiteq,orta
370,Mitte::N,qiteq,merkez
371,Sache::N,pigisaq,iş
372,Sache::N,pigisaq,şey
373,Rand::N,sini,kenar
374,Rand::N,akerfineq,kenar
375,Kante::N,akerfineq,kenar
376,Ecke::N,teqeqqoq,köşe
377,Ecke::N,tikeqqoq,köşe
378,Spitze::N,inngik,uç
379,Spitze::N,inngik,baş
380,Ende::N,isu,uç
381,Loch::N,putu,oyuk
382,Loch::N,putu,delik
383,Winkel::N,teqeqqorissaat,köşe
384,Muster::N,ilisserut,örnek
385,Größe::N,angissuseq,büyüklük
386,Länge::N,takissuseq,uzunluk
387,Gewicht::N,oqimaalutaq,ağırlık
388,Menge::N,amerlassuseq,miktar
389,Haufen::N,eqimattat,küme
390,Haufen::N,eqimattat,yığın
391,Reihe::N,allunaasaq,sıra
392,Boot::N,qajaq,kayık
393,Boot::N,qajaq,sandal
394,Boot::N,angallat,kayık
395,Boot::N,angallat,sandal
396,Boot::N,umiatsiaq,kayık
397,Boot::N,umiatsiaq,sandal
398,Ruder::N,iput,kürek
399,Schlitten::N,qamutit,kızak
400,Schlitten::N,qimusseq,kızak
401,Ski::N,ataarut,kayak
402,Last::N,nammagaq,yük
403,Schritt::N,allorneq,adım
404,Norden::N,avannaq,kuzey
405,Süden::N,qava,güney
406,Süden::N,kujat,güney
407,Süden::N,kujataa,güney
408,Westen::N,kitaa,batı
409,Osten::N,kangi,doğu
410,Holz::N,qisuk,ağaç
411,Holz::N,qisuk,tahta
412,Brett::N,salliligaq,tahta
413,Platte::N,qaateq,levha
414,Stütze::N,ajagutaq,dayak
415,Stütze::N,ajagutaq,destek
416,Stütze::N,ajaagutaq,dayak
417,Stütze::N,ajaagutaq,destek
418,Stange::N,kaaviffik,çubuk
419,Stock::N,ajaappissat,sopa
420,Stock::N,ajaappissat,değnek
421,Stab::N,ajaappissat,sırık
422,Stab::N,ajaappissat,baston
423,Rohr::N,sullulik,boru
424,Haus::N,illu,ev
425,Ofen::N,kissarsuut,soba
426,Fußboden::N,nateq,taban
427,Fußboden::N,nateq,döşeme
428,Tisch::N,allattarfik,masa
429,Stuhl::N,issiavik,iskemle
430,Stuhl::N,issiavik,sandalye
431,Stuhl::N,issiaffik,iskemle
432,Stuhl::N,issiaffik,sandalye
433,Wiege::N,uaasoq,beşik
434,Bett::N,nallavik,yatak
435,Regal::N,ilisivik,raf
436,Kiste::N,sakissat,sandık
437,Kiste::N,illerfiusaq,sandık
438,Fenster::N,aki,pencere
439,Fenster::N,igalaaq,pencere
440,Tür::N,matu,kapı
441,Tor::N,isaaffik,kapı
442,Zaun::N,saputit,çit
443,Dach::N,qaliaq,dam
444,Dach::N,qaliaq,çatı
445,Leiter::N,tummeqqat,merdiven
446,Leiter::N,majuartarfiit,merdiven
447,Besen::N,saligutit,süpürge
448,Spaten::N,nivaataq,bel
449,Schaufel::N,nivaataq,kürek
450,Gabel::N,qilluaq,çatal
451,Gabel::N,ajassaatit,çatal
452,Löffel::N,alussaat,kaşık
453,Messer::N,savik,bıçak
454,Nagel::N,kukik,çivi
455,Netz::N,anguffaseq,ağ
456,Haken::N,nissik,çengel
457,Haken::N,qarsorsaq,çengel
458,Haken::N,qarsorsartoq,çengel
459,Griff::N,ipi,kulp
460,Griff::N,ipi,tutamak
461,Schloss::N,illussaarsuaq,kilit
462,Bild::N,assiliaq,imaj
463,Bild::N,assiliaq,resim
464,Figur::N,kisitsit,şekil
465,Figur::N,kisitsit,heykel
466,Puppe::N,inuusaq,kukla
467,Bündel::N,qilertaq,deste
468,Tasche::N,pooqattaq,çanta
469,Deckel::N,matu,kapak
470,Geschirr::N,anut,kap kacak
471,Tasse::N,tiitorfik,fincan
472,Tasse::N,tiitorfiup ilorlia,fincan
473,Topf::N,qoqqoq,tencere
474,Kessel::N,uunnaavik,kazan
475,Essen::N,igaaq,yemek
476,Nahrung::N,neqissaq,gıda
477,Nahrung::N,neqissaq,besin
478,Speise::N,nerisassat,yemek
479,Fleisch::N,neqi,et
480,Getreide::N,maannineq,tahıl
481,Getreide::N,maannineq,hububat
482,Brot::N,iffit,ekmek
483,Brot::N,iffiaq,ekmek
484,Scheibe::N,igalaassiaq,dilim
485,Fett::N,tarnutissaq,yağ
486,Fett::N,tarnutissiaq,yağ
487,Butter::N,punneq,tereyağı
488,Öl::N,uulia,yağ
489,Öl::N,uulia,akar yağ
490,Salz::N,taratsut,tuz
491,Suppe::N,qajoq,çorba
492,Honig::N,tungusunnitsuut,bal
493,Milch::N,immuk,süt
494,Tee::N,tii,çay
495,Tee::N,teeq,çay
496,Wolle::N,nuersagassiaq,yün
497,Stoff::N,milliaq,kumaş
498,Stoff::N,qarlissiaq,kumaş
499,Nadel::N,meqqut,iğne
500,Faden::N,ujalussiaq,tire
501,Faden::N,ujalussiaq,iplik
502,Knopf::N,attat,düğme
503,Knoten::N,akeroq,düğüm
504,Knoten::N,qilerneq,düğüm
505,Farbe::N,qalipaat,boya
506,Kleidung::N,atisat,giyim
507,Kleidung::N,annoraaq,giyim
508,Hemd::N,ilupaaq,gömlek
509,Kragen::N,qungasiinnaq,yaka
510,Ärmel::N,aaq,yen
511,Ärmel::N,aaq,elbise kolu
512,Hose::N,qarliit,pantolon
513,Gürtel::N,qiterut,kuşak
514,Gürtel::N,unngersaq,kuşak
515,Mütze::N,nasaq,bere
516,Mütze::N,nasaq,kasket
517,Schuh::N,skuu,kundura
518,Schuh::N,skuu,ayakkabı
519,Schuh::N,ikernuk,kundura
520,Schuh::N,ikernuk,ayakkabı
521,Schuh::N,ateraasaq,kundura
522,Schuh::N,ateraasaq,ayakkabı
523,Stiefel::N,kamik,çizme
524,Ring::N,assammiu,yüzük
525,Band::N,qilerutissiaq,bağ
526,Band::N,qilerutissiaq,şerit
527,Kamm::N,illaagutit,tarak
528,Kamm::N,illaajaatit pl.,tarak
529,Spiegel::N,tarrarsuut,ayna
530,Riemen::N,allunaaq,kayış
531,Schnur::N,kujaaq,ip
532,Schnur::N,kujaaq,sicim
533,Schnur::N,allunaasaq,ip
534,Schnur::N,allunaasaq,sicim
535,Leine::N,aleq,kayış
536,Decke::N,qipik,örtü
537,Decke::N,qipik,yorgan
538,Kissen::N,akit,yastık
539,Tuch::N,qarlissiaq,bez
540,Handtuch::N,allarut,havlu
541,Handtuch::N,allarterut,havlu
542,Kraft::N,pissak,güç
543,Kraft::N,pissak,kuvvet
544,Stärke::N,qerattarsaat,kuvvet
545,Gesundheit::N,peqqisusseq,sağlık
546,Krankheit::N,nappaat,hastalık
547,Schmerz::N,anniaat,ağrı
548,Schmerz::N,anniaat,sancı
549,Wunde::N,iki,yara
550,Fieber::N,nappaat qanimanartoq,ateş
551,Arznei::N,imigassaq,ilâç
552,Brücke::N,ikaartarfik,köprü
553,Brunnen::N,tissaluttuliaq,kuyu
554,Brunnen::N,tissaluttuliaq,çeşme
555,Weide::N,masarsuk,otlak
556,Pfad::N,aqqut,patika
557,Pfad::N,aqqut,keçiyolu
558,Weg::N,aggerfik,yol
559,Straße::N,aqqusineq,yol
560,Straße::N,aqqusineq,cadde
561,Dorf::N,nunaqarfik,köy
562,Stadt::N,illorpaat,kent
563,Stadt::N,illorpaat,şehir
564,Stadt::N,illorpalik,kent
565,Stadt::N,illorpalik,şehir
566,Brief::N,allagarsiaq,mektup
567,Buch::N,atuakkat,kitap
568,Buch::N,mappersagaq,kitap
569,Buchstabe::N,naqinneq,harf
570,Zeitung::N,aviisi,gazete
571,Leben::N,inuussuseq,hayat
572,Tod::N,toqu,ölüm
573,Tod::N,toquneq,ölüm
574,Grab::N,iliveq,kabir
575,Grab::N,illissat,kabir
576,Kirche::N,oqaluffik,kilise
577,Sünde::N,ajorti,günah
578,Arbeiter::N,sulisoq,işçi
579,Chef::N,ittoqut,şef
580,Chef::N,ittoqut,müdür
581,Meister::N,naalagaq,usta
582,Arzt::N,katsorsaasoq,hekim
583,Arzt::N,katsorsaasoq,doktor
584,Lehrer::N,ilinniartitsisoq,hoca
585,Lehrer::N,ilinniartitsisoq,öğretmen
586,Geld::N,aningaasat,para
587,Geschäft::N,niuertarfik,ticaret
588,Laden::N,niuertarfik,dükkân
589,Preis::N,aki,fiyat
590,Ware::N,qaliata pii,mal
591,Ware::N,nioqqutissaq,mal
592,Nutzen::N,iluaqut,fayda
593,Welt::N,nunarsuaq,dünya
594,Land::N,nuna,ülke
595,König::N,kunngi,kral
596,Macht::N,pissaassuseq,kudret
597,Macht::N,pissaassuseq,iktidar
598,Grenze::N,killik,had
599,Grenze::N,killik,sınır
600,Krieg::N,sorsunneq,savaş
601,Feind::N,akeraq,düşman
602,Feind::N,akerartorti,düşman
603,Feind::N,qinngarsuisoq,düşman
604,Kampf::N,sorsunneq,savaş
605,Pfeil::N,qalugiusaq,ok
606,Gewehr::N,aallaat,tüfek
607,Fehler::N,kukkuneq,hata
608,Fehler::N,kukkuneq,yanlış
609,Fehler::N,paarlaappaa,hata
610,Fehler::N,paarlaappaa,yanlış
611,Unglück::N,perluut,felâket
612,Unglück::N,perluut,talihsizlik
613,Schuld::N,akiitsugaq,suç
614,Schuld::N,akiitsugaq,kabahat
615,Schuld::N,akiligassaq,suç
616,Schuld::N,akiligassaq,kabahat
617,Alter::N,utoqqaq,yaş
618,Schluss::N,isu,son
619,Zeit::N,ulloq,zaman
620,Zeit::N,akuttoqatigiinneq,zaman
621,Tag::N,ulloq,gün
622,Morgen::N,ullaaq,sabah
623,Mittag::N,ulloqeqqa,öğle
624,Abend::N,unnuk,akşam
625,Nacht::N,unnuaq,gece
626,Woche::N,sapaatip akunnera,hafta
627,Monat::N,qaammat,ay
628,Jahr::N,ukioq,yıl
629,Jahr::N,ukioq,sene
630,Frühling::N,upernaaq,ilkbahar
631,Sommer::N,aasaq,yaz
632,Herbst::N,ukiaq,güz
633,Herbst::N,ukiaq,sonbahar
634,Winter::N,ukioq,kış
635,Januar::N,siulleeq,ocak
636,Januar::N,qaammaliaq,ocak
637,Februar::N,aarlaat,şubat
638,März::N,marsi,mart
639,März::N,martsi,mart
640,Mai::N,maaji,mayıs
641,Juni::N,juuni,haziran
642,Juli::N,juuli,temmuz
643,August::N,aggusti,ağustos
644,September::N,septembari,eylül
645,Oktober::N,oktobari,ekim
646,November::N,novembari,kasım
647,Dezember::N,detsembari,aralık
648,Montag::N,ataasinngortoq,pazartesi
649,Dienstag::N,marlunngorneq,salı
650,Mittwoch::N,pingasunngorneq,çarşamba
651,Donnerstag::N,sisamanngorneq,perşembe
652,Freitag::N,tallimanngorneq,cuma
653,Samstag::N,arfininngorneq,cumartesi
654,Sonntag::N,sapaat,pazar
655,Sonntag::N,sapaati,pazar
656,groß::A,angivoq,büyük
657,klein::A,mikivoq,ufak
658,klein::A,mikivoq,küçük
659,lang::A,takisooq,uzun
660,kurz::A,naatsoq,kısa
661,breit::A,silippoq,enli
662,breit::A,silippoq,geniş
663,schmal::A,amitsoq,dar
664,dicht::A,torsusooq,sık
665,dicht::A,torsusooq,yoğun
666,dick[Gegenstand]::A,issuvoq,kalın
667,dick[Gegenstand]::A,issuvoq,iri
668,dick[Gegenstand]::A,issusooq,kalın
669,dick[Gegenstand]::A,issusooq,iri
670,dünn::A,amitsoq,ince
671,fein::A,mamarpoq,ince
672,fein::A,mamarpoq,narin
673,fest::A,tangeqarpoq,sabit
674,fest::A,tangeqarpoq,sağlam
675,flach::A,nalimmappoq,düz
676,flach::A,nalimmappoq,yassı
677,glatt::A,quasak,düz
678,hart::A,mattusooq,katı
679,hart::A,manngerpoq,katı
680,hart::A,titeqquluppoq,katı
681,weich::A,nerumaarpoq,yumuşak
682,rund::A,ammallorippoq,yuvarlak
683,spitz::A,qummukujooq,sivri
684,scharf::A,ipippoq,keskin
685,stumpf::A,anngerpoq,kör
686,schwer::A,oqimaappoq,ağır
687,schön::A,kusanarpoq,güzel
688,heiß::A,kiappoq,kızgın
689,warm::A,oqorpoq,sıcak
690,kalt::A,issippoq,soğuk
691,kühl::A,pueqqortippoq,serin
692,feucht::A,isugutavoq,nemli
693,feucht::A,isugutavoq,rutubetli
694,feucht::A,qaasernarpoq,nemli
695,feucht::A,qaasernarpoq,rutubetli
696,nass::A,imerorpoq,yaş
697,nass::A,imerorpoq,ıslak
698,trocken::A,panerpoq,kuru
699,voll::A,ulikkaarpoq,dolu
700,voll::A,ulikkaarpoq,dolmuş
701,leer::A,imaattuarpoq,boş
702,offen::A,ammavoq,açık
703,geschlossen::A,matuvoq,kapalı
704,sauber::A,eqqippoq,pak
705,sauber::A,eqqippoq,temiz
706,sauber::A,sukuluippoq,pak
707,sauber::A,sukuluippoq,temiz
708,sauber::A,ipeqanngilaq,pak
709,sauber::A,ipeqanngilaq,temiz
710,schmutzig::A,tapappoq,pis
711,schmutzig::A,tapappoq,kirli
712,schmutzig::A,minguppoq,pis
713,schmutzig::A,minguppoq,kirli
714,roh::A,aapavoq,çiğ
715,reif::A,qaarulerpoq,olgun
716,süß::A,tungusunnippoq,tatlı
717,süß::A,tungusunnippoq,şekerli
718,bitter::A,qasilippoq,acı
719,hell::A,qaamavoq,aydınlık
720,dunkel::A,qernerpoq,karanlık
721,schwarz::A,qernerpoq,kara
722,schwarz::A,qernerpoq,siyah
723,weiß::A,qaqorpoq,ak
724,weiß::A,qaqorpoq,beyaz
725,rot::A,aappaluppoq,kırmızı
726,gelb::A,sungaarpoq,sarı
727,blau::A,tungujorpoq,mavi
728,grün::A,qorsooqqippoq,yeşil
729,grau::A,qaserpoq,boz
730,billig::A,akikippoq,ucuz
731,wertvoll::A,erlinnarpoq,değerli
732,blind::A,tappiippoq,kör
733,blind::A,isigisaqanngilaq,kör
734,taub::A,tusilarpoq,sağır
735,kräftig::A,pissaq,dinç
736,kräftig::A,pissaq,kuvvetli
737,kräftig::A,pissarsuaq,dinç
738,kräftig::A,pissarsuaq,kuvvetli
739,stark::A,sanngivoq,güçlü
740,stark::A,sanngivoq,kuvvetli
741,schwach::A,nakuippoq,zayıf
742,schwach::A,nakuippoq,güçsüz
743,fett::A,pualavoq,şişman
