,Concept_ID,es,cy
77,Licht::N,luz,golau
78,Schatten::N,sombra,cysgod
79,Wetter::N,tiempo,tywydd
80,Nebel::N,niebla,niwl
81,Wolke::N,nube,cwmwl
82,Regen::N,lluvia,glaw
83,Schnee::N,nieve,ôd
84,Schnee::N,nieve,eira
85,Eis::N,hielo,iâ
86,Frost::N,helada,rhew
87,Kälte::N,frío,oerni
88,Kälte::N,frío,annwyd
89,Hitze::N,calor,gwres
90,Raureif::N,escarcha,barrug
91,Regenbogen::N,arco iris,enfys
92,Donner::N,trueno,tyrfau
93,Strömung::N,corriente,cerrynt
94,Tropfen::N,gota,dafn
95,Tropfen::N,gota,diferyn
96,Schaum::N,espuma,ewyn
97,Schmutz::N,suciedad,baw
98,Schmutz::N,suciedad,budreddi
99,See::N,lago,llyn
100,Sumpf::N,pantano,cors
101,Moor::N,turbera,rhos
102,Wiese::N,prado,dôl
103,Wiese::N,pradera,dôl
104,Wald::N,bosque,coedwig
105,Hügel::N,colina,bryn
106,Anhöhe::N,cerro,bryn
107,Berg::N,monte,mynydd
108,Berg::N,montaña,mynydd
109,Gipfel::N,cima,copa
110,Gipfel::N,cumbre,copa
111,Höhle::N,cueva,ogof
112,Höhle::N,caverna,ogof
113,Abhang::N,cuesta,llethr
114,Abhang::N,declive,llethr
115,Quelle::N,fuente,tarddiad
116,Quelle::N,fuente,ffynhonnell
117,Quelle::N,manantial,tarddiad
118,Quelle::N,manantial,ffynhonnell
119,Bach::N,arroyo,nant
120,Bach::N,arroyo,afonig
121,Bach::N,arroyo,cornant
122,Fluss::N,río,afon
123,Ufer::N,orilla,glan
124,Küste::N,costa,traeth
125,Küste::N,costa,arfordir
126,Festland::N,tierra firme,tir
127,Meer::N,mar,môr
128,Bucht::N,cala,bae
129,Bucht::N,bahía,bae
130,Insel::N,isla,ynys
131,Blume::N,flor,blodyn
132,Gras::N,hierba,glaswellt
133,Wurzel::N,raíz,gwreiddyn
134,Baum::N,árbol,coeden
135,Stamm::N,tronco,colfen
136,Stamm::N,tronco,boncyff
137,Rinde::N,corteza,rhisgl
138,Ast::N,rama,cangen
139,Zweig::N,ramo,cainc
140,Zweig::N,ramo,cangen
141,Blatt::N,hoja,deilen
142,Birke::N,abedul,bedwen
143,Kiefer[Baum]::N,pino,pinwydden
144,Weide[Baum]::N,sauce,helygen
145,Tanne::N,abeto,ffynidwydden
146,Horn::N,asta,corn
147,Horn::N,cuerno,corn
148,Feder::N,pluma,plufyn
149,Fell::N,piel,ffwr
150,Flügel::N,ala,adain
151,Klaue::N,garra,crafanc
152,Kralle::N,uña,ewin
153,Kralle::N,garra,ewin
154,Schwanz::N,cola,cwt
155,Schwanz::N,cola,cynffon
156,Ei::N,huevo,wy
157,Nest::N,nido,nyth
158,Bau::N,madriguera,ffau
159,Tier::N,animal,anifail
160,Herde::N,rebaño,praidd
161,Herde::N,rebaño,diadell
162,Kuh::N,vaca,buwch
163,Bulle::N,toro,tarw
164,Pferd::N,caballo,ceffyl
165,Schaf::N,oveja,dafad
166,Schwein::N,cerdo,mochyn
167,Hund::N,perro,ci
168,Katze::N,gato,cath
169,Bär::N,oso,arth
170,Eichhörnchen::N,ardilla,gwiwer
171,Elch::N,alce,elc
172,Fuchs::N,zorro,cadno
173,Hase::N,liebre,ysgyfarnog
174,Maus::N,ratón,llygoden
175,Wolf::N,lobo,blaidd
176,Vogel::N,ave,aderyn
177,Vogel::N,pájaro,aderyn
178,Schwarm::N,bandada,haid
179,Huhn::N,gallina,cyw
180,Hahn::N,gallo,ceiliog
181,Gans::N,oca,gŵydd
182,Gans::N,ganso,gŵydd
183,Adler::N,águila,eryr
184,Ente::N,pato,hwyad
185,Eule::N,lechuza,tylluan
186,Kranich::N,grulla,garan
187,Kranich::N,grulla,crychydd
188,Krähe::N,corneja,brân
189,Kuckuck::N,cuco,cog
190,Kuckuck::N,cuco,cwcw
191,Schwan::N,cisne,alarch
192,Fisch::N,pez,pysgod
193,Barsch::N,perca,draenog
194,Hecht::N,lucio,penhwyad
195,Schlange[Tier]::N,serpiente,neidr
196,Wurm::N,gusano,abwydyn
197,Wurm::N,gusano,pryf genwair
198,Spinne::N,araña,cor
199,Spinne::N,araña,pryf copyn
200,Ameise::N,hormiga,morgrugyn
201,Laus::N,piojo,lleuen
202,Mücke::N,mosquito,gwybedyn
203,Fliege::N,mosca,cleren
204,Schmetterling::N,mariposa,glöyn byw
205,Schmetterling::N,mariposa,iâr fach yr haf
206,Beere::N,baya,aeronen
207,Apfel::N,manzana,afal
208,Pilz::N,seta,madarch
209,Pilz::N,hongo,madarch
210,Zwiebel::N,cebolla,nionyn
211,Zwiebel::N,cebolla,winwnsyn
212,Saat::N,siembra,had
213,Korn::N,grano,grawn
214,Heu::N,heno,gwair
215,Schale::N,cáscara,croen
216,Schale::N,cáscara,plisgyn
217,Grube::N,foso,pwll
218,Grube::N,foso,pydew
219,Falle::N,trampa,magl
220,Schlinge::N,lazo,cwlwm rhedeg
221,Spur::N,huella,ôl
222,Asche::N,ceniza,lludw
223,Dreck::N,suciedad,baw
224,Dreck::N,suciedad,budreddi
225,Eisen::N,hierro,haearn
226,Gold::N,oro,aur
227,Silber::N,plata,arian
228,Kohle::N,carbón,glo
229,Glas::N,vidrio,gwydr
230,Glas::N,cristal,gwydr
231,Lehm::N,barro,clai
232,Sand::N,arena,tywod
233,Mensch::N,hombre,dyn
234,Mensch::N,ser humano,dyn
235,Mann::N,hombre,dyn
236,Frau::N,mujer,merch
237,Frau::N,mujer,gwraig
238,Kind::N,niño,plentyn
239,Junge::N,chico,hogyn
240,Junge::N,chico,bachgen
241,Junge::N,muchacho,hogyn
242,Junge::N,muchacho,bachgen
243,Mädchen::N,chica,merch
244,Mädchen::N,chica,geneth
245,Mädchen::N,muchacha,merch
246,Mädchen::N,muchacha,geneth
247,Familie::N,familia,teulu
248,Familie::N,familia,tylwyth
249,Großvater::N,abuelo,taid
250,Großvater::N,abuelo,tad-cu
251,Großmutter::N,abuela,nain
252,Großmutter::N,abuela,mam-gu
253,Eltern::N,padres,rhieni
254,Vater::N,padre,tad
255,Mutter::N,madre,mam
256,Sohn::N,hijo,mab
257,Tochter::N,hija,merch
258,Bruder::N,hermano,brawd
259,Schwester::N,hermana,chwaer
260,Onkel::N,tío,ewythr
261,Tante::N,tía,modryb
262,Ehemann::N,esposo,gŵr
263,Ehefrau::N,esposa,gwraig
264,Freude::N,placer,gorfoledd
265,Freude::N,alegría,gorfoledd
266,Gelächter::N,risa,chwerthin
267,Gelächter::N,carcajada,chwerthin
268,Glück::N,felicidad,hapusrwydd
269,Kummer::N,pena,galar
270,Wunsch::N,deseo,dymuniad
271,Lust::N,ganas,chwant
272,Geist::N,mente,ysbryd
273,Geist::N,espíritu,ysbryd
274,Gedanke::N,idea,meddwl
275,Gedanke::N,pensamiento,meddwl
276,Gedächtnis::N,memoria,cof
277,Verstand::N,razón,meddwl
278,Verstand::N,entendimiento,meddwl
279,Sinn::N,sentido,ystyr
280,Sinn::N,significado,ystyr
281,Grund::N,causa,achos
282,Grund::N,causa,rheswm
283,Wahrheit::N,verdad,gwir
284,Wahrheit::N,verdad,gwirionedd
285,Gespräch::N,conversación,sgwrs
286,Märchen::N,cuento,chwedl werin
287,Erzählung::N,cuento,stori
288,Erzählung::N,narración,stori
289,Nachricht::N,mensaje,neges
290,Neuigkeit::N,noticia,newydd
291,Name::N,nombre,enw
292,Rätsel::N,acertijo,pos
293,Rätsel::N,adivinanza,pos
294,Rede::N,discurso,araith
295,Sprache::N,lengua,iaith
296,Stimme::N,voz,llais
297,Wort::N,palabra,gair
298,Zeichen::N,señal,arwydd
299,Ruf::N,llamada,galwad
300,Lärm::N,ruido,trwst
301,Lärm::N,barullo,trwst
302,Laut::N,sonido,sain
303,Ton::N,tono,tôn
304,Lied::N,canción,cân
305,Ruhe::N,calma,tawelwch
306,Ruhe::N,silencio,tawelwch
307,Leute::N,gente,pobl
308,Volk::N,pueblo,pobl
309,Arbeit::N,trabajo,gwaith
310,Gast::N,huésped,gwestai
311,Gast::N,invitado,gwestai
312,Geschenk::N,regalo,rhodd
313,Geschenk::N,regalo,anrheg
314,Spiel::N,juego,chwarae
315,Gesellschaft::N,compañía,cwmni
316,Hilfe::N,ayuda,cymorth
317,Hilfe::N,socorro,cymorth
318,Freund::N,amigo,cyfaill
319,Kamerad::N,camarada,cydymaith
320,Kamerad::N,compañero,cydymaith
321,Angelegenheit::N,asunto,pwnc
322,Anzahl::N,cantidad,cyfrif
323,Art::N,tipo,bath
324,Art::N,clase,bath
325,Stück::N,pieza,darn
326,Teil::N,parte,rhan
327,Hälfte::N,mitad,hanner
328,Kreis::N,círculo,cylch
329,Kreuz::N,cruz,croes
330,Linie::N,línea,llinell
331,Strich::N,raya,strôc
332,Strich::N,raya,trawiad
333,Strich::N,trazo,strôc
334,Strich::N,trazo,trawiad
335,Abstand::N,distancia,bwlch
336,Abstand::N,distancia,pellter
337,Entfernung::N,distancia,pellter
338,Gegend::N,región,cylch
339,Gegend::N,comarca,cylch
340,Platz::N,espacio,lle
341,Ort::N,sitio,lle
342,Seite::N,lado,ochr
343,Seite::N,costado,ochr
344,Mitte::N,medio,canol
345,Mitte::N,centro,canol
346,Gegenstand::N,objeto,eitem
347,Sache::N,cosa,peth
348,Rand::N,borde,cwr
349,Rand::N,borde,ymyl
350,Kante::N,borde,min
351,Kante::N,borde,ymyl
352,Ecke::N,esquina,cornel
353,Spitze::N,punta,blaen
354,Ende::N,cabo,pen
355,Ende::N,extremo,pen
356,Loch::N,agujero,twll
357,Loch::N,abertura,twll
358,Winkel::N,ángulo,congl
359,Muster::N,dibujo,patrwm
360,Größe::N,tamaño,maint
361,Größe::N,tamaño,maintioli
362,Länge::N,longitud,hyd
363,Höhe::N,altura,uchder
364,Höhe::N,altitud,uchder
365,Gewicht::N,peso,pwysau
366,Menge::N,cantidad,swm
367,Menge::N,cantidad,maint
368,Haufen::N,montón,pentwr
369,Reihe::N,fila,rhes
370,Boot::N,bote,cwch
371,Boot::N,barca,cwch
372,Ruder::N,remo,rhwyf
373,Schlitten::N,trineo,sled
374,Schlitten::N,trineo,car llusg
375,Ski::N,esquí,sgi
376,Lagerfeuer::N,hoguera,coelcerth
377,Last::N,carga,llwyth
378,Gang::N,marcha,tro
379,Schritt::N,paso,cam
380,Norden::N,norte,gogledd
381,Süden::N,sur,de
382,Westen::N,oeste,gorllewin
383,Osten::N,este,dwyrain
384,Holz::N,madera,pren
385,Brett::N,tabla,bwrdd
386,Brett::N,tabla,astell
387,Platte::N,placa,llech
388,Platte::N,plancha,llech
389,Stütze::N,sostén,ateg
390,Stütze::N,sostén,cynhalydd
391,Stütze::N,soporte,ateg
392,Stütze::N,soporte,cynhalydd
393,Stange::N,vara,polyn
394,Stange::N,percha,polyn
395,Stock::N,palo,ffon
396,Stock::N,palo,brigyn
397,Stock::N,bastón,ffon
398,Stock::N,bastón,brigyn
399,Stab::N,vara,ffon
400,Stab::N,bastón,ffon
401,Rohr::N,tubo,pibell
402,Haus::N,casa,tŷ
403,Heim::N,hogar,cartref
404,Ofen::N,estufa,stof
405,Fußboden::N,suelo,llawr
406,Tisch::N,mesa,bwrdd
407,Stuhl::N,silla,cadair
408,Wiege::N,cuna,crud
409,Bett::N,cama,gwely
410,Regal::N,estantería,silff
411,Kiste::N,caja,bocs
412,Kiste::N,caja,blwch
413,Fenster::N,ventana,ffenestr
414,Tür::N,puerta,drws
415,Tor::N,puerta,porth
416,Zaun::N,valla,ffens
417,Zaun::N,cercado,ffens
418,Dach::N,techo,to
419,Dach::N,tejado,to
420,Leiter::N,escalera,ysgol
421,Besen::N,escoba,ysgub
422,Spaten::N,pala,rhaw
423,Schaufel::N,pala,rhaw
424,Schaufel::N,paleta,rhaw
425,Gabel::N,tenedor,fforc
426,Löffel::N,cuchara,llwy
427,Messer::N,cuchillo,cyllell
428,Nagel::N,clavo,hoel
429,Netz::N,red,gwe
430,Netz::N,red,rhwyd
431,Haken::N,gancho,bach
432,Haken::N,corchete,bach
433,Griff::N,asa,carn
434,Griff::N,mango,carn
435,Schloss::N,cerradura,clo
436,Bild::N,imagen,llun
437,Bild::N,imagen,pictiwr
438,Figur::N,figura,ffigur
439,Puppe::N,muñeca,dol
440,Beutel::N,bolsa,cwd
441,Bündel::N,haz,bwndel
442,Bündel::N,haz,coflaid
443,Tasche::N,bolso,cod
444,Eimer::N,cubo,bwced
445,Eimer::N,cubo,cunnog
446,Deckel::N,tapa,caead
447,Deckel::N,tapadera,caead
448,Geschirr::N,vajilla,llestri
449,Sack::N,saco,sach
450,Tasse::N,taza,cwpan
451,Topf::N,olla,pot
452,Topf::N,olla,crochan
453,Topf::N,marmita,pot
454,Topf::N,marmita,crochan
455,Kessel::N,caldera,tegell
456,Essen::N,comida,pryd o fwyd
457,Nahrung::N,alimento,bwyd
458,Speise::N,plato,saig
459,Fleisch::N,carne,cig
460,Getreide::N,cereales,ŷd
461,Getreide::N,cereales,llafur
462,Brei::N,puré,uwd
463,Brei::N,papilla,uwd
464,Brot::N,pan,bara
465,Scheibe::N,lonja,tafell
466,Scheibe::N,rebanada,tafell
467,Fett::N,grasa,saim
468,Fett::N,grasa,braster
469,Butter::N,mantequilla,ymenyn
470,Öl::N,aceite,olew
471,Salz::N,sal,halen
472,Suppe::N,sopa,cawl
473,Honig::N,miel,mêl
474,Milch::N,leche,llaeth
475,Milch::N,leche,llefrith
476,Tee::N,té,te
477,Leder::N,cuero,lledr
478,Wolle::N,lana,gwlân
479,Stoff::N,tela,lliain
480,Stoff::N,tela,brethyn
481,Stoff::N,tejido,lliain
482,Stoff::N,tejido,brethyn
483,Nadel::N,aguja,nodwydd
484,Faden::N,hilo,edau
485,Faden::N,hilo,edefyn
486,Knopf::N,botón,botwm
487,Knoten::N,nudo,cwlwm
488,Farbe::N,pintura,paent
489,Kleidung::N,ropa,dillad
490,Kleidung::N,ropa,gwisgoedd
491,Kleidung::N,vestidos,dillad
492,Kleidung::N,vestidos,gwisgoedd
493,Hemd::N,camisa,crys
494,Kragen::N,cuello,coler
495,Ärmel::N,manga,llawes
496,Hose::N,pantalón,trowsus
497,Gürtel::N,cinturón,gwregys
498,Mütze::N,gorro,cap
499,Schuh::N,zapato,esgid
500,Stiefel::N,bota,botasen
501,Ring::N,anillo,modrwy
502,Band::N,cinta,rhuban
503,Kamm::N,peine,crib
504,Spiegel::N,espejo,drych
505,Riemen::N,correa,strap
506,Schnur::N,cuerda,llinyn
507,Leine::N,correa,tennyn
508,Decke::N,manta,blanced
509,Decke::N,manta,gwrthban
510,Kissen::N,almohada,clustog
511,Kissen::N,almohada,gobennydd
512,Tuch::N,pañuelo,sgarff
513,Handtuch::N,toalla,tywel
514,Handtuch::N,toalla,lliain sychu
515,Kraft::N,fuerza,grym
516,Stärke::N,fuerza,nerth
517,Stärke::N,fuerza,cryfder
518,Gesundheit::N,salud,iechyd
519,Krankheit::N,enfermedad,afiechyd
520,Krankheit::N,enfermedad,anhwylder
521,Schmerz::N,dolor,poen
522,Schmerz::N,dolor,gwayw
523,Wunde::N,llaga,clwyf
524,Wunde::N,herida,clwyf
525,Fieber::N,fiebre,twymyn
526,Arznei::N,medicina,meddyginiaeth
527,Arznei::N,medicamento,meddyginiaeth
528,Brücke::N,puente,pont
529,Brunnen::N,pozo,ffynnon
530,Weide::N,pasto,porfa
531,Pfad::N,sendero,llwybr
532,Weg::N,camino,ffordd
533,Straße::N,vía,heol
534,Straße::N,vía,ffordd
535,Straße::N,carretera,heol
536,Straße::N,carretera,ffordd
537,Dorf::N,aldea,pentref
538,Dorf::N,pueblo,pentref
539,Stadt::N,ciudad,tref
540,Brief::N,carta,llythyr
541,Buch::N,libro,llyfr
542,Buchstabe::N,letra,llythyren
543,Buchstabe::N,carácter,llythyren
544,Zeitung::N,diario,papur newydd
545,Zeitung::N,periódico,papur newydd
546,Leben::N,vida,bywyd
547,Tod::N,muerte,marwolaeth
548,Grab::N,tumba,bedd
549,Grab::N,sepulcro,bedd
550,Kirche::N,iglesia,eglwys
551,Sünde::N,pecado,pechod
552,Gott::N,dios,duw
553,Arbeiter::N,obrero,gweithiwr
554,Arbeiter::N,trabajador,gweithiwr
555,Chef::N,jefe,pennaeth
556,Meister::N,maestro,meistr
557,Arzt::N,médico,meddyg
558,Lehrer::N,profesor,athro
559,Geld::N,dinero,pres
560,Geld::N,dinero,arian
561,Geschäft::N,negocio,busnes
562,Laden::N,tienda,siop
563,Preis::N,precio,pris
564,Ware::N,mercancía,nwydd
565,Nutzen::N,provecho,elw
566,Nutzen::N,provecho,budd
567,Reichtum::N,riqueza,cyfoeth
568,Welt::N,mundo,byd
569,Land::N,país,gwlad
570,Staat::N,Estado,gwladwriaeth
571,König::N,rey,brenin
572,Macht::N,poder,grym
573,Macht::N,poder,awdurdod
574,Macht::N,potencia,grym
575,Macht::N,potencia,awdurdod
576,Grenze::N,frontera,ffin
577,Grenze::N,frontera,goror
578,Krieg::N,guerra,rhyfel
579,Feind::N,enemigo,gelyn
580,Gewalt::N,violencia,ffyrnigrwydd
581,Kampf::N,lucha,brwydr
582,Kampf::N,combate,brwydr
583,Bogen[Waffe]::N,arco,bwa
584,Pfeil::N,flecha,saeth
585,Gewehr::N,fusil,dryll
586,Gewehr::N,escopeta,dryll
587,Fehler::N,error,gwall
588,Fehler::N,error,camgymeriad
589,Lüge::N,mentira,celwydd
590,Lüge::N,mentira,anwiredd
591,Schaden::N,daño,niwed
592,Schaden::N,daño,difrod
593,Unglück::N,desgracia,anffawd
594,Schuld::N,culpa,bai
595,Alter::N,edad,oed
596,Schluss::N,fin,diwedd
597,Schluss::N,final,diwedd
598,Zeit::N,tiempo,amser
599,Tag::N,día,dydd
600,Tag::N,día,diwrnod
601,Morgen::N,mañana,bore
602,Mittag::N,mediodía,nawn
603,Abend::N,noche,noswaith
604,Nacht::N,noche,nos
605,Woche::N,semana,wythnos
606,Monat::N,mes,mis
607,Jahr::N,año,blwyddyn
608,Frühling::N,primavera,gwanwyn
609,Sommer::N,verano,haf
610,Herbst::N,otoño,hydref
611,Winter::N,invierno,gaeaf
612,Januar::N,enero,Ionawr
613,Februar::N,febrero,Chwefror
614,März::N,marzo,Mawrth
615,April::N,abril,Ebrill
616,Mai::N,mayo,Mai
617,Juni::N,junio,Mehefin
618,Juli::N,julio,Gorffennaf
619,August::N,agosto,Awst
620,September::N,septiembre,Medi
621,Oktober::N,octubre,Hydref
622,November::N,noviembre,Tachwedd
623,Dezember::N,diciembre,Rhagfyr
624,Montag::N,lunes,dydd Llun
625,Dienstag::N,martes,dydd Mawrth
626,Mittwoch::N,miércoles,dydd Mercher
627,Donnerstag::N,jueves,dydd Iau
628,Freitag::N,viernes,dydd Gwener
629,Samstag::N,sábado,dydd Sadwrn
630,Sonntag::N,domingo,dydd Sul
631,groß::A,grande,mawr
632,klein::A,pequeño,bach
633,lang::A,largo,hir
634,kurz::A,corto,byr
635,kurz::A,corto,cwta
636,breit::A,ancho,llydan
637,schmal::A,estrecho,cul
638,dicht::A,denso,dwys
639,dick[Gegenstand]::A,grueso,trwchus
640,dünn::A,fino,tenau
641,dünn::A,delgado,tenau
642,fein::A,fino,main
643,fein::A,delicado,main
644,fest::A,firme,cadarn
645,fest::A,sólido,cadarn
646,flach::A,plano,gwastad
647,glatt::A,liso,llyfn
648,hart::A,duro,caled
649,weich::A,muelle,meddal
650,rund::A,redondo,crwn
651,spitz::A,agudo,pigfain
652,spitz::A,apuntado,pigfain
653,scharf::A,agudo,miniog
654,scharf::A,afilado,miniog
655,stumpf::A,sin filo,pŵl
656,schwer::A,pesado,trwm
657,schön::A,bello,teg
658,schön::A,bello,hardd
659,schön::A,bello,prydferth
660,schön::A,hermoso,teg
661,schön::A,hermoso,hardd
662,schön::A,hermoso,prydferth
663,heiß::A,caluroso,poeth
664,warm::A,cálido,twym
665,warm::A,cálido,cynnes
666,warm::A,caliente,twym
667,warm::A,caliente,cynnes
668,kalt::A,frío,oer
669,kühl::A,fresco,oeraidd
670,frisch::A,fresco,iach
671,feucht::A,húmedo,llaith
672,nass::A,mojado,gwlyb
673,trocken::A,seco,sych
674,voll::A,lleno,llawn
675,leer::A,vacío,gwag
676,offen::A,abierto,agored
677,geschlossen::A,cerrado,caead
678,geschlossen::A,cerrado,caeëdig
679,sauber::A,limpio,glân
680,schmutzig::A,sucio,budr
681,schmutzig::A,sucio,brwnt
682,roh::A,crudo,amrwd
683,reif::A,maduro,aeddfed
684,lecker::A,rico,blasus
685,lecker::A,rico,danteithiol
686,lecker::A,sabroso,blasus
687,lecker::A,sabroso,danteithiol
688,süß::A,dulce,melys
689,bitter::A,amargo,chwerw
690,sauer::A,agrio,sur
691,hell::A,claro,disglair
692,dunkel::A,oscuro,tywyll
693,schwarz::A,negro,du
694,weiß::A,blanco,gwyn
695,rot::A,rojo,coch
696,gelb::A,amarillo,melyn
697,blau::A,azul,glas
698,grün::A,verde,gwyrdd
699,grau::A,gris,llwyd
700,bunt::A,multicolor,lliwgar
701,billig::A,barato,rhad
702,teuer::A,caro,drud
703,wertvoll::A,valioso,gwerthfawr
704,wertvoll::A,precioso,gwerthfawr
705,blind::A,ciego,dall
706,taub::A,sordo,byddar
707,kräftig::A,fuerte,nerthol
708,kräftig::A,fuerte,grymus
709,stark::A,fuerte,cryf
710,stark::A,fuerte,cadarn
711,stark::A,vigoroso,cryf
712,stark::A,vigoroso,cadarn
713,schwach::A,débil,gwan
714,fett::A,obeso,tew
715,schlank::A,esbelto,main
716,hübsch::A,mono,tlws
717,hübsch::A,guapo,tlws
718,böse::A,malo,drwg
719,dumm::A,tonto,twp
720,dumm::A,estúpido,twp
721,faul::A,vago,diog
722,faul::A,perezoso,diog
723,fleißig::A,aplicado,dyfal
724,fleißig::A,diligente,dyfal
725,geizig::A,avaro,crintach
726,geizig::A,avaro,cybyddlyd
727,klug::A,sensato,deallus
728,klug::A,inteligente,deallus
729,geschickt::A,hábil,medrus
730,geschickt::A,hábil,deheuig
731,lieb::A,querido,hoff
732,lieb::A,querido,annwyl
733,lustig::A,alegre,llon
734,sanft::A,suave,mwyn
735,hungrig::A,hambriento,newynog
736,krank::A,enfermo,sâl
737,krank::A,enfermo,gwael
738,nackt::A,desnudo,noeth
739,traurig::A,triste,trist
740,lebendig::A,vivo,yn fyw
741,lebendig::A,viviente,yn fyw
742,gut::A,bueno,da
743,schlecht::A,malo,drwg
744,schlecht::A,malo,gwael
745,richtig::A,justo,cywir
746,richtig::A,correcto,cywir
747,schlimm::A,malo,enbyd
748,schlimm::A,grave,enbyd
749,wahr::A,verídico,gwir
750,wahr::A,verdadero,gwir
751,alt::A,viejo,hen
752,neu::A,nuevo,newydd
753,ehemalig::A,antiguo,blaenorol
754,alt[Lebewesen]::A,viejo,oedrannus
755,jung::A,joven,ifanc
756,arm::A,pobre,tlawd
757,reich::A,rico,cyfoethog
758,bekannt::A,conocido,cynefin
759,bekannt::A,conocido,cyfarwydd
760,berühmt::A,famoso,enwog
761,berühmt::A,célebre,enwog
762,fremd::A,extraño,estron
763,verschieden::A,diverso,gwahanol
764,verschieden::A,distinto,gwahanol
765,verschieden::A,diferente,gwahanol
766,nah::A,cercano,agos
767,fern::A,lejano,pell
768,linker::A,izquierdo,aswy
769,linker::A,izquierdo,chwith
770,rechter::A,derecho,de
771,rechter::A,derecho,deau
772,anderer::A,otro,arall
773,erster::A,primero,cyntaf
774,zweiter::A,segundo,ail
775,dritter::A,tercero,trydydd
776,letzter::A,último,olaf
777,allein::ADV,a solo,unig
778,allein::ADV,a solo,ar ei ben ei hun
779,auf einmal::ADV,de una vez,ar yr un pryd
780,zusammen::ADV,juntos,ynghyd
781,zusammen::ADV,juntos,gyda'i gilydd
782,lange::ADV,mucho tiempo,amser hir
783,plötzlich::ADV,de repente,yn sydyn
784,sofort::ADV,en seguida,ar unwaith
785,später::ADV,más tarde,yn ddiweddarach
786,jetzt::ADV,ahora,yn awr
787,heute::ADV,hoy,heddiw
788,morgen::ADV,mañana,yfory
789,bald::ADV,pronto,yn fuan
790,bald::ADV,pronto,gyda hyn
791,bald::ADV,en breve,yn fuan
792,bald::ADV,en breve,gyda hyn
793,dann::ADV,luego,yna
794,dann::ADV,luego,y pryd hwnnw
795,dann::ADV,entonces,yna
796,dann::ADV,entonces,y pryd hwnnw
797,gestern::ADV,ayer,ddoe
798,einst::ADV,antaño,gynt
799,damals::ADV,entonces,ar y pryd
800,damals::ADV,entonces,bryd hynny
801,danach::ADV,después,wedyn
802,vorher::ADV,antes,o'r blaen
803,zuerst::ADV,primero,yn gyntaf
804,einmal::ADV,una vez,unwaith
805,manchmal::ADV,a veces,weithiau
806,manchmal::ADV,a veces,ar brydiau
807,oft::ADV,a menudo,yn aml
808,oft::ADV,a menudo,yn fynych
809,oft::ADV,con frecuencia,yn aml
810,oft::ADV,con frecuencia,yn fynych
811,immer::ADV,siempre,bob amser
812,niemals::ADV,jamás,ni ... byth
813,niemals::ADV,jamás,ni ... erioed
814,hier::ADV,aquí,yma
815,hierhin::ADV,acá,hyd yma
816,von hier::ADV,desde aquí,oddi yma
