,Concept_ID,ba,zh
793,blasen::V,өрөү,吹
794,pfeifen::V,һызғырып ебәреү,吹口哨
795,schreien::V,ҡысҡырыу,叫喊
796,stöhnen::V,уңғырашыу,呻吟
797,zittern::V,ҡалтырау,颤抖
798,leben::V,йәшәү,生存
799,geboren werden::V,тыуыу,出生
800,atmen::V,тын алыү,呼吸
801,trinken::V,эсеү,喝
802,essen::V,ашау,吃
803,schlucken::V,йотоу,咽
804,müde werden::V,арыу,疲倦
805,einschlafen::V,йоҡлап китеү,入睡
806,schlafen::V,йоҡлау,睡觉
807,aufwachen::V,уяныу,睡醒
808,aufstehen::V,тороу,起床
809,sich erholen::V,ял итеү,休养
810,krank werden::V,сирләү,生病
811,krank sein::V,сирләү,生病
812,schmerzen::V,ауыртыу,疼痛
813,husten::V,йүтәлләү,咳
814,genesen::V,һауығыу,痊愈
815,sterben::V,үлеү,死
816,umkommen::V,һәләк булыу,丧命
817,sich bewegen::V,хәрәкәт итеү,移动
818,sich rühren::V,ҡуҙғалыу,动弹
819,sich erheben::V,тороу,站起
820,sich setzen::V,ултырыу,坐
821,hinfallen::V,ҡолау,跌倒
822,laufen::V,йөрөү,步行
823,schreiten::V,атлау,迈步
824,spazierengehen::V,ял итеп йороү,散步
825,eilen::V,ашығыу,急忙
826,eilen::V,ҡабаланыу,急忙
827,sich beeilen::V,ашығыу,赶快
828,sich beeilen::V,ҡабаланыу,赶快
829,sausen::V,елеү,疾驰
830,rennen::V,йүгеп йөрөү,奔跑
831,springen::V,һикереү,跳
832,klettern::V,үрмәләү,攀缘
833,klettern::V,үрмәләп менеү,攀缘
834,schaukeln::V,сайҡалыу,荡秋千
835,kriechen::V,шыуышыу,爬行
836,schwimmen::V,йоҙөү,游泳
837,tauchen::V,сумыу,潜水
838,rudern::V,ишеү,划船
839,fahren::V,йөрөү,行驶
840,fliegen::V,осоу,飞
841,gehen::V,барыу,走
842,weggehen::V,китеү,离去
843,abfahren::V,сығыу,出发
844,anhalten::V,тукталыу,停住
845,hineingehen::V,инеү,进去
846,eintreten::V,инеү,进入
847,kommen::V,килеү,来
848,ankommen::V,килеү,到达
849,zurückkommen::V,ҡайтыу,回来
850,bleiben::V,ҡалыу,停留
851,warten::V,көтөп тороу,等
852,erwarten::V,көтөү,等候
853,suchen::V,эҙләү,找
854,finden::V,табыу,找到
855,versuchen::V,тырышып ҡарау,尝试
856,vorbereiten::V,әҙерләү,预备
857,lieben::V,яратыу,爱
858,mögen::V,һөйөү,喜欢
859,mögen::V,яратыу,喜欢
860,lachen::V,көлөү,笑
861,rühren::V,ҡағылыу,
862,weinen::V,илау,哭
863,schimpfen::V,һүгенеү,骂
864,schimpfen::V,тиргәнеү,骂
865,schimpfen::V,һуҡраныу,骂
866,sich ärgern::V,асыуланыу,生气
867,sich fürchten::V,ҡурҡыу,害怕
868,fürchten::V,ҡурҡыу,害怕
869,fliehen::V,ҡасыу,逃走
870,flüchten::V,ҡасыу,逃跑
871,sehen::V,күреү,看
872,anschauen::V,ҡарау,注视
873,ansehen::V,ҡарау,注视
874,ansehen::V,тикшереү,注视
875,hören::V,ишетеү,听
876,zuhören::V,тыңлау,倾听
877,probieren::V,татыу,尝
878,riechen::V,еҫкәү,闻
879,fühlen::V,тойоу,感到
880,scheinen::V,кеүек күренеү,照耀
881,scheinen::V,тойолоу,照耀
882,zu sehen sein::V,күренеү,可以看到
883,vernehmen::V,ишетеү,审讯
884,frieren::V,туңыү,觉得冷
885,tun::V,яһау,作
886,tun::V,әшләү,作
887,können::V,алыу,能
888,können::V,мөмкин булыу,能
889,wollen::V,теләү,要
890,anfangen::V,башлау,开始
891,beenden::V,бөтөрөү,结束
892,beenden::V,тамамлау,结束
893,aufhören::V,туктау,停止
894,gelingen::V,уңышлы булыу,成功
895,geraten::V,булып сығыу,陷于
896,öffnen::V,асыу,打开
897,schließen::V,йомоу,关
898,stellen::V,ҡуйыу,放
899,setzen::V,урынлаштырыу,放
900,legen::V,һалыу,摆
901,berühren::V,тейеү,触
902,berühren::V,ҡағылыу,触
903,verbinden::V,ҡушыу,联结
904,verbinden::V,бәйләү,联结
905,bedecken::V,ҡаплау,覆盖
906,aufhängen::V,элеү,挂
907,anzünden::V,тоҡандырыу,点
908,aufheben::V,мендереү,拾起
909,zurücklassen::V,ҡалдырыу,遗留
910,verlieren::V,юғалтыу,丧失
911,fallen lassen::V,төшөрөп ебәреү,让掉下
912,machen::V,яһау,做
913,machen::V,эшләү,做
914,herstellen::V,эшләп сығарыу,生产
915,bauen::V,төҙөү,建造
916,reparieren::V,төҙәтеү,修理
917,verbessern::V,яҡшыртыу,改进
918,ändern::V,үҙгәртеү,改变
919,graben::V,ҡаҙыу,挖
920,beugen::V,бөгөү,弯下
921,biegen::V,бөгөү,弯
922,drehen::V,өйрөлтөү,转动
923,drehen::V,әйләндереү,转动
924,wenden::V,әйләндереү,转动
925,umdrehen::V,түңкәреү,转动
926,heben::V,күтәреү,举起
927,heben::V,мендереү,举起
928,hochheben::V,күтәреү,抬高
929,ergreifen::V,тотоп алыу,抓住
930,halten::V,тотоу,拿着
931,drücken::V,ҡыҫыу,压
932,schieben::V,этеү,推
933,schieben::V,төртөү,推
934,kratzen::V,ҡырыу,搔
935,lecken::V,ялау,舔
936,beißen::V,тешләү,咬
937,abreißen::V,өҙөү,撕下
938,abschneiden::V,ҡырҡыу,切断
939,binden::V,бәйләү,捆
940,stecken::V,ҡаҙау,插
941,brechen::V,боҙоу,断裂
942,klopfen::V,шаҡылдау,敲
943,hauen::V,туҡмау,揍
944,kleben::V,йәбештереү,粘
945,reiben::V,ыуыу,摩擦
946,reiben::V,ышҡыу,摩擦
947,streichen::V,яғыу,涂
948,schleifen::V,үткерләү,拖曳
949,schneiden::V,ҡырҡыу,切
950,rütteln::V,һелкетеү,颠簸
951,schütteln::V,һелкетеү,摇动
952,schwenken::V,болғау,摇动
953,schütten::V,ҡойоу,倒
954,füllen::V,тултырыу,填满
955,einwickeln::V,төрөү,包
956,tragen::V,алып барыу,提
957,schleppen::V,һөйрәү,扛
958,ziehen::V,тартыу,拉
959,aufbewahren::V,һаҡлау,保存
960,werfen::V,ырғытыу,扔
961,fangen::V,тотоу,捕捉
962,packen::V,етеү,抓住
963,packen::V,тотоп алыу,抓住
964,verstecken::V,йәшереү,藏
965,teilen::V,бүлеү,分
966,schicken::V,ебәреү,派遣
967,bringen::V,килтереү,带来
968,hinzufügen::V,өтәү,添加
969,bekommen::V,алыу,得到
970,erhalten::V,алыу,接到
971,nehmen::V,алыу,拿
972,wählen::V,һайлаү,挑选
973,auswählen::V,һайлап алыу,选择
974,bewahren::V,һаҡлау,保持
975,behindern::V,тотҡарлыҡ яһау,防碍
976,verderben::V,боҙоу,败坏
977,beschädigen::V,боҙоу,损坏
978,zerbrechen::V,ҡыйратыу,破碎
979,zerreißen::V,йыртыу,撕碎
980,zerstören::V,емереү,毁坏
981,verbrennen::V,үртәү,燃烧
982,geben::V,биреү,给
983,reichen::V,биреү,递给
984,schenken::V,бүләк итеү,赠送
985,versprechen::V,вәғәҙә биреү,许诺
986,wünschen::V,теләу,祝
987,loben::V,маҡтау,表扬
988,küssen::V,үбеү,亲
989,wiegen::V,бәүетеү,轻摇
990,wiegen::V,тирбәтеү,轻摇
991,zudecken::V,ҡаплау,盖上
992,wecken::V,уятыу,唤起
993,zeigen::V,күрһәтеү,指
994,führen::V,етәкләү,带领
995,lehren::V,уҡытыу,教
996,lehren::V,өйрәтеү,教
997,unterrichten::V,уҡытыу,讲课
998,aufziehen::V,тәрбиәле,抚养
999,leiten::V,етәкләү,领导
1000,leiten::V,етәкселек итеү,领导
1001,antreiben::V,ашыҡтырыу,催促
1002,lassen::V,мәжбүр итеү,让
1003,einladen::V,саҡырыу,邀请
1004,vereinigen::V,берләштереү,统一
1005,besuchen::V,килеп сығыу,参观
1006,treffen::V,тойоү,会面
1007,treffen::V,осратыу,会面
1008,treffen::V,ҡаршылау,会面
1009,sich versammeln::V,йыйылыу,聚集
1010,spielen::V,тартыу,玩
1011,singen::V,йырлау,唱歌
1012,tanzen::V,бейеү,跳舞
1013,sich trennen::V,айырылышыу,分别
1014,verlassen::V,ташлау,离开
1015,verlassen::V,ташлап китеү,离开
1016,retten::V,ҡотҡарыу,救
1017,bewachen::V,һаҡлау,守卫
1018,schützen::V,һаҡлау,保护
1019,verteidigen::V,яҡлау,保卫
1020,sich schlagen::V,һуғышыу,打架
1021,schießen::V,атыу,射击
1022,siegen::V,еңеү,获胜
1023,ärgern::V,асыуландырыу,激怒
1024,schlagen::V,бәреү,打
1025,schlagen::V,туҡмау,打
1026,treten::V,тибеү,踢
1027,treten::V,типкеләү,踢
1028,stechen::V,сәнсеү,刺
1029,stoßen::V,этеү,撞
1030,stoßen::V,төртөү,撞
1031,stehlen::V,урлау,盗窃
1032,stören::V,ҡамасаулау,干扰
1033,belästigen::V,бимазалау,打搅
1034,belästigen::V,ҡамасаулау,打搅
1035,verbergen::V,йәшереү,隐藏
1036,täuschen::V,ултыртыу,欺骗
1037,betrügen::V,алдау,欺骗
1038,töten::V,үлтереү,杀
1039,wohnen::V,йәшәү,居住
1040,arbeiten::V,эшләү,工作
1041,sammeln::V,йыйыу,收集
1042,pflücken::V,өҙөү,采
1043,jagen::V,аулау,打猎
1044,fischen::V,аулау,捕鱼
1045,fassen::V,тотоу,捉住
1046,hüten::V,көтөү,守护
1047,treiben::V,ҡыуыу,漂
1048,anbinden::V,бәйләү,拴
1049,füttern::V,ашатыу,喂
1050,melken::V,һауыү,挤奶
1051,hacken::V,турау,剁细
1052,hacken::V,тапау,剁细
1053,gießen::V,ҡойоу,浇
1054,reifen::V,өлғөрөү,成熟
1055,zubereiten::V,бешереү,
1056,kochen::V,бешереү,煮
1057,backen::V,бешереү,烤
1058,braten::V,ҡурыу,煎
1059,umrühren::V,ҡатнаштырыу,搅拌
1060,stricken::V,бәйләү,织
1061,nähen::V,тегеү,缝
1062,färben::V,буяу,染色
1063,reinigen::V,таҙартыу,清洁
1064,waschen::V,йыуыу,洗
1065,abwischen::V,һөртөү,擦掉
1066,spülen::V,сайҡау,清洗
1067,fegen::V,һепереү,扫
1068,kehren::V,һепереү,打扫
1069,baden::V,һыу инеү,给...洗澡
1070,sich waschen::V,йыуыныу,洗澡
1071,ausziehen::V,сисеү,脱
1072,anziehen::V,кейеү,穿
1073,sich anziehen::V,кейенеү,穿衣
1074,kämmen::V,тарау,梳
1075,schmücken::V,биҙәү,装饰
1076,sagen::V,әйтеү,说
1077,sprechen::V,әйтеү,说
1078,sprechen::V,һөйләшеү,说
1079,reden::V,һөйләшеү,讲
1080,sich unterhalten::V,әңгәмәләшеү,聊天
1081,fragen::V,һорау,问
1082,bitten::V,үтенеү,请
1083,erzählen::V,һөйләү,叙述
1084,mitteilen::V,әйтеү,通知
1085,nennen::V,атау,叫做
1086,nennen::V,исемләү,叫做
1087,rufen::V,саҡырыу,叫
1088,prahlen::V,маҡтаныу,吹牛
1089,prahlen::V,шапырыныу,吹牛
1090,übersetzen::V,тәржемә итеү,翻译
1091,denken::V,уйлау,想
1092,glauben::V,ышаныу,以为
1093,bemerken::V,күреү,发觉
1094,erkennen::V,таныу,识别
1095,begreifen::V,аңлау,理解
1096,verstehen::V,аңлау,明白
1097,lernen::V,өйрәнеү,学
1098,wissen::V,белеү,知道
1099,sich erinnern an::V,хәтергә алыу,回忆
1100,vergessen::V,онотоу,忘记
1101,messen::V,үлсәү,测量
1102,zählen::V,һанау,数
1103,rechnen::V,һанау,计算
1104,lesen::V,уҡыу,读
1105,malen::V,һүрәт яһау,画
1106,malen::V,рәсем төшөрөү,画
1107,zeichnen::V,һүрәт яһау,绘制
1108,zeichnen::V,рәсем төшөрөү,绘制
1109,schreiben::V,яҙыу,写
1110,besitzen::V,биләү,占有
1111,kaufen::V,һатып алыу,买
1112,verkaufen::V,һатыу,卖
1113,bezahlen::V,түләү,付钱
1114,zahlen::V,түләү,支付
1115,beherrschen::V,биләү,统治
1116,ertragen::V,түҙеү,忍耐
