,Concept_ID,ga,fi
210,Fuchs::N,madra rua,kettu
211,Hase::N,giorria,jänis
212,Maus::N,luch,hiiri
213,Wolf::N,mac tíre,susi
214,Vogel::N,éan,lintu
215,Schwarm::N,saithe,parvi
216,Huhn::N,cearc,kana
217,Hahn::N,coileach,kukko
218,Gans::N,gé,hanhi
219,Adler::N,iolar,kotka
220,Ente::N,lacha,ankka
221,Eule::N,ulchabhán,pöllö
222,Kranich::N,grús,kurki
223,Krähe::N,caróg,varis
224,Krähe::N,préachán,varis
225,Kuckuck::N,cuach,käki
226,Schwan::N,eala,joutsen
227,Fisch::N,iasc,kala
228,Barsch::N,péirse,ahven
229,Hecht::N,liús,hauki
230,Schlange[Tier]::N,nathair,käärme
231,Wurm::N,péist,mato
232,Spinne::N,damhán alla,hämähäkki
233,Ameise::N,seangán,muurahainen
234,Laus::N,míol,täi
235,Mücke::N,muiscít,sääski
236,Mücke::N,muiscít,hyttynen
237,Mücke::N,corrmhíol,sääski
238,Mücke::N,corrmhíol,hyttynen
239,Fliege::N,cuil,kärpänen
240,Fliege::N,cuileog,kärpänen
241,Schmetterling::N,féileacán,perhonen
242,Beere::N,caor,marja
243,Apfel::N,úll,omena
244,Pilz::N,beacán,sieni
245,Pilz::N,muisiriún,sieni
246,Zwiebel::N,oinniún,sipuli
247,Saat::N,síol,siemenet
248,Korn::N,gráinne,jyvä
249,Korn::N,gráinne,vilja
250,Heu::N,féar,heinä
251,Schale::N,scaimh,kuori
252,Grube::N,poll,kuoppa
253,Falle::N,gaiste,loukku
254,Schlinge::N,sealán,ansa
255,Spur::N,rian,jälki
256,Asche::N,luaith,tuhka
257,Dreck::N,salachar,lika
258,Eisen::N,iarann,rauta
259,Gold::N,ór,kulta
260,Silber::N,airgead,hopea
261,Kohle::N,gual,hiili
262,Glas::N,gloine,lasi
263,Lehm::N,cré,savi
264,Sand::N,gaineamh,hiekka
265,Mensch::N,duine,ihminen
266,Mann::N,fear,mies
267,Frau::N,bean,nainen
268,Kind::N,gasúr,lapsi
269,Kind::N,páiste,lapsi
270,Junge::N,buachaill,poika
271,Mädchen::N,cailín,tyttö
272,Familie::N,teaghlach,perhe
273,Familie::N,comhluadar,perhe
274,Großvater::N,seanathair,isoisä
275,Großmutter::N,seanmháthair,isoäiti
276,Eltern::N,tuismitheoirí,vanhemmat
277,Vater::N,athair,isä
278,Mutter::N,máthair,äiti
279,Sohn::N,mac,poika
280,Tochter::N,iníon,tytär
281,Bruder::N,deartháir,veli
282,Schwester::N,deirfiúr,sisko
283,Onkel::N,uncail,eno
284,Onkel::N,uncail,setä
285,Tante::N,aintín,täti
286,Ehemann::N,fear céile,mies
287,Ehemann::N,fear céile,aviomies
288,Ehefrau::N,bean chéile,vaimo
289,Ehefrau::N,bean chéile,aviovaimo
290,Freude::N,áthas,ilo
291,Freude::N,áthas,riemu
292,Gelächter::N,gáire,nauru
293,Glück::N,séan,onni
294,Glück::N,sonas,onni
295,Kummer::N,brón,suru
296,Kummer::N,brón,murhe
297,Kummer::N,buairt,suru
298,Kummer::N,buairt,murhe
299,Wunsch::N,guí,toive
300,Wunsch::N,guí,toivomus
301,Wunsch::N,achainí,toive
302,Wunsch::N,achainí,toivomus
303,Lust::N,fonn,himo
304,Geist::N,meon,henki
305,Geist::N,spiorad,henki
306,Gedanke::N,smaoineamh,aate
307,Gedanke::N,smaoineamh,ajatus
308,Gedächtnis::N,cuimhne,muisti
309,Verstand::N,ciall,äly
310,Verstand::N,ciall,järki
311,Verstand::N,ciall,ymmärrys
312,Verstand::N,intinn,äly
313,Verstand::N,intinn,järki
314,Verstand::N,intinn,ymmärrys
315,Sinn::N,brí,merkitys
316,Sinn::N,ciall,merkitys
317,Grund::N,fáth,syy
318,Grund::N,fáth,peruste
319,Wahrheit::N,fírinne,tosi
320,Wahrheit::N,fírinne,totuus
321,Gespräch::N,comhrá,puhelu
322,Gespräch::N,comhrá,keskustelu
323,Märchen::N,scéal,satu
324,Erzählung::N,scéal,tarina
325,Erzählung::N,scéal,kertomus
326,Nachricht::N,teachtaireacht,tieto
327,Nachricht::N,teachtaireacht,ilmoitus
328,Neuigkeit::N,scéala,uutinen
329,Name::N,ainm,nimi
330,Rätsel::N,tomhas,arvoitus
331,Rede::N,óráid,puhe
332,Rede::N,aitheasc,puhe
333,Sprache::N,teanga,kieli
334,Stimme::N,guth,ääni
335,Wort::N,focal,sana
336,Zeichen::N,comhartha,merkki
337,Ruf::N,glaoch,kutsu
338,Lärm::N,torann,melu
339,Lärm::N,torann,hälinä
340,Laut::N,fuaim,ääni
341,Ton::N,ton,sävel
342,Lied::N,amhrán,laulu
343,Ruhe::N,suaimhneas,lepo
344,Ruhe::N,suaimhneas,rauha
345,Leute::N,muintir,väki
346,Leute::N,muintir,ihmiset
347,Volk::N,pobal,kansa
348,Arbeit::N,obair,työ
349,Gast::N,aoi,vieras
350,Geschenk::N,féirín,lahja
351,Geschenk::N,bronntanas,lahja
352,Spiel::N,cluiche,peli
353,Spiel::N,cluiche,leikki
354,Gesellschaft::N,comhluadar,seura
355,Hilfe::N,cúnamh,apu
356,Hilfe::N,cabhair,apu
357,Freund::N,cara,ystävä
358,Kamerad::N,comrádaí,toveri
359,Angelegenheit::N,ábhar,asia
360,Anzahl::N,líon,lukumäärä
361,Art::N,sórt,laji
362,Art::N,saghas,laji
363,Stück::N,píosa,pala
364,Stück::N,píosa,kappale
365,Teil::N,cuid,osa
366,Teil::N,páirt,osa
367,Hälfte::N,leath,puoli
368,Kreis::N,ciorcal,ympyrä
369,Kreuz::N,cros,risti
370,Linie::N,líne,viiva
371,Strich::N,stríoc,piirto
372,Abstand::N,achar,väli
373,Abstand::N,achar,väljyys
374,Entfernung::N,fad,etäisyys
375,Gegend::N,ceantar,seutu
376,Platz::N,áit,tila
377,Platz::N,spás,tila
378,Ort::N,áit,kohta
379,Ort::N,áit,paikka
380,Seite::N,taobh,sivu
381,Seite::N,taobh,kylki
382,Mitte::N,lár,keskus
383,Mitte::N,lár,puoliväli
384,Gegenstand::N,ball,kalu
385,Gegenstand::N,ball,esine
386,Gegenstand::N,ábhar,kalu
387,Gegenstand::N,ábhar,esine
388,Sache::N,ní,asia
389,Sache::N,rud,asia
390,Rand::N,imeall,ääri
391,Rand::N,imeall,syrjä
392,Rand::N,ciumhais,ääri
393,Rand::N,ciumhais,syrjä
394,Kante::N,corr,särmä
395,Kante::N,colbha,särmä
396,Ecke::N,coirnéal,nurkka
397,Spitze::N,gob,terä
398,Spitze::N,gob,kärki
399,Spitze::N,barr,terä
400,Spitze::N,barr,kärki
401,Ende::N,ceann,pää
402,Ende::N,ceann,perä
403,Ende::N,foirceann,pää
404,Ende::N,foirceann,perä
405,Loch::N,poll,kolo
406,Loch::N,poll,reikä
407,Winkel::N,cúinne,kulma
408,Winkel::N,uillinn,kulma
409,Muster::N,patrún,kuvio
410,Größe::N,méid,koko
411,Größe::N,méid,suuruus
412,Größe::N,toise,koko
413,Größe::N,toise,suuruus
414,Länge::N,fad,pituus
415,Höhe::N,airde,korkeus
416,Gewicht::N,meáchan,paino
417,Menge::N,méid,määrä
418,Haufen::N,cnap,kasa
419,Reihe::N,líne,rivi
420,Reihe::N,sraith,rivi
421,Boot::N,bád,vene
422,Ruder::N,rámh,airo
423,Ruder::N,maide rámha,airo
424,Schlitten::N,carr sleamhnáin,reki
425,Schlitten::N,carr sleamhnáin,kelkka
426,Ski::N,scí,suksi
427,Lagerfeuer::N,tine champa,nuotio
428,Last::N,ualach,kuorma
429,Gang::N,siúlóid,kulku
430,Gang::N,siúlóid,käynti
431,Schritt::N,céim,askel
432,Schritt::N,coiscéim,askel
433,Norden::N,tuaisceart,pohjoinen
434,Süden::N,deisceart,etelä
435,Westen::N,iarthar,länsi
436,Osten::N,oirthear,itä
437,Holz::N,adhmad,puu
438,Brett::N,clár,lauta
439,Platte::N,leac,levy
440,Stütze::N,taca,noja
441,Stange::N,polla,tanko
442,Stange::N,cuaille,tanko
443,Stock::N,bata,keppi
444,Stock::N,maide,keppi
445,Stab::N,maide,sauva
446,Stab::N,maide,seiväs
447,Stab::N,bachall,sauva
448,Stab::N,bachall,seiväs
449,Rohr::N,píopa,putki
450,Haus::N,teach,talo
451,Heim::N,baile,koti
452,Ofen::N,sornóg,uuni
453,Fußboden::N,urlár,lattia
454,Tisch::N,bord,pöytä
455,Tisch::N,tábla,pöytä
456,Stuhl::N,cathaoir,tuoli
457,Wiege::N,cliabhán,kehto
458,Bett::N,leaba,sänky
459,Regal::N,seilf,hylly
460,Kiste::N,bosca,arkku
461,Kiste::N,bosca,kirstu
462,Kiste::N,bosca,laatikko
463,Fenster::N,fuinneoig,ikkuna
464,Tür::N,doras,ovi
465,Tor::N,geata,portti
466,Zaun::N,fál,aita
467,Zaun::N,claí,aita
468,Dach::N,díon,katto
469,Leiter::N,dréimire,tikkaat
470,Leiter::N,dréimire,tikapuut
471,Besen::N,scuab,luuta
472,Spaten::N,spád,lapio
473,Spaten::N,rámhainn,lapio
474,Schaufel::N,sluasaid,lapio
475,Gabel::N,forc,haarukka
476,Gabel::N,gabhlóg,haarukka
477,Löffel::N,spúnóg,lusikka
478,Messer::N,scian,veitsi
479,Nagel::N,tairne,naula
480,Netz::N,líon,verkko
481,Netz::N,eangach,verkko
482,Haken::N,croch,haka
483,Haken::N,croch,koukku
484,Griff::N,cos,ripa
485,Griff::N,cos,kahva
486,Griff::N,hanla,ripa
487,Griff::N,hanla,kahva
488,Schloss::N,glas,lukko
489,Bild::N,pictiúr,kuva
490,Figur::N,fíor,kuvio
491,Puppe::N,bábóg,nukke
492,Beutel::N,mála,pussi
493,Beutel::N,mealbhóg,pussi
494,Bündel::N,beart,nippu
495,Bündel::N,beart,kimppu
496,Tasche::N,mála,laukku
497,Eimer::N,buicéad,sanko
498,Eimer::N,buicéad,ämpäri
499,Deckel::N,clár,kansi
500,Deckel::N,claibín,kansi
501,Geschirr::N,soithí,astia
502,Geschirr::N,gréithe,astia
503,Sack::N,sac,säkki
504,Sack::N,mála,säkki
505,Tasse::N,cupán,kuppi
506,Topf::N,pota,pata
507,Kessel::N,citeal,kattila
508,Essen::N,béile,syönti
509,Nahrung::N,bia,ruoka
510,Nahrung::N,bia,ravinto
511,Speise::N,mias,ruoka
512,Fleisch::N,feoil,liha
513,Getreide::N,grán,vilja
514,Getreide::N,arbhar,vilja
515,Brei::N,brúitín,puuro
516,Brot::N,arán,leipä
517,Scheibe::N,píosa,viipale
518,Scheibe::N,slisne,viipale
519,Fett::N,saill,rasva
520,Fett::N,méathras,rasva
521,Butter::N,im,voi
522,Öl::N,ola,öljy
523,Salz::N,salann,suola
524,Suppe::N,sú,keitto
525,Suppe::N,anraith,keitto
526,Honig::N,mil,hunaja
527,Milch::N,bainne,maito
528,Tee::N,tae,tee
529,Leder::N,leathar,nahka
530,Wolle::N,olann,villa
531,Stoff::N,éadach,kangas
532,Nadel::N,snáthaid,neula
533,Faden::N,snáth,lanka
534,Knopf::N,cnaipe,nappi
535,Knoten::N,snaidhm,solmu
536,Farbe::N,péint,maali
537,Kleidung::N,éadaí,vaatteet
538,Hemd::N,léine,paita
539,Kragen::N,bóna,kaulus
540,Ärmel::N,muinchille,hiha
541,Hose::N,bríste,housut
542,Hose::N,treabhsar,housut
543,Gürtel::N,crios,vyö
544,Mütze::N,caipín,lakki
545,Schuh::N,bróg,kenkä
546,Stiefel::N,buatais,saapas
547,Ring::N,fáinne,sormus
548,Band::N,ribín,nauha
549,Kamm::N,cíor,kampa
550,Spiegel::N,scáthán,peili
551,Riemen::N,iall,hihna
552,Riemen::N,strapa,hihna
553,Schnur::N,téad,naru
554,Schnur::N,téad,nuora
555,Schnur::N,sreangán,naru
556,Schnur::N,sreangán,nuora
557,Leine::N,iall,talutushihna
558,Decke::N,pluid,peite
559,Decke::N,blaincéad,peite
560,Kissen::N,piliúr,tyyny
561,Kissen::N,piliúr,pielus
562,Kissen::N,adhartán,tyyny
563,Kissen::N,adhartán,pielus
564,Tuch::N,scaif,huivi
565,Handtuch::N,tuáille,pyyheliina
566,Kraft::N,fórsa,väki
567,Kraft::N,fórsa,voima
568,Stärke::N,neart,vahvuus
569,Gesundheit::N,sláinte,terveys
570,Krankheit::N,tinneas,tauti
571,Krankheit::N,tinneas,sairaus
572,Krankheit::N,breoiteacht,tauti
573,Krankheit::N,breoiteacht,sairaus
574,Schmerz::N,pian,kipu
575,Schmerz::N,pian,särky
576,Wunde::N,goin,haava
577,Fieber::N,fiabhras,kuume
578,Arznei::N,cógas,lääke
579,Brücke::N,droichead,silta
580,Brunnen::N,tobar,kaivo
581,Weide::N,féarach,laidun
582,Pfad::N,cosán,polku
583,Pfad::N,conair,polku
584,Weg::N,slí,tie
585,Weg::N,bealach,tie
586,Straße::N,bóthar,katu
587,Dorf::N,sráidbhaile,kylä
588,Stadt::N,baile,kaupunki
589,Stadt::N,cathair,kaupunki
590,Brief::N,litir,kirje
591,Buch::N,cín,kirja
592,Buch::N,leabhar,kirja
593,Buchstabe::N,litir,kirjain
594,Zeitung::N,nuachtán,lehti
595,Zeitung::N,nuachtán,sanomalehti
596,Leben::N,saol,elo
597,Leben::N,saol,elämä
598,Leben::N,beatha,elo
599,Leben::N,beatha,elämä
600,Tod::N,bás,kuolema
601,Grab::N,uaigh,hauta
602,Kirche::N,eaglais,kirkko
603,Sünde::N,peaca,synti
604,Gott::N,dia,jumala
605,Arbeiter::N,oibrí,työläinen
606,Chef::N,saoiste,päällikkö
607,Chef::N,ceannasaí,päällikkö
608,Meister::N,máistir,mestari
609,Arzt::N,lia,lääkäri
610,Arzt::N,dochtúir,lääkäri
611,Lehrer::N,oide,opettaja
612,Lehrer::N,múinteoir,opettaja
613,Geld::N,airgead,raha
614,Geschäft::N,gnó,liike
615,Laden::N,siopa,puoti
616,Laden::N,siopa,kauppa
617,Preis::N,praghas,hinta
618,Ware::N,earra,tavara
619,Nutzen::N,tairbhe,hyöty
620,Reichtum::N,rachmas,rikkaus
621,Reichtum::N,saibhreas,rikkaus
622,Welt::N,domhan,maailma
623,Land::N,tír,maa
624,Staat::N,stát,valtio
625,König::N,rí,kuningas
626,Macht::N,cumhacht,mahti
627,Grenze::N,críoch,raja
628,Grenze::N,teorainn,raja
629,Krieg::N,cogadh,sota
630,Feind::N,namhaid,vihollinen
631,Gewalt::N,foréigean,väkivalta
632,Kampf::N,troid,taistelu
633,Bogen[Waffe]::N,bogha,jousi
634,Pfeil::N,saighead,nuoli
635,Gewehr::N,gunna,kivääri
636,Fehler::N,botún,vika
637,Fehler::N,botún,virhe
638,Fehler::N,meancóg,vika
639,Fehler::N,meancóg,virhe
640,Lüge::N,bréag,valhe
641,Lüge::N,éitheach,valhe
642,Schaden::N,dochar,vaurio
643,Schaden::N,dochar,vahinko
644,Schaden::N,damáiste,vaurio
645,Schaden::N,damáiste,vahinko
646,Unglück::N,drochrath,vahinko
647,Unglück::N,drochrath,onnettomuus
648,Schuld::N,locht,syy
649,Schuld::N,milleán,syy
650,Alter::N,aois,ikä
651,Schluss::N,deireadh,loppu
652,Zeit::N,am,aika
653,Zeit::N,aimsir,aika
654,Tag::N,lá,päivä
655,Morgen::N,maidin,aamu
656,Morgen::N,maidin,huomen
657,Mittag::N,nóin,keskipäivä
658,Abend::N,tráthnóna,ilta
659,Nacht::N,oíche,yö
660,Woche::N,seachtain,viikko
661,Monat::N,mí,kuukausi
662,Jahr::N,bliain,vuosi
663,Frühling::N,earrach,kevät
664,Sommer::N,samhradh,kesä
665,Herbst::N,fómhar,syksy
666,Winter::N,geimhreadh,talvi
667,Januar::N,Eanáir,tammikuu
668,Februar::N,Feabhra,helmikuu
669,März::N,Márta,maaliskuu
670,April::N,Aibreán,huhtikuu
671,Mai::N,Bealtaine,toukokuu
672,Juni::N,Meitheamh,kesäkuu
673,Juli::N,Iúil,heinäkuu
674,August::N,Lúnasa,elokuu
675,September::N,Meán Fómhair,syyskuu
676,Oktober::N,Deireadh Fómhair,lokakuu
677,November::N,Samhain,marraskuu
678,November::N,Mí na Samhna,marraskuu
679,Dezember::N,Mí na Nollag,joulukuu
680,Montag::N,Luan,maanantai
681,Montag::N,Dé Luain,maanantai
682,Dienstag::N,Máirt,tiistai
683,Dienstag::N,Dé Máirt,tiistai
684,Mittwoch::N,Céadaoin,keskiviikko
685,Mittwoch::N,Dé Céadaoin,keskiviikko
686,Donnerstag::N,Déardaoin,torstai
687,Freitag::N,Aoine,perjantai
688,Freitag::N,Dé hAoine,perjantai
689,Samstag::N,Satharn,lauantai
690,Samstag::N,Dé Sathairn,lauantai
691,Sonntag::N,Domhnach,sunnuntai
692,Sonntag::N,Dé Domhnaigh,sunnuntai
693,groß::A,mór,iso
694,groß::A,mór,suuri
695,klein::A,beag,pieni
696,lang::A,fada,pitkä
697,kurz::A,gearr,lyhyt
698,kurz::A,gairid,lyhyt
699,breit::A,leathan,leveä
700,breit::A,fairsing,leveä
701,schmal::A,cúng,kapea
702,dicht::A,dlúth,taaja
703,dick[Gegenstand]::A,tiubh,paksu
704,dünn::A,caol,ohut
705,dünn::A,tanaí,ohut
706,fein::A,scáinte,hieno
707,fein::A,fíneálta,hieno
708,fest::A,daingean,luja
709,flach::A,cothrom,litteä
710,flach::A,cothrom,tasainen
711,glatt::A,mín,sileä
712,glatt::A,mín,siloinen
713,glatt::A,sleamhain,sileä
714,glatt::A,sleamhain,siloinen
715,hart::A,crua,kova
716,weich::A,bog,pehmeä
717,rund::A,cruinn,pyöreä
718,spitz::A,gobach,terävä
719,spitz::A,biorach,terävä
720,scharf::A,géar,terävä
721,scharf::A,faobhrach,terävä
722,stumpf::A,maol,tylsä
723,schwer::A,trom,raskas
724,schwer::A,trom,painava
725,schön::A,álainn,kaunis
726,heiß::A,te,kuuma
727,warm::A,te,lämmin
728,kalt::A,fuar,kylmä
729,kalt::A,fuar,viluinen
730,kühl::A,fionnuar,viileä
731,frisch::A,úr,tuore
732,frisch::A,friseáilte,tuore
733,feucht::A,tais,kostea
734,nass::A,fliuch,märkä
735,trocken::A,tirim,kuiva
736,voll::A,lán,täysi
737,leer::A,folamh,tyhjä
738,offen::A,oscailte,avonainen
739,geschlossen::A,dúnta,suljettu
740,geschlossen::A,druidte,suljettu
741,sauber::A,glan,puhdas
742,schmutzig::A,salach,likainen
743,roh::A,amh,raaka
744,reif::A,aibí,kypsä
745,lecker::A,blasta,herkullinen
746,süß::A,milis,makea
747,bitter::A,searbh,karvas
748,bitter::A,searbh,kitkerä
749,sauer::A,géar,hapan
750,sauer::A,searbh,hapan
751,hell::A,geal,kirkas
752,hell::A,geal,valoisa
753,hell::A,soilseach,kirkas
754,hell::A,soilseach,valoisa
755,dunkel::A,dorcha,pimeä
756,schwarz::A,dubh,musta
757,weiß::A,bán,valkea
758,rot::A,dearg,punainen
759,gelb::A,buí,keltainen
760,blau::A,gorm,sininen
761,grün::A,glas,vihreä
762,grün::A,uaine,vihreä
763,grau::A,liath,harmaa
764,bunt::A,ildathach,kirjava
765,bunt::A,dathannach,kirjava
766,billig::A,saor,halpa
767,billig::A,saor,huokea
768,teuer::A,daor,kallis
769,teuer::A,costasach,kallis
770,wertvoll::A,luachmhar,arvokas
771,blind::A,dall,sokea
772,blind::A,caoch,sokea
773,taub::A,bodhar,kuuro
774,kräftig::A,cumhachtach,väkevä
775,kräftig::A,cumhachtach,voimakas
776,stark::A,tréan,vahva
777,stark::A,láidir,vahva
778,schwach::A,lag,heikko
779,schwach::A,fann,heikko
780,fett::A,ramhar,lihava
781,schlank::A,caol,hoikka
782,schlank::A,caol,solakka
783,schlank::A,seang,hoikka
784,schlank::A,seang,solakka
785,hübsch::A,álainn,soma
786,hübsch::A,álainn,sievä
787,hübsch::A,dathúil,soma
788,hübsch::A,dathúil,sievä
789,böse::A,olc,paha
790,böse::A,olc,häijy
791,dumm::A,dúr,tyhmä
792,dumm::A,dúr,typerä
793,dumm::A,amaideach,tyhmä
794,dumm::A,amaideach,typerä
795,faul::A,falsa,laiska
796,faul::A,leisciúil,laiska
797,fleißig::A,dícheallach,ahkera
798,geizig::A,barainneach,saita
799,geizig::A,sprionlaithe,saita
800,klug::A,cliste,älykäs
801,geschickt::A,oilte,taitava
802,geschickt::A,ealaíonta,taitava
803,lieb::A,dil,rakas
804,lieb::A,dílis,rakas
805,lustig::A,aerach,hauska
806,lustig::A,aerach,iloinen
807,lustig::A,meidhreach,hauska
808,lustig::A,meidhreach,iloinen
809,sanft::A,bog,lauha
810,sanft::A,bog,lempeä
811,sanft::A,séimh,lauha
812,sanft::A,séimh,lempeä
813,hungrig::A,ocrach,nälkäinen
814,krank::A,tinn,sairas
