,Concept_ID,fa,kl
172,Flügel::N,بال,isaroq
173,Klaue::N,چنگ,kukik
174,Klaue::N,پنجه,kukik
175,Kralle::N,پنجه,kukik
176,Schwanz::N,دم,pamioq
177,Schwanz::N,دم,paperuusaq
178,Ei::N,تخم,mannik
179,Nest::N,لانه,ullut
180,Bau::N,بنا,ini
181,Bau::N,ساختمان,ini
182,Tier::N,هیوان,uumasoq
183,Herde::N,رمه,unguukkat
184,Kuh::N,گاو,ussik
185,Bulle::N,گاو نر,angukulak
186,Bulle::N,گاو نر,anguteralak
187,Bulle::N,گاو نر,angutikulooq
188,Pferd::N,اسب,
189,Schaf::N,گوسفند,sava
190,Schwein::N,خوک,puuluki
191,Hund::N,سگ,qimmeq
192,Katze::N,گربه,puisaaq
193,Bär::N,خرس,allaq
194,Eichhörnchen::N,سنجاب,sissinnguaq
195,Elch::N,گوزن شمالی,
196,Fuchs::N,روباه,terianniaq
197,Hase::N,خرگوش,ukaleq
198,Maus::N,موش,teriannguaq
199,Wolf::N,گرگ,amaroq
200,Vogel::N,پرنده,timmiaq
201,Schwarm::N,دسته,
202,Huhn::N,مرغ,kukkukooq
203,Huhn::N,مرغ,marloraaqaaq
204,Hahn::N,خروس,kiasiusaq
205,Gans::N,غاز,nerleq
206,Adler::N,عقاب,nattoralik
207,Ente::N,اردک,
208,Ente::N,مرغابی,
209,Eule::N,جغد,uppik
210,Kranich::N,درنا,qorlorfik
211,Krähe::N,زاغ,tuluatsiaq
212,Krähe::N,کلاغ,tuluatsiaq
213,Kuckuck::N,فاخته,kukkooq
214,Schwan::N,قو,qussuk
215,Fisch::N,ماهی,aalisagaq
216,Barsch::N,ماهی خاردار,
217,Hecht::N,اردک ماهی,
218,Schlange[Tier]::N,مار,pulateriarsuk
219,Schlange[Tier]::N,مار,pulateriaarsuk
220,Wurm::N,کرم,
221,Spinne::N,عنکبوت,aasiaq
222,Spinne::N,عنکبوت,nissavaarsuk
223,Ameise::N,مورچه,uniaaluk
224,Laus::N,شپش,kumak
225,Mücke::N,پشه,ippernaq
226,Fliege::N,مگس,ippernaq
227,Schmetterling::N,پروانه,paluaq
228,Schmetterling::N,پروانه,pakkaluaq
229,Schmetterling::N,پروانه,utsuppaluaq
230,Schmetterling::N,پروانه,taqaleqisaaq
231,Beere::N,گیله,paarmaq
232,Beere::N,گیله,paarngaq
233,Apfel::N,سیب,iipili
234,Pilz::N,قارچ,anngiusaq
235,Zwiebel::N,پیاز,uanitsoq
236,Saat::N,بذر,naatsiiassaq
237,Korn::N,تخم,maannineq
238,Korn::N,دانه,maannineq
239,Heu::N,علف خشک,
240,Schale::N,پوست,niutsivik
241,Schale::N,پوست,ilulissaq qaartussaq
242,Grube::N,گودال,itersaq
243,Falle::N,دام,pualavoq
244,Schlinge::N,حلقه,orseq
245,Schlinge::N,حلقه,norloq
246,Spur::N,رد,tumaa
247,Asche::N,خاکستر,arsat
248,Dreck::N,کثافت,minguk
249,Eisen::N,آهن,savimineq
250,Eisen::N,آهن,saffiugassaq
251,Gold::N,زر,kuulti
252,Gold::N,طلا,kuulti
253,Silber::N,نقره,siilviuvoq
254,Kohle::N,زغال,aamarsuit aamaruutissat
255,Glas::N,شیشه,igalaaq
256,Glas::N,شیشه,imertarfik
257,Glas::N,شیشه,igalaamineq
258,Lehm::N,گل,marraq
259,Sand::N,شن,sioqqat
260,Sand::N,ماسه,sioqqat
261,Mensch::N,آدم,inuk
262,Mensch::N,آدم,silamiu
263,Mensch::N,انسان,inuk
264,Mensch::N,انسان,silamiu
265,Mann::N,مرد,angut
266,Frau::N,زن,arnaq
267,Kind::N,بچه,meeraq
268,Kind::N,کودک,meeraq
269,Junge::N,پسر,nukappiaraq
270,Mädchen::N,دختر,arnannguaq
271,Familie::N,فامیل,ilaqutakka
272,Familie::N,فامیل,ilaqutariit
273,Familie::N,خانواده,ilaqutakka
274,Familie::N,خانواده,ilaqutariit
275,Großvater::N,پدربزرگ,aatak
276,Großmutter::N,مادر‌بزرگ,aanaq
277,Eltern::N,والدین,angajoqqaat
278,Eltern::N,پدر‌و‌مادر,angajoqqaat
279,Vater::N,پدر,ataata
280,Vater::N,پدر,ataataq
281,Mutter::N,مادر,anaana
282,Sohn::N,پسر,erneq
283,Tochter::N,دختر,panik
284,Bruder::N,برادر,ani
285,Bruder::N,برادر,aqqaluk
286,Bruder::N,برادر,qatanngut
287,Schwester::N,خواهر,naja
288,Schwester::N,خواهر,aleqa
289,Schwester::N,خواهر,qatanngut
290,Onkel::N,عمو,akkak
291,Onkel::N,دایی,akkak
292,Tante::N,عمه,aja
293,Tante::N,عمه,ajak
294,Tante::N,عمه,atsak
295,Tante::N,خاله,aja
296,Tante::N,خاله,ajak
297,Tante::N,خاله,atsak
298,Ehemann::N,همسر,ui
299,Ehefrau::N,همسر,nuliaq
300,Freude::N,شادی,tipaatsussuseq
301,Gelächter::N,خنده,illaq
302,Gelächter::N,قاه‌قاه,illaq
303,Glück::N,اقبال,usornaat
304,Glück::N,اقبال,usornarsuseq
305,Kummer::N,غم,
306,Kummer::N,غصه,
307,Wunsch::N,آرزو,kissaat
308,Lust::N,هوس,illigussuseq
309,Lust::N,هوس,piummaseq
310,Geist::N,روح,anerneq
311,Geist::N,روح,toornaq
312,Gedanke::N,فکر,isumassaq
313,Gedächtnis::N,حافظه,eqqaamannissuseq
314,Verstand::N,هوش,isuma
315,Verstand::N,هوش,sianissut
316,Verstand::N,هوش,misigissut
317,Verstand::N,هوش,sianissuseq
318,Verstand::N,هوش,silaqassuseq
319,Sinn::N,معنا,isuma
320,Sinn::N,مفهوم,isuma
321,Grund::N,سبب,patsit
322,Grund::N,دلیل,patsit
323,Wahrheit::N,حقیقت,sallusuissut
324,Gespräch::N,صحبت,
325,Gespräch::N,گفتگو,
326,Märchen::N,قصه,oqalualaarut
327,Märchen::N,قصه,oqaluasaaq
328,Märchen::N,افسانه,oqalualaarut
329,Märchen::N,افسانه,oqaluasaaq
330,Erzählung::N,داستان,oqaluttuaq
331,Nachricht::N,خبر,oqaassut
332,Nachricht::N,خبر,oqqersuut
333,Neuigkeit::N,خبر تازه,tusarnartaq
334,Name::N,اسم,ateq
335,Rätsel::N,معما,nalorsitsaarut
336,Rede::N,سخن,oqaluuseq
337,Sprache::N,زبان,oqaatsit
338,Stimme::N,صدا,erinaq
339,Stimme::N,صدا,qarluuseq
340,Wort::N,کلمه,oqaasii
341,Zeichen::N,نشان,nalunaaqqut
342,Zeichen::N,علامت,nalunaaqqut
343,Ruf::N,صدا,qaaqqussut
344,Lärm::N,هیاهو,perpaluk
345,Laut::N,صدا,torsukattak
346,Ton::N,آهنگ,erinaq
347,Lied::N,آواز,taalliaq
348,Lied::N,آواز,erinarsuut
349,Lied::N,ترانه,taalliaq
350,Lied::N,ترانه,erinarsuut
351,Ruhe::N,آرامش,qatsunganeq
352,Leute::N,مردم,inuiak
353,Leute::N,مردم,inuiaqatigiit
354,Volk::N,خلق,inuiaat
355,Arbeit::N,کار,suliaq
356,Gast::N,مهمان,qaaqqusaq
357,Geschenk::N,هدیه,pajugut
358,Spiel::N,بازی,
359,Gesellschaft::N,جمعیت,
360,Hilfe::N,کمک,annertoqqut
361,Freund::N,دوست,tiliaq
362,Freund::N,دوست,ikinngut
363,Kamerad::N,رفیق,tiliaq
364,Kamerad::N,رفیق,ikinngut
365,Angelegenheit::N,امر,
366,Angelegenheit::N,قضیه,
367,Anzahl::N,عده,
368,Anzahl::N,شمار,
369,Art::N,نوع,ileqquuseq
370,Stück::N,تکه,nakkaalaniku
371,Stück::N,قطعه,nakkaalaniku
372,Teil::N,بخش,tassiaasat
373,Teil::N,قسمت,tassiaasat
374,Hälfte::N,نیم,affaq
375,Kreis::N,حلقه,kaajaluinneq or kaajaluitsoq
376,Kreis::N,دایره,kaajaluinneq or kaajaluitsoq
377,Kreuz::N,صلیب,sanningasulik
378,Linie::N,خط,tittaq
379,Linie::N,خط,titarneq
380,Linie::N,سطر,tittaq
381,Linie::N,سطر,titarneq
382,Strich::N,خط,
383,Abstand::N,فاصله,aku
384,Abstand::N,فاصله,ikiaq
385,Entfernung::N,مسافت,asi
386,Gegend::N,منطقه,nuna
387,Platz::N,گنجایش,ini
388,Platz::N,گنجایش,inissaq
389,Ort::N,جا,sumiiffik
390,Ort::N,محل,sumiiffik
391,Ort::N,مکان,sumiiffik
392,Seite::N,طرف,saneraq
393,Mitte::N,وسط,qiteq
394,Mitte::N,میان,qiteq
395,Gegenstand::N,چیز,
396,Sache::N,چیز,pigisaq
397,Rand::N,کنار,sini
398,Rand::N,کنار,akerfineq
399,Rand::N,حاشیه,sini
400,Rand::N,حاشیه,akerfineq
401,Kante::N,لبه,akerfineq
402,Ecke::N,گوشه,teqeqqoq
403,Ecke::N,گوشه,tikeqqoq
404,Spitze::N,سر,inngik
405,Spitze::N,نوک,inngik
406,Ende::N,ته,isu
407,Ende::N,آخر,isu
408,Loch::N,سوراخ,putu
409,Winkel::N,کنج,teqeqqorissaat
410,Muster::N,نقش,ilisserut
411,Größe::N,قد,angissuseq
412,Größe::N,بزرگی,angissuseq
413,Länge::N,طول,takissuseq
414,Höhe::N,بلندی,
415,Gewicht::N,وزن,oqimaalutaq
416,Menge::N,مقدار,amerlassuseq
417,Menge::N,اندازه,amerlassuseq
418,Haufen::N,توده,eqimattat
419,Reihe::N,ردیف,allunaasaq
420,Boot::N,قایق,qajaq
421,Boot::N,قایق,angallat
422,Boot::N,قایق,umiatsiaq
423,Ruder::N,پارو,iput
424,Schlitten::N,سورتمه,qamutit
425,Schlitten::N,سورتمه,qimusseq
426,Ski::N,اسکی,ataarut
427,Lagerfeuer::N,آتش,
428,Last::N,بار,nammagaq
429,Last::N,سنگینی,nammagaq
430,Gang::N,راه رفتن,
431,Schritt::N,قدم,allorneq
432,Norden::N,شمال,avannaq
433,Süden::N,جنوب,qava
434,Süden::N,جنوب,kujat
435,Süden::N,جنوب,kujataa
436,Westen::N,غرب,kitaa
437,Osten::N,شرق,kangi
438,Holz::N,چوب,qisuk
439,Brett::N,تخته,salliligaq
440,Platte::N,صفحه,qaateq
441,Stütze::N,تکیه,ajagutaq
442,Stütze::N,تکیه,ajaagutaq
443,Stange::N,میله,kaaviffik
444,Stock::N,چوب,ajaappissat
445,Stab::N,عصا,ajaappissat
446,Rohr::N,لوله,sullulik
447,Haus::N,منزل,illu
448,Heim::N,خانه,
449,Heim::N,کاشانه,
450,Ofen::N,بخاری,kissarsuut
451,Fußboden::N,کف اتاق,nateq
452,Tisch::N,میز,allattarfik
453,Stuhl::N,صندلی,issiavik
454,Stuhl::N,صندلی,issiaffik
455,Wiege::N,گهواره,uaasoq
456,Bett::N,تختخواب,nallavik
457,Regal::N,قفسه,ilisivik
458,Kiste::N,صندوق,sakissat
459,Kiste::N,صندوق,illerfiusaq
460,Fenster::N,پنجره,aki
461,Fenster::N,پنجره,igalaaq
462,Tür::N,در,matu
463,Tür::N,درب,matu
464,Tor::N,دروازه,isaaffik
465,Zaun::N,حصار,saputit
466,Dach::N,بام,qaliaq
467,Leiter::N,نردبان,tummeqqat
468,Leiter::N,نردبان,majuartarfiit
469,Besen::N,جارو,saligutit
470,Spaten::N,بیل,nivaataq
471,Schaufel::N,بیل,nivaataq
472,Schaufel::N,پارو,nivaataq
473,Gabel::N,چنگال,qilluaq
474,Gabel::N,چنگال,ajassaatit
475,Löffel::N,قاشق,alussaat
476,Messer::N,کارد,savik
477,Nagel::N,میخ,kukik
478,Netz::N,تور,anguffaseq
479,Netz::N,شبکه,anguffaseq
480,Haken::N,قلاب,nissik
481,Haken::N,قلاب,qarsorsaq
482,Haken::N,قلاب,qarsorsartoq
483,Griff::N,دسته,ipi
484,Schloss::N,قفل,illussaarsuaq
485,Bild::N,عکس,assiliaq
486,Bild::N,تصویر,assiliaq
487,Figur::N,تندیس,kisitsit
488,Puppe::N,عروسک,inuusaq
489,Beutel::N,کیسه,
490,Bündel::N,بسته,qilertaq
491,Tasche::N,کیف,pooqattaq
492,Eimer::N,سطل,
493,Deckel::N,در,matu
494,Geschirr::N,ظرف,anut
495,Sack::N,گونی,
496,Tasse::N,فنجان,tiitorfik
497,Tasse::N,فنجان,tiitorfiup ilorlia
498,Topf::N,دیگ,qoqqoq
499,Topf::N,قابلمه,qoqqoq
500,Kessel::N,دیگ,uunnaavik
501,Essen::N,خوراک,igaaq
502,Nahrung::N,غذا,neqissaq
503,Speise::N,خوراک,nerisassat
504,Fleisch::N,گوشت,neqi
505,Getreide::N,غله,maannineq
506,Brei::N,فرنی,
507,Brei::N,حریره,
508,Brot::N,نان,iffit
509,Brot::N,نان,iffiaq
510,Scheibe::N,قاچ,igalaassiaq
511,Scheibe::N,لزگه,igalaassiaq
512,Fett::N,چربی,tarnutissaq
513,Fett::N,چربی,tarnutissiaq
514,Butter::N,کره,punneq
515,Öl::N,روغن,uulia
516,Salz::N,نمک,taratsut
517,Suppe::N,آش,qajoq
518,Suppe::N,سوپ,qajoq
519,Honig::N,عسل,tungusunnitsuut
520,Milch::N,شیر,immuk
521,Tee::N,چای,tii
522,Tee::N,چای,teeq
523,Leder::N,چرم,
524,Wolle::N,پشم,nuersagassiaq
525,Stoff::N,پارچه,milliaq
526,Stoff::N,پارچه,qarlissiaq
527,Nadel::N,سوزن,meqqut
528,Faden::N,نخ,ujalussiaq
529,Knopf::N,دکمه,attat
530,Knoten::N,گره,akeroq
531,Knoten::N,گره,qilerneq
532,Farbe::N,رنگ,qalipaat
533,Kleidung::N,لباس,atisat
534,Kleidung::N,لباس,annoraaq
535,Kleidung::N,پوشاک,atisat
536,Kleidung::N,پوشاک,annoraaq
537,Hemd::N,پیراهن,ilupaaq
538,Kragen::N,یقه,qungasiinnaq
539,Ärmel::N,آستین,aaq
540,Hose::N,شلوار,qarliit
541,Gürtel::N,کمر‌بند,qiterut
542,Gürtel::N,کمر‌بند,unngersaq
543,Mütze::N,کلاه,nasaq
544,Schuh::N,کفش,skuu
545,Schuh::N,کفش,ikernuk
546,Schuh::N,کفش,ateraasaq
547,Stiefel::N,چکمه,kamik
548,Ring::N,حلقه,assammiu
549,Ring::N,انگشتر,assammiu
550,Band::N,نوار,qilerutissiaq
551,Band::N,روبان,qilerutissiaq
552,Kamm::N,شانه,illaagutit
553,Kamm::N,شانه,illaajaatit pl.
554,Spiegel::N,آینه,tarrarsuut
555,Riemen::N,تسمه,allunaaq
556,Schnur::N,ریسمان,kujaaq
557,Schnur::N,ریسمان,allunaasaq
558,Leine::N,قلاده,aleq
559,Decke::N,پتو,qipik
560,Kissen::N,بالش,akit
561,Tuch::N,شال,qarlissiaq
562,Handtuch::N,حوله,allarut
563,Handtuch::N,حوله,allarterut
564,Kraft::N,نیرو,pissak
565,Stärke::N,زور,qerattarsaat
566,Gesundheit::N,سلامتی,peqqisusseq
567,Gesundheit::N,تندرستی,peqqisusseq
568,Krankheit::N,بیماری,nappaat
569,Schmerz::N,درد,anniaat
570,Wunde::N,زخم,iki
571,Fieber::N,تب,nappaat qanimanartoq
572,Arznei::N,دارو,imigassaq
573,Brücke::N,پل,ikaartarfik
574,Brunnen::N,چاه,tissaluttuliaq
575,Weide::N,چراگاه,masarsuk
576,Pfad::N,راه,aqqut
577,Weg::N,راه,aggerfik
578,Weg::N,طریق,aggerfik
579,Straße::N,راه,aqqusineq
580,Straße::N,جاده,aqqusineq
581,Dorf::N,ده,nunaqarfik
582,Dorf::N,روستا,nunaqarfik
583,Stadt::N,شهر,illorpaat
584,Stadt::N,شهر,illorpalik
585,Brief::N,نامه,allagarsiaq
586,Buch::N,کتاب,atuakkat
587,Buch::N,کتاب,mappersagaq
588,Buchstabe::N,حرف,naqinneq
589,Zeitung::N,روزنامه,aviisi
590,Leben::N,عمر,inuussuseq
591,Leben::N,زندگی,inuussuseq
592,Tod::N,مرگ,toqu
593,Tod::N,مرگ,toquneq
594,Grab::N,گور,iliveq
595,Grab::N,گور,illissat
596,Grab::N,مزار,iliveq
597,Grab::N,مزار,illissat
598,Kirche::N,کلیسا,oqaluffik
599,Sünde::N,بزه,ajorti
600,Sünde::N,گناه,ajorti
601,Gott::N,خدا,
602,Arbeiter::N,کارگر,sulisoq
603,Chef::N,رئیس,ittoqut
604,Meister::N,استاد,naalagaq
605,Arzt::N,پزشک,katsorsaasoq
606,Lehrer::N,معلم,ilinniartitsisoq
607,Lehrer::N,آموزگار,ilinniartitsisoq
608,Geld::N,پول,aningaasat
609,Geschäft::N,کار,niuertarfik
610,Geschäft::N,بیزنس,niuertarfik
611,Laden::N,دکان,niuertarfik
612,Laden::N,مغازه,niuertarfik
613,Preis::N,بها,aki
614,Preis::N,قیمت,aki
615,Ware::N,جنس,qaliata pii
616,Ware::N,جنس,nioqqutissaq
617,Ware::N,کالا,qaliata pii
618,Ware::N,کالا,nioqqutissaq
619,Nutzen::N,مزیت,iluaqut
620,Nutzen::N,امتیاز,iluaqut
621,Reichtum::N,مال,
622,Reichtum::N,ثروت,
623,Welt::N,دنیا,nunarsuaq
624,Land::N,کشور,nuna
625,Land::N,مملکت,nuna
626,Staat::N,دولت,
627,König::N,شاه,kunngi
628,König::N,پادشاه,kunngi
629,Macht::N,قدرت,pissaassuseq
630,Macht::N,اختیار,pissaassuseq
631,Grenze::N,مرز,killik
632,Krieg::N,جنگ,sorsunneq
633,Feind::N,دشمن,akeraq
634,Feind::N,دشمن,akerartorti
635,Feind::N,دشمن,qinngarsuisoq
636,Gewalt::N,زور,
637,Gewalt::N,خشونت,
638,Kampf::N,نبرد,sorsunneq
639,Kampf::N,مبارزه,sorsunneq
640,Bogen[Waffe]::N,کمان,
641,Pfeil::N,تیر,qalugiusaq
642,Gewehr::N,تفنگ,aallaat
643,Fehler::N,غلط,kukkuneq
644,Fehler::N,غلط,paarlaappaa
645,Fehler::N,اشتباه,kukkuneq
646,Fehler::N,اشتباه,paarlaappaa
647,Lüge::N,دروغ,
648,Schaden::N,آسیب,
649,Schaden::N,خسارت,
650,Unglück::N,بلا,perluut
651,Schuld::N,گناه,akiitsugaq
652,Schuld::N,گناه,akiligassaq
653,Schuld::N,تقصیر,akiitsugaq
654,Schuld::N,تقصیر,akiligassaq
655,Alter::N,سن,utoqqaq
656,Alter::N,عمر,utoqqaq
657,Schluss::N,انتها,isu
658,Zeit::N,وقت,ulloq
659,Zeit::N,وقت,akuttoqatigiinneq
660,Zeit::N,زمان,ulloq
661,Zeit::N,زمان,akuttoqatigiinneq
662,Tag::N,روز,ulloq
663,Morgen::N,صبح,ullaaq
664,Mittag::N,ظهر,ulloqeqqa
665,Abend::N,شب,unnuk
666,Abend::N,عصر,unnuk
667,Nacht::N,شب,unnuaq
668,Woche::N,هفته,sapaatip akunnera
669,Monat::N,ماه,qaammat
670,Jahr::N,سال,ukioq
671,Frühling::N,بهار,upernaaq
672,Sommer::N,تابستان,aasaq
673,Herbst::N,پاییز,ukiaq
674,Winter::N,زمستان,ukioq
675,Januar::N,ژانویه,siulleeq
676,Januar::N,ژانویه,qaammaliaq
677,Februar::N,فوریه,aarlaat
678,März::N,مارس,marsi
679,März::N,مارس,martsi
680,April::N,آوریل,
681,Mai::N,مه,maaji
682,Juni::N,ژوئن,juuni
683,Juli::N,ژویه,juuli
684,August::N,اوت,aggusti
685,September::N,سپتامبر,septembari
686,Oktober::N,اکتبر,oktobari
687,November::N,نوامبر,novembari
688,Dezember::N,دسامبر,detsembari
689,Montag::N,دو‌شنبه,ataasinngortoq
690,Dienstag::N,سه‌شنبه,marlunngorneq
691,Mittwoch::N,چهار‌شنبه,pingasunngorneq
692,Donnerstag::N,پنج شنبه,sisamanngorneq
693,Freitag::N,جمعه,tallimanngorneq
694,Samstag::N,شنبه,arfininngorneq
695,Sonntag::N,یکشنبه,sapaat
696,Sonntag::N,یکشنبه,sapaati
697,groß::A,بزرگ,angivoq
698,klein::A,کوچک,mikivoq
699,lang::A,بلند,takisooq
700,kurz::A,کوتاه,naatsoq
701,breit::A,پهن,silippoq
702,schmal::A,تنگ,amitsoq
703,schmal::A,نازک,amitsoq
704,dicht::A,چگال,torsusooq
705,dicht::A,انبوه,torsusooq
706,dick[Gegenstand]::A,ضخیم,issuvoq
707,dick[Gegenstand]::A,ضخیم,issusooq
708,dünn::A,نازک,amitsoq
709,fein::A,ریز,mamarpoq
710,fein::A,باریک,mamarpoq
711,fest::A,محکم,tangeqarpoq
712,flach::A,صاف,nalimmappoq
713,flach::A,مسطح,nalimmappoq
714,glatt::A,لیز,quasak
715,hart::A,سفت,mattusooq
716,hart::A,سفت,manngerpoq
717,hart::A,سفت,titeqquluppoq
718,weich::A,نرم,nerumaarpoq
719,weich::A,ملایم,nerumaarpoq
720,rund::A,گرد,ammallorippoq
721,spitz::A,تیز,qummukujooq
722,spitz::A,نوک‌تیز,qummukujooq
723,scharf::A,تیز,ipippoq
724,scharf::A,برنده,ipippoq
725,stumpf::A,کند,anngerpoq
726,schwer::A,سنگین,oqimaappoq
727,schön::A,زیبا,kusanarpoq
728,heiß::A,داغ,kiappoq
729,warm::A,گرم,oqorpoq
730,kalt::A,سرد,issippoq
731,kühl::A,خنک,pueqqortippoq
732,frisch::A,تازه,
733,feucht::A,مرطوب,isugutavoq
734,feucht::A,مرطوب,qaasernarpoq
735,nass::A,تر,imerorpoq
736,nass::A,خیش,imerorpoq
737,trocken::A,خشک,panerpoq
738,voll::A,پر,ulikkaarpoq
739,leer::A,خالی,imaattuarpoq
740,offen::A,باز,ammavoq
741,geschlossen::A,بسته,matuvoq
742,sauber::A,پاک,eqqippoq
