,Concept_ID,sl,kl
750,alt::A,stàr,pisoqaq
751,neu::A,nòv,nutaavoq
752,ehemalig::A,nekdánji,
753,alt[Lebewesen]::A,stàr,utoqqaq
754,jung::A,mlád,inuusuppoq
755,jung::A,mlád,kingulliarsuk
756,arm::A,ubóg,piillasoq
757,arm::A,ubóg,piitsuuvoq
758,arm::A,réven,piillasoq
759,arm::A,réven,piitsuuvoq
760,reich::A,bogàt,pisuuvoq
761,bekannt::A,znán,
762,berühmt::A,sláven,tusaamasaq
763,berühmt::A,znamenít,tusaamasaq
764,fremd::A,túj,ajasoornarpoq
765,verschieden::A,razlíčen,allatut
766,verschieden::A,razlíčen,tamalaat
767,nah::A,blížnji,qanippoq
768,fern::A,dáleč,ungasippoq
769,linker::A,lévi,saamerleq
770,rechter::A,désni,innarluissut
771,anderer::A,drúgi,
772,erster::A,pŕvi,siulleq
773,zweiter::A,drúgi,qataatsup tullia
774,dritter::A,trétji,pingajorarterut
775,letzter::A,poslédnji,kingulleq
776,allein::ADV,sám,kisimiippoq
777,auf einmal::ADV,obênem,tassanngaannaq
778,zusammen::ADV,skúpaj,attaasa
779,zusammen::ADV,skúpaj,attarmik
780,lange::ADV,dólgo,akuni
781,plötzlich::ADV,náglo,tassanngaannaq
782,plötzlich::ADV,nenádoma,tassanngaannaq
783,sofort::ADV,prècej,erniinnaq
784,später::ADV,poznêje,kingorna
785,jetzt::ADV,zdàj,maanna
786,jetzt::ADV,zdàj,massakkut
787,heute::ADV,dánes,ullumi
788,morgen::ADV,jútri,aqagu
789,bald::ADV,kmálu,erniinnaq
790,dann::ADV,nató,taava
791,gestern::ADV,včéraj,ippassaq
792,einst::ADV,nékdaj,ataatsimik
793,einst::ADV,nékdaj,ilaanni
794,damals::ADV,tedàj,taamani
795,damals::ADV,tedàj,taamanikkut
796,damals::ADV,tedàj,taassumuunakkut
797,damals::ADV,takràt,taamani
798,damals::ADV,takràt,taamanikkut
799,damals::ADV,takràt,taassumuunakkut
800,danach::ADV,potèm,taava
801,vorher::ADV,poprèj,siornagut
802,zuerst::ADV,spŕva,
803,einmal::ADV,ênkrat,ilaanni
804,einmal::ADV,ênkrat,ataatsimik
805,manchmal::ADV,včásih,qaqutigu
806,manchmal::ADV,včásih,qaqutigut
807,oft::ADV,pogósto,akulikitsumik
808,immer::ADV,védno,tamatigut
809,immer::ADV,zméraj,tamatigut
810,niemals::ADV,nikdàr,
811,hier::ADV,tù,maani
812,hier::ADV,túkaj,maani
813,hierhin::ADV,sèmkaj,maani
814,von hier::ADV,od tú,
815,dort::ADV,tàm,
816,dorthin::ADV,tjà,ikuuna
817,geradeaus::ADV,rávno napréj,narlumut
818,vorwärts::ADV,napréj,pilangavoc
819,rückwärts::ADV,zádaj,kingumut
820,rückwärts::ADV,zádaj,tunumut or tunummut
821,zurück::ADV,nazáj,kingumut
822,zurück::ADV,nazáj,tunumut or tunummut
823,unten::ADV,dôli,kana
824,unten::ADV,spôdaj,kana
825,hinab::ADV,dôl,qiviu
826,oben::ADV,gôri,
827,oben::ADV,zgôraj,
828,hinauf::ADV,gôr,
829,überall::ADV,povsód,tamaginni
830,überall::ADV,povsód,tamani tamaani
831,nicht::ADV,ne,
832,ein wenig::ADV,málo,
833,kaum::ADV,kómaj,qaqutigorsuaq
834,sehr::ADV,zeló,assut
835,so::ADV,takó,
836,noch::ADV,še,qeratavoq
837,nur::ADV,samó,
838,schon::ADV,žè,taava-una
839,wieder::ADV,spét,kingumut
840,vergebens::ADV,zamàn,angiluk
841,vergebens::ADV,zastónj,angiluk
842,vor::PRP,pred,
843,hinter::PRP,za,
844,unter::PRP,pod,
845,durch::PRP,skózi,
846,neben::PRP,kràj,
847,neben::PRP,póleg,
848,zwischen::PRP,med,
849,zwischen::PRP,izmed,
850,wegen::PRP,zarádi,
851,dies::PRN,tó,manna
852,dies::PRN,tó,matuma
853,das::PRN,tó,ua
854,alles::PRN,vsè,
855,ich::PRN,jàz,uanga
856,du::PRN,tí,illit
857,er::PRN,òn,una
858,wir::PRN,mí,uagut
859,ihr::PRN,ví,ilissi
860,sie::PRN,ôni,uku
861,was::FPRN,káj,aat?
862,wer::FPRN,kdó,kikkut
863,wo::FADV,kjé,sumi
864,wohin::FADV,kám,sumut
865,wie::FADV,kakó,qanoq
866,warum::FADV,zakáj,sooq
867,wieviel::FNUM,kóliko,qassit
868,wieviel::FNUM,kóliko,qanoq atsigisumik?
869,eins::NUM,êden,ataaseq
870,zwei::NUM,dvá,marluk
871,drei::NUM,trí,pingasut
872,vier::NUM,štíri,sisamat
873,vier::NUM,štíri,qajuusat
874,fünf::NUM,pét,tallimat
875,sechs::NUM,šést,arfineq
876,sechs::NUM,šést,arfinillit
877,sieben::NUM,sédem,arfineq-marluk
878,acht::NUM,ósem,arfineq pingasut
879,neun::NUM,devét,qulingiluat
880,neun::NUM,devét,arfineq sisamat
881,zehn::NUM,desét,qulit
882,elf::NUM,enájst,aqqaneq
883,zwölf::NUM,dvánajst,aqqaneq-marluk
884,zwanzig::NUM,dvájset,tyve
885,dreißig::NUM,trídeset,tredive
886,dreißig::NUM,trídeset,pingasunik qulillit
887,vierzig::NUM,štírideset,fyrre
888,fünfzig::NUM,pétdeset,halvtreds
889,fünfzig::NUM,pétdeset,tallimanik qulillit
890,sechzig::NUM,šéstdeset,tres
891,siebzig::NUM,sédemdeset,halvfjerds
892,achtzig::NUM,ósemdeset,firs
893,neunzig::NUM,devétdeset,halvfems
894,hundert::NUM,stó,et hundrede
895,tausend::NUM,tísoč,et tusinde
896,und::CNJ,in,aamma
897,oder::CNJ,áli,imalluunnit
898,stehen::V,státi,sikingavoq
899,sitzen::V,sedéti,ingippoq
900,liegen::V,ležáti,nalavoq
901,liegen::V,ležáti,aqupivoq
902,hängen::V,viséti,nivinngarpaa
903,werden::V,postáti,pinngorpoq
904,passieren::V,zgodíti se,pivoq
905,beginnen::V,začéti se,aallarnerpaa
906,enden::V,končáti se,naggaserpaa
907,wechseln::V,ménjati se,immikkut ilivoq
908,aufgehen[Sonne]::V,vzíti,
909,untergehen[Sonne]::V,zaíti,ilioqqaasoq
910,scheinen[Sonne]::V,sijáti,qinnorpoq
911,scheinen[Sonne]::V,sijáti,qinngorpoq
912,donnern::V,grméti,kalleq
913,wehen::V,píhati,timmivoq
914,strömen::V,líti,
915,fließen::V,têči,
916,sich drehen::V,vrtéti se,ipippaa
917,schwanken::V,kolébati,aalavoq
918,schwingen::V,níhati,issakajaat or issakatsiaarut
919,fallen::V,pádati,quasivaa
920,brennen::V,goréti,seerpoq
921,brennen::V,goréti,uuppaa
922,rauchen::V,kadíti se,pujoorpoq
923,regnen::V,deževáti,siallerpoq
924,gefrieren::V,zmŕzniti,qiulerpoq
925,tauen::V,tájati,aappoq
926,schmelzen::V,kopnéti,aappoq
927,schmelzen::V,kopnéti,aatsippaa
928,trocknen::V,sušíti se,panerserpaa
929,sieden::V,kipéti,qalappoq
930,faulen::V,gníti,
931,verfaulen::V,zgníti,
932,reißen::V,tŕgati se,qulli
933,reißen::V,tŕgati se,alittorpaa
934,reißen::V,tŕgati se,kimillanneq
935,versinken::V,pogrézniti se,kivivaa
936,versinken::V,pogrézniti se,apparpoq
937,vergehen::V,miníti,qaangerpaa
938,vergehen::V,miníti,sarsuppoq
939,erscheinen::V,pojáviti se,takutippoq
940,verschwinden::V,izgíniti,
941,sinken::V,péšati,kivivaa
942,sinken::V,péšati,apparpoq
943,abnehmen::V,pojémati,ikillipput
944,zunehmen::V,véčati se,allisippaa
945,zunehmen::V,množíti se,allisippaa
946,steigen::V,dvígati se,allisippaa
947,wachsen::V,rásti,allivoq
948,glänzen::V,sijáti,qinngorpoq
949,glänzen::V,sijáti,qinnorpoq
950,funkeln::V,ískriti se,uisorilavoq
951,lärmen::V,ropotáti,
952,lärmen::V,razgrájati,
953,läuten::V,zvoníti,avilualaarpoq
954,klingeln::V,zvončkljáti,aviluarpoq
955,klingeln::V,zvončkljáti,aviluarpaluppoq
956,klirren::V,žvenketáti,
957,brausen::V,šuméti,ittuk
958,brausen::V,šuméti,ittuppoq
959,brausen::V,šuméti,ittuppaluppoq
960,rauschen::V,šuštéti,
961,rauschen::V,šelestéti,
962,klingen::V,zvenéti,
963,bellen::V,lájati,qiluppoq
964,heulen::V,zavíjati,maarpoq
965,heulen::V,zavíjati,maalavoq
966,heulen::V,zavíjati,miaggoorpoq
967,blasen::V,píhniti,aporneq
968,pfeifen::V,pískati,siggartartitsivoq
969,pfeifen::V,pískati,siorsulavoq
970,pfeifen::V,žvížgati,siggartartitsivoq
971,pfeifen::V,žvížgati,siorsulavoq
972,schreien::V,kričáti,suaarpoq
973,stöhnen::V,stókati,nipiliorpoq
974,stöhnen::V,stókati,nipilliorpoq
975,zittern::V,drgetáti,qarsulivik
976,leben::V,živéti,inuuvoq
977,geboren werden::V,rodíti se,inuuvoq
978,geboren werden::V,rodíti se,inunngorpoq
979,atmen::V,díhati,anersaarpoq
980,trinken::V,píti,imerpoq
981,essen::V,jésti,tamorpoq
982,schlucken::V,požírati,tuluarnaq
983,müde werden::V,péšati,
984,müde werden::V,utrúditi se,
985,einschlafen::V,zaspáti,sinippoq
986,schlafen::V,spáti,sinik
987,aufwachen::V,zbudíti se,iterpoq
988,aufwachen::V,zbudíti se,eqqumavoq
989,aufstehen::V,vstáti,makippoq
990,sich erholen::V,oddahníti se,qasuerserpoq
991,krank werden::V,oboléti,
992,krank sein::V,bíti bolán,
993,schmerzen::V,boléti,anneraa
994,schmerzen::V,boléti,annernarpoq
995,husten::V,kášljati,quersorpoq
996,genesen::V,okrévati,ajunngissivoq
997,genesen::V,okrévati,ilisimmarpoq
998,genesen::V,okrévati,ilorrippoq
999,sterben::V,umréti,toquvoq
1000,umkommen::V,pogíniti,
1001,sich bewegen::V,zganíti se,ingerlavoq
1002,sich rühren::V,premakníti se,
1003,sich erheben::V,vstájati,
1004,sich erheben::V,vzdígniti se,
1005,sich setzen::V,sésti,ingippoq
1006,hinfallen::V,pásti dôl,
1007,laufen::V,hodíti,arpappoq
1008,schreiten::V,stópati,ingerlavoq
1009,spazierengehen::V,na sprehòd íti,utertakajaarpoq
1010,spazierengehen::V,na sprehòd íti,utertakattajaarpoq
1011,eilen::V,drvéti,qaa qaa
1012,eilen::V,drvéti,qiilasaarpoq
1013,eilen::V,drvéti,ingerlasaarpaa
1014,sich beeilen::V,hitéti,tuaviorpoq
1015,sausen::V,dírkati,uiguut
1016,rennen::V,dírjati,igivoq
1017,springen::V,skákati,upernassaq
1018,klettern::V,plézati,pilaakkeerpoq
1019,schaukeln::V,kolébati,aalavoq
1020,kriechen::V,pláziti se,
1021,schwimmen::V,plávati,naluppoq
1022,tauchen::V,potápljati se,allorpoq
1023,rudern::V,vesláti,ipuppaa
1024,fahren::V,vozíti se,qimusserpoq
1025,fahren::V,peljáti se,qimusserpoq
1026,fliegen::V,létati,timmivoq
1027,gehen::V,íti,
1028,weggehen::V,odíti,piiarpoq
1029,abfahren::V,odpeljáti se,
1030,anhalten::V,ustáviti se,unitsippaa
1031,hineingehen::V,íti nóter,timaappaa
1032,eintreten::V,vstopíti,allattorpaa
1033,kommen::V,príti,qaa-
1034,kommen::V,príti,pivaa
1035,ankommen::V,prispéti,tikippoq
1036,ankommen::V,prihájati,tikippoq
1037,zurückkommen::V,vrníti se,angerlarpoq
1038,bleiben::V,ostáti,uninngavoq
1039,warten::V,čákati,paavoq
1040,warten::V,čákati,utaqqivoq
1041,erwarten::V,pričakováti,
1042,suchen::V,iskáti,nivivaa
1043,finden::V,nájti,nanivaa
1044,versuchen::V,poskúšati,uuppaa
1045,versuchen::V,poskúšati,ussersarpaa
1046,vorbereiten::V,pripráviti,piareersarpaa
1047,lieben::V,ljubíti,asavaa
1048,mögen::V,márati,akaaraa
1049,lachen::V,smejáti se,
1050,rühren::V,ganíti,qeerlerpaa
1051,weinen::V,jókati,qiavoq
1052,weinen::V,plákati,qiavoq
1053,schimpfen::V,psováti,qatimaarpoq
1054,schimpfen::V,zmérjati,qatimaarpoq
1055,sich ärgern::V,jezíti se,ugguutigaa
1056,sich fürchten::V,báti se,eqqanaarpoq
1057,fürchten::V,báti se,ersigaa
1058,fliehen::V,bežáti,qimaavoq
1059,flüchten::V,pobégniti,allikarfigaa
1060,sehen::V,vídeti,isigaa
1061,anschauen::V,oglédati,
1062,ansehen::V,glédati,alaatsinaappaa
1063,hören::V,slíšati,tusarpaa
1064,zuhören::V,poslúšati,naalappoq
1065,probieren::V,poskúšati,
1066,riechen::V,dúhati,tipippoq
1067,fühlen::V,čutíti,misigaa
1068,scheinen::V,zdéti se,takutippoq
1069,zu sehen sein::V,vídeti se,
1070,vernehmen::V,čúti,
1071,frieren::V,zébsti,qiiavoq
1072,tun::V,délati,iliorpoq
1073,können::V,môči,
1074,wollen::V,hotéti,piumavaa
1075,anfangen::V,začéti,pilerpoq
1076,beenden::V,dokončáti,naggaserpaa
1077,aufhören::V,prenéhati,naammatsippaa
1078,gelingen::V,uspéti,
1079,gelingen::V,posréčiti se,
1080,geraten::V,obnêsti se,
1081,öffnen::V,odpréti,ammarpaa
1082,schließen::V,zapréti,matuaa
1083,stellen::V,postáviti,ilivaa
1084,stellen::V,postáviti,iliorarpai
1085,stellen::V,postáviti,ilioqqarpai
1086,setzen::V,posadíti,iliorarpai
1087,setzen::V,posadíti,ilioqqarpai
1088,legen::V,položíti,ilivaa
1089,berühren::V,dotíkati se,attorpaa
1090,verbinden::V,obvézati,taperserpaa
1091,bedecken::V,pokríti,iikkerpaa
1092,bedecken::V,pokríti,iikkersorpaa
1093,aufhängen::V,obésiti,inivaa
1094,aufhängen::V,obésiti,iniorarpai
1095,anzünden::V,zažgáti,saggaavoq
1096,aufheben::V,vzdígniti,allisippaa
1097,zurücklassen::V,zapustíti,aallarpoq
1098,verlieren::V,izgubíti,annaavaa
1099,fallen lassen::V,navréči,nakkaavaa
1100,machen::V,naredíti,iliorpoq
1101,machen::V,napráviti,iliorpoq
1102,herstellen::V,izdélati,anillatsippaa
1103,bauen::V,gradíti,marrarterpaa
1104,reparieren::V,popráviti,iluarsaappaa
1105,verbessern::V,izbóljšati,naqqippaa
1106,ändern::V,spremeníti,
1107,graben::V,kopáti,assappaa
1108,graben::V,grêbsti,assappaa
1109,beugen::V,upogníti,qappappoq
1110,biegen::V,zavíjati,qappappoq
1111,drehen::V,vrtéti,
1112,wenden::V,obrníti,assappaa
1113,wenden::V,obrníti,assakarpoq
1114,umdrehen::V,zasúkati,assakartippaa
1115,heben::V,dvígati,kivippaa
1116,hochheben::V,privzdígniti,kissumiarpaa
1117,ergreifen::V,zgrábiti,isaappaa
1118,ergreifen::V,zgrábiti,isaguppaa
1119,halten::V,držáti,minarpaa
1120,drücken::V,tiščáti,naqittaat
1121,schieben::V,ríniti,
1122,kratzen::V,práskati,qitsuppaa
1123,lecken::V,lízati,aluppaa
1124,beißen::V,grísti,kiivaa
1125,abreißen::V,odtŕgati,aqqarpaa
1126,abreißen::V,odtŕgati,isaterpaa
1127,abschneiden::V,odrézati,kipivaa
1128,binden::V,vézati,kakkersarpaa
1129,stecken::V,vtakníti,kussunneq
1130,brechen::V,lomíti,nallorpaa
1131,klopfen::V,tólči,pattappaa
1132,hauen::V,séči,aqivaa
1133,kleben::V,lépiti,qaappoq
1134,reiben::V,tréti,tagiarpaa
1135,reiben::V,tréti,tangiarpaa
1136,reiben::V,dŕgniti,tagiarpaa
1137,reiben::V,dŕgniti,tangiarpaa
1138,streichen::V,namázati,erlerpoq
1139,schleifen::V,brúsiti,sequppaa
1140,schneiden::V,rézati,uullivoq
1141,rütteln::V,strésti,
1142,schütteln::V,majáti,aalavoq
1143,schwenken::V,obrníti,issarpoq
1144,schütten::V,sípati,
1145,füllen::V,napolníti,immerpaa
1146,einwickeln::V,zavíti,immoqquserpaa
1147,tragen::V,nêsti,maqippaa
1148,tragen::V,nêsti,assartorpoq
1149,schleppen::V,vláčiti,assartorpoq
1150,ziehen::V,vléči,kalippaa
1151,ziehen::V,vléči,kalissarpoq
1152,aufbewahren::V,shranjeváti,toqqorpaa
1153,werfen::V,lúčati,kuivaa
1154,fangen::V,ujéti,anguaa
1155,packen::V,prijéti,
1156,verstecken::V,skríti,anngigaa
1157,teilen::V,razdelíti,agguut
1158,teilen::V,razdelíti,agguusersorpaa
1159,schicken::V,pošíljati,nassiuppaa
1160,bringen::V,prinêsti,aggiuppaa
1161,bringen::V,prinêsti,nassataraa
1162,hinzufügen::V,pristáviti,
1163,bekommen::V,dobíti,tiguaa
1164,erhalten::V,prejéti,tiguaa
1165,nehmen::V,vzéti,pivoq
1166,nehmen::V,vzéti,tiguaa
1167,wählen::V,izbírati,
1168,auswählen::V,izbráti,
1169,bewahren::V,ohraníti,sukkunik simerserpaa
1170,behindern::V,ovírati,
1171,verderben::V,pokváriti,asiutippaa
1172,verderben::V,pokváriti,piuneerunnerit
1173,beschädigen::V,poškodováti,
1174,zerbrechen::V,razlomíti,ukuvoq
1175,zerreißen::V,raztŕgati,tisavaa
1176,zerreißen::V,raztŕgati,alittorpaa
1177,zerstören::V,razrúšiti,aserorpaa
1178,verbrennen::V,sežgáti,seerpoq
1179,geben::V,dáti,pivoq
1180,reichen::V,séči,
1181,reichen::V,molíti,
1182,schenken::V,podáriti,
1183,versprechen::V,obljubíti,neriorsorpaa
1184,wünschen::V,vóščiti,kissaat
1185,loben::V,hváliti,nersorpaa
1186,loben::V,hváliti,nersornaat
1187,küssen::V,poljubováti,kunippaa
1188,küssen::V,poljubováti,kunissorpaa
1189,wiegen::V,zíbati,
1190,zudecken::V,pokríti,majorpaa
1191,wecken::V,zbudíti,itersarpaa
1192,zeigen::V,pokázati,tikkuuppaa
1193,führen::V,vêsti,tasissiuppaa
1194,führen::V,vêsti,ilitsersorpaa
1195,führen::V,vêsti,tasissersuuppaa
1196,lehren::V,učíti,ilinniartippaa
1197,unterrichten::V,poučeváti,ajoqerpaa
1198,unterrichten::V,poučeváti,ajoqersorpaa
1199,unterrichten::V,poučeváti,ilinniartitsivoq
1200,aufziehen::V,vzgojíti,inororsarpaa
1201,leiten::V,uprávljati,iluatsippaa
1202,antreiben::V,goníti,ikusimmippaa
1203,lassen::V,povzročíti,
1204,einladen::V,povábiti,qaaqquaa
1205,einladen::V,povábiti,qaasarpaa
1206,vereinigen::V,zdrúžiti,taperserpaa
1207,besuchen::V,obiskáti,tikeraarpaa
1208,treffen::V,pogodíti,aporappaa
1209,sich versammeln::V,zbráti se,majorpoq
1210,spielen::V,igráti se,pinnguarpoq
1211,singen::V,péti,erinarsorpoq
1212,tanzen::V,plésati,qitippoq
1213,sich trennen::V,ločíti se,immikkoortippaa
1214,verlassen::V,zapustíti,
1215,retten::V,réšiti,annaappaa
1216,bewachen::V,strážiti,
1217,schützen::V,sčítiti,eriagaa
1218,schützen::V,sčítiti,pineqartaalivaa
1219,verteidigen::V,braníti,
1220,sich schlagen::V,têpsti se,
1221,schießen::V,stréljati,aallaavaa
1222,schießen::V,stréljati,piseriuppaa
1223,siegen::V,zmágati,
1224,ärgern::V,jezíti,ninngassarpaa
1225,ärgern::V,jezíti,ninngassaarpaa
1226,ärgern::V,razbúriti,ninngassarpaa
1227,ärgern::V,razbúriti,ninngassaarpaa
1228,schlagen::V,têpsti,unatarpaa
1229,schlagen::V,udáriti,unatarpaa
1230,treten::V,teptáti,tukerpoq
1231,stechen::V,ubôsti,iguppaa
1232,stechen::V,ubôsti,qasilippoq
1233,stoßen::V,peháti,ikuserpaa
1234,stoßen::V,peháti,ikusimmippaa
1235,stoßen::V,drégniti,ikuserpaa
1236,stoßen::V,drégniti,ikusimmippaa
1237,stehlen::V,ukrásti,tillippaa
1238,stehlen::V,pokrásti,tillippaa
1239,stören::V,motíti,akornuserpaa
1240,belästigen::V,nadlegováti,
1241,verbergen::V,skríti,anngigaa
1242,täuschen::V,slepíti,
1243,betrügen::V,várati,peqquserluttuliorfigaa
1244,betrügen::V,ogoljufáti,peqquserluttuliorfigaa
1245,töten::V,ubíti,maappaa
1246,töten::V,ubíti,toquppaa
1247,wohnen::V,prebívati,najugaqarpoq
1248,arbeiten::V,délati,sulivoq
1249,sammeln::V,zbráti,katersorpai
1250,pflücken::V,obráti,
1251,jagen::V,lovíti,piniarpoq
1252,fischen::V,ribáriti,aalisarpoq
1253,fassen::V,zajéti,
1254,hüten::V,pásti,
1255,treiben::V,pogánjati,
1256,anbinden::V,privézati,qilerut
1257,anbinden::V,privézati,qilersorpaa
1258,anbinden::V,privézati,ungerlatserpaa
1259,füttern::V,kŕmiti,nerlerpaa
1260,melken::V,mólsti,
1261,hacken::V,sékati,
1262,gießen::V,ulíti,imerterpaa
1263,reifen::V,zoréti,
1264,zubereiten::V,pripráviti,
1265,kochen::V,kúhati,igavoq
1266,backen::V,cvréti,
1267,braten::V,pêči,siappaa
1268,umrühren::V,preméšati,qeerlerpaa
1269,stricken::V,plêsti,
1270,nähen::V,šívati,
1271,färben::V,bárvati,misuppaa
1272,reinigen::V,očístiti,sanniarpaa
1273,waschen::V,opráti,asappaa
1274,abwischen::V,obrísati,saligarpaa
1275,abwischen::V,obrísati,saligartorpaa
1276,spülen::V,splakováti,
1277,fegen::V,pométati,sanngiarpaa
1278,kehren::V,mésti,
1279,baden::V,kópati se,uffarpoq
1280,sich waschen::V,umíti se,uffarpoq
1281,ausziehen::V,izvléči,annoraajarpaa
1282,anziehen::V,obléči,ativaa
1283,anziehen::V,obléči,atitippaa
1284,sich anziehen::V,obléči se,atisalersorpoq
1285,kämmen::V,česáti,
1286,schmücken::V,okrasíti,
1287,sagen::V,dejáti,oqarpoq
1288,sprechen::V,govoríti,oqaluttarpoq
1289,reden::V,rêči,oqaluppoq
1290,sich unterhalten::V,razgovárjati se,
1291,fragen::V,vprášati,aperaa
1292,bitten::V,prosíti,aperaa
1293,bitten::V,prosíti,qinnuigaa
1294,erzählen::V,práviti,oqaluttuaraa
1295,mitteilen::V,naznániti,oqalualaarpoq
1296,nennen::V,imenováti,
1297,rufen::V,klícati,qaaqquaa
1298,prahlen::V,baháti se,oqqartuvoq
1299,prahlen::V,baháti se,oqallortuvoq
1300,übersetzen::V,prevêsti,ikaarpoq
1301,übersetzen::V,prevêsti,nutserpaa
1302,denken::V,mísliti,isumaqarpoq
1303,glauben::V,verjéti,upperaa
1304,glauben::V,verjéti,isumaqarpoq
1305,bemerken::V,opáziti,
1306,erkennen::V,spoznáti,ilisaraa
1307,begreifen::V,pôjmiti,
1308,verstehen::V,razuméti,paasivaa
1309,lernen::V,učíti se,ilinniarpoq
1310,wissen::V,znáti,nalunngilaa
1311,wissen::V,védeti,nalunngilaa
1312,sich erinnern an::V,spómniti se,eqqaavaa
1313,vergessen::V,pozábiti,puiorpaa
1314,messen::V,mériti,ussersarpaa
1315,zählen::V,štéti,kisitsivoq
1316,rechnen::V,račúnati,kisitsivoq
1317,lesen::V,bráti,atuarpoq
1318,lesen::V,čítati,atuarpoq
1319,malen::V,slíkati,qalipappaa
1320,zeichnen::V,rísati,
1321,schreiben::V,písati,allappoq
1322,besitzen::V,iméti,
1323,kaufen::V,kupíti,pisiaraa
1324,verkaufen::V,prodáti,akigaa
1325,bezahlen::V,pláčati,akilerpaa
1326,zahlen::V,plačeváti,
1327,beherrschen::V,obvládati,inappaa
1328,ertragen::V,prenêsti,ernertaaraa
1329,Verstand::N,,isuma
1330,Verstand::N,,sianissut
1331,Verstand::N,,misigissut
1332,Verstand::N,,sianissuseq
1333,Verstand::N,,silaqassuseq
