,Concept_ID,sl,zh
304,Sache::N,stvár,物
305,Rand::N,kràj,边
306,Kante::N,rób,棱
307,Ecke::N,vogál,角
308,Spitze::N,óst,尖
309,Ende::N,kônec,结尾
310,Loch::N,lúknja,洞
311,Winkel::N,kót,角度
312,Muster::N,vzórec,模型
313,Größe::N,veličína,大小
314,Länge::N,dolžína,长度
315,Höhe::N,vršína,高度
316,Gewicht::N,téža,重量
317,Menge::N,količína,数量
318,Haufen::N,kùp,堆
319,Haufen::N,kopíca,堆
320,Reihe::N,níz,行
321,Reihe::N,vŕsta,行
322,Boot::N,čóln,小船
323,Ruder::N,vêslo,奖
324,Schlitten::N,saní,雪橇
325,Ski::N,smučí,雪板
326,Lagerfeuer::N,táborni ôgenj,营火
327,Last::N,tôvor,负担
328,Gang::N,hòd,行走
329,Schritt::N,korák,步伐
330,Norden::N,séver,北
331,Süden::N,júg,南
332,Westen::N,zapàd,西
333,Osten::N,vzhòd,东
334,Holz::N,lés,木材
335,Brett::N,deskà,木板
336,Platte::N,plôča,平板
337,Stütze::N,opóra,支架
338,Stütze::N,zaslómba,支架
339,Stange::N,gréd,杆
340,Stock::N,pálica,棒
341,Stab::N,pálica,棍
342,Rohr::N,cév,管子
343,Haus::N,híša,房屋
344,Heim::N,dóm,家
345,Ofen::N,péč,炉子
346,Fußboden::N,pòd,地板
347,Tisch::N,míza,桌子
348,Stuhl::N,stòl,椅子
349,Wiege::N,zíbel,摇蓝
350,Bett::N,póstelja,床
351,Regal::N,políca,架子
352,Kiste::N,zabòj,箱子
353,Fenster::N,ôkno,窗户
354,Tür::N,vráta,门
355,Tor::N,velíka vráta,大门
356,Zaun::N,ográja,篱笆
357,Dach::N,stréha,屋顶
358,Leiter::N,léstev,梯子
359,Besen::N,mêtla,扫帚
360,Spaten::N,lopáta,铁锹
361,Schaufel::N,lopáta,铁锹
362,Gabel::N,vílice,叉
363,Löffel::N,žlíca,食匙
364,Messer::N,nòž,刀
365,Nagel::N,žebèlj,钉子
366,Netz::N,mréža,网
367,Haken::N,kljúka,钩子
368,Griff::N,ročáj,把柄
369,Griff::N,oprijèm,把柄
370,Schloss::N,ključávnica,锁
371,Bild::N,slíka,图画
372,Figur::N,figúra,人像
373,Figur::N,postáva,人像
374,Puppe::N,lútka,娃娃
375,Beutel::N,môšnja,袋子
376,Bündel::N,cúla,捆
377,Bündel::N,svéženj,捆
378,Tasche::N,tórba,手提包
379,Tasche::N,tobôlec,手提包
380,Eimer::N,vêdro,桶
381,Deckel::N,pokròv,盖子
382,Deckel::N,poklópec,盖子
383,Geschirr::N,posóda,餐具
384,Sack::N,vréča,袋子
385,Tasse::N,skodélica,杯子
386,Topf::N,lônec,锅
387,Kessel::N,kôtel,水壶
388,Essen::N,hrána,进餐
389,Nahrung::N,živílo,食物
390,Speise::N,jéd,菜肴
391,Fleisch::N,mesó,肉
392,Getreide::N,žíto,谷物
393,Brei::N,káša,粥
394,Brot::N,krùh,面包
395,Scheibe::N,réženj,片
396,Fett::N,mást,脂肪
397,Fett::N,maščôba,脂肪
398,Butter::N,máslo,黄油
399,Öl::N,ólje,油
400,Salz::N,sól,盐
401,Suppe::N,júha,汤
402,Honig::N,méd,蜂蜜
403,Milch::N,mléko,奶
404,Tee::N,čáj,茶
405,Leder::N,úsnje,皮革
406,Wolle::N,vólna,毛线
407,Stoff::N,blagó,织物
408,Nadel::N,ígla,针
409,Faden::N,nít,线
410,Knopf::N,gúmb,纽扣
411,Knoten::N,vôzel,结
412,Farbe::N,bárva,颜色
413,Kleidung::N,obléka,衣服
414,Hemd::N,srájca,衬衫
415,Kragen::N,ovrátnik,领子
416,Ärmel::N,rokáv,袖子
417,Hose::N,hláče,裤子
418,Gürtel::N,pás,腰带
419,Mütze::N,kápa,帽子
420,Mütze::N,čépica,帽子
421,Schuh::N,čévelj,鞋
422,Stiefel::N,škórenj,靴子
423,Ring::N,pŕstan,戒指
424,Band::N,trák,带子
425,Kamm::N,glavník,梳子
426,Spiegel::N,zrcálo,镜子
427,Spiegel::N,ogledálo,镜子
428,Riemen::N,jêrmen,皮带
429,Schnur::N,vŕvca,绳子
430,Leine::N,konôpec,皮带
431,Decke::N,odéja,被子
432,Kissen::N,blazína,软垫
433,Tuch::N,pŕt,巾
434,Tuch::N,rúta,巾
435,Handtuch::N,brisáča,手巾
436,Kraft::N,síla,力
437,Stärke::N,jákost,力量
438,Gesundheit::N,zdrávje,健康
439,Krankheit::N,bolézen,病
440,Schmerz::N,ból,痛
441,Schmerz::N,bolečína,痛
442,Wunde::N,rána,伤口
443,Fieber::N,vročína,发烧
444,Arznei::N,lék,药
445,Arznei::N,zdravílo,药
446,Brücke::N,móst,桥
447,Brunnen::N,vodnják,井
448,Weide::N,páša,牧场
449,Pfad::N,stezà,小路
450,Weg::N,pót,路
451,Straße::N,césta,街
452,Dorf::N,vás,村庄
453,Stadt::N,mésto,城市
454,Brief::N,písmo,信
455,Buch::N,knjíga,书
456,Buchstabe::N,čŕka,字母
457,Zeitung::N,čásnik,报纸
458,Leben::N,življênje,生命
459,Tod::N,smŕt,死亡
460,Grab::N,gròb,坟墓
461,Kirche::N,cérkev,教堂
462,Sünde::N,gréh,罪
463,Gott::N,bóg,上帝
464,Arbeiter::N,délavec,工人
465,Chef::N,šéf,上司
466,Meister::N,mójster,师傅
467,Arzt::N,zdravník,医生
468,Lehrer::N,učítelj,教师
469,Geld::N,denár,钱
470,Geschäft::N,kupčíja,交易
471,Laden::N,trgovína,商店
472,Preis::N,céna,价格
473,Ware::N,róba,商品
474,Nutzen::N,príd,好处
475,Reichtum::N,bogástvo,财富
476,Welt::N,svét,世界
477,Land::N,dežêla,国家
478,Staat::N,držáva,国家
479,König::N,králj,国王
480,Macht::N,oblást,权力
481,Grenze::N,mêja,边界
482,Krieg::N,vôjna,战争
483,Feind::N,sovrážnik,敌人
484,Gewalt::N,nasílje,暴力
485,Kampf::N,bòj,战斗
486,Kampf::N,bórba,战斗
487,Bogen[Waffe]::N,lók,弓
488,Pfeil::N,puščíca,箭
489,Gewehr::N,púška,枪
490,Fehler::N,zmóta,错误
491,Lüge::N,láž,谎话
492,Schaden::N,okvára,损失
493,Unglück::N,nesréča,不幸
494,Schuld::N,krívda,过错
495,Alter::N,dôba,年龄
496,Schluss::N,kônec,结束
497,Zeit::N,čàs,时间
498,Tag::N,dán,天
499,Morgen::N,jútro,早晨
500,Mittag::N,póldan,中午
501,Abend::N,večér,晚上
502,Nacht::N,nóč,夜
503,Woche::N,téden,星期
504,Monat::N,mésec,月
505,Jahr::N,léto,年
506,Frühling::N,pomlád,春天
507,Sommer::N,polétje,夏天
508,Herbst::N,jesén,秋天
509,Winter::N,zíma,冬天
510,Januar::N,jánuar,一月
511,Februar::N,fébruar,二月
512,März::N,márec,三月
513,April::N,apríl,四月
514,Mai::N,máj,五月
515,Juni::N,júnij,六月
516,Juli::N,júlij,七月
517,August::N,avgúst,八月
518,September::N,septêmber,九月
519,Oktober::N,október,十月
520,November::N,novêmber,十一月
521,Dezember::N,decémber,十二月
522,Montag::N,ponedéljek,星期一
523,Dienstag::N,tôrek,星期二
524,Mittwoch::N,sréda,星期三
525,Donnerstag::N,četŕtek,星期四
526,Freitag::N,pétek,星期五
527,Samstag::N,sobóta,星期六
528,Sonntag::N,nedélja,星期日
529,groß::A,vêlik,大
530,klein::A,májhen,小
531,lang::A,dólg,长
532,kurz::A,krátek,短
533,breit::A,širòk,宽
534,schmal::A,ózek,细长的
535,dicht::A,góst,密
536,dick[Gegenstand]::A,dêbel,厚
537,dünn::A,tánek,薄
538,fein::A,drôben,细小
539,fest::A,tŕden,固体
540,flach::A,plán,平坦
541,flach::A,plòsk,平坦
542,glatt::A,gládek,光滑
543,hart::A,tŕd,硬
544,weich::A,mehák,软
545,rund::A,okrógel,圆
546,spitz::A,šílast,尖
547,scharf::A,óster,锋利
548,stumpf::A,tóp,钝
549,stumpf::A,skŕhan,钝
550,schwer::A,têžek,重
551,schön::A,lép,美丽
552,schön::A,krásen,美丽
553,heiß::A,vròč,烫
554,warm::A,tôpel,暖和
555,kalt::A,mŕzel,冷
556,kalt::A,hláden,冷
557,kühl::A,hláden,凉
558,frisch::A,svéž,新鲜
559,feucht::A,vlážen,潮湿
560,nass::A,móker,湿
561,trocken::A,súh,干
562,voll::A,póln,满
563,leer::A,prázen,空
564,offen::A,odpŕt,敞开
565,geschlossen::A,zapŕt,关闭
566,sauber::A,číst,干净
567,sauber::A,líčen,干净
568,schmutzig::A,umázan,肮脏
569,roh::A,suròv,生
570,reif::A,zrèl,成熟
571,lecker::A,okúsen,好吃
572,süß::A,sládek,甜
573,bitter::A,grenák,苦
574,sauer::A,kísel,酸
575,hell::A,svetèl,亮
576,dunkel::A,temèn,阴暗
577,schwarz::A,čŕn,黑
578,weiß::A,bél,白
579,rot::A,rdèč,红
580,gelb::A,žólt,黄
581,gelb::A,rumèn,黄
582,blau::A,móder,蓝
583,grün::A,zelèn,绿
584,grau::A,sív,灰色
585,bunt::A,písan,五彩
586,billig::A,pocéni,便宜
587,teuer::A,drág,贵
588,wertvoll::A,dragocén,贵重
589,blind::A,slép,瞎
590,taub::A,glúh,聋
591,kräftig::A,močán,强壮
592,stark::A,ják,强壮
593,schwach::A,šíbek,弱
594,fett::A,dêbel,胖
595,schlank::A,vítek,苗条
596,hübsch::A,lép,漂亮
597,böse::A,zèl,邪恶
598,böse::A,hudôben,邪恶
599,dumm::A,glúp,笨
600,dumm::A,bédast,笨
601,faul::A,lén,懒惰
602,fleißig::A,marljív,勤奋
603,geizig::A,škŕt,吝啬
604,klug::A,pámeten,聪明
605,geschickt::A,spréten,灵巧
606,lieb::A,míl,可爱
607,lieb::A,ljúb,可爱
608,lustig::A,vesél,快乐
609,sanft::A,láhek,柔和
610,hungrig::A,láčen,饥饿
611,krank::A,bolán,患病
612,nackt::A,nág,裸体
613,traurig::A,túžen,悲哀
614,lebendig::A,žív,活
615,gut::A,dóber,好
616,schlecht::A,malopríden,坏
617,richtig::A,pravílen,正确
618,schlimm::A,húd,糟糕
619,wahr::A,resníčen,真
620,alt::A,stàr,旧
621,neu::A,nòv,新
622,ehemalig::A,nekdánji,以前
623,alt[Lebewesen]::A,stàr,老
624,jung::A,mlád,年轻
625,arm::A,ubóg,贫穷
626,arm::A,réven,贫穷
627,reich::A,bogàt,富裕
628,bekannt::A,znán,出名
629,berühmt::A,sláven,著名
630,berühmt::A,znamenít,著名
631,fremd::A,túj,陌生
632,verschieden::A,razlíčen,不同
633,nah::A,blížnji,近
634,fern::A,dáleč,遥远
635,linker::A,lévi,左
636,rechter::A,désni,右
637,anderer::A,drúgi,别的
638,erster::A,pŕvi,第一
639,zweiter::A,drúgi,第二
640,dritter::A,trétji,第三
641,letzter::A,poslédnji,最后
642,allein::ADV,sám,单独
643,auf einmal::ADV,obênem,同时
644,zusammen::ADV,skúpaj,一起
645,lange::ADV,dólgo,许久
646,plötzlich::ADV,náglo,忽然
647,plötzlich::ADV,nenádoma,忽然
648,sofort::ADV,prècej,立刻
649,später::ADV,poznêje,以后
650,jetzt::ADV,zdàj,现在
651,heute::ADV,dánes,今天
652,morgen::ADV,jútri,明天
653,bald::ADV,kmálu,即将
654,dann::ADV,nató,然后
655,gestern::ADV,včéraj,昨天
656,einst::ADV,nékdaj,曾经
657,damals::ADV,tedàj,当时
658,damals::ADV,takràt,当时
659,danach::ADV,potèm,随后
660,vorher::ADV,poprèj,事先
661,zuerst::ADV,spŕva,首先
662,einmal::ADV,ênkrat,一次
663,manchmal::ADV,včásih,有时
664,oft::ADV,pogósto,时常
665,immer::ADV,védno,总是
666,immer::ADV,zméraj,总是
667,niemals::ADV,nikdàr,从未
668,hier::ADV,tù,这里
669,hier::ADV,túkaj,这里
670,hierhin::ADV,sèmkaj,到这里
671,von hier::ADV,od tú,由此
672,dort::ADV,tàm,那里
673,dorthin::ADV,tjà,到那里
674,geradeaus::ADV,rávno napréj,一直往前
675,vorwärts::ADV,napréj,向前
676,rückwärts::ADV,zádaj,向后
677,zurück::ADV,nazáj,退后
678,unten::ADV,dôli,下面
679,unten::ADV,spôdaj,下面
680,hinab::ADV,dôl,向下
681,oben::ADV,gôri,上面
682,oben::ADV,zgôraj,上面
683,hinauf::ADV,gôr,向上
684,überall::ADV,povsód,到处
685,nicht::ADV,ne,不
686,ein wenig::ADV,málo,一点儿
687,kaum::ADV,kómaj,几乎不
688,sehr::ADV,zeló,很
689,so::ADV,takó,如此
690,noch::ADV,še,还
691,nur::ADV,samó,只
692,schon::ADV,žè,已经
693,wieder::ADV,spét,又
694,vergebens::ADV,zamàn,
695,vergebens::ADV,zastónj,
696,vor::PRP,pred,在...面前
697,hinter::PRP,za,在...背后
698,unter::PRP,pod,在...下面
699,durch::PRP,skózi,穿过
700,neben::PRP,kràj,在...旁
701,neben::PRP,póleg,在...旁
702,zwischen::PRP,med,在...之间
703,zwischen::PRP,izmed,在...之间
704,wegen::PRP,zarádi,由于
705,dies::PRN,tó,这
706,das::PRN,tó,那
707,alles::PRN,vsè,一切
708,ich::PRN,jàz,我
709,du::PRN,tí,你
710,er::PRN,òn,他
711,wir::PRN,mí,我们
712,ihr::PRN,ví,你们
713,sie::PRN,ôni,她
714,was::FPRN,káj,什么
715,wer::FPRN,kdó,谁
716,wo::FADV,kjé,哪里
717,wohin::FADV,kám,去哪里
718,wie::FADV,kakó,怎么
719,warum::FADV,zakáj,为什么
720,wieviel::FNUM,kóliko,多少
721,eins::NUM,êden,一
722,zwei::NUM,dvá,二
723,drei::NUM,trí,三
724,vier::NUM,štíri,四
725,fünf::NUM,pét,五
726,sechs::NUM,šést,六
727,sieben::NUM,sédem,七
728,acht::NUM,ósem,八
729,neun::NUM,devét,九
730,zehn::NUM,desét,十
731,elf::NUM,enájst,十一
732,zwölf::NUM,dvánajst,十二
733,zwanzig::NUM,dvájset,二十
734,dreißig::NUM,trídeset,三十
735,vierzig::NUM,štírideset,四十
736,fünfzig::NUM,pétdeset,五十
737,sechzig::NUM,šéstdeset,六十
738,siebzig::NUM,sédemdeset,七十
739,achtzig::NUM,ósemdeset,八十
740,neunzig::NUM,devétdeset,九十
741,hundert::NUM,stó,百
742,tausend::NUM,tísoč,千
743,und::CNJ,in,和
744,oder::CNJ,áli,或者
745,stehen::V,státi,站
746,sitzen::V,sedéti,坐
747,liegen::V,ležáti,躺着
748,hängen::V,viséti,挂着
749,werden::V,postáti,成为
750,passieren::V,zgodíti se,发生
751,beginnen::V,začéti se,开始
752,enden::V,končáti se,终止
753,wechseln::V,ménjati se,变迁
754,aufgehen[Sonne]::V,vzíti,升起
755,untergehen[Sonne]::V,zaíti,下落
756,scheinen[Sonne]::V,sijáti,照射
757,donnern::V,grméti,打雷
758,wehen::V,píhati,飘扬
759,strömen::V,líti,流
760,fließen::V,têči,流动
761,sich drehen::V,vrtéti se,转动
762,schwanken::V,kolébati,摇摆
763,schwingen::V,níhati,摇
764,fallen::V,pádati,坠落
765,brennen::V,goréti,燃烧
766,rauchen::V,kadíti se,冒烟
767,regnen::V,deževáti,下雨
768,gefrieren::V,zmŕzniti,结冰
769,tauen::V,tájati,融化
770,schmelzen::V,kopnéti,溶化
771,trocknen::V,sušíti se,变干
772,sieden::V,kipéti,煮
773,faulen::V,gníti,腐烂
774,verfaulen::V,zgníti,腐烂
775,reißen::V,tŕgati se,撕
776,versinken::V,pogrézniti se,下沉
777,vergehen::V,miníti,流逝
778,erscheinen::V,pojáviti se,出现
779,verschwinden::V,izgíniti,消失
780,sinken::V,péšati,下降
781,abnehmen::V,pojémati,减少
782,zunehmen::V,véčati se,增加
783,zunehmen::V,množíti se,增加
784,steigen::V,dvígati se,上升
785,wachsen::V,rásti,生长
786,glänzen::V,sijáti,发光
787,funkeln::V,ískriti se,闪烁
788,lärmen::V,ropotáti,吵闹
789,lärmen::V,razgrájati,吵闹
790,läuten::V,zvoníti,响
791,klingeln::V,zvončkljáti,按铃
792,klirren::V,žvenketáti,
793,brausen::V,šuméti,疾驶
794,rauschen::V,šuštéti,
795,rauschen::V,šelestéti,
796,klingen::V,zvenéti,听起来
797,bellen::V,lájati,吠
798,heulen::V,zavíjati,嗥
799,blasen::V,píhniti,吹
800,pfeifen::V,pískati,吹口哨
801,pfeifen::V,žvížgati,吹口哨
802,schreien::V,kričáti,叫喊
803,stöhnen::V,stókati,呻吟
804,zittern::V,drgetáti,颤抖
805,leben::V,živéti,生存
806,geboren werden::V,rodíti se,出生
807,atmen::V,díhati,呼吸
808,trinken::V,píti,喝
809,essen::V,jésti,吃
810,schlucken::V,požírati,咽
811,müde werden::V,péšati,疲倦
812,müde werden::V,utrúditi se,疲倦
813,einschlafen::V,zaspáti,入睡
814,schlafen::V,spáti,睡觉
815,aufwachen::V,zbudíti se,睡醒
816,aufstehen::V,vstáti,起床
817,sich erholen::V,oddahníti se,休养
818,krank werden::V,oboléti,生病
819,krank sein::V,bíti bolán,生病
820,schmerzen::V,boléti,疼痛
821,husten::V,kášljati,咳
822,genesen::V,okrévati,痊愈
823,sterben::V,umréti,死
824,umkommen::V,pogíniti,丧命
825,sich bewegen::V,zganíti se,移动
826,sich rühren::V,premakníti se,动弹
827,sich erheben::V,vstájati,站起
828,sich erheben::V,vzdígniti se,站起
829,sich setzen::V,sésti,坐
830,hinfallen::V,pásti dôl,跌倒
831,laufen::V,hodíti,步行
832,schreiten::V,stópati,迈步
833,spazierengehen::V,na sprehòd íti,散步
834,eilen::V,drvéti,急忙
835,sich beeilen::V,hitéti,赶快
836,sausen::V,dírkati,疾驰
