,Concept_ID,no,en
897,scheinen::V,se ut,seem
898,zu sehen sein::V,synes,show
899,vernehmen::V,få vite,hear
900,frieren::V,fryse,be cold
901,tun::V,gjøre,do
902,können::V,kunne,can
903,wollen::V,ville,want
904,anfangen::V,begynne,start
905,beenden::V,avslutte,finish
906,aufhören::V,slutte,stop
907,aufhören::V,holde opp,stop
908,gelingen::V,lykkes,succeed
909,geraten::V,bli,turn out
910,öffnen::V,åpne,open
911,schließen::V,lukke,close
912,schließen::V,stenge,close
913,stellen::V,stille,put
914,setzen::V,sette,place
915,legen::V,legge,lay
916,berühren::V,berøre,touch
917,verbinden::V,forbinde,connect
918,bedecken::V,dekke,cover
919,aufhängen::V,henge,hang up
920,aufhängen::V,henge opp,hang up
921,anzünden::V,tenne,light
922,anzünden::V,antenne,light
923,anzünden::V,tenne på,light
924,aufheben::V,løfte,pick up
925,aufheben::V,ta opp,pick up
926,zurücklassen::V,slippe tilbake,leave
927,verlieren::V,miste,lose
928,fallen lassen::V,droppe,drop
929,fallen lassen::V,la falle,drop
930,machen::V,lage,make
931,machen::V,gjøre,make
932,herstellen::V,fremstille,produce
933,bauen::V,bygge,build
934,reparieren::V,reparere,mend
935,verbessern::V,rette,improve
936,verbessern::V,forbedre,improve
937,ändern::V,forandre,alter
938,graben::V,grave,dig
939,beugen::V,bøye,bow
940,biegen::V,bøye,bend
941,drehen::V,dreie,spin
942,wenden::V,vende,turn
943,umdrehen::V,snu,turn around
944,heben::V,heve,raise
945,hochheben::V,løfte,lift
946,ergreifen::V,gripe,seize
947,ergreifen::V,få tak i,seize
948,halten::V,holde,hold
949,drücken::V,trykke,press
950,schieben::V,skyve,push
951,kratzen::V,klø,scrape
952,kratzen::V,klore,scrape
953,lecken::V,slikke,lick
954,beißen::V,bite,bite
955,abreißen::V,rive av,tear off
956,abschneiden::V,skjære av,cut off
957,binden::V,binde,tie
958,stecken::V,stikke,stick
959,brechen::V,bryte,break
960,brechen::V,briste,break
961,klopfen::V,banke,knock
962,hauen::V,hogge,hit
963,kleben::V,klistre,glue
964,reiben::V,gni,rub
965,streichen::V,stryke,spread
966,schleifen::V,slipe,grind
967,schneiden::V,klippe,cut
968,rütteln::V,ruske,jolt
969,schütteln::V,riste,shake
970,schwenken::V,svinge,swing
971,schütten::V,helle,pour
972,füllen::V,fylle,fill
973,einwickeln::V,vikle inn,wrap
974,tragen::V,bære,carry
975,schleppen::V,slepe,drag
976,ziehen::V,dra,pull
977,ziehen::V,trekke,pull
978,aufbewahren::V,oppbevare,keep
979,aufbewahren::V,ta vare på,keep
980,werfen::V,kaste,throw
981,fangen::V,fange,catch
982,packen::V,gripe,grab
983,packen::V,gripe tak i,grab
984,verstecken::V,gjemme,hide
985,teilen::V,dele,divide
986,schicken::V,sende,send
987,bringen::V,bringe,bring
988,hinzufügen::V,tilføye,add
989,bekommen::V,få,get
990,erhalten::V,få,receive
991,nehmen::V,ta,take
992,wählen::V,velge,choose
993,auswählen::V,velge ut,select
994,bewahren::V,bevare,preserve
995,behindern::V,hindre,hinder
996,behindern::V,forhindre,hinder
997,verderben::V,ødelegge,spoil
998,beschädigen::V,skade,damage
999,zerbrechen::V,brekke i stykker,break
1000,zerreißen::V,rive i stykker,tear
1001,zerstören::V,ødelegge,destroy
1002,verbrennen::V,brenne,burn
1003,verbrennen::V,brenne opp,burn
1004,geben::V,gi,give
1005,reichen::V,rekke,hand
1006,schenken::V,forære,give
1007,schenken::V,skjenke,give
1008,versprechen::V,love,promise
1009,wünschen::V,ønske,wish
1010,loben::V,rose,praise
1011,küssen::V,kysse,kiss
1012,wiegen::V,vogge,rock
1013,zudecken::V,dekke til,cover
1014,wecken::V,vekke,wake
1015,zeigen::V,vise,show
1016,führen::V,føre,guide
1017,lehren::V,lære,teach
1018,unterrichten::V,undervise,instruct
1019,aufziehen::V,oppdra,bring up
1020,leiten::V,lede,lead
1021,antreiben::V,drive på,urge
1022,lassen::V,få til å,let
1023,einladen::V,be,invite
1024,einladen::V,invitere,invite
1025,vereinigen::V,forene,unite
1026,besuchen::V,besøke,visit
1027,treffen::V,møte,meet
1028,treffen::V,treffe,meet
1029,sich versammeln::V,forsamles,assemble
1030,spielen::V,leke,play
1031,spielen::V,spille,play
1032,singen::V,synge,sing
1033,tanzen::V,danse,dance
1034,sich trennen::V,skilles,separate
1035,verlassen::V,forlate,leave
1036,retten::V,redde,rescue
1037,bewachen::V,bevokte,guard
1038,schützen::V,verne,protect
1039,schützen::V,beskytte,protect
1040,verteidigen::V,forsvare,defend
1041,sich schlagen::V,slåss,brawl
1042,schießen::V,skyte,shoot
1043,siegen::V,seire,win
1044,ärgern::V,ergre,annoy
1045,treten::V,sparke,kick
1046,stechen::V,stikke,sting
1047,stoßen::V,støte,shove
1048,stehlen::V,stjele,steal
1049,stören::V,forstyrre,disturb
1050,belästigen::V,plage,bother
1051,belästigen::V,sjenere,bother
1052,verbergen::V,gjemme,conceal
1053,täuschen::V,villede,deceive
1054,betrügen::V,bedra,cheat
1055,töten::V,drepe,kill
1056,wohnen::V,bo,dwell
1057,arbeiten::V,arbeide,work
1058,sammeln::V,samle,gather
1059,pflücken::V,plukke,pick
1060,jagen::V,jage,hunt
1061,fischen::V,fiske,fish
1062,fassen::V,fange,catch
1063,hüten::V,vokte,herd
1064,treiben::V,drive,drive
1065,anbinden::V,feste,tie up
1066,füttern::V,fore,feed
1067,melken::V,melke,milk
1068,hacken::V,hakke,chop
1069,gießen::V,helle,water
1070,reifen::V,modne,ripen
1071,zubereiten::V,lage,cook
1072,zubereiten::V,tilberede,cook
1073,kochen::V,koke,boil
1074,backen::V,bake,bake
1075,braten::V,steke,fry
1076,umrühren::V,røre om,stir
1077,stricken::V,strikke,knit
1078,nähen::V,sy,sew
1079,färben::V,farge,dye
1080,reinigen::V,rense,clean
1081,reinigen::V,gjøre ren,clean
1082,waschen::V,vaske,wash
1083,abwischen::V,tørke av,wipe
1084,spülen::V,spyle,rinse
1085,spülen::V,skylle,rinse
1086,fegen::V,feie,sweep
1087,kehren::V,koste,sweep
1088,baden::V,bade,bath
1089,sich waschen::V,vaske seg,wash
1090,ausziehen::V,ta av,take off
1091,anziehen::V,ta på,put on
1092,sich anziehen::V,kle på seg,get dressed
1093,kämmen::V,gre,comb
1094,kämmen::V,kjemme,comb
1095,schmücken::V,pynte,decorate
1096,schmücken::V,smykke,decorate
1097,sagen::V,si,say
1098,sprechen::V,snakke,speak
1099,reden::V,tale,talk
1100,reden::V,snakke,talk
1101,sich unterhalten::V,samtale,chat
1102,fragen::V,spørre,ask
1103,bitten::V,be,request
1104,erzählen::V,fortelle,tell
1105,mitteilen::V,meddele,convey
1106,nennen::V,kalle,name
1107,rufen::V,rope,call
1108,prahlen::V,skryte,brag
1109,übersetzen::V,oversette,translate
1110,denken::V,tenke,think
1111,glauben::V,tro,believe
1112,bemerken::V,bemerke,notice
1113,bemerken::V,legge merke til,notice
1114,erkennen::V,gjenkjenne,recognize
1115,begreifen::V,begripe,grasp
1116,verstehen::V,forstå,understand
1117,verstehen::V,skjønne,understand
1118,lernen::V,lære,learn
1119,wissen::V,vite,know
1120,sich erinnern an::V,huske på,remember
1121,vergessen::V,glemme,forget
1122,messen::V,måle,measure
1123,zählen::V,telle,count
1124,rechnen::V,regne,calculate
1125,lesen::V,lese,read
1126,malen::V,male,paint
1127,zeichnen::V,tegne,draw
1128,schreiben::V,skrive,write
1129,besitzen::V,eie,own
1130,besitzen::V,inneha,own
1131,kaufen::V,kjøpe,buy
1132,verkaufen::V,selge,sell
1133,bezahlen::V,betale,pay for
1134,zahlen::V,betale,pay
1135,beherrschen::V,beherske,rule
1136,ertragen::V,orke,endure
1137,schlagen::V,,beat
