,Concept_ID,sl,no
837,rauchen::V,kadíti se,ryke
838,regnen::V,deževáti,regne
839,gefrieren::V,zmŕzniti,fryse
840,tauen::V,tájati,tine
841,schmelzen::V,kopnéti,smelte
842,trocknen::V,sušíti se,tørre
843,sieden::V,kipéti,koke
844,faulen::V,gníti,råtne
845,verfaulen::V,zgníti,råtne
846,reißen::V,tŕgati se,briste
847,versinken::V,pogrézniti se,synke
848,versinken::V,pogrézniti se,synke ned
849,vergehen::V,miníti,forløpe
850,erscheinen::V,pojáviti se,synes
851,verschwinden::V,izgíniti,forsvinne
852,sinken::V,péšati,synke
853,abnehmen::V,pojémati,avta
854,abnehmen::V,pojémati,minske
855,zunehmen::V,véčati se,tilta
856,zunehmen::V,množíti se,tilta
857,steigen::V,dvígati se,stige
858,wachsen::V,rásti,gro
859,wachsen::V,rásti,vokse
860,glänzen::V,sijáti,skinne
861,funkeln::V,ískriti se,tindre
862,lärmen::V,ropotáti,bråke
863,lärmen::V,razgrájati,bråke
864,läuten::V,zvoníti,ringe
865,klingeln::V,zvončkljáti,ringe
866,klirren::V,žvenketáti,klirre
867,brausen::V,šuméti,bruse
868,rauschen::V,šuštéti,suse
869,rauschen::V,šelestéti,suse
870,klingen::V,zvenéti,lyde
871,klingen::V,zvenéti,klinge
872,bellen::V,lájati,gjø
873,bellen::V,lájati,bjeffe
874,heulen::V,zavíjati,ule
875,blasen::V,píhniti,blåse
876,pfeifen::V,pískati,plystre
877,pfeifen::V,žvížgati,plystre
878,schreien::V,kričáti,skrike
879,stöhnen::V,stókati,stønne
880,zittern::V,drgetáti,dirre
881,zittern::V,drgetáti,skjelve
882,leben::V,živéti,leve
883,geboren werden::V,rodíti se,fødes
884,atmen::V,díhati,ånde
885,atmen::V,díhati,puste
886,trinken::V,píti,drikke
887,essen::V,jésti,spise
888,schlucken::V,požírati,svelge
889,müde werden::V,péšati,bli trett
890,müde werden::V,utrúditi se,bli trett
891,einschlafen::V,zaspáti,sovne
892,schlafen::V,spáti,sove
893,aufwachen::V,zbudíti se,våkne
894,aufstehen::V,vstáti,stå opp
895,sich erholen::V,oddahníti se,bli bra
896,sich erholen::V,oddahníti se,komme seg
897,krank werden::V,oboléti,bli syk
898,krank sein::V,bíti bolán,være syk
899,schmerzen::V,boléti,gjøre vondt
900,husten::V,kášljati,hoste
901,genesen::V,okrévati,komme seg
902,sterben::V,umréti,dø
903,umkommen::V,pogíniti,omkomme
904,sich bewegen::V,zganíti se,bevege seg
905,sich rühren::V,premakníti se,røre på seg
906,sich erheben::V,vstájati,reise seg
907,sich erheben::V,vzdígniti se,reise seg
908,sich setzen::V,sésti,sette sig
909,hinfallen::V,pásti dôl,falle over ende
910,laufen::V,hodíti,løpe
911,schreiten::V,stópati,skride
912,spazierengehen::V,na sprehòd íti,spasere
913,spazierengehen::V,na sprehòd íti,gå en tur
914,eilen::V,drvéti,ile
915,sich beeilen::V,hitéti,skynde seg
916,sausen::V,dírkati,suse
917,rennen::V,dírjati,løpe
918,springen::V,skákati,hoppe
919,springen::V,skákati,springe
920,klettern::V,plézati,klatre
921,schaukeln::V,kolébati,huske
922,kriechen::V,pláziti se,krype
923,schwimmen::V,plávati,svømme
924,tauchen::V,potápljati se,dykke
925,rudern::V,vesláti,ro
926,fahren::V,vozíti se,kjøre
927,fahren::V,peljáti se,kjøre
928,fliegen::V,létati,fly
929,gehen::V,íti,gå
930,weggehen::V,odíti,gå bort
931,abfahren::V,odpeljáti se,reise
932,anhalten::V,ustáviti se,stanse
933,hineingehen::V,íti nóter,gå inn
934,eintreten::V,vstopíti,tre inn
935,kommen::V,príti,komme
936,ankommen::V,prispéti,ankomme
937,ankommen::V,prispéti,komme til
938,ankommen::V,prihájati,ankomme
939,ankommen::V,prihájati,komme til
940,zurückkommen::V,vrníti se,komme tilbake
941,bleiben::V,ostáti,bli
942,bleiben::V,ostáti,forbli
943,warten::V,čákati,vente
944,erwarten::V,pričakováti,vente
945,suchen::V,iskáti,søke
946,finden::V,nájti,finne
947,versuchen::V,poskúšati,prøve
948,versuchen::V,poskúšati,forsøke
949,vorbereiten::V,pripráviti,forberede
950,lieben::V,ljubíti,elske
951,mögen::V,márati,like
952,lachen::V,smejáti se,le
953,rühren::V,ganíti,røre
954,weinen::V,jókati,gråte
955,weinen::V,plákati,gråte
956,schimpfen::V,psováti,skjelle
957,schimpfen::V,zmérjati,skjelle
958,sich ärgern::V,jezíti se,ergre seg
959,sich fürchten::V,báti se,være redd
960,fürchten::V,báti se,være redd for
961,fliehen::V,bežáti,rømme
962,fliehen::V,bežáti,flykte
963,flüchten::V,pobégniti,flykte
964,sehen::V,vídeti,se
965,anschauen::V,oglédati,se på
966,anschauen::V,oglédati,betrakte
967,ansehen::V,glédati,anse
968,hören::V,slíšati,høre
969,zuhören::V,poslúšati,tilhøre
970,probieren::V,poskúšati,smake
971,probieren::V,poskúšati,smake på
972,riechen::V,dúhati,lukte
973,fühlen::V,čutíti,føle
974,scheinen::V,zdéti se,se ut
975,zu sehen sein::V,vídeti se,synes
976,vernehmen::V,čúti,få vite
977,frieren::V,zébsti,fryse
978,tun::V,délati,gjøre
979,können::V,môči,kunne
980,wollen::V,hotéti,ville
981,anfangen::V,začéti,begynne
982,beenden::V,dokončáti,avslutte
983,aufhören::V,prenéhati,slutte
984,aufhören::V,prenéhati,holde opp
985,gelingen::V,uspéti,lykkes
986,gelingen::V,posréčiti se,lykkes
987,geraten::V,obnêsti se,bli
988,öffnen::V,odpréti,åpne
989,schließen::V,zapréti,lukke
990,schließen::V,zapréti,stenge
991,stellen::V,postáviti,stille
992,setzen::V,posadíti,sette
993,legen::V,položíti,legge
994,berühren::V,dotíkati se,berøre
995,verbinden::V,obvézati,forbinde
996,bedecken::V,pokríti,dekke
997,aufhängen::V,obésiti,henge
998,aufhängen::V,obésiti,henge opp
999,anzünden::V,zažgáti,tenne
1000,anzünden::V,zažgáti,antenne
1001,anzünden::V,zažgáti,tenne på
1002,aufheben::V,vzdígniti,løfte
1003,aufheben::V,vzdígniti,ta opp
1004,zurücklassen::V,zapustíti,slippe tilbake
1005,verlieren::V,izgubíti,miste
1006,fallen lassen::V,navréči,droppe
1007,fallen lassen::V,navréči,la falle
1008,machen::V,naredíti,lage
1009,machen::V,naredíti,gjøre
1010,machen::V,napráviti,lage
1011,machen::V,napráviti,gjøre
1012,herstellen::V,izdélati,fremstille
1013,bauen::V,gradíti,bygge
1014,reparieren::V,popráviti,reparere
1015,verbessern::V,izbóljšati,rette
1016,verbessern::V,izbóljšati,forbedre
1017,ändern::V,spremeníti,forandre
1018,graben::V,kopáti,grave
1019,graben::V,grêbsti,grave
1020,beugen::V,upogníti,bøye
1021,biegen::V,zavíjati,bøye
1022,drehen::V,vrtéti,dreie
1023,wenden::V,obrníti,vende
1024,umdrehen::V,zasúkati,snu
1025,heben::V,dvígati,heve
1026,hochheben::V,privzdígniti,løfte
1027,ergreifen::V,zgrábiti,gripe
1028,ergreifen::V,zgrábiti,få tak i
1029,halten::V,držáti,holde
1030,drücken::V,tiščáti,trykke
1031,schieben::V,ríniti,skyve
1032,kratzen::V,práskati,klø
1033,kratzen::V,práskati,klore
1034,lecken::V,lízati,slikke
1035,beißen::V,grísti,bite
1036,abreißen::V,odtŕgati,rive av
1037,abschneiden::V,odrézati,skjære av
1038,binden::V,vézati,binde
1039,stecken::V,vtakníti,stikke
1040,brechen::V,lomíti,bryte
1041,brechen::V,lomíti,briste
1042,klopfen::V,tólči,banke
1043,hauen::V,séči,hogge
1044,kleben::V,lépiti,klistre
1045,reiben::V,tréti,gni
1046,reiben::V,dŕgniti,gni
1047,streichen::V,namázati,stryke
1048,schleifen::V,brúsiti,slipe
1049,schneiden::V,rézati,klippe
1050,rütteln::V,strésti,ruske
1051,schütteln::V,majáti,riste
1052,schwenken::V,obrníti,svinge
1053,schütten::V,sípati,helle
1054,füllen::V,napolníti,fylle
1055,einwickeln::V,zavíti,vikle inn
1056,tragen::V,nêsti,bære
1057,schleppen::V,vláčiti,slepe
1058,ziehen::V,vléči,dra
1059,ziehen::V,vléči,trekke
1060,aufbewahren::V,shranjeváti,oppbevare
1061,aufbewahren::V,shranjeváti,ta vare på
1062,werfen::V,lúčati,kaste
1063,fangen::V,ujéti,fange
1064,packen::V,prijéti,gripe
1065,packen::V,prijéti,gripe tak i
1066,verstecken::V,skríti,gjemme
1067,teilen::V,razdelíti,dele
1068,schicken::V,pošíljati,sende
1069,bringen::V,prinêsti,bringe
1070,hinzufügen::V,pristáviti,tilføye
1071,bekommen::V,dobíti,få
1072,erhalten::V,prejéti,få
1073,nehmen::V,vzéti,ta
1074,wählen::V,izbírati,velge
1075,auswählen::V,izbráti,velge ut
1076,bewahren::V,ohraníti,bevare
1077,behindern::V,ovírati,hindre
1078,behindern::V,ovírati,forhindre
1079,verderben::V,pokváriti,ødelegge
1080,beschädigen::V,poškodováti,skade
1081,zerbrechen::V,razlomíti,brekke i stykker
1082,zerreißen::V,raztŕgati,rive i stykker
1083,zerstören::V,razrúšiti,ødelegge
1084,verbrennen::V,sežgáti,brenne
1085,verbrennen::V,sežgáti,brenne opp
1086,geben::V,dáti,gi
1087,reichen::V,séči,rekke
1088,reichen::V,molíti,rekke
1089,schenken::V,podáriti,forære
1090,schenken::V,podáriti,skjenke
1091,versprechen::V,obljubíti,love
1092,wünschen::V,vóščiti,ønske
1093,loben::V,hváliti,rose
1094,küssen::V,poljubováti,kysse
1095,wiegen::V,zíbati,vogge
1096,zudecken::V,pokríti,dekke til
1097,wecken::V,zbudíti,vekke
1098,zeigen::V,pokázati,vise
1099,führen::V,vêsti,føre
1100,lehren::V,učíti,lære
1101,unterrichten::V,poučeváti,undervise
1102,aufziehen::V,vzgojíti,oppdra
1103,leiten::V,uprávljati,lede
1104,antreiben::V,goníti,drive på
1105,lassen::V,povzročíti,få til å
1106,einladen::V,povábiti,be
1107,einladen::V,povábiti,invitere
1108,vereinigen::V,zdrúžiti,forene
1109,besuchen::V,obiskáti,besøke
1110,treffen::V,pogodíti,møte
1111,treffen::V,pogodíti,treffe
1112,sich versammeln::V,zbráti se,forsamles
1113,spielen::V,igráti se,leke
1114,spielen::V,igráti se,spille
1115,singen::V,péti,synge
1116,tanzen::V,plésati,danse
1117,sich trennen::V,ločíti se,skilles
1118,verlassen::V,zapustíti,forlate
1119,retten::V,réšiti,redde
1120,bewachen::V,strážiti,bevokte
1121,schützen::V,sčítiti,verne
1122,schützen::V,sčítiti,beskytte
1123,verteidigen::V,braníti,forsvare
1124,sich schlagen::V,têpsti se,slåss
1125,schießen::V,stréljati,skyte
1126,siegen::V,zmágati,seire
1127,ärgern::V,jezíti,ergre
1128,ärgern::V,razbúriti,ergre
1129,schlagen::V,têpsti,
1130,schlagen::V,udáriti,
1131,treten::V,teptáti,sparke
1132,stechen::V,ubôsti,stikke
1133,stoßen::V,peháti,støte
1134,stoßen::V,drégniti,støte
1135,stehlen::V,ukrásti,stjele
1136,stehlen::V,pokrásti,stjele
1137,stören::V,motíti,forstyrre
1138,belästigen::V,nadlegováti,plage
1139,belästigen::V,nadlegováti,sjenere
1140,verbergen::V,skríti,gjemme
1141,täuschen::V,slepíti,villede
1142,betrügen::V,várati,bedra
1143,betrügen::V,ogoljufáti,bedra
1144,töten::V,ubíti,drepe
1145,wohnen::V,prebívati,bo
1146,arbeiten::V,délati,arbeide
1147,sammeln::V,zbráti,samle
1148,pflücken::V,obráti,plukke
1149,jagen::V,lovíti,jage
1150,fischen::V,ribáriti,fiske
1151,fassen::V,zajéti,fange
1152,hüten::V,pásti,vokte
1153,treiben::V,pogánjati,drive
1154,anbinden::V,privézati,feste
1155,füttern::V,kŕmiti,fore
1156,melken::V,mólsti,melke
1157,hacken::V,sékati,hakke
1158,gießen::V,ulíti,helle
1159,reifen::V,zoréti,modne
1160,zubereiten::V,pripráviti,lage
1161,zubereiten::V,pripráviti,tilberede
1162,kochen::V,kúhati,koke
1163,backen::V,cvréti,bake
1164,braten::V,pêči,steke
1165,umrühren::V,preméšati,røre om
1166,stricken::V,plêsti,strikke
1167,nähen::V,šívati,sy
1168,färben::V,bárvati,farge
1169,reinigen::V,očístiti,rense
1170,reinigen::V,očístiti,gjøre ren
1171,waschen::V,opráti,vaske
1172,abwischen::V,obrísati,tørke av
1173,spülen::V,splakováti,spyle
1174,spülen::V,splakováti,skylle
1175,fegen::V,pométati,feie
1176,kehren::V,mésti,koste
1177,baden::V,kópati se,bade
1178,sich waschen::V,umíti se,vaske seg
1179,ausziehen::V,izvléči,ta av
1180,anziehen::V,obléči,ta på
1181,sich anziehen::V,obléči se,kle på seg
1182,kämmen::V,česáti,gre
1183,kämmen::V,česáti,kjemme
1184,schmücken::V,okrasíti,pynte
1185,schmücken::V,okrasíti,smykke
1186,sagen::V,dejáti,si
1187,sprechen::V,govoríti,snakke
1188,reden::V,rêči,tale
1189,reden::V,rêči,snakke
1190,sich unterhalten::V,razgovárjati se,samtale
1191,fragen::V,vprášati,spørre
1192,bitten::V,prosíti,be
1193,erzählen::V,práviti,fortelle
1194,mitteilen::V,naznániti,meddele
1195,nennen::V,imenováti,kalle
1196,rufen::V,klícati,rope
1197,prahlen::V,baháti se,skryte
1198,übersetzen::V,prevêsti,oversette
1199,denken::V,mísliti,tenke
1200,glauben::V,verjéti,tro
1201,bemerken::V,opáziti,bemerke
1202,bemerken::V,opáziti,legge merke til
1203,erkennen::V,spoznáti,gjenkjenne
1204,begreifen::V,pôjmiti,begripe
1205,verstehen::V,razuméti,forstå
1206,verstehen::V,razuméti,skjønne
1207,lernen::V,učíti se,lære
1208,wissen::V,znáti,vite
1209,wissen::V,védeti,vite
1210,sich erinnern an::V,spómniti se,huske på
1211,vergessen::V,pozábiti,glemme
1212,messen::V,mériti,måle
1213,zählen::V,štéti,telle
1214,rechnen::V,račúnati,regne
1215,lesen::V,bráti,lese
1216,lesen::V,čítati,lese
1217,malen::V,slíkati,male
1218,zeichnen::V,rísati,tegne
1219,schreiben::V,písati,skrive
1220,besitzen::V,iméti,eie
1221,besitzen::V,iméti,inneha
1222,kaufen::V,kupíti,kjøpe
1223,verkaufen::V,prodáti,selge
1224,bezahlen::V,pláčati,betale
1225,zahlen::V,plačeváti,betale
1226,beherrschen::V,obvládati,beherske
1227,ertragen::V,prenêsti,orke
1228,Verstand::N,,forstand
