,Concept_ID,it,pl
824,einmal::ADV,una volta,raz
825,manchmal::ADV,talvolta,czasem
826,manchmal::ADV,qualche volta,czasem
827,oft::ADV,spesso,często
828,immer::ADV,sempre,zawsze
829,niemals::ADV,non mai,nigdy
830,hier::ADV,qua,tu
831,hier::ADV,qua,tutaj
832,hierhin::ADV,qua,tu
833,von hier::ADV,ne,stąd
834,von hier::ADV,da qui,stąd
835,dort::ADV,lì,tam
836,dorthin::ADV,là,tam
837,geradeaus::ADV,diritto,prosto
838,vorwärts::ADV,avanti,naprzód
839,rückwärts::ADV,all'indietro,wstecz
840,zurück::ADV,di indietro,z powrotem
841,unten::ADV,giù,u dołu
842,unten::ADV,giù,na dole
843,unten::ADV,sotto,u dołu
844,unten::ADV,sotto,na dole
845,hinab::ADV,giù,na_dół
846,hinab::ADV,giù,w_dół
847,hinab::ADV,in giù,na_dół
848,hinab::ADV,in giù,w_dół
849,oben::ADV,su,w górze
850,oben::ADV,su,na górze
851,oben::ADV,sopra,w górze
852,oben::ADV,sopra,na górze
853,hinauf::ADV,in sù,w górę
854,hinauf::ADV,in sù,na górę
855,hinauf::ADV,in alto,w górę
856,hinauf::ADV,in alto,na górę
857,überall::ADV,dappertutto,wszędzie
858,nicht::ADV,non,nie
859,ein wenig::ADV,un po',trochę
860,ein wenig::ADV,un poco,trochę
861,kaum::ADV,a appena,ledwie
862,kaum::ADV,a appena,prawie nie
863,sehr::ADV,molto,bardzo
864,so::ADV,così,tak
865,so::ADV,tanto,tak
866,noch::ADV,ancora,jeszcze
867,nur::ADV,solo,tylko
868,nur::ADV,soltanto,tylko
869,schon::ADV,già,już
870,wieder::ADV,di nuovo,znów
871,wieder::ADV,di nuovo,znowu
872,vergebens::ADV,invano,na próżno
873,vor::PRP,davanti a,przed
874,hinter::PRP,dietro,za
875,unter::PRP,sotto,pod
876,durch::PRP,per,przez
877,durch::PRP,attraverso,przez
878,neben::PRP,a accanto a,obok
879,zwischen::PRP,fra,między
880,wegen::PRP,a causa di,z powodu
881,dies::PRN,ciò,to
882,dies::PRN,questo,to
883,das::PRN,ciò,to
884,das::PRN,quello,to
885,alles::PRN,tutto,wszystko
886,ich::PRN,ìo,ja
887,du::PRN,tu,ty
888,er::PRN,lui,on
889,er::PRN,egli,on
890,wir::PRN,noi,my
891,ihr::PRN,voi,wy
892,sie::PRN,loro,oni
893,was::FPRN,che,co
894,was::FPRN,che cosa,co
895,wer::FPRN,chi,kto
896,wo::FADV,dove,gdzie
897,wohin::FADV,dove,dokąd
898,wie::FADV,come,jak
899,warum::FADV,perche,dlaczego
900,wieviel::FNUM,quanto,ile
901,eins::NUM,uno,jeden
902,zwei::NUM,due,dwa
903,drei::NUM,tre,trzy
904,vier::NUM,quattro,cztery
905,fünf::NUM,cinque,pięć
906,sechs::NUM,sei,sześć
907,sieben::NUM,sette,siedem
908,acht::NUM,otto,osiem
909,neun::NUM,nove,dziewięć
910,zehn::NUM,dieci,dziesięć
911,elf::NUM,ùndici,jedenaście
912,zwölf::NUM,dodici,dwanaście
913,zwanzig::NUM,venti,dwadzieścia
914,dreißig::NUM,trenta,trzydzieści
915,vierzig::NUM,quaranta,czterdzieści
916,fünfzig::NUM,cinquanta,pięćdziesiąt
917,sechzig::NUM,sessanta,sześćdziesiąt
918,siebzig::NUM,settanta,siedemdziesiąt
919,achtzig::NUM,ottanta,osiemdziesiąt
920,neunzig::NUM,novanta,dziewięćdziesiąt
921,hundert::NUM,cento,sto
922,tausend::NUM,mille,tysiąc
923,und::CNJ,e,i
924,oder::CNJ,o,lub
925,oder::CNJ,o,albo
926,stehen::V,stare in piedi,stać
927,sitzen::V,sedere,siedzieć
928,sitzen::V,stare seduto,siedzieć
929,liegen::V,giacere,leżeć
930,hängen::V,pèndere,wisieć
931,hängen::V,èssere appeso,wisieć
932,werden::V,farsi,zostać
933,werden::V,farsi,stać się
934,werden::V,diventare,zostać
935,werden::V,diventare,stać się
936,passieren::V,succèdere,dziać się
937,passieren::V,succèdere,zdarzyć się
938,beginnen::V,cominciare,zacząć się
939,enden::V,finire,kończyć się
940,enden::V,terminare,kończyć się
941,wechseln::V,variare,zmienić się
942,wechseln::V,cambiare,zmienić się
943,aufgehen[Sonne]::V,sòrgere,wzejść
944,aufgehen[Sonne]::V,spuntare,wzejść
945,untergehen[Sonne]::V,tramontare,zajść
946,scheinen[Sonne]::V,splèndere,świecić
947,donnern::V,tonare,grzmieć
948,wehen::V,soffiare,wiać
949,strömen::V,fluire,płynąć
950,strömen::V,fluire,lać się
951,fließen::V,fluire,ciec
952,fließen::V,fluire,płynąć
953,fließen::V,scorrere,ciec
954,fließen::V,scorrere,płynąć
955,sich drehen::V,girarsi,obracać się
956,schwanken::V,oscillare,chwiać się
957,schwanken::V,barcollare,chwiać się
958,schwingen::V,vibrare,wahać się
959,schwingen::V,oscillare,wahać się
960,fallen::V,cadere,padać
961,brennen::V,àrdere,palić się
962,brennen::V,bruciare,palić się
963,rauchen::V,fumare,dymić
964,rauchen::V,fumare,dymić się
965,regnen::V,piòvere,padać
966,gefrieren::V,gelarsi,zamarznąć
967,gefrieren::V,congelarsi,zamarznąć
968,tauen::V,sciògliersi,tajać
969,schmelzen::V,fòndere,topnieć
970,schmelzen::V,sciògliersi,topnieć
971,trocknen::V,asciugarsi,schnąć
972,sieden::V,bollire,wrzeć
973,sieden::V,bollire,kipieć
974,faulen::V,marcire,gnić
975,verfaulen::V,imputridire,zgnić
976,reißen::V,strapparsi,urywać się
977,versinken::V,affondare,tonąć
978,vergehen::V,passare,przechodzić
979,erscheinen::V,apparire,zjawiać się
980,erscheinen::V,comparire,zjawiać się
981,verschwinden::V,sparire,zniknąć
982,verschwinden::V,scomparire,zniknąć
983,sinken::V,calare,spadać
984,sinken::V,scendere,spadać
985,abnehmen::V,diminuire,spadać
986,zunehmen::V,aumentare,wzrosnąć
987,steigen::V,salire,wzrastać
988,steigen::V,montare,wzrastać
989,wachsen::V,crescere,rosnąć
990,glänzen::V,splèndere,błyszczeć
991,funkeln::V,brillare,zabłyszczeć
992,funkeln::V,scintillare,zabłyszczeć
993,lärmen::V,strepitare,hałasować
994,lärmen::V,fare chiasso,hałasować
995,läuten::V,suonare,dzwonić
996,klingeln::V,suonare,dzwonić
997,klirren::V,tintinnare,brzęczeć
998,brausen::V,rombare,huczeć
999,brausen::V,rumoreggiare,huczeć
1000,rauschen::V,frusciare,szumieć
1001,rauschen::V,frusciare,szeleścić
1002,klingen::V,suonare,brzmieć
1003,klingen::V,suonare,dźwięczeć
1004,bellen::V,latrare,szczekać
1005,bellen::V,abbaiare,szczekać
1006,heulen::V,urlare,wyć
1007,heulen::V,ululare,wyć
1008,blasen::V,soffiare,dmuchnąć
1009,pfeifen::V,fischiare,gwizdać
1010,schreien::V,gridare,krzyczeć
1011,stöhnen::V,gèmere,stękać
1012,zittern::V,tremare,drżeć
1013,leben::V,vìvere,żyć
1014,geboren werden::V,nàscere,urodzić się
1015,atmen::V,respirare,oddychać
1016,trinken::V,bere,pić
1017,essen::V,mangiare,jeść
1018,schlucken::V,inghiottire,połknąć
1019,müde werden::V,stancarsi,zmęczyć się
1020,einschlafen::V,addormentarsi,zasnąć
1021,schlafen::V,dormire,spać
1022,aufwachen::V,svegliarsi,obudzić się
1023,aufstehen::V,levarsi,wstać
1024,sich erholen::V,riposarsi,wypoczywać
1025,krank werden::V,ammalarsi,zachorować
1026,krank sein::V,èssere malato,chorować
1027,schmerzen::V,dolere,boleć
1028,husten::V,tossire,kaszlać
1029,genesen::V,guarire,wyzdrowieć
1030,sterben::V,morire,umrzeć
1031,umkommen::V,perire,zginąć
1032,sich bewegen::V,agitarsi,poruszać się
1033,sich rühren::V,muòversi,ruszyć się
1034,sich erheben::V,alzarsi,podnieść się
1035,sich setzen::V,sedersi,usiąść
1036,hinfallen::V,cadere,upaść
1037,laufen::V,camminare,chodzić
1038,laufen::V,andare a piedi,chodzić
1039,schreiten::V,andare,kroczyć
1040,schreiten::V,procedere,kroczyć
1041,spazierengehen::V,passeggiare,iść na spacer
1042,spazierengehen::V,andare a passeggio,iść na spacer
1043,eilen::V,andare in fretta,pospieszać
1044,sich beeilen::V,affrettarsi,pospieszyć się
1045,sausen::V,volare,pędzić
1046,sausen::V,correre,pędzić
1047,rennen::V,correre,biec
1048,rennen::V,correre,biegać
1049,springen::V,saltare,skakać
1050,klettern::V,arrampicarsi,wspinać się
1051,schaukeln::V,fare l'altalena,huśtać
1052,schaukeln::V,fare l'altalena,kołysać
1053,kriechen::V,strisciare,pełzać
1054,kriechen::V,strisciare,czołgać się
1055,schwimmen::V,nuotare,pływać
1056,tauchen::V,tuffarsi,zanurzać się
1057,tauchen::V,immèrgersi,zanurzać się
1058,rudern::V,remare,wiosłować
1059,fahren::V,andare,jechać
1060,fahren::V,viaggiare,jechać
1061,fliegen::V,volare,latać
1062,fliegen::V,volare,lecieć
1063,gehen::V,andare,iść
1064,weggehen::V,andàrsene,odejść
1065,weggehen::V,andare via,odejść
1066,abfahren::V,partire,odjechać
1067,anhalten::V,fermarsi,zatrzymać się
1068,hineingehen::V,entrare,wchodzić
1069,eintreten::V,entrare,wejść
1070,eintreten::V,entrare,nastąpić
1071,kommen::V,venire,przyjść
1072,ankommen::V,arrivare,przybyć
1073,zurückkommen::V,ritornare,wrócić
1074,bleiben::V,restare,zostać
1075,bleiben::V,rimanere,zostać
1076,warten::V,aspettare,czekać
1077,erwarten::V,attèndere,oczekiwać
1078,suchen::V,cercare,szukać
1079,finden::V,trovare,znaleźć
1080,versuchen::V,tentare,próbować
1081,vorbereiten::V,preparare,przygotować
1082,lieben::V,amare,kochać
1083,mögen::V,piacere a,lubić
1084,mögen::V,volere bene a,lubić
1085,lachen::V,rìdere,śmiać się
1086,rühren::V,commuòvere,wzruszyć
1087,weinen::V,piàngere,płakać
1088,schimpfen::V,imprecare,kląć
1089,sich ärgern::V,stizzirsi,gniewać się
1090,sich ärgern::V,arrabbiarsi,gniewać się
1091,sich fürchten::V,avere paura,bać się
1092,fürchten::V,temere,bać się
1093,fliehen::V,fuggire,uciekać
1094,flüchten::V,sfuggire,uciec
1095,sehen::V,vedere,widzieć
1096,sehen::V,vedere,zobaczyć
1097,anschauen::V,guardare,oglądać
1098,ansehen::V,guardare,popatrzeć na
1099,hören::V,udire,słyszeć
1100,hören::V,sentire,słyszeć
1101,zuhören::V,ascoltare,słuchać
1102,probieren::V,degustare,kosztować
1103,probieren::V,assaggiare,kosztować
1104,riechen::V,sentire,wąchać
1105,fühlen::V,sentire,czuć
1106,fühlen::V,sentire,odczuwać
1107,scheinen::V,parere,wydawać się
1108,scheinen::V,sembrare,wydawać się
1109,zu sehen sein::V,vedersi,widnieć
1110,vernehmen::V,sentire,usłyszeć
1111,vernehmen::V,percepire,usłyszeć
1112,frieren::V,aver freddo,marznąć
1113,tun::V,fare,czynić
1114,können::V,sapere,móc
1115,können::V,sapere,umieć
1116,wollen::V,volere,chcieć
1117,anfangen::V,iniziare,zacząć
1118,anfangen::V,cominciare,zacząć
1119,beenden::V,finire,zakończyć
1120,beenden::V,terminare,zakończyć
1121,aufhören::V,finire,przestać
1122,aufhören::V,cessare,przestać
1123,gelingen::V,riuscire,udać się
1124,geraten::V,stare,udać się
1125,öffnen::V,aprire,otworzyć
1126,schließen::V,chiùdere,zamknąć
1127,stellen::V,porre,postawić
1128,stellen::V,mettere,postawić
1129,setzen::V,porre,posadzić
1130,setzen::V,mettere,posadzić
1131,legen::V,posare,kłaść
1132,legen::V,mettere,kłaść
1133,berühren::V,toccare,dotykać
1134,verbinden::V,unire,łączyć
1135,verbinden::V,congiùngere,łączyć
1136,bedecken::V,coprire,przykryć
1137,bedecken::V,ricoprire,przykryć
1138,aufhängen::V,attaccare,powiesić
1139,anzünden::V,accèndere,zapalić
1140,anzünden::V,incendiare,zapalić
1141,aufheben::V,raccògliere,podnieść
1142,zurücklassen::V,lasciare,zostawić
1143,zurücklassen::V,lasciare indietro,zostawić
1144,verlieren::V,pèrdere,zgubić
1145,fallen lassen::V,lasciare cadere,upuścić
1146,machen::V,fare,zrobić
1147,herstellen::V,produrre,wytworzyć
1148,herstellen::V,fabbricare,wytworzyć
1149,bauen::V,costruire,budować
1150,reparieren::V,riparare,naprawiać
1151,verbessern::V,migliorare,ulepszyć
1152,ändern::V,mutare,zmienić
1153,ändern::V,cambiare,zmienić
1154,graben::V,scavare,kopać
1155,beugen::V,chinare,zagiąć
1156,beugen::V,flettere,zagiąć
1157,biegen::V,tòrcere,zgiąć
1158,drehen::V,girare,obracać
1159,wenden::V,girare,obrocić
1160,wenden::V,voltare,obrocić
1161,umdrehen::V,rivoltare,obrocić
1162,heben::V,levare,podnosić
1163,hochheben::V,levare,podnieść
1164,hochheben::V,sollevare,podnieść
1165,ergreifen::V,afferrare,chwycić
1166,halten::V,tenere,trzymać
1167,drücken::V,premere,naciskać
1168,schieben::V,spìngere,pchać
1169,schieben::V,spìngere,posuwać
1170,kratzen::V,grattare,drapać
1171,kratzen::V,graffiare,drapać
1172,lecken::V,leccare,lizać
1173,beißen::V,mòrdere,kąsać
1174,abreißen::V,staccarsi,oderwać
1175,abreißen::V,strapparsi,oderwać
1176,abschneiden::V,tagliare,odciąć
1177,binden::V,legare,wiązać
1178,binden::V,bendare,wiązać
1179,stecken::V,ficcare,wetknąć
1180,brechen::V,rompere,złamać
1181,klopfen::V,bàttere,pukać
1182,klopfen::V,bàttere,stukać
1183,hauen::V,picchiare,bić
1184,kleben::V,incollare,kleić
1185,reiben::V,fregare,trzeć
1186,streichen::V,spalmare,smarować
1187,schleifen::V,arrotare,ostrzyć
1188,schneiden::V,tagliare,ciąć
1189,schneiden::V,tagliare,krajać
1190,rütteln::V,scuòtere,trząść
1191,schütteln::V,agitare,trząść
1192,schütteln::V,scuòtere,trząść
1193,schwenken::V,agitare,machać
1194,schwenken::V,sventolare,machać
1195,schütten::V,versare,nasypać
1196,füllen::V,riempire,napełnić
1197,einwickeln::V,involtare,zawinąć
1198,tragen::V,portare,nieść
1199,schleppen::V,trainare,wlec
1200,schleppen::V,trascinare,wlec
1201,ziehen::V,tirare,ciągnąć
1202,aufbewahren::V,custodire,przechowywać
1203,aufbewahren::V,conservare,przechowywać
1204,werfen::V,gettare,rzucać
1205,werfen::V,lanciare,rzucać
1206,fangen::V,prèndere,łowić
1207,fangen::V,acchiappare,łowić
1208,packen::V,pigliare,chwycić
1209,packen::V,afferrare,chwycić
1210,verstecken::V,nascondere,ukryć
1211,verstecken::V,nascondere,schować
1212,teilen::V,divìdere,podzielić
1213,schicken::V,inviare,posyłać
1214,bringen::V,portare,przynieść
1215,bringen::V,apportare,przynieść
1216,hinzufügen::V,aggiùngere,dodać
1217,bekommen::V,ricevere,dostać
1218,erhalten::V,ricevere,otrzymać
1219,nehmen::V,prèndere,wziąć
1220,wählen::V,elèggere,wybrać
1221,wählen::V,scegliere,wybrać
1222,auswählen::V,scegliere,wybrać
1223,bewahren::V,conservare,zachować
1224,behindern::V,impedire,utrudnić
1225,behindern::V,impedire,przeszkadzać
1226,verderben::V,guastare,zepsuć
1227,beschädigen::V,danneggiare,uszkodzić
1228,zerbrechen::V,rompere,złamać
1229,zerbrechen::V,spezzare,złamać
1230,zerreißen::V,stracciare,drzeć
1231,zerreißen::V,stracciare,rozdzierać
1232,zerstören::V,distrùggere,zniszczyć
1233,verbrennen::V,bruciare,spalić
1234,geben::V,dare,dać
1235,reichen::V,pòrgere,podać
1236,schenken::V,regalare,darować
1237,versprechen::V,promettere,obiecać
1238,wünschen::V,augurare,życzyć
1239,loben::V,lodare,chwalić
1240,küssen::V,baciare,całować
1241,wiegen::V,cullare,kołysać
1242,wiegen::V,dondolare,kołysać
1243,zudecken::V,coprire,przykryć
1244,wecken::V,svegliare,zbudzić
1245,zeigen::V,indicare,pokazać
1246,führen::V,guidare,wieść
1247,führen::V,guidare,prowadzić
1248,führen::V,condurre,wieść
1249,führen::V,condurre,prowadzić
1250,lehren::V,insegnare,uczyć
1251,unterrichten::V,istruire,nauczać
1252,unterrichten::V,insegnare,nauczać
1253,aufziehen::V,allevare,wychować
1254,leiten::V,avviare,kierować
1255,leiten::V,dirìgere,kierować
1256,antreiben::V,incitare,popędzić
1257,lassen::V,fare,zostawić
1258,einladen::V,invitare,zaprosić
1259,vereinigen::V,unire,zjednoczyć
1260,besuchen::V,visitare,odwiedzić
1261,besuchen::V,far vìsita a,odwiedzić
1262,treffen::V,incontrare,trafić
1263,treffen::V,incontrare,spotkać
1264,sich versammeln::V,rinunirsi,zebrać się
1265,sich versammeln::V,rinunirsi,zgromadzić się
1266,spielen::V,giocare,grać
1267,spielen::V,giocare,bawić się
1268,singen::V,cantare,śpiewać
1269,tanzen::V,danzare,pląsać
1270,tanzen::V,danzare,tańczyć
1271,sich trennen::V,separarsi,rozstać się
1272,verlassen::V,lasciare,opuścić
1273,verlassen::V,abbandonare,opuścić
1274,retten::V,salvare,ocalić
1275,retten::V,salvare,uratować
1276,bewachen::V,custodire,pilnować
1277,schützen::V,protèggere,ochronić
1278,verteidigen::V,difèndere,bronić
1279,sich schlagen::V,bàttersi,pobić się
1280,schießen::V,sparare,strzelać
1281,siegen::V,vìncere,zwycziężyć
1282,ärgern::V,stizzire,gniewać
1283,schlagen::V,bàttere,bić
1284,schlagen::V,bàttere,uderzyć
1285,treten::V,calciare,kopnąć
1286,stechen::V,pùngere,ukłuć
1287,stoßen::V,urtare,popchnąć
1288,stoßen::V,spìngere,popchnąć
1289,stehlen::V,rubare,ukraść
1290,stören::V,disturbare,zakłócić
1291,stören::V,disturbare,przeszkodzić
1292,belästigen::V,molestare,dokuczać
1293,belästigen::V,importunare,dokuczać
1294,verbergen::V,celare,ukryć
1295,verbergen::V,nascondere,ukryć
1296,täuschen::V,ingannare,łudzić
1297,betrügen::V,frodare,oszukać
1298,betrügen::V,truffare,oszukać
1299,töten::V,uccìdere,zabić
1300,wohnen::V,abitare,mieszkać
1301,arbeiten::V,lavorare,pracować
1302,sammeln::V,raccògliere,zebrać
1303,sammeln::V,collezionare,zebrać
1304,pflücken::V,cògliere,zerwać
1305,jagen::V,cacciare,polować
1306,fischen::V,pescare,łowić ryby
1307,fassen::V,catturare,złapać
1308,fassen::V,acchiappare,złapać
1309,hüten::V,pascolare,paść
1310,treiben::V,spìngere,pędzić
1311,anbinden::V,legare,przywiązać
1312,anbinden::V,attaccare,przywiązać
1313,füttern::V,dar da mangiare a,karmić
1314,melken::V,mùngere,doić
1315,hacken::V,tritare,rąbać
1316,hacken::V,spaccare,rąbać
1317,gießen::V,annaffiare,lać
1318,gießen::V,annaffiare,podlać
1319,reifen::V,maturare,dojrzeć
1320,zubereiten::V,preparare,przyrządzić
1321,kochen::V,cuòcere,gotować
1322,backen::V,cuòcere,piec
1323,backen::V,cuòcere al forno,piec
1324,braten::V,frìggere,piec
1325,braten::V,frìggere,smażyć
1326,braten::V,arrostire,piec
1327,braten::V,arrostire,smażyć
1328,umrühren::V,mescolare,przemieszać
1329,stricken::V,llavorare a maglia,dziać
1330,nähen::V,cucire,szyć
1331,färben::V,tìngere,pofarbować
1332,reinigen::V,pulire,oczyścić
1333,reinigen::V,nettare,oczyścić
1334,waschen::V,lavare,prać
1335,abwischen::V,asciugare,obetrzeć
1336,spülen::V,lavare,płukać
1337,spülen::V,sciacquare,płukać
1338,fegen::V,spazzare,zamiatać
1339,kehren::V,spazzare,zamieść
1340,baden::V,bagnarsi,kąpać się
1341,baden::V,fare il bagno,kąpać się
1342,sich waschen::V,lavarsi,myć się
1343,ausziehen::V,tògliersi,zdjąć
1344,anziehen::V,mettersi,włożyć
1345,anziehen::V,indossare,włożyć
1346,sich anziehen::V,vestirsi,ubrać się
1347,kämmen::V,pettinare,uczesać
1348,schmücken::V,ornare,ozdabiać
1349,schmücken::V,decorare,ozdabiać
1350,sagen::V,dire,powiedzieć
1351,sprechen::V,parlare,mówić
1352,reden::V,parlare,mówić
1353,sich unterhalten::V,conversare,rozmawiać
1354,fragen::V,chièdere,zapytać
1355,fragen::V,domandare,zapytać
1356,bitten::V,pregare,prosić
1357,erzählen::V,narrare,opowiedzieć
1358,erzählen::V,raccontare,opowiedzieć
1359,mitteilen::V,comunicare,zawiadomić o
1360,nennen::V,nominare,nazwać
1361,rufen::V,chiamare,wołać
1362,prahlen::V,vantarsi,chełpić się
1363,übersetzen::V,tradurre,tłumaczyć
1364,denken::V,pensare,myśleć
1365,glauben::V,credere,sądzić
1366,glauben::V,credere,wierzyć
1367,bemerken::V,notare,zauważyć
1368,bemerken::V,osservare,zauważyć
1369,erkennen::V,riconoscere,poznać
1370,begreifen::V,capire,zrozumieć
1371,begreifen::V,comprèndere,zrozumieć
1372,verstehen::V,intèndere,rozumieć
1373,verstehen::V,intèndere,dosłyszeć
1374,verstehen::V,comprèndere,rozumieć
1375,verstehen::V,comprèndere,dosłyszeć
1376,lernen::V,imparare,uczyć się
1377,lernen::V,apprèndere,uczyć się
1378,wissen::V,sapere,wiedzieć
1379,sich erinnern an::V,ricordare,przypomnieć sobie
1380,sich erinnern an::V,ricordarsi di,przypomnieć sobie
1381,vergessen::V,dimenticare,zapomnieć
1382,messen::V,misurare,mierzyć
1383,zählen::V,contare,liczyć
1384,rechnen::V,contare,rachować
1385,rechnen::V,calcolare,rachować
1386,lesen::V,lèggere,czytać
1387,malen::V,dipìngere,malować
1388,zeichnen::V,disegnare,rysować
1389,schreiben::V,scrìvere,pisać
1390,besitzen::V,possedere,posiadać
1391,kaufen::V,comprare,kupić
1392,kaufen::V,acquistare,kupić
1393,verkaufen::V,vendere,sprzedać
1394,bezahlen::V,pagare,zapłacić
1395,zahlen::V,pagare,płacić
1396,beherrschen::V,dominare,opanować
1397,ertragen::V,sopportare,znieść
