,Concept_ID,vep,cs
833,sechzig::NUM,kuz'kümne,šedesát
834,siebzig::NUM,seičemekümne,sedmdesát
835,achtzig::NUM,kahesakümne,osmdesát
836,neunzig::NUM,ühesakümne,devadesát
837,hundert::NUM,sada,sto
838,tausend::NUM,tuha,tisíc
839,und::CNJ,i,a
840,und::CNJ,da,a
841,oder::CNJ,vai,nebo
842,stehen::V,seišta,stát
843,sitzen::V,ištta,sedět
844,liegen::V,venuda,ležet
845,hängen::V,ripta,viset
846,werden::V,lindä,stát se
847,werden::V,tehtas,stát se
848,passieren::V,ozaitas,stát se
849,beginnen::V,augotadas,počít
850,enden::V,loptas,končit
851,enden::V,loptas,skončit
852,wechseln::V,vajehtadas,měnit se
853,aufgehen[Sonne]::V,nousta,vyjít
854,untergehen[Sonne]::V,lasktas,zapadnout
855,scheinen[Sonne]::V,paštta,svítit
856,donnern::V,juraita,hřmět
857,wehen::V,dölta,vát
858,wehen::V,dölta,vanout
859,wehen::V,puhuda,vát
860,wehen::V,puhuda,vanout
861,strömen::V,valadas,proudit
862,fließen::V,valuda,téct
863,sich drehen::V,punotas,točit se
864,schwanken::V,čibuda,kolísat
865,schwanken::V,čibuda,houpat se
866,schwingen::V,čibuda,kývat se
867,fallen::V,langeta,padat
868,brennen::V,pallada,hořet
869,rauchen::V,savustada,kouřit
870,regnen::V,vihmda,pršet
871,gefrieren::V,jäduda,zamrznout
872,gefrieren::V,kül'mdä,zamrznout
873,tauen::V,sulada,tát
874,schmelzen::V,sulada,tavit
875,trocknen::V,kuida,schnout
876,trocknen::V,kuivehtuda,schnout
877,sieden::V,kehuda,vřít
878,faulen::V,hapata,hnít
879,faulen::V,traudäs,hnít
880,verfaulen::V,hapata,shnít
881,reißen::V,rebita,roztrhat se
882,versinken::V,upota,topit se
883,versinken::V,upota,ponořit se
884,vergehen::V,mända,plynout
885,erscheinen::V,ozutadas,objevit se
886,verschwinden::V,hajeta,zmizet
887,sinken::V,väheta,klesat
888,sinken::V,lasktas,klesat
889,abnehmen::V,peneta,ubýt
890,zunehmen::V,ližaduda,přibýt
891,steigen::V,nousta,stoupat
892,wachsen::V,kazda,růst
893,glänzen::V,loštta,lesknout se
894,funkeln::V,hoštta,jiskřit se
895,lärmen::V,robaita,dělat hluk
896,läuten::V,judaita,zvonit
897,klingeln::V,kelotada,zvonit
898,klirren::V,biraita,řinčet
899,brausen::V,bruncta,hučet
900,rauschen::V,šobaita,šumět
901,klingen::V,heläita,znít
902,bellen::V,nutta,štěkat
903,heulen::V,ulaita,výt
904,blasen::V,puhuda,foukat
905,pfeifen::V,pistta,pískat
906,pfeifen::V,vihelta,pískat
907,schreien::V,kirkta,křičet
908,schreien::V,kidastada,křičet
909,stöhnen::V,ohkta,sténat
910,stöhnen::V,voivotada,sténat
911,zittern::V,säraita,třást se
912,leben::V,eläda,žít
913,geboren werden::V,sünduda,rodit se
914,atmen::V,henktä,dýchat
915,trinken::V,joda,pít
916,essen::V,söda,jíst
917,schlucken::V,lainata,polykat
918,müde werden::V,väzuda,unavit se
919,müde werden::V,šuštuda,unavit se
920,einschlafen::V,uinota,usnout
921,schlafen::V,magata,spát
922,schlafen::V,nukkuda,spát
923,aufwachen::V,heraštuda,probudit se
924,aufstehen::V,nousta,vstát
925,sich erholen::V,lebaitas,zotavovat se
926,krank werden::V,läžegata,onemocnět
927,krank sein::V,läžuda,být nemocný
928,schmerzen::V,kibištada,bolet
929,husten::V,rügda,kašlat
930,genesen::V,tervehtuda,uzdravit se
931,sterben::V,kolda,umřít
932,umkommen::V,kolda,zahynout
933,sich bewegen::V,likkuda,pohnout se
934,sich rühren::V,likahtada,hnout se
935,sich rühren::V,kubahtada,hnout se
936,sich erheben::V,nousta,zdvihnout se
937,sich setzen::V,išttas,posadit se
938,hinfallen::V,langeta,upadnout
939,laufen::V,kävuda,běžet
940,schreiten::V,astta,kráčet
941,schreiten::V,haškta,kráčet
942,spazierengehen::V,kävelta,procházet se
943,eilen::V,kiruhtada,spěchat
944,sich beeilen::V,kiruhtada,pospíšit si
945,sausen::V,fun'urta,fičet
946,rennen::V,joksta,pádit
947,springen::V,hüptä,skákat
948,klettern::V,libuda,lézt
949,klettern::V,libuda,šplhat
950,schaukeln::V,čibuda,houpat
951,kriechen::V,ličtas,lézt
952,kriechen::V,ličtas,plazit se
953,schwimmen::V,ujuda,plavat
954,tauchen::V,čukautas,nořit se
955,rudern::V,souta,veslovat
956,fahren::V,ajada,jet
957,fahren::V,ajada,jezdit
958,fahren::V,ajelda,jet
959,fahren::V,ajelda,jezdit
960,fliegen::V,leta,létat
961,gehen::V,mända,jít
962,gehen::V,kävuda,jít
963,weggehen::V,päzda,odejít
964,weggehen::V,lähtta,odejít
965,abfahren::V,tönduda,odjet
966,anhalten::V,seižutadas,zastavit se
967,hineingehen::V,mända südäimehe,vcházet se
968,eintreten::V,tulda,vstoupit
969,kommen::V,tulda,přijít
970,ankommen::V,tulda,dojít
971,zurückkommen::V,pörtas,vrátit se
972,bleiben::V,jäda,zůstat
973,warten::V,varastada,čekat
974,erwarten::V,varastada,čekat na
975,suchen::V,ectä,hledat
976,finden::V,löuta,najít
977,versuchen::V,ladida,zkoušet
978,versuchen::V,rohkaita,zkoušet
979,vorbereiten::V,vaumita,připravit
980,lieben::V,armastada,milovat
981,mögen::V,navedida,mít rád
982,lachen::V,nagrda,smát se
983,rühren::V,likutada,dojmout
984,weinen::V,itkta,plakat
985,schimpfen::V,laidas,nadávat
986,schimpfen::V,pačatada,nadávat
987,sich ärgern::V,rändüda,pohoršit se
988,sich fürchten::V,varaita,bát se
989,fürchten::V,varaita,bát se
990,fliehen::V,pageta,utéct
991,flüchten::V,pageta,prchnout
992,flüchten::V,joksta,prchnout
993,sehen::V,nähta,vidět
994,anschauen::V,kacta,podívat se na
995,ansehen::V,kacta,sledovat
996,hören::V,kulda,slyšet
997,zuhören::V,kundeltas,poslouchat
998,probieren::V,mujada,ochutnávat
999,riechen::V,rižada,cítit
1000,fühlen::V,mujada,cítit
1001,scheinen::V,näguda,zdát se
1002,zu sehen sein::V,näguda,moci být viděn
1003,vernehmen::V,kulištada,uslyšet
1004,frieren::V,kül'mdä,mrznout
1005,tun::V,tehta,dělat
1006,können::V,voida,moct
1007,können::V,mahtta,moct
1008,wollen::V,himoita,chtít
1009,wollen::V,tahtoida,chtít
1010,anfangen::V,zavottä,začít
1011,anfangen::V,augotada,začít
1012,beenden::V,loptä,ukončit
1013,aufhören::V,loptas,přestat
1014,gelingen::V,lähtta,podařit se
1015,gelingen::V,tehtas,podařit se
1016,geraten::V,tulda,dařit se
1017,öffnen::V,avaita,otevřít
1018,schließen::V,saubata,zavřít
1019,stellen::V,panda,postavit
1020,stellen::V,seižutada,postavit
1021,setzen::V,ištutada,posadit
1022,legen::V,panda,klást
1023,legen::V,panda,položit
1024,berühren::V,koskta,dotýkat se
1025,berühren::V,käziduda,dotýkat se
1026,verbinden::V,ühtenzoitta,spojit
1027,bedecken::V,katta,pokrýt
1028,bedecken::V,peitta,pokrýt
1029,aufhängen::V,riputada,oběsit
1030,aufhängen::V,riputada,pověsit
1031,anzünden::V,sütutada,zapálit
1032,anzünden::V,sütutada,podpálit
1033,aufheben::V,leta,zvednout
1034,aufheben::V,leta,zdvihnout
1035,zurücklassen::V,jätta,zanechat
1036,verlieren::V,kadotada,ztratit
1037,fallen lassen::V,kirbotada,upustit
1038,machen::V,säta,udělat
1039,machen::V,tehta,udělat
1040,herstellen::V,tehta,vyrobit
1041,bauen::V,leta,stavět
1042,bauen::V,leta,budovat
1043,bauen::V,sauda,stavět
1044,bauen::V,sauda,budovat
1045,reparieren::V,koheta,opravit
1046,verbessern::V,paremboita,zlepšit
1047,ändern::V,vajehtada,změnit
1048,graben::V,kaida,rýt
1049,graben::V,kaida,kopat
1050,graben::V,čongoida,rýt
1051,graben::V,čongoida,kopat
1052,beugen::V,koverta,ohnout
1053,biegen::V,painda,ohnout
1054,drehen::V,punotada,točit
1055,wenden::V,käta,obrátit
1056,wenden::V,kärauta,obrátit
1057,umdrehen::V,käta,obrátit
1058,heben::V,leta,zdvihnout
1059,hochheben::V,libutada,zvednout
1060,ergreifen::V,tabata,chopit se
1061,halten::V,pidada,držet
1062,drücken::V,painda,stisknout
1063,schieben::V,žigutada,posouvat
1064,kratzen::V,künstä,škrábat
1065,lecken::V,nolda,lízat
1066,beißen::V,purda,kousat
1067,beißen::V,hambastada,kousat
1068,abreißen::V,ratketa,utrhat
1069,abreißen::V,ratketa,odtrhat
1070,abschneiden::V,čapata,uřezat
1071,abschneiden::V,čapata,ukrojit
1072,abschneiden::V,leikata,uřezat
1073,abschneiden::V,leikata,ukrojit
1074,binden::V,sidoda,přivázat
1075,stecken::V,čokaita,strčit
1076,brechen::V,katkaita,lomit
1077,klopfen::V,kolkotada,ťukat
1078,klopfen::V,kolkotada,klepat
1079,hauen::V,löda,bít
1080,kleben::V,klejata,lepit
1081,reiben::V,hosta,třít
1082,reiben::V,törkita,třít
1083,reiben::V,jorotada,třít
1084,streichen::V,voita,mazat
1085,schleifen::V,hijoida,brousit
1086,schleifen::V,teravzoitta,brousit
1087,schneiden::V,leikata,řezat
1088,schneiden::V,leikata,střihat
1089,rütteln::V,heilutada,třást
1090,rütteln::V,heilutada,otřást
1091,schütteln::V,pudištada,třást
1092,schütteln::V,pudištada,zatřást
1093,schwenken::V,maihutada,mávat
1094,schütten::V,valada,nasypat
1095,füllen::V,täutta,naplnit
1096,einwickeln::V,kärdä,zavinout
1097,tragen::V,kantta,nést
1098,tragen::V,kandišta,nést
1099,schleppen::V,vedätada,vléct
1100,ziehen::V,vedada,tahat
1101,ziehen::V,vedada,táhnout
1102,aufbewahren::V,kaita,schovat
1103,werfen::V,čuta,házet
1104,werfen::V,tactä,házet
1105,fangen::V,püta,chytat
1106,packen::V,tabata,uchvátit
1107,verstecken::V,peitta,schovat
1108,teilen::V,jagada,rozdělit
1109,schicken::V,oigeta,posílat
1110,bringen::V,veda,přinést
1111,hinzufügen::V,ližata,připojit
1112,bekommen::V,sada,dostat
1113,erhalten::V,sada,uchovat
1114,nehmen::V,otta,vzít
1115,wählen::V,valita,zvolit
1116,auswählen::V,valita,vybrat
1117,bewahren::V,kaita,uchránit
1118,behindern::V,telustada,překážet
1119,verderben::V,travida,zkazit
1120,beschädigen::V,satatada,porušit
1121,beschädigen::V,satatada,poškodit
1122,zerbrechen::V,mureta,rozlámat
1123,zerreißen::V,rebitada,roztrhnout
1124,zerstören::V,mureta,zničit
1125,verbrennen::V,poltta,spálit
1126,geben::V,antta,dát
1127,reichen::V,antta,podat
1128,schenken::V,lahjoita,darovat
1129,versprechen::V,toivotada,slíbit
1130,wünschen::V,toivotada,přát
1131,loben::V,kitta,chválit
1132,küssen::V,tervehtada,líbat
1133,wiegen::V,likutada,chovat
1134,wiegen::V,likutada,kolébat
1135,zudecken::V,katta,přikrýt
1136,zudecken::V,katta,přiklopit
1137,wecken::V,noustatada,vzbudit
1138,zeigen::V,ozutada,ukázat
1139,führen::V,astutada,vést
1140,lehren::V,opeta,učit
1141,unterrichten::V,opeta,vyučovat
1142,aufziehen::V,kazvatada,vychovat
1143,leiten::V,ohjata,vodit
1144,antreiben::V,rigehtoitta,nutit
1145,lassen::V,käskta,dát
1146,einladen::V,kucta,pozvat
1147,vereinigen::V,ühtenzoitta,spojit
1148,besuchen::V,rižada,návštívit
1149,treffen::V,vastata,potkat
1150,sich versammeln::V,kägeta,shromáždit se
1151,sich versammeln::V,sätas,shromáždit se
1152,spielen::V,väta,hrát
1153,singen::V,pajatada,zpívat
1154,tanzen::V,kargaita,tančit
1155,sich trennen::V,erigata,rozejít se
1156,verlassen::V,jätta,opustit
1157,retten::V,päzutada,zachránit
1158,bewachen::V,varjoita,hlídat
1159,schützen::V,kaita,chránit
1160,verteidigen::V,kaita,obhájit
1161,sich schlagen::V,torata,bít se
1162,schießen::V,ampta,střílet
1163,siegen::V,vägestada,zvítězit
1164,ärgern::V,verdutada,zlobit
1165,ärgern::V,verdutada,pohoršit
1166,ärgern::V,rändütada,zlobit
1167,ärgern::V,rändütada,pohoršit
1168,schlagen::V,löda,udeřit
1169,schlagen::V,löda,praštit
1170,schlagen::V,iškta,udeřit
1171,schlagen::V,iškta,praštit
1172,treten::V,peksta,kopnout
1173,treten::V,topsta,kopnout
1174,stechen::V,pystiä,bodnout
1175,stechen::V,pystiä,píchnout
1176,stoßen::V,iškta,strčit
1177,stoßen::V,pudištada,strčit
1178,stehlen::V,vargastada,ukrást
1179,stören::V,keskustada,vyrušit
1180,belästigen::V,tartuteldas,obtěžovat
1181,verbergen::V,katelda,skrýt
1182,täuschen::V,manitada,klamat
1183,betrügen::V,manitada,podvést
1184,töten::V,rikta,zabít
1185,töten::V,surmita,zabít
1186,wohnen::V,eläda,bydlit
1187,arbeiten::V,rata,pracovat
1188,sammeln::V,kogota,sebrat
1189,pflücken::V,poimda,česat
1190,jagen::V,mecata,uhonit
1191,fischen::V,kalatada,chytat ryby
1192,fassen::V,tabata,ulovit
1193,hüten::V,paimeta,pást
1194,treiben::V,ajada,hnát
1195,anbinden::V,küttestada,přivázat
1196,anbinden::V,sidoda,přivázat
1197,füttern::V,sötta,krmit
1198,melken::V,lüpsta,dojit
1199,hacken::V,sauda,seknout
1200,gießen::V,valada,zalít
1201,reifen::V,küpseta,uzrát
1202,zubereiten::V,vaumištada,připravit
1203,kochen::V,keitta,vařit
1204,backen::V,paštta,péct
1205,braten::V,žarda,smažit
1206,umrühren::V,segoitada,zamíchat
1207,stricken::V,kudoda,plést
1208,nähen::V,ombelta,šít
1209,färben::V,mujutada,nabarvit
1210,reinigen::V,puhtastada,očistit
1211,waschen::V,pesta,mýt
1212,abwischen::V,pühktä,utřít
1213,spülen::V,huhtoida,spláchnout
1214,fegen::V,pühkta,zamést
1215,kehren::V,uhoita,mést
1216,baden::V,kül'ptäs,koupat se
1217,sich waschen::V,pestas,mýt se
1218,ausziehen::V,riičta,svléct
1219,ausziehen::V,rušta,svléct
1220,anziehen::V,panda päle,obléct
1221,anziehen::V,panda kädehe,obléct
1222,anziehen::V,panda jaugha,obléct
1223,sich anziehen::V,sobdas,oblékat se
1224,kämmen::V,harjata,učesat
1225,schmücken::V,čomitada,ozdobit
1226,sagen::V,sanuda,říct
1227,sprechen::V,pagišta,mluvit
1228,reden::V,pagišta,hovořit
1229,sich unterhalten::V,lodaita,povídat se
1230,fragen::V,küzuda,zeptat se
1231,bitten::V,pakita,prosit
1232,erzählen::V,sanuda,povídat
1233,erzählen::V,starinoita,povídat
1234,mitteilen::V,tedotada,sdělit
1235,mitteilen::V,tedotada,oznámit
1236,nennen::V,nimitada,nazvat
1237,rufen::V,kucta,volat
1238,rufen::V,kucta,zavolat
1239,prahlen::V,kittäs,chlubit se
1240,übersetzen::V,käta,přeložit
1241,denken::V,meletada,myslit
1242,glauben::V,uskta,věřit
1243,bemerken::V,homaita,zpozorovat
1244,erkennen::V,tundištada,poznat
1245,begreifen::V,tabata,pochopit
1246,verstehen::V,el'geta,porozumět
1247,verstehen::V,toimetada,porozumět
1248,lernen::V,opetas,učit se
1249,wissen::V,teta,vědět
1250,sich erinnern an::V,johtutada,vzpomínat si na
1251,vergessen::V,unohtada,zapomínat
1252,messen::V,märita,měřit
1253,zählen::V,lugeda,spočítat
1254,rechnen::V,lugeda,počítat
1255,lesen::V,lugeda,číst
1256,malen::V,pirta,malovat
1257,zeichnen::V,pirta,rýsovat
1258,schreiben::V,kirjutada,psát
1259,besitzen::V,omištada,mít
1260,besitzen::V,omištada,vlastnit
1261,kaufen::V,ostta,koupit
1262,verkaufen::V,möda,prodat
1263,bezahlen::V,maksta,zaplatit
1264,zahlen::V,maksta,platit
1265,beherrschen::V,valdoita,ovládat
1266,ertragen::V,tirpta,snést
