,Concept_ID,ta,lt
675,alt[Lebewesen]::A,வயதான,pagyvenęs
676,jung::A,இளமையான,jaunas
677,arm::A,ஏழ்மையான,neturtingas
678,reich::A,செல்வம் படைத்த,turtingas
679,bekannt::A,பழக்கப்பட்ட,žinomas
680,bekannt::A,பழக்கப்பட்ட,pažįstamas
681,berühmt::A,புகழ்பெற்ற,žymus
682,berühmt::A,புகழ்பெற்ற,garsus
683,fremd::A,அயல் நாட்டு,svetimas
684,verschieden::A,வித்தியாசமான,įvairus
685,nah::A,பக்கத்தில் உள்ள,artimas
686,fern::A,தொலை தூரத்தில்,tolimas
687,linker::A,மீந்திருக்கும்,kairys
688,rechter::A,வலதுபக்கம்,dešinys
689,anderer::A,மற்ற,kitas
690,erster::A,முதனமையான,pirmas
691,zweiter::A,இரண்டாவது,antras
692,dritter::A,மூன்றாவது,trečias
693,letzter::A,கடைசி,paskutinis
694,allein::ADV,தனியாக,vienas
695,auf einmal::ADV,தடீரென்று,iš karto
696,zusammen::ADV,சேர்ந்து,kartu
697,zusammen::ADV,சேர்ந்து,drauge
698,lange::ADV,அதிக நோம்,ilgai
699,plötzlich::ADV,தடீரென்று,staiga
700,sofort::ADV,உடனடியாக,tuojau
701,später::ADV,பிறகு,vėliau
702,später::ADV,பிறகு,paskiau
703,jetzt::ADV,இப்பொழது,dabãr
704,heute::ADV,இன்று,šiandien
705,morgen::ADV,நாளைக்கு,rytoj
706,bald::ADV,சீக்கிரம்,greitai
707,bald::ADV,சீக்கிரம்,netrukus
708,dann::ADV,அப்பொழுது,po to
709,gestern::ADV,நேற்று,vakar
710,einst::ADV,ஒரே முறை,kadaise
711,einst::ADV,ஒரே முறை,kitą kartą
712,damals::ADV,அப்பொழுது,anuomet
713,damals::ADV,அப்பொழுது,anuokart
714,danach::ADV,பிற்பாடு,po to
715,danach::ADV,பிற்பாடு,paskui
716,vorher::ADV,முன்பாக,anksčiau
717,zuerst::ADV,முதலில்,pirma
718,zuerst::ADV,முதலில்,iš pradžių̃
719,einmal::ADV,ஒரே முறை,kartą
720,einmal::ADV,ஒரே முறை,vieną kartą
721,manchmal::ADV,சில நேரங்களில்,kai kada
722,oft::ADV,அடிக்கடி,dažnai
723,immer::ADV,எப்பொழுதும்,visada
724,immer::ADV,எப்பொழுதும்,visuomet
725,niemals::ADV,ஒருபோதும் இல்லை,niekada
726,niemals::ADV,ஒருபோதும் இல்லை,niekuomet
727,hier::ADV,இங்கே,čia
728,hierhin::ADV,இவ்விடத்திற்கு,šen
729,hierhin::ADV,இவ்விடத்திற்கு,čionai
730,von hier::ADV,இனி,iš čia
731,dort::ADV,அங்கே,ten
732,dort::ADV,அங்கே,tenai
733,dorthin::ADV,அவ்விடத்திற்கு,ten
734,dorthin::ADV,அவ்விடத்திற்கு,ten link
735,geradeaus::ADV,முன்னாலிருக்கும்,tiesiai
736,vorwärts::ADV,முன்புறமாக,pirmyn
737,rückwärts::ADV,பின்னோக்கி,atbulai
738,zurück::ADV,பின்பக்கம்,atgal
739,unten::ADV,கீழாக,žemai
740,unten::ADV,கீழாக,apačioje
741,hinab::ADV,கீழ் நோக்கி,žemyn
742,oben::ADV,மேலே,viršuj
743,hinauf::ADV,மேலே,aukštyn
744,hinauf::ADV,மேலே,į viršų
745,überall::ADV,எல்லா இடத்திலும்,visur
746,nicht::ADV,இல்லை,ne
747,ein wenig::ADV,கொஞ்சம்,truputį
748,kaum::ADV,அரிதாக,vos
749,sehr::ADV,மிக்க,labai
750,sehr::ADV,மிக்க,baisiai
751,so::ADV,மிகவும்,taip
752,noch::ADV,இப்பொழுதும்,dar
753,nur::ADV,மட்டும்,tik
754,nur::ADV,மட்டும்,vien
755,schon::ADV,ஏற்கனவே,jau
756,wieder::ADV,மறுபடியும்,vėl
757,wieder::ADV,மறுபடியும்,iš naujo
758,vergebens::ADV,வீண்,veltui
759,vergebens::ADV,வீண்,bergždžiai
760,vor::PRP,முன்,prieš
761,hinter::PRP,பின்பக்கம்,už
762,unter::PRP,கீழே,po
763,durch::PRP,ஊடே,pro
764,durch::PRP,ஊடே,per
765,neben::PRP,அடுத்து,prie
766,neben::PRP,அடுத்து,šalia
767,zwischen::PRP,இடையில்,tarp
768,wegen::PRP,ஏனெனில்,dėl
769,wegen::PRP,ஏனெனில்,dėlei
770,dies::PRN,இது,šis
771,dies::PRN,இது,šitas
772,das::PRN,அது,tat
773,alles::PRN,ஒவ்வொன்றும்,visas
774,ich::PRN,நான்,aš
775,du::PRN,நீ,tu
776,er::PRN,அவன்,jis
777,wir::PRN,நாம்,mes
778,wir::PRN,நாங்கள்,mes
779,ihr::PRN,நீங்கள்,jūs
780,sie::PRN,அவர்கள்,ji
781,sie::PRN,அவர்கள்,jos
782,was::FPRN,என்ன,kas
783,wer::FPRN,யார்,kas
784,wo::FADV,எங்கே,kur
785,wohin::FADV,எதற்கு,kur
786,wohin::FADV,எதற்கு,kur link
787,wie::FADV,எப்படி,kaip
788,warum::FADV,ஏன்,kod̃ėl
789,warum::FADV,ஏன்,dėl ko
790,wieviel::FNUM,எவ்வளவு,kiek
791,eins::NUM,ஒன்று,vienas
792,zwei::NUM,இரண்டு,du
793,drei::NUM,மூன்று,trys
794,vier::NUM,நான்கு,keturi
795,fünf::NUM,ஐந்து,penki
796,sechs::NUM,ஆறு,šeši
797,sieben::NUM,ஏழு,septyni
798,acht::NUM,எட்டு,aštuoni
799,neun::NUM,ஒன்பது,devyni
800,zehn::NUM,பத்து,dešimt
801,elf::NUM,பதினொன்று,vienuolika
802,zwölf::NUM,பன்னிரண்டு,dvylika
803,zwanzig::NUM,இருபது,dvidešimt
804,dreißig::NUM,முப்பது,trisdešimt
805,vierzig::NUM,நாற்பது,keturiasdešimt
806,fünfzig::NUM,ஐமபது,penkiasdešimt
807,sechzig::NUM,அறுபது,šešiasdešimt
808,siebzig::NUM,எழுபது,septyniasdešimt
809,achtzig::NUM,எண்பது,aštuoniasdešimt
810,neunzig::NUM,தொன்னூறு,devyniasdešimt
811,hundert::NUM,நூறு,šimtas
812,tausend::NUM,ஆயிரம்,tūkstantis
813,und::CNJ,மற்றும்,ĩr
814,oder::CNJ,அல்லது,ar
815,oder::CNJ,அல்லது,arba
816,stehen::V,நில்,stovėti
817,sitzen::V,உட்கார்,sėdėti
818,liegen::V,படு,gulėti
819,hängen::V,தொங்கச் செய்,kyboti
820,hängen::V,தொங்கச் செய்,kabėti
821,werden::V,ஆகு,taptis
822,werden::V,ஆகு,darytis
823,passieren::V,நிகழ்,atsitikti
824,passieren::V,நிகழ்,pasitaikyti
825,beginnen::V,ஆரம்பி,prasid́ėti
826,enden::V,முடி,baigtis
827,wechseln::V,மாற்று,keistis
828,wechseln::V,மாற்று,pasikeisti
829,aufgehen[Sonne]::V,உயர எழு,tekėti
830,aufgehen[Sonne]::V,உயர எழு,patekėti
831,untergehen[Sonne]::V,பொறுத்து,leistis
832,untergehen[Sonne]::V,பொறுத்து,nusileisti
833,scheinen[Sonne]::V,பிரகாசி,šviesti
834,donnern::V,இடி,griausti
835,donnern::V,இடி,griaudėti
836,wehen::V,வீசு,pūsti
837,strömen::V,பாயதல்,lietis
838,strömen::V,பாயதல்,plūsti
839,fließen::V,நீரோட்டம் போக்கில் போ,tekėti
840,sich drehen::V,சுழல்,suktis
841,sich drehen::V,சுழல்,pasisukti
842,schwanken::V,தள்ளாடு,svyruoti
843,schwingen::V,ஆடு,suptis
844,fallen::V,விழு,pulti
845,fallen::V,விழு,kristi
846,brennen::V,எரி,degti
847,rauchen::V,பகை பிடி,rūkyti
848,regnen::V,மழை பெய்,lyti
849,gefrieren::V,உறைந்துவிடு,užšalti
850,tauen::V,உருகு,tirpti
851,schmelzen::V,உருகு,lydytis
852,trocknen::V,உலர்த்து,džiūti
853,sieden::V,கொதிக்க வை,virti
854,faulen::V,அழுகச் செய்,pūti
855,verfaulen::V,அழுகச் செய்,švinkti
856,reißen::V,திடீரென அறு,plyšti
857,reißen::V,திடீரென அறு,trūkti
858,versinken::V,மூழ்கு,skę̃sti
859,versinken::V,மூழ்கு,grimzti
860,vergehen::V,கடந்துசெல்,praeiti
861,erscheinen::V,தோன்றச்,pasirodyti
862,verschwinden::V,மறைந்து போ,dingti
863,verschwinden::V,மறைந்து போ,išnykti
864,verschwinden::V,மறைந்து போ,pranykti
865,sinken::V,பதைவுறு,kristi
866,abnehmen::V,குறை,mažėti
867,abnehmen::V,குறை,silpnėti
868,zunehmen::V,உயர்த்து,didėti
869,zunehmen::V,உயர்த்து,padaugėti
870,steigen::V,உயர எழு,kilti
871,wachsen::V,வளர்,augti
872,glänzen::V,மிளிர்,blizgėti
873,funkeln::V,பிரகாசி,žibėti
874,lärmen::V,கொம்பு,triukšmauti
875,läuten::V,மணியொலியிசை,skambinti
876,klingeln::V,மணி அடி,skambinti
877,klirren::V,கிலுங்கு,žvangėti
878,brausen::V,இரைதல்,šniokšti
879,rauschen::V,சலசலப்பு,ošti
880,rauschen::V,சலசலப்பு,šlamėti
881,klingen::V,சிலம்புதல்,skardėti
882,bellen::V,குரை,loti
883,heulen::V,ஊளையிடு,kaukti
884,heulen::V,ஊளையிடு,staugti
885,blasen::V,ஊது,pūsti
886,pfeifen::V,சீழ்க்கை எழப்பு,švilpti
887,pfeifen::V,சீழ்க்கை எழப்பு,švilpauti
888,schreien::V,கூச்சலிடு,šaukti
889,stöhnen::V,வேதனை,dejuoti
890,stöhnen::V,வேதனை,aimanuoti
891,zittern::V,நடுங்கு,virpėti
892,leben::V,உயிருடனிரு,gyventi
893,geboren werden::V,பிற,gimti
894,atmen::V,சுவாசி,alsuoti
895,atmen::V,சுவாசி,kvėpuoti
896,trinken::V,குடி,gerti
897,essen::V,சாப்பிடு,valgyti
898,schlucken::V,முழுங்கு,praryti
899,müde werden::V,கையயர்தல்,nuvargti
900,müde werden::V,கையயர்தல்,privargti
901,einschlafen::V,தூங்க,užmigti
902,schlafen::V,தூங்கு,miegoti
903,aufwachen::V,எழுப்பு,pabusti
904,aufstehen::V,எழுந்திரு,keltis
905,aufstehen::V,எழுந்திரு,atsikelti
906,sich erholen::V,இளைப்பாறு,pailsėti
907,sich erholen::V,இளைப்பாறு,poilsiauti
908,krank werden::V,விழுதல்,susirgti
909,krank sein::V,நருக்கலாயிருக்க,sirgti
910,schmerzen::V,நோவுறு,sopėti
911,schmerzen::V,நோவுறு,skaudėti
912,husten::V,இருமு,kosėti
913,genesen::V,குணம் அடை,sveikti
914,genesen::V,குணம் அடை,taisytis
915,sterben::V,மரணமடை,mirti
916,sterben::V,மரணமடை,numirti
917,umkommen::V,நசி,žūti
918,sich bewegen::V,நகர்த்து,judėti
919,sich bewegen::V,நகர்த்து,pasijudinti
920,sich rühren::V,அசை,krutėti
921,sich erheben::V,எழுந்து நில்,pakilti
922,sich erheben::V,எழுந்து நில்,atsikelti
923,sich setzen::V,உட்கார்,sėstis
924,sich setzen::V,உட்கார்,atsisėsti
925,hinfallen::V,விழு,parkristi
926,hinfallen::V,விழு,pargriūti
927,laufen::V,நட,eiti
928,schreiten::V,கவடுவைத்தல்,žengti
929,schreiten::V,கவடுவைத்தல்,žingsniuoti
930,spazierengehen::V,உலவு,pasivaikščioti
931,eilen::V,விரைந்து,skubėti
932,sich beeilen::V,அவசரப்படுத்து,paskub́ėti
933,sich beeilen::V,அவசரப்படுத்து,pasiskubinti
934,sausen::V,விரைந்து செல்,dumti
935,sausen::V,விரைந்து செல்,lėkti
936,rennen::V,ஓடு,bėgti
937,springen::V,குதி,šokti
938,klettern::V,ஏறு,kopti
939,schaukeln::V,தள்ளாடு,supti
940,schaukeln::V,தள்ளாடு,linguoti
941,kriechen::V,மெதுவாக நடந்து செல்,ropoti
942,kriechen::V,மெதுவாக நடந்து செல்,šliaužti
943,schwimmen::V,நீந்து,plaukti
944,tauchen::V,மூழ்கி நீச்சலடி,nerti
945,rudern::V,துடுப்புப் போடு,irtis
946,rudern::V,துடுப்புப் போடு,irkluoti
947,fahren::V,ஓட்டு,važiuoti
948,fahren::V,ஓட்டு,važinėti
949,fliegen::V,பற,lėkti
950,fliegen::V,பற,skristi
951,gehen::V,போ,eiti
952,weggehen::V,விலகிச் செல்,išeiti
953,abfahren::V,புறப்பட்டுச் செல்,išvykti
954,abfahren::V,புறப்பட்டுச் செல்,išvažiuoti
955,anhalten::V,நின்றுவிடு,sustoti
956,hineingehen::V,மறையச் செய்,įeiti
957,eintreten::V,நுழை,įžengti
958,kommen::V,வா,ateiti
959,ankommen::V,வநது சேர்,ateiti
960,zurückkommen::V,திரும்பி வா,grį̃žti
961,zurückkommen::V,திரும்பி வா,sugrį̃žti
962,bleiben::V,இரு,likti
963,bleiben::V,இரு,pasilikti
964,warten::V,தாமதி,laukti
965,erwarten::V,எதிர்நோக்கு,laukti
966,suchen::V,தேடு,ieškoti
967,finden::V,கண்டுபிடி,rasti
968,finden::V,கண்டுபிடி,surasti
969,versuchen::V,முயற்சி செய்,mėginti
970,vorbereiten::V,ஆயத்தம் செய்,rengti
971,lieben::V,அன்பு செலுத்து,myĺėti
972,mögen::V,விரும்பு,ḿėgti
973,mögen::V,விரும்பு,patikti
974,lachen::V,சிரி,juoktis
975,rühren::V,இதயத்தைத் தொடு,jaudinti
976,rühren::V,இதயத்தைத் தொடு,graudinti
977,weinen::V,அழு,verkti
978,schimpfen::V,சாபமிடு,bartis
979,sich ärgern::V,கோப்பபடு,pykti
980,sich ärgern::V,கோப்பபடு,apmaudauti
981,sich fürchten::V,பயப்படு,bijoti
982,sich fürchten::V,பயப்படு,baimintis
983,fürchten::V,பயப்படுத்து,bijoti
984,fürchten::V,பயப்படுத்து,baimintis
985,fliehen::V,ஓடு,bėgti
986,fliehen::V,ஓடு,sprukti
987,flüchten::V,தப்பிவிடு,pabėgti
988,sehen::V,பார்,žiūŕėti
989,anschauen::V,கூர்ந்து கவனி,žiūŕėti
990,ansehen::V,கவனி,žiūrėti į
991,ansehen::V,கவனி,pažiūrėti į
992,hören::V,கேள்,girdėti
993,zuhören::V,சுவைத்துப் பார்,klausytis
994,probieren::V,ருசி,ragauti
995,probieren::V,ருசி,paragauti
996,riechen::V,முகர்ந்து பார்,uosti
997,riechen::V,முகர்ந்து பார்,užuosti
998,fühlen::V,தொட்டுணர்,justi
999,fühlen::V,தொட்டுணர்,jausti
1000,fühlen::V,தொட்டுணர்,pajusti
1001,scheinen::V,காணப்படு,rodytis
1002,scheinen::V,காணப்படு,atrodyti
1003,zu sehen sein::V,தோன்றுதல்,pasirodyti
1004,vernehmen::V,கேள்,išgirsti
1005,frieren::V,குதுகுதுகு,šalti
1006,tun::V,செய்,daryti
1007,können::V,இயல்வது,galėti
1008,können::V,இயல்வது,pajėgti
1009,wollen::V,விரும்பு,norėti
1010,anfangen::V,தொடங்கு,pradėti
1011,anfangen::V,தொடங்கு,prasid́ėti
1012,beenden::V,முடி,baigti
1013,beenden::V,முடி,užbaigti
1014,aufhören::V,நிறுத்து,liautis
1015,gelingen::V,வெற்றி,pavykti
1016,gelingen::V,வெற்றி,pasisekti
1017,geraten::V,ஏற்படுத்து,nusisekti
1018,öffnen::V,திற,atverti
1019,öffnen::V,திற,atidaryti
1020,schließen::V,மூடு,uždaryti
1021,stellen::V,வை,statyti
1022,stellen::V,வை,pastatyti
1023,setzen::V,வை,sodinti
1024,setzen::V,வை,pasodinti
1025,legen::V,பரப்பி வை,dėti
1026,legen::V,பரப்பி வை,pad́ėti
1027,berühren::V,பதி,liesti
1028,berühren::V,பதி,paliesti
1029,verbinden::V,சேர்,jungti
1030,verbinden::V,சேர்,surišti
1031,bedecken::V,உறைபோடு,uždengti
1032,aufhängen::V,தொங்கவிடு,pakarti
1033,aufhängen::V,தொங்கவிடு,pakabinti
1034,anzünden::V,எரியூட்டு,padegti
1035,aufheben::V,பொறுக்கி எடு,pakelti
1036,zurücklassen::V,விட்டுச் செல்,palikti
1037,verlieren::V,இழ,pamesti
1038,fallen lassen::V,அளவில் குறைவு,atsisakyti
1039,machen::V,தயார்செய்,dirbti
1040,herstellen::V,உற்பத்தி செய்,gaminti
1041,bauen::V,கட்டு,statyti
1042,bauen::V,கட்டு,pastatyti
1043,reparieren::V,பழுது பார்,taisyti
1044,reparieren::V,பழுது பார்,remontuoti
1045,verbessern::V,மேம்படுத்து,gerinti
1046,verbessern::V,மேம்படுத்து,ištaisyti
1047,ändern::V,மாற்றி அமை,keisti
1048,ändern::V,மாற்றி அமை,pakeisti
1049,graben::V,குழி வெட்டு,kasti
1050,beugen::V,வனை,lenkti
1051,beugen::V,வனை,palenkti
1052,biegen::V,வனை,lenkti
1053,biegen::V,வனை,palenkti
1054,drehen::V,சுழல்,sukti
1055,wenden::V,குடைகவிழு,kreipti
1056,wenden::V,குடைகவிழு,pakreipti
1057,umdrehen::V,சுற்றும் முற்றும் பார்,sukti
1058,umdrehen::V,சுற்றும் முற்றும் பார்,apversti
1059,heben::V,தூக்கு,kelti
1060,heben::V,தூக்கு,pakelti
1061,hochheben::V,தூக்கு,pakelti
1062,ergreifen::V,பறி,čiupti
1063,ergreifen::V,பறி,griebti
1064,halten::V,பிடித்துக் கொள்,laikyti
1065,halten::V,பிடித்துக் கொள்,palaikyti
1066,drücken::V,அழுத்து,spausti
1067,schieben::V,தள்ளு,stumti
1068,kratzen::V,கீறு,kasyti
1069,kratzen::V,கீறு,grandyti
1070,lecken::V,நக்கு,laižyti
1071,beißen::V,கடி,kandžioti
1072,abreißen::V,கிழி,nuplėšti
1073,abschneiden::V,வெட்டி எடு,atpjauti
1074,abschneiden::V,வெட்டி எடு,atkirpti
1075,binden::V,கட்டு,rišti
1076,binden::V,கட்டு,surišti
1077,stecken::V,பதிய வை,kišti
1078,stecken::V,பதிய வை,įkišti
1079,brechen::V,உடை,lūžti
1080,brechen::V,உடை,laužyti
1081,klopfen::V,தட்டு,belsti
1082,klopfen::V,தட்டு,barbenti
1083,hauen::V,அடி,mušti
1084,kleben::V,ஒட்டு,lipdyti
1085,kleben::V,ஒட்டு,klijuoti
1086,reiben::V,தேய்,trinti
1087,reiben::V,தேய்,tarkuoti
1088,streichen::V,பரவச்செய்,tepti
1089,streichen::V,பரவச்செய்,užtepti
1090,schleifen::V,அரை,galą́sti
1091,schneiden::V,துண்டாக்கு,pjauti
1092,schneiden::V,துண்டாக்கு,kirpti
1093,rütteln::V,மெல்ல தள்ளு,purtyti
1094,schütteln::V,குலுக்கு,purtyti
1095,schwenken::V,ஊஞ்சலாடு,mojuoti
1096,schütten::V,ஊற்று,pilti
1097,schütten::V,ஊற்று,berti
1098,füllen::V,நிரப்பு,pildyti
1099,füllen::V,நிரப்பு,pripildyti
1100,einwickeln::V,சுற்று,įvynioti
1101,einwickeln::V,சுற்று,suvynioti
1102,tragen::V,எடுத்துச் செல்,nešti
1103,tragen::V,எடுத்துச் செல்,nešioti
1104,schleppen::V,இழுத்துச் செல்,vilkti
1105,ziehen::V,இழு,tempti
1106,aufbewahren::V,வைத்துக் கொள்,laikyti
1107,werfen::V,வீசி எறி,mesti
1108,werfen::V,வீசி எறி,sviesti
1109,fangen::V,பிடி,sugauti
1110,packen::V,பிடித்துக்கொள்,čiupti
1111,packen::V,பிடித்துக்கொள்,griebti
1112,verstecken::V,மறை,slėpti
1113,verstecken::V,மறை,slapstyti
1114,teilen::V,பாகங்களாகப் பிரி,dalyti
1115,teilen::V,பாகங்களாகப் பிரி,padalyti
1116,schicken::V,அனுப்பு,sių̃sti
1117,schicken::V,அனுப்பு,pasių̃sti
1118,bringen::V,கொண்டு வா,atnešti
1119,hinzufügen::V,சேர்,pridėti
1120,bekommen::V,பெறு,gauti
1121,erhalten::V,பெறு,gauti
1122,nehmen::V,எடு,paimti
1123,wählen::V,தேர்ந்தெடு,rinkti
1124,wählen::V,தேர்ந்தெடு,išsirinkti
1125,auswählen::V,தேர்ல்தெடு,išrinkti
1126,bewahren::V,கெடாது பேணு,išsaugoti
1127,behindern::V,தடங்கல் செய்,trukdyti
1128,verderben::V,நாசமாக்கு,sugadinti
1129,beschädigen::V,சேதப்படுத்து,žaloti
1130,beschädigen::V,சேதப்படுத்து,gadinti
1131,zerbrechen::V,உடை,sukulti
1132,zerbrechen::V,உடை,sudaužyti
1133,zerreißen::V,கிழி,perplėšti
1134,zerreißen::V,கிழி,suplėšyti
1135,zerstören::V,அழி,suardyti
1136,zerstören::V,அழி,sugriauti
1137,verbrennen::V,எரியூட்டு,deginti
1138,verbrennen::V,எரியூட்டு,sudeginti
1139,geben::V,கொடு,duoti
1140,geben::V,கொடு,paduoti
1141,reichen::V,வழங்கு,paduoti
1142,schenken::V,மொயத்தல்,dovanoti
1143,versprechen::V,உறுதியளி,žadėti
1144,versprechen::V,உறுதியளி,pažadėti
1145,wünschen::V,ஆசைப்படு,norėti
1146,wünschen::V,ஆசைப்படு,linḱėti
1147,loben::V,புகழ்ச்சி கூறு,girti
1148,loben::V,புகழ்ச்சி கூறு,pagirti
1149,küssen::V,முத்தமிடு,bučiuoti
1150,wiegen::V,ஆட்டுத்தல்,supti
1151,zudecken::V,உறைபோடு,užkloti
1152,zudecken::V,உறைபோடு,uždengti
1153,wecken::V,எழுப்பு,žadinti
1154,zeigen::V,காட்டு,rodyti
1155,führen::V,வழிகாட்டி,vesti
1156,führen::V,வழிகாட்டி,vadovauti
1157,lehren::V,சொல்லிக் கொடு,mokyti
1158,lehren::V,சொல்லிக் கொடு,išmokyti
1159,unterrichten::V,அறிவுரை கூறு,dėstyti
1160,aufziehen::V,வளர்,išauginti
1161,leiten::V,அழைத்துச் செல்,valdyti
1162,leiten::V,அழைத்துச் செல்,vadovauti
1163,antreiben::V,தூண்டு,uiti
1164,antreiben::V,தூண்டு,raginti
1165,antreiben::V,தூண்டு,skubinti
1166,lassen::V,விடு,paliepti
1167,einladen::V,அழை,kviesti
1168,einladen::V,அழை,pakviesti
1169,vereinigen::V,ஒன்றாகச் சேர்,sujungti
1170,vereinigen::V,ஒன்றாகச் சேர்,suvienyti
1171,besuchen::V,வருகை புரி,lankyti
1172,besuchen::V,வருகை புரி,aplankyti
1173,treffen::V,சந்தி,sutikti
1174,treffen::V,சந்தி,pasitikti
1175,sich versammeln::V,தொகுப்பு,susirinkti
1176,spielen::V,விளையாடு,groti
1177,spielen::V,விளையாடு,žaisti
1178,singen::V,பாடு,dainuoti
1179,tanzen::V,நடனமாடு,šokti
1180,sich trennen::V,தனிப்படடுத்து,skirtis
1181,sich trennen::V,தனிப்படடுத்து,išsiskirti
1182,verlassen::V,கைவிடு,palikti
1183,retten::V,காப்பாற்று,gelbėti
1184,bewachen::V,காவல் செய்,sergėti
1185,schützen::V,பாதுகாப்பு செய்,ginti
1186,schützen::V,பாதுகாப்பு செய்,apginti
1187,verteidigen::V,எதிர்த்து நில்,ginti
1188,verteidigen::V,எதிர்த்து நில்,apginti
1189,sich schlagen::V,பூசலிடு,muštis
1190,schießen::V,சுட்டுக் கொல்,šauti
1191,schießen::V,சுட்டுக் கொல்,šaudyti
1192,siegen::V,வெற்றி பெறு,nugalėti
1193,ärgern::V,எரிச்சலூட்டு,pykinti
1194,schlagen::V,அடி,mušti
1195,schlagen::V,அடி,smogti
1196,schlagen::V,அடி,trenkti
1197,treten::V,உதை,mygti
1198,stechen::V,கொட்டு,gelti
1199,stechen::V,கொட்டு,smeigti
1200,stoßen::V,நெருக்கு,stumti
1201,stoßen::V,நெருக்கு,pastumti
1202,stehlen::V,திருடு,vogti
1203,stören::V,தொல்லைகொடு,trikdyti
1204,belästigen::V,தொல்லை கொடு,apsunkinti
1205,verbergen::V,மறை,slėpti
1206,verbergen::V,மறை,paslėpti
1207,täuschen::V,ஏமாற்று,klaidinti
1208,betrügen::V,ஏமாற்று,apgauti
1209,töten::V,கொல்,žudyti
1210,töten::V,கொல்,nužudyti
1211,wohnen::V,தங்கியிரு,gyventi
1212,arbeiten::V,வேலை செய்,dirbti
1213,arbeiten::V,வேலை செய்,triūsti
1214,sammeln::V,ஒன்றுசேர்,rinkti
1215,pflücken::V,கொய்து எடு,skinti
1216,pflücken::V,கொய்து எடு,raškyti
1217,jagen::V,வேட்டையாடு,medžioti
1218,fischen::V,மீன் பிடி,žvejoti
1219,fassen::V,பிடி,sučiupti
1220,hüten::V,காவல் செய்,ganyti
1221,treiben::V,ஓட்டு,ginti
1222,anbinden::V,கட்டு,pririšti
1223,füttern::V,உணவளி,šerti
1224,melken::V,பால் கற,melžti
1225,hacken::V,வெட்டி எடு,kapoti
1226,gießen::V,நீர்ப் பாய்ச்சு,lieti
1227,gießen::V,நீர்ப் பாய்ச்சு,laistyti
1228,reifen::V,பழு,nokti
1229,reifen::V,பழு,sirpti
1230,zubereiten::V,சமையல் செய்,ruošti
1231,zubereiten::V,சமையல் செய்,gaminti
1232,kochen::V,வேகவை,virti
1233,kochen::V,வேகவை,virinti
1234,backen::V,வெப்பத்தில் வாட்டு,kepti
1235,braten::V,பொரியச் செய்,kepti
1236,braten::V,பொரியச் செய்,kepinti
1237,umrühren::V,கலக்கு,maišyti
1238,umrühren::V,கலக்கு,pamaišyti
1239,stricken::V,பின்னியிழை,megzti
1240,nähen::V,தையல் வேலை செய்,siūti
1241,färben::V,வண்ணம் பெறச் செய்,dažyti
1242,färben::V,வண்ணம் பெறச் செய்,nudažyti
1243,reinigen::V,சுத்தம் செய்,valyti
1244,reinigen::V,சுத்தம் செய்,švarinti
1245,waschen::V,கழுவு,plauti
1246,waschen::V,கழுவு,mazgoti
1247,waschen::V,கழுவு,skalbti
1248,abwischen::V,துடை,nušluostyti
1249,spülen::V,அலசு,plauti
1250,spülen::V,அலசு,skalauti
1251,fegen::V,பெறுக்கு,šluoti
1252,kehren::V,பெறுக்கு,šluoti
1253,baden::V,குளி,maudytis
1254,sich waschen::V,கழுவு,praustis
1255,ausziehen::V,கழற்று,numauti
1256,ausziehen::V,கழற்று,nuvilkti
1257,anziehen::V,புனைதல்,mauti
1258,anziehen::V,புனைதல்,apsivilkti
1259,sich anziehen::V,உடுத்துதல்,rengtis
1260,sich anziehen::V,உடுத்துதல்,apsirengti
1261,kämmen::V,தலை வாரிக் கொள்,šukuoti
1262,schmücken::V,அழகுபடுத்து,puošti
1263,schmücken::V,அழகுபடுத்து,dabinti
1264,schmücken::V,அழகுபடுத்து,gražinti
1265,sagen::V,சொல்,tarti
1266,sprechen::V,பேசு,kalbėti
1267,reden::V,பெசு,šnekėti
1268,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,kalbėtis
1269,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,šnekučiuotis
1270,fragen::V,கேள்,klausti
1271,bitten::V,வேண்டு,prašyti
1272,erzählen::V,சொல்,pasakoti
1273,mitteilen::V,சொல்,skelbti
1274,mitteilen::V,சொல்,pranešti
1275,nennen::V,பெயரிடுதல்,vadinti
1276,nennen::V,பெயரிடுதல்,vardyti
1277,rufen::V,கூச்சலிடு,šaukti
1278,rufen::V,கூச்சலிடு,kviesti
1279,prahlen::V,தற்பெருமை பேசு,girtis
1280,übersetzen::V,மொழிபெயர்ப்பு செய்,versti
1281,übersetzen::V,மொழிபெயர்ப்பு செய்,išversti
1282,denken::V,யோசி,galvoti
1283,glauben::V,நம்பு,manyti
1284,glauben::V,நம்பு,tikėti
1285,bemerken::V,கவனி,pamatyti
1286,bemerken::V,கவனி,pastebėti
1287,erkennen::V,அடையாளம் கண்டுகொள்,pažinti
1288,erkennen::V,அடையாளம் கண்டுகொள்,atpažinti
1289,begreifen::V,பற்றிக்கொள்,suvokti
1290,verstehen::V,புரிந்து கொள்,suprasti
1291,lernen::V,கற்றுக்கொள்,mokytis
1292,wissen::V,தெரிந்திரு,žinoti
1293,sich erinnern an::V,நினைவு கூர்,prisiminti
