,Concept_ID,vep,fr
845,kaum::ADV,habi,à peine
846,sehr::ADV,lujas,très
847,so::ADV,muga,si
848,so::ADV,muga,ainsi
849,so::ADV,ninga,si
850,so::ADV,ninga,ainsi
851,noch::ADV,völ,encore
852,nur::ADV,järg,seulement
853,nur::ADV,järg,ne ... que
854,nur::ADV,vaiše,seulement
855,nur::ADV,vaiše,ne ... que
856,schon::ADV,jo,déjà
857,wieder::ADV,möst,de nouveau
858,vergebens::ADV,uhtei,en vain
859,vor::PRP,edes,devant
860,hinter::PRP,taga,derrière
861,unter::PRP,al,sous
862,unter::PRP,al,au-dessous de
863,durch::PRP,läbi,par
864,durch::PRP,läbi,à travers
865,durch::PRP,kal't,par
866,durch::PRP,kal't,à travers
867,neben::PRP,rindal,à côté de
868,zwischen::PRP,keskes,entre
869,wegen::PRP,tagut,à cause de
870,dies::PRN,nece,ceci
871,das::PRN,se,ce
872,das::PRN,se,cela
873,alles::PRN,kaik,tout
874,ich::PRN,minä,je
875,ich::PRN,minä,moi
876,du::PRN,sinä,tu
877,du::PRN,sinä,toi
878,er::PRN,hän,il
879,er::PRN,hän,lui
880,wir::PRN,mö,nous
881,ihr::PRN,tö,vous
882,sie::PRN,hö,ils
883,sie::PRN,hö,elles
884,was::FPRN,mi,que
885,was::FPRN,mi,quoi
886,wer::FPRN,ken,qui
887,wo::FADV,kus,où
888,wohin::FADV,kuna,où
889,wie::FADV,kut,comment
890,wie::FADV,mit',comment
891,warum::FADV,mikš,pourquoi
892,wieviel::FNUM,äjak,combien
893,wieviel::FNUM,kuverz',combien
894,eins::NUM,üks',un
895,zwei::NUM,kaks',deux
896,drei::NUM,koume,trois
897,vier::NUM,nel'l',quatre
898,fünf::NUM,viž,cinq
899,sechs::NUM,kuz',six
900,sieben::NUM,seičeme,sept
901,acht::NUM,kahesa,huit
902,neun::NUM,ühesa,neuf
903,zehn::NUM,kümne,dix
904,elf::NUM,üks'toštkümne,onze
905,zwölf::NUM,kaks'toštkümne,douze
906,zwanzig::NUM,kaks'kümne,vingt
907,dreißig::NUM,koumekümne,trente
908,vierzig::NUM,nel'l'kümne,quarante
909,fünfzig::NUM,vižkümne,cinquante
910,sechzig::NUM,kuz'kümne,soixante
911,siebzig::NUM,seičemekümne,soixante-dix
912,achtzig::NUM,kahesakümne,quatre-vingt
913,neunzig::NUM,ühesakümne,quatre-vingt-dix
914,hundert::NUM,sada,cent
915,tausend::NUM,tuha,mille
916,und::CNJ,i,et
917,und::CNJ,da,et
918,oder::CNJ,vai,ou
919,stehen::V,seišta,être debout
920,sitzen::V,ištta,être assis
921,liegen::V,venuda,être couché
922,hängen::V,ripta,pendre
923,werden::V,lindä,devenir
924,werden::V,tehtas,devenir
925,passieren::V,ozaitas,se passer
926,beginnen::V,augotadas,commencer
927,enden::V,loptas,finir
928,enden::V,loptas,se terminer
929,wechseln::V,vajehtadas,changer
930,wechseln::V,vajehtadas,alterner
931,aufgehen[Sonne]::V,nousta,se lever
932,untergehen[Sonne]::V,lasktas,se coucher
933,scheinen[Sonne]::V,paštta,briller
934,donnern::V,juraita,tonner
935,wehen::V,dölta,souffler
936,wehen::V,puhuda,souffler
937,strömen::V,valadas,affluer
938,fließen::V,valuda,couler
939,sich drehen::V,punotas,tourner
940,schwanken::V,čibuda,osciller
941,schwanken::V,čibuda,chanceler
942,schwingen::V,čibuda,vibrer
943,schwingen::V,čibuda,osciller
944,fallen::V,langeta,tomber
945,brennen::V,pallada,brûler
946,brennen::V,pallada,flamber
947,rauchen::V,savustada,fumer
948,regnen::V,vihmda,pleuvoir
949,gefrieren::V,jäduda,geler
950,gefrieren::V,kül'mdä,geler
951,tauen::V,sulada,dégeler
952,schmelzen::V,sulada,fondre
953,trocknen::V,kuida,sécher
954,trocknen::V,kuivehtuda,sécher
955,sieden::V,kehuda,bouillir
956,faulen::V,hapata,pourrir
957,faulen::V,hapata,se putréfier
958,faulen::V,traudäs,pourrir
959,faulen::V,traudäs,se putréfier
960,verfaulen::V,hapata,pourrir
961,reißen::V,rebita,rompre
962,reißen::V,rebita,se déchirer
963,versinken::V,upota,s'enfoncer
964,vergehen::V,mända,passer
965,erscheinen::V,ozutadas,apparaître
966,verschwinden::V,hajeta,disparaître
967,sinken::V,väheta,descendre
968,sinken::V,väheta,s'abaisser
969,sinken::V,lasktas,descendre
970,sinken::V,lasktas,s'abaisser
971,abnehmen::V,peneta,diminuer
972,zunehmen::V,ližaduda,augmenter
973,steigen::V,nousta,monter
974,wachsen::V,kazda,croître
975,glänzen::V,loštta,briller
976,funkeln::V,hoštta,étinceler
977,lärmen::V,robaita,faire du bruit
978,läuten::V,judaita,sonner
979,klingeln::V,kelotada,sonner
980,klirren::V,biraita,cliqueter
981,brausen::V,bruncta,mugir
982,rauschen::V,šobaita,bruire
983,klingen::V,heläita,sonner
984,bellen::V,nutta,aboyer
985,heulen::V,ulaita,hurler
986,blasen::V,puhuda,souffler
987,pfeifen::V,pistta,siffler
988,pfeifen::V,vihelta,siffler
989,schreien::V,kirkta,crier
990,schreien::V,kidastada,crier
991,stöhnen::V,ohkta,gémir
992,stöhnen::V,voivotada,gémir
993,zittern::V,säraita,trembler
994,leben::V,eläda,vivre
995,geboren werden::V,sünduda,naître
996,atmen::V,henktä,respirer
997,trinken::V,joda,boire
998,essen::V,söda,manger
999,schlucken::V,lainata,avaler
1000,müde werden::V,väzuda,se lasser
1001,müde werden::V,väzuda,se fatiguer
1002,müde werden::V,šuštuda,se lasser
1003,müde werden::V,šuštuda,se fatiguer
1004,einschlafen::V,uinota,s'endormir
1005,schlafen::V,magata,dormir
1006,schlafen::V,nukkuda,dormir
1007,aufwachen::V,heraštuda,se réveiller
1008,aufstehen::V,nousta,se lever
1009,sich erholen::V,lebaitas,se reposer
1010,sich erholen::V,lebaitas,se détendre
1011,krank werden::V,läžegata,tomber malade
1012,krank sein::V,läžuda,être malade
1013,schmerzen::V,kibištada,faire mal
1014,husten::V,rügda,tousser
1015,genesen::V,tervehtuda,guérir
1016,genesen::V,tervehtuda,se remettre
1017,sterben::V,kolda,mourir
1018,umkommen::V,kolda,périr
1019,sich bewegen::V,likkuda,bouger
1020,sich rühren::V,likahtada,broncher
1021,sich rühren::V,kubahtada,broncher
1022,sich erheben::V,nousta,se lever
1023,sich setzen::V,išttas,s'asseoir
1024,hinfallen::V,langeta,tomber
1025,laufen::V,kävuda,marcher
1026,laufen::V,kävuda,aller à pied
1027,schreiten::V,astta,marcher
1028,schreiten::V,haškta,marcher
1029,spazierengehen::V,kävelta,se promener
1030,eilen::V,kiruhtada,courir
1031,sich beeilen::V,kiruhtada,se hâter
1032,sich beeilen::V,kiruhtada,se dépêcher
1033,sausen::V,fun'urta,filer
1034,rennen::V,joksta,courir
1035,springen::V,hüptä,sauter
1036,klettern::V,libuda,grimper
1037,schaukeln::V,čibuda,se balancer
1038,kriechen::V,ličtas,ramper
1039,schwimmen::V,ujuda,nager
1040,tauchen::V,čukautas,plonger
1041,rudern::V,souta,ramer
1042,fahren::V,ajada,aller
1043,fahren::V,ajada,rouler
1044,fahren::V,ajelda,aller
1045,fahren::V,ajelda,rouler
1046,fliegen::V,leta,voler
1047,gehen::V,mända,aller
1048,gehen::V,kävuda,aller
1049,weggehen::V,päzda,s'en aller
1050,weggehen::V,lähtta,s'en aller
1051,abfahren::V,tönduda,partir
1052,anhalten::V,seižutadas,s'arrêter
1053,hineingehen::V,mända südäimehe,entrer
1054,eintreten::V,tulda,entrer
1055,kommen::V,tulda,venir
1056,ankommen::V,tulda,arriver
1057,zurückkommen::V,pörtas,revenir
1058,bleiben::V,jäda,rester
1059,bleiben::V,jäda,demeurer
1060,warten::V,varastada,attendre
1061,erwarten::V,varastada,attendre
1062,suchen::V,ectä,chercher
1063,finden::V,löuta,trouver
1064,versuchen::V,ladida,essayer
1065,versuchen::V,rohkaita,essayer
1066,vorbereiten::V,vaumita,préparer
1067,lieben::V,armastada,aimer
1068,mögen::V,navedida,aimer
1069,mögen::V,navedida,vouloir
1070,lachen::V,nagrda,rire
1071,rühren::V,likutada,toucher
1072,rühren::V,likutada,attendrir
1073,weinen::V,itkta,pleurer
1074,schimpfen::V,laidas,gronder
1075,schimpfen::V,pačatada,gronder
1076,sich ärgern::V,rändüda,se fâcher
1077,sich fürchten::V,varaita,avoir peur
1078,fürchten::V,varaita,craindre
1079,fürchten::V,varaita,avoir peur de
1080,fliehen::V,pageta,fuir
1081,flüchten::V,pageta,s'enfuir
1082,flüchten::V,joksta,s'enfuir
1083,sehen::V,nähta,voir
1084,anschauen::V,kacta,regarder
1085,ansehen::V,kacta,regarder
1086,hören::V,kulda,entendre
1087,zuhören::V,kundeltas,écouter
1088,probieren::V,mujada,goûter
1089,riechen::V,rižada,sentir
1090,fühlen::V,mujada,sentir
1091,scheinen::V,näguda,sembler
1092,scheinen::V,näguda,paraître
1093,zu sehen sein::V,näguda,se voir
1094,zu sehen sein::V,näguda,être visible
1095,vernehmen::V,kulištada,entendre
1096,vernehmen::V,kulištada,percevoir
1097,frieren::V,kül'mdä,avoir froid
1098,tun::V,tehta,faire
1099,können::V,voida,savoir
1100,können::V,voida,pouvoir
1101,können::V,mahtta,savoir
1102,können::V,mahtta,pouvoir
1103,wollen::V,himoita,vouloir
1104,wollen::V,tahtoida,vouloir
1105,anfangen::V,zavottä,commencer
1106,anfangen::V,augotada,commencer
1107,beenden::V,loptä,finir
1108,beenden::V,loptä,terminer
1109,aufhören::V,loptas,cesser
1110,aufhören::V,loptas,arrêter
1111,gelingen::V,lähtta,réussir
1112,gelingen::V,tehtas,réussir
1113,geraten::V,tulda,réussir
1114,öffnen::V,avaita,ouvrir
1115,schließen::V,saubata,fermer
1116,stellen::V,panda,poser
1117,stellen::V,panda,mettre
1118,stellen::V,seižutada,poser
1119,stellen::V,seižutada,mettre
1120,setzen::V,ištutada,placer
1121,legen::V,panda,placer
1122,berühren::V,koskta,toucher
1123,berühren::V,käziduda,toucher
1124,verbinden::V,ühtenzoitta,lier
1125,bedecken::V,katta,couvrir
1126,bedecken::V,peitta,couvrir
1127,aufhängen::V,riputada,accrocher
1128,anzünden::V,sütutada,allumer
1129,aufheben::V,leta,ramasser
1130,zurücklassen::V,jätta,laisser
1131,verlieren::V,kadotada,perdre
1132,fallen lassen::V,kirbotada,lâcher
1133,fallen lassen::V,kirbotada,laisser tomber
1134,machen::V,säta,faire
1135,machen::V,tehta,faire
1136,herstellen::V,tehta,produire
1137,herstellen::V,tehta,fabriquer
1138,bauen::V,leta,bâtir
1139,bauen::V,leta,construire
1140,bauen::V,sauda,bâtir
1141,bauen::V,sauda,construire
1142,reparieren::V,koheta,réparer
1143,verbessern::V,paremboita,améliorer
1144,ändern::V,vajehtada,changer
1145,ändern::V,vajehtada,modifier
1146,graben::V,kaida,creuser
1147,graben::V,čongoida,creuser
1148,beugen::V,koverta,plier
1149,beugen::V,koverta,ployer
1150,biegen::V,painda,courber
1151,drehen::V,punotada,tordre
1152,drehen::V,punotada,tourner
1153,wenden::V,käta,retourner
1154,wenden::V,kärauta,retourner
1155,umdrehen::V,käta,tourner
1156,heben::V,leta,soulever
1157,hochheben::V,libutada,lever
1158,ergreifen::V,tabata,saisir
1159,ergreifen::V,tabata,prendre
1160,halten::V,pidada,tenir
1161,drücken::V,painda,presser
1162,schieben::V,žigutada,pousser
1163,kratzen::V,künstä,gratter
1164,kratzen::V,künstä,égratigner
1165,lecken::V,nolda,lécher
1166,beißen::V,purda,mordre
1167,beißen::V,hambastada,mordre
1168,abreißen::V,ratketa,arracher
1169,abschneiden::V,čapata,couper
1170,abschneiden::V,leikata,couper
1171,binden::V,sidoda,lier
1172,binden::V,sidoda,attacher
1173,stecken::V,čokaita,enfoncer
1174,brechen::V,katkaita,rompre
1175,klopfen::V,kolkotada,frapper
1176,hauen::V,löda,frapper
1177,kleben::V,klejata,coller
1178,reiben::V,hosta,frotter
1179,reiben::V,törkita,frotter
1180,reiben::V,jorotada,frotter
1181,streichen::V,voita,empâter
1182,schleifen::V,hijoida,affiler
1183,schleifen::V,hijoida,aiguiser
1184,schleifen::V,teravzoitta,affiler
1185,schleifen::V,teravzoitta,aiguiser
1186,schneiden::V,leikata,couper
1187,schneiden::V,leikata,trancher
1188,rütteln::V,heilutada,cahoter
1189,schütteln::V,pudištada,secouer
1190,schwenken::V,maihutada,agiter
1191,schütten::V,valada,verser
1192,füllen::V,täutta,remplir
1193,einwickeln::V,kärdä,envelopper
1194,tragen::V,kantta,porter
1195,tragen::V,kandišta,porter
1196,schleppen::V,vedätada,traîner
1197,ziehen::V,vedada,tirer
1198,aufbewahren::V,kaita,garder
1199,aufbewahren::V,kaita,conserver
1200,werfen::V,čuta,jeter
1201,werfen::V,čuta,lancer
1202,werfen::V,tactä,jeter
1203,werfen::V,tactä,lancer
1204,fangen::V,püta,attraper
1205,packen::V,tabata,agripper
1206,verstecken::V,peitta,cacher
1207,teilen::V,jagada,diviser
1208,schicken::V,oigeta,envoyer
1209,bringen::V,veda,apporter
1210,hinzufügen::V,ližata,ajouter
1211,bekommen::V,sada,obtenir
1212,erhalten::V,sada,recevoir
1213,nehmen::V,otta,prendre
1214,wählen::V,valita,choisir
1215,auswählen::V,valita,choisir
1216,auswählen::V,valita,sélectionner
1217,bewahren::V,kaita,préserver
1218,behindern::V,telustada,gêner
1219,verderben::V,travida,gâter
1220,verderben::V,travida,corrompre
1221,beschädigen::V,satatada,endommager
1222,zerbrechen::V,mureta,casser
1223,zerreißen::V,rebitada,déchirer
1224,zerstören::V,mureta,détruire
1225,verbrennen::V,poltta,brûler
1226,geben::V,antta,donner
1227,reichen::V,antta,tendre
1228,schenken::V,lahjoita,offrir
1229,versprechen::V,toivotada,promettre
1230,wünschen::V,toivotada,souhaiter
1231,loben::V,kitta,louer
1232,küssen::V,tervehtada,embrasser
1233,wiegen::V,likutada,bercer
1234,zudecken::V,katta,couvrir
1235,wecken::V,noustatada,éveiller
1236,wecken::V,noustatada,réveiller
1237,zeigen::V,ozutada,montrer
1238,zeigen::V,ozutada,faire voir
1239,führen::V,astutada,guider
1240,lehren::V,opeta,apprendre
1241,unterrichten::V,opeta,instruire
1242,aufziehen::V,kazvatada,élever
1243,leiten::V,ohjata,diriger
1244,leiten::V,ohjata,conduire
1245,antreiben::V,rigehtoitta,pousser
1246,lassen::V,käskta,faire
1247,einladen::V,kucta,inviter
1248,vereinigen::V,ühtenzoitta,unir
1249,vereinigen::V,ühtenzoitta,réunir
1250,besuchen::V,rižada,visiter
1251,besuchen::V,rižada,aller voir
1252,treffen::V,vastata,rencontrer
1253,sich versammeln::V,kägeta,s'assembler
1254,sich versammeln::V,sätas,s'assembler
1255,spielen::V,väta,jouer
1256,singen::V,pajatada,chanter
1257,tanzen::V,kargaita,danser
1258,sich trennen::V,erigata,se séparer
1259,verlassen::V,jätta,quitter
1260,retten::V,päzutada,sauver
1261,bewachen::V,varjoita,garder
1262,schützen::V,kaita,protéger
1263,verteidigen::V,kaita,défendre
1264,sich schlagen::V,torata,se taper
1265,schießen::V,ampta,tirer
1266,siegen::V,vägestada,vaincre
1267,ärgern::V,verdutada,agacer
1268,ärgern::V,rändütada,agacer
1269,schlagen::V,löda,battre
1270,schlagen::V,löda,frapper
1271,schlagen::V,iškta,battre
1272,schlagen::V,iškta,frapper
1273,treten::V,peksta,botter
1274,treten::V,peksta,donner un coup de pied à
1275,treten::V,topsta,botter
1276,treten::V,topsta,donner un coup de pied à
1277,stechen::V,pystiä,piquer
1278,stoßen::V,iškta,heurter
1279,stoßen::V,pudištada,heurter
1280,stehlen::V,vargastada,voler
1281,stören::V,keskustada,gêner
1282,stören::V,keskustada,déranger
1283,belästigen::V,tartuteldas,molester
1284,belästigen::V,tartuteldas,importuner
1285,verbergen::V,katelda,cacher
1286,verbergen::V,katelda,dissimuler
1287,täuschen::V,manitada,abuser
1288,täuschen::V,manitada,tromper
1289,betrügen::V,manitada,duper
1290,betrügen::V,manitada,frauder
1291,töten::V,rikta,tuer
1292,töten::V,surmita,tuer
1293,wohnen::V,eläda,habiter
1294,wohnen::V,eläda,demeurer
1295,arbeiten::V,rata,travailler
1296,sammeln::V,kogota,collectionner
1297,pflücken::V,poimda,cueillir
1298,jagen::V,mecata,chasser
1299,fischen::V,kalatada,pêcher
1300,fassen::V,tabata,capturer
1301,hüten::V,paimeta,garder
1302,treiben::V,ajada,mener
1303,anbinden::V,küttestada,attacher
1304,anbinden::V,sidoda,attacher
1305,füttern::V,sötta,faire manger
1306,melken::V,lüpsta,traire
1307,hacken::V,sauda,fendre
1308,gießen::V,valada,arroser
1309,reifen::V,küpseta,mûrir
1310,zubereiten::V,vaumištada,préparer
1311,kochen::V,keitta,cuire
1312,backen::V,paštta,cuire
1313,braten::V,žarda,rôtir
1314,umrühren::V,segoitada,remuer
1315,stricken::V,kudoda,tricoter
1316,nähen::V,ombelta,coudre
1317,färben::V,mujutada,teindre
1318,reinigen::V,puhtastada,nettoyer
1319,waschen::V,pesta,laver
1320,abwischen::V,pühktä,essuyer
1321,spülen::V,huhtoida,rincer
1322,fegen::V,pühkta,balayer
1323,kehren::V,uhoita,balayer
1324,baden::V,kül'ptäs,se baigner
1325,sich waschen::V,pestas,se laver
1326,ausziehen::V,riičta,ôter
1327,ausziehen::V,riičta,enlever
1328,ausziehen::V,rušta,ôter
1329,ausziehen::V,rušta,enlever
1330,anziehen::V,panda päle,mettre
1331,anziehen::V,panda kädehe,mettre
1332,anziehen::V,panda jaugha,mettre
1333,sich anziehen::V,sobdas,s'habiller
1334,kämmen::V,harjata,peigner
1335,schmücken::V,čomitada,orner
1336,schmücken::V,čomitada,décorer
1337,sagen::V,sanuda,dire
1338,sprechen::V,pagišta,parler
1339,reden::V,pagišta,parler
1340,sich unterhalten::V,lodaita,bavarder
1341,sich unterhalten::V,lodaita,s'entretenir
1342,fragen::V,küzuda,demander
1343,bitten::V,pakita,prier
1344,erzählen::V,sanuda,raconter
1345,erzählen::V,starinoita,raconter
1346,mitteilen::V,tedotada,communiquer
1347,nennen::V,nimitada,nommer
1348,nennen::V,nimitada,appeler
1349,rufen::V,kucta,appeler
1350,prahlen::V,kittäs,se vanter
1351,übersetzen::V,käta,traduire
1352,denken::V,meletada,penser
1353,glauben::V,uskta,croire
1354,bemerken::V,homaita,remarquer
1355,bemerken::V,homaita,apercevoir
1356,erkennen::V,tundištada,reconnaître
1357,begreifen::V,tabata,concevoir
1358,verstehen::V,el'geta,entendre
1359,verstehen::V,el'geta,comprendre
1360,verstehen::V,toimetada,entendre
1361,verstehen::V,toimetada,comprendre
1362,lernen::V,opetas,apprendre
1363,wissen::V,teta,savoir
1364,sich erinnern an::V,johtutada,se souvenir de
1365,vergessen::V,unohtada,oublier
1366,messen::V,märita,mesurer
1367,zählen::V,lugeda,compter
1368,rechnen::V,lugeda,calculer
1369,lesen::V,lugeda,lire
1370,malen::V,pirta,peindre
1371,zeichnen::V,pirta,dessiner
1372,schreiben::V,kirjutada,écrire
1373,besitzen::V,omištada,posséder
1374,kaufen::V,ostta,acheter
1375,verkaufen::V,möda,vendre
1376,bezahlen::V,maksta,payer
1377,zahlen::V,maksta,payer
1378,beherrschen::V,valdoita,dominer
1379,beherrschen::V,valdoita,maîtriser
1380,ertragen::V,tirpta,tolérer
1381,ertragen::V,tirpta,supporter
